bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,beryllium_flux m^-2sr^-1s^-1GV^-1,beryllium_flux_error_statistical m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,beryllium_to_helium_ratio,beryllium_to_helium_ratio_error_statistical,beryllium_to_helium_ratio_error_time_dependent,beryllium_to_helium_ratio_error_time_independent
2461,5.37,5.9,0.04357,0.00157,0.00013,0.00111,0.002867,0.000103,1.3e-05,7.9e-05
2461,5.9,6.47,0.03427,0.00127,0.00011,0.00088,0.002712,0.0001,1.3e-05,7.6e-05
2461,6.47,7.09,0.02969,0.00106,0.0001,0.00077,0.002834,0.000102,1.4e-05,8e-05
2461,7.09,7.76,0.02488,0.00088,9e-05,0.00064,0.002878,0.000102,1.4e-05,8.1e-05
2461,7.76,8.48,0.02023,0.00073,8e-05,0.00052,0.002851,0.000103,1.5e-05,8e-05
2461,8.48,9.26,0.01659,0.00062,7e-05,0.00043,0.002856,0.000106,1.5e-05,8e-05
2461,9.26,10.1,0.01223,0.0005,5e-05,0.00031,0.002572,0.000105,1.4e-05,7.2e-05
2461,10.1,11.0,0.01013,0.00043,5e-05,0.00026,0.002606,0.000111,1.5e-05,7.3e-05
2461,11.0,12.0,0.008503,0.000368,4.2e-05,0.000215,0.002698,0.000117,1.6e-05,7.5e-05
2461,12.0,13.0,0.007122,0.00033,3.6e-05,0.000179,0.002763,0.000128,1.7e-05,7.6e-05
2461,13.0,14.1,0.005736,0.000277,2.9e-05,0.000143,0.002721,0.000132,1.6e-05,7.5e-05
2461,14.1,15.3,0.0043,0.000224,2.2e-05,0.000107,0.002496,0.00013,1.5e-05,6.8e-05
2461,15.3,16.6,0.003552,0.000191,2e-05,8.8e-05,0.002524,0.000136,1.6e-05,6.9e-05
2461,16.6,18.0,0.003149,0.000167,1.8e-05,7.7e-05,0.002755,0.000147,1.8e-05,7.5e-05
2461,18.0,19.5,0.002453,0.000136,1.4e-05,6e-05,0.00265,0.000147,1.7e-05,7.2e-05
2461,19.5,21.1,0.001763,0.000107,1e-05,4.3e-05,0.002341,0.000142,1.5e-05,6.4e-05
2461,21.1,22.8,0.001347,8.7e-05,7e-06,3.3e-05,0.002185,0.000141,1.4e-05,6e-05
2461,22.8,24.7,0.001049,6.9e-05,6e-06,2.6e-05,0.002102,0.000139,1.4e-05,5.7e-05
2461,24.7,26.7,0.0008946,6.06e-05,5.1e-06,2.19e-05,0.002203,0.000149,1.5e-05,6e-05
2461,26.7,28.8,0.0007924,5.47e-05,4.6e-06,1.94e-05,0.002405,0.000166,1.6e-05,6.6e-05
2461,28.8,31.1,0.0006455,4.66e-05,3.9e-06,1.59e-05,0.002392,0.000173,1.6e-05,6.6e-05
2461,31.1,33.5,0.0004915,3.96e-05,3e-06,1.21e-05,0.002233,0.00018,1.6e-05,6.2e-05
2461,33.5,36.1,0.0003773,3.34e-05,2.4e-06,9.3e-06,0.002081,0.000184,1.5e-05,5.8e-05
2461,36.1,38.9,0.0003147,2.93e-05,2e-06,7.8e-06,0.002119,0.000198,1.5e-05,5.9e-05
2461,38.9,41.9,0.0002681,2.62e-05,1.8e-06,6.7e-06,0.002208,0.000216,1.6e-05,6.2e-05
2461,41.9,45.1,0.0001782,2.07e-05,1.2e-06,4.4e-06,0.001797,0.000208,1.4e-05,5.1e-05
2461,45.1,48.5,0.0001586,1.89e-05,1.1e-06,4e-06,0.001938,0.000231,1.5e-05,5.5e-05
2461,48.5,52.2,0.0001192,1.57e-05,8e-07,3e-06,0.001778,0.000235,1.4e-05,5e-05
2461,52.2,56.1,7.658e-05,1.227e-05,5.5e-07,1.92e-06,0.0014,0.000224,1.1e-05,4e-05
2461,56.1,60.3,7.641e-05,1.181e-05,5.5e-07,1.91e-06,0.001703,0.000264,1.3e-05,4.9e-05
2462,1.92,2.15,0.1134,0.0075,0.0006,0.0024,0.00245,0.000162,2.5e-05,6.4e-05
2462,2.15,2.4,0.1175,0.0068,0.0005,0.0025,0.002575,0.000149,2.1e-05,6.4e-05
2462,2.4,2.67,0.112,0.0059,0.0004,0.0024,0.002591,0.000137,1.7e-05,6.3e-05
2462,2.67,2.97,0.1128,0.0054,0.0003,0.0025,0.002799,0.000134,1.6e-05,6.9e-05
2462,2.97,3.29,0.1009,0.0046,0.0003,0.0023,0.002746,0.000124,1.4e-05,6.9e-05
2462,3.29,3.64,0.09154,0.0039,0.00021,0.00211,0.00279,0.000119,1.3e-05,7.1e-05
2462,3.64,4.02,0.08179,0.00336,0.00018,0.00194,0.002847,0.000117,1.3e-05,7.4e-05
2462,4.02,4.43,0.06929,0.00277,0.00016,0.00167,0.002789,0.000112,1.2e-05,7.4e-05
2462,4.43,4.88,0.06126,0.00227,0.00016,0.00151,0.002878,0.000107,1.3e-05,7.7e-05
2462,4.88,5.37,0.05217,0.00188,0.00016,0.00131,0.002888,0.000104,1.3e-05,7.9e-05
2462,5.37,5.9,0.04232,0.00155,0.00013,0.00108,0.002789,0.000102,1.3e-05,7.7e-05
2462,5.9,6.47,0.03741,0.00132,0.00013,0.00096,0.002959,0.000105,1.4e-05,8.3e-05
2462,6.47,7.09,0.02671,0.00101,9e-05,0.00069,0.002545,9.6e-05,1.2e-05,7.2e-05
2462,7.09,7.76,0.02496,0.00088,9e-05,0.00065,0.002891,0.000103,1.4e-05,8.1e-05
2462,7.76,8.48,0.01931,0.00072,8e-05,0.0005,0.002727,0.000101,1.4e-05,7.7e-05
2462,8.48,9.26,0.01591,0.00061,7e-05,0.00041,0.002745,0.000105,1.4e-05,7.7e-05
2462,9.26,10.1,0.01247,0.00051,6e-05,0.00032,0.002623,0.000106,1.4e-05,7.3e-05
2462,10.1,11.0,0.01097,0.00045,5e-05,0.00028,0.002847,0.000117,1.6e-05,7.9e-05
2462,11.0,12.0,0.008481,0.000368,4.1e-05,0.000214,0.002694,0.000117,1.6e-05,7.5e-05
2462,12.0,13.0,0.007142,0.000331,3.5e-05,0.000179,0.002781,0.000129,1.6e-05,7.7e-05
2462,13.0,14.1,0.005477,0.000271,2.8e-05,0.000137,0.002606,0.000129,1.6e-05,7.2e-05
2462,14.1,15.3,0.003917,0.000214,2.1e-05,9.7e-05,0.002287,0.000125,1.4e-05,6.3e-05
2462,15.3,16.6,0.004012,0.000203,2.3e-05,9.9e-05,0.002859,0.000145,1.9e-05,7.8e-05
2462,16.6,18.0,0.002726,0.000156,1.6e-05,6.7e-05,0.002416,0.000138,1.6e-05,6.6e-05
2462,18.0,19.5,0.002318,0.000132,1.3e-05,5.7e-05,0.002517,0.000144,1.6e-05,6.9e-05
2462,19.5,21.1,0.001797,0.000108,1e-05,4.4e-05,0.002402,0.000144,1.5e-05,6.5e-05
2462,21.1,22.8,0.001483,9.1e-05,8e-06,3.6e-05,0.002422,0.000148,1.6e-05,6.6e-05
2462,22.8,24.7,0.001085,7.1e-05,6e-06,2.6e-05,0.002176,0.000142,1.4e-05,5.9e-05
2462,24.7,26.7,0.0009285,6.17e-05,5.3e-06,2.27e-05,0.002298,0.000153,1.5e-05,6.3e-05
2462,26.7,28.8,0.0007751,5.41e-05,4.5e-06,1.9e-05,0.002344,0.000164,1.6e-05,6.4e-05
2462,28.8,31.1,0.0005066,4.13e-05,3e-06,1.24e-05,0.001879,0.000153,1.3e-05,5.2e-05
2462,31.1,33.5,0.000546,4.18e-05,3.3e-06,1.34e-05,0.002481,0.00019,1.7e-05,6.9e-05
2462,33.5,36.1,0.0003633,3.28e-05,2.3e-06,9e-06,0.002016,0.000182,1.4e-05,5.6e-05
2462,36.1,38.9,0.0002774,2.76e-05,1.8e-06,6.9e-06,0.001888,0.000188,1.4e-05,5.3e-05
2462,38.9,41.9,0.0002484,2.52e-05,1.7e-06,6.2e-06,0.002053,0.000209,1.5e-05,5.7e-05
2462,41.9,45.1,0.0002019,2.2e-05,1.4e-06,5e-06,0.00203,0.000221,1.5e-05,5.7e-05
2462,45.1,48.5,0.0001566,1.88e-05,1.1e-06,3.9e-06,0.001933,0.000232,1.5e-05,5.5e-05
2462,48.5,52.2,0.0001295,1.64e-05,9e-07,3.2e-06,0.001938,0.000245,1.5e-05,5.5e-05
2462,52.2,56.1,0.0001016,1.41e-05,7e-07,2.5e-06,0.00186,0.000259,1.5e-05,5.3e-05
2462,56.1,60.3,9.964e-05,1.35e-05,7.2e-07,2.49e-06,0.002206,0.000299,1.7e-05,6.3e-05
2463,1.92,2.15,0.1046,0.0071,0.0025,0.0023,0.002434,0.000164,6.2e-05,6.4e-05
2463,2.15,2.4,0.1069,0.0064,0.0016,0.0023,0.002544,0.000152,4.2e-05,6.3e-05
2463,2.4,2.67,0.1094,0.0058,0.001,0.0023,0.002733,0.000144,2.9e-05,6.7e-05
2463,2.67,2.97,0.1007,0.005,0.0005,0.0022,0.002715,0.000135,1.9e-05,6.7e-05
2463,2.97,3.29,0.08899,0.00421,0.00031,0.00202,0.002619,0.000124,1.5e-05,6.6e-05
2463,3.29,3.64,0.08577,0.00373,0.00023,0.00198,0.002818,0.000123,1.4e-05,7.2e-05
2463,3.64,4.02,0.07253,0.00313,0.00021,0.00172,0.002718,0.000117,1.3e-05,7.1e-05
2463,4.02,4.43,0.0673,0.0027,0.00022,0.00163,0.002891,0.000116,1.5e-05,7.6e-05
2463,4.43,4.88,0.05354,0.0021,0.00018,0.00132,0.002674,0.000105,1.3e-05,7.2e-05
2463,4.88,5.37,0.05071,0.00184,0.00017,0.00127,0.002973,0.000108,1.4e-05,8.1e-05
2463,5.37,5.9,0.04174,0.00153,0.00014,0.00106,0.002916,0.000107,1.4e-05,8.1e-05
2463,5.9,6.47,0.03402,0.00126,0.00013,0.00088,0.002826,0.000105,1.4e-05,7.9e-05
2463,6.47,7.09,0.02926,0.00105,0.00011,0.00076,0.002925,0.000105,1.5e-05,8.2e-05
2463,7.09,7.76,0.02199,0.00083,8e-05,0.00057,0.002657,0.0001,1.3e-05,7.5e-05
2463,7.76,8.48,0.01836,0.0007,7e-05,0.00047,0.0027,0.000103,1.4e-05,7.6e-05
2463,8.48,9.26,0.01541,0.0006,7e-05,0.0004,0.002755,0.000107,1.5e-05,7.7e-05
2463,9.26,10.1,0.01277,0.00051,6e-05,0.00033,0.002787,0.000112,1.5e-05,7.8e-05
2463,10.1,11.0,0.009849,0.000425,4.7e-05,0.000251,0.002607,0.000113,1.5e-05,7.3e-05
2463,11.0,12.0,0.008372,0.000365,4.3e-05,0.000212,0.002733,0.000119,1.6e-05,7.6e-05
2463,12.0,13.0,0.006354,0.000312,3.5e-05,0.000159,0.002526,0.000124,1.6e-05,7e-05
2463,13.0,14.1,0.005908,0.000281,3.4e-05,0.000147,0.002867,0.000137,1.9e-05,7.9e-05
2463,14.1,15.3,0.003937,0.000215,2.1e-05,9.8e-05,0.002326,0.000127,1.5e-05,6.4e-05
2463,15.3,16.6,0.003762,0.000196,2.2e-05,9.3e-05,0.002735,0.000143,1.8e-05,7.5e-05
2463,16.6,18.0,0.002941,0.000162,1.9e-05,7.2e-05,0.002628,0.000145,1.9e-05,7.2e-05
2463,18.0,19.5,0.002476,0.000137,1.4e-05,6.1e-05,0.002714,0.00015,1.8e-05,7.4e-05
2463,19.5,21.1,0.001815,0.000108,1e-05,4.4e-05,0.002436,0.000145,1.5e-05,6.6e-05
2463,21.1,22.8,0.001367,8.7e-05,8e-06,3.3e-05,0.002252,0.000144,1.4e-05,6.1e-05
2463,22.8,24.7,0.001173,7.4e-05,7e-06,2.9e-05,0.002363,0.000148,1.6e-05,6.5e-05
2463,24.7,26.7,0.0009865,6.38e-05,5.9e-06,2.41e-05,0.002438,0.000158,1.6e-05,6.7e-05
2463,26.7,28.8,0.0008842,5.8e-05,5.3e-06,2.17e-05,0.002675,0.000176,1.8e-05,7.3e-05
2463,28.8,31.1,0.000509,4.15e-05,3.1e-06,1.25e-05,0.00189,0.000154,1.3e-05,5.2e-05
2463,31.1,33.5,0.0004851,3.95e-05,3e-06,1.19e-05,0.002207,0.00018,1.5e-05,6.1e-05
2463,33.5,36.1,0.0003855,3.38e-05,2.4e-06,9.5e-06,0.002128,0.000187,1.5e-05,5.9e-05
2463,36.1,38.9,0.0003572,3.14e-05,2.3e-06,8.9e-06,0.002432,0.000214,1.8e-05,6.8e-05
2463,38.9,41.9,0.0002244,2.4e-05,1.5e-06,5.6e-06,0.00185,0.000198,1.4e-05,5.2e-05
2463,41.9,45.1,0.00021,2.25e-05,1.4e-06,5.2e-06,0.002128,0.000228,1.6e-05,6e-05
2463,45.1,48.5,0.000164,1.93e-05,1.1e-06,4.1e-06,0.002035,0.00024,1.6e-05,5.7e-05
2463,48.5,52.2,0.0001708,1.89e-05,1.2e-06,4.3e-06,0.002534,0.00028,2e-05,7.2e-05
2463,52.2,56.1,9.247e-05,1.352e-05,6.6e-07,2.32e-06,0.001685,0.000247,1.3e-05,4.8e-05
2463,56.1,60.3,7.867e-05,1.202e-05,5.7e-07,1.97e-06,0.001772,0.000271,1.4e-05,5.1e-05
2464,1.92,2.15,0.1173,0.0077,0.0009,0.0025,0.002634,0.000173,3.2e-05,6.9e-05
2464,2.15,2.4,0.112,0.0067,0.0007,0.0024,0.00258,0.000154,2.4e-05,6.4e-05
2464,2.4,2.67,0.1011,0.0056,0.0005,0.0022,0.002436,0.000136,1.8e-05,5.9e-05
2464,2.67,2.97,0.09829,0.00501,0.0004,0.00215,0.00256,0.000131,1.7e-05,6.3e-05
2464,2.97,3.29,0.09557,0.00442,0.00046,0.00217,0.002729,0.000126,1.8e-05,6.9e-05
2464,3.29,3.64,0.08728,0.0038,0.00036,0.00201,0.002776,0.000121,1.6e-05,7.1e-05
2464,3.64,4.02,0.07532,0.00323,0.00025,0.00178,0.002718,0.000117,1.4e-05,7.1e-05
2464,4.02,4.43,0.06351,0.00266,0.0002,0.00153,0.002626,0.00011,1.3e-05,6.9e-05
2464,4.43,4.88,0.06186,0.00228,0.00022,0.00152,0.00297,0.00011,1.5e-05,8e-05
2464,4.88,5.37,0.04936,0.00183,0.0002,0.00124,0.002798,0.000104,1.5e-05,7.7e-05
2464,5.37,5.9,0.04526,0.0016,0.00018,0.00115,0.003057,0.000108,1.6e-05,8.5e-05
2464,5.9,6.47,0.03658,0.00131,0.00016,0.00094,0.002952,0.000106,1.6e-05,8.3e-05
2464,6.47,7.09,0.0295,0.00106,0.00012,0.00076,0.002872,0.000104,1.5e-05,8.1e-05
2464,7.09,7.76,0.02439,0.00088,0.0001,0.00063,0.002865,0.000103,1.5e-05,8.1e-05
2464,7.76,8.48,0.01913,0.00071,8e-05,0.00049,0.002732,0.000102,1.5e-05,7.7e-05
2464,8.48,9.26,0.01496,0.00059,7e-05,0.00038,0.002593,0.000102,1.5e-05,7.3e-05
2464,9.26,10.1,0.01295,0.00051,7e-05,0.00033,0.00274,0.000109,1.7e-05,7.7e-05
2464,10.1,11.0,0.01039,0.00044,5e-05,0.00026,0.002697,0.000113,1.6e-05,7.5e-05
2464,11.0,12.0,0.007775,0.000352,4e-05,0.000196,0.002482,0.000112,1.5e-05,6.9e-05
2464,12.0,13.0,0.006998,0.000327,3.7e-05,0.000176,0.002735,0.000128,1.7e-05,7.5e-05
2464,13.0,14.1,0.005648,0.000275,3.1e-05,0.000141,0.00267,0.00013,1.7e-05,7.3e-05
2464,14.1,15.3,0.004511,0.00023,2.4e-05,0.000112,0.002623,0.000134,1.6e-05,7.2e-05
2464,15.3,16.6,0.003676,0.000194,2.3e-05,9.1e-05,0.002627,0.000139,1.9e-05,7.2e-05
2464,16.6,18.0,0.002875,0.00016,2.1e-05,7.1e-05,0.002535,0.000141,2e-05,6.9e-05
2464,18.0,19.5,0.001935,0.000121,1.3e-05,4.7e-05,0.002086,0.000131,1.6e-05,5.7e-05
2464,19.5,21.1,0.00194,0.000112,1.1e-05,4.7e-05,0.002585,0.000149,1.6e-05,7e-05
2464,21.1,22.8,0.001427,8.9e-05,8e-06,3.5e-05,0.002328,0.000146,1.5e-05,6.3e-05
2464,22.8,24.7,0.001086,7.1e-05,7e-06,2.7e-05,0.002173,0.000142,1.5e-05,5.9e-05
2464,24.7,26.7,0.000988,6.37e-05,6.1e-06,2.42e-05,0.002431,0.000157,1.7e-05,6.7e-05
2464,26.7,28.8,0.0007193,5.22e-05,4.4e-06,1.76e-05,0.002179,0.000158,1.5e-05,6e-05
2464,28.8,31.1,0.0006031,4.51e-05,3.7e-06,1.48e-05,0.002242,0.000168,1.5e-05,6.2e-05
2464,31.1,33.5,0.0004976,3.99e-05,3.1e-06,1.23e-05,0.00225,0.00018,1.6e-05,6.2e-05
2464,33.5,36.1,0.0003597,3.26e-05,2.3e-06,8.9e-06,0.001975,0.000179,1.4e-05,5.5e-05
2464,36.1,38.9,0.0003414,3.06e-05,2.2e-06,8.5e-06,0.002307,0.000207,1.7e-05,6.4e-05
2464,38.9,41.9,0.0003256,2.88e-05,2.2e-06,8.1e-06,0.002674,0.000237,2e-05,7.5e-05
2464,41.9,45.1,0.0001734,2.04e-05,1.2e-06,4.3e-06,0.001744,0.000205,1.3e-05,4.9e-05
2464,45.1,48.5,0.0001717,1.97e-05,1.2e-06,4.3e-06,0.002111,0.000242,1.6e-05,6e-05
2464,48.5,52.2,8.683e-05,1.341e-05,6.2e-07,2.18e-06,0.001304,0.000201,1e-05,3.7e-05
2464,52.2,56.1,0.0001378,1.65e-05,1e-06,3.5e-06,0.002526,0.000302,2e-05,7.2e-05
2464,56.1,60.3,0.0001119,1.43e-05,8e-07,2.8e-06,0.002506,0.000321,2e-05,7.2e-05
2465,1.92,2.15,0.09925,0.00687,0.00115,0.00214,0.002189,0.000151,3.2e-05,5.8e-05
2465,2.15,2.4,0.1111,0.0065,0.0009,0.0024,0.0025,0.000146,2.7e-05,6.2e-05
2465,2.4,2.67,0.1052,0.0057,0.0006,0.0023,0.002497,0.000135,1.9e-05,6.1e-05
2465,2.67,2.97,0.1033,0.0051,0.0005,0.0023,0.002645,0.00013,1.8e-05,6.5e-05
2465,2.97,3.29,0.1037,0.0046,0.0005,0.0024,0.002903,0.000128,1.8e-05,7.3e-05
2465,3.29,3.64,0.09307,0.00389,0.00031,0.00215,0.002921,0.000122,1.6e-05,7.4e-05
2465,3.64,4.02,0.07819,0.00325,0.00024,0.00185,0.002787,0.000116,1.4e-05,7.2e-05
2465,4.02,4.43,0.07174,0.00279,0.00022,0.00173,0.002952,0.000115,1.4e-05,7.8e-05
2465,4.43,4.88,0.05472,0.00212,0.00021,0.00134,0.00262,0.000102,1.4e-05,7e-05
2465,4.88,5.37,0.04946,0.00182,0.00025,0.00124,0.002797,0.000103,1.7e-05,7.6e-05
2465,5.37,5.9,0.04233,0.00154,0.0002,0.00108,0.002838,0.000103,1.6e-05,7.9e-05
2465,5.9,6.47,0.03732,0.00132,0.0002,0.00096,0.002999,0.000106,1.9e-05,8.4e-05
2465,6.47,7.09,0.03158,0.00109,0.00018,0.00082,0.003057,0.000106,2e-05,8.6e-05
2465,7.09,7.76,0.0255,0.00089,0.00012,0.00066,0.002984,0.000105,1.7e-05,8.4e-05
2465,7.76,8.48,0.01884,0.00071,0.0001,0.00049,0.002694,0.000101,1.6e-05,7.6e-05
2465,8.48,9.26,0.01712,0.00063,0.0001,0.00044,0.002985,0.00011,2e-05,8.4e-05
2465,9.26,10.1,0.0141,0.00054,9e-05,0.00036,0.003,0.000114,2.1e-05,8.4e-05
2465,10.1,11.0,0.0104,0.00044,7e-05,0.00026,0.002719,0.000114,2e-05,7.6e-05
2465,11.0,12.0,0.008106,0.000359,5.6e-05,0.000205,0.002592,0.000115,2e-05,7.2e-05
2465,12.0,13.0,0.006559,0.000316,4.4e-05,0.000165,0.002575,0.000124,1.9e-05,7.1e-05
2465,13.0,14.1,0.005616,0.000274,3.5e-05,0.00014,0.002674,0.000131,1.9e-05,7.4e-05
2465,14.1,15.3,0.004282,0.000224,2.4e-05,0.000106,0.002511,0.000131,1.6e-05,6.9e-05
2465,15.3,16.6,0.003568,0.000191,2.3e-05,8.8e-05,0.002556,0.000137,1.9e-05,7e-05
2465,16.6,18.0,0.003044,0.000164,2.1e-05,7.5e-05,0.00269,0.000145,2.1e-05,7.3e-05
2465,18.0,19.5,0.002199,0.000129,1.4e-05,5.4e-05,0.00238,0.000139,1.7e-05,6.5e-05
2465,19.5,21.1,0.001793,0.000107,1e-05,4.4e-05,0.002391,0.000143,1.6e-05,6.5e-05
2465,21.1,22.8,0.001561,9.3e-05,9e-06,3.8e-05,0.002568,0.000153,1.7e-05,7e-05
2465,22.8,24.7,0.001238,7.5e-05,7e-06,3e-05,0.002501,0.000152,1.7e-05,6.8e-05
2465,24.7,26.7,0.00105,6.6e-05,6e-06,2.6e-05,0.002589,0.000162,1.8e-05,7.1e-05
2465,26.7,28.8,0.0007709,5.4e-05,4.7e-06,1.89e-05,0.002334,0.000164,1.6e-05,6.4e-05
2465,28.8,31.1,0.0006533,4.69e-05,4e-06,1.6e-05,0.002428,0.000175,1.7e-05,6.7e-05
2465,31.1,33.5,0.0004928,3.97e-05,3.1e-06,1.21e-05,0.002246,0.000181,1.6e-05,6.2e-05
2465,33.5,36.1,0.0004102,3.48e-05,2.6e-06,1.01e-05,0.002283,0.000194,1.6e-05,6.3e-05
2465,36.1,38.9,0.0002803,2.77e-05,1.8e-06,7e-06,0.001892,0.000187,1.4e-05,5.3e-05
2465,38.9,41.9,0.0001733,2.11e-05,1.2e-06,4.3e-06,0.00145,0.000176,1.1e-05,4.1e-05
2465,41.9,45.1,0.0001739,2.04e-05,1.2e-06,4.3e-06,0.001769,0.000208,1.3e-05,5e-05
2465,45.1,48.5,0.000192,2.08e-05,1.3e-06,4.8e-06,0.002359,0.000256,1.8e-05,6.7e-05
2465,48.5,52.2,0.0001336,1.67e-05,9e-07,3.4e-06,0.001991,0.000248,1.5e-05,5.6e-05
2465,52.2,56.1,7.099e-05,1.183e-05,5.1e-07,1.78e-06,0.001311,0.000219,1e-05,3.7e-05
2465,56.1,60.3,7.836e-05,1.198e-05,5.7e-07,1.96e-06,0.001739,0.000266,1.4e-05,5e-05
2466,1.92,2.15,0.1024,0.0072,0.0008,0.0022,0.002102,0.000148,2.6e-05,5.5e-05
2466,2.15,2.4,0.118,0.0069,0.0008,0.0025,0.002492,0.000146,2.6e-05,6.2e-05
2466,2.4,2.67,0.1234,0.0063,0.0005,0.0026,0.00276,0.000141,2.3e-05,6.7e-05
2466,2.67,2.97,0.1046,0.0052,0.0004,0.0023,0.002544,0.000128,1.9e-05,6.2e-05
2466,2.97,3.29,0.09998,0.00458,0.00034,0.00227,0.002671,0.000123,2e-05,6.7e-05
2466,3.29,3.64,0.08787,0.00386,0.00024,0.00203,0.002627,0.000116,1.8e-05,6.7e-05
2466,3.64,4.02,0.08376,0.00343,0.00021,0.00198,0.002848,0.000117,1.9e-05,7.4e-05
2466,4.02,4.43,0.07175,0.00285,0.00018,0.00173,0.002817,0.000112,1.8e-05,7.4e-05
2466,4.43,4.88,0.05835,0.00223,0.00017,0.00143,0.002675,0.000102,1.8e-05,7.2e-05
2466,4.88,5.37,0.05095,0.00187,0.00019,0.00128,0.002769,0.000102,1.9e-05,7.6e-05
2466,5.37,5.9,0.04194,0.00155,0.00015,0.00107,0.00272,0.000101,1.9e-05,7.5e-05
2466,5.9,6.47,0.03542,0.0013,0.00015,0.00091,0.002762,0.000101,2e-05,7.7e-05
2466,6.47,7.09,0.03233,0.00112,0.00015,0.00084,0.003041,0.000105,2.2e-05,8.6e-05
2466,7.09,7.76,0.02542,0.0009,0.0001,0.00066,0.002913,0.000103,2e-05,8.2e-05
2466,7.76,8.48,0.01931,0.00072,8e-05,0.0005,0.002685,0.0001,1.9e-05,7.5e-05
2466,8.48,9.26,0.01646,0.00062,8e-05,0.00042,0.002803,0.000106,2.1e-05,7.9e-05
2466,9.26,10.1,0.01363,0.00053,7e-05,0.00035,0.002851,0.000111,2.2e-05,8e-05
2466,10.1,11.0,0.01097,0.00045,5e-05,0.00028,0.002817,0.000116,2.1e-05,7.8e-05
2466,11.0,12.0,0.008442,0.000369,4.3e-05,0.000213,0.002674,0.000117,2.1e-05,7.4e-05
2466,12.0,13.0,0.006903,0.000327,3.6e-05,0.000173,0.002687,0.000127,2.1e-05,7.4e-05
2466,13.0,14.1,0.005884,0.000282,3.1e-05,0.000147,0.002791,0.000134,2.2e-05,7.7e-05
2466,14.1,15.3,0.003884,0.000214,2.1e-05,9.6e-05,0.002247,0.000124,1.8e-05,6.2e-05
2466,15.3,16.6,0.003823,0.000198,2.3e-05,9.4e-05,0.002727,0.000142,2.2e-05,7.4e-05
2466,16.6,18.0,0.00303,0.000165,1.9e-05,7.4e-05,0.002665,0.000145,2.3e-05,7.3e-05
2466,18.0,19.5,0.002259,0.000131,1.4e-05,5.5e-05,0.002451,0.000142,2.1e-05,6.7e-05
2466,19.5,21.1,0.001732,0.000106,1e-05,4.2e-05,0.00231,0.000141,1.9e-05,6.3e-05
2466,21.1,22.8,0.001519,9.2e-05,9e-06,3.7e-05,0.002491,0.000151,2e-05,6.8e-05
2466,22.8,24.7,0.001288,7.7e-05,7e-06,3.1e-05,0.002585,0.000155,2.1e-05,7.1e-05
2466,24.7,26.7,0.00105,6.6e-05,6e-06,2.6e-05,0.002594,0.000163,2.1e-05,7.1e-05
2466,26.7,28.8,0.0007927,5.5e-05,4.5e-06,1.94e-05,0.002414,0.000168,2e-05,6.6e-05
2466,28.8,31.1,0.0006122,4.57e-05,3.6e-06,1.5e-05,0.002284,0.000171,1.9e-05,6.3e-05
2466,31.1,33.5,0.0005009,4.03e-05,3e-06,1.23e-05,0.002267,0.000182,1.9e-05,6.3e-05
2466,33.5,36.1,0.0004408,3.63e-05,2.8e-06,1.09e-05,0.002436,0.000201,2.1e-05,6.8e-05
2466,36.1,38.9,0.000286,2.82e-05,1.8e-06,7.1e-06,0.001948,0.000192,1.7e-05,5.4e-05
2466,38.9,41.9,0.0002157,2.36e-05,1.4e-06,5.4e-06,0.001792,0.000196,1.6e-05,5e-05
2466,41.9,45.1,0.0002066,2.24e-05,1.4e-06,5.2e-06,0.002079,0.000225,1.9e-05,5.8e-05
2466,45.1,48.5,0.0001628,1.93e-05,1.1e-06,4.1e-06,0.002029,0.00024,1.8e-05,5.7e-05
2466,48.5,52.2,0.0001596,1.83e-05,1.1e-06,4e-06,0.002409,0.000277,2.2e-05,6.8e-05
2466,52.2,56.1,0.0001008,1.42e-05,7e-07,2.5e-06,0.001845,0.000259,1.7e-05,5.3e-05
2466,56.1,60.3,8.097e-05,1.224e-05,5.8e-07,2.03e-06,0.001831,0.000277,1.7e-05,5.2e-05
2467,1.92,2.15,0.1132,0.0075,0.0009,0.0024,0.002363,0.000156,2.8e-05,6.2e-05
2467,2.15,2.4,0.1138,0.0066,0.0007,0.0024,0.00244,0.000143,2.2e-05,6e-05
2467,2.4,2.67,0.1037,0.0056,0.0006,0.0022,0.002356,0.000128,1.9e-05,5.7e-05
2467,2.67,2.97,0.1026,0.0051,0.0007,0.0022,0.002536,0.000126,2e-05,6.2e-05
2467,2.97,3.29,0.09858,0.00446,0.00055,0.00224,0.002678,0.000121,1.9e-05,6.7e-05
2467,3.29,3.64,0.09428,0.00394,0.00039,0.00217,0.002875,0.00012,1.7e-05,7.3e-05
2467,3.64,4.02,0.08148,0.00335,0.00028,0.00193,0.002837,0.000117,1.5e-05,7.4e-05
2467,4.02,4.43,0.07131,0.00281,0.00021,0.00172,0.002867,0.000113,1.4e-05,7.6e-05
2467,4.43,4.88,0.0581,0.00221,0.00017,0.00143,0.002731,0.000104,1.3e-05,7.3e-05
2467,4.88,5.37,0.05227,0.00188,0.00016,0.00131,0.002911,0.000105,1.4e-05,8e-05
