bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,lithium_flux m^-2sr^-1s^-1GV^-1,lithium_flux_error_statistical m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,lithium_to_helium_ratio,lithium_to_helium_ratio_error_statistical,lithium_to_helium_ratio_error_time_dependent,lithium_to_helium_ratio_error_time_independent
2426,1.92,2.15,0.2998,0.0181,0.006,0.0071,0.003988,0.000242,8.4e-05,0.000112
2426,2.15,2.4,0.2953,0.0159,0.0037,0.0062,0.004336,0.000234,6e-05,0.000106
2426,2.4,2.67,0.276,0.0137,0.0028,0.0057,0.004518,0.000224,5.3e-05,0.000107
2426,2.67,2.97,0.2532,0.0118,0.0028,0.0052,0.004695,0.000219,5.7e-05,0.000109
2426,2.97,3.29,0.2551,0.0107,0.003,0.0052,0.005434,0.000229,7e-05,0.000125
2426,3.29,3.64,0.2273,0.0091,0.0023,0.0046,0.005626,0.000226,6.5e-05,0.00013
2426,3.64,4.02,0.2055,0.0079,0.0019,0.0042,0.006012,0.000231,6.5e-05,0.000139
2426,4.02,4.43,0.1661,0.0064,0.0015,0.0034,0.005739,0.00022,6.1e-05,0.000133
2426,4.43,4.88,0.1371,0.005,0.0013,0.0028,0.005698,0.000208,6.1e-05,0.000133
2426,4.88,5.37,0.1245,0.0042,0.0012,0.0026,0.006199,0.000212,6.7e-05,0.000147
2426,5.37,5.9,0.09977,0.00347,0.00095,0.00216,0.006031,0.00021,6.5e-05,0.000146
2426,5.9,6.47,0.08388,0.00292,0.00081,0.00187,0.006181,0.000216,6.7e-05,0.000153
2426,6.47,7.09,0.07128,0.00242,0.0007,0.00161,0.006416,0.000219,7e-05,0.000162
2426,7.09,7.76,0.052,0.00186,0.00051,0.00119,0.005745,0.000206,6.4e-05,0.000146
2426,7.76,8.48,0.0465,0.00161,0.00046,0.00106,0.006301,0.000219,7e-05,0.00016
2426,8.48,9.26,0.03404,0.00127,0.00034,0.00078,0.005687,0.000213,6.4e-05,0.000145
2426,9.26,10.1,0.02773,0.00108,0.00028,0.00063,0.005706,0.000223,6.5e-05,0.000145
2426,10.1,11.0,0.02343,0.00094,0.00024,0.00053,0.005918,0.000238,6.8e-05,0.000149
2426,11.0,12.0,0.01787,0.00076,0.00019,0.0004,0.005587,0.000239,6.4e-05,0.000139
2426,12.0,13.0,0.01474,0.00068,0.00016,0.00032,0.00563,0.00026,6.6e-05,0.000139
2426,13.0,14.1,0.01193,0.00057,0.00013,0.00026,0.0056,0.00027,6.6e-05,0.000137
2426,14.1,15.3,0.009545,0.00048,0.000101,0.000203,0.005483,0.000276,6.4e-05,0.000133
2426,15.3,16.6,0.006797,0.000379,7.5e-05,0.000143,0.004806,0.000268,5.8e-05,0.000116
2426,16.6,18.0,0.006531,0.000347,7.5e-05,0.000136,0.005674,0.000302,7.1e-05,0.000136
2426,18.0,19.5,0.005101,0.000283,5.7e-05,0.000106,0.005461,0.000304,6.7e-05,0.000131
2426,19.5,21.1,0.003493,0.000216,3.7e-05,7.2e-05,0.004607,0.000286,5.4e-05,0.00011
2426,21.1,22.8,0.002996,0.000186,3.2e-05,6.2e-05,0.004827,0.0003,5.6e-05,0.000116
2426,22.8,24.7,0.002571,0.000156,2.8e-05,5.3e-05,0.005124,0.000311,6e-05,0.000123
2426,24.7,26.7,0.001984,0.000128,2.1e-05,4.1e-05,0.004849,0.000314,5.7e-05,0.000116
2426,26.7,28.8,0.001479,0.000105,1.6e-05,3.1e-05,0.004431,0.000316,5.3e-05,0.000107
2426,28.8,31.1,0.001294,9.2e-05,1.4e-05,2.7e-05,0.004753,0.00034,5.7e-05,0.000115
2426,31.1,33.5,0.0009191,7.55e-05,1.01e-05,1.9e-05,0.004161,0.000343,5e-05,0.0001
2426,33.5,36.1,0.00088,7.07e-05,9.8e-06,1.82e-05,0.004839,0.00039,5.9e-05,0.000117
2426,36.1,38.9,0.0006908,6.03e-05,7.8e-06,1.43e-05,0.004653,0.000407,5.7e-05,0.000113
2426,38.9,41.9,0.0005481,5.19e-05,6.3e-06,1.14e-05,0.004529,0.00043,5.6e-05,0.000111
2426,41.9,45.1,0.0003694,4.12e-05,4.3e-06,7.7e-06,0.003717,0.000416,4.7e-05,9.2e-05
2426,45.1,48.5,0.0003093,3.66e-05,3.7e-06,6.5e-06,0.003786,0.000449,4.9e-05,9.4e-05
2426,48.5,52.2,0.0002723,3.29e-05,3.2e-06,5.8e-06,0.004118,0.000499,5.3e-05,0.000103
2426,52.2,56.1,0.0002137,2.84e-05,2.6e-06,4.5e-06,0.003947,0.000526,5.1e-05,9.9e-05
2426,56.1,60.3,0.0001914,2.59e-05,2.3e-06,4e-06,0.004374,0.000594,5.6e-05,0.00011
2427,1.92,2.15,0.2741,0.0132,0.0029,0.0065,0.003958,0.000191,4.9e-05,0.000111
2427,2.15,2.4,0.2455,0.0111,0.002,0.0051,0.003882,0.000176,3.9e-05,9.5e-05
2427,2.4,2.67,0.2914,0.0108,0.0022,0.006,0.005112,0.000189,4.8e-05,0.000121
2427,2.67,2.97,0.2782,0.0095,0.0021,0.0057,0.005494,0.000188,5.1e-05,0.000128
2427,2.97,3.29,0.2422,0.008,0.0019,0.0049,0.005471,0.000181,5.1e-05,0.000126
2427,3.29,3.64,0.2135,0.0067,0.0016,0.0044,0.005566,0.000176,4.9e-05,0.000128
2427,3.64,4.02,0.1898,0.0058,0.0014,0.0039,0.005809,0.000178,5.1e-05,0.000134
2427,4.02,4.43,0.1645,0.0048,0.0012,0.0034,0.005953,0.000176,5.2e-05,0.000138
2427,4.43,4.88,0.1445,0.0039,0.001,0.003,0.00623,0.000171,5.4e-05,0.000146
2427,4.88,5.37,0.1143,0.0032,0.0008,0.0024,0.00594,0.000164,5.2e-05,0.000141
2427,5.37,5.9,0.09379,0.00261,0.0007,0.00203,0.00587,0.000164,5.2e-05,0.000142
2427,5.9,6.47,0.07906,0.00219,0.0006,0.00176,0.006028,0.000167,5.4e-05,0.00015
2427,6.47,7.09,0.06421,0.00178,0.00049,0.00145,0.005949,0.000165,5.4e-05,0.00015
2427,7.09,7.76,0.05505,0.00149,0.00043,0.00126,0.006252,0.00017,5.7e-05,0.000159
2427,7.76,8.48,0.04249,0.0012,0.00033,0.00097,0.005921,0.000168,5.4e-05,0.000151
2427,8.48,9.26,0.03378,0.001,0.00027,0.00077,0.005783,0.000171,5.3e-05,0.000147
2427,9.26,10.1,0.02852,0.00086,0.00023,0.00065,0.005992,0.000182,5.6e-05,0.000152
2427,10.1,11.0,0.02484,0.00076,0.0002,0.00056,0.006403,0.000197,6e-05,0.000161
2427,11.0,12.0,0.01784,0.0006,0.00015,0.0004,0.00567,0.000192,5.5e-05,0.000141
2427,12.0,13.0,0.01434,0.00053,0.00012,0.00031,0.005585,0.000207,5.4e-05,0.000138
2427,13.0,14.1,0.01185,0.00045,0.0001,0.00025,0.005605,0.000213,5.5e-05,0.000137
2427,14.1,15.3,0.009401,0.000375,8.1e-05,0.0002,0.005458,0.000218,5.4e-05,0.000132
2427,15.3,16.6,0.007586,0.000315,6.7e-05,0.00016,0.005457,0.000227,5.5e-05,0.000132
2427,16.6,18.0,0.006407,0.00027,5.7e-05,0.000134,0.005627,0.000238,5.7e-05,0.000135
2427,18.0,19.5,0.004433,0.000207,3.9e-05,9.2e-05,0.004808,0.000225,4.8e-05,0.000115
2427,19.5,21.1,0.003743,0.000176,3.3e-05,7.7e-05,0.004999,0.000235,5e-05,0.00012
2427,21.1,22.8,0.003137,0.000149,2.8e-05,6.5e-05,0.005076,0.000242,5.1e-05,0.000121
2427,22.8,24.7,0.002288,0.000116,2.1e-05,4.7e-05,0.004576,0.000232,4.6e-05,0.00011
2427,24.7,26.7,0.002103,0.000105,1.9e-05,4.3e-05,0.005217,0.000261,5.3e-05,0.000125
2427,26.7,28.8,0.001467,8.4e-05,1.3e-05,3e-05,0.004434,0.000254,4.5e-05,0.000107
2427,28.8,31.1,0.001285,7.4e-05,1.2e-05,2.7e-05,0.004772,0.000276,4.9e-05,0.000115
2427,31.1,33.5,0.0009654,6.24e-05,9e-06,1.99e-05,0.004362,0.000282,4.5e-05,0.000105
2427,33.5,36.1,0.0009111,5.82e-05,8.6e-06,1.88e-05,0.005067,0.000325,5.3e-05,0.000123
2427,36.1,38.9,0.0005982,4.54e-05,5.7e-06,1.24e-05,0.004066,0.000309,4.3e-05,9.9e-05
2427,38.9,41.9,0.000517,4.08e-05,5.1e-06,1.08e-05,0.004271,0.000338,4.6e-05,0.000104
2427,41.9,45.1,0.0003722,3.35e-05,3.7e-06,7.8e-06,0.003744,0.000338,4.1e-05,9.2e-05
2427,45.1,48.5,0.0003695,3.24e-05,3.8e-06,7.8e-06,0.004528,0.000398,5.1e-05,0.000112
2427,48.5,52.2,0.0002652,2.63e-05,2.7e-06,5.6e-06,0.003999,0.000398,4.6e-05,0.0001
2427,52.2,56.1,0.0002078,2.27e-05,2.2e-06,4.4e-06,0.003809,0.000417,4.3e-05,9.6e-05
2427,56.1,60.3,0.0001524,1.87e-05,1.6e-06,3.2e-06,0.00341,0.00042,3.9e-05,8.6e-05
2428,1.92,2.15,0.28,0.0131,0.0026,0.0066,0.003899,0.000182,4.3e-05,0.000109
2428,2.15,2.4,0.3062,0.0121,0.0022,0.0064,0.004659,0.000185,4.1e-05,0.000114
2428,2.4,2.67,0.2814,0.0104,0.002,0.0058,0.004767,0.000176,4.1e-05,0.000113
2428,2.67,2.97,0.2727,0.0092,0.0019,0.0056,0.00521,0.000177,4.4e-05,0.000121
2428,2.97,3.29,0.2628,0.0082,0.0019,0.0053,0.005712,0.000178,4.9e-05,0.000132
2428,3.29,3.64,0.2205,0.0067,0.0015,0.0045,0.005562,0.000169,4.5e-05,0.000128
2428,3.64,4.02,0.1912,0.0057,0.0012,0.0039,0.00567,0.000168,4.5e-05,0.000131
2428,4.02,4.43,0.1642,0.0047,0.001,0.0034,0.005748,0.000166,4.5e-05,0.000133
2428,4.43,4.88,0.142,0.0038,0.0009,0.0029,0.005944,0.00016,4.7e-05,0.000139
2428,4.88,5.37,0.1207,0.0031,0.0008,0.0025,0.006069,0.000158,4.8e-05,0.000144
2428,5.37,5.9,0.0975,0.00257,0.00064,0.00211,0.005927,0.000157,4.7e-05,0.000144
2428,5.9,6.47,0.08038,0.00213,0.00054,0.00179,0.00594,0.000158,4.8e-05,0.000147
2428,6.47,7.09,0.06729,0.00176,0.00046,0.00152,0.006059,0.000158,5e-05,0.000153
2428,7.09,7.76,0.05524,0.00144,0.00038,0.00126,0.006096,0.000159,5e-05,0.000155
2428,7.76,8.48,0.04474,0.00118,0.00032,0.00102,0.006093,0.000161,5.1e-05,0.000155
2428,8.48,9.26,0.03451,0.00096,0.00025,0.00079,0.005747,0.00016,4.9e-05,0.000146
2428,9.26,10.1,0.02838,0.00082,0.00021,0.00064,0.005831,0.000169,5e-05,0.000148
2428,10.1,11.0,0.02268,0.00069,0.00017,0.00051,0.00571,0.000175,4.9e-05,0.000144
2428,11.0,12.0,0.0192,0.00059,0.00015,0.00043,0.005947,0.000185,5.2e-05,0.000148
2428,12.0,13.0,0.01496,0.00052,0.00012,0.00033,0.005707,0.000197,5.1e-05,0.000141
2428,13.0,14.1,0.01201,0.00043,9e-05,0.00026,0.005598,0.000202,5e-05,0.000137
2428,14.1,15.3,0.009163,0.000354,7.2e-05,0.000195,0.005227,0.000202,4.7e-05,0.000127
2428,15.3,16.6,0.008531,0.00032,6.9e-05,0.00018,0.006011,0.000226,5.5e-05,0.000145
2428,16.6,18.0,0.006188,0.000255,5e-05,0.000129,0.005368,0.000221,5e-05,0.000129
2428,18.0,19.5,0.00447,0.000201,3.6e-05,9.3e-05,0.004777,0.000215,4.4e-05,0.000114
2428,19.5,21.1,0.004085,0.000178,3.3e-05,8.4e-05,0.005391,0.000235,4.9e-05,0.000129
2428,21.1,22.8,0.002917,0.00014,2.3e-05,6e-05,0.004713,0.000226,4.3e-05,0.000113
2428,22.8,24.7,0.002329,0.000113,1.9e-05,4.8e-05,0.00463,0.000226,4.3e-05,0.000111
2428,24.7,26.7,0.001893,9.6e-05,1.6e-05,3.9e-05,0.004657,0.000237,4.4e-05,0.000112
2428,26.7,28.8,0.001473,8e-05,1.2e-05,3e-05,0.004425,0.000242,4.2e-05,0.000106
2428,28.8,31.1,0.001215,6.9e-05,1e-05,2.5e-05,0.004502,0.000255,4.3e-05,0.000108
2428,31.1,33.5,0.0009964,6.02e-05,8.6e-06,2.06e-05,0.004461,0.00027,4.3e-05,0.000108
2428,33.5,36.1,0.0007804,5.1e-05,6.9e-06,1.61e-05,0.004293,0.000281,4.2e-05,0.000104
2428,36.1,38.9,0.000652,4.48e-05,5.8e-06,1.35e-05,0.004357,0.0003,4.4e-05,0.000106
2428,38.9,41.9,0.0004477,3.59e-05,4.1e-06,9.3e-06,0.003687,0.000296,3.8e-05,9e-05
2428,41.9,45.1,0.0004063,3.31e-05,3.8e-06,8.5e-06,0.00408,0.000333,4.3e-05,0.0001
2428,45.1,48.5,0.0003474,2.97e-05,3.3e-06,7.3e-06,0.004215,0.000361,4.5e-05,0.000105
2428,48.5,52.2,0.0002938,2.62e-05,2.9e-06,6.2e-06,0.004391,0.000392,4.7e-05,0.00011
2428,52.2,56.1,0.0001619,1.89e-05,1.6e-06,3.4e-06,0.002964,0.000347,3.2e-05,7.4e-05
2428,56.1,60.3,0.0001622,1.83e-05,1.6e-06,3.4e-06,0.003594,0.000405,3.9e-05,9.1e-05
2429,1.92,2.15,0.2661,0.0122,0.0022,0.0063,0.003713,0.00017,3.8e-05,0.000104
2429,2.15,2.4,0.2853,0.0112,0.0014,0.006,0.00434,0.000171,3.1e-05,0.000106
2429,2.4,2.67,0.2781,0.0098,0.0014,0.0057,0.004703,0.000166,3.3e-05,0.000112
2429,2.67,2.97,0.2713,0.0088,0.0016,0.0055,0.005174,0.000167,3.8e-05,0.00012
2429,2.97,3.29,0.2662,0.0078,0.0015,0.0054,0.005774,0.000169,4.2e-05,0.000133
2429,3.29,3.64,0.2332,0.0065,0.001,0.0048,0.005866,0.000165,3.7e-05,0.000135
2429,3.64,4.02,0.1904,0.0054,0.0006,0.0039,0.005619,0.000159,3.2e-05,0.00013
2429,4.02,4.43,0.1664,0.0045,0.0005,0.0034,0.005821,0.000158,3.2e-05,0.000135
2429,4.43,4.88,0.1373,0.0036,0.0005,0.0028,0.005724,0.000149,3.3e-05,0.000134
2429,4.88,5.37,0.1175,0.0029,0.0006,0.0025,0.005886,0.000148,3.8e-05,0.000139
2429,5.37,5.9,0.1007,0.0025,0.0005,0.0022,0.006094,0.000151,3.8e-05,0.000148
2429,5.9,6.47,0.08583,0.0021,0.00035,0.00191,0.006308,0.000155,3.8e-05,0.000156
2429,6.47,7.09,0.066,0.00166,0.00029,0.00149,0.005921,0.000149,3.7e-05,0.000149
2429,7.09,7.76,0.05523,0.00137,0.00024,0.00126,0.006077,0.000151,3.7e-05,0.000154
2429,7.76,8.48,0.04586,0.00115,0.0002,0.00105,0.006178,0.000155,3.8e-05,0.000157
2429,8.48,9.26,0.03575,0.00094,0.00017,0.00082,0.005927,0.000156,3.8e-05,0.000151
2429,9.26,10.1,0.02869,0.00079,0.00014,0.00065,0.005859,0.000162,3.8e-05,0.000148
2429,10.1,11.0,0.02292,0.00067,0.00012,0.00052,0.005753,0.000169,3.9e-05,0.000145
2429,11.0,12.0,0.01931,0.00057,0.0001,0.00043,0.005953,0.000177,4.1e-05,0.000148
2429,12.0,13.0,0.01445,0.00049,8e-05,0.00032,0.005456,0.000184,3.8e-05,0.000135
2429,13.0,14.1,0.01193,0.00041,7e-05,0.00026,0.005539,0.000192,3.9e-05,0.000135
2429,14.1,15.3,0.01015,0.00036,6e-05,0.00022,0.005761,0.000203,4.1e-05,0.00014
2429,15.3,16.6,0.007438,0.000285,4.6e-05,0.000157,0.005228,0.000201,3.9e-05,0.000126
2429,16.6,18.0,0.006182,0.000243,3.9e-05,0.000129,0.005343,0.00021,4.1e-05,0.000128
2429,18.0,19.5,0.004514,0.000192,2.8e-05,9.4e-05,0.004811,0.000205,3.6e-05,0.000115
2429,19.5,21.1,0.004057,0.000168,2.4e-05,8.4e-05,0.005325,0.000221,3.9e-05,0.000127
2429,21.1,22.8,0.00316,0.000138,1.9e-05,6.5e-05,0.005076,0.000222,3.7e-05,0.000121
2429,22.8,24.7,0.002545,0.000112,1.5e-05,5.2e-05,0.005025,0.000222,3.7e-05,0.00012
2429,24.7,26.7,0.001905,9.2e-05,1.2e-05,3.9e-05,0.00465,0.000224,3.5e-05,0.000112
2429,26.7,28.8,0.001628,8.1e-05,1e-05,3.4e-05,0.004846,0.000242,3.7e-05,0.000117
2429,28.8,31.1,0.001289,6.8e-05,8e-06,2.7e-05,0.004743,0.000251,3.7e-05,0.000114
2429,31.1,33.5,0.0009285,5.61e-05,6.2e-06,1.92e-05,0.004154,0.000252,3.3e-05,0.0001
2429,33.5,36.1,0.0008369,5.12e-05,5.7e-06,1.73e-05,0.004592,0.000281,3.7e-05,0.000111
2429,36.1,38.9,0.0006426,4.32e-05,4.6e-06,1.33e-05,0.004283,0.000289,3.5e-05,0.000104
2429,38.9,41.9,0.0005436,3.84e-05,4e-06,1.13e-05,0.004421,0.000313,3.8e-05,0.000108
2429,41.9,45.1,0.000405,3.21e-05,3.1e-06,8.5e-06,0.004044,0.000321,3.5e-05,0.0001
2429,45.1,48.5,0.0003319,2.82e-05,2.6e-06,7e-06,0.004046,0.000344,3.6e-05,0.0001
2429,48.5,52.2,0.0002574,2.38e-05,2.1e-06,5.4e-06,0.003858,0.000357,3.5e-05,9.6e-05
2429,52.2,56.1,0.0002399,2.24e-05,2e-06,5.1e-06,0.004369,0.000408,4e-05,0.00011
2429,56.1,60.3,0.0001697,1.81e-05,1.4e-06,3.6e-06,0.003756,0.000402,3.4e-05,9.5e-05
2430,1.92,2.15,0.3034,0.0129,0.0047,0.0072,0.004163,0.000177,6.8e-05,0.000116
2430,2.15,2.4,0.2883,0.0112,0.0024,0.006,0.004356,0.000169,4.2e-05,0.000107
2430,2.4,2.67,0.2916,0.01,0.0016,0.006,0.004904,0.000169,3.5e-05,0.000116
2430,2.67,2.97,0.2874,0.009,0.0016,0.0059,0.005457,0.00017,3.9e-05,0.000127
2430,2.97,3.29,0.2646,0.0077,0.0018,0.0054,0.005709,0.000167,4.5e-05,0.000132
2430,3.29,3.64,0.2237,0.0063,0.001,0.0046,0.005608,0.000159,3.5e-05,0.000129
2430,3.64,4.02,0.1934,0.0054,0.0007,0.004,0.005684,0.000158,3.1e-05,0.000132
2430,4.02,4.43,0.1753,0.0046,0.0006,0.0036,0.006129,0.000161,3.2e-05,0.000142
2430,4.43,4.88,0.1408,0.0036,0.0005,0.0029,0.005857,0.000149,3.1e-05,0.000137
2430,4.88,5.37,0.1221,0.003,0.0004,0.0026,0.00611,0.000149,3.3e-05,0.000145
2430,5.37,5.9,0.1029,0.0025,0.0004,0.0022,0.006217,0.000151,3.4e-05,0.000151
2430,5.9,6.47,0.08616,0.00208,0.00034,0.00192,0.006339,0.000153,3.6e-05,0.000157
2430,6.47,7.09,0.0696,0.00168,0.00029,0.00158,0.006232,0.000151,3.6e-05,0.000157
2430,7.09,7.76,0.05471,0.00135,0.00024,0.00125,0.006038,0.000149,3.5e-05,0.000153
2430,7.76,8.48,0.04432,0.00111,0.0002,0.00101,0.006004,0.000151,3.6e-05,0.000153
2430,8.48,9.26,0.03752,0.00095,0.00018,0.00086,0.006234,0.000158,3.9e-05,0.000159
2430,9.26,10.1,0.02877,0.00078,0.00015,0.00065,0.005886,0.00016,3.8e-05,0.000149
2430,10.1,11.0,0.02317,0.00066,0.00012,0.00052,0.00583,0.000167,3.8e-05,0.000147
2430,11.0,12.0,0.01895,0.00056,0.00011,0.00042,0.005853,0.000173,4e-05,0.000146
2430,12.0,13.0,0.01616,0.00051,9e-05,0.00035,0.006132,0.000193,4.2e-05,0.000151
2430,13.0,14.1,0.01273,0.00042,7e-05,0.00027,0.00592,0.000196,4.1e-05,0.000145
2430,14.1,15.3,0.009398,0.000338,5.5e-05,0.0002,0.005378,0.000194,3.8e-05,0.00013
2430,15.3,16.6,0.007997,0.000291,4.8e-05,0.000168,0.005611,0.000205,4e-05,0.000135
2430,16.6,18.0,0.00619,0.000239,3.8e-05,0.000129,0.00537,0.000208,3.9e-05,0.000129
2430,18.0,19.5,0.005134,0.000201,3.1e-05,0.000107,0.005463,0.000215,3.9e-05,0.000131
2430,19.5,21.1,0.004175,0.000168,2.5e-05,8.6e-05,0.005494,0.000221,4e-05,0.000131
2430,21.1,22.8,0.003334,0.000139,2.1e-05,6.9e-05,0.005374,0.000225,3.9e-05,0.000129
2430,22.8,24.7,0.002454,0.000108,1.5e-05,5.1e-05,0.004832,0.000214,3.6e-05,0.000116
2430,24.7,26.7,0.001938,9.1e-05,1.2e-05,4e-05,0.004731,0.000222,3.5e-05,0.000114
2430,26.7,28.8,0.001502,7.6e-05,1e-05,3.1e-05,0.004525,0.000231,3.4e-05,0.000109
2430,28.8,31.1,0.001174,6.4e-05,8e-06,2.4e-05,0.004277,0.000233,3.3e-05,0.000103
2430,31.1,33.5,0.0009866,5.68e-05,6.7e-06,2.04e-05,0.004446,0.000256,3.5e-05,0.000107
2430,33.5,36.1,0.0006847,4.54e-05,4.7e-06,1.42e-05,0.003782,0.000251,3e-05,9.2e-05
2430,36.1,38.9,0.0006241,4.18e-05,4.4e-06,1.3e-05,0.004217,0.000283,3.4e-05,0.000103
2430,38.9,41.9,0.0004851,3.56e-05,3.6e-06,1.01e-05,0.004013,0.000295,3.4e-05,9.8e-05
2430,41.9,45.1,0.0004067,3.15e-05,3.1e-06,8.5e-06,0.004081,0.000317,3.5e-05,0.0001
2430,45.1,48.5,0.0002722,2.5e-05,2.2e-06,5.7e-06,0.003361,0.000309,3e-05,8.3e-05
2430,48.5,52.2,0.0002169,2.14e-05,1.8e-06,4.6e-06,0.003256,0.000322,2.9e-05,8.1e-05
2430,52.2,56.1,0.0002016,2.01e-05,1.6e-06,4.3e-06,0.003716,0.000371,3.4e-05,9.3e-05
2430,56.1,60.3,0.0001833,1.85e-05,1.5e-06,3.9e-06,0.004074,0.000412,3.6e-05,0.000103
2431,1.92,2.15,0.2436,0.0113,0.0028,0.0057,0.003692,0.000172,4.9e-05,0.000103
2431,2.15,2.4,0.2801,0.0108,0.0018,0.0059,0.004598,0.000178,3.8e-05,0.000113
2431,2.4,2.67,0.2672,0.0094,0.0013,0.0055,0.004848,0.000172,3.3e-05,0.000115
2431,2.67,2.97,0.2623,0.0084,0.0012,0.0054,0.005313,0.000171,3.4e-05,0.000124
2431,2.97,3.29,0.2393,0.0073,0.0009,0.0049,0.005505,0.000168,3.2e-05,0.000127
2431,3.29,3.64,0.2117,0.0061,0.0007,0.0043,0.005603,0.000162,3e-05,0.000129
2431,3.64,4.02,0.1897,0.0053,0.0006,0.0039,0.005855,0.000163,3e-05,0.000135
2431,4.02,4.43,0.1716,0.0045,0.0005,0.0035,0.006256,0.000165,3.2e-05,0.000145
2431,4.43,4.88,0.1383,0.0035,0.0004,0.0029,0.005997,0.000153,3.1e-05,0.00014
2431,4.88,5.37,0.1167,0.0029,0.0004,0.0025,0.006065,0.00015,3.3e-05,0.000144
2431,5.37,5.9,0.09382,0.00237,0.00036,0.00203,0.005863,0.000148,3.3e-05,0.000142
2431,5.9,6.47,0.07821,0.00197,0.0003,0.00174,0.005944,0.00015,3.3e-05,0.000147
2431,6.47,7.09,0.06861,0.00166,0.00029,0.00155,0.006342,0.000154,3.7e-05,0.00016
2431,7.09,7.76,0.05536,0.00135,0.00024,0.00126,0.006259,0.000153,3.7e-05,0.000159
2431,7.76,8.48,0.04502,0.00112,0.0002,0.00103,0.006256,0.000156,3.8e-05,0.000159
2431,8.48,9.26,0.03457,0.00091,0.00016,0.00079,0.005875,0.000155,3.6e-05,0.00015
2431,9.26,10.1,0.02721,0.00076,0.00013,0.00062,0.005684,0.000159,3.6e-05,0.000144
2431,10.1,11.0,0.0228,0.00066,0.00012,0.00051,0.005832,0.000169,3.8e-05,0.000147
2431,11.0,12.0,0.0187,0.00055,0.0001,0.00041,0.005888,0.000175,3.9e-05,0.000147
2431,12.0,13.0,0.01468,0.00048,8e-05,0.00032,0.005674,0.000187,3.9e-05,0.00014
2431,13.0,14.1,0.01259,0.00042,7e-05,0.00027,0.005939,0.000197,4.2e-05,0.000145
2431,14.1,15.3,0.009066,0.000332,5.3e-05,0.000193,0.005248,0.000193,3.7e-05,0.000127
2431,15.3,16.6,0.007497,0.000283,4.7e-05,0.000158,0.005347,0.000202,4e-05,0.000129
2431,16.6,18.0,0.00571,0.000231,3.6e-05,0.000119,0.005004,0.000203,3.7e-05,0.00012
2431,18.0,19.5,0.0051,0.000202,3e-05,0.000106,0.005519,0.00022,3.9e-05,0.000132
2431,19.5,21.1,0.004237,0.00017,2.4e-05,8.8e-05,0.005608,0.000226,3.9e-05,0.000134
2431,21.1,22.8,0.003098,0.000135,1.8e-05,6.4e-05,0.005043,0.00022,3.6e-05,0.000121
2431,22.8,24.7,0.002536,0.000111,1.6e-05,5.2e-05,0.005063,0.000221,3.7e-05,0.000121
2431,24.7,26.7,0.00199,9.2e-05,1.3e-05,4.1e-05,0.00489,0.000227,3.7e-05,0.000117
2431,26.7,28.8,0.001506,7.7e-05,1e-05,3.1e-05,0.004517,0.00023,3.4e-05,0.000109
2431,28.8,31.1,0.001143,6.3e-05,8e-06,2.4e-05,0.004204,0.000232,3.2e-05,0.000101
2431,31.1,33.5,0.0009833,5.66e-05,6.6e-06,2.03e-05,0.004437,0.000256,3.5e-05,0.000107
2431,33.5,36.1,0.0007293,4.68e-05,5e-06,1.51e-05,0.004005,0.000257,3.2e-05,9.7e-05
2431,36.1,38.9,0.0006437,4.23e-05,4.6e-06,1.34e-05,0.004267,0.000281,3.5e-05,0.000104
2431,38.9,41.9,0.0005215,3.68e-05,3.8e-06,1.09e-05,0.004292,0.000304,3.6e-05,0.000105
2431,41.9,45.1,0.0004004,3.12e-05,3.1e-06,8.4e-06,0.00404,0.000316,3.5e-05,9.9e-05
2431,45.1,48.5,0.0003318,2.76e-05,2.6e-06,7e-06,0.00407,0.000339,3.6e-05,0.000101
2431,48.5,52.2,0.0002469,2.28e-05,2e-06,5.2e-06,0.003721,0.000344,3.4e-05,9.3e-05
2431,52.2,56.1,0.0002008,2e-05,1.6e-06,4.2e-06,0.003645,0.000364,3.3e-05,9.1e-05
2431,56.1,60.3,0.0001754,1.8e-05,1.4e-06,3.7e-06,0.003907,0.000403,3.5e-05,9.8e-05
2432,1.92,2.15,0.3026,0.0129,0.0027,0.0071,0.004255,0.000182,4.4e-05,0.000119
2432,2.15,2.4,0.3062,0.0115,0.002,0.0064,0.004711,0.000177,3.7e-05,0.000115
2432,2.4,2.67,0.2758,0.0097,0.0014,0.0057,0.004715,0.000166,3e-05,0.000112
2432,2.67,2.97,0.2921,0.009,0.0013,0.006,0.005596,0.000173,3.3e-05,0.00013
2432,2.97,3.29,0.2497,0.0075,0.0012,0.0051,0.005474,0.000165,3.3e-05,0.000126
2432,3.29,3.64,0.2244,0.0063,0.0009,0.0046,0.005666,0.00016,3.1e-05,0.000131
2432,3.64,4.02,0.1956,0.0054,0.0007,0.004,0.005818,0.000161,2.8e-05,0.000135
2432,4.02,4.43,0.1675,0.0045,0.0006,0.0034,0.005897,0.000159,2.8e-05,0.000137
2432,4.43,4.88,0.1433,0.0036,0.0005,0.003,0.005996,0.000151,2.9e-05,0.00014
2432,4.88,5.37,0.1233,0.003,0.0005,0.0026,0.0062,0.000151,3.1e-05,0.000147
