bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,lithium_flux m^-2sr^-1s^-1GV^-1,lithium_flux_error_statistical m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,lithium_to_helium_ratio,lithium_to_helium_ratio_error_statistical,lithium_to_helium_ratio_error_time_dependent,lithium_to_helium_ratio_error_time_independent
2451,28.8,31.1,0.001171,6.4e-05,7e-06,2.4e-05,0.004332,0.000237,3.4e-05,0.000104
2451,31.1,33.5,0.0009639,5.66e-05,6.1e-06,1.99e-05,0.00436,0.000256,3.5e-05,0.000105
2451,33.5,36.1,0.0009119,5.28e-05,5.9e-06,1.89e-05,0.005049,0.000293,4.1e-05,0.000122
2451,36.1,38.9,0.0006872,4.42e-05,4.6e-06,1.43e-05,0.004658,0.0003,3.8e-05,0.000113
2451,38.9,41.9,0.0004982,3.63e-05,3.5e-06,1.04e-05,0.004128,0.000302,3.5e-05,0.000101
2451,41.9,45.1,0.0004766,3.44e-05,3.5e-06,1e-05,0.00483,0.00035,4.2e-05,0.000119
2451,45.1,48.5,0.0002996,2.65e-05,2.3e-06,6.3e-06,0.003708,0.000328,3.3e-05,9.2e-05
2451,48.5,52.2,0.0002561,2.35e-05,2e-06,5.4e-06,0.003841,0.000353,3.5e-05,9.6e-05
2451,52.2,56.1,0.000187,1.95e-05,1.5e-06,4e-06,0.003433,0.000359,3.1e-05,8.6e-05
2451,56.1,60.3,0.0001624,1.75e-05,1.3e-06,3.4e-06,0.003596,0.000389,3.3e-05,9.1e-05
2452,1.92,2.15,0.2265,0.0107,0.0016,0.0053,0.003931,0.000186,3.9e-05,0.00011
2452,2.15,2.4,0.2374,0.0097,0.0013,0.005,0.004351,0.000179,3.4e-05,0.000107
2452,2.4,2.67,0.2394,0.0087,0.0012,0.005,0.004783,0.000174,3.3e-05,0.000113
2452,2.67,2.97,0.2436,0.0079,0.0011,0.005,0.005375,0.000175,3.3e-05,0.000125
2452,2.97,3.29,0.2244,0.0069,0.0009,0.0046,0.00553,0.000169,3.1e-05,0.000127
2452,3.29,3.64,0.2072,0.0059,0.0007,0.0042,0.00583,0.000167,3e-05,0.000134
2452,3.64,4.02,0.1792,0.005,0.0005,0.0037,0.005817,0.000164,2.6e-05,0.000135
2452,4.02,4.43,0.1675,0.0044,0.0004,0.0034,0.006338,0.000166,2.7e-05,0.000147
2452,4.43,4.88,0.1344,0.0034,0.0003,0.0028,0.006027,0.000153,2.5e-05,0.000141
2452,4.88,5.37,0.1137,0.0028,0.0003,0.0024,0.006085,0.000151,2.6e-05,0.000144
2452,5.37,5.9,0.0956,0.00236,0.00027,0.00207,0.006127,0.000151,2.7e-05,0.000148
2452,5.9,6.47,0.07875,0.00195,0.00024,0.00175,0.006068,0.00015,2.8e-05,0.000151
2452,6.47,7.09,0.06371,0.00158,0.00022,0.00144,0.005994,0.000149,2.8e-05,0.000151
2452,7.09,7.76,0.05552,0.00133,0.0002,0.00127,0.006351,0.000153,3.1e-05,0.000161
2452,7.76,8.48,0.04326,0.00108,0.00016,0.00099,0.00606,0.000152,3e-05,0.000154
2452,8.48,9.26,0.03478,0.0009,0.00013,0.00079,0.005956,0.000155,3e-05,0.000152
2452,9.26,10.1,0.02838,0.00077,0.00012,0.00064,0.005969,0.000162,3.2e-05,0.000151
2452,10.1,11.0,0.02281,0.00065,0.00011,0.00051,0.00587,0.000169,3.4e-05,0.000148
2452,11.0,12.0,0.0195,0.00056,0.0001,0.00043,0.006202,0.00018,3.8e-05,0.000155
2452,12.0,13.0,0.01529,0.00049,8e-05,0.00033,0.005933,0.00019,3.7e-05,0.000146
2452,13.0,14.1,0.01164,0.0004,6e-05,0.00025,0.005529,0.00019,3.3e-05,0.000135
2452,14.1,15.3,0.009863,0.000343,4.9e-05,0.00021,0.005751,0.000201,3.4e-05,0.00014
2452,15.3,16.6,0.00749,0.00028,3.8e-05,0.000158,0.005361,0.000201,3.2e-05,0.000129
2452,16.6,18.0,0.005966,0.000233,3.1e-05,0.000125,0.005239,0.000205,3.2e-05,0.000126
2452,18.0,19.5,0.004879,0.000194,2.5e-05,0.000101,0.005272,0.00021,3.2e-05,0.000126
2452,19.5,21.1,0.004035,0.000163,2.2e-05,8.3e-05,0.005383,0.000218,3.4e-05,0.000129
2452,21.1,22.8,0.003021,0.000131,1.7e-05,6.2e-05,0.004934,0.000214,3.2e-05,0.000118
2452,22.8,24.7,0.002459,0.000107,1.4e-05,5.1e-05,0.004937,0.000216,3.2e-05,0.000118
2452,24.7,26.7,0.00226,9.7e-05,1.3e-05,4.7e-05,0.005594,0.000241,3.7e-05,0.000134
2452,26.7,28.8,0.001604,7.9e-05,1e-05,3.3e-05,0.00484,0.000238,3.3e-05,0.000116
2452,28.8,31.1,0.001187,6.4e-05,7e-06,2.4e-05,0.004402,0.000237,3.1e-05,0.000106
2452,31.1,33.5,0.001021,5.8e-05,6e-06,2.1e-05,0.004595,0.00026,3.3e-05,0.000111
2452,33.5,36.1,0.0007401,4.72e-05,4.8e-06,1.53e-05,0.00409,0.000261,3e-05,9.9e-05
2452,36.1,38.9,0.0006044,4.11e-05,4.1e-06,1.25e-05,0.004103,0.000279,3.1e-05,0.0001
2452,38.9,41.9,0.0005152,3.66e-05,3.6e-06,1.07e-05,0.004234,0.000302,3.3e-05,0.000104
2452,41.9,45.1,0.0003633,2.98e-05,2.7e-06,7.6e-06,0.003657,0.0003,2.9e-05,9e-05
2452,45.1,48.5,0.0003552,2.86e-05,2.7e-06,7.5e-06,0.004405,0.000355,3.6e-05,0.000109
2452,48.5,52.2,0.0002352,2.23e-05,1.8e-06,5e-06,0.003522,0.000334,3e-05,8.8e-05
2452,52.2,56.1,0.0001838,1.92e-05,1.4e-06,3.9e-06,0.00336,0.000352,2.9e-05,8.4e-05
2452,56.1,60.3,0.000156,1.7e-05,1.2e-06,3.3e-06,0.003447,0.000377,2.9e-05,8.7e-05
2453,1.92,2.15,0.2076,0.0104,0.0026,0.0049,0.004351,0.000218,6.8e-05,0.000122
2453,2.15,2.4,0.2024,0.0091,0.0019,0.0042,0.00445,0.0002,5.2e-05,0.000109
2453,2.4,2.67,0.1982,0.008,0.0013,0.0041,0.004667,0.000189,4.1e-05,0.000111
2453,2.67,2.97,0.1969,0.0072,0.0016,0.004,0.005081,0.000186,4.9e-05,0.000118
2453,2.97,3.29,0.196,0.0064,0.0026,0.004,0.005601,0.000185,8.1e-05,0.000129
2453,3.29,3.64,0.1853,0.0057,0.0013,0.0038,0.005977,0.000183,5.1e-05,0.000138
2453,3.64,4.02,0.1594,0.0048,0.0007,0.0033,0.00588,0.000177,3.8e-05,0.000136
2453,4.02,4.43,0.1488,0.0042,0.0004,0.0031,0.006343,0.000178,3.4e-05,0.000147
2453,4.43,4.88,0.1243,0.0033,0.0003,0.0026,0.006221,0.000166,3.2e-05,0.000145
2453,4.88,5.37,0.1034,0.0027,0.0002,0.0022,0.006086,0.00016,3.1e-05,0.000144
2453,5.37,5.9,0.08853,0.00228,0.00023,0.00192,0.006199,0.00016,3.1e-05,0.00015
2453,5.9,6.47,0.07016,0.00185,0.0002,0.00156,0.005875,0.000155,3e-05,0.000146
2453,6.47,7.09,0.05969,0.00154,0.00019,0.00135,0.006039,0.000156,3.2e-05,0.000152
2453,7.09,7.76,0.05123,0.00129,0.00018,0.00117,0.00627,0.000158,3.4e-05,0.000159
2453,7.76,8.48,0.04075,0.00106,0.00015,0.00093,0.006059,0.000158,3.4e-05,0.000154
2453,8.48,9.26,0.03408,0.0009,0.00013,0.00078,0.006137,0.000163,3.5e-05,0.000156
2453,9.26,10.1,0.02651,0.00075,0.00011,0.0006,0.005829,0.000165,3.5e-05,0.000148
2453,10.1,11.0,0.02262,0.00065,0.0001,0.00051,0.006082,0.000177,3.8e-05,0.000153
2453,11.0,12.0,0.01641,0.00052,8e-05,0.00036,0.005395,0.000171,3.5e-05,0.000134
2453,12.0,13.0,0.01359,0.00046,7e-05,0.0003,0.005439,0.000186,3.7e-05,0.000134
2453,13.0,14.1,0.01154,0.0004,6e-05,0.00025,0.005632,0.000195,3.9e-05,0.000138
2453,14.1,15.3,0.009371,0.000336,4.8e-05,0.000199,0.005576,0.000201,3.7e-05,0.000135
2453,15.3,16.6,0.007407,0.000279,4.8e-05,0.000156,0.005395,0.000204,4.2e-05,0.00013
2453,16.6,18.0,0.005643,0.000228,4.1e-05,0.000118,0.005046,0.000204,4.3e-05,0.000121
2453,18.0,19.5,0.004875,0.000195,3.1e-05,0.000101,0.005354,0.000215,4.1e-05,0.000128
2453,19.5,21.1,0.003996,0.000163,2.2e-05,8.3e-05,0.005402,0.000221,3.7e-05,0.000129
2453,21.1,22.8,0.003041,0.000132,1.7e-05,6.3e-05,0.005003,0.000218,3.5e-05,0.00012
2453,22.8,24.7,0.00251,0.000109,1.5e-05,5.2e-05,0.005085,0.000221,3.7e-05,0.000122
2453,24.7,26.7,0.001842,8.8e-05,1.1e-05,3.8e-05,0.004604,0.000221,3.4e-05,0.00011
2453,26.7,28.8,0.001613,7.9e-05,1e-05,3.3e-05,0.004883,0.000241,3.6e-05,0.000117
2453,28.8,31.1,0.00123,6.5e-05,8e-06,2.5e-05,0.004568,0.000244,3.4e-05,0.00011
2453,31.1,33.5,0.001032,5.8e-05,6e-06,2.1e-05,0.00469,0.000266,3.5e-05,0.000113
2453,33.5,36.1,0.000741,4.75e-05,4.8e-06,1.53e-05,0.004093,0.000263,3.2e-05,9.9e-05
2453,36.1,38.9,0.0007343,4.56e-05,4.9e-06,1.52e-05,0.004975,0.00031,3.9e-05,0.000121
2453,38.9,41.9,0.0005246,3.72e-05,3.7e-06,1.09e-05,0.00429,0.000305,3.5e-05,0.000105
2453,41.9,45.1,0.0004504,3.34e-05,3.3e-06,9.4e-06,0.004551,0.000338,3.8e-05,0.000112
2453,45.1,48.5,0.0003257,2.75e-05,2.5e-06,6.9e-06,0.004019,0.000341,3.5e-05,0.0001
2453,48.5,52.2,0.0002467,2.3e-05,1.9e-06,5.2e-06,0.003684,0.000344,3.3e-05,9.2e-05
2453,52.2,56.1,0.0001961,2e-05,1.5e-06,4.1e-06,0.003609,0.000368,3.2e-05,9.1e-05
2453,56.1,60.3,0.0001507,1.69e-05,1.2e-06,3.2e-06,0.0034,0.000381,3e-05,8.6e-05
2454,1.92,2.15,0.1839,0.0093,0.0019,0.0043,0.003873,0.000197,5.1e-05,0.000108
2454,2.15,2.4,0.2093,0.0089,0.0014,0.0044,0.004592,0.000196,4.3e-05,0.000113
2454,2.4,2.67,0.2147,0.0081,0.001,0.0044,0.004987,0.000188,3.5e-05,0.000118
2454,2.67,2.97,0.2104,0.0073,0.0009,0.0043,0.005319,0.000184,3.4e-05,0.000124
2454,2.97,3.29,0.2073,0.0065,0.0008,0.0042,0.005776,0.000181,3.3e-05,0.000133
2454,3.29,3.64,0.1909,0.0056,0.0005,0.0039,0.005958,0.000176,2.9e-05,0.000137
2454,3.64,4.02,0.1676,0.0048,0.0004,0.0034,0.005987,0.000172,2.6e-05,0.000139
2454,4.02,4.43,0.1442,0.004,0.0003,0.003,0.005948,0.000165,2.5e-05,0.000138
2454,4.43,4.88,0.1243,0.0032,0.0003,0.0026,0.005982,0.000156,2.4e-05,0.00014
2454,4.88,5.37,0.1101,0.0027,0.0003,0.0023,0.00625,0.000156,2.6e-05,0.000148
2454,5.37,5.9,0.08771,0.00223,0.00025,0.0019,0.005919,0.000151,2.6e-05,0.000143
2454,5.9,6.47,0.07554,0.00189,0.00023,0.00168,0.006116,0.000153,2.7e-05,0.000152
2454,6.47,7.09,0.06297,0.00156,0.00019,0.00143,0.006161,0.000153,2.7e-05,0.000155
2454,7.09,7.76,0.05218,0.00128,0.00017,0.00119,0.006179,0.000153,2.8e-05,0.000157
2454,7.76,8.48,0.04182,0.00106,0.00014,0.00096,0.006035,0.000153,2.8e-05,0.000154
2454,8.48,9.26,0.03523,0.00091,0.00013,0.0008,0.00618,0.000159,3e-05,0.000157
2454,9.26,10.1,0.02835,0.00077,0.00012,0.00064,0.00608,0.000165,3.1e-05,0.000154
2454,10.1,11.0,0.02265,0.00065,0.0001,0.00051,0.005945,0.000171,3.3e-05,0.00015
2454,11.0,12.0,0.01887,0.00055,9e-05,0.00042,0.006075,0.000178,3.4e-05,0.000151
2454,12.0,13.0,0.0142,0.00047,7e-05,0.00031,0.005595,0.000185,3.4e-05,0.000138
2454,13.0,14.1,0.01217,0.00041,7e-05,0.00026,0.005819,0.000194,3.6e-05,0.000142
2454,14.1,15.3,0.009039,0.000327,5e-05,0.000192,0.005298,0.000192,3.3e-05,0.000129
2454,15.3,16.6,0.007593,0.00028,4.3e-05,0.00016,0.005452,0.000201,3.5e-05,0.000131
2454,16.6,18.0,0.006052,0.000233,3.4e-05,0.000126,0.005349,0.000206,3.4e-05,0.000128
2454,18.0,19.5,0.005225,0.0002,2.8e-05,0.000108,0.00567,0.000217,3.5e-05,0.000136
2454,19.5,21.1,0.003702,0.000155,2e-05,7.7e-05,0.004937,0.000207,3e-05,0.000118
2454,21.1,22.8,0.00302,0.00013,1.6e-05,6.2e-05,0.004941,0.000214,3.1e-05,0.000118
2454,22.8,24.7,0.002379,0.000105,1.3e-05,4.9e-05,0.004787,0.000212,3.1e-05,0.000115
2454,24.7,26.7,0.001855,8.8e-05,1.1e-05,3.8e-05,0.004584,0.000217,3e-05,0.00011
2454,26.7,28.8,0.001535,7.7e-05,9e-06,3.2e-05,0.004648,0.000233,3.1e-05,0.000112
2454,28.8,31.1,0.001283,6.6e-05,8e-06,2.6e-05,0.004731,0.000245,3.2e-05,0.000114
2454,31.1,33.5,0.001019,5.8e-05,6e-06,2.1e-05,0.004602,0.000261,3.2e-05,0.000111
2454,33.5,36.1,0.0008471,5.04e-05,5.4e-06,1.75e-05,0.004694,0.00028,3.3e-05,0.000114
2454,36.1,38.9,0.0006083,4.12e-05,4.1e-06,1.26e-05,0.004114,0.000279,3e-05,0.0001
2454,38.9,41.9,0.0005191,3.67e-05,3.6e-06,1.08e-05,0.004271,0.000303,3.3e-05,0.000104
2454,41.9,45.1,0.0004935,3.47e-05,3.6e-06,1.03e-05,0.004964,0.00035,3.9e-05,0.000122
2454,45.1,48.5,0.0003588,2.87e-05,2.7e-06,7.6e-06,0.004439,0.000356,3.6e-05,0.00011
2454,48.5,52.2,0.0002573,2.33e-05,2e-06,5.4e-06,0.003873,0.000351,3.2e-05,9.7e-05
2454,52.2,56.1,0.0002067,2.03e-05,1.6e-06,4.4e-06,0.003779,0.000372,3.2e-05,9.5e-05
2454,56.1,60.3,0.0001592,1.72e-05,1.2e-06,3.4e-06,0.003552,0.000384,3e-05,9e-05
2455,1.92,2.15,0.1998,0.0099,0.0015,0.0047,0.004135,0.000206,4.8e-05,0.000116
2455,2.15,2.4,0.223,0.0094,0.001,0.0047,0.004812,0.000202,4e-05,0.000118
2455,2.4,2.67,0.2138,0.0082,0.0009,0.0044,0.004908,0.000188,3.7e-05,0.000116
2455,2.67,2.97,0.209,0.0073,0.0008,0.0043,0.005198,0.000182,3.6e-05,0.000121
2455,2.97,3.29,0.2007,0.0065,0.0007,0.0041,0.005535,0.000178,3.5e-05,0.000128
2455,3.29,3.64,0.1851,0.0056,0.0005,0.0038,0.005732,0.000174,3.3e-05,0.000132
2455,3.64,4.02,0.1719,0.0049,0.0004,0.0035,0.006075,0.000174,3.2e-05,0.000141
2455,4.02,4.43,0.1482,0.0041,0.0003,0.003,0.006034,0.000167,3.1e-05,0.00014
2455,4.43,4.88,0.1286,0.0033,0.0003,0.0027,0.006115,0.000158,3.1e-05,0.000143
2455,4.88,5.37,0.1122,0.0028,0.0003,0.0024,0.006304,0.000157,3.2e-05,0.000149
2455,5.37,5.9,0.09032,0.00228,0.00024,0.00195,0.006037,0.000153,3.1e-05,0.000146
2455,5.9,6.47,0.07528,0.00189,0.00022,0.00167,0.006047,0.000153,3.2e-05,0.00015
2455,6.47,7.09,0.06402,0.00158,0.00021,0.00145,0.006193,0.000153,3.3e-05,0.000156
2455,7.09,7.76,0.05194,0.00129,0.00018,0.00118,0.006098,0.000151,3.3e-05,0.000155
2455,7.76,8.48,0.04286,0.00108,0.00015,0.00098,0.006117,0.000154,3.4e-05,0.000156
2455,8.48,9.26,0.03339,0.00088,0.00013,0.00076,0.005812,0.000154,3.3e-05,0.000148
2455,9.26,10.1,0.02811,0.00077,0.00012,0.00064,0.005971,0.000163,3.6e-05,0.000151
2455,10.1,11.0,0.02288,0.00065,0.00011,0.00051,0.005957,0.000171,3.8e-05,0.00015
2455,11.0,12.0,0.01868,0.00055,9e-05,0.00041,0.005954,0.000176,3.9e-05,0.000148
2455,12.0,13.0,0.01478,0.00048,7e-05,0.00032,0.005792,0.000189,3.7e-05,0.000143
2455,13.0,14.1,0.01196,0.0004,6e-05,0.00026,0.005708,0.000193,3.6e-05,0.00014
2455,14.1,15.3,0.009907,0.000343,4.8e-05,0.000211,0.005786,0.000201,3.7e-05,0.00014
2455,15.3,16.6,0.007521,0.000279,3.8e-05,0.000158,0.005401,0.000201,3.5e-05,0.00013
2455,16.6,18.0,0.005927,0.000231,3e-05,0.000124,0.005246,0.000205,3.5e-05,0.000126
2455,18.0,19.5,0.004736,0.00019,2.5e-05,9.8e-05,0.005155,0.000208,3.5e-05,0.000123
2455,19.5,21.1,0.004054,0.000162,2.2e-05,8.4e-05,0.005428,0.000218,3.7e-05,0.00013
2455,21.1,22.8,0.003131,0.000133,1.7e-05,6.5e-05,0.005144,0.000219,3.6e-05,0.000123
2455,22.8,24.7,0.002484,0.000108,1.4e-05,5.1e-05,0.004998,0.000217,3.5e-05,0.00012
2455,24.7,26.7,0.002028,9.2e-05,1.2e-05,4.2e-05,0.00503,0.000229,3.6e-05,0.000121
2455,26.7,28.8,0.001499,7.6e-05,9e-06,3.1e-05,0.004583,0.000233,3.4e-05,0.00011
2455,28.8,31.1,0.001332,6.8e-05,8e-06,2.7e-05,0.004969,0.000253,3.7e-05,0.00012
2455,31.1,33.5,0.001009,5.7e-05,6e-06,2.1e-05,0.004579,0.000261,3.5e-05,0.000111
2455,33.5,36.1,0.0008383,5.03e-05,5.4e-06,1.73e-05,0.004641,0.000279,3.6e-05,0.000112
2455,36.1,38.9,0.0006543,4.28e-05,4.4e-06,1.36e-05,0.004472,0.000293,3.6e-05,0.000109
2455,38.9,41.9,0.0005209,3.69e-05,3.6e-06,1.09e-05,0.0043,0.000305,3.5e-05,0.000105
2455,41.9,45.1,0.0004714,3.39e-05,3.4e-06,9.9e-06,0.004764,0.000344,4e-05,0.000117
2455,45.1,48.5,0.0003105,2.67e-05,2.4e-06,6.5e-06,0.003873,0.000334,3.4e-05,9.6e-05
2455,48.5,52.2,0.0002438,2.27e-05,1.9e-06,5.2e-06,0.00364,0.00034,3.2e-05,9.1e-05
2455,52.2,56.1,0.0002114,2.06e-05,1.7e-06,4.5e-06,0.003868,0.000378,3.4e-05,9.7e-05
2455,56.1,60.3,0.0001925,1.89e-05,1.5e-06,4.1e-06,0.004291,0.000423,3.8e-05,0.000108
2456,1.92,2.15,0.2101,0.01,0.0017,0.005,0.004381,0.000208,5.2e-05,0.000123
2456,2.15,2.4,0.2182,0.0091,0.0011,0.0046,0.004716,0.000196,4e-05,0.000116
2456,2.4,2.67,0.2295,0.0083,0.0009,0.0047,0.005278,0.000192,3.6e-05,0.000125
2456,2.67,2.97,0.2371,0.0077,0.0009,0.0049,0.005915,0.000192,3.8e-05,0.000138
2456,2.97,3.29,0.2049,0.0064,0.0006,0.0042,0.005634,0.000177,3.3e-05,0.00013
2456,3.29,3.64,0.188,0.0056,0.0004,0.0038,0.005793,0.000172,3e-05,0.000134
2456,3.64,4.02,0.1821,0.005,0.0003,0.0037,0.006374,0.000175,3e-05,0.000147
2456,4.02,4.43,0.1498,0.004,0.0003,0.0031,0.006071,0.000164,2.8e-05,0.000141
2456,4.43,4.88,0.1328,0.0033,0.0003,0.0028,0.006275,0.000157,2.9e-05,0.000147
2456,4.88,5.37,0.1086,0.0027,0.0003,0.0023,0.006045,0.000152,2.9e-05,0.000143
2456,5.37,5.9,0.09394,0.00231,0.00026,0.00203,0.006231,0.000154,3e-05,0.000151
2456,5.9,6.47,0.07418,0.00187,0.00022,0.00165,0.005917,0.000149,2.9e-05,0.000147
2456,6.47,7.09,0.06438,0.00157,0.00022,0.00146,0.006166,0.000151,3.2e-05,0.000155
2456,7.09,7.76,0.05493,0.00132,0.0002,0.00125,0.006407,0.000154,3.4e-05,0.000162
2456,7.76,8.48,0.04511,0.0011,0.00018,0.00103,0.006395,0.000157,3.5e-05,0.000163
2456,8.48,9.26,0.03455,0.0009,0.00015,0.00079,0.005995,0.000157,3.4e-05,0.000153
2456,9.26,10.1,0.0295,0.00078,0.00014,0.00067,0.006248,0.000166,3.7e-05,0.000158
2456,10.1,11.0,0.02269,0.00065,0.00011,0.00051,0.005846,0.000168,3.7e-05,0.000147
2456,11.0,12.0,0.01817,0.00054,0.0001,0.0004,0.005734,0.000172,3.9e-05,0.000143
2456,12.0,13.0,0.01401,0.00047,9e-05,0.00031,0.005426,0.000181,3.9e-05,0.000134
2456,13.0,14.1,0.01162,0.0004,7e-05,0.00025,0.005531,0.00019,4e-05,0.000135
2456,14.1,15.3,0.009373,0.000333,5e-05,0.000199,0.005447,0.000194,3.6e-05,0.000132
2456,15.3,16.6,0.007114,0.000271,3.9e-05,0.00015,0.005063,0.000194,3.4e-05,0.000122
2456,16.6,18.0,0.006736,0.000246,4e-05,0.000141,0.005896,0.000216,4.1e-05,0.000142
2456,18.0,19.5,0.005221,0.000199,2.8e-05,0.000108,0.005633,0.000216,3.7e-05,0.000135
2456,19.5,21.1,0.003722,0.000155,2e-05,7.7e-05,0.00494,0.000207,3.3e-05,0.000118
2456,21.1,22.8,0.003167,0.000133,1.8e-05,6.5e-05,0.005152,0.000218,3.5e-05,0.000123
2456,22.8,24.7,0.002552,0.000109,1.5e-05,5.3e-05,0.005109,0.000219,3.6e-05,0.000122
2456,24.7,26.7,0.001873,8.9e-05,1.1e-05,3.9e-05,0.004634,0.00022,3.3e-05,0.000111
2456,26.7,28.8,0.001632,7.9e-05,1e-05,3.4e-05,0.004896,0.000239,3.5e-05,0.000118
2456,28.8,31.1,0.001321,6.8e-05,8e-06,2.7e-05,0.004859,0.000249,3.5e-05,0.000117
2456,31.1,33.5,0.0009765,5.66e-05,6.2e-06,2.02e-05,0.004421,0.000257,3.3e-05,0.000107
2456,33.5,36.1,0.0008312,5.02e-05,5.4e-06,1.72e-05,0.004586,0.000278,3.5e-05,0.000111
2456,36.1,38.9,0.0006745,4.35e-05,4.5e-06,1.4e-05,0.004549,0.000294,3.5e-05,0.000111
2456,38.9,41.9,0.0004982,3.61e-05,3.5e-06,1.04e-05,0.004126,0.0003,3.3e-05,0.000101
2456,41.9,45.1,0.0003657,3e-05,2.7e-06,7.7e-06,0.003675,0.000302,3e-05,9e-05
2456,45.1,48.5,0.0002738,2.52e-05,2.1e-06,5.8e-06,0.00336,0.000309,2.9e-05,8.3e-05
2456,48.5,52.2,0.0002929,2.5e-05,2.3e-06,6.2e-06,0.004421,0.000378,3.8e-05,0.00011
2456,52.2,56.1,0.0001929,1.97e-05,1.5e-06,4.1e-06,0.003548,0.000364,3.1e-05,8.9e-05
2456,56.1,60.3,0.000168,1.77e-05,1.3e-06,3.5e-06,0.00377,0.000399,3.2e-05,9.5e-05
2457,1.92,2.15,0.1854,0.0098,0.0016,0.0044,0.004085,0.000216,5.3e-05,0.000114
2457,2.15,2.4,0.2179,0.0095,0.0012,0.0046,0.004938,0.000216,4.7e-05,0.000121
2457,2.4,2.67,0.205,0.0083,0.0008,0.0042,0.004877,0.000197,3.9e-05,0.000116
2457,2.67,2.97,0.2077,0.0075,0.0008,0.0042,0.005342,0.000194,4e-05,0.000124
2457,2.97,3.29,0.2037,0.0067,0.0007,0.0041,0.005737,0.000189,4e-05,0.000132
2457,3.29,3.64,0.1905,0.0059,0.0005,0.0039,0.006004,0.000185,3.9e-05,0.000138
2457,3.64,4.02,0.169,0.005,0.0004,0.0035,0.006044,0.00018,3.7e-05,0.00014
2457,4.02,4.43,0.1436,0.0042,0.0003,0.003,0.005896,0.000171,3.4e-05,0.000137
2457,4.43,4.88,0.1257,0.0034,0.0002,0.0026,0.006015,0.000162,3.5e-05,0.000141
2457,4.88,5.37,0.1072,0.0028,0.0003,0.0023,0.006033,0.000158,3.6e-05,0.000143
2457,5.37,5.9,0.09104,0.00236,0.0003,0.00197,0.006042,0.000157,3.8e-05,0.000146
2457,5.9,6.47,0.07806,0.00199,0.00027,0.00174,0.006218,0.000159,3.9e-05,0.000154
2457,6.47,7.09,0.06263,0.00161,0.00019,0.00142,0.006048,0.000156,3.7e-05,0.000152
2457,7.09,7.76,0.05315,0.00134,0.00019,0.00121,0.006174,0.000156,3.9e-05,0.000157
2457,7.76,8.48,0.04227,0.0011,0.00018,0.00097,0.005981,0.000156,4.1e-05,0.000152
2457,8.48,9.26,0.0359,0.00095,0.00015,0.00082,0.006191,0.000164,4.2e-05,0.000158
2457,9.26,10.1,0.02854,0.0008,0.00011,0.00065,0.005989,0.000167,3.9e-05,0.000152
2457,10.1,11.0,0.02386,0.00069,0.00013,0.00054,0.006139,0.000178,4.7e-05,0.000155
2457,11.0,12.0,0.01878,0.00057,0.00011,0.00042,0.005943,0.000181,4.7e-05,0.000148
2457,12.0,13.0,0.0158,0.00051,0.0001,0.00034,0.006094,0.000198,5e-05,0.00015
2457,13.0,14.1,0.01178,0.00041,8e-05,0.00025,0.005584,0.000196,4.6e-05,0.000136
2457,14.1,15.3,0.00928,0.000342,5.8e-05,0.000197,0.005338,0.000197,4.3e-05,0.00013
2457,15.3,16.6,0.007713,0.000292,4.5e-05,0.000162,0.005466,0.000207,4.3e-05,0.000132
2457,16.6,18.0,0.005671,0.000233,3.2e-05,0.000118,0.004963,0.000204,3.8e-05,0.000119
2457,18.0,19.5,0.0051,0.000204,2.7e-05,0.000106,0.005495,0.00022,4.1e-05,0.000132
2457,19.5,21.1,0.00396,0.000166,2.1e-05,8.2e-05,0.005242,0.00022,3.9e-05,0.000125
2457,21.1,22.8,0.003081,0.000136,1.7e-05,6.4e-05,0.004986,0.000221,3.8e-05,0.000119
2457,22.8,24.7,0.002455,0.00011,1.4e-05,5.1e-05,0.004904,0.000221,3.8e-05,0.000118
2457,24.7,26.7,0.001869,9.1e-05,1.1e-05,3.9e-05,0.00459,0.000224,3.6e-05,0.00011
2457,26.7,28.8,0.001603,8.1e-05,9e-06,3.3e-05,0.004826,0.000244,3.8e-05,0.000116
2457,28.8,31.1,0.001132,6.4e-05,7e-06,2.3e-05,0.004191,0.000239,3.3e-05,0.000101
2457,31.1,33.5,0.0008615,5.47e-05,5.3e-06,1.78e-05,0.003894,0.000248,3.2e-05,9.4e-05
2457,33.5,36.1,0.0007904,5.03e-05,5e-06,1.64e-05,0.004381,0.000279,3.6e-05,0.000106
2457,36.1,38.9,0.0006138,4.27e-05,4.1e-06,1.27e-05,0.004134,0.000288,3.5e-05,0.000101
2457,38.9,41.9,0.0005182,3.79e-05,3.6e-06,1.08e-05,0.004254,0.000312,3.7e-05,0.000104
2457,41.9,45.1,0.0004119,3.27e-05,3e-06,8.6e-06,0.004109,0.000327,3.7e-05,0.000101
2457,45.1,48.5,0.0002845,2.64e-05,2.2e-06,6e-06,0.003485,0.000324,3.2e-05,8.6e-05
2457,48.5,52.2,0.000248,2.36e-05,1.9e-06,5.2e-06,0.003709,0.000354,3.5e-05,9.3e-05
2457,52.2,56.1,0.0002329,2.23e-05,1.8e-06,4.9e-06,0.004263,0.000409,4e-05,0.000107
