bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,boron_flux m^-2sr^-1s^-1GV^-1,boron_flux_error_statistical m^-2sr^-1s^-1GV^-1,boron_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,boron_flux_error_time_independent m^-2sr^-1s^-1GV^-1,boron_to_helium_ratio,boron_to_helium_ratio_error_statistical,boron_to_helium_ratio_error_time_dependent,boron_to_helium_ratio_error_time_independent
2453,7.76,8.48,0.05577,0.00125,0.00019,0.0013,0.008292,0.000186,4.5e-05,0.000214
2453,8.48,9.26,0.04641,0.00106,0.00017,0.00108,0.008359,0.000192,4.7e-05,0.000215
2453,9.26,10.1,0.03909,0.00092,0.00015,0.0009,0.008594,0.000203,4.9e-05,0.000221
2453,10.1,11.0,0.03066,0.00077,0.00013,0.0007,0.008243,0.000208,4.9e-05,0.000211
2453,11.0,12.0,0.02361,0.00063,0.0001,0.00054,0.007763,0.000208,4.7e-05,0.000199
2453,12.0,13.0,0.01986,0.00057,9e-05,0.00045,0.007947,0.000227,4.9e-05,0.000203
2453,13.0,14.1,0.01652,0.00048,8e-05,0.00038,0.008062,0.000236,5e-05,0.000206
2453,14.1,15.3,0.01298,0.0004,6e-05,0.00029,0.007726,0.000238,4.8e-05,0.000197
2453,15.3,16.6,0.01127,0.00035,5e-05,0.00026,0.008205,0.000254,5.3e-05,0.000209
2453,16.6,18.0,0.008386,0.000279,4.3e-05,0.00019,0.007499,0.00025,4.9e-05,0.000192
2453,18.0,19.5,0.007046,0.000236,3.6e-05,0.00016,0.007738,0.00026,5.1e-05,0.000198
2453,19.5,21.1,0.005206,0.000187,2.7e-05,0.000118,0.007037,0.000253,4.7e-05,0.000181
2453,21.1,22.8,0.004385,0.000159,2.4e-05,0.0001,0.007213,0.000262,5e-05,0.000186
2453,22.8,24.7,0.00332,0.000126,1.9e-05,7.6e-05,0.006726,0.000255,4.7e-05,0.000174
2453,24.7,26.7,0.002744,0.000108,1.6e-05,6.3e-05,0.00686,0.000271,4.9e-05,0.000179
2453,26.7,28.8,0.002223,9.3e-05,1.3e-05,5.1e-05,0.006728,0.000283,4.9e-05,0.000176
2453,28.8,31.1,0.001769,7.8e-05,1.1e-05,4.1e-05,0.006569,0.000292,4.8e-05,0.000173
2453,31.1,33.5,0.001416,6.8e-05,9e-06,3.3e-05,0.006438,0.000312,4.8e-05,0.000171
2453,33.5,36.1,0.001127,5.9e-05,7e-06,2.7e-05,0.006227,0.000325,4.8e-05,0.000166
2453,36.1,38.9,0.0009117,5.07e-05,6e-06,2.17e-05,0.006177,0.000345,4.8e-05,0.000166
2453,38.9,41.9,0.0007385,4.41e-05,5e-06,1.77e-05,0.006039,0.000361,4.8e-05,0.000164
2453,41.9,45.1,0.0005905,3.81e-05,4.1e-06,1.43e-05,0.005966,0.000386,4.8e-05,0.000164
2453,45.1,48.5,0.0003934,3.02e-05,2.8e-06,9.6e-06,0.004855,0.000373,4e-05,0.000134
2453,48.5,52.2,0.0003414,2.69e-05,2.5e-06,8.4e-06,0.005099,0.000403,4.3e-05,0.000142
2453,52.2,56.1,0.0002781,2.36e-05,2e-06,6.9e-06,0.005118,0.000436,4.3e-05,0.000144
2453,56.1,60.3,0.0002469,2.14e-05,1.8e-06,6.2e-06,0.005572,0.000485,4.7e-05,0.000159
2454,1.92,2.15,0.3746,0.0145,0.0049,0.0118,0.007891,0.000306,0.000123,0.000276
2454,2.15,2.4,0.3445,0.0122,0.002,0.0098,0.007559,0.000268,6.6e-05,0.000235
2454,2.4,2.67,0.3376,0.0105,0.0019,0.0091,0.007842,0.000245,6e-05,0.000231
2454,2.67,2.97,0.3304,0.0093,0.0018,0.009,0.008352,0.000236,6e-05,0.000246
2454,2.97,3.29,0.2961,0.0079,0.0013,0.0079,0.008248,0.000221,5.1e-05,0.000236
2454,3.29,3.64,0.2748,0.0069,0.0009,0.007,0.008576,0.000216,4.5e-05,0.000238
2454,3.64,4.02,0.2392,0.0059,0.0006,0.006,0.008543,0.00021,3.9e-05,0.000232
2454,4.02,4.43,0.2074,0.0049,0.0004,0.0051,0.008559,0.000203,3.6e-05,0.00023
2454,4.43,4.88,0.1871,0.004,0.0004,0.0046,0.009001,0.000195,3.7e-05,0.00024
2454,4.88,5.37,0.1557,0.0033,0.0004,0.0038,0.008842,0.000189,3.7e-05,0.000235
2454,5.37,5.9,0.1258,0.0027,0.0003,0.003,0.008491,0.000184,3.6e-05,0.000224
2454,5.9,6.47,0.1064,0.0023,0.0003,0.0025,0.008616,0.000185,3.7e-05,0.000226
2454,6.47,7.09,0.08563,0.00184,0.00026,0.00202,0.008379,0.00018,3.7e-05,0.000219
2454,7.09,7.76,0.0693,0.0015,0.00023,0.00163,0.008207,0.000178,3.7e-05,0.000213
2454,7.76,8.48,0.05945,0.00128,0.00021,0.00139,0.008579,0.000185,4e-05,0.000222
2454,8.48,9.26,0.0471,0.00106,0.00018,0.00109,0.008263,0.000186,4.1e-05,0.000213
2454,9.26,10.1,0.03934,0.00091,0.00017,0.00091,0.008437,0.000196,4.4e-05,0.000217
2454,10.1,11.0,0.03207,0.00078,0.00014,0.00074,0.008416,0.000205,4.6e-05,0.000216
2454,11.0,12.0,0.02395,0.00063,0.00011,0.00055,0.00771,0.000202,4.3e-05,0.000197
2454,12.0,13.0,0.02001,0.00056,0.0001,0.00046,0.007884,0.000222,4.5e-05,0.000201
2454,13.0,14.1,0.01608,0.00047,8e-05,0.00037,0.007686,0.000226,4.4e-05,0.000196
2454,14.1,15.3,0.01291,0.00039,7e-05,0.00029,0.007565,0.000231,4.5e-05,0.000193
2454,15.3,16.6,0.01026,0.00033,6e-05,0.00023,0.007365,0.000236,4.8e-05,0.000188
2454,16.6,18.0,0.008637,0.00028,5.4e-05,0.000196,0.007633,0.000248,5.3e-05,0.000195
2454,18.0,19.5,0.006283,0.00022,3.7e-05,0.000142,0.006818,0.000239,4.6e-05,0.000175
2454,19.5,21.1,0.005215,0.000185,2.9e-05,0.000118,0.006955,0.000247,4.4e-05,0.000179
2454,21.1,22.8,0.004257,0.000155,2.3e-05,9.7e-05,0.006965,0.000254,4.3e-05,0.00018
2454,22.8,24.7,0.003491,0.000127,1.9e-05,8e-05,0.007026,0.000257,4.4e-05,0.000182
2454,24.7,26.7,0.002653,0.000105,1.5e-05,6.1e-05,0.006555,0.000261,4.2e-05,0.000171
2454,26.7,28.8,0.002138,9.1e-05,1.2e-05,4.9e-05,0.006472,0.000275,4.2e-05,0.000169
2454,28.8,31.1,0.001757,7.8e-05,1e-05,4.1e-05,0.006479,0.000287,4.3e-05,0.000171
2454,31.1,33.5,0.001455,6.9e-05,9e-06,3.4e-05,0.006575,0.000312,4.5e-05,0.000174
2454,33.5,36.1,0.001089,5.7e-05,7e-06,2.6e-05,0.006038,0.000318,4.3e-05,0.000161
2454,36.1,38.9,0.0008294,4.8e-05,5.4e-06,1.97e-05,0.005609,0.000326,4.1e-05,0.000151
2454,38.9,41.9,0.0007373,4.37e-05,5e-06,1.77e-05,0.006067,0.000361,4.5e-05,0.000165
2454,41.9,45.1,0.0005459,3.64e-05,3.8e-06,1.32e-05,0.005491,0.000367,4.2e-05,0.000151
2454,45.1,48.5,0.0005356,3.49e-05,3.8e-06,1.31e-05,0.006627,0.000434,5.1e-05,0.000183
2454,48.5,52.2,0.0003463,2.69e-05,2.5e-06,8.5e-06,0.005213,0.000406,4.1e-05,0.000146
2454,52.2,56.1,0.0002776,2.34e-05,2e-06,6.9e-06,0.005076,0.00043,4e-05,0.000143
2454,56.1,60.3,0.000252,2.15e-05,1.9e-06,6.3e-06,0.005622,0.000481,4.5e-05,0.00016
2455,1.92,2.15,0.3361,0.0136,0.0037,0.0106,0.006955,0.000282,9.8e-05,0.000243
2455,2.15,2.4,0.3631,0.0126,0.003,0.0103,0.007834,0.000272,8.6e-05,0.000244
2455,2.4,2.67,0.358,0.0109,0.0014,0.0097,0.008218,0.000252,5.8e-05,0.000242
2455,2.67,2.97,0.3357,0.0095,0.0014,0.0092,0.00835,0.000237,5.8e-05,0.000246
2455,2.97,3.29,0.307,0.0082,0.0014,0.0081,0.008464,0.000226,5.9e-05,0.000242
2455,3.29,3.64,0.2862,0.0071,0.0009,0.0073,0.008864,0.000222,5.3e-05,0.000246
2455,3.64,4.02,0.2507,0.0061,0.0006,0.0063,0.008862,0.000216,4.7e-05,0.000241
2455,4.02,4.43,0.2281,0.0052,0.0004,0.0056,0.009288,0.000212,4.7e-05,0.00025
2455,4.43,4.88,0.1824,0.004,0.0004,0.0045,0.008673,0.000192,4.3e-05,0.000232
2455,4.88,5.37,0.1539,0.0033,0.0004,0.0037,0.008647,0.000187,4.4e-05,0.000229
2455,5.37,5.9,0.1282,0.0028,0.0004,0.0031,0.008566,0.000185,4.5e-05,0.000226
2455,5.9,6.47,0.111,0.0023,0.0003,0.0026,0.008915,0.000188,4.7e-05,0.000234
2455,6.47,7.09,0.08827,0.00187,0.00028,0.00209,0.008539,0.000182,4.6e-05,0.000223
2455,7.09,7.76,0.07258,0.00154,0.00024,0.0017,0.008522,0.000181,4.6e-05,0.000221
2455,7.76,8.48,0.05886,0.00127,0.0002,0.00137,0.0084,0.000183,4.6e-05,0.000217
2455,8.48,9.26,0.04892,0.00108,0.00018,0.00114,0.008514,0.000189,4.9e-05,0.000219
2455,9.26,10.1,0.03896,0.00091,0.00016,0.0009,0.008274,0.000194,4.9e-05,0.000213
2455,10.1,11.0,0.03017,0.00076,0.00014,0.00069,0.007857,0.000198,4.9e-05,0.000201
2455,11.0,12.0,0.02583,0.00065,0.00012,0.00059,0.008232,0.000209,5.2e-05,0.000211
2455,12.0,13.0,0.02039,0.00057,0.0001,0.00046,0.007989,0.000224,5.1e-05,0.000204
2455,13.0,14.1,0.01705,0.00049,8e-05,0.00039,0.00814,0.000233,5.3e-05,0.000208
2455,14.1,15.3,0.01285,0.00039,6e-05,0.00029,0.007505,0.000231,4.9e-05,0.000191
2455,15.3,16.6,0.01073,0.00034,6e-05,0.00024,0.007705,0.000242,5.2e-05,0.000197
2455,16.6,18.0,0.00848,0.000278,4.6e-05,0.000192,0.007506,0.000247,5.2e-05,0.000192
2455,18.0,19.5,0.006505,0.000224,3.5e-05,0.000147,0.007081,0.000244,4.8e-05,0.000181
2455,19.5,21.1,0.005226,0.000185,2.8e-05,0.000119,0.006997,0.000248,4.8e-05,0.00018
2455,21.1,22.8,0.004179,0.000154,2.3e-05,9.5e-05,0.006867,0.000253,4.8e-05,0.000177
2455,22.8,24.7,0.003516,0.000128,2e-05,8e-05,0.007076,0.000259,5e-05,0.000183
2455,24.7,26.7,0.002754,0.000107,1.5e-05,6.3e-05,0.006832,0.000267,4.8e-05,0.000178
2455,26.7,28.8,0.00205,8.9e-05,1.2e-05,4.7e-05,0.006265,0.000272,4.5e-05,0.000164
2455,28.8,31.1,0.001719,7.7e-05,1e-05,4e-05,0.006415,0.000288,4.7e-05,0.000169
2455,31.1,33.5,0.001348,6.6e-05,8e-06,3.2e-05,0.006113,0.000302,4.6e-05,0.000162
2455,33.5,36.1,0.001182,6e-05,8e-06,2.8e-05,0.006545,0.000331,5e-05,0.000175
2455,36.1,38.9,0.0008872,4.97e-05,5.8e-06,2.11e-05,0.006064,0.000341,4.7e-05,0.000163
2455,38.9,41.9,0.0006459,4.1e-05,4.4e-06,1.55e-05,0.005331,0.000339,4.2e-05,0.000145
2455,41.9,45.1,0.0005692,3.72e-05,3.9e-06,1.38e-05,0.005753,0.000377,4.7e-05,0.000158
2455,45.1,48.5,0.0004976,3.37e-05,3.5e-06,1.21e-05,0.006205,0.000422,5.1e-05,0.000172
2455,48.5,52.2,0.0003516,2.71e-05,2.5e-06,8.6e-06,0.005251,0.000407,4.4e-05,0.000147
2455,52.2,56.1,0.0003094,2.48e-05,2.3e-06,7.7e-06,0.005661,0.000455,4.8e-05,0.00016
2455,56.1,60.3,0.0002191,2.01e-05,1.6e-06,5.5e-06,0.004885,0.000449,4.2e-05,0.000139
2456,1.92,2.15,0.3569,0.0136,0.0067,0.0113,0.007442,0.000285,0.000154,0.00026
2456,2.15,2.4,0.3757,0.0125,0.0041,0.0107,0.008118,0.000272,0.000105,0.000252
2456,2.4,2.67,0.3673,0.0109,0.0027,0.0099,0.008447,0.000252,7.9e-05,0.000249
2456,2.67,2.97,0.3206,0.0092,0.0017,0.0087,0.007997,0.000229,5.9e-05,0.000236
2456,2.97,3.29,0.3207,0.0082,0.0015,0.0085,0.008818,0.000227,6e-05,0.000253
2456,3.29,3.64,0.2935,0.0071,0.001,0.0075,0.009045,0.00022,5.1e-05,0.000251
2456,3.64,4.02,0.2455,0.0059,0.0007,0.0061,0.008592,0.000208,4.5e-05,0.000233
2456,4.02,4.43,0.2184,0.005,0.0007,0.0054,0.00885,0.000203,4.6e-05,0.000238
2456,4.43,4.88,0.178,0.0039,0.0006,0.0044,0.008409,0.000185,4.4e-05,0.000225
2456,4.88,5.37,0.1593,0.0033,0.0006,0.0039,0.008867,0.000187,4.8e-05,0.000235
2456,5.37,5.9,0.1307,0.0028,0.0004,0.0031,0.008666,0.000184,4.5e-05,0.000228
2456,5.9,6.47,0.1108,0.0023,0.0005,0.0026,0.008836,0.000186,5.3e-05,0.000232
2456,6.47,7.09,0.09343,0.00192,0.00043,0.00221,0.00895,0.000185,5.3e-05,0.000233
2456,7.09,7.76,0.07411,0.00155,0.00028,0.00174,0.008645,0.000182,4.6e-05,0.000224
2456,7.76,8.48,0.06115,0.0013,0.00025,0.00143,0.008669,0.000185,4.8e-05,0.000224
2456,8.48,9.26,0.04857,0.00108,0.00023,0.00113,0.008426,0.000188,5.1e-05,0.000217
2456,9.26,10.1,0.03902,0.00091,0.0002,0.0009,0.008263,0.000194,5.3e-05,0.000212
2456,10.1,11.0,0.03145,0.00077,0.00016,0.00072,0.008105,0.0002,5.2e-05,0.000208
2456,11.0,12.0,0.02467,0.00064,0.00013,0.00056,0.007785,0.000202,5e-05,0.000199
2456,12.0,13.0,0.02084,0.00057,0.00011,0.00048,0.008071,0.000223,5.2e-05,0.000206
2456,13.0,14.1,0.01626,0.00047,8e-05,0.00037,0.007737,0.000226,5e-05,0.000197
2456,14.1,15.3,0.01353,0.0004,7e-05,0.00031,0.007866,0.000235,5e-05,0.000201
2456,15.3,16.6,0.009845,0.000321,5.7e-05,0.000223,0.007006,0.000229,4.8e-05,0.000179
2456,16.6,18.0,0.008415,0.000276,5.2e-05,0.000191,0.007366,0.000243,5.4e-05,0.000188
2456,18.0,19.5,0.006754,0.000228,4e-05,0.000153,0.007287,0.000246,5.1e-05,0.000187
2456,19.5,21.1,0.005387,0.000187,3e-05,0.000122,0.007151,0.00025,4.8e-05,0.000184
2456,21.1,22.8,0.004179,0.000154,2.3e-05,9.5e-05,0.006798,0.000251,4.5e-05,0.000175
2456,22.8,24.7,0.003445,0.000127,2e-05,7.9e-05,0.006898,0.000255,4.7e-05,0.000179
2456,24.7,26.7,0.002922,0.000111,1.7e-05,6.7e-05,0.007229,0.000275,5e-05,0.000188
2456,26.7,28.8,0.002216,9.3e-05,1.3e-05,5.1e-05,0.00665,0.000279,4.6e-05,0.000174
2456,28.8,31.1,0.001744,7.8e-05,1e-05,4.1e-05,0.006416,0.000286,4.5e-05,0.000169
2456,31.1,33.5,0.001323,6.6e-05,8e-06,3.1e-05,0.005989,0.000299,4.3e-05,0.000159
2456,33.5,36.1,0.001117,5.8e-05,7e-06,2.6e-05,0.006165,0.000322,4.6e-05,0.000165
2456,36.1,38.9,0.000983,5.25e-05,6.4e-06,2.34e-05,0.006629,0.000355,5e-05,0.000179
2456,38.9,41.9,0.0007313,4.37e-05,4.9e-06,1.75e-05,0.006057,0.000363,4.7e-05,0.000165
2456,41.9,45.1,0.0005915,3.8e-05,4.1e-06,1.43e-05,0.005944,0.000383,4.7e-05,0.000163
2456,45.1,48.5,0.0004311,3.15e-05,3.1e-06,1.05e-05,0.005291,0.000387,4.3e-05,0.000146
2456,48.5,52.2,0.0003719,2.8e-05,2.7e-06,9.1e-06,0.005614,0.000424,4.6e-05,0.000157
2456,52.2,56.1,0.0003053,2.47e-05,2.2e-06,7.6e-06,0.005615,0.000455,4.6e-05,0.000158
2456,56.1,60.3,0.0002078,1.96e-05,1.5e-06,5.2e-06,0.004664,0.000441,3.9e-05,0.000133
2457,1.92,2.15,0.3335,0.0137,0.0068,0.0105,0.007347,0.000303,0.000167,0.000257
2457,2.15,2.4,0.3673,0.013,0.0049,0.0104,0.008327,0.000296,0.00013,0.000259
2457,2.4,2.67,0.3487,0.0111,0.0028,0.0094,0.008297,0.000266,8.8e-05,0.000244
2457,2.67,2.97,0.3437,0.01,0.0018,0.0094,0.008842,0.000257,7.3e-05,0.00026
2457,2.97,3.29,0.3041,0.0084,0.0015,0.0081,0.008564,0.000238,6.6e-05,0.000245
2457,3.29,3.64,0.2787,0.0073,0.0009,0.0071,0.008783,0.00023,5.9e-05,0.000244
2457,3.64,4.02,0.2488,0.0063,0.0006,0.0062,0.008899,0.000224,5.5e-05,0.000242
2457,4.02,4.43,0.2101,0.0051,0.0005,0.0052,0.008625,0.000211,5.2e-05,0.000232
2457,4.43,4.88,0.1913,0.0042,0.0004,0.0047,0.009153,0.000204,5.4e-05,0.000245
2457,4.88,5.37,0.1524,0.0034,0.0004,0.0037,0.008579,0.000192,5.1e-05,0.000228
2457,5.37,5.9,0.1294,0.0029,0.0003,0.0031,0.00859,0.000191,5.1e-05,0.000226
2457,5.9,6.47,0.1112,0.0024,0.0003,0.0026,0.008858,0.000193,5.3e-05,0.000232
2457,6.47,7.09,0.08527,0.0019,0.00026,0.00201,0.008234,0.000184,5e-05,0.000215
2457,7.09,7.76,0.07357,0.0016,0.00023,0.00173,0.008546,0.000186,5.2e-05,0.000222
2457,7.76,8.48,0.06101,0.00134,0.00021,0.00142,0.008632,0.00019,5.4e-05,0.000223
2457,8.48,9.26,0.04945,0.00112,0.00019,0.00115,0.008528,0.000194,5.5e-05,0.00022
2457,9.26,10.1,0.03865,0.00093,0.00016,0.00089,0.008112,0.000197,5.4e-05,0.000208
2457,10.1,11.0,0.03242,0.00081,0.00014,0.00075,0.008342,0.000209,5.7e-05,0.000214
2457,11.0,12.0,0.02484,0.00066,0.00012,0.00057,0.007861,0.00021,5.5e-05,0.000201
2457,12.0,13.0,0.02097,0.00059,0.0001,0.00048,0.008084,0.00023,5.7e-05,0.000206
2457,13.0,14.1,0.01684,0.0005,8e-05,0.00038,0.00798,0.000237,5.7e-05,0.000204
2457,14.1,15.3,0.01317,0.00041,7e-05,0.0003,0.007577,0.000237,5.4e-05,0.000193
2457,15.3,16.6,0.01081,0.00035,6e-05,0.00024,0.007658,0.000247,5.6e-05,0.000196
2457,16.6,18.0,0.008045,0.000279,4.2e-05,0.000182,0.007041,0.000245,5.2e-05,0.00018
2457,18.0,19.5,0.007007,0.00024,3.7e-05,0.000159,0.007548,0.000259,5.6e-05,0.000193
2457,19.5,21.1,0.005277,0.000192,2.8e-05,0.00012,0.006985,0.000255,5.2e-05,0.00018
2457,21.1,22.8,0.004677,0.000168,2.6e-05,0.000107,0.007569,0.000273,5.7e-05,0.000195
2457,22.8,24.7,0.003602,0.000134,2e-05,8.2e-05,0.007195,0.000268,5.5e-05,0.000186
2457,24.7,26.7,0.002878,0.000113,1.6e-05,6.6e-05,0.007068,0.000279,5.4e-05,0.000184
2457,26.7,28.8,0.002192,9.5e-05,1.3e-05,5.1e-05,0.006599,0.000286,5.1e-05,0.000173
2457,28.8,31.1,0.001806,8.1e-05,1.1e-05,4.2e-05,0.006687,0.000302,5.3e-05,0.000176
2457,31.1,33.5,0.001483,7.2e-05,9e-06,3.5e-05,0.006705,0.000325,5.4e-05,0.000178
2457,33.5,36.1,0.001096,5.9e-05,7e-06,2.6e-05,0.006073,0.000329,5e-05,0.000162
2457,36.1,38.9,0.0009514,5.31e-05,6.2e-06,2.26e-05,0.006407,0.000359,5.4e-05,0.000173
2457,38.9,41.9,0.0007322,4.5e-05,4.9e-06,1.75e-05,0.00601,0.00037,5.1e-05,0.000163
2457,41.9,45.1,0.0005847,3.89e-05,4.1e-06,1.41e-05,0.005833,0.000389,5.1e-05,0.00016
2457,45.1,48.5,0.0004626,3.35e-05,3.3e-06,1.13e-05,0.005666,0.000412,5e-05,0.000157
2457,48.5,52.2,0.0004081,3.01e-05,3e-06,1e-05,0.006103,0.000452,5.4e-05,0.000171
2457,52.2,56.1,0.0002797,2.43e-05,2e-06,6.9e-06,0.005119,0.000446,4.6e-05,0.000144
2457,56.1,60.3,0.0002252,2.1e-05,1.7e-06,5.6e-06,0.005014,0.000468,4.5e-05,0.000143
2458,1.92,2.15,0.3343,0.0135,0.0041,0.0105,0.007172,0.000289,0.000112,0.000251
2458,2.15,2.4,0.3703,0.0127,0.0036,0.0105,0.008107,0.000278,0.000102,0.000252
2458,2.4,2.67,0.3537,0.0109,0.0018,0.0096,0.008151,0.000251,6.9e-05,0.00024
2458,2.67,2.97,0.3431,0.0096,0.0015,0.0094,0.008522,0.00024,6.7e-05,0.000251
2458,2.97,3.29,0.3149,0.0083,0.0015,0.0083,0.008517,0.000225,6.6e-05,0.000244
2458,3.29,3.64,0.2905,0.0072,0.001,0.0074,0.008788,0.000219,6e-05,0.000244
2458,3.64,4.02,0.2681,0.0063,0.0006,0.0067,0.009222,0.000218,5.8e-05,0.000251
2458,4.02,4.43,0.2311,0.0053,0.0005,0.0057,0.009148,0.000209,5.5e-05,0.000246
2458,4.43,4.88,0.1897,0.0041,0.0004,0.0046,0.008746,0.000191,5.3e-05,0.000234
2458,4.88,5.37,0.1595,0.0034,0.0004,0.0039,0.008708,0.000187,5.4e-05,0.000231
2458,5.37,5.9,0.1336,0.0028,0.0004,0.0032,0.008622,0.000185,5.4e-05,0.000227
2458,5.9,6.47,0.115,0.0024,0.0004,0.0027,0.008929,0.000187,5.7e-05,0.000234
2458,6.47,7.09,0.09081,0.00192,0.00031,0.00215,0.00849,0.00018,5.5e-05,0.000221
2458,7.09,7.76,0.07377,0.00157,0.00026,0.00173,0.008372,0.000179,5.5e-05,0.000217
2458,7.76,8.48,0.06116,0.00131,0.00022,0.00143,0.008459,0.000182,5.6e-05,0.000219
2458,8.48,9.26,0.05,0.00111,0.0002,0.00116,0.008453,0.000188,5.7e-05,0.000218
2458,9.26,10.1,0.0401,0.00094,0.00017,0.00093,0.00829,0.000194,5.8e-05,0.000213
2458,10.1,11.0,0.03362,0.00081,0.00015,0.00077,0.008533,0.000207,6.1e-05,0.000219
2458,11.0,12.0,0.02597,0.00066,0.00012,0.00059,0.008075,0.000208,5.8e-05,0.000207
2458,12.0,13.0,0.0213,0.00059,0.00011,0.00049,0.008125,0.000226,6e-05,0.000208
2458,13.0,14.1,0.01787,0.0005,9e-05,0.00041,0.008332,0.000236,6.3e-05,0.000213
2458,14.1,15.3,0.01442,0.00042,8e-05,0.00033,0.008232,0.000242,6.2e-05,0.00021
2458,15.3,16.6,0.01046,0.00034,6e-05,0.00024,0.00738,0.000238,5.7e-05,0.000188
2458,16.6,18.0,0.008449,0.000281,4.7e-05,0.000191,0.007342,0.000245,5.7e-05,0.000188
2458,18.0,19.5,0.006572,0.000228,3.7e-05,0.000149,0.007055,0.000245,5.5e-05,0.000181
2458,19.5,21.1,0.005773,0.000197,3.3e-05,0.000131,0.007582,0.00026,6e-05,0.000195
2458,21.1,22.8,0.004249,0.000157,2.4e-05,9.7e-05,0.006839,0.000254,5.4e-05,0.000176
2458,22.8,24.7,0.003459,0.000129,2e-05,7.9e-05,0.00688,0.000257,5.5e-05,0.000178
2458,24.7,26.7,0.002805,0.00011,1.6e-05,6.4e-05,0.00686,0.00027,5.5e-05,0.000179
2458,26.7,28.8,0.002195,9.3e-05,1.3e-05,5.1e-05,0.006556,0.00028,5.3e-05,0.000172
2458,28.8,31.1,0.001678,7.7e-05,1e-05,3.9e-05,0.006159,0.000284,5e-05,0.000162
2458,31.1,33.5,0.001493,7.1e-05,9e-06,3.5e-05,0.006702,0.000319,5.6e-05,0.000178
2458,33.5,36.1,0.001076,5.8e-05,7e-06,2.5e-05,0.005882,0.000316,4.9e-05,0.000157
2458,36.1,38.9,0.0009102,5.11e-05,6e-06,2.16e-05,0.006074,0.000342,5.2e-05,0.000164
2458,38.9,41.9,0.0006804,4.27e-05,4.6e-06,1.63e-05,0.005624,0.000354,4.9e-05,0.000153
2458,41.9,45.1,0.000598,3.87e-05,4.2e-06,1.45e-05,0.00603,0.000391,5.3e-05,0.000165
2458,45.1,48.5,0.0005007,3.43e-05,3.6e-06,1.22e-05,0.006158,0.000423,5.5e-05,0.00017
2458,48.5,52.2,0.0003158,2.61e-05,2.3e-06,7.8e-06,0.004722,0.000391,4.3e-05,0.000132
2458,52.2,56.1,0.0002927,2.45e-05,2.1e-06,7.3e-06,0.005364,0.000449,4.9e-05,0.000151
2458,56.1,60.3,0.000209,1.99e-05,1.5e-06,5.2e-06,0.004591,0.000438,4.2e-05,0.000131
2459,1.92,2.15,0.3353,0.0146,0.004,0.0106,0.007116,0.000311,0.000108,0.000249
2459,2.15,2.4,0.3474,0.0133,0.0029,0.0099,0.007564,0.00029,8.5e-05,0.000235
2459,2.4,2.67,0.3538,0.0117,0.0015,0.0096,0.008106,0.00027,6.3e-05,0.000239
2459,2.67,2.97,0.335,0.0103,0.0014,0.0091,0.008276,0.000255,6.1e-05,0.000244
2459,2.97,3.29,0.3238,0.0091,0.0015,0.0086,0.008738,0.000246,6.5e-05,0.00025
2459,3.29,3.64,0.2785,0.0076,0.001,0.0071,0.00846,0.000233,5.5e-05,0.000235
2459,3.64,4.02,0.2534,0.0066,0.0006,0.0063,0.008711,0.000229,5.1e-05,0.000237
2459,4.02,4.43,0.2233,0.0056,0.0005,0.0055,0.008817,0.000221,4.9e-05,0.000237
2459,4.43,4.88,0.1887,0.0045,0.0004,0.0046,0.008702,0.000206,4.9e-05,0.000232
2459,4.88,5.37,0.1606,0.0037,0.0004,0.0039,0.00872,0.000201,5e-05,0.000231
2459,5.37,5.9,0.1331,0.0031,0.0004,0.0032,0.008637,0.0002,5e-05,0.000228
2459,5.9,6.47,0.1116,0.0026,0.0004,0.0027,0.00867,0.000199,5.1e-05,0.000227
2459,6.47,7.09,0.09471,0.00212,0.00033,0.00224,0.008918,0.0002,5.4e-05,0.000233
2459,7.09,7.76,0.07398,0.0017,0.00026,0.00174,0.00846,0.000195,5.1e-05,0.00022
2459,7.76,8.48,0.05855,0.00139,0.00022,0.00137,0.008135,0.000193,5e-05,0.00021
2459,8.48,9.26,0.04755,0.00116,0.00019,0.0011,0.008034,0.000197,5.1e-05,0.000207
2459,9.26,10.1,0.03859,0.00099,0.00016,0.00089,0.008001,0.000206,5.1e-05,0.000206
2459,10.1,11.0,0.0322,0.00086,0.00015,0.00074,0.008166,0.000218,5.5e-05,0.000209
2459,11.0,12.0,0.02577,0.00071,0.00013,0.00059,0.008028,0.000223,5.6e-05,0.000205
2459,12.0,13.0,0.0209,0.00063,0.0001,0.00048,0.008019,0.000242,5.5e-05,0.000205
2459,13.0,14.1,0.01659,0.00052,8e-05,0.00038,0.007742,0.000245,5.3e-05,0.000198
2459,14.1,15.3,0.01334,0.00044,6e-05,0.0003,0.007682,0.000253,5.3e-05,0.000196
2459,15.3,16.6,0.01078,0.00037,5e-05,0.00024,0.007584,0.00026,5.3e-05,0.000194
2459,16.6,18.0,0.008633,0.000307,4.5e-05,0.000195,0.007495,0.000267,5.4e-05,0.000192
2459,18.0,19.5,0.006626,0.000247,3.5e-05,0.00015,0.007061,0.000264,5.1e-05,0.000181
2459,19.5,21.1,0.005211,0.000202,2.8e-05,0.000118,0.006835,0.000266,5e-05,0.000176
