bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,boron_flux m^-2sr^-1s^-1GV^-1,boron_flux_error_statistical m^-2sr^-1s^-1GV^-1,boron_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,boron_flux_error_time_independent m^-2sr^-1s^-1GV^-1,boron_to_helium_ratio,boron_to_helium_ratio_error_statistical,boron_to_helium_ratio_error_time_dependent,boron_to_helium_ratio_error_time_independent
2504,18.0,19.5,0.006758,0.000252,3.7e-05,0.000153,0.007229,0.00027,5.3e-05,0.000185
2504,19.5,21.1,0.005314,0.000206,3e-05,0.000121,0.007024,0.000273,5.2e-05,0.000181
2504,21.1,22.8,0.004245,0.000171,2.4e-05,9.7e-05,0.006878,0.000278,5.1e-05,0.000177
2504,22.8,24.7,0.003358,0.000138,1.9e-05,7.7e-05,0.0067,0.000276,5e-05,0.000174
2504,24.7,26.7,0.002804,0.000119,1.6e-05,6.4e-05,0.006907,0.000295,5.2e-05,0.00018
2504,26.7,28.8,0.002087,9.9e-05,1.2e-05,4.8e-05,0.006266,0.000297,4.8e-05,0.000164
2504,28.8,31.1,0.00176,8.6e-05,1.1e-05,4.1e-05,0.006512,0.000318,5.1e-05,0.000172
2504,31.1,33.5,0.001464,7.6e-05,9e-06,3.4e-05,0.006649,0.000347,5.2e-05,0.000176
2504,33.5,36.1,0.001084,6.3e-05,7e-06,2.6e-05,0.006003,0.000349,4.8e-05,0.00016
2504,36.1,38.9,0.0009056,5.53e-05,5.9e-06,2.15e-05,0.006173,0.000378,5e-05,0.000166
2504,38.9,41.9,0.0005946,4.33e-05,4e-06,1.43e-05,0.004954,0.000361,4.1e-05,0.000135
2504,41.9,45.1,0.000569,4.09e-05,3.9e-06,1.38e-05,0.005736,0.000414,4.8e-05,0.000157
2504,45.1,48.5,0.0004818,3.65e-05,3.4e-06,1.17e-05,0.005968,0.000454,5.1e-05,0.000165
2504,48.5,52.2,0.0003521,2.99e-05,2.5e-06,8.7e-06,0.005352,0.000456,4.7e-05,0.00015
2504,52.2,56.1,0.0002631,2.52e-05,1.9e-06,6.5e-06,0.00487,0.000467,4.3e-05,0.000137
2504,56.1,60.3,0.0002352,2.29e-05,1.7e-06,5.9e-06,0.00531,0.000519,4.7e-05,0.000151
2505,1.92,2.15,0.6962,0.0226,0.0114,0.022,0.006982,0.000227,0.000127,0.000244
2505,2.15,2.4,0.6783,0.0197,0.0065,0.0192,0.007718,0.000224,9e-05,0.00024
2505,2.4,2.67,0.6202,0.0162,0.0043,0.0168,0.008089,0.000212,7.6e-05,0.000238
2505,2.67,2.97,0.5544,0.0136,0.0032,0.0151,0.008373,0.000207,6.9e-05,0.000247
2505,2.97,3.29,0.4777,0.0112,0.0034,0.0127,0.008392,0.000198,7.6e-05,0.00024
2505,3.29,3.64,0.4223,0.0094,0.0021,0.0108,0.008838,0.000198,6.6e-05,0.000246
2505,3.64,4.02,0.3508,0.0078,0.0012,0.0088,0.008831,0.000196,5.8e-05,0.00024
2505,4.02,4.43,0.2864,0.0062,0.0009,0.0071,0.008708,0.00019,5.4e-05,0.000234
2505,4.43,4.88,0.2417,0.0049,0.0008,0.0059,0.008921,0.000181,5.6e-05,0.000238
2505,4.88,5.37,0.1905,0.0039,0.0007,0.0046,0.008601,0.000176,5.4e-05,0.000228
2505,5.37,5.9,0.1557,0.0032,0.0006,0.0037,0.008609,0.000177,5.4e-05,0.000227
2505,5.9,6.47,0.1238,0.0026,0.0005,0.0029,0.008399,0.000175,5.3e-05,0.00022
2505,6.47,7.09,0.1016,0.0021,0.0004,0.0024,0.008517,0.000176,5.4e-05,0.000222
2505,7.09,7.76,0.08282,0.00171,0.00032,0.00194,0.008612,0.000178,5.4e-05,0.000224
2505,7.76,8.48,0.06538,0.00139,0.00026,0.00153,0.0084,0.000179,5.3e-05,0.000217
2505,8.48,9.26,0.05271,0.00116,0.00022,0.00122,0.008388,0.000186,5.4e-05,0.000216
2505,9.26,10.1,0.0437,0.001,0.0002,0.00101,0.008606,0.000197,5.7e-05,0.000221
2505,10.1,11.0,0.03419,0.00083,0.00016,0.00079,0.008337,0.000204,5.6e-05,0.000214
2505,11.0,12.0,0.02693,0.00069,0.00013,0.00062,0.008114,0.000208,5.6e-05,0.000208
2505,12.0,13.0,0.02152,0.0006,0.00011,0.00049,0.008054,0.000227,5.7e-05,0.000206
2505,13.0,14.1,0.01784,0.00051,0.0001,0.00041,0.008208,0.000237,6e-05,0.000209
2505,14.1,15.3,0.01463,0.00043,8e-05,0.00033,0.00829,0.000246,6.1e-05,0.000212
2505,15.3,16.6,0.01111,0.00035,7e-05,0.00025,0.007792,0.000248,6.1e-05,0.000199
2505,16.6,18.0,0.008607,0.000288,5.7e-05,0.000195,0.007438,0.000249,6.1e-05,0.00019
2505,18.0,19.5,0.006928,0.000237,4.4e-05,0.000157,0.007453,0.000256,5.9e-05,0.000191
2505,19.5,21.1,0.005714,0.000198,3.4e-05,0.00013,0.007521,0.000262,5.8e-05,0.000193
2505,21.1,22.8,0.004556,0.000164,2.7e-05,0.000104,0.007399,0.000268,5.6e-05,0.000191
2505,22.8,24.7,0.003402,0.000129,2.1e-05,7.8e-05,0.006824,0.00026,5.3e-05,0.000177
2505,24.7,26.7,0.002912,0.000113,1.8e-05,6.7e-05,0.00718,0.000279,5.6e-05,0.000187
2505,26.7,28.8,0.002178,9.3e-05,1.3e-05,5e-05,0.006539,0.000281,5.1e-05,0.000171
2505,28.8,31.1,0.001844,8.1e-05,1.1e-05,4.3e-05,0.006854,0.000302,5.4e-05,0.000181
2505,31.1,33.5,0.00142,6.9e-05,9e-06,3.3e-05,0.006456,0.000315,5.1e-05,0.000171
2505,33.5,36.1,0.00118,6e-05,8e-06,2.8e-05,0.006499,0.000334,5.2e-05,0.000174
2505,36.1,38.9,0.0008954,5.07e-05,5.9e-06,2.13e-05,0.006033,0.000343,4.9e-05,0.000163
2505,38.9,41.9,0.0006505,4.18e-05,4.4e-06,1.56e-05,0.005397,0.000347,4.5e-05,0.000147
2505,41.9,45.1,0.0005823,3.82e-05,4.1e-06,1.41e-05,0.005872,0.000387,5e-05,0.000161
2505,45.1,48.5,0.0004423,3.23e-05,3.2e-06,1.08e-05,0.00553,0.000405,4.8e-05,0.000153
2505,48.5,52.2,0.0003774,2.86e-05,2.7e-06,9.3e-06,0.005778,0.000439,5e-05,0.000161
2505,52.2,56.1,0.0002498,2.26e-05,1.8e-06,6.2e-06,0.004642,0.000421,4.1e-05,0.000131
2505,56.1,60.3,0.0002903,2.35e-05,2.1e-06,7.2e-06,0.006522,0.000529,5.7e-05,0.000186
2506,1.92,2.15,0.6936,0.0231,0.011,0.0219,0.006977,0.000233,0.000121,0.000244
2506,2.15,2.4,0.6793,0.0199,0.0063,0.0193,0.007744,0.000227,8.3e-05,0.000241
2506,2.4,2.67,0.5392,0.0151,0.003,0.0146,0.00708,0.000199,5.3e-05,0.000209
2506,2.67,2.97,0.5143,0.0131,0.003,0.014,0.0078,0.000199,5.8e-05,0.00023
2506,2.97,3.29,0.4773,0.0112,0.0028,0.0127,0.008489,0.000199,6.2e-05,0.000243
2506,3.29,3.64,0.3984,0.0091,0.0013,0.0102,0.008404,0.000193,4.5e-05,0.000234
2506,3.64,4.02,0.3569,0.0078,0.001,0.0089,0.009063,0.0002,4.4e-05,0.000246
2506,4.02,4.43,0.2832,0.0062,0.0008,0.007,0.008668,0.00019,4.1e-05,0.000233
2506,4.43,4.88,0.2442,0.0049,0.0008,0.006,0.009084,0.000184,4.4e-05,0.000243
2506,4.88,5.37,0.1844,0.0038,0.0007,0.0045,0.00836,0.000174,4.2e-05,0.000222
2506,5.37,5.9,0.1596,0.0032,0.0006,0.0038,0.008874,0.00018,4.5e-05,0.000234
2506,5.9,6.47,0.1278,0.0026,0.0005,0.003,0.008723,0.000179,4.6e-05,0.000229
2506,6.47,7.09,0.1003,0.0021,0.0004,0.0024,0.008472,0.000176,4.5e-05,0.000221
2506,7.09,7.76,0.08077,0.00168,0.00034,0.0019,0.008439,0.000176,4.4e-05,0.000219
2506,7.76,8.48,0.06609,0.0014,0.00028,0.00154,0.008546,0.000181,4.5e-05,0.000221
2506,8.48,9.26,0.05184,0.00115,0.00023,0.0012,0.008283,0.000184,4.5e-05,0.000213
2506,9.26,10.1,0.04212,0.00098,0.00019,0.00097,0.008329,0.000194,4.6e-05,0.000214
2506,10.1,11.0,0.03421,0.00083,0.00016,0.00079,0.008355,0.000204,4.8e-05,0.000214
2506,11.0,12.0,0.02763,0.0007,0.00014,0.00063,0.008379,0.000212,4.9e-05,0.000214
2506,12.0,13.0,0.02217,0.00061,0.00011,0.00051,0.008278,0.000229,5e-05,0.000211
2506,13.0,14.1,0.01701,0.0005,9e-05,0.00039,0.007782,0.000229,4.8e-05,0.000199
2506,14.1,15.3,0.0136,0.00042,7e-05,0.00031,0.007717,0.000237,4.7e-05,0.000197
2506,15.3,16.6,0.01057,0.00034,6e-05,0.00024,0.007374,0.00024,4.6e-05,0.000188
2506,16.6,18.0,0.008863,0.000291,5.1e-05,0.000201,0.00763,0.000252,4.9e-05,0.000195
2506,18.0,19.5,0.006517,0.00023,3.7e-05,0.000148,0.006934,0.000245,4.4e-05,0.000178
2506,19.5,21.1,0.005496,0.000195,3.1e-05,0.000125,0.007194,0.000255,4.6e-05,0.000185
2506,21.1,22.8,0.004446,0.000162,2.5e-05,0.000101,0.007202,0.000264,4.7e-05,0.000186
2506,22.8,24.7,0.003349,0.000128,1.9e-05,7.7e-05,0.006678,0.000255,4.4e-05,0.000173
2506,24.7,26.7,0.002672,0.000108,1.6e-05,6.1e-05,0.006556,0.000265,4.3e-05,0.000171
2506,26.7,28.8,0.002274,9.5e-05,1.4e-05,5.3e-05,0.006884,0.000289,4.6e-05,0.00018
2506,28.8,31.1,0.001888,8.2e-05,1.2e-05,4.4e-05,0.006974,0.000303,4.8e-05,0.000184
2506,31.1,33.5,0.001369,6.8e-05,9e-06,3.2e-05,0.00621,0.000308,4.3e-05,0.000165
2506,33.5,36.1,0.001247,6.2e-05,8e-06,2.9e-05,0.006943,0.000347,4.9e-05,0.000186
2506,36.1,38.9,0.0009014,5.08e-05,6e-06,2.14e-05,0.006118,0.000346,4.5e-05,0.000165
2506,38.9,41.9,0.000667,4.22e-05,4.5e-06,1.6e-05,0.005557,0.000353,4.1e-05,0.000151
2506,41.9,45.1,0.0005905,3.84e-05,4.1e-06,1.43e-05,0.005953,0.000389,4.5e-05,0.000163
2506,45.1,48.5,0.0003999,3.07e-05,2.9e-06,9.8e-06,0.00488,0.000375,3.8e-05,0.000135
2506,48.5,52.2,0.0003868,2.89e-05,2.8e-06,9.5e-06,0.005799,0.000434,4.6e-05,0.000162
2506,52.2,56.1,0.0002767,2.38e-05,2e-06,6.9e-06,0.005083,0.000438,4e-05,0.000143
2506,56.1,60.3,0.0002235,2.06e-05,1.7e-06,5.6e-06,0.00496,0.000458,4e-05,0.000141
2507,1.92,2.15,0.6985,0.0231,0.0081,0.022,0.006864,0.000227,9.6e-05,0.00024
2507,2.15,2.4,0.6781,0.0199,0.0047,0.0192,0.007603,0.000223,7e-05,0.000236
2507,2.4,2.67,0.5717,0.0157,0.0014,0.0155,0.007377,0.000203,4.6e-05,0.000217
2507,2.67,2.97,0.5268,0.0133,0.0025,0.0144,0.007903,0.000201,5.7e-05,0.000233
2507,2.97,3.29,0.4808,0.0113,0.0025,0.0127,0.008453,0.0002,6.1e-05,0.000242
2507,3.29,3.64,0.4222,0.0095,0.0015,0.0108,0.008831,0.000199,5.4e-05,0.000245
2507,3.64,4.02,0.3535,0.0079,0.001,0.0088,0.008892,0.000198,4.8e-05,0.000242
2507,4.02,4.43,0.2922,0.0063,0.0008,0.0072,0.008885,0.000193,4.7e-05,0.000239
2507,4.43,4.88,0.2309,0.0048,0.0007,0.0056,0.00852,0.000178,4.6e-05,0.000228
2507,4.88,5.37,0.2067,0.0041,0.0007,0.005,0.009324,0.000184,5.1e-05,0.000247
2507,5.37,5.9,0.1541,0.0032,0.0006,0.0037,0.008521,0.000177,4.8e-05,0.000225
2507,5.9,6.47,0.1275,0.0026,0.0005,0.003,0.008671,0.000179,4.9e-05,0.000227
2507,6.47,7.09,0.1027,0.0021,0.0004,0.0024,0.008651,0.000179,4.9e-05,0.000226
2507,7.09,7.76,0.08182,0.0017,0.00033,0.00192,0.008537,0.000178,4.9e-05,0.000222
2507,7.76,8.48,0.06709,0.00141,0.00029,0.00157,0.008669,0.000183,5e-05,0.000224
2507,8.48,9.26,0.05241,0.00116,0.00024,0.00122,0.008383,0.000187,5.1e-05,0.000216
2507,9.26,10.1,0.04287,0.00099,0.00021,0.00099,0.00844,0.000195,5.3e-05,0.000217
2507,10.1,11.0,0.03322,0.00082,0.00017,0.00076,0.008113,0.000202,5.2e-05,0.000208
2507,11.0,12.0,0.02616,0.00068,0.00014,0.0006,0.007921,0.000206,5.2e-05,0.000203
2507,12.0,13.0,0.02091,0.00059,0.00011,0.00048,0.007804,0.000223,5.2e-05,0.000199
2507,13.0,14.1,0.01651,0.00049,9e-05,0.00038,0.007599,0.000228,5.1e-05,0.000194
2507,14.1,15.3,0.01351,0.00042,8e-05,0.00031,0.00763,0.000236,5.2e-05,0.000195
2507,15.3,16.6,0.01086,0.00035,6e-05,0.00025,0.007612,0.000245,5.2e-05,0.000194
2507,16.6,18.0,0.008644,0.000289,4.7e-05,0.000196,0.007505,0.000252,5e-05,0.000192
2507,18.0,19.5,0.006959,0.000238,3.7e-05,0.000158,0.007419,0.000255,4.9e-05,0.00019
2507,19.5,21.1,0.005648,0.000197,3e-05,0.000128,0.007457,0.000261,4.9e-05,0.000192
2507,21.1,22.8,0.00435,0.000161,2.4e-05,9.9e-05,0.007039,0.000261,4.7e-05,0.000182
2507,22.8,24.7,0.003465,0.00013,2e-05,7.9e-05,0.006949,0.000262,4.8e-05,0.00018
2507,24.7,26.7,0.002805,0.000111,1.6e-05,6.4e-05,0.006906,0.000274,4.8e-05,0.00018
2507,26.7,28.8,0.002304,9.6e-05,1.4e-05,5.3e-05,0.006976,0.000292,4.9e-05,0.000183
2507,28.8,31.1,0.001781,8e-05,1.1e-05,4.1e-05,0.006592,0.000296,4.8e-05,0.000174
2507,31.1,33.5,0.001288,6.6e-05,8e-06,3e-05,0.00583,0.0003,4.3e-05,0.000155
2507,33.5,36.1,0.001021,5.6e-05,7e-06,2.4e-05,0.005673,0.000315,4.3e-05,0.000152
2507,36.1,38.9,0.0008267,4.89e-05,5.5e-06,1.97e-05,0.005608,0.000333,4.3e-05,0.000151
2507,38.9,41.9,0.0006543,4.2e-05,4.4e-06,1.57e-05,0.005385,0.000347,4.2e-05,0.000146
2507,41.9,45.1,0.0006152,3.94e-05,4.3e-06,1.49e-05,0.00625,0.000402,5e-05,0.000171
2507,45.1,48.5,0.0005324,3.55e-05,3.8e-06,1.3e-05,0.006602,0.000442,5.4e-05,0.000183
2507,48.5,52.2,0.000407,2.98e-05,3e-06,1e-05,0.006098,0.000447,5e-05,0.00017
2507,52.2,56.1,0.0003509,2.69e-05,2.6e-06,8.7e-06,0.006448,0.000496,5.4e-05,0.000182
2507,56.1,60.3,0.0002181,2.04e-05,1.6e-06,5.4e-06,0.004906,0.00046,4.1e-05,0.00014
2508,1.92,2.15,0.7267,0.023,0.0074,0.0229,0.007104,0.000226,9e-05,0.000248
2508,2.15,2.4,0.6706,0.0193,0.0032,0.019,0.007449,0.000215,5.6e-05,0.000232
2508,2.4,2.67,0.5772,0.0154,0.0021,0.0156,0.007403,0.000198,4.8e-05,0.000218
2508,2.67,2.97,0.5335,0.0131,0.0026,0.0146,0.0079,0.000195,5.4e-05,0.000233
2508,2.97,3.29,0.4817,0.0111,0.0022,0.0128,0.008372,0.000193,5.4e-05,0.00024
2508,3.29,3.64,0.4298,0.0094,0.0014,0.011,0.008894,0.000195,4.7e-05,0.000247
2508,3.64,4.02,0.3514,0.0077,0.0009,0.0088,0.008754,0.000192,4.3e-05,0.000238
2508,4.02,4.43,0.2971,0.0063,0.0008,0.0073,0.008963,0.00019,4.3e-05,0.000241
2508,4.43,4.88,0.241,0.0048,0.0008,0.0059,0.008812,0.000178,4.3e-05,0.000235
2508,4.88,5.37,0.1927,0.0039,0.0007,0.0047,0.008633,0.000174,4.3e-05,0.000229
2508,5.37,5.9,0.155,0.0032,0.0006,0.0037,0.008492,0.000174,4.4e-05,0.000224
2508,5.9,6.47,0.1303,0.0026,0.0005,0.0031,0.008787,0.000177,4.7e-05,0.00023
2508,6.47,7.09,0.1018,0.0021,0.0004,0.0024,0.008489,0.000174,4.6e-05,0.000221
2508,7.09,7.76,0.08282,0.00169,0.00036,0.00194,0.00854,0.000175,4.6e-05,0.000222
2508,7.76,8.48,0.06424,0.00137,0.00029,0.0015,0.008189,0.000175,4.5e-05,0.000212
2508,8.48,9.26,0.05076,0.00113,0.00024,0.00118,0.008037,0.00018,4.5e-05,0.000207
2508,9.26,10.1,0.04135,0.00096,0.0002,0.00095,0.008093,0.000189,4.7e-05,0.000208
2508,10.1,11.0,0.03301,0.00081,0.00016,0.00076,0.008019,0.000199,4.6e-05,0.000206
2508,11.0,12.0,0.02509,0.00066,0.00012,0.00057,0.007539,0.000199,4.4e-05,0.000193
2508,12.0,13.0,0.02109,0.00059,0.0001,0.00048,0.007839,0.000221,4.6e-05,0.0002
2508,13.0,14.1,0.01764,0.00051,9e-05,0.0004,0.008065,0.000232,4.8e-05,0.000206
2508,14.1,15.3,0.01405,0.00042,7e-05,0.00032,0.007893,0.000237,4.8e-05,0.000201
2508,15.3,16.6,0.01118,0.00035,6e-05,0.00025,0.007774,0.000244,4.9e-05,0.000198
2508,16.6,18.0,0.008861,0.000289,5e-05,0.000201,0.007628,0.000249,4.9e-05,0.000195
2508,18.0,19.5,0.007112,0.000237,4e-05,0.000161,0.007533,0.000252,4.9e-05,0.000193
2508,19.5,21.1,0.005736,0.000196,3.3e-05,0.00013,0.00749,0.000257,4.9e-05,0.000192
2508,21.1,22.8,0.004539,0.000162,2.6e-05,0.000103,0.00733,0.000263,4.8e-05,0.000189
2508,22.8,24.7,0.003418,0.000128,2e-05,7.8e-05,0.006811,0.000255,4.6e-05,0.000177
2508,24.7,26.7,0.002734,0.000108,1.6e-05,6.3e-05,0.006688,0.000266,4.5e-05,0.000174
2508,26.7,28.8,0.002217,9.4e-05,1.3e-05,5.1e-05,0.006681,0.000283,4.5e-05,0.000175
2508,28.8,31.1,0.001836,8.1e-05,1.1e-05,4.3e-05,0.006769,0.000298,4.7e-05,0.000178
2508,31.1,33.5,0.001497,7.1e-05,9e-06,3.5e-05,0.006762,0.000322,4.7e-05,0.000179
2508,33.5,36.1,0.001102,5.8e-05,7e-06,2.6e-05,0.00608,0.000323,4.3e-05,0.000163
2508,36.1,38.9,0.0009054,5.1e-05,6e-06,2.15e-05,0.006094,0.000344,4.4e-05,0.000164
2508,38.9,41.9,0.0007124,4.37e-05,4.8e-06,1.71e-05,0.005934,0.000365,4.4e-05,0.000161
2508,41.9,45.1,0.0005399,3.68e-05,3.8e-06,1.31e-05,0.005394,0.000368,4.1e-05,0.000148
2508,45.1,48.5,0.0004691,3.32e-05,3.4e-06,1.14e-05,0.00576,0.000409,4.5e-05,0.000159
2508,48.5,52.2,0.0004082,2.97e-05,3e-06,1e-05,0.006175,0.000451,4.9e-05,0.000173
2508,52.2,56.1,0.0002633,2.32e-05,1.9e-06,6.5e-06,0.004813,0.000425,3.8e-05,0.000136
2508,56.1,60.3,0.0002605,2.22e-05,1.9e-06,6.5e-06,0.005789,0.000495,4.6e-05,0.000165
2509,1.92,2.15,0.6852,0.0225,0.0081,0.0216,0.006933,0.000228,0.000101,0.000242
2509,2.15,2.4,0.6932,0.0198,0.0053,0.0197,0.007966,0.000228,8.4e-05,0.000248
2509,2.4,2.67,0.5856,0.0157,0.0019,0.0159,0.00772,0.000207,5.9e-05,0.000227
2509,2.67,2.97,0.5526,0.0135,0.0029,0.0151,0.008415,0.000207,7.1e-05,0.000248
2509,2.97,3.29,0.4873,0.0113,0.003,0.0129,0.008686,0.000202,7.7e-05,0.000249
2509,3.29,3.64,0.4068,0.0092,0.0019,0.0104,0.00862,0.000196,6.8e-05,0.00024
2509,3.64,4.02,0.3556,0.0078,0.0012,0.0089,0.009055,0.000199,6.3e-05,0.000246
2509,4.02,4.43,0.282,0.0061,0.0009,0.007,0.008705,0.00019,5.9e-05,0.000234
2509,4.43,4.88,0.235,0.0048,0.0008,0.0057,0.008797,0.00018,6.1e-05,0.000235
2509,4.88,5.37,0.1856,0.0038,0.0007,0.0045,0.0085,0.000175,5.9e-05,0.000225
2509,5.37,5.9,0.1578,0.0032,0.0006,0.0038,0.00883,0.00018,6.1e-05,0.000233
2509,5.9,6.47,0.1277,0.0026,0.0005,0.003,0.008794,0.00018,6e-05,0.00023
2509,6.47,7.09,0.1022,0.0021,0.0004,0.0024,0.008679,0.000178,5.9e-05,0.000226
2509,7.09,7.76,0.08065,0.00168,0.00031,0.00189,0.008479,0.000177,5.8e-05,0.00022
2509,7.76,8.48,0.06464,0.00138,0.00026,0.00151,0.008427,0.00018,5.9e-05,0.000218
2509,8.48,9.26,0.05291,0.00116,0.00023,0.00123,0.008475,0.000187,6.1e-05,0.000218
2509,9.26,10.1,0.0427,0.00098,0.0002,0.00099,0.008491,0.000196,6.2e-05,0.000218
2509,10.1,11.0,0.03285,0.00081,0.00016,0.00076,0.008077,0.000201,6e-05,0.000207
2509,11.0,12.0,0.02748,0.00069,0.00014,0.00063,0.008396,0.000213,6.4e-05,0.000215
2509,12.0,13.0,0.02189,0.00061,0.00011,0.0005,0.008232,0.000229,6.3e-05,0.00021
2509,13.0,14.1,0.01655,0.00049,9e-05,0.00038,0.007631,0.000227,5.9e-05,0.000195
2509,14.1,15.3,0.01388,0.00042,7e-05,0.00031,0.007868,0.000239,6.1e-05,0.000201
2509,15.3,16.6,0.01109,0.00035,6e-05,0.00025,0.007816,0.000247,6e-05,0.0002
2509,16.6,18.0,0.008577,0.000285,4.6e-05,0.000194,0.007487,0.00025,5.8e-05,0.000191
2509,18.0,19.5,0.006472,0.000228,3.5e-05,0.000147,0.006927,0.000244,5.4e-05,0.000177
2509,19.5,21.1,0.005424,0.000192,3e-05,0.000123,0.007158,0.000254,5.7e-05,0.000184
2509,21.1,22.8,0.004394,0.000161,2.5e-05,0.0001,0.007144,0.000262,5.7e-05,0.000184
2509,22.8,24.7,0.003456,0.000129,2e-05,7.9e-05,0.006909,0.000259,5.6e-05,0.000179
2509,24.7,26.7,0.002526,0.000105,1.5e-05,5.8e-05,0.006236,0.000259,5.1e-05,0.000162
2509,26.7,28.8,0.00227,9.5e-05,1.4e-05,5.2e-05,0.006881,0.000289,5.6e-05,0.00018
2509,28.8,31.1,0.001785,8e-05,1.1e-05,4.1e-05,0.006643,0.000297,5.5e-05,0.000175
2509,31.1,33.5,0.001414,6.9e-05,9e-06,3.3e-05,0.00649,0.000318,5.5e-05,0.000172
2509,33.5,36.1,0.001101,5.8e-05,7e-06,2.6e-05,0.006112,0.000326,5.2e-05,0.000163
2509,36.1,38.9,0.0008902,5.06e-05,5.9e-06,2.12e-05,0.006036,0.000344,5.2e-05,0.000163
2509,38.9,41.9,0.0007322,4.43e-05,5e-06,1.76e-05,0.006055,0.000368,5.3e-05,0.000165
2509,41.9,45.1,0.0005043,3.56e-05,3.5e-06,1.22e-05,0.005117,0.000362,4.6e-05,0.00014
2509,45.1,48.5,0.0004677,3.32e-05,3.3e-06,1.14e-05,0.005788,0.000412,5.3e-05,0.00016
2509,48.5,52.2,0.0003629,2.8e-05,2.6e-06,8.9e-06,0.005463,0.000423,5e-05,0.000153
2509,52.2,56.1,0.0003054,2.5e-05,2.2e-06,7.6e-06,0.005672,0.000466,5.3e-05,0.00016
2509,56.1,60.3,0.0002188,2.04e-05,1.6e-06,5.5e-06,0.00492,0.00046,4.6e-05,0.00014
2510,1.92,2.15,0.616,0.0204,0.0097,0.0194,0.006729,0.000223,0.000114,0.000235
2510,2.15,2.4,0.6187,0.018,0.005,0.0175,0.007605,0.000222,7.2e-05,0.000237
2510,2.4,2.67,0.5455,0.0146,0.0014,0.0148,0.007658,0.000206,4.2e-05,0.000226
2510,2.67,2.97,0.4901,0.0123,0.0024,0.0134,0.007898,0.000199,5.3e-05,0.000233
2510,2.97,3.29,0.4665,0.0107,0.0025,0.0124,0.00872,0.0002,6.1e-05,0.00025
2510,3.29,3.64,0.3962,0.0089,0.0015,0.0102,0.008767,0.000197,5e-05,0.000244
2510,3.64,4.02,0.3341,0.0074,0.001,0.0083,0.008832,0.000195,4.4e-05,0.00024
2510,4.02,4.43,0.2798,0.006,0.0008,0.0069,0.008914,0.000191,4.3e-05,0.00024
2510,4.43,4.88,0.228,0.0046,0.0007,0.0056,0.008802,0.00018,4.4e-05,0.000235
2510,4.88,5.37,0.1876,0.0038,0.0006,0.0045,0.008799,0.000178,4.5e-05,0.000233
2510,5.37,5.9,0.149,0.0031,0.0005,0.0036,0.008545,0.000176,4.4e-05,0.000225
2510,5.9,6.47,0.1245,0.0025,0.0005,0.003,0.008706,0.000178,4.5e-05,0.000228
2510,6.47,7.09,0.1018,0.0021,0.0004,0.0024,0.008781,0.000178,4.6e-05,0.000229
2510,7.09,7.76,0.07866,0.00164,0.00031,0.00185,0.008365,0.000175,4.4e-05,0.000217
2510,7.76,8.48,0.06648,0.00138,0.00027,0.00155,0.008784,0.000183,4.7e-05,0.000227
2510,8.48,9.26,0.05139,0.00113,0.00022,0.00119,0.008356,0.000185,4.7e-05,0.000215
2510,9.26,10.1,0.0406,0.00095,0.00019,0.00094,0.008187,0.000192,4.8e-05,0.00021
2510,10.1,11.0,0.03443,0.00083,0.00017,0.00079,0.008569,0.000206,5.1e-05,0.00022
2510,11.0,12.0,0.02651,0.00067,0.00014,0.00061,0.008154,0.000208,5.1e-05,0.000209
2510,12.0,13.0,0.02156,0.00059,0.00011,0.00049,0.008163,0.000226,5.2e-05,0.000208
2510,13.0,14.1,0.01655,0.00049,9e-05,0.00038,0.007687,0.000227,5e-05,0.000196
2510,14.1,15.3,0.01337,0.00041,7e-05,0.0003,0.007651,0.000234,5e-05,0.000195
2510,15.3,16.6,0.01047,0.00034,6e-05,0.00024,0.007403,0.000239,4.9e-05,0.000189
2510,16.6,18.0,0.008585,0.000283,4.9e-05,0.000194,0.007471,0.000247,5e-05,0.000191
2510,18.0,19.5,0.00666,0.000229,3.8e-05,0.000151,0.007174,0.000247,4.8e-05,0.000184
2510,19.5,21.1,0.005361,0.000189,3e-05,0.000122,0.00709,0.000251,4.7e-05,0.000182
2510,21.1,22.8,0.004265,0.000157,2.4e-05,9.7e-05,0.006975,0.000257,4.6e-05,0.00018
2510,22.8,24.7,0.003401,0.000127,1.9e-05,7.8e-05,0.006798,0.000255,4.4e-05,0.000176
2510,24.7,26.7,0.002721,0.000108,1.5e-05,6.2e-05,0.006745,0.000268,4.4e-05,0.000176
2510,26.7,28.8,0.002242,9.4e-05,1.3e-05,5.2e-05,0.006805,0.000286,4.6e-05,0.000178
2510,28.8,31.1,0.001702,7.7e-05,1e-05,4e-05,0.006321,0.000288,4.4e-05,0.000167
2510,31.1,33.5,0.001325,6.6e-05,8e-06,3.1e-05,0.006016,0.000302,4.3e-05,0.00016
2510,33.5,36.1,0.00113,5.9e-05,7e-06,2.7e-05,0.006265,0.000327,4.6e-05,0.000167
2510,36.1,38.9,0.0008883,5.03e-05,5.8e-06,2.11e-05,0.006096,0.000346,4.5e-05,0.000164
2510,38.9,41.9,0.0006952,4.29e-05,4.7e-06,1.67e-05,0.00574,0.000356,4.4e-05,0.000156
