begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,D_flux m^-2sr^-1s^-1GV^-1,D_flux_error_statistical m^-2sr^-1s^-1GV^-1,D_flux_error_timedependent m^-2sr^-1s^-1GV^-1,D_flux_error_systematic m^-2sr^-1s^-1GV^-1,3He_flux m^-2sr^-1s^-1GV^-1,3He_flux_error_statistical m^-2sr^-1s^-1GV^-1,3He_flux_error_timedependent m^-2sr^-1s^-1GV^-1,3He_flux_error_systematic m^-2sr^-1s^-1GV^-1,4He_flux m^-2sr^-1s^-1GV^-1,4He_flux_error_statistical m^-2sr^-1s^-1GV^-1,4He_flux_error_timedependent m^-2sr^-1s^-1GV^-1,4He_flux_error_systematic m^-2sr^-1s^-1GV^-1,D_to_4He_ratio,D_to_4He_ratio_error_statistical,D_to_4He_ratio_error_timedependent,D_to_4He_ratio_error_systematic,3He_to_4He_ratio,3He_to_4He_ratio_error_statistical,3He_to_4He_ratio_error_timedependent,3He_to_4He_ratio_error_systematic
2016-03-04,2016-06-19,14.1,15.3,0.2413,0.0021,0.0021,0.0069,0.1569,0.002,0.0017,0.0035,1.566,0.007,0.017,0.022,0.1541,0.0015,0.0022,0.0049,0.1002,0.0014,0.0016,0.0023
2016-03-04,2016-06-19,15.3,16.6,0.195,0.0015,0.0013,0.0056,0.124,0.0018,0.0014,0.0028,1.281,0.006,0.014,0.017,0.1522,0.0014,0.002,0.0048,0.09677,0.00146,0.00151,0.00214
2016-03-04,2016-06-19,16.6,18.0,0.1573,0.0012,0.0006,0.0045,0.09843,0.00151,0.00108,0.00219,1.048,0.005,0.012,0.012,0.1501,0.0014,0.0018,0.0046,0.09391,0.00151,0.00146,0.00211
2016-03-04,2016-06-19,18.0,19.5,0.1271,0.0011,0.0003,0.0036,0.07889,0.0013,0.00087,0.00221,0.8588,0.0046,0.0094,0.0079,0.148,0.0015,0.0017,0.0044,0.09186,0.00159,0.00143,0.00228
2016-03-04,2016-06-19,19.5,21.1,0.1027,0.0009,0.0004,0.0028,0.06386,0.00113,0.0007,0.00205,0.7019,0.004,0.0077,0.0033,0.1463,0.0016,0.0017,0.0041,0.09098,0.00169,0.00142,0.00231
2016-06-20,2016-10-05,1.92,2.15,12.41,0.1,0.03,0.5,11.02,0.12,0.12,0.14,71.16,0.28,0.78,1.11,0.1743,0.0016,0.002,0.0079,0.1548,0.0018,0.0024,0.0031
2016-06-20,2016-10-05,2.15,2.4,11.16,0.09,0.03,0.44,10.46,0.11,0.12,0.14,64.89,0.25,0.71,0.99,0.172,0.0016,0.0019,0.0069,0.1612,0.0018,0.0025,0.0033
2016-06-20,2016-10-05,2.4,2.67,10.07,0.12,0.05,0.38,9.38,0.103,0.103,0.187,57.46,0.22,0.63,0.85,0.1752,0.0023,0.0021,0.0067,0.1632,0.0019,0.0025,0.0035
2016-06-20,2016-10-05,2.67,2.97,8.964,0.16,0.057,0.321,8.063,0.104,0.089,0.181,50.31,0.19,0.55,0.72,0.1782,0.0032,0.0023,0.0066,0.1602,0.0022,0.0025,0.0038
2016-06-20,2016-10-05,2.97,3.29,7.352,0.192,0.048,0.27,6.672,0.113,0.073,0.169,43.43,0.17,0.48,0.62,0.1693,0.0045,0.0022,0.0065,0.1536,0.0027,0.0024,0.004
2016-06-20,2016-10-05,3.29,3.64,6.409,0.134,0.07,0.262,5.537,0.121,0.061,0.146,37.09,0.16,0.41,0.58,0.1728,0.0037,0.0027,0.0077,0.1493,0.0033,0.0023,0.0041
2016-06-20,2016-10-05,3.64,4.02,5.49,0.104,0.06,0.245,4.505,0.12,0.05,0.12,31.38,0.17,0.35,0.5,0.1749,0.0035,0.0027,0.0085,0.1436,0.0039,0.0022,0.0041
2016-06-20,2016-10-05,4.02,4.43,4.598,0.085,0.051,0.203,3.653,0.105,0.04,0.097,26.32,0.19,0.29,0.43,0.1747,0.0035,0.0027,0.0084,0.1388,0.0041,0.0022,0.004
2016-06-20,2016-10-05,4.43,4.88,3.805,0.072,0.042,0.169,2.988,0.076,0.033,0.075,21.95,0.2,0.24,0.35,0.1734,0.0036,0.0027,0.0083,0.1362,0.0037,0.0021,0.0037
2016-06-20,2016-10-05,4.88,5.37,3.12,0.064,0.034,0.14,2.411,0.041,0.027,0.056,18.09,0.19,0.2,0.29,0.1724,0.004,0.0027,0.0084,0.1333,0.0027,0.0021,0.0032
2016-06-20,2016-10-05,5.37,5.9,2.538,0.044,0.028,0.114,1.897,0.021,0.021,0.034,14.84,0.17,0.16,0.23,0.171,0.0035,0.0027,0.0084,0.1278,0.002,0.002,0.0025
2016-06-20,2016-10-05,5.9,6.47,2.036,0.035,0.022,0.091,1.535,0.013,0.017,0.024,12.11,0.12,0.13,0.17,0.1681,0.0033,0.0026,0.0082,0.1267,0.0017,0.002,0.0021
2016-06-20,2016-10-05,6.47,7.09,1.616,0.026,0.018,0.065,1.248,0.01,0.014,0.019,9.858,0.07,0.108,0.128,0.1639,0.0028,0.0025,0.0072,0.1266,0.0014,0.002,0.0022
2016-06-20,2016-10-05,7.09,7.76,1.376,0.016,0.015,0.049,0.9929,0.0082,0.0109,0.0168,8.258,0.039,0.091,0.096,0.1667,0.0021,0.0026,0.0064,0.1202,0.0011,0.0019,0.0022
2016-06-20,2016-10-05,7.76,8.48,1.112,0.01,0.012,0.036,0.7847,0.0068,0.0086,0.015,6.703,0.025,0.074,0.077,0.1659,0.0017,0.0026,0.0056,0.1171,0.0011,0.0018,0.0024
2016-06-20,2016-10-05,8.48,9.26,0.8999,0.0073,0.0099,0.0273,0.6262,0.0057,0.0069,0.0128,5.444,0.019,0.06,0.063,0.1653,0.0015,0.0026,0.0053,0.115,0.0011,0.0018,0.0026
2016-06-20,2016-10-05,9.26,10.1,0.702,0.0052,0.0077,0.0211,0.4921,0.0047,0.0054,0.0105,4.416,0.016,0.049,0.055,0.1589,0.0013,0.0025,0.0052,0.1114,0.0011,0.0017,0.0027
2016-06-20,2016-10-05,10.1,11.0,0.5698,0.0042,0.0045,0.0163,0.3933,0.0039,0.0043,0.0085,3.579,0.013,0.039,0.05,0.1592,0.0013,0.0022,0.0051,0.1099,0.0012,0.0017,0.0027
2016-06-20,2016-10-05,11.0,12.0,0.4582,0.0035,0.0025,0.0131,0.3108,0.0033,0.0034,0.0065,2.891,0.011,0.032,0.043,0.1585,0.0013,0.0019,0.0052,0.1075,0.0012,0.0017,0.0026
2016-06-20,2016-10-05,12.0,13.0,0.3698,0.0029,0.0037,0.0106,0.2424,0.0029,0.0027,0.005,2.349,0.01,0.026,0.035,0.1575,0.0014,0.0023,0.0051,0.1032,0.0013,0.0016,0.0025
2016-06-20,2016-10-05,13.0,14.1,0.3005,0.0025,0.0028,0.0086,0.1931,0.0025,0.0021,0.0041,1.921,0.008,0.021,0.028,0.1564,0.0015,0.0023,0.0051,0.1005,0.0014,0.0016,0.0024
2016-06-20,2016-10-05,14.1,15.3,0.2434,0.0021,0.0017,0.007,0.1555,0.0021,0.0017,0.0034,1.568,0.007,0.017,0.022,0.1552,0.0015,0.002,0.005,0.09921,0.00143,0.00154,0.00229
2016-06-20,2016-10-05,15.3,16.6,0.1966,0.0015,0.0012,0.0056,0.1249,0.0018,0.0014,0.0028,1.282,0.006,0.014,0.017,0.1534,0.0014,0.0019,0.0049,0.09745,0.0015,0.00152,0.00218
2016-06-20,2016-10-05,16.6,18.0,0.1586,0.0013,0.0009,0.0045,0.09856,0.00156,0.00108,0.00219,1.048,0.005,0.012,0.012,0.1513,0.0014,0.0019,0.0047,0.09402,0.00156,0.00146,0.00212
2016-06-20,2016-10-05,18.0,19.5,0.1281,0.0011,0.001,0.0036,0.07813,0.00135,0.00086,0.00219,0.8587,0.0047,0.0094,0.0079,0.1492,0.0015,0.002,0.0045,0.09099,0.00165,0.00142,0.00208
2016-06-20,2016-10-05,19.5,21.1,0.1035,0.0009,0.0007,0.0029,0.06279,0.00117,0.00069,0.00202,0.7014,0.0041,0.0077,0.0033,0.1476,0.0016,0.0019,0.0041,0.08952,0.00174,0.00139,0.00211
2016-10-06,2017-01-21,1.92,2.15,13.97,0.11,0.06,0.56,12.07,0.13,0.13,0.16,79.63,0.3,0.88,1.24,0.1755,0.0015,0.0021,0.0076,0.1516,0.0017,0.0024,0.0028
2016-10-06,2017-01-21,2.15,2.4,12.45,0.1,0.07,0.49,11.42,0.12,0.13,0.16,71.88,0.26,0.79,1.09,0.1731,0.0015,0.0022,0.0066,0.1588,0.0017,0.0025,0.003
2016-10-06,2017-01-21,2.4,2.67,11.13,0.13,0.09,0.42,10.26,0.11,0.11,0.2,63.07,0.23,0.69,0.93,0.1764,0.0022,0.0024,0.0064,0.1627,0.0018,0.0025,0.0033
2016-10-06,2017-01-21,2.67,2.97,9.844,0.167,0.047,0.352,8.883,0.106,0.098,0.2,54.6,0.2,0.6,0.78,0.1803,0.0031,0.0022,0.0063,0.1627,0.002,0.0025,0.0036
2016-10-06,2017-01-21,2.97,3.29,8.022,0.201,0.06,0.294,7.427,0.114,0.082,0.188,46.71,0.18,0.51,0.66,0.1718,0.0044,0.0023,0.0063,0.159,0.0025,0.0025,0.0039
2016-10-06,2017-01-21,3.29,3.64,6.904,0.141,0.076,0.282,6.133,0.121,0.067,0.162,39.66,0.17,0.44,0.61,0.1741,0.0036,0.0027,0.0073,0.1546,0.0031,0.0024,0.0039
2016-10-06,2017-01-21,3.64,4.02,5.821,0.107,0.064,0.26,4.994,0.12,0.055,0.133,33.43,0.18,0.37,0.53,0.1741,0.0033,0.0027,0.008,0.1494,0.0037,0.0023,0.0038
2016-10-06,2017-01-21,4.02,4.43,4.808,0.087,0.053,0.212,4.032,0.105,0.044,0.107,27.95,0.19,0.31,0.45,0.172,0.0033,0.0027,0.008,0.1443,0.0039,0.0022,0.0037
2016-10-06,2017-01-21,4.43,4.88,3.927,0.075,0.043,0.174,3.248,0.076,0.036,0.082,23.23,0.21,0.26,0.38,0.169,0.0035,0.0026,0.008,0.1398,0.0035,0.0022,0.0035
2016-10-06,2017-01-21,4.88,5.37,3.243,0.066,0.036,0.146,2.58,0.041,0.028,0.06,19.07,0.2,0.21,0.3,0.1701,0.0039,0.0026,0.008,0.1353,0.0026,0.0021,0.0031
2016-10-06,2017-01-21,5.37,5.9,2.673,0.045,0.028,0.12,2.016,0.021,0.022,0.036,15.56,0.17,0.17,0.24,0.1718,0.0034,0.0026,0.0079,0.1296,0.002,0.002,0.0024
2016-10-06,2017-01-21,5.9,6.47,2.153,0.035,0.024,0.097,1.592,0.014,0.018,0.025,12.62,0.12,0.14,0.18,0.1706,0.0032,0.0027,0.0077,0.1261,0.0017,0.002,0.0021
2016-10-06,2017-01-21,6.47,7.09,1.702,0.026,0.019,0.069,1.285,0.011,0.014,0.02,10.2,0.07,0.11,0.13,0.1669,0.0028,0.0026,0.0067,0.126,0.0014,0.002,0.0021
2016-10-06,2017-01-21,7.09,7.76,1.436,0.016,0.016,0.051,1.02,0.009,0.011,0.017,8.484,0.04,0.093,0.099,0.1692,0.0021,0.0026,0.0062,0.1202,0.0012,0.0019,0.0022
2016-10-06,2017-01-21,7.76,8.48,1.13,0.011,0.012,0.036,0.8154,0.0071,0.009,0.0156,6.86,0.026,0.075,0.079,0.1648,0.0017,0.0026,0.0055,0.1189,0.0011,0.0018,0.0024
2016-10-06,2017-01-21,8.48,9.26,0.909,0.0076,0.01,0.0276,0.6463,0.0058,0.0071,0.0133,5.562,0.02,0.061,0.064,0.1634,0.0015,0.0025,0.0053,0.1162,0.0011,0.0018,0.0025
2016-10-06,2017-01-21,9.26,10.1,0.7208,0.0054,0.0049,0.0217,0.5034,0.0049,0.0055,0.0107,4.511,0.016,0.05,0.057,0.1598,0.0013,0.0021,0.0052,0.1116,0.0012,0.0017,0.0026
2016-10-06,2017-01-21,10.1,11.0,0.5771,0.0044,0.0032,0.0165,0.3907,0.0041,0.0043,0.0084,3.652,0.014,0.04,0.051,0.158,0.0013,0.0019,0.0051,0.107,0.0012,0.0017,0.0026
2016-10-06,2017-01-21,11.0,12.0,0.4634,0.0036,0.002,0.0133,0.311,0.0035,0.0034,0.0065,2.948,0.012,0.032,0.044,0.1572,0.0014,0.0019,0.0051,0.1055,0.0013,0.0016,0.0026
2016-10-06,2017-01-21,12.0,13.0,0.3741,0.003,0.0014,0.0107,0.2492,0.003,0.0027,0.0051,2.394,0.01,0.026,0.036,0.1563,0.0014,0.0018,0.0051,0.1041,0.0013,0.0016,0.0025
2016-10-06,2017-01-21,13.0,14.1,0.3041,0.0026,0.0013,0.0087,0.2012,0.0025,0.0022,0.0042,1.955,0.009,0.022,0.029,0.1555,0.0015,0.0018,0.005,0.1029,0.0014,0.0016,0.0029
2016-10-06,2017-01-21,14.1,15.3,0.2464,0.0022,0.001,0.007,0.1613,0.0022,0.0018,0.0035,1.594,0.007,0.018,0.022,0.1545,0.0016,0.0018,0.0049,0.1012,0.0015,0.0016,0.0042
2016-10-06,2017-01-21,15.3,16.6,0.1992,0.0016,0.002,0.0057,0.1282,0.0019,0.0014,0.0029,1.301,0.006,0.014,0.017,0.1531,0.0014,0.0023,0.0048,0.09854,0.00154,0.00153,0.0041
2016-10-06,2017-01-21,16.6,18.0,0.1607,0.0013,0.0018,0.0046,0.1019,0.0017,0.0011,0.0023,1.06,0.006,0.012,0.012,0.1516,0.0015,0.0024,0.0047,0.09616,0.00166,0.0015,0.00342
2016-10-06,2017-01-21,18.0,19.5,0.1299,0.0011,0.0009,0.0037,0.08193,0.00133,0.0009,0.0023,0.8655,0.0049,0.0095,0.008,0.15,0.0015,0.0019,0.0045,0.09466,0.00162,0.00147,0.00416
2016-10-06,2017-01-21,19.5,21.1,0.105,0.001,0.0004,0.0029,0.06592,0.001,0.00073,0.00212,0.706,0.0042,0.0078,0.0033,0.1487,0.0016,0.0017,0.0041,0.09338,0.00153,0.00145,0.00403
2017-01-22,2017-05-09,1.92,2.15,14.79,0.11,0.07,0.59,12.58,0.13,0.14,0.16,84.34,0.29,0.93,1.31,0.1753,0.0014,0.0021,0.0079,0.1492,0.0016,0.0023,0.0027
2017-01-22,2017-05-09,2.15,2.4,13.15,0.1,0.05,0.52,11.76,0.11,0.13,0.16,75.6,0.26,0.83,1.15,0.174,0.0014,0.002,0.0072,0.1555,0.0016,0.0024,0.0029
2017-01-22,2017-05-09,2.4,2.67,11.72,0.13,0.05,0.44,10.36,0.1,0.11,0.21,65.96,0.23,0.73,0.98,0.1777,0.0021,0.0021,0.0065,0.1571,0.0017,0.0024,0.0032
2017-01-22,2017-05-09,2.67,2.97,10.3,0.17,0.06,0.37,8.813,0.105,0.097,0.198,56.85,0.2,0.63,0.81,0.1811,0.003,0.0022,0.0063,0.155,0.0019,0.0024,0.0035
2017-01-22,2017-05-09,2.97,3.29,8.289,0.203,0.079,0.304,7.287,0.113,0.08,0.185,48.31,0.18,0.53,0.68,0.1716,0.0042,0.0025,0.0062,0.1508,0.0024,0.0023,0.0037
2017-01-22,2017-05-09,3.29,3.64,7.05,0.14,0.078,0.288,5.993,0.119,0.066,0.158,40.69,0.17,0.45,0.63,0.1733,0.0035,0.0027,0.0073,0.1473,0.003,0.0023,0.0038
2017-01-22,2017-05-09,3.64,4.02,5.866,0.109,0.065,0.262,4.865,0.118,0.054,0.13,34.07,0.17,0.37,0.54,0.1722,0.0033,0.0027,0.0081,0.1428,0.0036,0.0022,0.0037
2017-01-22,2017-05-09,4.02,4.43,4.863,0.088,0.053,0.215,3.924,0.104,0.043,0.104,28.36,0.19,0.31,0.46,0.1715,0.0033,0.0027,0.008,0.1384,0.0038,0.0022,0.0036
2017-01-22,2017-05-09,4.43,4.88,4.001,0.075,0.044,0.178,3.189,0.076,0.035,0.08,23.48,0.2,0.26,0.38,0.1704,0.0035,0.0027,0.008,0.1358,0.0034,0.0021,0.0034
2017-01-22,2017-05-09,4.88,5.37,3.266,0.066,0.036,0.147,2.542,0.041,0.028,0.059,19.22,0.2,0.21,0.31,0.17,0.0039,0.0026,0.0081,0.1323,0.0025,0.0021,0.003
2017-01-22,2017-05-09,5.37,5.9,2.649,0.045,0.029,0.119,2.014,0.021,0.022,0.036,15.67,0.17,0.17,0.24,0.1691,0.0034,0.0026,0.0081,0.1285,0.0019,0.002,0.0023
2017-01-22,2017-05-09,5.9,6.47,2.115,0.035,0.023,0.095,1.617,0.014,0.018,0.026,12.71,0.12,0.14,0.18,0.1663,0.0032,0.0026,0.0078,0.1272,0.0016,0.002,0.002
2017-01-22,2017-05-09,6.47,7.09,1.671,0.026,0.018,0.067,1.313,0.01,0.014,0.02,10.29,0.07,0.11,0.13,0.1624,0.0027,0.0025,0.0068,0.1276,0.0013,0.002,0.0021
2017-01-22,2017-05-09,7.09,7.76,1.429,0.016,0.016,0.051,1.048,0.008,0.012,0.018,8.583,0.039,0.094,0.1,0.1665,0.002,0.0026,0.0062,0.1221,0.0011,0.0019,0.0022
2017-01-22,2017-05-09,7.76,8.48,1.136,0.011,0.012,0.036,0.8336,0.0069,0.0092,0.016,6.967,0.026,0.077,0.08,0.1631,0.0017,0.0025,0.0055,0.1196,0.0011,0.0019,0.0024
2017-01-22,2017-05-09,8.48,9.26,0.927,0.0075,0.0102,0.0281,0.6496,0.0057,0.0071,0.0133,5.649,0.019,0.062,0.065,0.1641,0.0014,0.0026,0.0052,0.115,0.0011,0.0018,0.0026
2017-01-22,2017-05-09,9.26,10.1,0.7287,0.0052,0.0068,0.0219,0.5134,0.0048,0.0056,0.0109,4.578,0.016,0.05,0.057,0.1592,0.0013,0.0023,0.005,0.1122,0.0011,0.0017,0.0026
2017-01-22,2017-05-09,10.1,11.0,0.583,0.0043,0.0039,0.0167,0.4098,0.004,0.0045,0.0088,3.697,0.013,0.041,0.051,0.1577,0.0013,0.002,0.0049,0.1109,0.0012,0.0017,0.0026
2017-01-22,2017-05-09,11.0,12.0,0.4682,0.0035,0.002,0.0134,0.3239,0.0034,0.0036,0.0068,2.972,0.011,0.033,0.044,0.1575,0.0013,0.0019,0.005,0.109,0.0012,0.0017,0.0026
2017-01-22,2017-05-09,12.0,13.0,0.3779,0.003,0.0024,0.0108,0.2551,0.0029,0.0028,0.0053,2.413,0.01,0.027,0.036,0.1566,0.0014,0.002,0.005,0.1057,0.0013,0.0016,0.0025
2017-01-22,2017-05-09,13.0,14.1,0.3071,0.0025,0.0016,0.0088,0.2046,0.0024,0.0023,0.0043,1.971,0.008,0.022,0.029,0.1558,0.0014,0.0019,0.005,0.1038,0.0013,0.0016,0.0024
2017-01-22,2017-05-09,14.1,15.3,0.2487,0.0022,0.0008,0.0071,0.1646,0.0021,0.0018,0.0036,1.605,0.007,0.018,0.022,0.1549,0.0015,0.0018,0.0049,0.1025,0.0014,0.0016,0.0023
2017-01-22,2017-05-09,15.3,16.6,0.201,0.0016,0.0006,0.0057,0.1328,0.0018,0.0015,0.003,1.309,0.006,0.014,0.017,0.1536,0.0014,0.0018,0.0048,0.1014,0.0015,0.0016,0.0022
2017-01-22,2017-05-09,16.6,18.0,0.1621,0.0013,0.0008,0.0046,0.1078,0.0015,0.0012,0.0024,1.066,0.005,0.012,0.012,0.1521,0.0014,0.0018,0.0046,0.1011,0.0015,0.0016,0.0022
2017-01-22,2017-05-09,18.0,19.5,0.131,0.0011,0.0008,0.0037,0.07822,0.00131,0.00086,0.0022,0.8706,0.0048,0.0096,0.008,0.1505,0.0015,0.0019,0.0044,0.08984,0.00158,0.0014,0.00228
2017-01-22,2017-05-09,19.5,21.1,0.1058,0.0009,0.0006,0.0029,0.05478,0.00113,0.0006,0.00176,0.7099,0.0041,0.0078,0.0033,0.1491,0.0016,0.0018,0.0041,0.07717,0.00165,0.0012,0.0023
2017-05-10,2017-08-25,1.92,2.15,15.09,0.11,0.05,0.61,12.83,0.12,0.14,0.17,85.62,0.28,0.94,1.33,0.1763,0.0014,0.002,0.007,0.1498,0.0015,0.0023,0.0025
2017-05-10,2017-08-25,2.15,2.4,13.64,0.1,0.05,0.53,11.91,0.11,0.13,0.16,76.27,0.25,0.84,1.16,0.1788,0.0014,0.0021,0.0067,0.1562,0.0015,0.0024,0.0027
2017-05-10,2017-08-25,2.4,2.67,12.16,0.13,0.06,0.46,10.49,0.1,0.12,0.21,66.15,0.22,0.73,0.98,0.1838,0.002,0.0022,0.0061,0.1585,0.0016,0.0025,0.003
2017-05-10,2017-08-25,2.67,2.97,10.65,0.16,0.06,0.38,8.987,0.102,0.099,0.202,56.8,0.19,0.62,0.81,0.1876,0.0029,0.0023,0.0059,0.1582,0.0019,0.0025,0.0033
2017-05-10,2017-08-25,2.97,3.29,8.548,0.194,0.043,0.314,7.381,0.111,0.081,0.187,48.17,0.17,0.53,0.68,0.1774,0.0041,0.0021,0.0059,0.1532,0.0024,0.0024,0.0037
2017-05-10,2017-08-25,3.29,3.64,7.272,0.135,0.08,0.297,6.013,0.119,0.066,0.159,40.48,0.16,0.45,0.63,0.1796,0.0034,0.0028,0.0066,0.1485,0.003,0.0023,0.0038
2017-05-10,2017-08-25,3.64,4.02,6.084,0.105,0.058,0.272,4.883,0.119,0.054,0.13,33.84,0.17,0.37,0.53,0.1798,0.0032,0.0026,0.0074,0.1443,0.0036,0.0022,0.0038
2017-05-10,2017-08-25,4.02,4.43,4.99,0.086,0.055,0.22,3.967,0.105,0.044,0.105,28.12,0.19,0.31,0.45,0.1774,0.0033,0.0028,0.0075,0.1411,0.0038,0.0022,0.0037
2017-05-10,2017-08-25,4.43,4.88,4.052,0.074,0.045,0.18,3.23,0.075,0.036,0.081,23.27,0.2,0.26,0.38,0.1742,0.0035,0.0027,0.0076,0.1388,0.0034,0.0022,0.0035
2017-05-10,2017-08-25,4.88,5.37,3.34,0.065,0.037,0.15,2.58,0.04,0.028,0.06,19.04,0.2,0.21,0.3,0.1754,0.0039,0.0027,0.0077,0.1355,0.0025,0.0021,0.0031
2017-05-10,2017-08-25,5.37,5.9,2.729,0.045,0.03,0.123,2.024,0.021,0.022,0.036,15.51,0.17,0.17,0.24,0.1759,0.0035,0.0027,0.0078,0.1304,0.002,0.002,0.0023
2017-05-10,2017-08-25,5.9,6.47,2.168,0.035,0.02,0.097,1.62,0.014,0.018,0.026,12.58,0.12,0.14,0.18,0.1724,0.0032,0.0025,0.0076,0.1288,0.0017,0.002,0.002
2017-05-10,2017-08-25,6.47,7.09,1.698,0.025,0.019,0.068,1.287,0.01,0.014,0.02,10.17,0.07,0.11,0.13,0.1669,0.0027,0.0026,0.0066,0.1265,0.0014,0.002,0.0021
2017-05-10,2017-08-25,7.09,7.76,1.444,0.016,0.016,0.051,1.024,0.008,0.011,0.017,8.472,0.039,0.093,0.098,0.1704,0.002,0.0027,0.006,0.1209,0.0011,0.0019,0.0022
2017-05-10,2017-08-25,7.76,8.48,1.155,0.01,0.013,0.037,0.8177,0.0069,0.009,0.0157,6.861,0.026,0.075,0.079,0.1684,0.0017,0.0026,0.0054,0.1192,0.0011,0.0019,0.0024
2017-05-10,2017-08-25,8.48,9.26,0.9156,0.0075,0.0101,0.0278,0.6477,0.0058,0.0071,0.0133,5.561,0.02,0.061,0.064,0.1646,0.0015,0.0026,0.0051,0.1165,0.0011,0.0018,0.0025
2017-05-10,2017-08-25,9.26,10.1,0.709,0.0052,0.0052,0.0213,0.5107,0.0049,0.0056,0.0109,4.507,0.016,0.05,0.057,0.1573,0.0013,0.0021,0.005,0.1133,0.0011,0.0018,0.0026
2017-05-10,2017-08-25,10.1,11.0,0.5758,0.0043,0.0031,0.0165,0.4007,0.004,0.0044,0.0086,3.651,0.013,0.04,0.051,0.1577,0.0013,0.0019,0.005,0.1098,0.0012,0.0017,0.0026
2017-05-10,2017-08-25,11.0,12.0,0.4632,0.0036,0.0039,0.0133,0.3148,0.0034,0.0035,0.0066,2.943,0.011,0.032,0.044,0.1574,0.0014,0.0022,0.005,0.107,0.0012,0.0017,0.0026
2017-05-10,2017-08-25,12.0,13.0,0.3741,0.003,0.0028,0.0107,0.2474,0.0029,0.0027,0.0051,2.387,0.01,0.026,0.036,0.1568,0.0014,0.0021,0.005,0.1037,0.0013,0.0016,0.0025
2017-05-10,2017-08-25,13.0,14.1,0.3042,0.0026,0.0015,0.0087,0.1972,0.0025,0.0022,0.0041,1.948,0.008,0.021,0.028,0.1561,0.0015,0.0019,0.005,0.1012,0.0014,0.0016,0.0024
2017-05-10,2017-08-25,14.1,15.3,0.2465,0.0022,0.001,0.007,0.158,0.0021,0.0017,0.0035,1.587,0.007,0.017,0.022,0.1553,0.0015,0.0018,0.0049,0.09956,0.00141,0.00155,0.0023
2017-05-10,2017-08-25,15.3,16.6,0.1993,0.0016,0.0005,0.0057,0.1252,0.0018,0.0014,0.0028,1.296,0.006,0.014,0.017,0.1538,0.0014,0.0017,0.0048,0.09664,0.00147,0.0015,0.0022
2017-05-10,2017-08-25,16.6,18.0,0.1608,0.0013,0.0004,0.0046,0.09788,0.00156,0.00108,0.00218,1.057,0.006,0.012,0.012,0.1521,0.0014,0.0017,0.0047,0.09259,0.00155,0.00144,0.00252
2017-05-10,2017-08-25,18.0,19.5,0.1299,0.0011,0.0011,0.0037,0.07716,0.00136,0.00085,0.00217,0.8638,0.0048,0.0095,0.008,0.1504,0.0015,0.0021,0.0045,0.08933,0.00165,0.00139,0.00255
2017-05-10,2017-08-25,19.5,21.1,0.1049,0.0009,0.0011,0.0029,0.06159,0.00116,0.00068,0.00198,0.7045,0.0042,0.0077,0.0033,0.1489,0.0016,0.0022,0.0042,0.08741,0.00173,0.00136,0.00339
2017-08-26,2017-12-11,1.92,2.15,14.16,0.1,0.05,0.57,11.83,0.13,0.13,0.15,78.08,0.29,0.86,1.21,0.1814,0.0015,0.0021,0.0085,0.1515,0.0018,0.0024,0.003
2017-08-26,2017-12-11,2.15,2.4,12.51,0.1,0.06,0.49,11.1,0.11,0.12,0.15,69.91,0.26,0.77,1.06,0.179,0.0015,0.0021,0.0083,0.1587,0.0017,0.0025,0.0032
2017-08-26,2017-12-11,2.4,2.67,11.02,0.13,0.09,0.42,9.843,0.105,0.108,0.196,60.96,0.23,0.67,0.9,0.1808,0.0022,0.0025,0.0074,0.1615,0.0018,0.0025,0.0035
2017-08-26,2017-12-11,2.67,2.97,9.597,0.162,0.069,0.344,8.424,0.106,0.093,0.19,52.63,0.2,0.58,0.75,0.1824,0.0031,0.0024,0.0068,0.1601,0.0021,0.0025,0.0038
2017-08-26,2017-12-11,2.97,3.29,7.704,0.195,0.06,0.283,7.009,0.113,0.077,0.178,44.95,0.18,0.49,0.64,0.1714,0.0044,0.0023,0.0065,0.1559,0.0026,0.0024,0.0041
2017-08-26,2017-12-11,3.29,3.64,6.643,0.137,0.073,0.271,5.782,0.118,0.064,0.153,38.16,0.17,0.42,0.59,0.1741,0.0037,0.0027,0.0078,0.1515,0.0032,0.0024,0.0042
2017-08-26,2017-12-11,3.64,4.02,5.643,0.107,0.062,0.252,4.707,0.118,0.052,0.126,32.18,0.17,0.35,0.51,0.1753,0.0035,0.0027,0.0087,0.1463,0.0037,0.0023,0.0041
2017-08-26,2017-12-11,4.02,4.43,4.714,0.088,0.052,0.208,3.825,0.104,0.042,0.101,26.92,0.19,0.3,0.43,0.1751,0.0035,0.0027,0.0086,0.1421,0.004,0.0022,0.004
2017-08-26,2017-12-11,4.43,4.88,3.892,0.075,0.042,0.173,3.085,0.074,0.034,0.078,22.39,0.2,0.25,0.36,0.1739,0.0037,0.0027,0.0085,0.1378,0.0035,0.0021,0.0037
2017-08-26,2017-12-11,4.88,5.37,3.225,0.066,0.035,0.145,2.469,0.04,0.027,0.057,18.41,0.19,0.2,0.29,0.1752,0.004,0.0027,0.0085,0.1341,0.0026,0.0021,0.0032
