begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,D_flux m^-2sr^-1s^-1GV^-1,D_flux_error_statistical m^-2sr^-1s^-1GV^-1,D_flux_error_timedependent m^-2sr^-1s^-1GV^-1,D_flux_error_systematic m^-2sr^-1s^-1GV^-1,3He_flux m^-2sr^-1s^-1GV^-1,3He_flux_error_statistical m^-2sr^-1s^-1GV^-1,3He_flux_error_timedependent m^-2sr^-1s^-1GV^-1,3He_flux_error_systematic m^-2sr^-1s^-1GV^-1,4He_flux m^-2sr^-1s^-1GV^-1,4He_flux_error_statistical m^-2sr^-1s^-1GV^-1,4He_flux_error_timedependent m^-2sr^-1s^-1GV^-1,4He_flux_error_systematic m^-2sr^-1s^-1GV^-1,D_to_4He_ratio,D_to_4He_ratio_error_statistical,D_to_4He_ratio_error_timedependent,D_to_4He_ratio_error_systematic,3He_to_4He_ratio,3He_to_4He_ratio_error_statistical,3He_to_4He_ratio_error_timedependent,3He_to_4He_ratio_error_systematic
2017-08-26,2017-12-11,5.37,5.9,2.641,0.045,0.029,0.119,1.966,0.021,0.022,0.035,15.07,0.17,0.17,0.23,0.1752,0.0035,0.0027,0.0083,0.1304,0.002,0.002,0.0025
2017-08-26,2017-12-11,5.9,6.47,2.096,0.035,0.023,0.094,1.601,0.014,0.018,0.025,12.28,0.12,0.14,0.17,0.1706,0.0033,0.0027,0.008,0.1303,0.0017,0.002,0.0022
2017-08-26,2017-12-11,6.47,7.09,1.631,0.026,0.018,0.066,1.292,0.01,0.014,0.02,9.988,0.07,0.11,0.13,0.1633,0.0028,0.0025,0.007,0.1294,0.0014,0.002,0.0022
2017-08-26,2017-12-11,7.09,7.76,1.366,0.016,0.015,0.049,1.02,0.008,0.011,0.017,8.364,0.039,0.092,0.097,0.1634,0.0021,0.0025,0.0063,0.122,0.0012,0.0019,0.0023
2017-08-26,2017-12-11,7.76,8.48,1.092,0.011,0.012,0.035,0.8071,0.0069,0.0089,0.0155,6.798,0.026,0.075,0.078,0.1606,0.0017,0.0025,0.0056,0.1187,0.0011,0.0018,0.0025
2017-08-26,2017-12-11,8.48,9.26,0.8959,0.0076,0.0099,0.0272,0.642,0.0058,0.0071,0.0132,5.517,0.02,0.061,0.064,0.1624,0.0015,0.0025,0.0054,0.1164,0.0011,0.0018,0.0026
2017-08-26,2017-12-11,9.26,10.1,0.7037,0.0053,0.0064,0.0211,0.511,0.0048,0.0056,0.0109,4.476,0.016,0.049,0.056,0.1572,0.0013,0.0022,0.0051,0.1142,0.0012,0.0018,0.0027
2017-08-26,2017-12-11,10.1,11.0,0.5779,0.0043,0.0063,0.0166,0.3998,0.004,0.0044,0.0086,3.622,0.013,0.04,0.05,0.1596,0.0013,0.0025,0.0051,0.1104,0.0012,0.0017,0.0027
2017-08-26,2017-12-11,11.0,12.0,0.4652,0.0036,0.0041,0.0133,0.3114,0.0034,0.0034,0.0065,2.922,0.011,0.032,0.043,0.1592,0.0014,0.0022,0.0052,0.1066,0.0012,0.0017,0.0026
2017-08-26,2017-12-11,12.0,13.0,0.3757,0.003,0.0026,0.0108,0.2492,0.0029,0.0027,0.0051,2.38,0.01,0.026,0.036,0.1579,0.0014,0.0021,0.0051,0.1047,0.0013,0.0016,0.0025
2017-08-26,2017-12-11,13.0,14.1,0.3055,0.0026,0.0015,0.0088,0.2001,0.0025,0.0022,0.0042,1.948,0.008,0.021,0.028,0.1569,0.0015,0.0019,0.0051,0.1028,0.0014,0.0016,0.0024
2017-08-26,2017-12-11,14.1,15.3,0.2477,0.0022,0.0009,0.0071,0.1577,0.0021,0.0017,0.0035,1.589,0.007,0.017,0.022,0.1559,0.0015,0.0018,0.005,0.09926,0.00139,0.00154,0.00228
2017-08-26,2017-12-11,15.3,16.6,0.2004,0.0016,0.0006,0.0057,0.1241,0.0018,0.0014,0.0028,1.297,0.006,0.014,0.017,0.1545,0.0014,0.0018,0.0048,0.09565,0.00145,0.00149,0.00216
2017-08-26,2017-12-11,16.6,18.0,0.1618,0.0013,0.0004,0.0046,0.0993,0.00155,0.00109,0.00221,1.058,0.005,0.012,0.012,0.153,0.0014,0.0017,0.0047,0.09389,0.00154,0.00146,0.00212
2017-08-26,2017-12-11,18.0,19.5,0.1308,0.0011,0.0006,0.0037,0.08061,0.00136,0.00089,0.00226,0.8638,0.0048,0.0095,0.008,0.1514,0.0015,0.0018,0.0045,0.09332,0.00165,0.00145,0.00212
2017-08-26,2017-12-11,19.5,21.1,0.1058,0.001,0.0005,0.0029,0.06395,0.00118,0.0007,0.00206,0.7041,0.0042,0.0077,0.0033,0.1502,0.0016,0.0018,0.0042,0.09082,0.00176,0.00141,0.00223
2017-12-12,2018-03-29,1.92,2.15,15.13,0.11,0.05,0.61,13.25,0.14,0.15,0.17,88.01,0.31,0.97,1.37,0.1719,0.0014,0.002,0.008,0.1505,0.0016,0.0023,0.0027
2017-12-12,2018-03-29,2.15,2.4,13.42,0.1,0.04,0.53,12.37,0.12,0.14,0.17,77.97,0.27,0.86,1.18,0.1721,0.0014,0.0019,0.0078,0.1587,0.0016,0.0025,0.003
2017-12-12,2018-03-29,2.4,2.67,11.85,0.13,0.05,0.45,11.02,0.11,0.12,0.22,67.38,0.24,0.74,1.0,0.1758,0.0021,0.0021,0.0071,0.1636,0.0017,0.0025,0.0032
2017-12-12,2018-03-29,2.67,2.97,10.34,0.17,0.07,0.37,9.468,0.109,0.104,0.213,57.65,0.21,0.63,0.82,0.1793,0.003,0.0023,0.0064,0.1642,0.002,0.0026,0.0035
2017-12-12,2018-03-29,2.97,3.29,8.344,0.205,0.09,0.306,7.706,0.116,0.085,0.196,48.81,0.18,0.54,0.69,0.171,0.0042,0.0026,0.0063,0.1579,0.0024,0.0025,0.0037
2017-12-12,2018-03-29,3.29,3.64,7.181,0.142,0.079,0.293,6.234,0.122,0.069,0.165,41.02,0.17,0.45,0.64,0.1751,0.0035,0.0027,0.0073,0.152,0.003,0.0024,0.0038
2017-12-12,2018-03-29,3.64,4.02,6.059,0.109,0.067,0.271,5.069,0.12,0.056,0.135,34.31,0.18,0.38,0.54,0.1766,0.0033,0.0027,0.008,0.1478,0.0036,0.0023,0.0038
2017-12-12,2018-03-29,4.02,4.43,5.02,0.089,0.055,0.222,4.086,0.106,0.045,0.108,28.53,0.2,0.31,0.46,0.176,0.0033,0.0027,0.0079,0.1432,0.0038,0.0022,0.0037
2017-12-12,2018-03-29,4.43,4.88,4.098,0.075,0.045,0.182,3.261,0.077,0.036,0.082,23.61,0.21,0.26,0.38,0.1736,0.0035,0.0027,0.0079,0.1381,0.0035,0.0021,0.0035
2017-12-12,2018-03-29,4.88,5.37,3.351,0.066,0.037,0.151,2.609,0.041,0.029,0.06,19.33,0.2,0.21,0.31,0.1733,0.0039,0.0027,0.0079,0.135,0.0025,0.0021,0.0031
2017-12-12,2018-03-29,5.37,5.9,2.708,0.045,0.022,0.122,2.074,0.022,0.023,0.037,15.76,0.17,0.17,0.24,0.1718,0.0034,0.0024,0.0079,0.1316,0.002,0.002,0.0024
2017-12-12,2018-03-29,5.9,6.47,2.146,0.035,0.012,0.096,1.665,0.014,0.018,0.026,12.79,0.13,0.14,0.18,0.1678,0.0032,0.0021,0.0077,0.1302,0.0017,0.002,0.0021
2017-12-12,2018-03-29,6.47,7.09,1.686,0.026,0.019,0.068,1.331,0.011,0.015,0.02,10.35,0.07,0.11,0.13,0.1628,0.0027,0.0025,0.0067,0.1285,0.0014,0.002,0.0021
2017-12-12,2018-03-29,7.09,7.76,1.434,0.016,0.016,0.051,1.064,0.008,0.012,0.018,8.634,0.04,0.095,0.1,0.166,0.0021,0.0026,0.0062,0.1233,0.0011,0.0019,0.0022
2017-12-12,2018-03-29,7.76,8.48,1.147,0.011,0.013,0.037,0.8393,0.007,0.0092,0.0161,6.991,0.026,0.077,0.081,0.1641,0.0017,0.0026,0.0055,0.1201,0.0011,0.0019,0.0024
2017-12-12,2018-03-29,8.48,9.26,0.9273,0.0076,0.0102,0.0281,0.66,0.0059,0.0073,0.0135,5.662,0.02,0.062,0.066,0.1638,0.0015,0.0025,0.0052,0.1166,0.0011,0.0018,0.0025
2017-12-12,2018-03-29,9.26,10.1,0.7202,0.0054,0.0064,0.0216,0.5198,0.0048,0.0057,0.0111,4.59,0.016,0.05,0.058,0.1569,0.0013,0.0022,0.005,0.1133,0.0011,0.0018,0.0026
2017-12-12,2018-03-29,10.1,11.0,0.5861,0.0044,0.0042,0.0168,0.408,0.004,0.0045,0.0088,3.716,0.014,0.041,0.052,0.1577,0.0013,0.0021,0.005,0.1098,0.0012,0.0017,0.0026
2017-12-12,2018-03-29,11.0,12.0,0.4716,0.0036,0.0028,0.0135,0.3206,0.0034,0.0035,0.0067,2.997,0.011,0.033,0.044,0.1574,0.0013,0.002,0.005,0.107,0.0012,0.0017,0.0025
2017-12-12,2018-03-29,12.0,13.0,0.3809,0.003,0.0022,0.0109,0.2555,0.0029,0.0028,0.0053,2.434,0.01,0.027,0.036,0.1565,0.0014,0.0019,0.005,0.105,0.0013,0.0016,0.0025
2017-12-12,2018-03-29,13.0,14.1,0.3099,0.0026,0.0019,0.0089,0.2031,0.0025,0.0022,0.0043,1.987,0.008,0.022,0.029,0.1559,0.0015,0.002,0.005,0.1022,0.0013,0.0016,0.0024
2017-12-12,2018-03-29,14.1,15.3,0.2512,0.0022,0.001,0.0072,0.1584,0.0021,0.0017,0.0035,1.617,0.007,0.018,0.023,0.1554,0.0015,0.0018,0.0049,0.09795,0.00138,0.00152,0.00223
2017-12-12,2018-03-29,15.3,16.6,0.2032,0.0016,0.0017,0.0058,0.1247,0.0018,0.0014,0.0028,1.317,0.006,0.014,0.017,0.1543,0.0014,0.0021,0.0048,0.09468,0.00144,0.00147,0.00211
2017-12-12,2018-03-29,16.6,18.0,0.1641,0.0013,0.0016,0.0047,0.101,0.0015,0.0011,0.0022,1.072,0.006,0.012,0.013,0.153,0.0014,0.0023,0.0047,0.09417,0.00151,0.00146,0.00209
2017-12-12,2018-03-29,18.0,19.5,0.1327,0.0011,0.0007,0.0038,0.08221,0.00134,0.0009,0.00231,0.8745,0.0048,0.0096,0.0081,0.1517,0.0015,0.0019,0.0045,0.094,0.00162,0.00146,0.00219
2017-12-12,2018-03-29,19.5,21.1,0.1073,0.001,0.0004,0.003,0.0665,0.00118,0.00073,0.00214,0.7121,0.0042,0.0078,0.0034,0.1506,0.0016,0.0017,0.0042,0.09339,0.00175,0.00145,0.00259
2018-03-30,2018-07-15,1.92,2.15,16.04,0.13,0.06,0.65,13.46,0.16,0.15,0.17,90.59,0.37,1.0,1.41,0.1771,0.0016,0.002,0.0081,0.1486,0.0019,0.0023,0.0028
2018-03-30,2018-07-15,2.15,2.4,13.98,0.12,0.04,0.55,12.42,0.14,0.14,0.17,80.13,0.33,0.88,1.22,0.1745,0.0017,0.002,0.0076,0.1551,0.0019,0.0024,0.003
2018-03-30,2018-07-15,2.4,2.67,12.34,0.16,0.07,0.47,10.94,0.13,0.12,0.22,69.03,0.28,0.76,1.02,0.1787,0.0024,0.0022,0.0066,0.1585,0.002,0.0025,0.0032
2018-03-30,2018-07-15,2.67,2.97,10.78,0.2,0.08,0.39,9.304,0.128,0.102,0.209,58.89,0.25,0.65,0.84,0.183,0.0035,0.0024,0.0063,0.158,0.0023,0.0025,0.0035
2018-03-30,2018-07-15,2.97,3.29,8.657,0.244,0.09,0.318,7.564,0.136,0.083,0.192,49.73,0.22,0.55,0.7,0.1741,0.005,0.0026,0.0063,0.1521,0.0028,0.0024,0.0037
2018-03-30,2018-07-15,3.29,3.64,7.34,0.171,0.081,0.3,6.139,0.143,0.068,0.162,41.73,0.21,0.46,0.65,0.1759,0.0042,0.0027,0.0074,0.1471,0.0035,0.0023,0.0039
2018-03-30,2018-07-15,3.64,4.02,6.086,0.129,0.067,0.272,4.951,0.142,0.054,0.132,34.8,0.22,0.38,0.55,0.1749,0.0039,0.0027,0.0082,0.1422,0.0042,0.0022,0.004
2018-03-30,2018-07-15,4.02,4.43,4.997,0.106,0.055,0.221,4.034,0.126,0.044,0.107,28.85,0.23,0.32,0.47,0.1732,0.0039,0.0027,0.008,0.1398,0.0045,0.0022,0.0039
2018-03-30,2018-07-15,4.43,4.88,4.075,0.089,0.045,0.181,3.28,0.091,0.036,0.083,23.8,0.25,0.26,0.38,0.1712,0.0042,0.0027,0.008,0.1378,0.0041,0.0021,0.0037
2018-03-30,2018-07-15,4.88,5.37,3.328,0.079,0.037,0.15,2.629,0.049,0.029,0.061,19.43,0.24,0.21,0.31,0.1713,0.0046,0.0027,0.008,0.1353,0.003,0.0021,0.0034
2018-03-30,2018-07-15,5.37,5.9,2.702,0.053,0.03,0.122,2.083,0.026,0.023,0.037,15.82,0.21,0.17,0.24,0.1708,0.0041,0.0027,0.008,0.1316,0.0024,0.002,0.0026
2018-03-30,2018-07-15,5.9,6.47,2.147,0.042,0.024,0.096,1.671,0.017,0.018,0.026,12.82,0.15,0.14,0.18,0.1675,0.0038,0.0026,0.0078,0.1304,0.002,0.002,0.0022
2018-03-30,2018-07-15,6.47,7.09,1.691,0.031,0.019,0.068,1.327,0.013,0.015,0.02,10.36,0.09,0.11,0.14,0.1632,0.0033,0.0025,0.0069,0.1281,0.0016,0.002,0.0023
2018-03-30,2018-07-15,7.09,7.76,1.454,0.019,0.016,0.052,1.058,0.01,0.012,0.018,8.634,0.048,0.095,0.1,0.1684,0.0024,0.0026,0.0062,0.1225,0.0014,0.0019,0.0023
2018-03-30,2018-07-15,7.76,8.48,1.165,0.013,0.013,0.037,0.8395,0.0084,0.0092,0.0161,6.987,0.031,0.077,0.081,0.1667,0.002,0.0026,0.0056,0.1201,0.0013,0.0019,0.0025
2018-03-30,2018-07-15,8.48,9.26,0.9285,0.0092,0.0102,0.0282,0.6624,0.0069,0.0073,0.0136,5.667,0.024,0.062,0.066,0.1638,0.0018,0.0025,0.0053,0.1169,0.0013,0.0018,0.0026
2018-03-30,2018-07-15,9.26,10.1,0.7259,0.0065,0.008,0.0218,0.5162,0.0058,0.0057,0.011,4.587,0.019,0.05,0.058,0.1583,0.0016,0.0025,0.0051,0.1125,0.0013,0.0018,0.0027
2018-03-30,2018-07-15,10.1,11.0,0.5911,0.0053,0.0049,0.0169,0.4055,0.0048,0.0045,0.0087,3.703,0.016,0.041,0.052,0.1596,0.0016,0.0022,0.005,0.1095,0.0014,0.0017,0.0027
2018-03-30,2018-07-15,11.0,12.0,0.4754,0.0043,0.0052,0.0136,0.3219,0.0041,0.0035,0.0068,2.977,0.014,0.033,0.044,0.1597,0.0016,0.0025,0.005,0.1081,0.0015,0.0017,0.0027
2018-03-30,2018-07-15,12.0,13.0,0.3838,0.0036,0.0042,0.011,0.2568,0.0035,0.0028,0.0053,2.414,0.012,0.027,0.036,0.159,0.0017,0.0025,0.005,0.1064,0.0015,0.0017,0.0027
2018-03-30,2018-07-15,13.0,14.1,0.312,0.0031,0.0025,0.0089,0.2037,0.003,0.0022,0.0043,1.969,0.01,0.022,0.029,0.1584,0.0018,0.0022,0.005,0.1034,0.0016,0.0016,0.0026
2018-03-30,2018-07-15,14.1,15.3,0.2529,0.0026,0.0018,0.0072,0.1583,0.0026,0.0017,0.0035,1.604,0.009,0.018,0.022,0.1576,0.0019,0.0021,0.0049,0.0987,0.00169,0.00154,0.00252
2018-03-30,2018-07-15,15.3,16.6,0.2045,0.0019,0.0015,0.0058,0.1238,0.0022,0.0014,0.0028,1.308,0.008,0.014,0.017,0.1564,0.0017,0.0021,0.0048,0.09465,0.00175,0.00147,0.00242
2018-03-30,2018-07-15,16.6,18.0,0.1651,0.0015,0.0018,0.0047,0.09801,0.00186,0.00108,0.00218,1.066,0.007,0.012,0.012,0.1548,0.0017,0.0024,0.0047,0.09193,0.00183,0.00143,0.00241
2018-03-30,2018-07-15,18.0,19.5,0.1334,0.0013,0.0015,0.0038,0.07898,0.0016,0.00087,0.00222,0.8711,0.0058,0.0096,0.008,0.1532,0.0018,0.0024,0.0044,0.09067,0.00193,0.00141,0.00245
2018-03-30,2018-07-15,19.5,21.1,0.1079,0.0011,0.0012,0.003,0.06451,0.00135,0.00071,0.00207,0.7106,0.005,0.0078,0.0034,0.1518,0.0019,0.0024,0.0042,0.09078,0.002,0.00141,0.00266
2018-07-16,2018-10-31,1.92,2.15,16.21,0.13,0.05,0.65,13.41,0.17,0.15,0.17,92.2,0.39,1.01,1.43,0.1758,0.0016,0.002,0.008,0.1454,0.0019,0.0023,0.0028
2018-07-16,2018-10-31,2.15,2.4,14.42,0.12,0.08,0.57,12.41,0.15,0.14,0.17,81.34,0.34,0.89,1.24,0.1773,0.0017,0.0022,0.0073,0.1525,0.0019,0.0024,0.003
2018-07-16,2018-10-31,2.4,2.67,12.66,0.16,0.1,0.48,10.86,0.13,0.12,0.22,69.99,0.3,0.77,1.04,0.1809,0.0024,0.0025,0.0065,0.1551,0.002,0.0024,0.0032
2018-07-16,2018-10-31,2.67,2.97,10.95,0.2,0.08,0.39,9.153,0.132,0.101,0.206,59.63,0.26,0.66,0.85,0.1837,0.0035,0.0024,0.0064,0.1535,0.0023,0.0024,0.0035
2018-07-16,2018-10-31,2.97,3.29,8.726,0.244,0.067,0.32,7.471,0.141,0.082,0.19,50.36,0.23,0.55,0.71,0.1733,0.0049,0.0023,0.0064,0.1484,0.0029,0.0023,0.0038
2018-07-16,2018-10-31,3.29,3.64,7.382,0.173,0.081,0.301,6.029,0.148,0.066,0.159,42.26,0.22,0.46,0.66,0.1747,0.0042,0.0027,0.0074,0.1427,0.0036,0.0022,0.0039
2018-07-16,2018-10-31,3.64,4.02,6.113,0.133,0.067,0.273,4.896,0.147,0.054,0.131,35.24,0.22,0.39,0.56,0.1734,0.0039,0.0027,0.0081,0.1389,0.0043,0.0022,0.0039
2018-07-16,2018-10-31,4.02,4.43,5.015,0.108,0.055,0.221,3.996,0.13,0.044,0.106,29.19,0.24,0.32,0.47,0.1718,0.004,0.0027,0.0081,0.1369,0.0046,0.0021,0.0039
2018-07-16,2018-10-31,4.43,4.88,4.078,0.09,0.045,0.181,3.25,0.094,0.036,0.082,24.08,0.26,0.26,0.39,0.1694,0.0042,0.0026,0.008,0.135,0.0042,0.0021,0.0037
2018-07-16,2018-10-31,4.88,5.37,3.316,0.078,0.036,0.149,2.615,0.05,0.029,0.06,19.64,0.25,0.22,0.31,0.1688,0.0045,0.0026,0.0081,0.1331,0.003,0.0021,0.0033
2018-07-16,2018-10-31,5.37,5.9,2.686,0.053,0.03,0.121,2.078,0.025,0.023,0.037,15.96,0.21,0.18,0.24,0.1683,0.004,0.0026,0.008,0.1302,0.0024,0.002,0.0026
2018-07-16,2018-10-31,5.9,6.47,2.137,0.041,0.024,0.096,1.682,0.017,0.019,0.027,12.91,0.15,0.14,0.18,0.1656,0.0038,0.0026,0.0078,0.1304,0.002,0.002,0.0022
2018-07-16,2018-10-31,6.47,7.09,1.685,0.031,0.019,0.068,1.332,0.013,0.015,0.02,10.42,0.09,0.11,0.14,0.1617,0.0032,0.0025,0.0069,0.1279,0.0016,0.002,0.0023
2018-07-16,2018-10-31,7.09,7.76,1.429,0.02,0.016,0.051,1.071,0.01,0.012,0.018,8.664,0.048,0.095,0.101,0.1649,0.0024,0.0026,0.0063,0.1236,0.0014,0.0019,0.0023
2018-07-16,2018-10-31,7.76,8.48,1.148,0.013,0.013,0.037,0.8436,0.0083,0.0093,0.0162,6.998,0.031,0.077,0.081,0.1641,0.002,0.0026,0.0056,0.1206,0.0013,0.0019,0.0025
2018-07-16,2018-10-31,8.48,9.26,0.9326,0.0091,0.0103,0.0283,0.6567,0.0069,0.0072,0.0135,5.663,0.024,0.062,0.066,0.1647,0.0017,0.0026,0.0053,0.116,0.0013,0.0018,0.0026
2018-07-16,2018-10-31,9.26,10.1,0.7335,0.0063,0.005,0.022,0.5138,0.0058,0.0057,0.0109,4.583,0.019,0.05,0.057,0.1601,0.0015,0.0021,0.0051,0.1121,0.0013,0.0017,0.0027
2018-07-16,2018-10-31,10.1,11.0,0.586,0.0052,0.0025,0.0168,0.4038,0.0048,0.0044,0.0087,3.703,0.016,0.041,0.052,0.1582,0.0016,0.0019,0.005,0.109,0.0014,0.0017,0.0027
2018-07-16,2018-10-31,11.0,12.0,0.4704,0.0043,0.0015,0.0135,0.3216,0.0041,0.0035,0.0068,2.987,0.014,0.033,0.044,0.1575,0.0016,0.0018,0.005,0.1077,0.0014,0.0017,0.0027
2018-07-16,2018-10-31,12.0,13.0,0.3796,0.0036,0.0014,0.0109,0.2567,0.0035,0.0028,0.0053,2.426,0.012,0.027,0.036,0.1565,0.0017,0.0018,0.005,0.1058,0.0015,0.0016,0.0027
2018-07-16,2018-10-31,13.0,14.1,0.3084,0.0031,0.002,0.0088,0.2052,0.003,0.0023,0.0043,1.979,0.01,0.022,0.029,0.1558,0.0018,0.002,0.0049,0.1037,0.0016,0.0016,0.0026
2018-07-16,2018-10-31,14.1,15.3,0.2498,0.0026,0.0016,0.0071,0.1616,0.0026,0.0018,0.0036,1.61,0.009,0.018,0.022,0.1552,0.0018,0.002,0.0049,0.1004,0.0017,0.0016,0.0025
2018-07-16,2018-10-31,15.3,16.6,0.202,0.0019,0.0012,0.0058,0.1261,0.0022,0.0014,0.0028,1.311,0.008,0.014,0.017,0.154,0.0017,0.0019,0.0048,0.09614,0.00178,0.0015,0.00242
2018-07-16,2018-10-31,16.6,18.0,0.163,0.0015,0.0018,0.0046,0.09966,0.00191,0.0011,0.00222,1.068,0.007,0.012,0.013,0.1526,0.0017,0.0024,0.0046,0.09329,0.00188,0.00145,0.00242
2018-07-16,2018-10-31,18.0,19.5,0.1317,0.0013,0.0014,0.0037,0.0787,0.00162,0.00087,0.00221,0.8725,0.0058,0.0096,0.0081,0.151,0.0018,0.0023,0.0044,0.09021,0.00195,0.0014,0.00241
2018-07-16,2018-10-31,19.5,21.1,0.1065,0.0011,0.0012,0.0029,0.06106,0.00136,0.00067,0.00196,0.7118,0.005,0.0078,0.0034,0.1496,0.0019,0.0023,0.0042,0.08578,0.002,0.00133,0.00234
2018-11-01,2019-02-16,1.92,2.15,16.34,0.18,0.07,0.66,14.11,0.21,0.16,0.18,95.54,0.5,1.05,1.49,0.1711,0.002,0.002,0.0071,0.1477,0.0024,0.0023,0.0029
2018-11-01,2019-02-16,2.15,2.4,14.45,0.16,0.07,0.57,12.95,0.19,0.14,0.18,84.27,0.43,0.93,1.28,0.1715,0.0021,0.0021,0.0067,0.1536,0.0024,0.0024,0.0031
2018-11-01,2019-02-16,2.4,2.67,12.74,0.22,0.06,0.48,11.25,0.17,0.12,0.22,72.46,0.38,0.8,1.07,0.1759,0.0031,0.0021,0.0071,0.1553,0.0025,0.0024,0.0034
2018-11-01,2019-02-16,2.67,2.97,11.06,0.28,0.09,0.4,9.46,0.167,0.104,0.213,61.74,0.33,0.68,0.88,0.1792,0.0046,0.0024,0.0072,0.1532,0.0028,0.0024,0.0038
2018-11-01,2019-02-16,2.97,3.29,8.808,0.343,0.097,0.323,7.719,0.175,0.085,0.196,52.15,0.29,0.57,0.74,0.1689,0.0066,0.0026,0.0073,0.148,0.0035,0.0023,0.0041
2018-11-01,2019-02-16,3.29,3.64,7.504,0.238,0.083,0.306,6.259,0.182,0.069,0.165,43.73,0.27,0.48,0.68,0.1716,0.0055,0.0027,0.0081,0.1431,0.0043,0.0022,0.0043
2018-11-01,2019-02-16,3.64,4.02,6.27,0.183,0.069,0.28,5.085,0.179,0.056,0.136,36.41,0.28,0.4,0.57,0.1722,0.0052,0.0027,0.0087,0.1396,0.005,0.0022,0.0043
2018-11-01,2019-02-16,4.02,4.43,5.14,0.146,0.057,0.227,4.165,0.156,0.046,0.11,30.14,0.3,0.33,0.49,0.1705,0.0052,0.0027,0.0086,0.1382,0.0054,0.0021,0.0043
2018-11-01,2019-02-16,4.43,4.88,4.148,0.123,0.046,0.184,3.378,0.112,0.037,0.085,24.81,0.32,0.27,0.4,0.1672,0.0054,0.0026,0.0086,0.1361,0.0048,0.0021,0.0042
2018-11-01,2019-02-16,4.88,5.37,3.354,0.109,0.037,0.151,2.669,0.06,0.029,0.062,20.22,0.31,0.22,0.32,0.1659,0.006,0.0026,0.0087,0.132,0.0036,0.0021,0.0038
2018-11-01,2019-02-16,5.37,5.9,2.71,0.074,0.03,0.122,2.065,0.032,0.023,0.037,16.4,0.27,0.18,0.25,0.1652,0.0053,0.0026,0.0087,0.1259,0.0028,0.002,0.0028
2018-11-01,2019-02-16,5.9,6.47,2.159,0.059,0.024,0.097,1.668,0.021,0.018,0.026,13.23,0.19,0.15,0.19,0.1632,0.005,0.0025,0.0085,0.1261,0.0024,0.002,0.0024
2018-11-01,2019-02-16,6.47,7.09,1.705,0.044,0.019,0.069,1.353,0.016,0.015,0.021,10.64,0.11,0.12,0.14,0.1603,0.0045,0.0025,0.0075,0.1272,0.002,0.002,0.0025
2018-11-01,2019-02-16,7.09,7.76,1.455,0.027,0.016,0.052,1.07,0.013,0.012,0.018,8.801,0.062,0.097,0.102,0.1653,0.0032,0.0026,0.0066,0.1216,0.0017,0.0019,0.0025
2018-11-01,2019-02-16,7.76,8.48,1.161,0.017,0.013,0.037,0.8405,0.0108,0.0092,0.0161,7.084,0.04,0.078,0.082,0.1639,0.0026,0.0025,0.0057,0.1186,0.0017,0.0018,0.0027
2018-11-01,2019-02-16,8.48,9.26,0.933,0.0122,0.0103,0.0283,0.6579,0.009,0.0072,0.0135,5.722,0.031,0.063,0.066,0.1631,0.0023,0.0025,0.0054,0.115,0.0017,0.0018,0.0029
2018-11-01,2019-02-16,9.26,10.1,0.7185,0.0087,0.0056,0.0216,0.5195,0.0075,0.0057,0.0111,4.623,0.025,0.051,0.058,0.1554,0.0021,0.0021,0.0052,0.1124,0.0017,0.0017,0.003
2018-11-01,2019-02-16,10.1,11.0,0.5863,0.007,0.0037,0.0168,0.4077,0.0062,0.0045,0.0088,3.732,0.021,0.041,0.052,0.1571,0.0021,0.002,0.0049,0.1092,0.0018,0.0017,0.003
2018-11-01,2019-02-16,11.0,12.0,0.4719,0.0057,0.0028,0.0135,0.3204,0.0052,0.0035,0.0067,3.001,0.018,0.033,0.044,0.1572,0.0021,0.002,0.0049,0.1068,0.0018,0.0017,0.003
2018-11-01,2019-02-16,12.0,13.0,0.3812,0.0048,0.0042,0.0109,0.2568,0.0045,0.0028,0.0053,2.432,0.015,0.027,0.036,0.1568,0.0022,0.0024,0.0049,0.1056,0.0019,0.0016,0.003
2018-11-01,2019-02-16,13.0,14.1,0.31,0.0041,0.0034,0.0089,0.2063,0.0038,0.0023,0.0043,1.981,0.013,0.022,0.029,0.1565,0.0023,0.0024,0.0048,0.1042,0.002,0.0016,0.003
2018-11-01,2019-02-16,14.1,15.3,0.2512,0.0035,0.0026,0.0072,0.1645,0.0032,0.0018,0.0036,1.612,0.011,0.018,0.022,0.1559,0.0024,0.0023,0.0048,0.1021,0.0021,0.0016,0.0031
2018-11-01,2019-02-16,15.3,16.6,0.2031,0.0025,0.0017,0.0058,0.1319,0.0028,0.0015,0.003,1.315,0.01,0.014,0.017,0.1545,0.0022,0.0022,0.0046,0.1003,0.0023,0.0016,0.0029
2018-11-01,2019-02-16,16.6,18.0,0.1639,0.002,0.0017,0.0047,0.1049,0.0025,0.0012,0.0023,1.073,0.008,0.012,0.013,0.1528,0.0022,0.0023,0.0045,0.09783,0.00242,0.00152,0.00299
2018-11-01,2019-02-16,18.0,19.5,0.1324,0.0018,0.0012,0.0037,0.08196,0.00199,0.0009,0.0023,0.8769,0.0074,0.0096,0.0081,0.151,0.0024,0.0022,0.0043,0.09347,0.0024,0.00145,0.00411
