bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,nitrogen_flux m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_statistical m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,nitrogen_to_helium_ratio,nitrogen_to_helium_ratio_error_statistical,nitrogen_to_helium_ratio_error_time_dependent,nitrogen_to_helium_ratio_error_time_independent
2426,1.92,2.15,0.4882,0.0265,0.0136,0.0107,0.006495,0.000353,0.000186,0.000173
2426,2.15,2.4,0.4768,0.023,0.0069,0.0106,0.007001,0.000338,0.00011,0.00018
2426,2.4,2.67,0.4215,0.0186,0.0047,0.0088,0.006899,0.000306,8.6e-05,0.000165
2426,2.67,2.97,0.3687,0.0154,0.0033,0.0075,0.006836,0.000287,7.2e-05,0.000159
2426,2.97,3.29,0.331,0.0131,0.0037,0.0068,0.00705,0.000281,8.7e-05,0.000163
2426,3.29,3.64,0.2907,0.011,0.0024,0.0059,0.007196,0.000274,7.2e-05,0.000166
2426,3.64,4.02,0.2665,0.0096,0.0021,0.0054,0.007794,0.000281,7.4e-05,0.00018
2426,4.02,4.43,0.2269,0.0079,0.0018,0.0046,0.00784,0.000275,7.3e-05,0.000181
2426,4.43,4.88,0.1914,0.0063,0.0015,0.0039,0.007957,0.000262,7.4e-05,0.000185
2426,4.88,5.37,0.1505,0.005,0.0013,0.0031,0.007493,0.000249,7.3e-05,0.000175
2426,5.37,5.9,0.1248,0.0041,0.001,0.0026,0.007543,0.000251,7.3e-05,0.000178
2426,5.9,6.47,0.1053,0.0035,0.0008,0.0022,0.007761,0.000257,7.4e-05,0.000184
2426,6.47,7.09,0.08225,0.00275,0.00069,0.00173,0.007404,0.000248,7.2e-05,0.000176
2426,7.09,7.76,0.06582,0.00221,0.00055,0.00139,0.007271,0.000245,7.1e-05,0.000174
2426,7.76,8.48,0.05369,0.00182,0.00044,0.00114,0.007276,0.000248,7e-05,0.000174
2426,8.48,9.26,0.04731,0.00158,0.00039,0.001,0.007905,0.000265,7.6e-05,0.000189
2426,9.26,10.1,0.0388,0.00135,0.00032,0.00082,0.007984,0.000278,7.7e-05,0.000191
2426,10.1,11.0,0.0297,0.00112,0.00025,0.00063,0.007503,0.000283,7.2e-05,0.00018
2426,11.0,12.0,0.02434,0.00094,0.0002,0.00051,0.007609,0.000295,7.4e-05,0.000182
2426,12.0,13.0,0.01941,0.00082,0.00016,0.00041,0.007416,0.000315,7.2e-05,0.000177
2426,13.0,14.1,0.0162,0.0007,0.00014,0.00034,0.007603,0.000331,7.4e-05,0.000181
2426,14.1,15.3,0.013,0.00059,0.00011,0.00027,0.007466,0.000339,7.3e-05,0.000178
2426,15.3,16.6,0.01041,0.00049,9e-05,0.00022,0.007364,0.000349,7.2e-05,0.000176
2426,16.6,18.0,0.008324,0.000411,7.1e-05,0.000172,0.007232,0.000358,7.1e-05,0.000173
2426,18.0,19.5,0.007573,0.000362,6.5e-05,0.000157,0.008108,0.000389,8e-05,0.000194
2426,19.5,21.1,0.00502,0.000271,4.3e-05,0.000104,0.00662,0.000359,6.6e-05,0.000158
2426,21.1,22.8,0.004695,0.000243,4.1e-05,9.7e-05,0.007566,0.000393,7.6e-05,0.000181
2426,22.8,24.7,0.003679,0.000195,3.2e-05,7.6e-05,0.007332,0.00039,7.4e-05,0.000176
2426,24.7,26.7,0.002948,0.000163,2.6e-05,6.1e-05,0.007204,0.0004,7.3e-05,0.000173
2426,26.7,28.8,0.00255,0.000144,2.3e-05,5.3e-05,0.007641,0.000434,7.8e-05,0.000184
2426,28.8,31.1,0.001945,0.000118,1.7e-05,4e-05,0.007143,0.000436,7.3e-05,0.000172
2426,31.1,33.5,0.001586,0.000103,1.4e-05,3.3e-05,0.00718,0.00047,7.4e-05,0.000173
2426,33.5,36.1,0.001209,8.6e-05,1.1e-05,2.5e-05,0.00665,0.000477,6.9e-05,0.000161
2426,36.1,38.9,0.001026,7.7e-05,9e-06,2.1e-05,0.006911,0.000518,7.2e-05,0.000167
2426,38.9,41.9,0.0008692,6.81e-05,8e-06,1.79e-05,0.007183,0.000564,7.5e-05,0.000174
2426,41.9,45.1,0.000599,5.47e-05,5.5e-06,1.24e-05,0.006027,0.000552,6.3e-05,0.000147
2426,45.1,48.5,0.0005896,5.26e-05,5.5e-06,1.22e-05,0.007216,0.000646,7.6e-05,0.000177
2426,48.5,52.2,0.0004761,4.53e-05,4.5e-06,9.9e-06,0.0072,0.000687,7.7e-05,0.000177
2426,52.2,56.1,0.0002972,3.48e-05,2.8e-06,6.2e-06,0.005489,0.000645,5.9e-05,0.000136
2426,56.1,60.3,0.0002601,3.14e-05,2.5e-06,5.4e-06,0.005943,0.000719,6.4e-05,0.000148
2427,1.92,2.15,0.4471,0.0187,0.0168,0.0098,0.006457,0.00027,0.000246,0.000172
2427,2.15,2.4,0.4592,0.017,0.005,0.0102,0.00726,0.000269,9e-05,0.000187
2427,2.4,2.67,0.4104,0.014,0.0044,0.0086,0.0072,0.000246,8.6e-05,0.000172
2427,2.67,2.97,0.3675,0.0118,0.0032,0.0075,0.007257,0.000233,7.4e-05,0.000169
2427,2.97,3.29,0.316,0.0097,0.0022,0.0065,0.007136,0.000221,6.2e-05,0.000165
2427,3.29,3.64,0.2818,0.0082,0.0019,0.0057,0.007348,0.000215,6.1e-05,0.000169
2427,3.64,4.02,0.2488,0.007,0.0016,0.0051,0.007613,0.000215,6.1e-05,0.000176
2427,4.02,4.43,0.2051,0.0057,0.0013,0.0042,0.007424,0.000207,6e-05,0.000172
2427,4.43,4.88,0.1792,0.0046,0.0011,0.0037,0.007727,0.0002,6.2e-05,0.00018
2427,4.88,5.37,0.1434,0.0037,0.001,0.003,0.007453,0.000193,6.1e-05,0.000174
2427,5.37,5.9,0.1209,0.0031,0.0008,0.0025,0.007564,0.000196,6.1e-05,0.000178
2427,5.9,6.47,0.1049,0.0026,0.0007,0.0022,0.007996,0.000202,6.7e-05,0.000189
2427,6.47,7.09,0.08083,0.00209,0.00058,0.0017,0.007488,0.000194,6.4e-05,0.000178
2427,7.09,7.76,0.06737,0.00173,0.00046,0.00143,0.007652,0.000197,6.4e-05,0.000183
2427,7.76,8.48,0.05581,0.00144,0.00039,0.00118,0.007778,0.000202,6.6e-05,0.000186
2427,8.48,9.26,0.04691,0.00123,0.00037,0.00099,0.00803,0.000211,7.4e-05,0.000192
2427,9.26,10.1,0.03594,0.00101,0.00031,0.00076,0.007551,0.000213,7.4e-05,0.000181
2427,10.1,11.0,0.02953,0.00087,0.00027,0.00062,0.007612,0.000224,7.8e-05,0.000182
2427,11.0,12.0,0.02378,0.00072,0.00021,0.0005,0.007557,0.00023,7.7e-05,0.000181
2427,12.0,13.0,0.0182,0.00062,0.00016,0.00038,0.007087,0.000242,7e-05,0.000169
2427,13.0,14.1,0.01502,0.00053,0.00013,0.00031,0.007104,0.000249,7.2e-05,0.000169
2427,14.1,15.3,0.0122,0.00044,0.00011,0.00025,0.007085,0.000258,7e-05,0.000169
2427,15.3,16.6,0.009104,0.000358,9.4e-05,0.000189,0.00655,0.000258,7.4e-05,0.000156
2427,16.6,18.0,0.008042,0.000314,8.8e-05,0.000167,0.007061,0.000277,8.4e-05,0.000169
2427,18.0,19.5,0.007074,0.000272,7e-05,0.000146,0.007672,0.000296,8.4e-05,0.000183
2427,19.5,21.1,0.005433,0.00022,4.4e-05,0.000112,0.007258,0.000294,6.8e-05,0.000174
2427,21.1,22.8,0.004504,0.000186,3.4e-05,9.3e-05,0.007288,0.000301,6.4e-05,0.000175
2427,22.8,24.7,0.003542,0.000149,2.8e-05,7.3e-05,0.007082,0.0003,6.5e-05,0.00017
2427,24.7,26.7,0.003062,0.000131,2.4e-05,6.3e-05,0.007594,0.000326,7e-05,0.000182
2427,26.7,28.8,0.002442,0.000112,1.9e-05,5e-05,0.007381,0.000339,6.6e-05,0.000177
2427,28.8,31.1,0.001932,9.4e-05,1.5e-05,4e-05,0.007174,0.000349,6.4e-05,0.000173
2427,31.1,33.5,0.0014,7.8e-05,1.1e-05,2.9e-05,0.006325,0.000351,5.7e-05,0.000152
2427,33.5,36.1,0.001351,7.3e-05,1.1e-05,2.8e-05,0.007516,0.000408,6.8e-05,0.000181
2427,36.1,38.9,0.00106,6.2e-05,8e-06,2.2e-05,0.007207,0.000425,6.6e-05,0.000174
2427,38.9,41.9,0.0008228,5.3e-05,6.6e-06,1.7e-05,0.006798,0.00044,6.3e-05,0.000165
2427,41.9,45.1,0.00067,4.63e-05,5.4e-06,1.38e-05,0.00674,0.000467,6.3e-05,0.000164
2427,45.1,48.5,0.0005389,4.03e-05,4.4e-06,1.11e-05,0.006605,0.000495,6.2e-05,0.000162
2427,48.5,52.2,0.0003926,3.29e-05,3.2e-06,8.1e-06,0.005921,0.000498,5.6e-05,0.000146
2427,52.2,56.1,0.0002885,2.75e-05,2.4e-06,6e-06,0.005289,0.000505,5e-05,0.000131
2427,56.1,60.3,0.0003122,2.75e-05,2.6e-06,6.5e-06,0.006985,0.000618,6.7e-05,0.000174
2428,1.92,2.15,0.3761,0.0157,0.0102,0.0083,0.005237,0.000219,0.000145,0.00014
2428,2.15,2.4,0.4267,0.0157,0.0127,0.0095,0.006492,0.000239,0.000197,0.000167
2428,2.4,2.67,0.4055,0.0137,0.0096,0.0085,0.006869,0.000232,0.000167,0.000164
2428,2.67,2.97,0.3761,0.0118,0.0035,0.0077,0.007184,0.000225,7.5e-05,0.000167
2428,2.97,3.29,0.3601,0.0103,0.0047,0.0074,0.007825,0.000224,0.000109,0.000181
2428,3.29,3.64,0.2898,0.0082,0.0021,0.0059,0.007311,0.000208,6.4e-05,0.000168
2428,3.64,4.02,0.2525,0.007,0.0017,0.0052,0.007486,0.000207,6.1e-05,0.000173
2428,4.02,4.43,0.2137,0.0057,0.0013,0.0044,0.007481,0.000201,5.9e-05,0.000173
2428,4.43,4.88,0.1786,0.0045,0.0011,0.0037,0.007478,0.000191,5.7e-05,0.000174
2428,4.88,5.37,0.1537,0.0037,0.001,0.0032,0.007727,0.000189,6.3e-05,0.000181
2428,5.37,5.9,0.12,0.003,0.0008,0.0025,0.007295,0.000184,5.9e-05,0.000172
2428,5.9,6.47,0.1056,0.0026,0.0007,0.0022,0.007807,0.000192,6.2e-05,0.000185
2428,6.47,7.09,0.0889,0.00213,0.00062,0.00188,0.008005,0.000193,6.6e-05,0.000191
2428,7.09,7.76,0.07025,0.00171,0.00046,0.00149,0.007752,0.000189,6.2e-05,0.000185
2428,7.76,8.48,0.0552,0.00138,0.00036,0.00117,0.007518,0.000189,5.9e-05,0.00018
2428,8.48,9.26,0.0487,0.0012,0.00034,0.00103,0.00811,0.000201,6.7e-05,0.000194
2428,9.26,10.1,0.03593,0.00097,0.00027,0.00076,0.007382,0.0002,6.4e-05,0.000177
2428,10.1,11.0,0.02906,0.00082,0.00022,0.00061,0.007316,0.000208,6.4e-05,0.000175
2428,11.0,12.0,0.02495,0.00071,0.00019,0.00052,0.007727,0.000221,6.8e-05,0.000185
2428,12.0,13.0,0.0191,0.00061,0.00014,0.0004,0.007286,0.000233,6.2e-05,0.000174
2428,13.0,14.1,0.01598,0.00052,0.00012,0.00033,0.007446,0.000244,6.4e-05,0.000178
2428,14.1,15.3,0.01276,0.00044,0.0001,0.00027,0.00728,0.00025,6.3e-05,0.000174
2428,15.3,16.6,0.01038,0.00037,9e-05,0.00022,0.007313,0.000261,6.8e-05,0.000174
2428,16.6,18.0,0.008055,0.000304,6.9e-05,0.000167,0.006988,0.000265,6.8e-05,0.000167
2428,18.0,19.5,0.006416,0.000252,5.2e-05,0.000133,0.006857,0.00027,6.3e-05,0.000164
2428,19.5,21.1,0.005501,0.000216,4e-05,0.000114,0.00726,0.000285,6.2e-05,0.000174
2428,21.1,22.8,0.004606,0.000183,3.2e-05,9.5e-05,0.007443,0.000297,6.1e-05,0.000178
2428,22.8,24.7,0.003623,0.000148,2.6e-05,7.5e-05,0.007204,0.000294,6e-05,0.000173
2428,24.7,26.7,0.00285,0.000123,2.1e-05,5.9e-05,0.007013,0.000303,5.9e-05,0.000169
2428,26.7,28.8,0.002396,0.000107,1.7e-05,4.9e-05,0.007197,0.000322,6.1e-05,0.000173
2428,28.8,31.1,0.001852,8.8e-05,1.4e-05,3.8e-05,0.006864,0.000328,5.9e-05,0.000165
2428,31.1,33.5,0.001521,7.7e-05,1.1e-05,3.1e-05,0.006807,0.000348,5.9e-05,0.000164
2428,33.5,36.1,0.001256,6.7e-05,9e-06,2.6e-05,0.006908,0.000371,6.1e-05,0.000167
2428,36.1,38.9,0.000986,5.73e-05,7.5e-06,2.03e-05,0.006588,0.000384,5.8e-05,0.000159
2428,38.9,41.9,0.0008026,4.99e-05,6.2e-06,1.66e-05,0.00661,0.000412,5.9e-05,0.00016
2428,41.9,45.1,0.0006747,4.43e-05,5.3e-06,1.39e-05,0.006775,0.000446,6.1e-05,0.000165
2428,45.1,48.5,0.0005651,3.93e-05,4.4e-06,1.17e-05,0.006857,0.000479,6.2e-05,0.000168
2428,48.5,52.2,0.0004258,3.27e-05,3.4e-06,8.8e-06,0.006364,0.00049,5.8e-05,0.000157
2428,52.2,56.1,0.0003322,2.81e-05,2.7e-06,6.9e-06,0.006084,0.000516,5.6e-05,0.000151
2428,56.1,60.3,0.0003181,2.65e-05,2.6e-06,6.6e-06,0.007051,0.000589,6.5e-05,0.000176
2429,1.92,2.15,0.4687,0.0183,0.0085,0.0103,0.00654,0.000256,0.000125,0.000174
2429,2.15,2.4,0.4293,0.0155,0.0048,0.0096,0.006529,0.000236,8e-05,0.000168
2429,2.4,2.67,0.3998,0.0129,0.0025,0.0083,0.006763,0.000219,5.3e-05,0.000161
2429,2.67,2.97,0.362,0.0109,0.0023,0.0074,0.006903,0.000208,5.5e-05,0.000161
2429,2.97,3.29,0.3246,0.0092,0.0031,0.0066,0.007042,0.0002,7.5e-05,0.000163
2429,3.29,3.64,0.2948,0.0079,0.0015,0.006,0.007415,0.000198,5.1e-05,0.000171
2429,3.64,4.02,0.2704,0.0069,0.0011,0.0055,0.00798,0.000203,4.9e-05,0.000184
2429,4.02,4.43,0.2201,0.0055,0.0008,0.0045,0.007702,0.000195,4.3e-05,0.000178
2429,4.43,4.88,0.19,0.0045,0.0007,0.0039,0.00792,0.000187,4.5e-05,0.000184
2429,4.88,5.37,0.1508,0.0036,0.0006,0.0031,0.007553,0.000179,4.4e-05,0.000177
2429,5.37,5.9,0.1291,0.003,0.0005,0.0027,0.007807,0.000182,4.5e-05,0.000184
2429,5.9,6.47,0.1018,0.0024,0.0004,0.0021,0.007485,0.000179,4.4e-05,0.000177
2429,6.47,7.09,0.08504,0.00199,0.00035,0.00179,0.007629,0.000179,4.6e-05,0.000182
2429,7.09,7.76,0.06784,0.0016,0.0003,0.00144,0.007465,0.000177,4.6e-05,0.000178
2429,7.76,8.48,0.05797,0.00136,0.00025,0.00123,0.007809,0.000184,4.8e-05,0.000187
2429,8.48,9.26,0.04644,0.00113,0.00021,0.00098,0.0077,0.000188,4.8e-05,0.000185
2429,9.26,10.1,0.0389,0.00097,0.00019,0.00082,0.007945,0.000199,5.1e-05,0.00019
2429,10.1,11.0,0.03034,0.00081,0.00015,0.00064,0.007616,0.000205,4.9e-05,0.000182
2429,11.0,12.0,0.02493,0.00069,0.00012,0.00052,0.007687,0.000212,5e-05,0.000184
2429,12.0,13.0,0.01982,0.0006,0.0001,0.00041,0.007487,0.000227,4.9e-05,0.000179
2429,13.0,14.1,0.01571,0.0005,8e-05,0.00033,0.007295,0.000232,4.8e-05,0.000174
2429,14.1,15.3,0.01276,0.00042,7e-05,0.00027,0.007243,0.000239,4.8e-05,0.000173
2429,15.3,16.6,0.01036,0.00035,5e-05,0.00021,0.007282,0.000249,5e-05,0.000174
2429,16.6,18.0,0.008913,0.000306,4.8e-05,0.000185,0.007704,0.000265,5.3e-05,0.000184
2429,18.0,19.5,0.006464,0.000241,3.5e-05,0.000134,0.006888,0.000257,4.7e-05,0.000165
2429,19.5,21.1,0.005677,0.000208,3.1e-05,0.000117,0.00745,0.000274,5.2e-05,0.000178
2429,21.1,22.8,0.004568,0.000174,2.5e-05,9.4e-05,0.007338,0.00028,5.1e-05,0.000176
2429,22.8,24.7,0.003721,0.000142,2.1e-05,7.7e-05,0.007348,0.000281,5.2e-05,0.000176
2429,24.7,26.7,0.002952,0.000119,1.7e-05,6.1e-05,0.007206,0.000292,5.2e-05,0.000173
2429,26.7,28.8,0.002265,0.0001,1.3e-05,4.7e-05,0.006744,0.000298,4.8e-05,0.000162
2429,28.8,31.1,0.001967,8.8e-05,1.2e-05,4.1e-05,0.007236,0.000324,5.2e-05,0.000174
2429,31.1,33.5,0.00147,7.4e-05,9e-06,3e-05,0.006576,0.000331,4.8e-05,0.000158
2429,33.5,36.1,0.00118,6.3e-05,7e-06,2.4e-05,0.006473,0.000349,4.8e-05,0.000156
2429,36.1,38.9,0.00106,5.8e-05,7e-06,2.2e-05,0.007067,0.000387,5.3e-05,0.000171
2429,38.9,41.9,0.0007051,4.56e-05,4.4e-06,1.45e-05,0.005734,0.000371,4.4e-05,0.000139
2429,41.9,45.1,0.0006012,4.07e-05,3.8e-06,1.24e-05,0.006003,0.000408,4.6e-05,0.000146
2429,45.1,48.5,0.0005766,3.87e-05,3.7e-06,1.19e-05,0.00703,0.000473,5.4e-05,0.000172
2429,48.5,52.2,0.0004458,3.26e-05,2.9e-06,9.2e-06,0.006682,0.00049,5.2e-05,0.000164
2429,52.2,56.1,0.0003104,2.65e-05,2.1e-06,6.5e-06,0.005654,0.000483,4.5e-05,0.00014
2429,56.1,60.3,0.000283,2.43e-05,1.9e-06,5.9e-06,0.006264,0.00054,5e-05,0.000156
2430,1.92,2.15,0.4595,0.0178,0.0058,0.0101,0.006305,0.000245,8.6e-05,0.000168
2430,2.15,2.4,0.4263,0.0152,0.0035,0.0095,0.006441,0.00023,6.1e-05,0.000166
2430,2.4,2.67,0.4201,0.0131,0.0018,0.0088,0.007064,0.000221,4.4e-05,0.000168
2430,2.67,2.97,0.3796,0.0111,0.0018,0.0078,0.007208,0.000211,4.7e-05,0.000168
2430,2.97,3.29,0.3339,0.0093,0.0017,0.0068,0.007204,0.000201,4.8e-05,0.000167
2430,3.29,3.64,0.3023,0.0079,0.0012,0.0062,0.007578,0.000199,4.4e-05,0.000175
2430,3.64,4.02,0.2643,0.0067,0.0009,0.0054,0.00777,0.000199,4.1e-05,0.000179
2430,4.02,4.43,0.2332,0.0057,0.0008,0.0048,0.008153,0.000199,4.3e-05,0.000189
2430,4.43,4.88,0.1815,0.0043,0.0006,0.0037,0.00755,0.000181,4.1e-05,0.000176
2430,4.88,5.37,0.1572,0.0036,0.0006,0.0033,0.007866,0.000181,4.4e-05,0.000184
2430,5.37,5.9,0.1276,0.003,0.0005,0.0027,0.007708,0.000179,4.3e-05,0.000182
2430,5.9,6.47,0.1063,0.0025,0.0004,0.0022,0.007819,0.000181,4.5e-05,0.000185
2430,6.47,7.09,0.08114,0.00192,0.00036,0.00171,0.007265,0.000172,4.3e-05,0.000173
2430,7.09,7.76,0.07071,0.00162,0.00033,0.0015,0.007803,0.000179,4.7e-05,0.000186
2430,7.76,8.48,0.05634,0.00132,0.00026,0.00119,0.007632,0.000179,4.6e-05,0.000183
2430,8.48,9.26,0.04663,0.00111,0.00023,0.00099,0.007746,0.000185,4.9e-05,0.000186
2430,9.26,10.1,0.03667,0.00093,0.00019,0.00078,0.007502,0.000191,4.9e-05,0.00018
2430,10.1,11.0,0.02991,0.0008,0.00016,0.00063,0.007527,0.000201,4.9e-05,0.00018
2430,11.0,12.0,0.02526,0.00068,0.00013,0.00053,0.007801,0.000211,5.1e-05,0.000186
2430,12.0,13.0,0.02101,0.00061,0.00011,0.00044,0.007975,0.000232,5.1e-05,0.00019
2430,13.0,14.1,0.01648,0.0005,9e-05,0.00034,0.007663,0.000235,5e-05,0.000183
2430,14.1,15.3,0.01346,0.00043,7e-05,0.00028,0.007699,0.000244,5.1e-05,0.000184
2430,15.3,16.6,0.01081,0.00036,6e-05,0.00022,0.007587,0.00025,5e-05,0.000181
2430,16.6,18.0,0.008243,0.00029,4.4e-05,0.000171,0.007152,0.000252,4.7e-05,0.000171
2430,18.0,19.5,0.007064,0.000248,3.8e-05,0.000146,0.007518,0.000264,5e-05,0.00018
2430,19.5,21.1,0.005652,0.000204,3.1e-05,0.000117,0.007438,0.000269,5e-05,0.000178
2430,21.1,22.8,0.00416,0.000163,2.3e-05,8.6e-05,0.006705,0.000263,4.6e-05,0.000161
2430,22.8,24.7,0.003554,0.000136,2e-05,7.3e-05,0.006997,0.000269,4.8e-05,0.000168
2430,24.7,26.7,0.003024,0.000118,1.7e-05,6.2e-05,0.007382,0.00029,5.1e-05,0.000177
2430,26.7,28.8,0.002487,0.000103,1.4e-05,5.1e-05,0.007494,0.000311,5.2e-05,0.00018
2430,28.8,31.1,0.001876,8.4e-05,1.1e-05,3.9e-05,0.006836,0.000308,4.8e-05,0.000165
2430,31.1,33.5,0.001493,7.3e-05,9e-06,3.1e-05,0.006729,0.000329,4.8e-05,0.000162
2430,33.5,36.1,0.001257,6.4e-05,8e-06,2.6e-05,0.006942,0.000356,5e-05,0.000168
2430,36.1,38.9,0.0009633,5.41e-05,6e-06,1.98e-05,0.00651,0.000367,4.8e-05,0.000158
2430,38.9,41.9,0.0007662,4.66e-05,4.8e-06,1.58e-05,0.006339,0.000387,4.7e-05,0.000154
2430,41.9,45.1,0.0006735,4.23e-05,4.3e-06,1.39e-05,0.006759,0.000426,5.1e-05,0.000165
2430,45.1,48.5,0.0005576,3.73e-05,3.6e-06,1.15e-05,0.006883,0.000462,5.2e-05,0.000168
2430,48.5,52.2,0.000384,2.97e-05,2.5e-06,8e-06,0.005766,0.000447,4.4e-05,0.000142
2430,52.2,56.1,0.0003565,2.78e-05,2.4e-06,7.4e-06,0.006573,0.000514,5.1e-05,0.000163
2430,56.1,60.3,0.0002488,2.24e-05,1.7e-06,5.2e-06,0.005528,0.000499,4.3e-05,0.000138
2431,1.92,2.15,0.4193,0.0169,0.0078,0.0092,0.006354,0.000257,0.000124,0.000169
2431,2.15,2.4,0.4371,0.0153,0.0033,0.0098,0.007175,0.000251,6.7e-05,0.000184
2431,2.4,2.67,0.3859,0.0124,0.0024,0.008,0.007002,0.000226,5.5e-05,0.000167
2431,2.67,2.97,0.3448,0.0104,0.0019,0.0071,0.006983,0.000212,4.9e-05,0.000162
2431,2.97,3.29,0.3193,0.009,0.0026,0.0065,0.007345,0.000207,6.8e-05,0.00017
2431,3.29,3.64,0.2823,0.0076,0.0016,0.0058,0.007469,0.0002,5.3e-05,0.000172
2431,3.64,4.02,0.253,0.0065,0.0011,0.0052,0.007808,0.000202,4.8e-05,0.00018
2431,4.02,4.43,0.2188,0.0055,0.0008,0.0045,0.007977,0.000199,4.3e-05,0.000184
2431,4.43,4.88,0.1784,0.0043,0.0007,0.0037,0.00774,0.000185,4.3e-05,0.00018
2431,4.88,5.37,0.1559,0.0036,0.0007,0.0032,0.0081,0.000185,4.9e-05,0.00019
2431,5.37,5.9,0.123,0.0029,0.0005,0.0026,0.007689,0.000181,4.4e-05,0.000181
2431,5.9,6.47,0.09803,0.00235,0.00039,0.00206,0.00745,0.000179,4.2e-05,0.000177
2431,6.47,7.09,0.08119,0.00192,0.00035,0.00171,0.007505,0.000178,4.4e-05,0.000179
2431,7.09,7.76,0.06706,0.00157,0.00029,0.00142,0.00758,0.000178,4.5e-05,0.000181
2431,7.76,8.48,0.05367,0.00129,0.00023,0.00114,0.007457,0.000179,4.4e-05,0.000179
2431,8.48,9.26,0.04591,0.0011,0.0002,0.00097,0.007803,0.000188,4.6e-05,0.000187
2431,9.26,10.1,0.0361,0.00092,0.00016,0.00076,0.00754,0.000193,4.6e-05,0.000181
2431,10.1,11.0,0.03021,0.0008,0.00014,0.00064,0.007728,0.000205,4.8e-05,0.000185
2431,11.0,12.0,0.02372,0.00066,0.00011,0.0005,0.007467,0.000208,4.7e-05,0.000178
2431,12.0,13.0,0.01903,0.00058,9e-05,0.0004,0.007354,0.000224,4.6e-05,0.000176
2431,13.0,14.1,0.01544,0.00049,8e-05,0.00032,0.007288,0.00023,4.6e-05,0.000174
2431,14.1,15.3,0.01341,0.00042,7e-05,0.00028,0.007761,0.000247,5e-05,0.000185
2431,15.3,16.6,0.01037,0.00035,5e-05,0.00022,0.007395,0.00025,4.9e-05,0.000176
2431,16.6,18.0,0.008303,0.000292,4.6e-05,0.000172,0.007276,0.000257,4.9e-05,0.000174
2431,18.0,19.5,0.006776,0.000245,3.6e-05,0.00014,0.007333,0.000266,4.9e-05,0.000175
2431,19.5,21.1,0.005562,0.000204,3e-05,0.000115,0.007362,0.000271,4.9e-05,0.000176
2431,21.1,22.8,0.004553,0.000171,2.5e-05,9.4e-05,0.007412,0.00028,5e-05,0.000178
2431,22.8,24.7,0.003452,0.000135,1.9e-05,7.1e-05,0.006891,0.000271,4.7e-05,0.000165
2431,24.7,26.7,0.002941,0.000117,1.6e-05,6.1e-05,0.007227,0.000289,5e-05,0.000174
2431,26.7,28.8,0.002327,0.0001,1.3e-05,4.8e-05,0.00698,0.000299,4.8e-05,0.000168
2431,28.8,31.1,0.001867,8.4e-05,1.1e-05,3.8e-05,0.00687,0.00031,4.8e-05,0.000165
2431,31.1,33.5,0.001612,7.6e-05,1e-05,3.3e-05,0.007274,0.000342,5.2e-05,0.000175
2431,33.5,36.1,0.001262,6.4e-05,8e-06,2.6e-05,0.006931,0.000354,5e-05,0.000167
2431,36.1,38.9,0.001023,5.6e-05,6e-06,2.1e-05,0.006783,0.00037,5e-05,0.000164
2431,38.9,41.9,0.0008869,5e-05,5.6e-06,1.83e-05,0.0073,0.000413,5.4e-05,0.000177
2431,41.9,45.1,0.0006999,4.3e-05,4.4e-06,1.45e-05,0.007061,0.000435,5.3e-05,0.000172
2431,45.1,48.5,0.0005555,3.72e-05,3.6e-06,1.15e-05,0.006815,0.000457,5.2e-05,0.000167
2431,48.5,52.2,0.0004457,3.19e-05,2.9e-06,9.2e-06,0.006716,0.000482,5.1e-05,0.000165
2431,52.2,56.1,0.0003679,2.82e-05,2.4e-06,7.6e-06,0.006679,0.000514,5.2e-05,0.000165
2431,56.1,60.3,0.0002971,2.44e-05,2e-06,6.2e-06,0.006616,0.000545,5.2e-05,0.000165
2432,1.92,2.15,0.4637,0.0179,0.0138,0.0102,0.00652,0.000252,0.000197,0.000174
2432,2.15,2.4,0.4191,0.015,0.0032,0.0094,0.00645,0.000231,5.7e-05,0.000166
2432,2.4,2.67,0.3816,0.0124,0.0034,0.008,0.006525,0.000213,6.3e-05,0.000156
2432,2.67,2.97,0.3742,0.011,0.0026,0.0077,0.007171,0.000211,5.6e-05,0.000167
2432,2.97,3.29,0.3421,0.0094,0.0013,0.007,0.007498,0.000207,4e-05,0.000174
2432,3.29,3.64,0.3118,0.008,0.0011,0.0064,0.007874,0.000203,4e-05,0.000181
2432,3.64,4.02,0.2553,0.0066,0.0008,0.0052,0.007594,0.000197,3.5e-05,0.000175
2432,4.02,4.43,0.209,0.0054,0.0007,0.0043,0.007357,0.000189,3.5e-05,0.00017
2432,4.43,4.88,0.1887,0.0044,0.0006,0.0039,0.007899,0.000185,3.8e-05,0.000184
2432,4.88,5.37,0.157,0.0036,0.0006,0.0033,0.007897,0.000181,3.9e-05,0.000185
2432,5.37,5.9,0.1254,0.0029,0.0005,0.0026,0.007647,0.00018,3.8e-05,0.00018
2432,5.9,6.47,0.1017,0.0024,0.0004,0.0021,0.007507,0.000178,3.8e-05,0.000178
