bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,nitrogen_flux m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_statistical m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,nitrogen_to_helium_ratio,nitrogen_to_helium_ratio_error_statistical,nitrogen_to_helium_ratio_error_time_dependent,nitrogen_to_helium_ratio_error_time_independent
2468,26.7,28.8,0.002476,0.000102,1.3e-05,5.1e-05,0.007529,0.000312,4.9e-05,0.000181
2468,28.8,31.1,0.001893,8.4e-05,1e-05,3.9e-05,0.007046,0.000315,4.6e-05,0.00017
2468,31.1,33.5,0.001699,7.8e-05,9e-06,3.5e-05,0.007758,0.000357,5.2e-05,0.000187
2468,33.5,36.1,0.001377,6.7e-05,8e-06,2.8e-05,0.007638,0.000374,5.2e-05,0.000184
2468,36.1,38.9,0.001014,5.6e-05,6e-06,2.1e-05,0.006919,0.00038,4.8e-05,0.000167
2468,38.9,41.9,0.0007762,4.69e-05,4.6e-06,1.6e-05,0.006428,0.00039,4.5e-05,0.000156
2468,41.9,45.1,0.000688,4.28e-05,4.1e-06,1.42e-05,0.007002,0.000437,4.9e-05,0.000171
2468,45.1,48.5,0.000534,3.65e-05,3.2e-06,1.1e-05,0.006617,0.000454,4.7e-05,0.000162
2468,48.5,52.2,0.0004618,3.26e-05,2.9e-06,9.6e-06,0.007019,0.000497,5.1e-05,0.000173
2468,52.2,56.1,0.0003294,2.68e-05,2.1e-06,6.8e-06,0.006115,0.000498,4.5e-05,0.000152
2468,56.1,60.3,0.0002829,2.39e-05,1.8e-06,5.9e-06,0.006361,0.000539,4.7e-05,0.000159
2469,1.92,2.15,0.3037,0.0134,0.0083,0.0067,0.006025,0.000265,0.000172,0.000161
2469,2.15,2.4,0.3485,0.0128,0.0032,0.0078,0.007127,0.000263,8e-05,0.000183
2469,2.4,2.67,0.3187,0.0109,0.0024,0.0066,0.006946,0.000237,6.3e-05,0.000166
2469,2.67,2.97,0.3222,0.0098,0.0014,0.0066,0.00762,0.000232,5e-05,0.000177
2469,2.97,3.29,0.283,0.0082,0.0009,0.0058,0.007423,0.000216,4.1e-05,0.000172
2469,3.29,3.64,0.2533,0.007,0.0006,0.0052,0.007432,0.000206,3.7e-05,0.000171
2469,3.64,4.02,0.2328,0.0061,0.0005,0.0048,0.007808,0.000205,3.5e-05,0.00018
2469,4.02,4.43,0.2005,0.0051,0.0004,0.0041,0.007767,0.000197,3.4e-05,0.00018
2469,4.43,4.88,0.1708,0.0041,0.0004,0.0035,0.007765,0.000185,3.4e-05,0.000181
2469,4.88,5.37,0.1426,0.0033,0.0003,0.003,0.007693,0.000181,3.4e-05,0.00018
2469,5.37,5.9,0.1204,0.0028,0.0003,0.0025,0.007756,0.000181,3.4e-05,0.000183
2469,5.9,6.47,0.1004,0.0023,0.0003,0.0021,0.007757,0.000181,3.5e-05,0.000184
2469,6.47,7.09,0.08563,0.00194,0.00026,0.00181,0.008023,0.000182,3.8e-05,0.000191
2469,7.09,7.76,0.06839,0.00157,0.00022,0.00145,0.007783,0.000179,3.8e-05,0.000186
2469,7.76,8.48,0.05685,0.00131,0.0002,0.0012,0.00789,0.000183,4e-05,0.000189
2469,8.48,9.26,0.04478,0.00109,0.00017,0.00095,0.007625,0.000185,4e-05,0.000183
2469,9.26,10.1,0.03664,0.00093,0.00015,0.00077,0.007619,0.000193,4.1e-05,0.000183
2469,10.1,11.0,0.0304,0.0008,0.00012,0.00064,0.00775,0.000204,4.2e-05,0.000185
2469,11.0,12.0,0.02446,0.00067,0.0001,0.00051,0.007684,0.00021,4.3e-05,0.000184
2469,12.0,13.0,0.02029,0.0006,9e-05,0.00042,0.007854,0.000231,4.4e-05,0.000187
2469,13.0,14.1,0.0166,0.0005,7e-05,0.00035,0.007833,0.000238,4.5e-05,0.000187
2469,14.1,15.3,0.01348,0.00042,6e-05,0.00028,0.007767,0.000245,4.5e-05,0.000185
2469,15.3,16.6,0.01077,0.00035,5e-05,0.00022,0.007661,0.000252,4.5e-05,0.000183
2469,16.6,18.0,0.008193,0.000286,3.9e-05,0.00017,0.007148,0.00025,4.3e-05,0.000171
2469,18.0,19.5,0.006992,0.000244,3.4e-05,0.000145,0.007565,0.000264,4.6e-05,0.000181
2469,19.5,21.1,0.00548,0.000199,2.7e-05,0.000113,0.007306,0.000266,4.5e-05,0.000175
2469,21.1,22.8,0.004609,0.00017,2.3e-05,9.5e-05,0.007472,0.000276,4.6e-05,0.000179
2469,22.8,24.7,0.003562,0.000135,1.8e-05,7.4e-05,0.007161,0.000273,4.5e-05,0.000172
2469,24.7,26.7,0.003041,0.000118,1.6e-05,6.3e-05,0.007508,0.000293,4.8e-05,0.00018
2469,26.7,28.8,0.002515,0.000103,1.3e-05,5.2e-05,0.007618,0.000314,4.9e-05,0.000183
2469,28.8,31.1,0.001849,8.4e-05,1e-05,3.8e-05,0.006878,0.000312,4.5e-05,0.000166
2469,31.1,33.5,0.001531,7.4e-05,9e-06,3.2e-05,0.006943,0.000337,4.6e-05,0.000167
2469,33.5,36.1,0.001145,6.2e-05,7e-06,2.4e-05,0.006395,0.000345,4.3e-05,0.000154
2469,36.1,38.9,0.0009654,5.44e-05,5.6e-06,1.99e-05,0.006539,0.00037,4.5e-05,0.000158
2469,38.9,41.9,0.0008012,4.78e-05,4.7e-06,1.65e-05,0.006602,0.000396,4.6e-05,0.00016
2469,41.9,45.1,0.0006925,4.31e-05,4.1e-06,1.43e-05,0.007066,0.000441,4.9e-05,0.000172
2469,45.1,48.5,0.0005723,3.8e-05,3.5e-06,1.18e-05,0.00709,0.000472,5e-05,0.000174
2469,48.5,52.2,0.000401,3.04e-05,2.5e-06,8.3e-06,0.006041,0.00046,4.3e-05,0.000149
2469,52.2,56.1,0.0003488,2.76e-05,2.2e-06,7.2e-06,0.006392,0.000508,4.6e-05,0.000158
2469,56.1,60.3,0.0002509,2.26e-05,1.6e-06,5.2e-06,0.005552,0.000501,4.1e-05,0.000139
2470,1.92,2.15,0.35,0.0146,0.0088,0.0077,0.006431,0.000269,0.000169,0.000171
2470,2.15,2.4,0.3774,0.0136,0.0029,0.0084,0.007217,0.000261,7.1e-05,0.000186
2470,2.4,2.67,0.3317,0.0112,0.0025,0.0069,0.006811,0.000231,6.2e-05,0.000162
2470,2.67,2.97,0.322,0.0099,0.0012,0.0066,0.007265,0.000224,4.2e-05,0.000169
2470,2.97,3.29,0.3147,0.0087,0.0009,0.0064,0.007873,0.000219,3.9e-05,0.000182
2470,3.29,3.64,0.2649,0.0072,0.0007,0.0054,0.007495,0.000204,3.5e-05,0.000173
2470,3.64,4.02,0.239,0.0062,0.0006,0.0049,0.007767,0.000203,3.4e-05,0.000179
2470,4.02,4.43,0.2012,0.0051,0.0004,0.0041,0.007641,0.000194,3.2e-05,0.000177
2470,4.43,4.88,0.1748,0.0041,0.0004,0.0036,0.007796,0.000185,3.3e-05,0.000181
2470,4.88,5.37,0.1429,0.0034,0.0004,0.003,0.007617,0.000179,3.3e-05,0.000178
2470,5.37,5.9,0.1231,0.0028,0.0003,0.0026,0.007831,0.000181,3.4e-05,0.000184
2470,5.9,6.47,0.09837,0.00231,0.00029,0.00207,0.007543,0.000177,3.4e-05,0.000179
2470,6.47,7.09,0.08575,0.00194,0.00027,0.00181,0.008011,0.000182,3.7e-05,0.000191
2470,7.09,7.76,0.06808,0.00157,0.00023,0.00144,0.007718,0.000178,3.7e-05,0.000184
2470,7.76,8.48,0.0572,0.00132,0.0002,0.00121,0.007931,0.000183,3.9e-05,0.00019
2470,8.48,9.26,0.04507,0.00109,0.00017,0.00095,0.007636,0.000185,3.9e-05,0.000183
2470,9.26,10.1,0.03751,0.00094,0.00015,0.00079,0.007849,0.000197,4.1e-05,0.000188
2470,10.1,11.0,0.02996,0.00079,0.00013,0.00063,0.007706,0.000205,4.1e-05,0.000184
2470,11.0,12.0,0.02564,0.00068,0.00011,0.00054,0.008137,0.000217,4.5e-05,0.000194
2470,12.0,13.0,0.01997,0.00059,9e-05,0.00042,0.007765,0.00023,4.4e-05,0.000185
2470,13.0,14.1,0.01586,0.00049,8e-05,0.00033,0.007541,0.000234,4.4e-05,0.00018
2470,14.1,15.3,0.01297,0.00041,7e-05,0.00027,0.007578,0.000243,4.6e-05,0.000181
2470,15.3,16.6,0.01064,0.00035,6e-05,0.00022,0.007628,0.000252,4.8e-05,0.000182
2470,16.6,18.0,0.007997,0.000283,4.3e-05,0.000166,0.007057,0.00025,4.5e-05,0.000168
2470,18.0,19.5,0.006639,0.000237,3.5e-05,0.000137,0.007216,0.000259,4.5e-05,0.000172
2470,19.5,21.1,0.005249,0.000195,2.6e-05,0.000109,0.007032,0.000261,4.2e-05,0.000168
2470,21.1,22.8,0.004779,0.000173,2.4e-05,9.9e-05,0.007906,0.000286,4.7e-05,0.00019
2470,22.8,24.7,0.003637,0.000137,1.8e-05,7.5e-05,0.007362,0.000278,4.5e-05,0.000177
2470,24.7,26.7,0.002943,0.000116,1.5e-05,6.1e-05,0.007345,0.000291,4.5e-05,0.000176
2470,26.7,28.8,0.002197,9.6e-05,1.1e-05,4.5e-05,0.006688,0.000294,4.1e-05,0.000161
2470,28.8,31.1,0.001978,8.6e-05,1e-05,4.1e-05,0.007347,0.000322,4.6e-05,0.000177
2470,31.1,33.5,0.001461,7.2e-05,8e-06,3e-05,0.006688,0.000332,4.3e-05,0.000161
2470,33.5,36.1,0.001302,6.6e-05,7e-06,2.7e-05,0.007264,0.000367,4.8e-05,0.000175
2470,36.1,38.9,0.0009365,5.35e-05,5.4e-06,1.93e-05,0.00642,0.000368,4.3e-05,0.000155
2470,38.9,41.9,0.0008113,4.81e-05,4.8e-06,1.67e-05,0.006776,0.000403,4.6e-05,0.000164
2470,41.9,45.1,0.0007233,4.4e-05,4.3e-06,1.49e-05,0.007324,0.000447,5e-05,0.000178
2470,45.1,48.5,0.0005938,3.86e-05,3.6e-06,1.23e-05,0.007392,0.000483,5.1e-05,0.000181
2470,48.5,52.2,0.00043,3.15e-05,2.7e-06,8.9e-06,0.006538,0.00048,4.6e-05,0.000161
2470,52.2,56.1,0.0003869,2.91e-05,2.4e-06,8e-06,0.007102,0.000536,5.1e-05,0.000176
2470,56.1,60.3,0.0002963,2.45e-05,1.9e-06,6.2e-06,0.006637,0.000551,4.8e-05,0.000166
2471,1.92,2.15,0.3447,0.0175,0.0049,0.0076,0.006404,0.000326,0.000105,0.000171
2471,2.15,2.4,0.3774,0.0163,0.0028,0.0084,0.007325,0.000318,7.3e-05,0.000188
2471,2.4,2.67,0.3308,0.0134,0.0018,0.0069,0.006882,0.00028,5.5e-05,0.000164
2471,2.67,2.97,0.3219,0.0118,0.0016,0.0066,0.007309,0.00027,5.4e-05,0.00017
2471,2.97,3.29,0.3053,0.0103,0.001,0.0062,0.007734,0.000263,4.8e-05,0.000179
2471,3.29,3.64,0.2755,0.0089,0.0007,0.0056,0.007882,0.000254,4.5e-05,0.000182
2471,3.64,4.02,0.2319,0.0074,0.0005,0.0047,0.007675,0.000246,4.1e-05,0.000177
2471,4.02,4.43,0.2065,0.0063,0.0005,0.0042,0.007957,0.000242,4.2e-05,0.000184
2471,4.43,4.88,0.1682,0.0049,0.0004,0.0035,0.007642,0.000223,4.1e-05,0.000178
2471,4.88,5.37,0.1427,0.0041,0.0004,0.003,0.007713,0.00022,4.2e-05,0.000181
2471,5.37,5.9,0.1172,0.0034,0.0003,0.0024,0.007599,0.000218,4.1e-05,0.000179
2471,5.9,6.47,0.09902,0.0028,0.0003,0.00208,0.007786,0.000221,4.3e-05,0.000184
2471,6.47,7.09,0.08172,0.00229,0.00027,0.00172,0.007767,0.000218,4.3e-05,0.000185
2471,7.09,7.76,0.06237,0.00181,0.00021,0.00132,0.007272,0.000211,4.1e-05,0.000174
2471,7.76,8.48,0.05527,0.00156,0.0002,0.00117,0.00789,0.000224,4.5e-05,0.000189
2471,8.48,9.26,0.04353,0.00129,0.00016,0.00092,0.007603,0.000226,4.4e-05,0.000182
2471,9.26,10.1,0.03459,0.00108,0.00013,0.00073,0.007384,0.000232,4.4e-05,0.000177
2471,10.1,11.0,0.02956,0.00095,0.00012,0.00062,0.007764,0.00025,4.7e-05,0.000186
2471,11.0,12.0,0.02394,0.0008,0.0001,0.0005,0.007736,0.000258,4.7e-05,0.000185
2471,12.0,13.0,0.01968,0.00071,8e-05,0.00041,0.007785,0.000281,4.8e-05,0.000186
2471,13.0,14.1,0.0161,0.0006,7e-05,0.00034,0.007787,0.00029,4.9e-05,0.000186
2471,14.1,15.3,0.01309,0.0005,6e-05,0.00027,0.007745,0.000299,5e-05,0.000185
2471,15.3,16.6,0.01105,0.00043,5e-05,0.00023,0.008051,0.000316,5.3e-05,0.000192
2471,16.6,18.0,0.007913,0.000341,3.9e-05,0.000164,0.007146,0.000309,4.8e-05,0.000171
2471,18.0,19.5,0.006353,0.000281,3.1e-05,0.000131,0.007032,0.000312,4.7e-05,0.000168
2471,19.5,21.1,0.005436,0.00024,2.6e-05,0.000112,0.007409,0.000328,4.9e-05,0.000177
2471,21.1,22.8,0.00419,0.000196,2.1e-05,8.7e-05,0.00699,0.000328,4.6e-05,0.000168
2471,22.8,24.7,0.003629,0.000165,1.8e-05,7.5e-05,0.007372,0.000337,4.9e-05,0.000177
2471,24.7,26.7,0.003066,0.000144,1.5e-05,6.3e-05,0.007721,0.000363,5.2e-05,0.000186
2471,26.7,28.8,0.002384,0.000121,1.2e-05,4.9e-05,0.007359,0.000376,5e-05,0.000177
2471,28.8,31.1,0.001682,9.6e-05,9e-06,3.5e-05,0.006404,0.000368,4.5e-05,0.000154
2471,31.1,33.5,0.001414,8.6e-05,8e-06,2.9e-05,0.006422,0.000391,4.5e-05,0.000155
2471,33.5,36.1,0.00135,8.1e-05,8e-06,2.8e-05,0.007635,0.000457,5.5e-05,0.000184
2471,36.1,38.9,0.001014,6.7e-05,6e-06,2.1e-05,0.006997,0.000466,5.1e-05,0.000169
2471,38.9,41.9,0.0007689,5.65e-05,4.5e-06,1.59e-05,0.006476,0.000478,4.8e-05,0.000157
2471,41.9,45.1,0.0005868,4.78e-05,3.5e-06,1.21e-05,0.005963,0.000487,4.5e-05,0.000145
2471,45.1,48.5,0.0005431,4.46e-05,3.3e-06,1.12e-05,0.006778,0.000558,5.1e-05,0.000166
2471,48.5,52.2,0.0004044,3.69e-05,2.5e-06,8.4e-06,0.006164,0.000564,4.7e-05,0.000152
2471,52.2,56.1,0.0003446,3.31e-05,2.2e-06,7.2e-06,0.006379,0.000615,4.9e-05,0.000158
2471,56.1,60.3,0.0002666,2.81e-05,1.7e-06,5.6e-06,0.006077,0.000642,4.7e-05,0.000152
2474,1.92,2.15,0.3785,0.0158,0.0151,0.0083,0.006994,0.000292,0.000284,0.000186
2474,2.15,2.4,0.3534,0.0133,0.0031,0.0079,0.006949,0.000263,7.4e-05,0.000179
2474,2.4,2.67,0.3377,0.0113,0.0032,0.007,0.007182,0.000241,7.7e-05,0.000171
2474,2.67,2.97,0.3081,0.0096,0.0019,0.0063,0.007234,0.000226,5.6e-05,0.000168
2474,2.97,3.29,0.2729,0.0081,0.0014,0.0056,0.007191,0.000213,4.9e-05,0.000167
2474,3.29,3.64,0.2438,0.0069,0.0007,0.005,0.007315,0.000206,3.9e-05,0.000168
2474,3.64,4.02,0.2314,0.0061,0.0006,0.0047,0.008034,0.000212,3.9e-05,0.000185
2474,4.02,4.43,0.1914,0.005,0.0004,0.0039,0.007765,0.000202,3.6e-05,0.00018
2474,4.43,4.88,0.167,0.004,0.0004,0.0034,0.008006,0.000193,3.8e-05,0.000186
2474,4.88,5.37,0.1398,0.0033,0.0004,0.0029,0.007985,0.00019,3.8e-05,0.000187
2474,5.37,5.9,0.1104,0.0027,0.0003,0.0023,0.007531,0.000184,3.5e-05,0.000177
2474,5.9,6.47,0.09308,0.00224,0.00027,0.00195,0.007669,0.000185,3.6e-05,0.000182
2474,6.47,7.09,0.08163,0.00189,0.00028,0.00172,0.008131,0.000189,4.1e-05,0.000194
2474,7.09,7.76,0.06614,0.00154,0.00023,0.0014,0.00801,0.000187,4e-05,0.000191
2474,7.76,8.48,0.05328,0.00127,0.0002,0.00113,0.007873,0.000188,4.2e-05,0.000189
2474,8.48,9.26,0.04287,0.00106,0.00018,0.00091,0.00775,0.000192,4.2e-05,0.000186
2474,9.26,10.1,0.03388,0.00089,0.00015,0.00072,0.007491,0.000197,4.2e-05,0.000179
2474,10.1,11.0,0.02813,0.00077,0.00013,0.00059,0.007628,0.000209,4.5e-05,0.000183
2474,11.0,12.0,0.02245,0.00064,0.00012,0.00047,0.00748,0.000213,4.8e-05,0.000179
2474,12.0,13.0,0.01749,0.00055,0.00011,0.00037,0.007117,0.000225,5.1e-05,0.00017
2474,13.0,14.1,0.01556,0.00049,0.0001,0.00032,0.00768,0.00024,5.6e-05,0.000183
2474,14.1,15.3,0.01267,0.00041,6e-05,0.00026,0.007713,0.00025,4.8e-05,0.000184
2474,15.3,16.6,0.009964,0.000339,6.4e-05,0.000207,0.007415,0.000253,5.5e-05,0.000177
2474,16.6,18.0,0.008527,0.000293,6.6e-05,0.000177,0.007798,0.000269,6.7e-05,0.000186
2474,18.0,19.5,0.006574,0.000237,4.3e-05,0.000136,0.007373,0.000266,5.5e-05,0.000176
2474,19.5,21.1,0.005751,0.000204,3e-05,0.000119,0.007947,0.000283,5e-05,0.00019
2474,21.1,22.8,0.004362,0.000165,2.2e-05,9e-05,0.007356,0.00028,4.5e-05,0.000176
2474,22.8,24.7,0.003509,0.000135,1.8e-05,7.3e-05,0.007259,0.00028,4.6e-05,0.000174
2474,24.7,26.7,0.002881,0.000115,1.5e-05,5.9e-05,0.007326,0.000294,4.7e-05,0.000176
2474,26.7,28.8,0.002325,9.9e-05,1.2e-05,4.8e-05,0.007244,0.000311,4.6e-05,0.000174
2474,28.8,31.1,0.001804,8.3e-05,1e-05,3.7e-05,0.006834,0.000314,4.4e-05,0.000164
2474,31.1,33.5,0.001442,7.2e-05,8e-06,3e-05,0.006743,0.000337,4.4e-05,0.000162
2474,33.5,36.1,0.001228,6.4e-05,7e-06,2.5e-05,0.006978,0.000363,4.7e-05,0.000168
2474,36.1,38.9,0.0009905,5.5e-05,5.7e-06,2.04e-05,0.006841,0.000381,4.6e-05,0.000166
2474,38.9,41.9,0.0007765,4.7e-05,4.6e-06,1.6e-05,0.006613,0.000402,4.6e-05,0.00016
2474,41.9,45.1,0.0005611,3.87e-05,3.4e-06,1.16e-05,0.005817,0.000402,4.1e-05,0.000142
2474,45.1,48.5,0.0005312,3.65e-05,3.2e-06,1.1e-05,0.006696,0.000462,4.7e-05,0.000164
2474,48.5,52.2,0.000475,3.31e-05,2.9e-06,9.8e-06,0.007237,0.000506,5.2e-05,0.000178
2474,52.2,56.1,0.0003629,2.82e-05,2.3e-06,7.5e-06,0.006761,0.000526,4.9e-05,0.000168
2474,56.1,60.3,0.000288,2.42e-05,1.8e-06,6e-06,0.006431,0.000541,4.7e-05,0.00016
2475,1.92,2.15,0.3537,0.0148,0.0106,0.0078,0.006643,0.000278,0.000205,0.000177
2475,2.15,2.4,0.3558,0.0133,0.0033,0.0079,0.007082,0.000266,7.8e-05,0.000182
2475,2.4,2.67,0.3336,0.0113,0.0029,0.007,0.007141,0.000243,7.2e-05,0.00017
2475,2.67,2.97,0.3181,0.0099,0.0012,0.0065,0.007515,0.000235,4.5e-05,0.000175
2475,2.97,3.29,0.3004,0.0086,0.0009,0.0062,0.007948,0.000228,4.2e-05,0.000184
2475,3.29,3.64,0.2572,0.0071,0.0006,0.0052,0.007671,0.000214,3.7e-05,0.000177
2475,3.64,4.02,0.2315,0.0062,0.0005,0.0047,0.00799,0.000213,3.7e-05,0.000184
2475,4.02,4.43,0.1964,0.0051,0.0004,0.004,0.00788,0.000204,3.5e-05,0.000182
2475,4.43,4.88,0.1642,0.004,0.0004,0.0034,0.007752,0.00019,3.4e-05,0.00018
2475,4.88,5.37,0.138,0.0033,0.0004,0.0029,0.007741,0.000186,3.4e-05,0.000181
2475,5.37,5.9,0.1106,0.0027,0.0003,0.0023,0.007421,0.000181,3.3e-05,0.000175
2475,5.9,6.47,0.09697,0.00229,0.00028,0.00204,0.007812,0.000185,3.5e-05,0.000185
2475,6.47,7.09,0.07986,0.00187,0.00024,0.00168,0.007797,0.000183,3.6e-05,0.000186
2475,7.09,7.76,0.06631,0.00154,0.00021,0.0014,0.007899,0.000184,3.7e-05,0.000189
2475,7.76,8.48,0.05286,0.00127,0.00018,0.00112,0.007646,0.000184,3.7e-05,0.000183
2475,8.48,9.26,0.0433,0.00107,0.00016,0.00092,0.007698,0.00019,3.9e-05,0.000184
2475,9.26,10.1,0.03484,0.0009,0.00014,0.00074,0.007566,0.000196,4e-05,0.000181
2475,10.1,11.0,0.02902,0.00078,0.00012,0.00061,0.00772,0.000208,4.2e-05,0.000185
2475,11.0,12.0,0.02368,0.00065,0.0001,0.0005,0.007727,0.000214,4.2e-05,0.000185
2475,12.0,13.0,0.01931,0.00058,9e-05,0.0004,0.007757,0.000233,4.3e-05,0.000185
2475,13.0,14.1,0.01555,0.00049,7e-05,0.00032,0.007601,0.000238,4.2e-05,0.000181
2475,14.1,15.3,0.01291,0.00041,6e-05,0.00027,0.007742,0.000248,4.5e-05,0.000185
2475,15.3,16.6,0.01052,0.00035,6e-05,0.00022,0.007756,0.000257,5e-05,0.000185
2475,16.6,18.0,0.008345,0.000289,5.1e-05,0.000173,0.007594,0.000264,5.3e-05,0.000181
2475,18.0,19.5,0.006545,0.000236,3.6e-05,0.000135,0.007302,0.000264,4.8e-05,0.000175
2475,19.5,21.1,0.005033,0.00019,2.5e-05,0.000104,0.006969,0.000265,4.2e-05,0.000167
2475,21.1,22.8,0.004472,0.000167,2.2e-05,9.3e-05,0.00753,0.000282,4.5e-05,0.000181
2475,22.8,24.7,0.00323,0.000129,1.7e-05,6.7e-05,0.006644,0.000266,4.1e-05,0.00016
2475,24.7,26.7,0.002655,0.000111,1.4e-05,5.5e-05,0.006729,0.000281,4.2e-05,0.000162
2475,26.7,28.8,0.002137,9.5e-05,1.1e-05,4.4e-05,0.006645,0.000297,4.1e-05,0.00016
2475,28.8,31.1,0.001893,8.4e-05,1e-05,3.9e-05,0.007198,0.000322,4.5e-05,0.000173
2475,31.1,33.5,0.001593,7.5e-05,9e-06,3.3e-05,0.0074,0.000352,4.7e-05,0.000178
2475,33.5,36.1,0.001206,6.3e-05,7e-06,2.5e-05,0.006812,0.000357,4.5e-05,0.000164
2475,36.1,38.9,0.001025,5.6e-05,6e-06,2.1e-05,0.007065,0.000387,4.7e-05,0.000171
2475,38.9,41.9,0.0007524,4.63e-05,4.4e-06,1.55e-05,0.006333,0.000391,4.3e-05,0.000154
2475,41.9,45.1,0.0006102,4.03e-05,3.6e-06,1.26e-05,0.006316,0.000419,4.3e-05,0.000154
2475,45.1,48.5,0.0005177,3.6e-05,3.1e-06,1.07e-05,0.006546,0.000457,4.5e-05,0.00016
2475,48.5,52.2,0.0004015,3.04e-05,2.5e-06,8.3e-06,0.006193,0.00047,4.3e-05,0.000152
2475,52.2,56.1,0.0003536,2.78e-05,2.2e-06,7.3e-06,0.006579,0.000518,4.7e-05,0.000163
2475,56.1,60.3,0.0002518,2.26e-05,1.6e-06,5.2e-06,0.005746,0.000516,4.1e-05,0.000143
2476,1.92,2.15,0.3461,0.0144,0.0048,0.0076,0.00656,0.000274,0.000105,0.000175
2476,2.15,2.4,0.3388,0.0127,0.0025,0.0076,0.006755,0.000254,6.7e-05,0.000174
2476,2.4,2.67,0.3174,0.0108,0.0017,0.0066,0.006784,0.000232,5.3e-05,0.000162
2476,2.67,2.97,0.3082,0.0096,0.0011,0.0063,0.007275,0.000226,4.6e-05,0.000169
2476,2.97,3.29,0.2966,0.0084,0.0009,0.0061,0.007832,0.000222,4.6e-05,0.000181
2476,3.29,3.64,0.2574,0.007,0.0006,0.0052,0.007688,0.000211,4.1e-05,0.000177
2476,3.64,4.02,0.2204,0.0059,0.0005,0.0045,0.007591,0.000205,3.9e-05,0.000175
2476,4.02,4.43,0.193,0.005,0.0005,0.004,0.007755,0.0002,4e-05,0.000179
2476,4.43,4.88,0.1738,0.0041,0.0005,0.0036,0.00823,0.000194,4.2e-05,0.000191
2476,4.88,5.37,0.1371,0.0033,0.0004,0.0028,0.007689,0.000184,4e-05,0.00018
2476,5.37,5.9,0.1179,0.0028,0.0003,0.0025,0.007927,0.000186,4e-05,0.000187
2476,5.9,6.47,0.09969,0.00231,0.00035,0.00209,0.008065,0.000188,4.4e-05,0.000191
2476,6.47,7.09,0.08123,0.00188,0.00031,0.00171,0.007936,0.000184,4.5e-05,0.000189
2476,7.09,7.76,0.06749,0.00155,0.00025,0.00143,0.008047,0.000186,4.5e-05,0.000192
2476,7.76,8.48,0.05361,0.00127,0.00021,0.00114,0.007806,0.000186,4.5e-05,0.000187
2476,8.48,9.26,0.04541,0.00109,0.00022,0.00096,0.008065,0.000194,5.2e-05,0.000193
2476,9.26,10.1,0.03561,0.00091,0.00019,0.00075,0.007767,0.000199,5.2e-05,0.000186
2476,10.1,11.0,0.02678,0.00075,0.00015,0.00056,0.007135,0.000199,5e-05,0.000171
2476,11.0,12.0,0.02316,0.00064,0.00014,0.00049,0.007583,0.000212,5.5e-05,0.000181
2476,12.0,13.0,0.01905,0.00057,0.00012,0.0004,0.007612,0.000229,5.7e-05,0.000182
2476,13.0,14.1,0.01531,0.00048,0.0001,0.00032,0.007489,0.000235,5.7e-05,0.000179
2476,14.1,15.3,0.01222,0.0004,7e-05,0.00025,0.007296,0.00024,5.1e-05,0.000174
2476,15.3,16.6,0.00978,0.000335,7.5e-05,0.000203,0.007181,0.000247,6.2e-05,0.000171
2476,16.6,18.0,0.008097,0.000284,7.2e-05,0.000168,0.007348,0.000259,7.2e-05,0.000175
2476,18.0,19.5,0.006671,0.000238,5.3e-05,0.000138,0.007439,0.000266,6.6e-05,0.000178
2476,19.5,21.1,0.005224,0.000194,3.1e-05,0.000108,0.007147,0.000266,5.1e-05,0.000171
2476,21.1,22.8,0.004746,0.000172,2.4e-05,9.8e-05,0.007965,0.000289,5.2e-05,0.000191
2476,22.8,24.7,0.003378,0.000132,1.9e-05,7e-05,0.006977,0.000273,4.8e-05,0.000167
2476,24.7,26.7,0.002899,0.000116,1.6e-05,6e-05,0.007315,0.000292,5e-05,0.000176
2476,26.7,28.8,0.002296,9.9e-05,1.2e-05,4.7e-05,0.007104,0.000306,4.8e-05,0.000171
2476,28.8,31.1,0.001723,8e-05,9e-06,3.5e-05,0.006487,0.000304,4.3e-05,0.000156
2476,31.1,33.5,0.001552,7.4e-05,8e-06,3.2e-05,0.007201,0.000346,4.9e-05,0.000174
2476,33.5,36.1,0.001238,6.4e-05,7e-06,2.5e-05,0.007011,0.000362,4.9e-05,0.000169
2476,36.1,38.9,0.001,5.51e-05,5.7e-06,2.06e-05,0.006852,0.000379,4.8e-05,0.000166
2476,38.9,41.9,0.000772,4.68e-05,4.5e-06,1.59e-05,0.00652,0.000396,4.7e-05,0.000158
2476,41.9,45.1,0.0006236,4.07e-05,3.7e-06,1.29e-05,0.006446,0.000422,4.7e-05,0.000157
2476,45.1,48.5,0.0005799,3.8e-05,3.5e-06,1.2e-05,0.007299,0.000481,5.3e-05,0.000179
2476,48.5,52.2,0.0004135,3.08e-05,2.5e-06,8.6e-06,0.006206,0.000463,4.6e-05,0.000153
2476,52.2,56.1,0.000363,2.81e-05,2.3e-06,7.5e-06,0.006656,0.000516,5e-05,0.000165
