bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,carbon_flux m^-2sr^-1s^-1GV^-1,carbon_flux_error_statistical m^-2sr^-1s^-1GV^-1,carbon_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,carbon_flux_error_time_independent m^-2sr^-1s^-1GV^-1,carbon_to_helium_ratio,carbon_to_helium_ratio_error_statistical,carbon_to_helium_ratio_error_time_dependent,carbon_to_helium_ratio_error_time_independent
2426,1.92,2.15,1.936,0.052,0.028,0.046,0.02575,0.00069,0.00041,0.00073
2426,2.15,2.4,1.91,0.046,0.016,0.043,0.02805,0.00068,0.00028,0.00073
2426,2.4,2.67,1.592,0.036,0.009,0.034,0.02606,0.00059,0.00021,0.00063
2426,2.67,2.97,1.418,0.03,0.009,0.029,0.02629,0.00056,0.00022,0.00062
2426,2.97,3.29,1.292,0.026,0.007,0.027,0.02752,0.00056,0.00021,0.00066
2426,3.29,3.64,1.092,0.021,0.005,0.023,0.02703,0.00053,0.00019,0.00063
2426,3.64,4.02,0.9559,0.018,0.0041,0.0195,0.02795,0.00053,0.00019,0.00064
2426,4.02,4.43,0.8103,0.0149,0.0035,0.0163,0.028,0.00052,0.00019,0.00064
2426,4.43,4.88,0.6537,0.0115,0.0029,0.0131,0.02717,0.00048,0.00018,0.00062
2426,4.88,5.37,0.5548,0.0095,0.0025,0.0111,0.02763,0.00048,0.00019,0.00063
2426,5.37,5.9,0.475,0.008,0.0022,0.0096,0.02871,0.00049,0.0002,0.00066
2426,5.9,6.47,0.3977,0.0067,0.0019,0.008,0.0293,0.0005,0.0002,0.00067
2426,6.47,7.09,0.3179,0.0054,0.0015,0.0064,0.02861,0.00049,0.0002,0.00066
2426,7.09,7.76,0.2651,0.0044,0.0013,0.0053,0.02928,0.0005,0.0002,0.00067
2426,7.76,8.48,0.2126,0.0036,0.001,0.0043,0.02881,0.0005,0.0002,0.00066
2426,8.48,9.26,0.1707,0.003,0.0009,0.0034,0.02852,0.00051,0.0002,0.00066
2426,9.26,10.1,0.1455,0.0026,0.0008,0.0029,0.02993,0.00054,0.00022,0.00069
2426,10.1,11.0,0.1189,0.0022,0.0006,0.0024,0.03003,0.00057,0.00022,0.0007
2426,11.0,12.0,0.0917,0.00182,0.00049,0.00185,0.02866,0.00058,0.00021,0.00066
2426,12.0,13.0,0.07962,0.00167,0.00043,0.00161,0.03042,0.00064,0.00022,0.00071
2426,13.0,14.1,0.06627,0.00142,0.00036,0.00134,0.03109,0.00068,0.00023,0.00072
2426,14.1,15.3,0.05167,0.00118,0.00028,0.00104,0.02968,0.00068,0.00022,0.00069
2426,15.3,16.6,0.04424,0.00102,0.00025,0.00089,0.03128,0.00073,0.00023,0.00073
2426,16.6,18.0,0.03485,0.00084,0.0002,0.0007,0.03027,0.00074,0.00023,0.00071
2426,18.0,19.5,0.02881,0.00071,0.00016,0.00058,0.03084,0.00077,0.00023,0.00072
2426,19.5,21.1,0.02329,0.00059,0.00013,0.00047,0.03071,0.00078,0.00023,0.00072
2426,21.1,22.8,0.01893,0.00049,0.00011,0.00038,0.0305,0.0008,0.00023,0.00072
2426,22.8,24.7,0.01504,0.0004,9e-05,0.00031,0.02998,0.0008,0.00023,0.00071
2426,24.7,26.7,0.0129,0.00034,8e-05,0.00026,0.03153,0.00085,0.00024,0.00075
2426,26.7,28.8,0.01072,0.0003,6e-05,0.00022,0.03212,0.0009,0.00025,0.00076
2426,28.8,31.1,0.008002,0.000241,4.8e-05,0.000163,0.02939,0.0009,0.00023,0.0007
2426,31.1,33.5,0.006892,0.000217,4.2e-05,0.00014,0.03121,0.001,0.00024,0.00075
2426,33.5,36.1,0.006098,0.000195,3.7e-05,0.000124,0.03353,0.00109,0.00026,0.0008
2426,36.1,38.9,0.0047,0.000165,2.9e-05,9.6e-05,0.03166,0.00113,0.00025,0.00076
2426,38.9,41.9,0.003824,0.000144,2.4e-05,7.8e-05,0.0316,0.0012,0.00025,0.00076
2426,41.9,45.1,0.003155,0.000126,2e-05,6.4e-05,0.03174,0.00129,0.00025,0.00077
2426,45.1,48.5,0.002509,0.000109,1.6e-05,5.1e-05,0.03072,0.00136,0.00025,0.00074
2426,48.5,52.2,0.002141,9.7e-05,1.4e-05,4.4e-05,0.03238,0.00148,0.00026,0.00079
2426,52.2,56.1,0.001708,8.4e-05,1.1e-05,3.5e-05,0.03154,0.00158,0.00026,0.00077
2426,56.1,60.3,0.001345,7.2e-05,9e-06,2.7e-05,0.03073,0.00167,0.00025,0.00076
2427,1.92,2.15,1.725,0.037,0.017,0.041,0.02491,0.00053,0.00029,0.0007
2427,2.15,2.4,1.707,0.033,0.012,0.039,0.02699,0.00052,0.00024,0.0007
2427,2.4,2.67,1.514,0.027,0.005,0.032,0.02656,0.00047,0.00017,0.00064
2427,2.67,2.97,1.345,0.022,0.006,0.028,0.02656,0.00044,0.00019,0.00062
2427,2.97,3.29,1.248,0.019,0.006,0.026,0.02818,0.00044,0.0002,0.00067
2427,3.29,3.64,1.059,0.016,0.004,0.022,0.02761,0.00042,0.00018,0.00064
2427,3.64,4.02,0.8992,0.0133,0.0032,0.0183,0.02752,0.00041,0.00017,0.00063
2427,4.02,4.43,0.7773,0.011,0.0027,0.0156,0.02813,0.0004,0.00017,0.00064
2427,4.43,4.88,0.6582,0.0088,0.0024,0.0132,0.02838,0.00038,0.00017,0.00065
2427,4.88,5.37,0.5355,0.0071,0.002,0.0108,0.02782,0.00037,0.00017,0.00064
2427,5.37,5.9,0.444,0.0059,0.0018,0.0089,0.02779,0.00038,0.00017,0.00064
2427,5.9,6.47,0.362,0.0049,0.0015,0.0073,0.0276,0.00038,0.00018,0.00063
2427,6.47,7.09,0.3098,0.0041,0.0013,0.0062,0.0287,0.00038,0.00018,0.00066
2427,7.09,7.76,0.2538,0.0033,0.001,0.0051,0.02883,0.00038,0.00018,0.00066
2427,7.76,8.48,0.2086,0.0028,0.0009,0.0042,0.02908,0.00039,0.00019,0.00067
2427,8.48,9.26,0.1729,0.0024,0.0008,0.0035,0.02959,0.00041,0.00019,0.00068
2427,9.26,10.1,0.1439,0.002,0.0006,0.0029,0.03024,0.00043,0.0002,0.0007
2427,10.1,11.0,0.1144,0.0017,0.0005,0.0023,0.0295,0.00045,0.0002,0.00068
2427,11.0,12.0,0.09433,0.00144,0.00048,0.0019,0.02997,0.00046,0.00021,0.0007
2427,12.0,13.0,0.07536,0.00127,0.00039,0.00152,0.02935,0.0005,0.00021,0.00068
2427,13.0,14.1,0.06449,0.00109,0.00033,0.0013,0.03051,0.00052,0.00021,0.00071
2427,14.1,15.3,0.05072,0.00091,0.00026,0.00102,0.02945,0.00053,0.0002,0.00069
2427,15.3,16.6,0.04213,0.00077,0.00022,0.00085,0.03031,0.00056,0.00022,0.00071
2427,16.6,18.0,0.03458,0.00065,0.00019,0.0007,0.03037,0.00058,0.00022,0.00071
2427,18.0,19.5,0.02817,0.00054,0.00015,0.00057,0.03055,0.0006,0.00022,0.00072
2427,19.5,21.1,0.02347,0.00046,0.00012,0.00048,0.03135,0.00062,0.00022,0.00074
2427,21.1,22.8,0.01895,0.00038,0.0001,0.00038,0.03065,0.00063,0.00022,0.00072
2427,22.8,24.7,0.01615,0.00032,9e-05,0.00033,0.03228,0.00065,0.00023,0.00076
2427,24.7,26.7,0.01249,0.00027,7e-05,0.00025,0.03098,0.00067,0.00022,0.00074
2427,26.7,28.8,0.0103,0.00023,6e-05,0.00021,0.03113,0.00071,0.00022,0.00074
2427,28.8,31.1,0.008686,0.0002,4.8e-05,0.000177,0.03226,0.00075,0.00023,0.00077
2427,31.1,33.5,0.006774,0.000171,3.8e-05,0.000138,0.03061,0.00079,0.00022,0.00073
2427,33.5,36.1,0.005674,0.000151,3.2e-05,0.000116,0.03156,0.00085,0.00023,0.00076
2427,36.1,38.9,0.004877,0.000135,2.8e-05,9.9e-05,0.03314,0.00093,0.00024,0.0008
2427,38.9,41.9,0.003755,0.000114,2.1e-05,7.7e-05,0.03102,0.00096,0.00023,0.00075
2427,41.9,45.1,0.003024,9.9e-05,1.7e-05,6.2e-05,0.03043,0.00101,0.00023,0.00073
2427,45.1,48.5,0.002476,8.7e-05,1.4e-05,5e-05,0.03035,0.00108,0.00023,0.00074
2427,48.5,52.2,0.002104,7.7e-05,1.2e-05,4.3e-05,0.03173,0.00118,0.00024,0.00077
2427,52.2,56.1,0.001658,6.6e-05,1e-05,3.4e-05,0.03039,0.00123,0.00023,0.00074
2427,56.1,60.3,0.001418,5.9e-05,8e-06,2.9e-05,0.03173,0.00134,0.00024,0.00078
2428,1.92,2.15,1.758,0.036,0.024,0.042,0.02448,0.00051,0.00037,0.00069
2428,2.15,2.4,1.767,0.033,0.016,0.04,0.02688,0.0005,0.00028,0.0007
2428,2.4,2.67,1.54,0.026,0.006,0.033,0.02609,0.00045,0.00016,0.00063
2428,2.67,2.97,1.357,0.022,0.006,0.028,0.02592,0.00042,0.00017,0.00061
2428,2.97,3.29,1.253,0.019,0.007,0.027,0.02722,0.00042,0.0002,0.00065
2428,3.29,3.64,1.076,0.016,0.005,0.022,0.02713,0.0004,0.00018,0.00063
2428,3.64,4.02,0.9367,0.0133,0.0034,0.0191,0.02777,0.0004,0.00016,0.00064
2428,4.02,4.43,0.8132,0.0111,0.0026,0.0164,0.02846,0.00039,0.00016,0.00065
2428,4.43,4.88,0.6686,0.0087,0.0023,0.0134,0.028,0.00037,0.00016,0.00064
2428,4.88,5.37,0.5618,0.0071,0.002,0.0113,0.02824,0.00036,0.00017,0.00064
2428,5.37,5.9,0.4618,0.0059,0.0017,0.0093,0.02807,0.00036,0.00016,0.00064
2428,5.9,6.47,0.3765,0.0049,0.0014,0.0076,0.02782,0.00036,0.00016,0.00064
2428,6.47,7.09,0.3124,0.004,0.0012,0.0063,0.02813,0.00036,0.00017,0.00065
2428,7.09,7.76,0.2638,0.0033,0.001,0.0053,0.02911,0.00037,0.00017,0.00067
2428,7.76,8.48,0.2135,0.0027,0.0009,0.0043,0.02908,0.00037,0.00018,0.00067
2428,8.48,9.26,0.1758,0.0023,0.0008,0.0035,0.02928,0.00038,0.00018,0.00068
2428,9.26,10.1,0.1454,0.0019,0.0006,0.0029,0.02987,0.0004,0.00019,0.00069
2428,10.1,11.0,0.1153,0.0016,0.0005,0.0023,0.02903,0.00042,0.00019,0.00067
2428,11.0,12.0,0.09318,0.00137,0.00044,0.00188,0.02886,0.00043,0.00019,0.00067
2428,12.0,13.0,0.07846,0.00124,0.00038,0.00158,0.02993,0.00048,0.0002,0.00069
2428,13.0,14.1,0.06317,0.00104,0.00031,0.00127,0.02944,0.00049,0.00019,0.00068
2428,14.1,15.3,0.05206,0.00088,0.00025,0.00105,0.02969,0.00051,0.0002,0.00069
2428,15.3,16.6,0.0433,0.00076,0.00022,0.00087,0.03051,0.00054,0.00021,0.00071
2428,16.6,18.0,0.03453,0.00063,0.00019,0.0007,0.02995,0.00055,0.00021,0.0007
2428,18.0,19.5,0.02904,0.00054,0.00016,0.00059,0.03104,0.00058,0.00022,0.00073
2428,19.5,21.1,0.0237,0.00045,0.00012,0.00048,0.03128,0.0006,0.00021,0.00074
2428,21.1,22.8,0.01856,0.00037,0.0001,0.00038,0.02999,0.0006,0.0002,0.00071
2428,22.8,24.7,0.01568,0.00031,8e-05,0.00032,0.03117,0.00062,0.00021,0.00074
2428,24.7,26.7,0.01233,0.00026,6e-05,0.00025,0.03034,0.00064,0.00021,0.00072
2428,26.7,28.8,0.01054,0.00022,5e-05,0.00021,0.03165,0.00068,0.00022,0.00075
2428,28.8,31.1,0.008262,0.000187,4.4e-05,0.000168,0.03062,0.0007,0.00021,0.00073
2428,31.1,33.5,0.006873,0.000165,3.7e-05,0.00014,0.03076,0.00075,0.00022,0.00073
2428,33.5,36.1,0.005691,0.000144,3.1e-05,0.000116,0.0313,0.0008,0.00022,0.00075
2428,36.1,38.9,0.004795,0.000127,2.7e-05,9.8e-05,0.03204,0.00086,0.00023,0.00077
2428,38.9,41.9,0.003649,0.000107,2e-05,7.4e-05,0.03005,0.00089,0.00022,0.00072
2428,41.9,45.1,0.003124,9.6e-05,1.8e-05,6.4e-05,0.03137,0.00098,0.00023,0.00076
2428,45.1,48.5,0.002539,8.4e-05,1.4e-05,5.2e-05,0.03081,0.00103,0.00022,0.00075
2428,48.5,52.2,0.002142,7.4e-05,1.2e-05,4.4e-05,0.03202,0.00112,0.00023,0.00078
2428,52.2,56.1,0.001727,6.4e-05,1e-05,3.5e-05,0.03162,0.0012,0.00023,0.00077
2428,56.1,60.3,0.001421,5.6e-05,8e-06,2.9e-05,0.03149,0.00127,0.00023,0.00078
2429,1.92,2.15,1.777,0.035,0.018,0.042,0.02479,0.00049,0.00029,0.0007
2429,2.15,2.4,1.74,0.031,0.009,0.039,0.02647,0.00048,0.00019,0.00069
2429,2.4,2.67,1.518,0.025,0.003,0.032,0.02567,0.00043,0.00013,0.00062
2429,2.67,2.97,1.395,0.021,0.005,0.029,0.02661,0.00041,0.00016,0.00063
2429,2.97,3.29,1.269,0.018,0.005,0.027,0.02752,0.0004,0.00017,0.00066
2429,3.29,3.64,1.095,0.015,0.003,0.023,0.02754,0.00038,0.00015,0.00064
2429,3.64,4.02,0.9392,0.0127,0.0022,0.0191,0.02771,0.00038,0.00014,0.00064
2429,4.02,4.43,0.8033,0.0105,0.0018,0.0162,0.02811,0.00037,0.00014,0.00064
2429,4.43,4.88,0.6781,0.0084,0.0017,0.0136,0.02827,0.00035,0.00014,0.00064
2429,4.88,5.37,0.5505,0.0067,0.0015,0.0111,0.02758,0.00034,0.00014,0.00063
2429,5.37,5.9,0.4692,0.0057,0.0014,0.0094,0.02838,0.00035,0.00015,0.00065
2429,5.9,6.47,0.3787,0.0047,0.0012,0.0076,0.02784,0.00035,0.00015,0.00064
2429,6.47,7.09,0.3142,0.0038,0.001,0.0063,0.02819,0.00035,0.00015,0.00065
2429,7.09,7.76,0.2614,0.0031,0.0008,0.0053,0.02877,0.00035,0.00015,0.00066
2429,7.76,8.48,0.2151,0.0026,0.0007,0.0043,0.02897,0.00036,0.00016,0.00067
2429,8.48,9.26,0.1765,0.0022,0.0006,0.0036,0.02926,0.00037,0.00016,0.00068
2429,9.26,10.1,0.143,0.0019,0.0005,0.0029,0.0292,0.00039,0.00017,0.00068
2429,10.1,11.0,0.1174,0.0016,0.0005,0.0024,0.02947,0.00041,0.00017,0.00068
2429,11.0,12.0,0.09426,0.00134,0.00038,0.0019,0.02906,0.00042,0.00017,0.00067
2429,12.0,13.0,0.07727,0.00118,0.00033,0.00156,0.02918,0.00045,0.00018,0.00068
2429,13.0,14.1,0.06281,0.001,0.00027,0.00127,0.02917,0.00047,0.00018,0.00068
2429,14.1,15.3,0.05482,0.00087,0.00023,0.00111,0.03112,0.0005,0.00019,0.00073
2429,15.3,16.6,0.04394,0.00073,0.00018,0.00089,0.03088,0.00052,0.00018,0.00072
2429,16.6,18.0,0.03549,0.00061,0.00015,0.00072,0.03068,0.00054,0.00019,0.00072
2429,18.0,19.5,0.02864,0.00051,0.00013,0.00058,0.03052,0.00055,0.00019,0.00072
2429,19.5,21.1,0.02435,0.00043,0.00011,0.00049,0.03196,0.00057,0.0002,0.00075
2429,21.1,22.8,0.01941,0.00036,9e-05,0.00039,0.03118,0.00058,0.0002,0.00074
2429,22.8,24.7,0.01535,0.00029,7e-05,0.00031,0.03032,0.00058,0.00019,0.00072
2429,24.7,26.7,0.01306,0.00025,6e-05,0.00027,0.03187,0.00062,0.0002,0.00076
2429,26.7,28.8,0.0102,0.00021,5e-05,0.00021,0.03036,0.00064,0.0002,0.00072
2429,28.8,31.1,0.008235,0.00018,4e-05,0.000167,0.0303,0.00067,0.0002,0.00072
2429,31.1,33.5,0.006895,0.00016,3.4e-05,0.00014,0.03085,0.00073,0.0002,0.00074
2429,33.5,36.1,0.005698,0.00014,2.8e-05,0.000116,0.03126,0.00078,0.00021,0.00075
2429,36.1,38.9,0.004682,0.000122,2.4e-05,9.5e-05,0.0312,0.00083,0.00021,0.00075
2429,38.9,41.9,0.003657,0.000104,1.9e-05,7.5e-05,0.02974,0.00086,0.0002,0.00072
2429,41.9,45.1,0.00324,9.5e-05,1.7e-05,6.6e-05,0.03235,0.00096,0.00022,0.00078
2429,45.1,48.5,0.002459,8e-05,1.3e-05,5e-05,0.02998,0.00099,0.0002,0.00073
2429,48.5,52.2,0.002164,7.2e-05,1.1e-05,4.4e-05,0.03243,0.0011,0.00022,0.00079
2429,52.2,56.1,0.001665,6.2e-05,9e-06,3.4e-05,0.03033,0.00114,0.00021,0.00074
2429,56.1,60.3,0.001479,5.6e-05,8e-06,3e-05,0.03274,0.00126,0.00023,0.00081
2430,1.92,2.15,1.867,0.036,0.021,0.045,0.02561,0.00049,0.00032,0.00072
2430,2.15,2.4,1.82,0.032,0.01,0.041,0.02749,0.00048,0.0002,0.00071
2430,2.4,2.67,1.552,0.025,0.004,0.033,0.0261,0.00043,0.00013,0.00063
2430,2.67,2.97,1.404,0.021,0.005,0.029,0.02665,0.00041,0.00014,0.00063
2430,2.97,3.29,1.249,0.018,0.005,0.026,0.02694,0.00039,0.00015,0.00064
2430,3.29,3.64,1.111,0.015,0.003,0.023,0.02784,0.00038,0.00015,0.00065
2430,3.64,4.02,0.9371,0.0126,0.0023,0.0191,0.02755,0.00037,0.00013,0.00063
2430,4.02,4.43,0.7995,0.0104,0.0019,0.0161,0.02795,0.00037,0.00013,0.00064
2430,4.43,4.88,0.6693,0.0082,0.0017,0.0135,0.02785,0.00035,0.00013,0.00064
2430,4.88,5.37,0.554,0.0067,0.0015,0.0111,0.02772,0.00034,0.00013,0.00063
2430,5.37,5.9,0.4651,0.0056,0.0013,0.0094,0.02809,0.00034,0.00014,0.00064
2430,5.9,6.47,0.3816,0.0046,0.0011,0.0077,0.02807,0.00034,0.00014,0.00064
2430,6.47,7.09,0.3216,0.0038,0.001,0.0065,0.0288,0.00034,0.00014,0.00066
2430,7.09,7.76,0.2594,0.0031,0.0008,0.0052,0.02863,0.00034,0.00014,0.00066
2430,7.76,8.48,0.2152,0.0026,0.0007,0.0043,0.02915,0.00035,0.00015,0.00067
2430,8.48,9.26,0.1769,0.0022,0.0006,0.0036,0.02938,0.00036,0.00015,0.00068
2430,9.26,10.1,0.1457,0.0019,0.0005,0.0029,0.02981,0.00038,0.00016,0.00069
2430,10.1,11.0,0.1147,0.0016,0.0004,0.0023,0.02885,0.0004,0.00016,0.00067
2430,11.0,12.0,0.09798,0.00134,0.0004,0.00198,0.03026,0.00042,0.00017,0.0007
2430,12.0,13.0,0.07941,0.00118,0.00033,0.0016,0.03014,0.00045,0.00017,0.0007
2430,13.0,14.1,0.06475,0.001,0.00027,0.00131,0.0301,0.00047,0.00017,0.0007
2430,14.1,15.3,0.05264,0.00084,0.00022,0.00106,0.03012,0.00049,0.00017,0.0007
2430,15.3,16.6,0.04375,0.00072,0.00019,0.00088,0.0307,0.00051,0.00018,0.00072
2430,16.6,18.0,0.03527,0.0006,0.00016,0.00071,0.0306,0.00053,0.00018,0.00072
2430,18.0,19.5,0.02932,0.00051,0.00013,0.00059,0.0312,0.00055,0.00019,0.00073
2430,19.5,21.1,0.0239,0.00042,0.00011,0.00048,0.03146,0.00056,0.00019,0.00074
2430,21.1,22.8,0.01918,0.00035,9e-05,0.00039,0.03091,0.00057,0.00019,0.00073
2430,22.8,24.7,0.01547,0.00029,7e-05,0.00031,0.03046,0.00057,0.00019,0.00072
2430,24.7,26.7,0.01312,0.00025,6e-05,0.00027,0.03202,0.00061,0.0002,0.00076
2430,26.7,28.8,0.01028,0.00021,5e-05,0.00021,0.03099,0.00064,0.00019,0.00074
2430,28.8,31.1,0.008348,0.000178,4.1e-05,0.00017,0.03042,0.00066,0.00019,0.00073
2430,31.1,33.5,0.006943,0.000158,3.4e-05,0.000141,0.03129,0.00072,0.0002,0.00075
2430,33.5,36.1,0.005724,0.000138,2.9e-05,0.000117,0.03161,0.00077,0.0002,0.00076
2430,36.1,38.9,0.004627,0.000119,2.3e-05,9.4e-05,0.03127,0.00082,0.0002,0.00075
2430,38.9,41.9,0.003724,0.000103,1.9e-05,7.6e-05,0.03081,0.00087,0.0002,0.00074
2430,41.9,45.1,0.003104,9.1e-05,1.6e-05,6.3e-05,0.03115,0.00093,0.0002,0.00075
2430,45.1,48.5,0.002473,7.9e-05,1.3e-05,5e-05,0.03053,0.00099,0.0002,0.00074
2430,48.5,52.2,0.001982,6.8e-05,1e-05,4e-05,0.02976,0.00103,0.0002,0.00072
2430,52.2,56.1,0.001755,6.2e-05,9e-06,3.6e-05,0.03236,0.00116,0.00021,0.00079
2430,56.1,60.3,0.001426,5.4e-05,8e-06,2.9e-05,0.03169,0.00122,0.00021,0.00078
2431,1.92,2.15,1.652,0.033,0.017,0.039,0.02503,0.00051,0.00031,0.00071
2431,2.15,2.4,1.635,0.029,0.008,0.037,0.02683,0.00049,0.0002,0.0007
2431,2.4,2.67,1.462,0.024,0.003,0.031,0.02652,0.00044,0.00014,0.00064
2431,2.67,2.97,1.303,0.02,0.005,0.027,0.02638,0.00041,0.00016,0.00062
2431,2.97,3.29,1.184,0.017,0.005,0.025,0.02724,0.0004,0.00016,0.00065
2431,3.29,3.64,1.045,0.015,0.003,0.022,0.02764,0.00039,0.00014,0.00064
2431,3.64,4.02,0.8887,0.0121,0.002,0.0181,0.02743,0.00038,0.00013,0.00063
2431,4.02,4.43,0.7828,0.0102,0.0017,0.0157,0.02854,0.00038,0.00013,0.00065
2431,4.43,4.88,0.6473,0.008,0.0015,0.013,0.02808,0.00035,0.00013,0.00064
2431,4.88,5.37,0.5319,0.0065,0.0014,0.0107,0.02764,0.00034,0.00013,0.00063
2431,5.37,5.9,0.4494,0.0055,0.0013,0.009,0.02809,0.00035,0.00014,0.00064
2431,5.9,6.47,0.3649,0.0045,0.0011,0.0073,0.02773,0.00035,0.00014,0.00064
2431,6.47,7.09,0.3155,0.0038,0.0009,0.0064,0.02917,0.00035,0.00015,0.00067
2431,7.09,7.76,0.2551,0.0031,0.0008,0.0051,0.02884,0.00035,0.00015,0.00066
2431,7.76,8.48,0.2079,0.0025,0.0007,0.0042,0.02889,0.00036,0.00015,0.00067
2431,8.48,9.26,0.1747,0.0022,0.0006,0.0035,0.0297,0.00037,0.00016,0.00069
2431,9.26,10.1,0.1382,0.0018,0.0005,0.0028,0.02886,0.00038,0.00016,0.00067
2431,10.1,11.0,0.1175,0.0016,0.0005,0.0024,0.03007,0.00041,0.00017,0.0007
2431,11.0,12.0,0.09461,0.00132,0.00038,0.00191,0.02979,0.00042,0.00017,0.00069
2431,12.0,13.0,0.07739,0.00117,0.00031,0.00156,0.02991,0.00046,0.00017,0.00069
2431,13.0,14.1,0.06402,0.00099,0.00026,0.00129,0.03021,0.00047,0.00017,0.0007
2431,14.1,15.3,0.05295,0.00085,0.00022,0.00107,0.03065,0.0005,0.00018,0.00071
2431,15.3,16.6,0.04275,0.00071,0.00018,0.00086,0.03049,0.00051,0.00018,0.00071
2431,16.6,18.0,0.03494,0.0006,0.00016,0.00071,0.03061,0.00053,0.00018,0.00072
2431,18.0,19.5,0.02821,0.0005,0.00013,0.00057,0.03053,0.00055,0.00018,0.00072
2431,19.5,21.1,0.02334,0.00042,0.00011,0.00047,0.03089,0.00056,0.00019,0.00073
2431,21.1,22.8,0.01898,0.00035,9e-05,0.00038,0.0309,0.00058,0.00019,0.00073
2431,22.8,24.7,0.0157,0.00029,7e-05,0.00032,0.03133,0.00058,0.00019,0.00074
2431,24.7,26.7,0.01298,0.00025,6e-05,0.00026,0.0319,0.00062,0.0002,0.00076
2431,26.7,28.8,0.01038,0.00021,5e-05,0.00021,0.03114,0.00064,0.00019,0.00074
2431,28.8,31.1,0.00852,0.00018,4.1e-05,0.000173,0.03134,0.00067,0.0002,0.00075
2431,31.1,33.5,0.00723,0.000161,3.6e-05,0.000147,0.03262,0.00074,0.00021,0.00078
2431,33.5,36.1,0.00565,0.000136,2.8e-05,0.000115,0.03103,0.00076,0.0002,0.00074
2431,36.1,38.9,0.004775,0.000121,2.4e-05,9.7e-05,0.03166,0.00081,0.0002,0.00076
2431,38.9,41.9,0.003841,0.000105,2e-05,7.8e-05,0.03162,0.00087,0.0002,0.00076
2431,41.9,45.1,0.003074,9.1e-05,1.6e-05,6.3e-05,0.03101,0.00093,0.0002,0.00075
2431,45.1,48.5,0.002436,7.8e-05,1.3e-05,5e-05,0.02989,0.00097,0.0002,0.00072
2431,48.5,52.2,0.002028,6.9e-05,1.1e-05,4.1e-05,0.03056,0.00105,0.0002,0.00074
2431,52.2,56.1,0.001747,6.2e-05,9e-06,3.6e-05,0.03171,0.00114,0.00021,0.00078
2431,56.1,60.3,0.001481,5.5e-05,8e-06,3e-05,0.03299,0.00124,0.00022,0.00081
2432,1.92,2.15,1.776,0.035,0.018,0.042,0.02498,0.00049,0.00028,0.00071
2432,2.15,2.4,1.746,0.031,0.007,0.04,0.02686,0.00048,0.00016,0.0007
2432,2.4,2.67,1.555,0.025,0.003,0.033,0.0266,0.00043,0.00012,0.00064
2432,2.67,2.97,1.411,0.021,0.005,0.029,0.02704,0.00041,0.00014,0.00064
2432,2.97,3.29,1.237,0.018,0.005,0.026,0.0271,0.0004,0.00014,0.00065
2432,3.29,3.64,1.103,0.015,0.003,0.023,0.02784,0.00038,0.00013,0.00065
2432,3.64,4.02,0.9163,0.0124,0.0022,0.0187,0.02726,0.00037,0.00012,0.00063
2432,4.02,4.43,0.7911,0.0104,0.0019,0.0159,0.02785,0.00037,0.00012,0.00063
2432,4.43,4.88,0.6546,0.0082,0.0017,0.0132,0.0274,0.00034,0.00012,0.00062
2432,4.88,5.37,0.5542,0.0067,0.0017,0.0111,0.02787,0.00034,0.00013,0.00064
2432,5.37,5.9,0.4547,0.0056,0.0014,0.0091,0.02772,0.00034,0.00012,0.00063
2432,5.9,6.47,0.3897,0.0047,0.0012,0.0078,0.02876,0.00035,0.00013,0.00066
2432,6.47,7.09,0.321,0.0038,0.001,0.0065,0.02881,0.00035,0.00013,0.00066
2432,7.09,7.76,0.2599,0.0031,0.0008,0.0052,0.02875,0.00035,0.00013,0.00066
2432,7.76,8.48,0.2129,0.0026,0.0007,0.0043,0.02883,0.00035,0.00014,0.00066
2432,8.48,9.26,0.1755,0.0022,0.0006,0.0035,0.02926,0.00037,0.00014,0.00068
2432,9.26,10.1,0.1418,0.0018,0.0006,0.0029,0.02919,0.00038,0.00015,0.00068
2432,10.1,11.0,0.1167,0.0016,0.0005,0.0024,0.02932,0.0004,0.00016,0.00068
2432,11.0,12.0,0.09428,0.00132,0.0004,0.0019,0.0293,0.00042,0.00016,0.00068
2432,12.0,13.0,0.07724,0.00117,0.00033,0.00156,0.02943,0.00045,0.00016,0.00068
2432,13.0,14.1,0.06422,0.001,0.00028,0.0013,0.02999,0.00047,0.00016,0.0007
2432,14.1,15.3,0.05405,0.00086,0.00023,0.00109,0.03087,0.0005,0.00017,0.00072
2432,15.3,16.6,0.04316,0.00072,0.00019,0.00087,0.03032,0.00051,0.00017,0.00071
2432,16.6,18.0,0.03463,0.0006,0.00016,0.0007,0.03004,0.00053,0.00017,0.0007
2432,18.0,19.5,0.02726,0.0005,0.00013,0.00055,0.0291,0.00053,0.00016,0.00068
2432,19.5,21.1,0.02379,0.00043,0.00011,0.00048,0.03139,0.00057,0.00018,0.00074
2432,21.1,22.8,0.0188,0.00035,9e-05,0.00038,0.03019,0.00057,0.00017,0.00071
2432,22.8,24.7,0.01589,0.00029,7e-05,0.00032,0.03143,0.00059,0.00018,0.00074
2432,24.7,26.7,0.01309,0.00025,6e-05,0.00027,0.03214,0.00062,0.00018,0.00076
