begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,6Li_flux m^-2sr^-1s^-1GV^-1,6Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,6Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,6Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_flux m^-2sr^-1s^-1GV^-1,7Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,7Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,7Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_to_6Li_ratio,7Li_to_6Li_ratio_error_statistical,7Li_to_6Li_ratio_error_total_systematic
2017-11-15,2018-03-02,13.0,14.1,0.005558,0.000312,6.3e-05,0.000175,0.007093,0.000369,8.1e-05,0.000223,1.276,0.098,0.027
2017-11-15,2018-03-02,14.1,15.3,0.004426,0.000264,5.1e-05,0.000139,0.005156,0.000303,6e-05,0.000162,1.165,0.097,0.024
2017-11-15,2018-03-02,15.3,16.6,0.003678,0.000223,4.3e-05,0.000116,0.004477,0.000263,5.2e-05,0.000141,1.217,0.103,0.025
2017-11-15,2018-03-02,16.6,18.0,0.002669,0.000184,3.2e-05,8.4e-05,0.003574,0.000223,4.2e-05,0.000112,1.339,0.124,0.028
2017-11-15,2018-03-02,18.0,19.5,0.00217,0.000154,2.6e-05,6.9e-05,0.002469,0.000184,3e-05,7.8e-05,1.138,0.117,0.024
2017-11-15,2018-03-02,19.5,21.1,0.001875,0.000134,2.3e-05,5.9e-05,0.002272,0.000159,2.8e-05,7.2e-05,1.212,0.121,0.026
2017-11-15,2018-03-02,21.1,22.8,0.00143,0.000115,1.8e-05,4.6e-05,0.001846,0.000135,2.3e-05,5.8e-05,1.29,0.14,0.028
2017-11-15,2018-03-02,22.8,24.7,0.001187,9.9e-05,1.5e-05,3.8e-05,0.001349,0.000112,1.7e-05,4.3e-05,1.137,0.134,0.026
2018-03-03,2018-06-18,1.92,2.15,0.2065,0.0105,0.0026,0.0073,0.1742,0.0114,0.0022,0.0067,0.844,0.07,0.022
2018-03-03,2018-06-18,2.15,2.4,0.1914,0.009,0.0024,0.0064,0.1872,0.0102,0.0024,0.0065,0.978,0.07,0.022
2018-03-03,2018-06-18,2.4,2.67,0.2003,0.008,0.0025,0.0065,0.1769,0.0088,0.0022,0.0059,0.883,0.056,0.019
2018-03-03,2018-06-18,2.67,2.97,0.1753,0.0067,0.0021,0.0056,0.1749,0.0075,0.0021,0.0057,0.998,0.057,0.021
2018-03-03,2018-06-18,2.97,3.29,0.1596,0.0056,0.0019,0.0051,0.1394,0.0064,0.0017,0.0045,0.873,0.05,0.019
2018-03-03,2018-06-18,3.29,3.64,0.1436,0.0048,0.0017,0.0047,0.1383,0.0054,0.0016,0.0045,0.963,0.05,0.022
2018-03-03,2018-06-18,3.64,4.02,0.1202,0.004,0.0014,0.0042,0.1126,0.0045,0.0013,0.0037,0.937,0.049,0.024
2018-03-03,2018-06-18,4.02,4.43,0.09307,0.00965,0.00117,0.00299,0.08173,0.01159,0.00103,0.00263,0.878,0.154,0.019
2018-03-03,2018-06-18,4.43,4.88,0.07889,0.00736,0.00098,0.00253,0.08569,0.01013,0.00107,0.00276,1.086,0.164,0.023
2018-03-03,2018-06-18,4.88,5.37,0.06985,0.00646,0.00086,0.00224,0.08142,0.00757,0.00101,0.00262,1.166,0.153,0.025
2018-03-03,2018-06-18,5.37,5.9,0.06022,0.00529,0.00074,0.00193,0.05033,0.00595,0.00062,0.00162,0.836,0.123,0.018
2018-03-03,2018-06-18,5.9,6.47,0.0434,0.00412,0.00053,0.00139,0.04336,0.00498,0.00053,0.00139,0.999,0.149,0.021
2018-03-03,2018-06-18,6.47,7.09,0.03409,0.00329,0.00042,0.0011,0.03778,0.00421,0.00046,0.00121,1.108,0.163,0.024
2018-03-03,2018-06-18,7.09,7.76,0.02888,0.00276,0.00035,0.00093,0.03424,0.00344,0.00042,0.0011,1.186,0.165,0.025
2018-03-03,2018-06-18,7.76,8.48,0.02382,0.00095,0.00026,0.00075,0.02675,0.00126,0.0003,0.00085,1.123,0.069,0.024
2018-03-03,2018-06-18,8.48,9.26,0.01839,0.00076,0.0002,0.00058,0.0205,0.00096,0.00023,0.00065,1.115,0.07,0.023
2018-03-03,2018-06-18,9.26,10.1,0.01357,0.00061,0.00015,0.00043,0.01615,0.00077,0.00018,0.00051,1.19,0.078,0.025
2018-03-03,2018-06-18,10.1,11.0,0.01123,0.00053,0.00013,0.00035,0.01274,0.00062,0.00014,0.0004,1.134,0.076,0.024
2018-03-03,2018-06-18,11.0,12.0,0.008475,0.000421,9.5e-05,0.000267,0.01109,0.00051,0.00012,0.00035,1.309,0.089,0.027
2018-03-03,2018-06-18,12.0,13.0,0.006758,0.000371,7.6e-05,0.000213,0.008007,0.000439,9.1e-05,0.000252,1.185,0.092,0.025
2018-03-03,2018-06-18,13.0,14.1,0.005728,0.000321,6.5e-05,0.00018,0.007213,0.000368,8.2e-05,0.000227,1.259,0.095,0.026
2018-03-03,2018-06-18,14.1,15.3,0.004685,0.000273,5.4e-05,0.000147,0.005575,0.00031,6.4e-05,0.000175,1.19,0.096,0.025
2018-03-03,2018-06-18,15.3,16.6,0.003335,0.000217,3.9e-05,0.000105,0.004001,0.000265,4.7e-05,0.000126,1.2,0.111,0.025
2018-03-03,2018-06-18,16.6,18.0,0.002983,0.000198,3.5e-05,9.4e-05,0.00323,0.000222,3.8e-05,0.000102,1.083,0.103,0.023
2018-03-03,2018-06-18,18.0,19.5,0.002129,0.000155,2.6e-05,6.7e-05,0.002847,0.000188,3.4e-05,9e-05,1.337,0.131,0.028
2018-03-03,2018-06-18,19.5,21.1,0.001711,0.000132,2.1e-05,5.4e-05,0.002094,0.000168,2.6e-05,6.6e-05,1.224,0.136,0.026
2018-03-03,2018-06-18,21.1,22.8,0.001453,0.000114,1.8e-05,4.7e-05,0.001863,0.000135,2.3e-05,5.9e-05,1.282,0.137,0.028
2018-03-03,2018-06-18,22.8,24.7,0.001076,9.5e-05,1.4e-05,3.5e-05,0.001429,0.000113,1.8e-05,4.5e-05,1.328,0.158,0.03
2018-06-19,2018-10-04,1.92,2.15,0.2032,0.0124,0.0026,0.0072,0.1728,0.0137,0.0022,0.0066,0.851,0.085,0.022
2018-06-19,2018-10-04,2.15,2.4,0.2069,0.0108,0.0026,0.0069,0.1931,0.0122,0.0024,0.0067,0.934,0.076,0.021
2018-06-19,2018-10-04,2.4,2.67,0.1954,0.0093,0.0024,0.0063,0.1888,0.0105,0.0023,0.0063,0.967,0.071,0.021
2018-06-19,2018-10-04,2.67,2.97,0.1771,0.0079,0.0021,0.0057,0.1652,0.0089,0.002,0.0054,0.933,0.065,0.02
2018-06-19,2018-10-04,2.97,3.29,0.1626,0.0066,0.0019,0.0052,0.1473,0.0075,0.0018,0.0048,0.906,0.059,0.019
2018-06-19,2018-10-04,3.29,3.64,0.1331,0.0054,0.0016,0.0044,0.1406,0.0065,0.0017,0.0045,1.057,0.065,0.024
2018-06-19,2018-10-04,3.64,4.02,0.118,0.0047,0.0014,0.0041,0.1139,0.0052,0.0013,0.0037,0.965,0.059,0.025
2018-06-19,2018-10-04,4.02,4.43,0.09092,0.0114,0.00114,0.00292,0.06947,0.01387,0.00088,0.00224,0.764,0.18,0.016
2018-06-19,2018-10-04,4.43,4.88,0.08886,0.0094,0.00111,0.00285,0.09406,0.01202,0.00118,0.00303,1.059,0.176,0.022
2018-06-19,2018-10-04,4.88,5.37,0.06566,0.00729,0.00081,0.00211,0.08078,0.00901,0.001,0.0026,1.23,0.194,0.026
2018-06-19,2018-10-04,5.37,5.9,0.0502,0.00579,0.00062,0.00161,0.04615,0.0072,0.00057,0.00148,0.919,0.178,0.019
2018-06-19,2018-10-04,5.9,6.47,0.03682,0.0046,0.00045,0.00118,0.05488,0.00601,0.00068,0.00176,1.49,0.248,0.032
2018-06-19,2018-10-04,6.47,7.09,0.03616,0.00397,0.00044,0.00116,0.04743,0.00489,0.00058,0.00152,1.312,0.198,0.028
2018-06-19,2018-10-04,7.09,7.76,0.03311,0.00342,0.0004,0.00107,0.03148,0.00395,0.00039,0.00101,0.951,0.154,0.02
2018-06-19,2018-10-04,7.76,8.48,0.02328,0.00109,0.00026,0.00074,0.02777,0.00149,0.00031,0.00088,1.193,0.085,0.025
2018-06-19,2018-10-04,8.48,9.26,0.0176,0.00087,0.0002,0.00056,0.02199,0.00113,0.00024,0.0007,1.25,0.089,0.026
2018-06-19,2018-10-04,9.26,10.1,0.01429,0.00073,0.00016,0.00045,0.01741,0.00091,0.00019,0.00055,1.218,0.089,0.026
2018-06-19,2018-10-04,10.1,11.0,0.0118,0.00063,0.00013,0.00037,0.01254,0.00071,0.00014,0.0004,1.063,0.083,0.022
2018-06-19,2018-10-04,11.0,12.0,0.008894,0.000514,0.0001,0.00028,0.0103,0.00059,0.00012,0.00032,1.158,0.094,0.024
2018-06-19,2018-10-04,12.0,13.0,0.007039,0.000443,7.9e-05,0.000222,0.008272,0.000527,9.4e-05,0.00026,1.175,0.105,0.024
2018-06-19,2018-10-04,13.0,14.1,0.005762,0.000375,6.6e-05,0.000181,0.006945,0.00044,7.9e-05,0.000219,1.205,0.109,0.025
2018-06-19,2018-10-04,14.1,15.3,0.004654,0.000319,5.4e-05,0.000146,0.005486,0.000367,6.3e-05,0.000173,1.179,0.113,0.025
2018-06-19,2018-10-04,15.3,16.6,0.004062,0.000276,4.7e-05,0.000128,0.004344,0.00031,5.1e-05,0.000137,1.069,0.105,0.022
2018-06-19,2018-10-04,16.6,18.0,0.002787,0.000224,3.3e-05,8.8e-05,0.003398,0.000266,4e-05,0.000107,1.219,0.137,0.026
2018-06-19,2018-10-04,18.0,19.5,0.00265,0.000199,3.2e-05,8.4e-05,0.002406,0.000225,2.9e-05,7.6e-05,0.908,0.109,0.019
2018-06-19,2018-10-04,19.5,21.1,0.00169,0.000153,2.1e-05,5.4e-05,0.002406,0.000196,3e-05,7.6e-05,1.424,0.173,0.03
2018-06-19,2018-10-04,21.1,22.8,0.001491,0.000139,1.9e-05,4.8e-05,0.001583,0.000165,2e-05,5e-05,1.062,0.149,0.023
2018-06-19,2018-10-04,22.8,24.7,0.001261,0.000118,1.6e-05,4.1e-05,0.001458,0.000132,1.9e-05,4.6e-05,1.155,0.151,0.026
2018-10-05,2019-01-20,1.92,2.15,0.2049,0.0122,0.0026,0.0073,0.1812,0.0134,0.0023,0.007,0.884,0.084,0.023
2018-10-05,2019-01-20,2.15,2.4,0.2085,0.0107,0.0026,0.0069,0.1935,0.0121,0.0024,0.0067,0.928,0.075,0.021
2018-10-05,2019-01-20,2.4,2.67,0.179,0.0087,0.0022,0.0058,0.1833,0.0101,0.0023,0.0061,1.024,0.075,0.022
2018-10-05,2019-01-20,2.67,2.97,0.173,0.0076,0.0021,0.0055,0.1683,0.0085,0.002,0.0055,0.973,0.065,0.021
2018-10-05,2019-01-20,2.97,3.29,0.162,0.0065,0.0019,0.0052,0.1526,0.0074,0.0018,0.005,0.942,0.059,0.02
2018-10-05,2019-01-20,3.29,3.64,0.1346,0.0053,0.0016,0.0044,0.133,0.0063,0.0016,0.0043,0.988,0.061,0.022
2018-10-05,2019-01-20,3.64,4.02,0.1093,0.0045,0.0013,0.0038,0.1062,0.0051,0.0012,0.0034,0.971,0.061,0.025
2018-10-05,2019-01-20,4.02,4.43,0.0892,0.0113,0.00112,0.00287,0.1145,0.0138,0.0014,0.0037,1.283,0.225,0.027
2018-10-05,2019-01-20,4.43,4.88,0.08681,0.00917,0.00108,0.00279,0.1061,0.0115,0.0013,0.0034,1.223,0.185,0.026
2018-10-05,2019-01-20,4.88,5.37,0.07084,0.00748,0.00088,0.00227,0.07726,0.00924,0.00096,0.00248,1.091,0.174,0.023
2018-10-05,2019-01-20,5.37,5.9,0.06347,0.00627,0.00078,0.00204,0.06753,0.00743,0.00083,0.00217,1.064,0.157,0.023
2018-10-05,2019-01-20,5.9,6.47,0.04328,0.00494,0.00053,0.00139,0.03779,0.00594,0.00047,0.00121,0.873,0.17,0.019
2018-10-05,2019-01-20,6.47,7.09,0.03656,0.00396,0.00045,0.00117,0.03623,0.00484,0.00044,0.00116,0.991,0.17,0.021
2018-10-05,2019-01-20,7.09,7.76,0.03406,0.00342,0.00042,0.0011,0.03471,0.00402,0.00042,0.00112,1.019,0.156,0.022
2018-10-05,2019-01-20,7.76,8.48,0.02212,0.00105,0.00025,0.0007,0.02877,0.00147,0.00032,0.00091,1.301,0.091,0.028
2018-10-05,2019-01-20,8.48,9.26,0.01815,0.00086,0.0002,0.00057,0.01953,0.00108,0.00022,0.00062,1.076,0.079,0.023
2018-10-05,2019-01-20,9.26,10.1,0.01344,0.0007,0.00015,0.00042,0.01737,0.00088,0.00019,0.00055,1.292,0.094,0.027
2018-10-05,2019-01-20,10.1,11.0,0.0122,0.00063,0.00014,0.00038,0.01379,0.00071,0.00015,0.00043,1.131,0.082,0.024
2018-10-05,2019-01-20,11.0,12.0,0.008858,0.000501,9.9e-05,0.000279,0.01034,0.00058,0.00012,0.00033,1.168,0.093,0.024
2018-10-05,2019-01-20,12.0,13.0,0.007519,0.000452,8.5e-05,0.000237,0.007981,0.000521,9e-05,0.000251,1.061,0.094,0.022
2018-10-05,2019-01-20,13.0,14.1,0.005927,0.000378,6.8e-05,0.000187,0.006527,0.000425,7.5e-05,0.000205,1.101,0.1,0.023
2018-10-05,2019-01-20,14.1,15.3,0.004146,0.000294,4.8e-05,0.00013,0.004813,0.000365,5.6e-05,0.000151,1.161,0.121,0.024
2018-10-05,2019-01-20,15.3,16.6,0.003495,0.00026,4.1e-05,0.00011,0.004353,0.000307,5.1e-05,0.000137,1.246,0.128,0.026
2018-10-05,2019-01-20,16.6,18.0,0.003012,0.000224,3.6e-05,9.5e-05,0.002972,0.000249,3.5e-05,9.4e-05,0.987,0.11,0.021
2018-10-05,2019-01-20,18.0,19.5,0.002265,0.000186,2.7e-05,7.2e-05,0.002863,0.000219,3.5e-05,9e-05,1.264,0.142,0.027
2018-10-05,2019-01-20,19.5,21.1,0.001661,0.000149,2e-05,5.3e-05,0.002157,0.000187,2.7e-05,6.8e-05,1.299,0.162,0.028
2018-10-05,2019-01-20,21.1,22.8,0.001471,0.000134,1.9e-05,4.7e-05,0.001911,0.000164,2.4e-05,6e-05,1.299,0.162,0.029
2018-10-05,2019-01-20,22.8,24.7,0.001201,0.000116,1.6e-05,3.9e-05,0.001498,0.000129,1.9e-05,4.8e-05,1.248,0.162,0.028
2019-01-21,2019-05-08,1.92,2.15,0.196,0.0156,0.0025,0.007,0.185,0.0179,0.0024,0.0071,0.944,0.119,0.025
2019-01-21,2019-05-08,2.15,2.4,0.1872,0.0133,0.0023,0.0062,0.1929,0.0154,0.0024,0.0067,1.031,0.11,0.024
2019-01-21,2019-05-08,2.4,2.67,0.2118,0.0123,0.0026,0.0069,0.1879,0.0132,0.0023,0.0062,0.887,0.081,0.019
2019-01-21,2019-05-08,2.67,2.97,0.1852,0.0102,0.0022,0.0059,0.153,0.0112,0.0019,0.005,0.826,0.076,0.017
2019-01-21,2019-05-08,2.97,3.29,0.1579,0.0085,0.0019,0.0051,0.1626,0.0099,0.0019,0.0053,1.029,0.084,0.022
2019-01-21,2019-05-08,3.29,3.64,0.1379,0.0071,0.0016,0.0045,0.1415,0.0083,0.0017,0.0046,1.026,0.08,0.023
2019-01-21,2019-05-08,3.64,4.02,0.1185,0.006,0.0014,0.0041,0.1187,0.0069,0.0014,0.0038,1.001,0.077,0.026
2019-01-21,2019-05-08,4.02,4.43,0.1008,0.0142,0.0013,0.0032,0.0894,0.01722,0.00113,0.00288,0.887,0.212,0.019
2019-01-21,2019-05-08,4.43,4.88,0.07938,0.01137,0.00099,0.00255,0.07509,0.01458,0.00094,0.00242,0.946,0.228,0.02
2019-01-21,2019-05-08,4.88,5.37,0.06806,0.00938,0.00084,0.00218,0.05716,0.01068,0.00071,0.00184,0.84,0.195,0.018
2019-01-21,2019-05-08,5.37,5.9,0.06337,0.00832,0.00078,0.00203,0.05989,0.00924,0.00074,0.00192,0.945,0.191,0.02
2019-01-21,2019-05-08,5.9,6.47,0.05205,0.00663,0.00064,0.00167,0.0451,0.00772,0.00056,0.00145,0.866,0.185,0.018
2019-01-21,2019-05-08,6.47,7.09,0.04473,0.00548,0.00055,0.00144,0.03667,0.00641,0.00045,0.00118,0.82,0.175,0.017
2019-01-21,2019-05-08,7.09,7.76,0.02984,0.00425,0.00036,0.00096,0.02213,0.00504,0.00027,0.00071,0.742,0.199,0.016
2019-01-21,2019-05-08,7.76,8.48,0.02481,0.00143,0.00027,0.00078,0.02901,0.00195,0.00032,0.00092,1.169,0.104,0.025
2019-01-21,2019-05-08,8.48,9.26,0.01886,0.00116,0.00021,0.0006,0.01967,0.00145,0.00022,0.00062,1.043,0.1,0.022
2019-01-21,2019-05-08,9.26,10.1,0.01344,0.00093,0.00015,0.00042,0.01686,0.00116,0.00019,0.00053,1.255,0.122,0.026
2019-01-21,2019-05-08,10.1,11.0,0.01121,0.00079,0.00012,0.00035,0.01388,0.00095,0.00016,0.00044,1.239,0.122,0.026
2019-01-21,2019-05-08,11.0,12.0,0.008418,0.000634,9.4e-05,0.000265,0.01066,0.00078,0.00012,0.00034,1.267,0.133,0.026
2019-01-21,2019-05-08,12.0,13.0,0.006984,0.000579,7.9e-05,0.00022,0.008934,0.000673,0.000101,0.000281,1.279,0.143,0.027
2019-01-21,2019-05-08,13.0,14.1,0.006157,0.0005,7e-05,0.000194,0.006836,0.000554,7.8e-05,0.000215,1.11,0.127,0.023
2019-01-21,2019-05-08,14.1,15.3,0.004753,0.000411,5.5e-05,0.00015,0.006074,0.000489,7e-05,0.000191,1.278,0.151,0.027
2019-01-21,2019-05-08,15.3,16.6,0.003623,0.000337,4.2e-05,0.000114,0.004428,0.000412,5.2e-05,0.000139,1.222,0.161,0.026
2019-01-21,2019-05-08,16.6,18.0,0.002978,0.000291,3.5e-05,9.4e-05,0.003313,0.000332,3.9e-05,0.000104,1.113,0.156,0.023
2019-01-21,2019-05-08,18.0,19.5,0.002764,0.000259,3.3e-05,8.7e-05,0.002704,0.00029,3.3e-05,8.5e-05,0.978,0.139,0.021
2019-01-21,2019-05-08,19.5,21.1,0.001844,0.000209,2.3e-05,5.9e-05,0.002026,0.00024,2.5e-05,6.4e-05,1.098,0.18,0.024
2019-01-21,2019-05-08,21.1,22.8,0.001438,0.000172,1.8e-05,4.6e-05,0.001422,0.000211,1.8e-05,4.5e-05,0.989,0.189,0.022
2019-01-21,2019-05-08,22.8,24.7,0.0009408,0.0001434,1.21e-05,3.04e-05,0.00162,0.000179,2.1e-05,5.1e-05,1.722,0.324,0.039
2019-05-09,2019-08-24,1.92,2.15,0.1976,0.0148,0.0025,0.007,0.2268,0.0167,0.0029,0.0087,1.148,0.12,0.03
2019-05-09,2019-08-24,2.15,2.4,0.1842,0.0126,0.0023,0.0061,0.1803,0.0115,0.0023,0.0062,0.979,0.092,0.022
2019-05-09,2019-08-24,2.4,2.67,0.1924,0.0111,0.0024,0.0062,0.2072,0.0128,0.0026,0.0069,1.077,0.091,0.023
2019-05-09,2019-08-24,2.67,2.97,0.1883,0.0098,0.0023,0.006,0.1813,0.0106,0.0022,0.0059,0.963,0.075,0.02
2019-05-09,2019-08-24,2.97,3.29,0.1499,0.0077,0.0018,0.0048,0.1513,0.0092,0.0018,0.0049,1.01,0.08,0.022
2019-05-09,2019-08-24,3.29,3.64,0.147,0.0068,0.0017,0.0048,0.1488,0.0079,0.0018,0.0048,1.012,0.071,0.023
2019-05-09,2019-08-24,3.64,4.02,0.1152,0.0056,0.0013,0.004,0.1114,0.0063,0.0013,0.0036,0.968,0.072,0.025
2019-05-09,2019-08-24,4.02,4.43,0.1254,0.0158,0.0016,0.004,0.09922,0.01658,0.00125,0.0032,0.791,0.166,0.017
2019-05-09,2019-08-24,4.43,4.88,0.06879,0.01036,0.00086,0.00221,0.06968,0.01253,0.00087,0.00224,1.013,0.238,0.021
2019-05-09,2019-08-24,4.88,5.37,0.06947,0.00885,0.00086,0.00223,0.07654,0.0114,0.00095,0.00246,1.102,0.216,0.023
2019-05-09,2019-08-24,5.37,5.9,0.06223,0.00738,0.00077,0.002,0.05856,0.00856,0.00072,0.00188,0.941,0.177,0.02
2019-05-09,2019-08-24,5.9,6.47,0.04563,0.0058,0.00056,0.00146,0.04742,0.00743,0.00058,0.00152,1.039,0.21,0.022
2019-05-09,2019-08-24,6.47,7.09,0.03668,0.00467,0.00045,0.00118,0.03117,0.00522,0.00038,0.001,0.85,0.179,0.018
2019-05-09,2019-08-24,7.09,7.76,0.02785,0.00366,0.00034,0.0009,0.03165,0.00478,0.00039,0.00102,1.137,0.228,0.024
2019-05-09,2019-08-24,7.76,8.48,0.02248,0.00128,0.00025,0.00071,0.02749,0.00179,0.00031,0.00087,1.223,0.106,0.026
2019-05-09,2019-08-24,8.48,9.26,0.01697,0.00105,0.00019,0.00054,0.02081,0.00137,0.00023,0.00066,1.226,0.111,0.026
2019-05-09,2019-08-24,9.26,10.1,0.01341,0.00086,0.00015,0.00042,0.01738,0.00107,0.00019,0.00055,1.296,0.115,0.027
2019-05-09,2019-08-24,10.1,11.0,0.0104,0.00072,0.00012,0.00033,0.01502,0.0009,0.00017,0.00047,1.445,0.132,0.03
2019-05-09,2019-08-24,11.0,12.0,0.00889,0.000621,0.0001,0.00028,0.01119,0.00071,0.00013,0.00035,1.258,0.119,0.026
2019-05-09,2019-08-24,12.0,13.0,0.007393,0.000571,8.3e-05,0.000233,0.009347,0.000627,0.000106,0.000294,1.264,0.129,0.026
2019-05-09,2019-08-24,13.0,14.1,0.006272,0.000474,7.1e-05,0.000197,0.007563,0.000553,8.6e-05,0.000238,1.206,0.127,0.025
2019-05-09,2019-08-24,14.1,15.3,0.003743,0.000347,4.3e-05,0.000118,0.006144,0.000473,7.1e-05,0.000193,1.641,0.198,0.034
2019-05-09,2019-08-24,15.3,16.6,0.003552,0.000312,4.1e-05,0.000112,0.004187,0.000383,4.9e-05,0.000132,1.179,0.15,0.025
2019-05-09,2019-08-24,16.6,18.0,0.00297,0.000279,3.5e-05,9.4e-05,0.003587,0.000301,4.3e-05,0.000113,1.208,0.152,0.025
2019-05-09,2019-08-24,18.0,19.5,0.002206,0.000224,2.7e-05,7e-05,0.002671,0.000264,3.2e-05,8.4e-05,1.211,0.172,0.026
2019-05-09,2019-08-24,19.5,21.1,0.001969,0.000199,2.4e-05,6.2e-05,0.002271,0.000235,2.8e-05,7.2e-05,1.153,0.167,0.025
2019-05-09,2019-08-24,21.1,22.8,0.001512,0.000167,1.9e-05,4.8e-05,0.001954,0.0002,2.5e-05,6.2e-05,1.292,0.195,0.028
2019-05-09,2019-08-24,22.8,24.7,0.001058,0.000132,1.4e-05,3.4e-05,0.001417,0.000168,1.8e-05,4.5e-05,1.34,0.231,0.03
2019-08-25,2019-12-10,1.92,2.15,0.2089,0.0149,0.0027,0.0074,0.1792,0.0132,0.0023,0.0069,0.858,0.088,0.023
2019-08-25,2019-12-10,2.15,2.4,0.229,0.0136,0.0029,0.0076,0.2063,0.0149,0.0026,0.0071,0.901,0.084,0.021
2019-08-25,2019-12-10,2.4,2.67,0.201,0.0113,0.0025,0.0065,0.188,0.0131,0.0023,0.0062,0.935,0.083,0.02
2019-08-25,2019-12-10,2.67,2.97,0.1871,0.0096,0.0023,0.006,0.1665,0.0106,0.002,0.0054,0.89,0.073,0.019
2019-08-25,2019-12-10,2.97,3.29,0.1556,0.0077,0.0018,0.005,0.1534,0.0091,0.0018,0.005,0.986,0.076,0.021
2019-08-25,2019-12-10,3.29,3.64,0.1338,0.0065,0.0016,0.0044,0.1431,0.0077,0.0017,0.0046,1.069,0.077,0.024
2019-08-25,2019-12-10,3.64,4.02,0.1156,0.0055,0.0013,0.004,0.1237,0.0063,0.0014,0.004,1.071,0.075,0.027
2019-08-25,2019-12-10,4.02,4.43,0.1125,0.0147,0.0014,0.0036,0.121,0.017,0.0015,0.0039,1.075,0.206,0.023
2019-08-25,2019-12-10,4.43,4.88,0.08698,0.01091,0.00108,0.00279,0.1361,0.0148,0.0017,0.0044,1.564,0.26,0.033
2019-08-25,2019-12-10,4.88,5.37,0.05201,0.00756,0.00064,0.00167,0.05759,0.01068,0.00072,0.00185,1.107,0.261,0.023
2019-08-25,2019-12-10,5.37,5.9,0.06545,0.00768,0.0008,0.0021,0.06452,0.00838,0.0008,0.00207,0.986,0.173,0.021
2019-08-25,2019-12-10,5.9,6.47,0.04418,0.00568,0.00054,0.00142,0.05151,0.00692,0.00063,0.00166,1.166,0.217,0.025
2019-08-25,2019-12-10,6.47,7.09,0.03063,0.00437,0.00037,0.00098,0.041,0.00599,0.0005,0.00132,1.339,0.273,0.029
2019-08-25,2019-12-10,7.09,7.76,0.02738,0.00366,0.00033,0.00088,0.02965,0.00459,0.00036,0.00095,1.083,0.221,0.023
2019-08-25,2019-12-10,7.76,8.48,0.02182,0.00124,0.00024,0.00069,0.02398,0.00172,0.00027,0.00076,1.099,0.101,0.023
2019-08-25,2019-12-10,8.48,9.26,0.018,0.00103,0.0002,0.00057,0.02018,0.00126,0.00022,0.00064,1.122,0.095,0.024
2019-08-25,2019-12-10,9.26,10.1,0.01563,0.0009,0.00017,0.00049,0.01671,0.00104,0.00019,0.00053,1.069,0.091,0.022
2019-08-25,2019-12-10,10.1,11.0,0.01243,0.00075,0.00014,0.00039,0.01367,0.00086,0.00015,0.00043,1.1,0.096,0.023
2019-08-25,2019-12-10,11.0,12.0,0.01014,0.00064,0.00011,0.00032,0.01083,0.00072,0.00012,0.00034,1.069,0.098,0.022
2019-08-25,2019-12-10,12.0,13.0,0.007087,0.000525,8e-05,0.000223,0.008769,0.000626,9.9e-05,0.000276,1.237,0.127,0.026
2019-08-25,2019-12-10,13.0,14.1,0.005949,0.00045,6.8e-05,0.000187,0.006333,0.000525,7.2e-05,0.000199,1.065,0.119,0.022
2019-08-25,2019-12-10,14.1,15.3,0.004003,0.000341,4.6e-05,0.000126,0.006036,0.000446,7e-05,0.00019,1.508,0.17,0.031
2019-08-25,2019-12-10,15.3,16.6,0.003878,0.000316,4.5e-05,0.000122,0.004342,0.000366,5.1e-05,0.000137,1.12,0.131,0.023
2019-08-25,2019-12-10,16.6,18.0,0.003032,0.000272,3.6e-05,9.6e-05,0.003441,0.000291,4.1e-05,0.000108,1.135,0.14,0.024
2019-08-25,2019-12-10,18.0,19.5,0.002565,0.000228,3.1e-05,8.1e-05,0.002629,0.000263,3.2e-05,8.3e-05,1.025,0.137,0.022
2019-08-25,2019-12-10,19.5,21.1,0.001941,0.000186,2.4e-05,6.2e-05,0.002409,0.000234,3e-05,7.6e-05,1.241,0.17,0.027
2019-08-25,2019-12-10,21.1,22.8,0.00148,0.000158,1.9e-05,4.7e-05,0.001545,0.000186,1.9e-05,4.9e-05,1.044,0.168,0.023
2019-08-25,2019-12-10,22.8,24.7,0.001349,0.000143,1.7e-05,4.4e-05,0.001433,0.000156,1.9e-05,4.5e-05,1.063,0.162,0.024
2019-12-11,2020-03-27,1.92,2.15,0.1919,0.0145,0.0025,0.0068,0.2089,0.0169,0.0027,0.008,1.088,0.121,0.029
2019-12-11,2020-03-27,2.15,2.4,0.2109,0.0129,0.0026,0.007,0.228,0.0148,0.0029,0.0079,1.081,0.096,0.025
2019-12-11,2020-03-27,2.4,2.67,0.2007,0.0111,0.0025,0.0065,0.195,0.0127,0.0024,0.0065,0.972,0.083,0.021
2019-12-11,2020-03-27,2.67,2.97,0.1775,0.0092,0.0021,0.0057,0.1745,0.0107,0.0021,0.0057,0.983,0.079,0.021
