begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,6Li_flux m^-2sr^-1s^-1GV^-1,6Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,6Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,6Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_flux m^-2sr^-1s^-1GV^-1,7Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,7Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,7Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_to_6Li_ratio,7Li_to_6Li_ratio_error_statistical,7Li_to_6Li_ratio_error_total_systematic
2021-09-19,2022-01-04,10.1,11.0,0.01127,0.00064,0.00013,0.00036,0.01396,0.00075,0.00016,0.00044,1.239,0.097,0.026
2021-09-19,2022-01-04,11.0,12.0,0.0103,0.00056,0.00012,0.00032,0.01216,0.00062,0.00014,0.00038,1.181,0.088,0.025
2021-09-19,2022-01-04,12.0,13.0,0.00765,0.000481,8.6e-05,0.000241,0.008975,0.00055,0.000102,0.000283,1.173,0.103,0.024
2021-09-19,2022-01-04,13.0,14.1,0.006281,0.000408,7.2e-05,0.000198,0.006179,0.000456,7.1e-05,0.000194,0.984,0.097,0.021
2021-09-19,2022-01-04,14.1,15.3,0.004569,0.000329,5.3e-05,0.000144,0.005365,0.000389,6.2e-05,0.000169,1.174,0.12,0.024
2021-09-19,2022-01-04,15.3,16.6,0.003658,0.000275,4.3e-05,0.000115,0.004349,0.00033,5.1e-05,0.000137,1.189,0.127,0.025
2021-09-19,2022-01-04,16.6,18.0,0.002827,0.000231,3.4e-05,8.9e-05,0.003201,0.000274,3.8e-05,0.000101,1.133,0.134,0.024
2021-09-19,2022-01-04,18.0,19.5,0.00224,0.000193,2.7e-05,7.1e-05,0.00299,0.000234,3.6e-05,9.4e-05,1.335,0.156,0.028
2021-09-19,2022-01-04,19.5,21.1,0.002018,0.000168,2.5e-05,6.4e-05,0.002159,0.000195,2.7e-05,6.8e-05,1.07,0.132,0.023
2021-09-19,2022-01-04,21.1,22.8,0.001759,0.000152,2.2e-05,5.6e-05,0.001835,0.000169,2.3e-05,5.8e-05,1.043,0.131,0.023
2021-09-19,2022-01-04,22.8,24.7,0.001043,0.000115,1.3e-05,3.4e-05,0.001051,0.000134,1.4e-05,3.3e-05,1.008,0.17,0.023
2022-01-05,2022-04-22,1.92,2.15,0.2025,0.0112,0.0026,0.0072,0.1838,0.0128,0.0024,0.0071,0.908,0.081,0.024
2022-01-05,2022-04-22,2.15,2.4,0.1943,0.0097,0.0024,0.0065,0.1644,0.0106,0.0021,0.0057,0.846,0.069,0.019
2022-01-05,2022-04-22,2.4,2.67,0.1912,0.0083,0.0023,0.0062,0.1694,0.0092,0.0021,0.0056,0.886,0.062,0.019
2022-01-05,2022-04-22,2.67,2.97,0.1961,0.0074,0.0024,0.0063,0.1531,0.0079,0.0019,0.005,0.781,0.05,0.016
2022-01-05,2022-04-22,2.97,3.29,0.1615,0.006,0.0019,0.0052,0.1465,0.0067,0.0018,0.0048,0.907,0.054,0.019
2022-01-05,2022-04-22,3.29,3.64,0.135,0.0049,0.0016,0.0044,0.1158,0.0058,0.0014,0.0037,0.858,0.053,0.019
2022-01-05,2022-04-22,3.64,4.02,0.1159,0.0042,0.0013,0.004,0.1089,0.0047,0.0013,0.0035,0.94,0.053,0.024
2022-01-05,2022-04-22,4.02,4.43,0.08202,0.00984,0.00103,0.00264,0.1015,0.0122,0.0013,0.0033,1.237,0.21,0.026
2022-01-05,2022-04-22,4.43,4.88,0.08278,0.00799,0.00103,0.00266,0.1121,0.0109,0.0014,0.0036,1.354,0.186,0.029
2022-01-05,2022-04-22,4.88,5.37,0.06545,0.00632,0.00081,0.0021,0.0623,0.00761,0.00077,0.002,0.952,0.148,0.02
2022-01-05,2022-04-22,5.37,5.9,0.0539,0.00523,0.00066,0.00173,0.06177,0.00636,0.00076,0.00198,1.146,0.162,0.024
2022-01-05,2022-04-22,5.9,6.47,0.04233,0.00426,0.00052,0.00136,0.0508,0.00541,0.00063,0.00163,1.2,0.176,0.025
2022-01-05,2022-04-22,6.47,7.09,0.03764,0.00353,0.00046,0.00121,0.03709,0.00433,0.00046,0.00119,0.985,0.148,0.021
2022-01-05,2022-04-22,7.09,7.76,0.02552,0.00271,0.00031,0.00082,0.03003,0.00336,0.00037,0.00097,1.177,0.182,0.025
2022-01-05,2022-04-22,7.76,8.48,0.02264,0.00095,0.00025,0.00071,0.02487,0.0013,0.00028,0.00079,1.099,0.074,0.023
2022-01-05,2022-04-22,8.48,9.26,0.01802,0.00078,0.0002,0.00057,0.02102,0.001,0.00023,0.00066,1.167,0.075,0.024
2022-01-05,2022-04-22,9.26,10.1,0.01369,0.00064,0.00015,0.00043,0.01509,0.00076,0.00017,0.00048,1.102,0.076,0.023
2022-01-05,2022-04-22,10.1,11.0,0.01139,0.00055,0.00013,0.00036,0.01388,0.00065,0.00016,0.00044,1.219,0.082,0.025
2022-01-05,2022-04-22,11.0,12.0,0.008631,0.000447,9.7e-05,0.000272,0.01056,0.00052,0.00012,0.00033,1.224,0.088,0.026
2022-01-05,2022-04-22,12.0,13.0,0.006959,0.000395,7.9e-05,0.000219,0.008877,0.000467,0.0001,0.00028,1.276,0.099,0.027
2022-01-05,2022-04-22,13.0,14.1,0.005591,0.000331,6.4e-05,0.000176,0.007018,0.000388,8e-05,0.000221,1.255,0.102,0.026
2022-01-05,2022-04-22,14.1,15.3,0.004797,0.000287,5.5e-05,0.000151,0.005656,0.000328,6.5e-05,0.000178,1.179,0.098,0.025
2022-01-05,2022-04-22,15.3,16.6,0.003725,0.000237,4.3e-05,0.000117,0.004252,0.000279,5e-05,0.000134,1.142,0.104,0.024
2022-01-05,2022-04-22,16.6,18.0,0.003216,0.000209,3.8e-05,0.000101,0.003662,0.00024,4.4e-05,0.000115,1.139,0.105,0.024
2022-01-05,2022-04-22,18.0,19.5,0.002415,0.000173,2.9e-05,7.6e-05,0.002552,0.000195,3.1e-05,8e-05,1.057,0.111,0.022
2022-01-05,2022-04-22,19.5,21.1,0.001776,0.00014,2.2e-05,5.6e-05,0.001922,0.00017,2.4e-05,6.1e-05,1.082,0.128,0.023
2022-01-05,2022-04-22,21.1,22.8,0.001481,0.000122,1.9e-05,4.7e-05,0.001681,0.000146,2.1e-05,5.3e-05,1.135,0.136,0.025
2022-01-05,2022-04-22,22.8,24.7,0.001121,9.8e-05,1.4e-05,3.6e-05,0.00138,0.000119,1.8e-05,4.4e-05,1.232,0.152,0.028
2022-04-23,2022-08-08,1.92,2.15,0.1649,0.01,0.0021,0.0058,0.151,0.0113,0.0019,0.0058,0.916,0.088,0.024
2022-04-23,2022-08-08,2.15,2.4,0.1674,0.0088,0.0021,0.0056,0.1682,0.0099,0.0021,0.0058,1.005,0.079,0.023
2022-04-23,2022-08-08,2.4,2.67,0.1644,0.0077,0.002,0.0053,0.1496,0.0084,0.0018,0.005,0.91,0.067,0.02
2022-04-23,2022-08-08,2.67,2.97,0.1563,0.0066,0.0019,0.005,0.1496,0.0074,0.0018,0.0049,0.957,0.062,0.02
2022-04-23,2022-08-08,2.97,3.29,0.134,0.0055,0.0016,0.0043,0.1357,0.0063,0.0016,0.0044,1.013,0.063,0.022
2022-04-23,2022-08-08,3.29,3.64,0.1271,0.0048,0.0015,0.0042,0.1189,0.0054,0.0014,0.0038,0.936,0.055,0.021
2022-04-23,2022-08-08,3.64,4.02,0.1012,0.0039,0.0012,0.0035,0.1004,0.0044,0.0012,0.0033,0.992,0.058,0.025
2022-04-23,2022-08-08,4.02,4.43,0.08317,0.00992,0.00104,0.00267,0.0877,0.01197,0.00111,0.00283,1.054,0.191,0.022
2022-04-23,2022-08-08,4.43,4.88,0.07243,0.00769,0.0009,0.00233,0.08231,0.01024,0.00103,0.00265,1.136,0.186,0.024
2022-04-23,2022-08-08,4.88,5.37,0.05352,0.00584,0.00066,0.00172,0.05897,0.0078,0.00073,0.0019,1.102,0.189,0.023
2022-04-23,2022-08-08,5.37,5.9,0.0515,0.00524,0.00063,0.00165,0.05913,0.00606,0.00073,0.0019,1.148,0.166,0.024
2022-04-23,2022-08-08,5.9,6.47,0.04247,0.0043,0.00052,0.00136,0.04243,0.00515,0.00052,0.00136,0.999,0.158,0.021
2022-04-23,2022-08-08,6.47,7.09,0.02948,0.00323,0.00036,0.00095,0.03845,0.00422,0.00047,0.00124,1.304,0.202,0.028
2022-04-23,2022-08-08,7.09,7.76,0.02838,0.0029,0.00035,0.00091,0.03187,0.00346,0.00039,0.00102,1.123,0.167,0.024
2022-04-23,2022-08-08,7.76,8.48,0.02237,0.00098,0.00025,0.00071,0.02615,0.00132,0.00029,0.00083,1.169,0.078,0.025
2022-04-23,2022-08-08,8.48,9.26,0.01592,0.00075,0.00018,0.0005,0.01904,0.00102,0.00021,0.0006,1.196,0.085,0.025
2022-04-23,2022-08-08,9.26,10.1,0.01413,0.00066,0.00016,0.00045,0.01605,0.00081,0.00018,0.00051,1.136,0.078,0.024
2022-04-23,2022-08-08,10.1,11.0,0.01161,0.00057,0.00013,0.00037,0.01343,0.00064,0.00015,0.00042,1.157,0.079,0.024
2022-04-23,2022-08-08,11.0,12.0,0.009566,0.000472,0.000107,0.000301,0.009972,0.00054,0.000112,0.000314,1.042,0.076,0.022
2022-04-23,2022-08-08,12.0,13.0,0.007632,0.00042,8.6e-05,0.00024,0.007996,0.000468,9.1e-05,0.000252,1.048,0.084,0.022
2022-04-23,2022-08-08,13.0,14.1,0.005288,0.000332,6e-05,0.000166,0.006149,0.000391,7e-05,0.000194,1.163,0.104,0.024
2022-04-23,2022-08-08,14.1,15.3,0.004308,0.000281,5e-05,0.000136,0.005303,0.000342,6.1e-05,0.000167,1.231,0.113,0.026
2022-04-23,2022-08-08,15.3,16.6,0.00331,0.000236,3.9e-05,0.000104,0.004518,0.000281,5.3e-05,0.000142,1.365,0.129,0.029
2022-04-23,2022-08-08,16.6,18.0,0.002769,0.000203,3.3e-05,8.7e-05,0.003548,0.000239,4.2e-05,0.000112,1.281,0.127,0.027
2022-04-23,2022-08-08,18.0,19.5,0.00213,0.000172,2.6e-05,6.7e-05,0.002711,0.000202,3.3e-05,8.5e-05,1.273,0.14,0.027
2022-04-23,2022-08-08,19.5,21.1,0.001739,0.000146,2.1e-05,5.5e-05,0.002034,0.000173,2.5e-05,6.4e-05,1.17,0.14,0.025
2022-04-23,2022-08-08,21.1,22.8,0.001608,0.00013,2e-05,5.1e-05,0.001903,0.000149,2.4e-05,6e-05,1.183,0.133,0.026
2022-04-23,2022-08-08,22.8,24.7,0.001246,0.000108,1.6e-05,4e-05,0.001408,0.000124,1.8e-05,4.5e-05,1.13,0.14,0.025
2022-08-09,2022-11-24,1.92,2.15,0.1344,0.0092,0.0017,0.0048,0.1458,0.0108,0.0019,0.0056,1.085,0.11,0.029
2022-08-09,2022-11-24,2.15,2.4,0.1545,0.0086,0.0019,0.0051,0.1468,0.0095,0.0018,0.0051,0.95,0.081,0.022
2022-08-09,2022-11-24,2.4,2.67,0.1515,0.0075,0.0019,0.0049,0.1314,0.0082,0.0016,0.0044,0.868,0.069,0.019
2022-08-09,2022-11-24,2.67,2.97,0.1371,0.0064,0.0017,0.0044,0.1379,0.0072,0.0017,0.0045,1.006,0.07,0.021
2022-08-09,2022-11-24,2.97,3.29,0.1304,0.0055,0.0015,0.0042,0.1207,0.0062,0.0014,0.0039,0.926,0.062,0.02
2022-08-09,2022-11-24,3.29,3.64,0.1154,0.0047,0.0014,0.0038,0.1151,0.0053,0.0014,0.0037,0.998,0.061,0.022
2022-08-09,2022-11-24,3.64,4.02,0.09518,0.00395,0.0011,0.00329,0.09338,0.0044,0.00109,0.00303,0.981,0.062,0.025
2022-08-09,2022-11-24,4.02,4.43,0.09115,0.01044,0.00114,0.00293,0.09036,0.01187,0.00114,0.00291,0.991,0.173,0.021
2022-08-09,2022-11-24,4.43,4.88,0.05916,0.0073,0.00074,0.0019,0.09196,0.01076,0.00115,0.00296,1.554,0.264,0.033
2022-08-09,2022-11-24,4.88,5.37,0.04626,0.00567,0.00057,0.00148,0.0665,0.00773,0.00083,0.00214,1.438,0.243,0.03
2022-08-09,2022-11-24,5.37,5.9,0.04748,0.00528,0.00058,0.00152,0.05314,0.00622,0.00066,0.00171,1.119,0.181,0.024
2022-08-09,2022-11-24,5.9,6.47,0.0415,0.00437,0.00051,0.00133,0.05517,0.00513,0.00068,0.00177,1.329,0.187,0.028
2022-08-09,2022-11-24,6.47,7.09,0.03156,0.00355,0.00039,0.00101,0.04001,0.00429,0.00049,0.00129,1.268,0.197,0.027
2022-08-09,2022-11-24,7.09,7.76,0.02828,0.00296,0.00034,0.00091,0.02697,0.00362,0.00033,0.00087,0.954,0.162,0.021
2022-08-09,2022-11-24,7.76,8.48,0.01999,0.00095,0.00022,0.00063,0.0241,0.00133,0.00027,0.00077,1.205,0.088,0.026
2022-08-09,2022-11-24,8.48,9.26,0.01659,0.0008,0.00018,0.00052,0.01983,0.00103,0.00022,0.00063,1.195,0.085,0.025
2022-08-09,2022-11-24,9.26,10.1,0.01378,0.00068,0.00015,0.00043,0.01679,0.00081,0.00019,0.00053,1.219,0.084,0.026
2022-08-09,2022-11-24,10.1,11.0,0.01076,0.00057,0.00012,0.00034,0.01309,0.00067,0.00015,0.00041,1.216,0.09,0.025
2022-08-09,2022-11-24,11.0,12.0,0.008688,0.000472,9.7e-05,0.000274,0.009716,0.000547,0.000109,0.000306,1.118,0.087,0.023
2022-08-09,2022-11-24,12.0,13.0,0.007061,0.000423,8e-05,0.000222,0.008179,0.000486,9.3e-05,0.000258,1.158,0.098,0.024
2022-08-09,2022-11-24,13.0,14.1,0.005857,0.000364,6.7e-05,0.000184,0.006636,0.000402,7.6e-05,0.000209,1.133,0.098,0.024
2022-08-09,2022-11-24,14.1,15.3,0.004506,0.000302,5.2e-05,0.000142,0.005128,0.000347,5.9e-05,0.000161,1.138,0.108,0.024
2022-08-09,2022-11-24,15.3,16.6,0.003505,0.000251,4.1e-05,0.00011,0.004474,0.000303,5.2e-05,0.000141,1.277,0.126,0.027
2022-08-09,2022-11-24,16.6,18.0,0.002691,0.000207,3.2e-05,8.5e-05,0.003189,0.000253,3.8e-05,0.0001,1.185,0.131,0.025
2022-08-09,2022-11-24,18.0,19.5,0.002394,0.000183,2.9e-05,7.6e-05,0.002922,0.000213,3.5e-05,9.2e-05,1.221,0.129,0.026
2022-08-09,2022-11-24,19.5,21.1,0.001704,0.000147,2.1e-05,5.4e-05,0.001974,0.000178,2.4e-05,6.2e-05,1.158,0.144,0.025
2022-08-09,2022-11-24,21.1,22.8,0.001542,0.000136,1.9e-05,4.9e-05,0.001764,0.000156,2.2e-05,5.6e-05,1.143,0.143,0.025
2022-08-09,2022-11-24,22.8,24.7,0.001115,0.000107,1.4e-05,3.6e-05,0.001259,0.000123,1.6e-05,4e-05,1.129,0.155,0.025
2022-11-25,2023-03-12,1.92,2.15,0.1376,0.0089,0.0018,0.0049,0.1268,0.0098,0.0016,0.0049,0.921,0.093,0.024
2022-11-25,2023-03-12,2.15,2.4,0.1429,0.0079,0.0018,0.0047,0.1206,0.0085,0.0015,0.0042,0.844,0.076,0.019
2022-11-25,2023-03-12,2.4,2.67,0.1305,0.0068,0.0016,0.0042,0.1318,0.0076,0.0016,0.0044,1.01,0.078,0.022
2022-11-25,2023-03-12,2.67,2.97,0.1219,0.006,0.0015,0.0039,0.1112,0.0065,0.0013,0.0036,0.912,0.07,0.019
2022-11-25,2023-03-12,2.97,3.29,0.1216,0.0051,0.0014,0.0039,0.1239,0.0058,0.0015,0.004,1.019,0.064,0.022
2022-11-25,2023-03-12,3.29,3.64,0.1039,0.0044,0.0012,0.0034,0.1107,0.005,0.0013,0.0036,1.066,0.066,0.024
2022-11-25,2023-03-12,3.64,4.02,0.08608,0.00368,0.001,0.00298,0.09075,0.00416,0.00106,0.00294,1.054,0.066,0.027
2022-11-25,2023-03-12,4.02,4.43,0.09379,0.01016,0.00118,0.00301,0.09118,0.01148,0.00115,0.00294,0.972,0.161,0.021
2022-11-25,2023-03-12,4.43,4.88,0.07846,0.00782,0.00098,0.00252,0.07635,0.0096,0.00096,0.00246,0.973,0.156,0.021
2022-11-25,2023-03-12,4.88,5.37,0.04833,0.00584,0.0006,0.00155,0.04373,0.00754,0.00054,0.00141,0.905,0.19,0.019
2022-11-25,2023-03-12,5.37,5.9,0.04282,0.00488,0.00053,0.00137,0.05107,0.00605,0.00063,0.00164,1.193,0.196,0.025
2022-11-25,2023-03-12,5.9,6.47,0.03427,0.00383,0.00042,0.0011,0.04606,0.00512,0.00057,0.00148,1.344,0.212,0.029
2022-11-25,2023-03-12,6.47,7.09,0.0313,0.00339,0.00038,0.00101,0.03839,0.00401,0.00047,0.00123,1.226,0.184,0.026
2022-11-25,2023-03-12,7.09,7.76,0.0232,0.00268,0.00028,0.00075,0.02825,0.00335,0.00035,0.00091,1.218,0.202,0.026
2022-11-25,2023-03-12,7.76,8.48,0.02025,0.00094,0.00022,0.00064,0.02636,0.00131,0.00029,0.00084,1.302,0.089,0.028
2022-11-25,2023-03-12,8.48,9.26,0.01708,0.0008,0.00019,0.00054,0.01903,0.00099,0.00021,0.0006,1.114,0.078,0.023
2022-11-25,2023-03-12,9.26,10.1,0.01288,0.00065,0.00014,0.00041,0.0154,0.00079,0.00017,0.00049,1.196,0.086,0.025
2022-11-25,2023-03-12,10.1,11.0,0.01034,0.00055,0.00012,0.00033,0.01261,0.00066,0.00014,0.0004,1.219,0.091,0.025
2022-11-25,2023-03-12,11.0,12.0,0.008945,0.000479,0.0001,0.000282,0.00983,0.000536,0.00011,0.00031,1.099,0.084,0.023
2022-11-25,2023-03-12,12.0,13.0,0.006273,0.000396,7.1e-05,0.000197,0.007806,0.000463,8.8e-05,0.000246,1.244,0.108,0.026
2022-11-25,2023-03-12,13.0,14.1,0.005162,0.000337,5.9e-05,0.000162,0.006174,0.000408,7e-05,0.000194,1.196,0.111,0.025
2022-11-25,2023-03-12,14.1,15.3,0.004441,0.000295,5.1e-05,0.00014,0.005349,0.000337,6.2e-05,0.000168,1.204,0.11,0.025
2022-11-25,2023-03-12,15.3,16.6,0.004174,0.000265,4.9e-05,0.000131,0.00403,0.000282,4.7e-05,0.000127,0.965,0.091,0.02
2022-11-25,2023-03-12,16.6,18.0,0.002842,0.000213,3.4e-05,9e-05,0.003206,0.000244,3.8e-05,0.000101,1.128,0.121,0.024
2022-11-25,2023-03-12,18.0,19.5,0.002404,0.000181,2.9e-05,7.6e-05,0.002433,0.000211,2.9e-05,7.7e-05,1.012,0.116,0.021
2022-11-25,2023-03-12,19.5,21.1,0.001665,0.000143,2.1e-05,5.3e-05,0.001954,0.000179,2.4e-05,6.2e-05,1.174,0.147,0.025
2022-11-25,2023-03-12,21.1,22.8,0.001583,0.000132,2e-05,5.1e-05,0.001343,0.00015,1.7e-05,4.2e-05,0.849,0.118,0.019
2022-11-25,2023-03-12,22.8,24.7,0.001239,0.000109,1.6e-05,4e-05,0.001179,0.000119,1.5e-05,3.7e-05,0.951,0.127,0.021
2023-03-13,2023-06-28,1.92,2.15,0.1059,0.0086,0.0014,0.0038,0.1076,0.0084,0.0014,0.0041,1.015,0.114,0.027
2023-03-13,2023-06-28,2.15,2.4,0.1238,0.0071,0.0015,0.0041,0.1373,0.0078,0.0017,0.0048,1.109,0.089,0.025
2023-03-13,2023-06-28,2.4,2.67,0.1084,0.0059,0.0013,0.0035,0.1113,0.0067,0.0014,0.0037,1.026,0.083,0.022
2023-03-13,2023-06-28,2.67,2.97,0.1139,0.0054,0.0014,0.0036,0.118,0.0059,0.0014,0.0039,1.036,0.071,0.022
2023-03-13,2023-06-28,2.97,3.29,0.1025,0.0046,0.0012,0.0033,0.1128,0.0053,0.0013,0.0037,1.1,0.072,0.023
2023-03-13,2023-06-28,3.29,3.64,0.09078,0.00389,0.00106,0.00297,0.09887,0.00455,0.00117,0.00319,1.089,0.069,0.024
2023-03-13,2023-06-28,3.64,4.02,0.08284,0.00342,0.00096,0.00286,0.08635,0.00377,0.00101,0.0028,1.042,0.063,0.027
2023-03-13,2023-06-28,4.02,4.43,0.07941,0.00892,0.001,0.00255,0.0792,0.00996,0.001,0.00255,0.997,0.168,0.021
2023-03-13,2023-06-28,4.43,4.88,0.05935,0.00689,0.00074,0.00191,0.06411,0.00845,0.0008,0.00206,1.08,0.19,0.023
2023-03-13,2023-06-28,4.88,5.37,0.05641,0.0058,0.0007,0.00181,0.05137,0.00708,0.00064,0.00165,0.911,0.157,0.019
2023-03-13,2023-06-28,5.37,5.9,0.03798,0.00452,0.00047,0.00122,0.04994,0.00555,0.00062,0.0016,1.315,0.214,0.028
2023-03-13,2023-06-28,5.9,6.47,0.03124,0.0038,0.00038,0.001,0.03875,0.00476,0.00048,0.00124,1.24,0.214,0.026
2023-03-13,2023-06-28,6.47,7.09,0.03093,0.00323,0.00038,0.00099,0.04315,0.00399,0.00053,0.00139,1.395,0.195,0.03
2023-03-13,2023-06-28,7.09,7.76,0.02175,0.00257,0.00027,0.0007,0.03346,0.00329,0.00041,0.00108,1.539,0.236,0.033
2023-03-13,2023-06-28,7.76,8.48,0.02045,0.0009,0.00023,0.00065,0.0231,0.00123,0.00026,0.00073,1.129,0.078,0.024
2023-03-13,2023-06-28,8.48,9.26,0.01682,0.00076,0.00019,0.00053,0.01836,0.00092,0.0002,0.00058,1.092,0.074,0.023
2023-03-13,2023-06-28,9.26,10.1,0.01142,0.00059,0.00013,0.00036,0.01407,0.00076,0.00016,0.00044,1.232,0.092,0.026
2023-03-13,2023-06-28,10.1,11.0,0.01035,0.00053,0.00012,0.00033,0.01166,0.00061,0.00013,0.00037,1.127,0.082,0.024
2023-03-13,2023-06-28,11.0,12.0,0.007908,0.000425,8.9e-05,0.000249,0.01003,0.00049,0.00011,0.00032,1.269,0.093,0.026
2023-03-13,2023-06-28,12.0,13.0,0.006499,0.000383,7.3e-05,0.000205,0.007282,0.00044,8.2e-05,0.000229,1.121,0.095,0.023
2023-03-13,2023-06-28,13.0,14.1,0.005023,0.00032,5.7e-05,0.000158,0.006314,0.000371,7.2e-05,0.000199,1.257,0.109,0.026
2023-03-13,2023-06-28,14.1,15.3,0.004051,0.000267,4.7e-05,0.000127,0.005026,0.000318,5.8e-05,0.000158,1.241,0.113,0.026
2023-03-13,2023-06-28,15.3,16.6,0.003637,0.000235,4.2e-05,0.000115,0.00418,0.000271,4.9e-05,0.000131,1.149,0.105,0.024
2023-03-13,2023-06-28,16.6,18.0,0.00283,0.000198,3.4e-05,8.9e-05,0.003371,0.000228,4e-05,0.000106,1.191,0.116,0.025
2023-03-13,2023-06-28,18.0,19.5,0.002304,0.00017,2.8e-05,7.3e-05,0.002402,0.000194,2.9e-05,7.6e-05,1.042,0.114,0.022
2023-03-13,2023-06-28,19.5,21.1,0.001969,0.00015,2.4e-05,6.2e-05,0.002037,0.000167,2.5e-05,6.4e-05,1.035,0.116,0.022
2023-03-13,2023-06-28,21.1,22.8,0.001517,0.000124,1.9e-05,4.9e-05,0.001472,0.000141,1.9e-05,4.7e-05,0.97,0.122,0.021
2023-03-13,2023-06-28,22.8,24.7,0.001077,0.0001,1.4e-05,3.5e-05,0.001269,0.000124,1.6e-05,4e-05,1.178,0.159,0.027
2023-06-29,2023-10-14,1.92,2.15,0.09413,0.00649,0.0012,0.00334,0.1058,0.0079,0.0014,0.0041,1.123,0.115,0.03
2023-06-29,2023-10-14,2.15,2.4,0.1015,0.006,0.0013,0.0034,0.1033,0.0066,0.0013,0.0036,1.018,0.089,0.023
2023-06-29,2023-10-14,2.4,2.67,0.09749,0.00517,0.00119,0.00316,0.09016,0.00569,0.00111,0.003,0.925,0.076,0.02
2023-06-29,2023-10-14,2.67,2.97,0.1006,0.0047,0.0012,0.0032,0.09444,0.00498,0.00115,0.00309,0.939,0.066,0.02
2023-06-29,2023-10-14,2.97,3.29,0.08527,0.00409,0.00101,0.00274,0.08892,0.00445,0.00106,0.00288,1.043,0.072,0.022
2023-06-29,2023-10-14,3.29,3.64,0.08368,0.00352,0.00098,0.00274,0.08953,0.00398,0.00106,0.00288,1.07,0.065,0.024
2023-06-29,2023-10-14,3.64,4.02,0.07179,0.00304,0.00083,0.00248,0.08291,0.00339,0.00097,0.00269,1.155,0.068,0.029
2023-06-29,2023-10-14,4.02,4.43,0.05776,0.00755,0.00072,0.00186,0.07395,0.00952,0.00093,0.00238,1.28,0.235,0.027
2023-06-29,2023-10-14,4.43,4.88,0.05603,0.0064,0.0007,0.0018,0.07662,0.00784,0.00096,0.00247,1.368,0.21,0.029
2023-06-29,2023-10-14,4.88,5.37,0.04201,0.00486,0.00052,0.00135,0.0555,0.00645,0.00069,0.00178,1.321,0.217,0.028
2023-06-29,2023-10-14,5.37,5.9,0.03813,0.00421,0.00047,0.00122,0.05578,0.00529,0.00069,0.00179,1.463,0.213,0.031
2023-06-29,2023-10-14,5.9,6.47,0.02491,0.00318,0.00031,0.0008,0.03636,0.00421,0.00045,0.00117,1.46,0.251,0.031
2023-06-29,2023-10-14,6.47,7.09,0.02328,0.00269,0.00028,0.00075,0.03466,0.00363,0.00043,0.00111,1.489,0.232,0.032
2023-06-29,2023-10-14,7.09,7.76,0.01967,0.0023,0.00024,0.00063,0.03385,0.00295,0.00041,0.00109,1.721,0.251,0.037
2023-06-29,2023-10-14,7.76,8.48,0.01906,0.00084,0.00021,0.0006,0.02227,0.00115,0.00025,0.00071,1.169,0.079,0.025
2023-06-29,2023-10-14,8.48,9.26,0.01488,0.00069,0.00016,0.00047,0.01702,0.00086,0.00019,0.00054,1.144,0.079,0.024
2023-06-29,2023-10-14,9.26,10.1,0.01296,0.0006,0.00014,0.00041,0.01431,0.0007,0.00016,0.00045,1.104,0.074,0.023
2023-06-29,2023-10-14,10.1,11.0,0.01024,0.0005,0.00011,0.00032,0.01229,0.00059,0.00014,0.00039,1.199,0.082,0.025
2023-06-29,2023-10-14,11.0,12.0,0.009066,0.000443,0.000102,0.000285,0.009451,0.000485,0.000106,0.000298,1.042,0.074,0.022
2023-06-29,2023-10-14,12.0,13.0,0.007466,0.000395,8.4e-05,0.000235,0.007803,0.000428,8.8e-05,0.000246,1.045,0.08,0.022
2023-06-29,2023-10-14,13.0,14.1,0.005635,0.000325,6.4e-05,0.000177,0.006274,0.000374,7.2e-05,0.000197,1.113,0.092,0.023
2023-06-29,2023-10-14,14.1,15.3,0.004127,0.000264,4.8e-05,0.00013,0.004509,0.000316,5.2e-05,0.000142,1.093,0.104,0.023
2023-06-29,2023-10-14,15.3,16.6,0.003709,0.000232,4.3e-05,0.000117,0.003925,0.000262,4.6e-05,0.000123,1.058,0.097,0.022
2023-06-29,2023-10-14,16.6,18.0,0.00296,0.000196,3.5e-05,9.3e-05,0.003498,0.000226,4.2e-05,0.00011,1.182,0.109,0.025
2023-06-29,2023-10-14,18.0,19.5,0.002268,0.000163,2.7e-05,7.2e-05,0.002888,0.000196,3.5e-05,9.1e-05,1.273,0.126,0.027
2023-06-29,2023-10-14,19.5,21.1,0.001913,0.00014,2.4e-05,6.1e-05,0.00183,0.000164,2.3e-05,5.8e-05,0.957,0.111,0.02
2023-06-29,2023-10-14,21.1,22.8,0.001518,0.000122,1.9e-05,4.9e-05,0.001574,0.000138,2e-05,5e-05,1.036,0.123,0.023
2023-06-29,2023-10-14,22.8,24.7,0.001272,0.000106,1.6e-05,4.1e-05,0.001229,0.000116,1.6e-05,3.9e-05,0.966,0.122,0.022
