bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,oxygen_flux m^-2sr^-1s^-1GV^-1,oxygen_flux_error_statistical m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,oxygen_to_helium_ratio,oxygen_to_helium_ratio_error_statistical,oxygen_to_helium_ratio_error_time_dependent,oxygen_to_helium_ratio_error_time_independent
2492,18.0,19.5,0.02862,0.00053,0.00013,0.00058,0.03121,0.00058,0.00017,0.00074
2492,19.5,21.1,0.02333,0.00044,0.0001,0.00048,0.03128,0.0006,0.00016,0.00074
2492,21.1,22.8,0.01886,0.00037,8e-05,0.00039,0.03094,0.00061,0.00016,0.00073
2492,22.8,24.7,0.01621,0.00031,7e-05,0.00033,0.0328,0.00063,0.00017,0.00078
2492,24.7,26.7,0.01346,0.00027,6e-05,0.00027,0.03365,0.00068,0.00018,0.0008
2492,26.7,28.8,0.01053,0.00023,5e-05,0.00022,0.03219,0.0007,0.00017,0.00077
2492,28.8,31.1,0.008808,0.000195,4e-05,0.00018,0.03288,0.00074,0.00018,0.00079
2492,31.1,33.5,0.007088,0.000171,3.3e-05,0.000145,0.03237,0.00079,0.00018,0.00078
2492,33.5,36.1,0.005878,0.000149,2.7e-05,0.00012,0.03283,0.00085,0.00018,0.00079
2492,36.1,38.9,0.00492,0.000131,2.3e-05,0.000101,0.03346,0.00091,0.00019,0.00081
2492,38.9,41.9,0.004036,0.000115,1.9e-05,8.3e-05,0.03349,0.00097,0.00019,0.00081
2492,41.9,45.1,0.003392,0.000102,1.7e-05,6.9e-05,0.03449,0.00105,0.0002,0.00084
2492,45.1,48.5,0.002712,8.8e-05,1.4e-05,5.6e-05,0.03355,0.00111,0.0002,0.00082
2492,48.5,52.2,0.00221,7.7e-05,1.1e-05,4.5e-05,0.03334,0.00117,0.0002,0.00081
2492,52.2,56.1,0.00178,6.7e-05,9e-06,3.7e-05,0.03239,0.00123,0.00019,0.0008
2492,56.1,60.3,0.001629,6.2e-05,8e-06,3.3e-05,0.03677,0.00141,0.00022,0.00091
2493,1.92,2.15,1.73,0.038,0.033,0.049,0.02168,0.00048,0.00044,0.00069
2493,2.15,2.4,1.742,0.034,0.013,0.04,0.0239,0.00047,0.00023,0.00063
2493,2.4,2.67,1.534,0.028,0.009,0.036,0.02359,0.00043,0.0002,0.00061
2493,2.67,2.97,1.416,0.024,0.006,0.03,0.02459,0.00042,0.00017,0.00058
2493,2.97,3.29,1.264,0.02,0.007,0.026,0.0252,0.0004,0.00019,0.00059
2493,3.29,3.64,1.088,0.016,0.003,0.022,0.02541,0.00039,0.00016,0.00059
2493,3.64,4.02,0.9436,0.0138,0.0022,0.0193,0.02613,0.00039,0.00016,0.0006
2493,4.02,4.43,0.7745,0.0111,0.0018,0.0158,0.02548,0.00037,0.00015,0.00059
2493,4.43,4.88,0.6663,0.0089,0.0015,0.0136,0.02647,0.00036,0.00016,0.00061
2493,4.88,5.37,0.5641,0.0073,0.0016,0.0115,0.02713,0.00036,0.00017,0.00062
2493,5.37,5.9,0.4612,0.006,0.0015,0.0094,0.02705,0.00036,0.00017,0.00062
2493,5.9,6.47,0.3749,0.0049,0.0013,0.0076,0.02694,0.00036,0.00017,0.00062
2493,6.47,7.09,0.3073,0.004,0.0011,0.0063,0.02708,0.00035,0.00017,0.00063
2493,7.09,7.76,0.2514,0.0033,0.0009,0.0051,0.02725,0.00036,0.00017,0.00063
2493,7.76,8.48,0.2068,0.0027,0.0007,0.0042,0.02771,0.00037,0.00017,0.00065
2493,8.48,9.26,0.1685,0.0023,0.0006,0.0035,0.02782,0.00038,0.00018,0.00065
2493,9.26,10.1,0.1394,0.0019,0.0005,0.0029,0.0284,0.0004,0.00018,0.00066
2493,10.1,11.0,0.1135,0.0017,0.0004,0.0023,0.0286,0.00042,0.00019,0.00067
2493,11.0,12.0,0.09261,0.0014,0.00036,0.00189,0.02885,0.00044,0.00019,0.00067
2493,12.0,13.0,0.07774,0.00126,0.00031,0.00158,0.02985,0.00049,0.0002,0.0007
2493,13.0,14.1,0.06399,0.00107,0.00026,0.0013,0.03007,0.00051,0.0002,0.0007
2493,14.1,15.3,0.05183,0.0009,0.00021,0.00106,0.03012,0.00053,0.0002,0.00071
2493,15.3,16.6,0.04329,0.00076,0.00018,0.00088,0.03096,0.00055,0.00021,0.00073
2493,16.6,18.0,0.03416,0.00063,0.00014,0.0007,0.03025,0.00056,0.0002,0.00071
2493,18.0,19.5,0.02946,0.00054,0.00013,0.0006,0.03214,0.00059,0.00022,0.00076
2493,19.5,21.1,0.02394,0.00045,0.0001,0.00049,0.03211,0.00061,0.00022,0.00076
2493,21.1,22.8,0.01942,0.00037,8e-05,0.0004,0.03195,0.00062,0.00022,0.00076
2493,22.8,24.7,0.01566,0.00031,7e-05,0.00032,0.03157,0.00062,0.00022,0.00075
2493,24.7,26.7,0.01283,0.00026,6e-05,0.00026,0.03194,0.00066,0.00022,0.00076
2493,26.7,28.8,0.01109,0.00023,5e-05,0.00023,0.03375,0.00072,0.00023,0.00081
2493,28.8,31.1,0.008686,0.000194,3.9e-05,0.000177,0.03261,0.00074,0.00023,0.00078
2493,31.1,33.5,0.007368,0.000174,3.4e-05,0.000151,0.03351,0.0008,0.00024,0.0008
2493,33.5,36.1,0.006367,0.000155,3e-05,0.00013,0.03527,0.00087,0.00025,0.00085
2493,36.1,38.9,0.004919,0.000131,2.3e-05,0.000101,0.03381,0.00092,0.00024,0.00081
2493,38.9,41.9,0.003972,0.000114,1.9e-05,8.1e-05,0.0333,0.00097,0.00024,0.0008
2493,41.9,45.1,0.003428,0.000103,1.7e-05,7e-05,0.03496,0.00106,0.00025,0.00085
2493,45.1,48.5,0.002911,9.2e-05,1.5e-05,6e-05,0.03594,0.00115,0.00026,0.00087
2493,48.5,52.2,0.002339,7.9e-05,1.2e-05,4.8e-05,0.03541,0.00121,0.00026,0.00087
2493,52.2,56.1,0.001862,6.8e-05,1e-05,3.8e-05,0.03469,0.00129,0.00026,0.00085
2493,56.1,60.3,0.001499,5.9e-05,8e-06,3.1e-05,0.03371,0.00135,0.00025,0.00083
2494,1.92,2.15,1.877,0.04,0.052,0.053,0.02261,0.00048,0.00063,0.00072
2494,2.15,2.4,1.825,0.034,0.027,0.042,0.02421,0.00046,0.00038,0.00063
2494,2.4,2.67,1.585,0.028,0.016,0.037,0.02351,0.00042,0.00026,0.00061
2494,2.67,2.97,1.435,0.024,0.009,0.03,0.02412,0.0004,0.00018,0.00057
2494,2.97,3.29,1.323,0.02,0.009,0.027,0.02564,0.00039,0.00021,0.0006
2494,3.29,3.64,1.132,0.017,0.004,0.023,0.02576,0.00038,0.00013,0.0006
2494,3.64,4.02,0.9598,0.0138,0.0026,0.0196,0.02595,0.00037,0.00013,0.0006
2494,4.02,4.43,0.8038,0.0112,0.0021,0.0164,0.02596,0.00037,0.00012,0.0006
2494,4.43,4.88,0.6711,0.0089,0.002,0.0136,0.02614,0.00035,0.00013,0.0006
2494,4.88,5.37,0.5451,0.0072,0.0017,0.0111,0.02578,0.00034,0.00013,0.00059
2494,5.37,5.9,0.4568,0.006,0.0014,0.0093,0.02628,0.00035,0.00013,0.00061
2494,5.9,6.47,0.3737,0.0049,0.0013,0.0076,0.0263,0.00035,0.00013,0.00061
2494,6.47,7.09,0.3077,0.004,0.001,0.0063,0.02661,0.00035,0.00013,0.00062
2494,7.09,7.76,0.2591,0.0033,0.0009,0.0053,0.02763,0.00036,0.00013,0.00064
2494,7.76,8.48,0.2095,0.0027,0.0007,0.0043,0.02754,0.00036,0.00013,0.00064
2494,8.48,9.26,0.1734,0.0023,0.0006,0.0036,0.02832,0.00038,0.00014,0.00066
2494,9.26,10.1,0.139,0.0019,0.0005,0.0028,0.02804,0.0004,0.00014,0.00066
2494,10.1,11.0,0.113,0.0017,0.0004,0.0023,0.02816,0.00042,0.00014,0.00066
2494,11.0,12.0,0.09455,0.00142,0.00037,0.00193,0.02912,0.00044,0.00015,0.00068
2494,12.0,13.0,0.07537,0.00124,0.0003,0.00154,0.02874,0.00048,0.00015,0.00067
2494,13.0,14.1,0.06353,0.00106,0.00026,0.00129,0.02971,0.0005,0.00016,0.0007
2494,14.1,15.3,0.05325,0.00091,0.00022,0.00109,0.03071,0.00053,0.00016,0.00072
2494,15.3,16.6,0.04326,0.00076,0.00018,0.00088,0.03058,0.00055,0.00017,0.00072
2494,16.6,18.0,0.03498,0.00064,0.00015,0.00071,0.03063,0.00057,0.00017,0.00072
2494,18.0,19.5,0.02899,0.00054,0.00012,0.00059,0.03133,0.00059,0.00017,0.00074
2494,19.5,21.1,0.02374,0.00045,0.0001,0.00048,0.03156,0.0006,0.00017,0.00075
2494,21.1,22.8,0.01937,0.00037,8e-05,0.0004,0.03172,0.00062,0.00017,0.00075
2494,22.8,24.7,0.01542,0.0003,7e-05,0.00031,0.0312,0.00062,0.00017,0.00074
2494,24.7,26.7,0.01302,0.00026,6e-05,0.00027,0.03215,0.00066,0.00018,0.00077
2494,26.7,28.8,0.01035,0.00023,5e-05,0.00021,0.03158,0.0007,0.00018,0.00075
2494,28.8,31.1,0.008602,0.000194,3.9e-05,0.000176,0.03204,0.00073,0.00018,0.00077
2494,31.1,33.5,0.007177,0.000172,3.3e-05,0.000147,0.03301,0.0008,0.00019,0.00079
2494,33.5,36.1,0.005981,0.000151,2.8e-05,0.000122,0.03338,0.00085,0.00019,0.0008
2494,36.1,38.9,0.004886,0.000131,2.3e-05,0.0001,0.03326,0.00091,0.0002,0.0008
2494,38.9,41.9,0.004314,0.000119,2.1e-05,8.8e-05,0.03582,0.001,0.00021,0.00086
2494,41.9,45.1,0.003383,0.000102,1.7e-05,6.9e-05,0.03447,0.00106,0.00021,0.00084
2494,45.1,48.5,0.002814,9e-05,1.4e-05,5.8e-05,0.03446,0.00112,0.00021,0.00084
2494,48.5,52.2,0.002199,7.7e-05,1.1e-05,4.5e-05,0.03279,0.00116,0.0002,0.0008
2494,52.2,56.1,0.001678,6.5e-05,9e-06,3.4e-05,0.03117,0.00123,0.00019,0.00077
2494,56.1,60.3,0.001502,5.9e-05,8e-06,3.1e-05,0.03344,0.00134,0.00021,0.00083
2495,1.92,2.15,1.788,0.038,0.014,0.05,0.02176,0.00046,0.00021,0.00069
2495,2.15,2.4,1.781,0.034,0.01,0.041,0.02386,0.00046,0.00018,0.00063
2495,2.4,2.67,1.663,0.029,0.005,0.039,0.02509,0.00044,0.00015,0.00065
2495,2.67,2.97,1.443,0.024,0.003,0.03,0.02471,0.00041,0.00014,0.00058
2495,2.97,3.29,1.269,0.02,0.002,0.026,0.02502,0.00039,0.00014,0.00058
2495,3.29,3.64,1.103,0.016,0.002,0.023,0.02557,0.00038,0.00014,0.00059
2495,3.64,4.02,0.9396,0.0136,0.0017,0.0192,0.02573,0.00038,0.00014,0.00059
2495,4.02,4.43,0.8004,0.0112,0.0015,0.0163,0.02622,0.00037,0.00014,0.0006
2495,4.43,4.88,0.6653,0.0088,0.0014,0.0135,0.02617,0.00035,0.00014,0.0006
2495,4.88,5.37,0.5512,0.0072,0.0013,0.0112,0.02626,0.00034,0.00014,0.0006
2495,5.37,5.9,0.4673,0.006,0.0013,0.0095,0.02713,0.00035,0.00015,0.00063
2495,5.9,6.47,0.378,0.0049,0.0011,0.0077,0.02682,0.00035,0.00015,0.00062
2495,6.47,7.09,0.3137,0.004,0.0009,0.0064,0.02735,0.00035,0.00015,0.00063
2495,7.09,7.76,0.2625,0.0033,0.0008,0.0054,0.02833,0.00036,0.00016,0.00066
2495,7.76,8.48,0.2096,0.0027,0.0007,0.0043,0.02795,0.00037,0.00016,0.00065
2495,8.48,9.26,0.1741,0.0023,0.0006,0.0036,0.02858,0.00038,0.00016,0.00067
2495,9.26,10.1,0.1444,0.002,0.0005,0.003,0.02931,0.00041,0.00017,0.00068
2495,10.1,11.0,0.1149,0.0017,0.0004,0.0024,0.02878,0.00042,0.00017,0.00067
2495,11.0,12.0,0.09643,0.00143,0.00037,0.00197,0.02996,0.00045,0.00018,0.0007
2495,12.0,13.0,0.07883,0.00126,0.00031,0.00161,0.03013,0.00049,0.00018,0.0007
2495,13.0,14.1,0.06433,0.00107,0.00027,0.00131,0.03012,0.0005,0.00019,0.00071
2495,14.1,15.3,0.05311,0.0009,0.00023,0.00108,0.03056,0.00053,0.00019,0.00072
2495,15.3,16.6,0.04358,0.00076,0.00019,0.00089,0.03105,0.00055,0.0002,0.00073
2495,16.6,18.0,0.03456,0.00063,0.00015,0.00071,0.03035,0.00056,0.00019,0.00072
2495,18.0,19.5,0.02884,0.00053,0.00013,0.00059,0.03133,0.00058,0.0002,0.00074
2495,19.5,21.1,0.02368,0.00044,0.0001,0.00048,0.03162,0.0006,0.0002,0.00075
2495,21.1,22.8,0.01954,0.00037,8e-05,0.0004,0.03197,0.00062,0.0002,0.00076
2495,22.8,24.7,0.01592,0.00031,7e-05,0.00033,0.03224,0.00063,0.0002,0.00077
2495,24.7,26.7,0.01314,0.00026,6e-05,0.00027,0.03267,0.00066,0.0002,0.00078
2495,26.7,28.8,0.01024,0.00022,4e-05,0.00021,0.03111,0.00069,0.0002,0.00074
2495,28.8,31.1,0.009004,0.000198,4.1e-05,0.000184,0.03341,0.00074,0.00021,0.0008
2495,31.1,33.5,0.007503,0.000176,3.4e-05,0.000153,0.03424,0.00081,0.00022,0.00082
2495,33.5,36.1,0.005966,0.000151,2.8e-05,0.000122,0.03316,0.00085,0.00022,0.0008
2495,36.1,38.9,0.004915,0.000132,2.3e-05,0.000101,0.03347,0.00091,0.00022,0.00081
2495,38.9,41.9,0.004072,0.000116,2e-05,8.3e-05,0.03361,0.00097,0.00022,0.00081
2495,41.9,45.1,0.003422,0.000103,1.7e-05,7e-05,0.03458,0.00105,0.00023,0.00084
2495,45.1,48.5,0.002597,8.7e-05,1.3e-05,5.3e-05,0.03216,0.00109,0.00022,0.00078
2495,48.5,52.2,0.002249,7.7e-05,1.1e-05,4.6e-05,0.03386,0.00118,0.00023,0.00083
2495,52.2,56.1,0.001854,6.8e-05,1e-05,3.8e-05,0.03414,0.00128,0.00023,0.00084
2495,56.1,60.3,0.001657,6.2e-05,9e-06,3.4e-05,0.03717,0.00142,0.00026,0.00092
2496,1.92,2.15,1.847,0.039,0.033,0.052,0.02222,0.00047,0.00041,0.00071
2496,2.15,2.4,1.794,0.034,0.012,0.041,0.02383,0.00046,0.00018,0.00062
2496,2.4,2.67,1.653,0.029,0.006,0.038,0.02469,0.00043,0.00014,0.00064
2496,2.67,2.97,1.433,0.024,0.004,0.03,0.02437,0.00041,0.00012,0.00058
2496,2.97,3.29,1.293,0.02,0.003,0.027,0.02532,0.00039,0.00012,0.00059
2496,3.29,3.64,1.118,0.016,0.003,0.023,0.02563,0.00038,0.00011,0.00059
2496,3.64,4.02,0.9253,0.0135,0.0019,0.0189,0.02518,0.00037,0.00011,0.00058
2496,4.02,4.43,0.7683,0.011,0.0016,0.0156,0.02498,0.00036,0.0001,0.00057
2496,4.43,4.88,0.6466,0.0087,0.0015,0.0132,0.02532,0.00034,0.00011,0.00058
2496,4.88,5.37,0.554,0.0072,0.0014,0.0113,0.02634,0.00034,0.00011,0.00061
2496,5.37,5.9,0.4574,0.006,0.0012,0.0093,0.02652,0.00035,0.00012,0.00061
2496,5.9,6.47,0.3821,0.0049,0.0011,0.0078,0.02716,0.00035,0.00012,0.00063
2496,6.47,7.09,0.3085,0.004,0.0009,0.0063,0.02691,0.00035,0.00012,0.00062
2496,7.09,7.76,0.2582,0.0033,0.0008,0.0053,0.02772,0.00036,0.00012,0.00064
2496,7.76,8.48,0.2062,0.0027,0.0007,0.0042,0.02742,0.00036,0.00012,0.00064
2496,8.48,9.26,0.1736,0.0023,0.0006,0.0036,0.02839,0.00038,0.00013,0.00066
2496,9.26,10.1,0.1427,0.002,0.0005,0.0029,0.02873,0.0004,0.00014,0.00067
2496,10.1,11.0,0.1132,0.0017,0.0004,0.0023,0.02823,0.00042,0.00014,0.00066
2496,11.0,12.0,0.09497,0.00142,0.00038,0.00194,0.02932,0.00044,0.00015,0.00069
2496,12.0,13.0,0.07983,0.00127,0.00032,0.00163,0.03051,0.00049,0.00016,0.00071
2496,13.0,14.1,0.06334,0.00106,0.00026,0.00129,0.02961,0.0005,0.00016,0.00069
2496,14.1,15.3,0.05104,0.00089,0.00022,0.00104,0.0294,0.00052,0.00016,0.00069
2496,15.3,16.6,0.04237,0.00075,0.00019,0.00086,0.03009,0.00054,0.00016,0.00071
2496,16.6,18.0,0.03498,0.00064,0.00016,0.00071,0.03063,0.00056,0.00017,0.00072
2496,18.0,19.5,0.02831,0.00053,0.00013,0.00058,0.03046,0.00057,0.00017,0.00072
2496,19.5,21.1,0.02415,0.00045,0.0001,0.00049,0.03221,0.00061,0.00017,0.00076
2496,21.1,22.8,0.01975,0.00038,8e-05,0.0004,0.03216,0.00062,0.00017,0.00076
2496,22.8,24.7,0.01532,0.0003,6e-05,0.00031,0.03086,0.00061,0.00016,0.00073
2496,24.7,26.7,0.01286,0.00026,5e-05,0.00026,0.03204,0.00066,0.00017,0.00076
2496,26.7,28.8,0.01076,0.00023,5e-05,0.00022,0.03268,0.00071,0.00018,0.00078
2496,28.8,31.1,0.008709,0.000195,3.9e-05,0.000178,0.03232,0.00073,0.00018,0.00077
2496,31.1,33.5,0.007188,0.000172,3.3e-05,0.000147,0.0328,0.0008,0.00018,0.00079
2496,33.5,36.1,0.005877,0.000149,2.7e-05,0.00012,0.03255,0.00084,0.00018,0.00078
2496,36.1,38.9,0.004882,0.000131,2.3e-05,0.0001,0.03315,0.0009,0.00019,0.0008
2496,38.9,41.9,0.0039,0.000113,1.9e-05,8e-05,0.03232,0.00095,0.00019,0.00078
2496,41.9,45.1,0.003221,0.0001,1.6e-05,6.6e-05,0.03251,0.00102,0.00019,0.00079
2496,45.1,48.5,0.002598,8.7e-05,1.3e-05,5.3e-05,0.03198,0.00108,0.00019,0.00078
2496,48.5,52.2,0.002162,7.6e-05,1.1e-05,4.4e-05,0.03259,0.00116,0.0002,0.0008
2496,52.2,56.1,0.001927,7e-05,1e-05,4e-05,0.03554,0.00131,0.00022,0.00087
2496,56.1,60.3,0.001607,6.1e-05,8e-06,3.3e-05,0.03578,0.00139,0.00022,0.00088
2497,1.92,2.15,1.938,0.041,0.061,0.054,0.02275,0.00049,0.00073,0.00072
2497,2.15,2.4,1.868,0.036,0.017,0.043,0.02424,0.00047,0.00025,0.00064
2497,2.4,2.67,1.718,0.03,0.013,0.04,0.02503,0.00044,0.00023,0.00065
2497,2.67,2.97,1.456,0.024,0.005,0.03,0.02418,0.00041,0.00015,0.00057
2497,2.97,3.29,1.276,0.02,0.003,0.026,0.02436,0.00038,0.00014,0.00057
2497,3.29,3.64,1.109,0.017,0.002,0.023,0.02495,0.00038,0.00014,0.00058
2497,3.64,4.02,0.9421,0.0138,0.0018,0.0192,0.02532,0.00037,0.00014,0.00058
2497,4.02,4.43,0.8111,0.0114,0.0016,0.0165,0.02616,0.00037,0.00014,0.0006
2497,4.43,4.88,0.6696,0.009,0.0015,0.0136,0.02595,0.00035,0.00014,0.0006
2497,4.88,5.37,0.5588,0.0073,0.0014,0.0114,0.02629,0.00035,0.00014,0.00061
2497,5.37,5.9,0.4609,0.0061,0.0013,0.0094,0.02642,0.00035,0.00015,0.00061
2497,5.9,6.47,0.3785,0.005,0.0011,0.0077,0.02661,0.00035,0.00015,0.00062
2497,6.47,7.09,0.3124,0.0041,0.001,0.0064,0.02698,0.00035,0.00015,0.00063
2497,7.09,7.76,0.2513,0.0033,0.0008,0.0051,0.02689,0.00035,0.00015,0.00062
2497,7.76,8.48,0.2126,0.0028,0.0007,0.0043,0.02813,0.00037,0.00016,0.00065
2497,8.48,9.26,0.1741,0.0023,0.0006,0.0036,0.02846,0.00039,0.00016,0.00066
2497,9.26,10.1,0.1405,0.002,0.0005,0.0029,0.02835,0.0004,0.00017,0.00066
2497,10.1,11.0,0.1154,0.0017,0.0004,0.0024,0.02885,0.00043,0.00017,0.00067
2497,11.0,12.0,0.09484,0.00143,0.00037,0.00193,0.02937,0.00045,0.00018,0.00069
2497,12.0,13.0,0.07679,0.00126,0.00032,0.00156,0.02923,0.00049,0.00018,0.00068
2497,13.0,14.1,0.06254,0.00106,0.00027,0.00127,0.0292,0.0005,0.00018,0.00068
2497,14.1,15.3,0.05302,0.00091,0.00022,0.00108,0.03045,0.00053,0.00019,0.00072
2497,15.3,16.6,0.04266,0.00077,0.00017,0.00087,0.03023,0.00055,0.00018,0.00071
2497,16.6,18.0,0.03517,0.00065,0.00014,0.00072,0.03085,0.00057,0.00019,0.00073
2497,18.0,19.5,0.0295,0.00054,0.00012,0.0006,0.03183,0.00059,0.0002,0.00075
2497,19.5,21.1,0.024,0.00045,0.0001,0.00049,0.03176,0.00061,0.0002,0.00075
2497,21.1,22.8,0.01953,0.00038,8e-05,0.0004,0.03192,0.00063,0.0002,0.00076
2497,22.8,24.7,0.01664,0.00032,7e-05,0.00034,0.03337,0.00064,0.00021,0.00079
2497,24.7,26.7,0.01316,0.00027,6e-05,0.00027,0.03264,0.00067,0.00021,0.00078
2497,26.7,28.8,0.01071,0.00023,5e-05,0.00022,0.03249,0.00071,0.00021,0.00078
2497,28.8,31.1,0.008748,0.000197,4e-05,0.000179,0.03278,0.00075,0.00021,0.00078
2497,31.1,33.5,0.007556,0.000178,3.5e-05,0.000154,0.0344,0.00082,0.00022,0.00082
2497,33.5,36.1,0.005796,0.00015,2.7e-05,0.000119,0.03222,0.00084,0.00021,0.00077
2497,36.1,38.9,0.00502,0.000134,2.4e-05,0.000103,0.03411,0.00092,0.00023,0.00082
2497,38.9,41.9,0.004039,0.000116,2e-05,8.3e-05,0.03349,0.00098,0.00022,0.00081
2497,41.9,45.1,0.003348,0.000102,1.6e-05,6.9e-05,0.03398,0.00105,0.00023,0.00082
2497,45.1,48.5,0.002781,9e-05,1.4e-05,5.7e-05,0.0343,0.00113,0.00023,0.00083
2497,48.5,52.2,0.002225,7.8e-05,1.1e-05,4.6e-05,0.03346,0.00118,0.00023,0.00082
2497,52.2,56.1,0.001806,6.8e-05,9e-06,3.7e-05,0.03307,0.00126,0.00023,0.00081
2497,56.1,60.3,0.001556,6.1e-05,8e-06,3.2e-05,0.03507,0.00139,0.00024,0.00087
2498,1.92,2.15,1.988,0.042,0.051,0.056,0.02246,0.00048,0.00059,0.00072
2498,2.15,2.4,1.828,0.036,0.014,0.042,0.02286,0.00045,0.00021,0.0006
2498,2.4,2.67,1.704,0.03,0.011,0.039,0.02423,0.00043,0.0002,0.00063
2498,2.67,2.97,1.482,0.025,0.004,0.031,0.02399,0.0004,0.00014,0.00057
2498,2.97,3.29,1.304,0.02,0.003,0.027,0.02443,0.00038,0.00013,0.00057
2498,3.29,3.64,1.13,0.017,0.002,0.023,0.02495,0.00037,0.00013,0.00058
2498,3.64,4.02,0.9511,0.014,0.0019,0.0194,0.02503,0.00037,0.00013,0.00058
2498,4.02,4.43,0.8098,0.0115,0.0017,0.0165,0.02557,0.00036,0.00013,0.00059
2498,4.43,4.88,0.6567,0.0089,0.0014,0.0134,0.025,0.00034,0.00012,0.00058
2498,4.88,5.37,0.5828,0.0075,0.0015,0.0118,0.02704,0.00035,0.00014,0.00062
2498,5.37,5.9,0.4702,0.0061,0.0014,0.0096,0.02661,0.00035,0.00014,0.00061
2498,5.9,6.47,0.3832,0.005,0.0012,0.0078,0.02663,0.00035,0.00014,0.00062
2498,6.47,7.09,0.3134,0.0041,0.001,0.0064,0.02678,0.00035,0.00014,0.00062
2498,7.09,7.76,0.2538,0.0033,0.0008,0.0052,0.02684,0.00035,0.00014,0.00062
2498,7.76,8.48,0.2102,0.0027,0.0007,0.0043,0.0275,0.00036,0.00015,0.00064
2498,8.48,9.26,0.1754,0.0023,0.0006,0.0036,0.02842,0.00038,0.00015,0.00066
2498,9.26,10.1,0.1385,0.002,0.0005,0.0028,0.02768,0.00039,0.00015,0.00065
2498,10.1,11.0,0.1151,0.0017,0.0004,0.0024,0.0284,0.00042,0.00015,0.00066
2498,11.0,12.0,0.09603,0.00144,0.00036,0.00196,0.02923,0.00044,0.00016,0.00068
2498,12.0,13.0,0.07799,0.00127,0.00031,0.00159,0.0294,0.00048,0.00017,0.00069
2498,13.0,14.1,0.06582,0.00109,0.00027,0.00134,0.03039,0.00051,0.00017,0.00071
2498,14.1,15.3,0.05391,0.00092,0.00023,0.0011,0.0306,0.00053,0.00018,0.00072
2498,15.3,16.6,0.0433,0.00077,0.00019,0.00088,0.03053,0.00055,0.00018,0.00072
2498,16.6,18.0,0.03454,0.00064,0.00015,0.0007,0.02985,0.00056,0.00018,0.0007
2498,18.0,19.5,0.02807,0.00053,0.00012,0.00057,0.03015,0.00058,0.00018,0.00071
2498,19.5,21.1,0.02273,0.00044,0.0001,0.00046,0.02991,0.00059,0.00018,0.00071
2498,21.1,22.8,0.01924,0.00038,8e-05,0.00039,0.03109,0.00062,0.00018,0.00074
2498,22.8,24.7,0.01574,0.00031,7e-05,0.00032,0.0315,0.00063,0.00018,0.00075
2498,24.7,26.7,0.01273,0.00026,5e-05,0.00026,0.03124,0.00065,0.00018,0.00074
2498,26.7,28.8,0.01122,0.00024,5e-05,0.00023,0.03356,0.00071,0.0002,0.0008
2498,28.8,31.1,0.008961,0.000198,4e-05,0.000183,0.03296,0.00074,0.0002,0.00079
2498,31.1,33.5,0.007227,0.000173,3.3e-05,0.000148,0.03288,0.0008,0.0002,0.00079
2498,33.5,36.1,0.006152,0.000153,2.9e-05,0.000126,0.03395,0.00086,0.00021,0.00082
2498,36.1,38.9,0.005066,0.000134,2.4e-05,0.000104,0.0339,0.00091,0.00021,0.00082
2498,38.9,41.9,0.004274,0.000119,2.1e-05,8.7e-05,0.03533,0.001,0.00022,0.00085
2498,41.9,45.1,0.00337,0.000102,1.7e-05,6.9e-05,0.03387,0.00104,0.00021,0.00082
2498,45.1,48.5,0.00268,8.8e-05,1.3e-05,5.5e-05,0.03301,0.0011,0.00021,0.0008
2498,48.5,52.2,0.002211,7.7e-05,1.1e-05,4.5e-05,0.03319,0.00117,0.00021,0.00081
2498,52.2,56.1,0.001857,6.8e-05,1e-05,3.8e-05,0.03382,0.00127,0.00022,0.00083
2498,56.1,60.3,0.001521,6e-05,8e-06,3.1e-05,0.03369,0.00134,0.00022,0.00083
2499,1.92,2.15,1.977,0.043,0.045,0.055,0.02159,0.00047,0.00052,0.00069
2499,2.15,2.4,1.931,0.037,0.013,0.044,0.0236,0.00046,0.00023,0.00062
2499,2.4,2.67,1.755,0.031,0.007,0.041,0.02421,0.00043,0.0002,0.00063
2499,2.67,2.97,1.57,0.026,0.005,0.033,0.025,0.00041,0.00019,0.00059
2499,2.97,3.29,1.352,0.021,0.003,0.028,0.0249,0.00039,0.00018,0.00058
2499,3.29,3.64,1.144,0.017,0.002,0.023,0.02493,0.00038,0.00018,0.00058
2499,3.64,4.02,0.9742,0.0143,0.002,0.0199,0.02541,0.00037,0.00018,0.00059
2499,4.02,4.43,0.8145,0.0116,0.0018,0.0166,0.02547,0.00037,0.00018,0.00059
2499,4.43,4.88,0.6932,0.0092,0.0018,0.0141,0.02636,0.00035,0.00018,0.00061
2499,4.88,5.37,0.5645,0.0074,0.0016,0.0115,0.02602,0.00034,0.00018,0.0006
2499,5.37,5.9,0.471,0.0062,0.0014,0.0096,0.02665,0.00035,0.00019,0.00061
2499,5.9,6.47,0.3777,0.005,0.0012,0.0077,0.02622,0.00035,0.00019,0.00061
2499,6.47,7.09,0.3139,0.0041,0.001,0.0064,0.02677,0.00035,0.00019,0.00062
