bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,oxygen_flux m^-2sr^-1s^-1GV^-1,oxygen_flux_error_statistical m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,oxygen_to_helium_ratio,oxygen_to_helium_ratio_error_statistical,oxygen_to_helium_ratio_error_time_dependent,oxygen_to_helium_ratio_error_time_independent
2426,1.92,2.15,1.702,0.052,0.037,0.048,0.02264,0.00069,0.00052,0.00072
2426,2.15,2.4,1.667,0.046,0.023,0.038,0.02447,0.00068,0.00037,0.00064
2426,2.4,2.67,1.472,0.038,0.014,0.034,0.02409,0.00062,0.00026,0.00062
2426,2.67,2.97,1.275,0.031,0.007,0.027,0.02364,0.00058,0.00019,0.00056
2426,2.97,3.29,1.099,0.026,0.008,0.023,0.02341,0.00055,0.00021,0.00055
2426,3.29,3.64,0.9869,0.0216,0.005,0.0202,0.02443,0.00054,0.00018,0.00057
2426,3.64,4.02,0.8677,0.0183,0.0041,0.0177,0.02538,0.00054,0.00018,0.00058
2426,4.02,4.43,0.7515,0.0153,0.0034,0.0153,0.02596,0.00053,0.00018,0.0006
2426,4.43,4.88,0.6282,0.0121,0.0029,0.0128,0.02611,0.00051,0.00018,0.0006
2426,4.88,5.37,0.5155,0.0098,0.0025,0.0105,0.02567,0.00049,0.00018,0.00059
2426,5.37,5.9,0.4363,0.0082,0.0022,0.0089,0.02637,0.0005,0.00019,0.00061
2426,5.9,6.47,0.3765,0.007,0.0019,0.0077,0.02774,0.00052,0.0002,0.00064
2426,6.47,7.09,0.2968,0.0055,0.0015,0.006,0.02672,0.0005,0.00019,0.00062
2426,7.09,7.76,0.2437,0.0045,0.0012,0.005,0.02693,0.0005,0.00019,0.00063
2426,7.76,8.48,0.2011,0.0037,0.001,0.0041,0.02724,0.00051,0.0002,0.00063
2426,8.48,9.26,0.1649,0.0031,0.0009,0.0034,0.02756,0.00053,0.0002,0.00064
2426,9.26,10.1,0.1383,0.0027,0.0007,0.0028,0.02847,0.00056,0.00021,0.00067
2426,10.1,11.0,0.1147,0.0023,0.0006,0.0023,0.02897,0.00059,0.00021,0.00068
2426,11.0,12.0,0.09243,0.00195,0.00051,0.00189,0.02889,0.00061,0.00021,0.00068
2426,12.0,13.0,0.07963,0.00177,0.00045,0.00162,0.03043,0.00068,0.00023,0.00071
2426,13.0,14.1,0.06372,0.00148,0.00036,0.0013,0.0299,0.0007,0.00023,0.0007
2426,14.1,15.3,0.05031,0.00123,0.00029,0.00103,0.0289,0.00071,0.00022,0.00068
2426,15.3,16.6,0.04409,0.00108,0.00026,0.0009,0.03118,0.00077,0.00024,0.00073
2426,16.6,18.0,0.03359,0.00088,0.0002,0.00069,0.02918,0.00077,0.00023,0.00069
2426,18.0,19.5,0.02813,0.00074,0.00017,0.00057,0.03012,0.0008,0.00024,0.00071
2426,19.5,21.1,0.02346,0.00062,0.00014,0.00048,0.03094,0.00083,0.00024,0.00073
2426,21.1,22.8,0.01911,0.00052,0.00011,0.00039,0.03079,0.00085,0.00024,0.00073
2426,22.8,24.7,0.01614,0.00043,9e-05,0.00033,0.03216,0.00088,0.00025,0.00077
2426,24.7,26.7,0.01364,0.00037,8e-05,0.00028,0.03334,0.00092,0.00026,0.00079
2426,26.7,28.8,0.01017,0.00031,6e-05,0.00021,0.03048,0.00093,0.00024,0.00073
2426,28.8,31.1,0.009161,0.000273,5.5e-05,0.000187,0.03365,0.00102,0.00026,0.0008
2426,31.1,33.5,0.007194,0.000235,4.4e-05,0.000147,0.03257,0.00108,0.00026,0.00078
2426,33.5,36.1,0.005828,0.000202,3.6e-05,0.000119,0.03205,0.00113,0.00025,0.00077
2426,36.1,38.9,0.004685,0.000174,2.9e-05,9.6e-05,0.03155,0.00119,0.00025,0.00076
2426,38.9,41.9,0.003802,0.000151,2.4e-05,7.8e-05,0.03142,0.00127,0.00025,0.00076
2426,41.9,45.1,0.003404,0.000139,2.2e-05,7e-05,0.03425,0.00142,0.00028,0.00083
2426,45.1,48.5,0.002683,0.000119,1.7e-05,5.5e-05,0.03283,0.00148,0.00027,0.0008
2426,48.5,52.2,0.002309,0.000106,1.5e-05,4.7e-05,0.03492,0.00163,0.00029,0.00085
2426,52.2,56.1,0.001703,8.9e-05,1.1e-05,3.5e-05,0.03145,0.00166,0.00026,0.00077
2426,56.1,60.3,0.001463,7.9e-05,1e-05,3e-05,0.03344,0.00184,0.00028,0.00083
2427,1.92,2.15,1.52,0.036,0.037,0.043,0.02194,0.00052,0.00055,0.0007
2427,2.15,2.4,1.535,0.033,0.011,0.035,0.02426,0.00052,0.00023,0.00064
2427,2.4,2.67,1.463,0.028,0.01,0.034,0.02567,0.0005,0.00022,0.00067
2427,2.67,2.97,1.275,0.023,0.006,0.027,0.02518,0.00047,0.00018,0.0006
2427,2.97,3.29,1.094,0.019,0.005,0.023,0.02471,0.00044,0.00017,0.00058
2427,3.29,3.64,0.984,0.0163,0.0039,0.0202,0.02565,0.00043,0.00017,0.00059
2427,3.64,4.02,0.8313,0.0136,0.0032,0.017,0.02544,0.00042,0.00016,0.00059
2427,4.02,4.43,0.7093,0.0112,0.0027,0.0144,0.02567,0.00041,0.00016,0.00059
2427,4.43,4.88,0.5801,0.0088,0.0022,0.0118,0.02501,0.00038,0.00015,0.00058
2427,4.88,5.37,0.5075,0.0074,0.002,0.0103,0.02637,0.00039,0.00017,0.00061
2427,5.37,5.9,0.4108,0.0061,0.0017,0.0084,0.02571,0.00038,0.00016,0.00059
2427,5.9,6.47,0.3519,0.0051,0.0015,0.0072,0.02683,0.00039,0.00017,0.00062
2427,6.47,7.09,0.2888,0.0042,0.0012,0.0059,0.02675,0.00039,0.00017,0.00062
2427,7.09,7.76,0.2374,0.0034,0.001,0.0048,0.02696,0.00039,0.00017,0.00063
2427,7.76,8.48,0.196,0.0029,0.0008,0.004,0.02732,0.0004,0.00017,0.00064
2427,8.48,9.26,0.1615,0.0024,0.0007,0.0033,0.02764,0.00042,0.00018,0.00065
2427,9.26,10.1,0.1383,0.0021,0.0006,0.0028,0.02906,0.00045,0.00019,0.00068
2427,10.1,11.0,0.1107,0.0018,0.0005,0.0023,0.02855,0.00046,0.00019,0.00067
2427,11.0,12.0,0.09338,0.00152,0.00045,0.0019,0.02967,0.00049,0.0002,0.00069
2427,12.0,13.0,0.07577,0.00134,0.00037,0.00154,0.02951,0.00053,0.0002,0.00069
2427,13.0,14.1,0.06203,0.00114,0.00031,0.00126,0.02935,0.00054,0.0002,0.00069
2427,14.1,15.3,0.05142,0.00097,0.00026,0.00105,0.02986,0.00057,0.00021,0.0007
2427,15.3,16.6,0.04248,0.00082,0.00023,0.00087,0.03056,0.0006,0.00022,0.00072
2427,16.6,18.0,0.03484,0.00069,0.0002,0.00071,0.0306,0.00062,0.00023,0.00072
2427,18.0,19.5,0.02748,0.00057,0.00015,0.00056,0.0298,0.00062,0.00022,0.0007
2427,19.5,21.1,0.02267,0.00048,0.00012,0.00046,0.03028,0.00064,0.00022,0.00072
2427,21.1,22.8,0.01929,0.00041,0.0001,0.00039,0.03121,0.00067,0.00022,0.00074
2427,22.8,24.7,0.0159,0.00034,8e-05,0.00032,0.03179,0.00068,0.00022,0.00076
2427,24.7,26.7,0.01273,0.00028,7e-05,0.00026,0.03157,0.00071,0.00022,0.00075
2427,26.7,28.8,0.01037,0.00024,6e-05,0.00021,0.03136,0.00075,0.00022,0.00075
2427,28.8,31.1,0.008945,0.000214,4.8e-05,0.000183,0.03321,0.00081,0.00024,0.00079
2427,31.1,33.5,0.00707,0.000185,3.9e-05,0.000145,0.03195,0.00085,0.00023,0.00077
2427,33.5,36.1,0.005826,0.000161,3.3e-05,0.000119,0.0324,0.00091,0.00024,0.00078
2427,36.1,38.9,0.004835,0.000141,2.7e-05,9.9e-05,0.03286,0.00097,0.00024,0.00079
2427,38.9,41.9,0.003802,0.000121,2.2e-05,7.8e-05,0.03141,0.00101,0.00023,0.00076
2427,41.9,45.1,0.003361,0.00011,2e-05,6.9e-05,0.03381,0.00112,0.00025,0.00082
2427,45.1,48.5,0.002726,9.6e-05,1.6e-05,5.6e-05,0.03341,0.0012,0.00025,0.00081
2427,48.5,52.2,0.002201,8.3e-05,1.3e-05,4.5e-05,0.0332,0.00127,0.00025,0.00081
2427,52.2,56.1,0.001893,7.5e-05,1.1e-05,3.9e-05,0.0347,0.00139,0.00026,0.00085
2427,56.1,60.3,0.001517,6.5e-05,9e-06,3.1e-05,0.03395,0.00146,0.00026,0.00084
2428,1.92,2.15,1.551,0.037,0.015,0.044,0.0216,0.00051,0.00024,0.00069
2428,2.15,2.4,1.646,0.034,0.014,0.038,0.02504,0.00052,0.00026,0.00066
2428,2.4,2.67,1.453,0.028,0.008,0.034,0.02461,0.00048,0.00019,0.00064
2428,2.67,2.97,1.243,0.023,0.005,0.026,0.02374,0.00044,0.00015,0.00056
2428,2.97,3.29,1.14,0.019,0.006,0.024,0.02478,0.00043,0.00018,0.00058
2428,3.29,3.64,0.9969,0.0162,0.0039,0.0204,0.02515,0.00041,0.00015,0.00058
2428,3.64,4.02,0.8552,0.0136,0.0032,0.0175,0.02536,0.00041,0.00015,0.00058
2428,4.02,4.43,0.7458,0.0114,0.0026,0.0152,0.0261,0.0004,0.00015,0.0006
2428,4.43,4.88,0.6215,0.009,0.0022,0.0126,0.02602,0.00038,0.00015,0.0006
2428,4.88,5.37,0.5283,0.0074,0.002,0.0107,0.02656,0.00038,0.00016,0.00061
2428,5.37,5.9,0.4441,0.0062,0.0018,0.009,0.027,0.00038,0.00016,0.00062
2428,5.9,6.47,0.3628,0.0051,0.0015,0.0074,0.02681,0.00038,0.00016,0.00062
2428,6.47,7.09,0.2991,0.0041,0.0012,0.0061,0.02694,0.00038,0.00017,0.00062
2428,7.09,7.76,0.2445,0.0034,0.0011,0.005,0.02698,0.00038,0.00017,0.00063
2428,7.76,8.48,0.2031,0.0028,0.0009,0.0042,0.02767,0.00039,0.00017,0.00064
2428,8.48,9.26,0.1652,0.0023,0.0007,0.0034,0.02751,0.00039,0.00017,0.00064
2428,9.26,10.1,0.1415,0.002,0.0006,0.0029,0.02906,0.00042,0.00019,0.00068
2428,10.1,11.0,0.1167,0.0018,0.0005,0.0024,0.02938,0.00045,0.00019,0.00069
2428,11.0,12.0,0.09553,0.00148,0.00046,0.00195,0.02958,0.00046,0.00019,0.00069
2428,12.0,13.0,0.07664,0.0013,0.00037,0.00156,0.02924,0.0005,0.00019,0.00068
2428,13.0,14.1,0.06376,0.00111,0.00031,0.0013,0.02971,0.00052,0.0002,0.0007
2428,14.1,15.3,0.05242,0.00094,0.00026,0.00107,0.0299,0.00054,0.0002,0.0007
2428,15.3,16.6,0.04216,0.00079,0.00022,0.00086,0.02971,0.00056,0.0002,0.0007
2428,16.6,18.0,0.03413,0.00067,0.00018,0.0007,0.0296,0.00058,0.0002,0.0007
2428,18.0,19.5,0.02858,0.00057,0.00015,0.00058,0.03055,0.00061,0.00021,0.00072
2428,19.5,21.1,0.02268,0.00047,0.00012,0.00046,0.02993,0.00062,0.0002,0.00071
2428,21.1,22.8,0.01919,0.0004,0.0001,0.00039,0.03102,0.00065,0.00021,0.00074
2428,22.8,24.7,0.0156,0.00033,8e-05,0.00032,0.03103,0.00066,0.00021,0.00074
2428,24.7,26.7,0.01339,0.00028,7e-05,0.00027,0.03294,0.00071,0.00023,0.00078
2428,26.7,28.8,0.0103,0.00024,5e-05,0.00021,0.03094,0.00072,0.00021,0.00074
2428,28.8,31.1,0.008743,0.000204,4.7e-05,0.000179,0.0324,0.00077,0.00023,0.00077
2428,31.1,33.5,0.007271,0.000181,4e-05,0.000149,0.03255,0.00082,0.00023,0.00078
2428,33.5,36.1,0.005968,0.000156,3.3e-05,0.000122,0.03283,0.00087,0.00023,0.00079
2428,36.1,38.9,0.004978,0.000137,2.8e-05,0.000102,0.03326,0.00093,0.00024,0.0008
2428,38.9,41.9,0.004037,0.000119,2.3e-05,8.3e-05,0.03324,0.001,0.00024,0.0008
2428,41.9,45.1,0.003337,0.000105,1.9e-05,6.8e-05,0.03351,0.00107,0.00024,0.00081
2428,45.1,48.5,0.002662,9.1e-05,1.5e-05,5.5e-05,0.03231,0.00112,0.00024,0.00079
2428,48.5,52.2,0.002197,7.9e-05,1.3e-05,4.5e-05,0.03283,0.0012,0.00024,0.0008
2428,52.2,56.1,0.001862,7.1e-05,1.1e-05,3.8e-05,0.03409,0.00132,0.00025,0.00084
2428,56.1,60.3,0.001481,6.1e-05,9e-06,3e-05,0.03283,0.00137,0.00024,0.00081
2429,1.92,2.15,1.433,0.032,0.051,0.04,0.02,0.00045,0.00072,0.00064
2429,2.15,2.4,1.543,0.031,0.021,0.035,0.02347,0.00047,0.00035,0.00061
2429,2.4,2.67,1.478,0.027,0.016,0.034,0.025,0.00046,0.00029,0.00065
2429,2.67,2.97,1.338,0.023,0.005,0.028,0.02552,0.00044,0.00015,0.0006
2429,2.97,3.29,1.164,0.019,0.006,0.024,0.02524,0.00041,0.00017,0.00059
2429,3.29,3.64,1.02,0.016,0.003,0.021,0.02566,0.0004,0.00015,0.00059
2429,3.64,4.02,0.8713,0.0131,0.0026,0.0178,0.02571,0.00039,0.00014,0.00059
2429,4.02,4.43,0.7332,0.0107,0.0019,0.0149,0.02566,0.00038,0.00013,0.00059
2429,4.43,4.88,0.614,0.0085,0.0015,0.0125,0.02559,0.00036,0.00013,0.00059
2429,4.88,5.37,0.5142,0.007,0.0016,0.0104,0.02576,0.00035,0.00014,0.00059
2429,5.37,5.9,0.4236,0.0058,0.0014,0.0086,0.02562,0.00035,0.00014,0.00059
2429,5.9,6.47,0.3569,0.0048,0.0012,0.0073,0.02623,0.00036,0.00015,0.00061
2429,6.47,7.09,0.3043,0.004,0.001,0.0062,0.0273,0.00036,0.00015,0.00063
2429,7.09,7.76,0.2424,0.0032,0.0008,0.0049,0.02667,0.00036,0.00014,0.00062
2429,7.76,8.48,0.2045,0.0027,0.0007,0.0042,0.02754,0.00037,0.00015,0.00064
2429,8.48,9.26,0.1702,0.0023,0.0006,0.0035,0.02822,0.00038,0.00015,0.00066
2429,9.26,10.1,0.1402,0.002,0.0005,0.0029,0.02863,0.0004,0.00016,0.00067
2429,10.1,11.0,0.1144,0.0017,0.0004,0.0023,0.02872,0.00043,0.00016,0.00067
2429,11.0,12.0,0.09155,0.0014,0.00038,0.00187,0.02823,0.00044,0.00017,0.00066
2429,12.0,13.0,0.07799,0.00126,0.00033,0.00159,0.02945,0.00048,0.00018,0.00069
2429,13.0,14.1,0.06258,0.00106,0.00027,0.00127,0.02906,0.0005,0.00017,0.00068
2429,14.1,15.3,0.05334,0.00091,0.00023,0.00109,0.03028,0.00052,0.00018,0.00071
2429,15.3,16.6,0.0428,0.00076,0.00018,0.00087,0.03008,0.00054,0.00018,0.00071
2429,16.6,18.0,0.03551,0.00065,0.00016,0.00072,0.03069,0.00057,0.00019,0.00072
2429,18.0,19.5,0.02855,0.00054,0.00013,0.00058,0.03042,0.00058,0.00019,0.00072
2429,19.5,21.1,0.02409,0.00046,0.00011,0.00049,0.03162,0.00061,0.00019,0.00075
2429,21.1,22.8,0.01944,0.00038,9e-05,0.0004,0.03123,0.00062,0.00019,0.00074
2429,22.8,24.7,0.01564,0.00031,7e-05,0.00032,0.03088,0.00062,0.00019,0.00073
2429,24.7,26.7,0.01352,0.00027,6e-05,0.00028,0.03301,0.00067,0.0002,0.00079
2429,26.7,28.8,0.01059,0.00023,5e-05,0.00022,0.03153,0.00069,0.0002,0.00075
2429,28.8,31.1,0.008942,0.000199,4.2e-05,0.000183,0.0329,0.00074,0.00021,0.00079
2429,31.1,33.5,0.007021,0.000171,3.3e-05,0.000143,0.03141,0.00078,0.0002,0.00075
2429,33.5,36.1,0.005925,0.000151,2.9e-05,0.000121,0.03251,0.00084,0.00021,0.00078
2429,36.1,38.9,0.005161,0.000136,2.5e-05,0.000106,0.0344,0.00092,0.00022,0.00083
2429,38.9,41.9,0.004247,0.000119,2.1e-05,8.7e-05,0.03454,0.00098,0.00023,0.00083
2429,41.9,45.1,0.003123,9.9e-05,1.6e-05,6.4e-05,0.03119,0.001,0.00021,0.00076
2429,45.1,48.5,0.00262,8.8e-05,1.3e-05,5.4e-05,0.03194,0.00108,0.00021,0.00078
2429,48.5,52.2,0.0023,7.9e-05,1.2e-05,4.7e-05,0.03447,0.0012,0.00023,0.00084
2429,52.2,56.1,0.001741,6.7e-05,9e-06,3.6e-05,0.03171,0.00123,0.00022,0.00078
2429,56.1,60.3,0.001508,6e-05,8e-06,3.1e-05,0.03337,0.00134,0.00023,0.00082
2430,1.92,2.15,1.597,0.036,0.043,0.045,0.02192,0.00049,0.0006,0.0007
2430,2.15,2.4,1.547,0.031,0.014,0.035,0.02338,0.00047,0.00024,0.00061
2430,2.4,2.67,1.501,0.027,0.011,0.035,0.02523,0.00045,0.00022,0.00065
2430,2.67,2.97,1.24,0.022,0.004,0.026,0.02354,0.00041,0.00013,0.00056
2430,2.97,3.29,1.133,0.018,0.005,0.023,0.02444,0.0004,0.00015,0.00057
2430,3.29,3.64,0.9986,0.0153,0.0028,0.0205,0.02503,0.00039,0.00013,0.00058
2430,3.64,4.02,0.862,0.0129,0.0022,0.0176,0.02534,0.00038,0.00012,0.00058
2430,4.02,4.43,0.7328,0.0106,0.0016,0.0149,0.02562,0.00037,0.00012,0.00059
2430,4.43,4.88,0.6194,0.0085,0.0014,0.0126,0.02577,0.00036,0.00012,0.00059
2430,4.88,5.37,0.5395,0.0071,0.0014,0.011,0.027,0.00036,0.00013,0.00062
2430,5.37,5.9,0.4434,0.0058,0.0013,0.009,0.02678,0.00036,0.00013,0.00062
2430,5.9,6.47,0.3642,0.0048,0.0011,0.0074,0.0268,0.00036,0.00013,0.00062
2430,6.47,7.09,0.3011,0.0039,0.0009,0.0061,0.02696,0.00035,0.00014,0.00062
2430,7.09,7.76,0.2465,0.0032,0.0008,0.005,0.0272,0.00036,0.00014,0.00063
2430,7.76,8.48,0.2076,0.0027,0.0007,0.0042,0.02812,0.00037,0.00014,0.00065
2430,8.48,9.26,0.1668,0.0022,0.0006,0.0034,0.02771,0.00037,0.00014,0.00065
2430,9.26,10.1,0.1406,0.0019,0.0005,0.0029,0.02877,0.0004,0.00015,0.00067
2430,10.1,11.0,0.1133,0.0016,0.0004,0.0023,0.02852,0.00042,0.00016,0.00067
2430,11.0,12.0,0.09511,0.0014,0.00037,0.00194,0.02937,0.00044,0.00016,0.00069
2430,12.0,13.0,0.0768,0.00124,0.00031,0.00156,0.02915,0.00047,0.00016,0.00068
2430,13.0,14.1,0.06299,0.00105,0.00026,0.00128,0.02929,0.00049,0.00017,0.00069
2430,14.1,15.3,0.05265,0.00089,0.00022,0.00107,0.03013,0.00052,0.00017,0.00071
2430,15.3,16.6,0.04247,0.00075,0.00018,0.00087,0.0298,0.00053,0.00017,0.0007
2430,16.6,18.0,0.03596,0.00064,0.00016,0.00073,0.0312,0.00056,0.00018,0.00074
2430,18.0,19.5,0.02968,0.00054,0.00013,0.00061,0.03159,0.00058,0.00019,0.00075
2430,19.5,21.1,0.02303,0.00044,0.0001,0.00047,0.0303,0.00058,0.00018,0.00072
2430,21.1,22.8,0.01917,0.00037,9e-05,0.00039,0.0309,0.0006,0.00018,0.00073
2430,22.8,24.7,0.01651,0.00031,7e-05,0.00034,0.0325,0.00062,0.00019,0.00077
2430,24.7,26.7,0.01296,0.00026,6e-05,0.00026,0.03164,0.00064,0.00019,0.00075
2430,26.7,28.8,0.01057,0.00023,5e-05,0.00022,0.03185,0.00069,0.00019,0.00076
2430,28.8,31.1,0.00882,0.000194,4.1e-05,0.00018,0.03214,0.00072,0.0002,0.00077
2430,31.1,33.5,0.007086,0.000169,3.4e-05,0.000145,0.03193,0.00077,0.0002,0.00077
2430,33.5,36.1,0.005971,0.000149,2.9e-05,0.000122,0.03298,0.00083,0.00021,0.00079
2430,36.1,38.9,0.004814,0.000129,2.4e-05,9.8e-05,0.03253,0.00088,0.0002,0.00078
2430,38.9,41.9,0.003919,0.000112,2e-05,8e-05,0.03243,0.00094,0.00021,0.00078
2430,41.9,45.1,0.003411,0.000101,1.7e-05,7e-05,0.03423,0.00103,0.00022,0.00083
2430,45.1,48.5,0.002655,8.7e-05,1.4e-05,5.4e-05,0.03277,0.00108,0.00021,0.0008
2430,48.5,52.2,0.002243,7.6e-05,1.2e-05,4.6e-05,0.03367,0.00116,0.00022,0.00082
2430,52.2,56.1,0.001745,6.6e-05,9e-06,3.6e-05,0.03216,0.00122,0.00021,0.00079
2430,56.1,60.3,0.001533,5.9e-05,8e-06,3.1e-05,0.03406,0.00133,0.00023,0.00084
2431,1.92,2.15,1.434,0.032,0.013,0.04,0.02173,0.00049,0.00024,0.00069
2431,2.15,2.4,1.466,0.03,0.008,0.034,0.02407,0.00049,0.00019,0.00063
2431,2.4,2.67,1.341,0.025,0.006,0.031,0.02434,0.00046,0.00016,0.00063
2431,2.67,2.97,1.212,0.021,0.003,0.025,0.02454,0.00043,0.00013,0.00058
2431,2.97,3.29,1.115,0.018,0.003,0.023,0.02566,0.00042,0.00013,0.0006
2431,3.29,3.64,0.9532,0.0148,0.0021,0.0195,0.02522,0.00039,0.00012,0.00058
2431,3.64,4.02,0.8107,0.0124,0.0018,0.0165,0.02502,0.00038,0.00012,0.00058
2431,4.02,4.43,0.705,0.0103,0.0016,0.0143,0.0257,0.00038,0.00012,0.00059
2431,4.43,4.88,0.6019,0.0083,0.0014,0.0122,0.02611,0.00036,0.00012,0.0006
2431,4.88,5.37,0.4925,0.0067,0.0013,0.01,0.02559,0.00035,0.00012,0.00059
2431,5.37,5.9,0.4106,0.0056,0.0012,0.0083,0.02566,0.00035,0.00013,0.00059
2431,5.9,6.47,0.352,0.0047,0.001,0.0072,0.02675,0.00036,0.00013,0.00062
2431,6.47,7.09,0.2952,0.0039,0.0009,0.006,0.02729,0.00036,0.00014,0.00063
2431,7.09,7.76,0.2427,0.0032,0.0008,0.005,0.02744,0.00036,0.00014,0.00064
2431,7.76,8.48,0.1987,0.0026,0.0006,0.0041,0.0276,0.00037,0.00014,0.00064
2431,8.48,9.26,0.1664,0.0022,0.0006,0.0034,0.02828,0.00038,0.00015,0.00066
2431,9.26,10.1,0.1369,0.0019,0.0005,0.0028,0.02859,0.0004,0.00015,0.00067
2431,10.1,11.0,0.1097,0.0016,0.0004,0.0022,0.02808,0.00042,0.00015,0.00066
2431,11.0,12.0,0.09027,0.00136,0.00036,0.00184,0.02842,0.00043,0.00016,0.00066
2431,12.0,13.0,0.07578,0.00123,0.00031,0.00154,0.02929,0.00048,0.00017,0.00069
2431,13.0,14.1,0.06423,0.00106,0.00027,0.00131,0.03031,0.0005,0.00017,0.00071
2431,14.1,15.3,0.05259,0.00089,0.00022,0.00107,0.03044,0.00052,0.00018,0.00072
2431,15.3,16.6,0.04285,0.00076,0.00019,0.00087,0.03057,0.00054,0.00018,0.00072
2431,16.6,18.0,0.03424,0.00063,0.00016,0.0007,0.03,0.00056,0.00018,0.00071
2431,18.0,19.5,0.02825,0.00053,0.00013,0.00058,0.03057,0.00058,0.00018,0.00072
2431,19.5,21.1,0.02308,0.00044,0.0001,0.00047,0.03055,0.00059,0.00018,0.00072
2431,21.1,22.8,0.01951,0.00038,9e-05,0.0004,0.03176,0.00062,0.00019,0.00075
2431,22.8,24.7,0.01554,0.00031,7e-05,0.00032,0.03102,0.00062,0.00019,0.00074
2431,24.7,26.7,0.01284,0.00026,6e-05,0.00026,0.03155,0.00065,0.00019,0.00075
2431,26.7,28.8,0.01101,0.00023,5e-05,0.00022,0.03303,0.0007,0.0002,0.00079
2431,28.8,31.1,0.008723,0.000193,4.1e-05,0.000178,0.03209,0.00072,0.0002,0.00077
2431,31.1,33.5,0.007193,0.00017,3.4e-05,0.000147,0.03245,0.00078,0.0002,0.00078
2431,33.5,36.1,0.005876,0.000147,2.8e-05,0.00012,0.03227,0.00082,0.0002,0.00077
2431,36.1,38.9,0.004865,0.000129,2.4e-05,0.0001,0.03225,0.00087,0.0002,0.00078
2431,38.9,41.9,0.003854,0.000111,1.9e-05,7.9e-05,0.03172,0.00093,0.0002,0.00077
2431,41.9,45.1,0.003175,9.7e-05,1.6e-05,6.5e-05,0.03203,0.001,0.00021,0.00078
2431,45.1,48.5,0.002684,8.7e-05,1.4e-05,5.5e-05,0.03293,0.00108,0.00021,0.0008
2431,48.5,52.2,0.002173,7.5e-05,1.1e-05,4.5e-05,0.03274,0.00115,0.00022,0.0008
2431,52.2,56.1,0.001855,6.7e-05,1e-05,3.8e-05,0.03367,0.00124,0.00022,0.00083
2431,56.1,60.3,0.001446,5.7e-05,8e-06,3e-05,0.03221,0.00129,0.00021,0.0008
2432,1.92,2.15,1.49,0.033,0.028,0.042,0.02095,0.00047,0.00041,0.00067
2432,2.15,2.4,1.581,0.031,0.013,0.036,0.02433,0.00048,0.00023,0.00064
2432,2.4,2.67,1.457,0.026,0.007,0.034,0.02491,0.00045,0.00016,0.00065
2432,2.67,2.97,1.303,0.022,0.003,0.027,0.02496,0.00043,0.00011,0.00059
2432,2.97,3.29,1.183,0.019,0.004,0.024,0.02593,0.00042,0.00012,0.00061
2432,3.29,3.64,1.01,0.015,0.002,0.021,0.02551,0.00039,0.00011,0.00059
2432,3.64,4.02,0.8484,0.0128,0.0018,0.0173,0.02524,0.00038,0.0001,0.00058
2432,4.02,4.43,0.7278,0.0106,0.0017,0.0148,0.02562,0.00038,0.00011,0.00059
2432,4.43,4.88,0.6242,0.0085,0.0015,0.0127,0.02613,0.00036,0.00011,0.0006
2432,4.88,5.37,0.5192,0.0069,0.0014,0.0105,0.02611,0.00035,0.00011,0.0006
2432,5.37,5.9,0.4358,0.0058,0.0013,0.0089,0.02657,0.00036,0.00012,0.00061
2432,5.9,6.47,0.3645,0.0048,0.0012,0.0074,0.0269,0.00036,0.00012,0.00062
2432,6.47,7.09,0.2958,0.0039,0.001,0.006,0.02655,0.00035,0.00012,0.00062
2432,7.09,7.76,0.2471,0.0032,0.0008,0.005,0.02733,0.00036,0.00013,0.00063
2432,7.76,8.48,0.2023,0.0027,0.0007,0.0041,0.02741,0.00036,0.00013,0.00064
2432,8.48,9.26,0.1693,0.0023,0.0006,0.0035,0.02823,0.00038,0.00013,0.00066
2432,9.26,10.1,0.1387,0.0019,0.0005,0.0028,0.02853,0.0004,0.00014,0.00067
2432,10.1,11.0,0.1123,0.0016,0.0004,0.0023,0.0282,0.00042,0.00014,0.00066
2432,11.0,12.0,0.0934,0.0014,0.00037,0.00191,0.02902,0.00044,0.00015,0.00068
2432,12.0,13.0,0.07706,0.00125,0.00032,0.00157,0.02936,0.00048,0.00016,0.00069
2432,13.0,14.1,0.06148,0.00104,0.00027,0.00125,0.02871,0.00049,0.00016,0.00067
2432,14.1,15.3,0.05192,0.00089,0.00023,0.00106,0.02966,0.00052,0.00016,0.0007
2432,15.3,16.6,0.04215,0.00075,0.0002,0.00086,0.02961,0.00054,0.00017,0.0007
2432,16.6,18.0,0.03545,0.00065,0.00017,0.00072,0.03075,0.00057,0.00018,0.00073
2432,18.0,19.5,0.02799,0.00053,0.00013,0.00057,0.02988,0.00057,0.00017,0.00071
2432,19.5,21.1,0.02402,0.00046,0.00011,0.00049,0.03169,0.00061,0.00018,0.00075
2432,21.1,22.8,0.02011,0.00039,9e-05,0.00041,0.03229,0.00063,0.00018,0.00077
2432,22.8,24.7,0.01559,0.00031,7e-05,0.00032,0.03084,0.00062,0.00017,0.00073
2432,24.7,26.7,0.01261,0.00026,6e-05,0.00026,0.03095,0.00065,0.00017,0.00074
