N_total_sources,N_BLL,N_FSRQ,Gamma_median_BLL,Gamma_median_FSRQ,Variability_median_BLL,Variability_median_FSRQ,Variability_ratio_BLL_to_A,Variability_ratio_FSRQ_to_A,Variability_ratio_diff_to_A
3407,1379,755,2.0237,2.4494,0.279434,0.648587,0.858,1.992,1.134
