date,rigidity_min_GV,rigidity_max_GV,flux,err_stat,err_time,err_sys
2011-05-20,1.0,1.16,999.8,15.7,10.0,29.3
2011-05-20,1.16,1.33,974.9,7.5,7.1,22.2
2011-05-20,1.33,1.51,914.4,6.7,5.0,17.1
2011-05-20,1.51,1.71,840.4,5.8,3.8,13.5
2011-05-20,1.71,1.92,739.4,4.9,3.1,10.7
2011-05-20,1.92,2.15,630.2,4.1,2.5,8.4
2011-05-20,2.15,2.4,548.9,3.6,2.2,6.9
2011-05-20,2.4,2.67,462.8,3.0,1.8,5.6
2011-05-20,2.67,2.97,392.7,2.5,1.5,4.6
2011-05-20,2.97,3.29,327.8,2.1,1.2,3.7
2011-05-20,3.29,3.64,274.9,1.8,1.0,3.1
2011-05-20,3.64,4.02,224.9,1.4,0.8,2.5
2011-05-20,4.02,4.43,184.4,1.1,0.7,2.0
2011-05-20,4.43,4.88,150.0,0.9,0.6,1.6
2011-05-20,4.88,5.37,121.8,0.8,0.5,1.3
2011-05-20,5.37,5.9,98.97,0.63,0.37,1.08
2011-05-20,5.9,6.47,79.75,0.52,0.3,0.87
2011-05-20,6.47,7.09,64.81,0.42,0.24,0.71
2011-05-20,7.09,7.76,51.83,0.35,0.19,0.57
2011-05-20,7.76,8.48,41.23,0.29,0.15,0.46
2011-05-20,8.48,9.26,33.92,0.25,0.13,0.38
2011-05-20,9.26,10.1,26.69,0.21,0.1,0.3
2011-05-20,10.1,11.0,21.29,0.17,0.08,0.24
2011-05-20,11.0,13.0,15.59,0.1,0.06,0.18
2011-05-20,13.0,16.6,9.228,0.052,0.034,0.108
2011-05-20,16.6,22.8,4.333,0.023,0.016,0.052
2011-05-20,22.8,33.5,1.661,0.009,0.006,0.021
2011-05-20,33.5,48.5,0.5846,0.0047,0.0025,0.0073
2011-05-20,48.5,69.7,0.208,0.0023,0.001,0.0026
2011-05-20,69.7,100.0,0.0763,0.00117,0.00049,0.00101
2011-05-21,1.0,1.16,1012.0,12.0,10.0,30.0
2011-05-21,1.16,1.33,1005.0,7.0,7.0,23.0
2011-05-21,1.33,1.51,927.7,6.4,4.6,17.2
2011-05-21,1.51,1.71,839.6,5.5,3.3,13.4
2011-05-21,1.71,1.92,747.7,4.7,2.6,10.7
2011-05-21,1.92,2.15,648.3,3.9,2.2,8.6
2011-05-21,2.15,2.4,554.0,3.3,1.8,6.9
2011-05-21,2.4,2.67,468.6,2.7,1.5,5.6
2011-05-21,2.67,2.97,394.6,2.2,1.2,4.5
2011-05-21,2.97,3.29,325.7,1.8,1.0,3.6
2011-05-21,3.29,3.64,272.0,1.5,0.8,3.0
2011-05-21,3.64,4.02,225.0,1.2,0.7,2.4
2011-05-21,4.02,4.43,184.6,0.9,0.5,2.0
2011-05-21,4.43,4.88,149.6,0.8,0.4,1.6
2011-05-21,4.88,5.37,122.1,0.6,0.4,1.3
2011-05-21,5.37,5.9,97.74,0.52,0.29,1.04
2011-05-21,5.9,6.47,78.28,0.43,0.23,0.84
2011-05-21,6.47,7.09,63.01,0.35,0.18,0.68
2011-05-21,7.09,7.76,50.56,0.28,0.15,0.54
2011-05-21,7.76,8.48,40.95,0.24,0.12,0.45
2011-05-21,8.48,9.26,32.6,0.2,0.1,0.36
2011-05-21,9.26,10.1,26.28,0.17,0.08,0.29
2011-05-21,10.1,11.0,21.33,0.14,0.06,0.24
2011-05-21,11.0,13.0,15.3,0.08,0.05,0.17
2011-05-21,13.0,16.6,8.96,0.042,0.027,0.103
2011-05-21,16.6,22.8,4.286,0.019,0.013,0.051
2011-05-21,22.8,33.5,1.638,0.008,0.005,0.02
2011-05-21,33.5,48.5,0.571,0.0039,0.002,0.007
2011-05-21,48.5,69.7,0.2056,0.0019,0.0009,0.0026
2011-05-21,69.7,100.0,0.07426,0.00096,0.00043,0.00096
2011-05-22,1.0,1.16,991.9,12.5,9.6,29.0
2011-05-22,1.16,1.33,973.6,6.8,6.6,22.0
2011-05-22,1.33,1.51,888.3,5.8,4.3,16.4
2011-05-22,1.51,1.71,818.4,5.0,3.1,13.0
2011-05-22,1.71,1.92,725.6,4.3,2.4,10.4
2011-05-22,1.92,2.15,626.5,3.6,2.0,8.2
2011-05-22,2.15,2.4,546.9,3.2,1.7,6.8
2011-05-22,2.4,2.67,457.4,2.6,1.3,5.4
2011-05-22,2.67,2.97,387.9,2.1,1.1,4.4
2011-05-22,2.97,3.29,320.3,1.8,0.9,3.5
2011-05-22,3.29,3.64,266.0,1.5,0.7,2.9
2011-05-22,3.64,4.02,221.5,1.2,0.6,2.4
2011-05-22,4.02,4.43,181.5,1.0,0.5,1.9
2011-05-22,4.43,4.88,148.6,0.8,0.4,1.6
2011-05-22,4.88,5.37,121.0,0.6,0.3,1.3
2011-05-22,5.37,5.9,98.81,0.53,0.27,1.04
2011-05-22,5.9,6.47,79.0,0.44,0.21,0.84
2011-05-22,6.47,7.09,64.89,0.35,0.18,0.69
2011-05-22,7.09,7.76,51.6,0.29,0.14,0.55
2011-05-22,7.76,8.48,41.73,0.24,0.11,0.45
2011-05-22,8.48,9.26,33.23,0.2,0.09,0.36
2011-05-22,9.26,10.1,26.75,0.17,0.07,0.29
2011-05-22,10.1,11.0,21.71,0.14,0.06,0.24
2011-05-22,11.0,13.0,15.47,0.08,0.04,0.17
2011-05-22,13.0,16.6,9.114,0.041,0.025,0.104
2011-05-22,16.6,22.8,4.311,0.018,0.012,0.051
2011-05-22,22.8,33.5,1.655,0.007,0.005,0.02
2011-05-22,33.5,48.5,0.5773,0.0037,0.0019,0.0071
2011-05-22,48.5,69.7,0.2085,0.0018,0.0008,0.0026
2011-05-22,69.7,100.0,0.07271,0.00089,0.0004,0.00094
2011-05-23,1.0,1.16,1009.0,12.0,10.0,29.0
2011-05-23,1.16,1.33,987.2,6.0,6.7,22.3
2011-05-23,1.33,1.51,905.4,5.2,4.4,16.8
2011-05-23,1.51,1.71,833.2,4.5,3.2,13.3
2011-05-23,1.71,1.92,731.1,3.7,2.5,10.4
2011-05-23,1.92,2.15,652.2,3.1,2.1,8.6
2011-05-23,2.15,2.4,551.5,2.7,1.7,6.8
2011-05-23,2.4,2.67,470.1,2.2,1.4,5.5
2011-05-23,2.67,2.97,394.0,1.8,1.1,4.5
2011-05-23,2.97,3.29,327.3,1.5,0.9,3.6
2011-05-23,3.29,3.64,272.1,1.3,0.7,3.0
2011-05-23,3.64,4.02,225.6,1.0,0.6,2.4
2011-05-23,4.02,4.43,184.5,0.8,0.5,2.0
2011-05-23,4.43,4.88,149.4,0.7,0.4,1.6
2011-05-23,4.88,5.37,121.7,0.6,0.3,1.3
2011-05-23,5.37,5.9,99.34,0.48,0.27,1.05
2011-05-23,5.9,6.47,79.74,0.4,0.21,0.85
2011-05-23,6.47,7.09,63.99,0.33,0.17,0.68
2011-05-23,7.09,7.76,51.85,0.27,0.14,0.55
2011-05-23,7.76,8.48,41.41,0.22,0.11,0.45
2011-05-23,8.48,9.26,33.01,0.19,0.09,0.36
2011-05-23,9.26,10.1,27.01,0.16,0.07,0.29
2011-05-23,10.1,11.0,21.65,0.14,0.06,0.24
2011-05-23,11.0,13.0,15.6,0.08,0.04,0.17
2011-05-23,13.0,16.6,9.088,0.04,0.025,0.104
2011-05-23,16.6,22.8,4.248,0.018,0.012,0.05
2011-05-23,22.8,33.5,1.644,0.008,0.005,0.02
2011-05-23,33.5,48.5,0.5721,0.0037,0.0019,0.007
2011-05-23,48.5,69.7,0.2066,0.0019,0.0008,0.0025
2011-05-23,69.7,100.0,0.07524,0.00092,0.00042,0.00097
2011-05-24,1.0,1.16,1046.0,12.0,10.0,31.0
2011-05-24,1.16,1.33,999.7,7.6,6.9,22.6
2011-05-24,1.33,1.51,924.2,6.4,4.6,17.1
2011-05-24,1.51,1.71,835.2,5.5,3.3,13.3
2011-05-24,1.71,1.92,748.2,4.8,2.6,10.7
2011-05-24,1.92,2.15,650.1,4.1,2.1,8.6
2011-05-24,2.15,2.4,549.2,3.5,1.7,6.8
2011-05-24,2.4,2.67,470.8,2.9,1.4,5.6
2011-05-24,2.67,2.97,390.8,2.3,1.2,4.5
2011-05-24,2.97,3.29,328.1,2.0,1.0,3.6
2011-05-24,3.29,3.64,268.8,1.6,0.8,2.9
2011-05-24,3.64,4.02,223.5,1.3,0.6,2.4
2011-05-24,4.02,4.43,185.0,1.0,0.5,2.0
2011-05-24,4.43,4.88,151.0,0.8,0.4,1.6
2011-05-24,4.88,5.37,122.2,0.7,0.3,1.3
2011-05-24,5.37,5.9,98.79,0.56,0.28,1.05
2011-05-24,5.9,6.47,79.81,0.46,0.23,0.85
2011-05-24,6.47,7.09,64.34,0.38,0.18,0.69
2011-05-24,7.09,7.76,51.86,0.31,0.15,0.56
2011-05-24,7.76,8.48,41.75,0.26,0.12,0.45
2011-05-24,8.48,9.26,33.06,0.21,0.09,0.36
2011-05-24,9.26,10.1,26.72,0.18,0.08,0.29
2011-05-24,10.1,11.0,21.88,0.15,0.06,0.24
2011-05-24,11.0,13.0,15.72,0.08,0.04,0.18
2011-05-24,13.0,16.6,9.091,0.044,0.026,0.104
2011-05-24,16.6,22.8,4.345,0.02,0.013,0.051
2011-05-24,22.8,33.5,1.672,0.008,0.005,0.02
2011-05-24,33.5,48.5,0.5803,0.0039,0.002,0.0071
2011-05-24,48.5,69.7,0.2109,0.002,0.0009,0.0026
2011-05-24,69.7,100.0,0.07645,0.00098,0.00043,0.00099
2011-05-25,1.0,1.16,986.2,10.7,9.7,28.9
2011-05-25,1.16,1.33,986.1,6.0,7.0,22.4
2011-05-25,1.33,1.51,917.2,5.2,4.8,17.1
2011-05-25,1.51,1.71,832.1,4.5,3.5,13.3
2011-05-25,1.71,1.92,734.4,3.8,2.7,10.6
2011-05-25,1.92,2.15,639.0,3.2,2.3,8.5
2011-05-25,2.15,2.4,546.7,2.8,1.9,6.8
2011-05-25,2.4,2.67,466.6,2.3,1.6,5.6
2011-05-25,2.67,2.97,389.0,1.8,1.3,4.5
2011-05-25,2.97,3.29,327.9,1.6,1.1,3.7
2011-05-25,3.29,3.64,270.1,1.3,0.9,3.0
2011-05-25,3.64,4.02,223.9,1.0,0.7,2.4
2011-05-25,4.02,4.43,184.6,0.8,0.6,2.0
2011-05-25,4.43,4.88,150.4,0.7,0.5,1.6
2011-05-25,4.88,5.37,122.0,0.5,0.4,1.3
2011-05-25,5.37,5.9,99.47,0.45,0.31,1.06
2011-05-25,5.9,6.47,79.47,0.37,0.25,0.86
2011-05-25,6.47,7.09,64.07,0.3,0.2,0.69
2011-05-25,7.09,7.76,51.8,0.25,0.16,0.56
2011-05-25,7.76,8.48,41.54,0.2,0.13,0.45
2011-05-25,8.48,9.26,33.69,0.17,0.11,0.37
2011-05-25,9.26,10.1,26.82,0.14,0.08,0.3
2011-05-25,10.1,11.0,21.53,0.12,0.07,0.24
2011-05-25,11.0,13.0,15.71,0.07,0.05,0.18
2011-05-25,13.0,16.6,9.118,0.035,0.029,0.105
2011-05-25,16.6,22.8,4.325,0.016,0.014,0.051
2011-05-25,22.8,33.5,1.655,0.007,0.006,0.02
2011-05-25,33.5,48.5,0.5817,0.0033,0.0022,0.0072
2011-05-25,48.5,69.7,0.2061,0.0016,0.0009,0.0026
2011-05-25,69.7,100.0,0.07556,0.00081,0.00045,0.00099
2011-05-26,1.0,1.16,1012.0,12.0,10.0,30.0
2011-05-26,1.16,1.33,991.2,6.4,7.2,22.6
2011-05-26,1.33,1.51,928.9,5.6,5.1,17.3
2011-05-26,1.51,1.71,846.9,4.9,3.8,13.6
2011-05-26,1.71,1.92,747.7,4.1,3.0,10.8
2011-05-26,1.92,2.15,635.6,3.5,2.5,8.5
2011-05-26,2.15,2.4,557.1,3.0,2.1,7.0
2011-05-26,2.4,2.67,464.2,2.5,1.7,5.6
2011-05-26,2.67,2.97,390.5,2.0,1.4,4.5
2011-05-26,2.97,3.29,325.6,1.7,1.2,3.7
2011-05-26,3.29,3.64,269.8,1.4,1.0,3.0
2011-05-26,3.64,4.02,225.3,1.1,0.8,2.5
2011-05-26,4.02,4.43,186.1,0.9,0.7,2.0
2011-05-26,4.43,4.88,151.1,0.8,0.5,1.6
2011-05-26,4.88,5.37,123.2,0.6,0.4,1.3
2011-05-26,5.37,5.9,98.77,0.5,0.35,1.07
2011-05-26,5.9,6.47,80.32,0.41,0.28,0.87
2011-05-26,6.47,7.09,64.01,0.33,0.22,0.7
2011-05-26,7.09,7.76,51.72,0.27,0.18,0.57
2011-05-26,7.76,8.48,41.35,0.22,0.14,0.46
2011-05-26,8.48,9.26,33.52,0.19,0.12,0.37
2011-05-26,9.26,10.1,26.97,0.16,0.09,0.3
2011-05-26,10.1,11.0,21.61,0.13,0.08,0.24
2011-05-26,11.0,13.0,15.65,0.07,0.05,0.18
2011-05-26,13.0,16.6,9.098,0.038,0.032,0.106
2011-05-26,16.6,22.8,4.287,0.017,0.015,0.051
2011-05-26,22.8,33.5,1.645,0.007,0.006,0.02
2011-05-26,33.5,48.5,0.5742,0.0035,0.0023,0.0072
2011-05-26,48.5,69.7,0.2064,0.0018,0.001,0.0026
2011-05-26,69.7,100.0,0.07378,0.00087,0.00046,0.00097
2011-05-27,1.0,1.16,1029.0,12.0,11.0,30.0
2011-05-27,1.16,1.33,1012.0,7.0,8.0,23.0
2011-05-27,1.33,1.51,935.2,6.3,5.6,17.6
2011-05-27,1.51,1.71,836.4,5.4,4.2,13.6
2011-05-27,1.71,1.92,742.1,4.5,3.4,10.8
2011-05-27,1.92,2.15,642.2,3.7,2.9,8.7
2011-05-27,2.15,2.4,547.4,3.2,2.4,7.0
2011-05-27,2.4,2.67,460.2,2.6,2.0,5.6
2011-05-27,2.67,2.97,387.5,2.1,1.6,4.6
2011-05-27,2.97,3.29,324.4,1.8,1.4,3.7
2011-05-27,3.29,3.64,266.4,1.5,1.1,3.0
2011-05-27,3.64,4.02,224.5,1.2,0.9,2.5
2011-05-27,4.02,4.43,185.7,1.0,0.8,2.1
2011-05-27,4.43,4.88,149.1,0.8,0.6,1.6
2011-05-27,4.88,5.37,122.2,0.7,0.5,1.3
2011-05-27,5.37,5.9,97.79,0.55,0.4,1.08
2011-05-27,5.9,6.47,79.21,0.45,0.33,0.88
2011-05-27,6.47,7.09,64.69,0.37,0.27,0.72
2011-05-27,7.09,7.76,50.88,0.3,0.21,0.57
2011-05-27,7.76,8.48,41.43,0.25,0.17,0.47
2011-05-27,8.48,9.26,33.11,0.21,0.14,0.38
2011-05-27,9.26,10.1,26.66,0.18,0.11,0.3
2011-05-27,10.1,11.0,21.76,0.15,0.09,0.25
2011-05-27,11.0,13.0,15.65,0.08,0.06,0.18
2011-05-27,13.0,16.6,9.141,0.043,0.038,0.108
2011-05-27,16.6,22.8,4.309,0.019,0.018,0.052
2011-05-27,22.8,33.5,1.658,0.008,0.007,0.021
2011-05-27,33.5,48.5,0.5824,0.0039,0.0027,0.0074
2011-05-27,48.5,69.7,0.206,0.0019,0.0011,0.0026
2011-05-27,69.7,100.0,0.07381,0.00095,0.00049,0.00099
2011-05-28,1.0,1.16,1001.0,15.0,10.0,30.0
2011-05-28,1.16,1.33,981.4,6.8,7.7,22.5
2011-05-28,1.33,1.51,915.6,5.8,5.6,17.3
2011-05-28,1.51,1.71,812.4,4.9,4.2,13.2
2011-05-28,1.71,1.92,725.6,4.2,3.5,10.7
2011-05-28,1.92,2.15,633.1,3.5,3.0,8.6
2011-05-28,2.15,2.4,540.8,3.0,2.5,7.0
2011-05-28,2.4,2.67,454.3,2.4,2.1,5.6
2011-05-28,2.67,2.97,380.6,2.0,1.7,4.5
2011-05-28,2.97,3.29,322.2,1.7,1.4,3.7
2011-05-28,3.29,3.64,266.3,1.4,1.2,3.0
2011-05-28,3.64,4.02,220.2,1.1,1.0,2.5
2011-05-28,4.02,4.43,181.9,0.8,0.8,2.0
2011-05-28,4.43,4.88,148.4,0.7,0.6,1.7
2011-05-28,4.88,5.37,121.3,0.6,0.5,1.3
2011-05-28,5.37,5.9,96.92,0.45,0.42,1.08
2011-05-28,5.9,6.47,79.18,0.38,0.35,0.89
2011-05-28,6.47,7.09,63.65,0.3,0.28,0.71
2011-05-28,7.09,7.76,51.33,0.25,0.22,0.58
2011-05-28,7.76,8.48,41.36,0.21,0.18,0.47
2011-05-28,8.48,9.26,33.36,0.17,0.15,0.38
2011-05-28,9.26,10.1,26.79,0.15,0.12,0.31
2011-05-28,10.1,11.0,21.67,0.12,0.09,0.25
2011-05-28,11.0,13.0,15.57,0.07,0.07,0.18
2011-05-28,13.0,16.6,9.187,0.037,0.04,0.11
2011-05-28,16.6,22.8,4.333,0.016,0.019,0.053
2011-05-28,22.8,33.5,1.656,0.007,0.008,0.021
2011-05-28,33.5,48.5,0.586,0.0033,0.0028,0.0075
2011-05-28,48.5,69.7,0.2102,0.0016,0.0012,0.0027
2011-05-28,69.7,100.0,0.0742,0.0008,0.0005,0.001
2011-05-29,1.0,1.16,963.0,16.9,10.1,28.4
2011-05-29,1.16,1.33,935.1,6.8,7.4,21.5
2011-05-29,1.33,1.51,869.3,6.0,5.5,16.4
2011-05-29,1.51,1.71,788.3,5.2,4.2,12.9
2011-05-29,1.71,1.92,707.7,4.6,3.5,10.4
2011-05-29,1.92,2.15,615.6,3.8,3.0,8.4
2011-05-29,2.15,2.4,528.4,3.3,2.5,6.8
2011-05-29,2.4,2.67,445.6,2.6,2.1,5.5
2011-05-29,2.67,2.97,371.4,2.1,1.7,4.4
2011-05-29,2.97,3.29,313.2,1.8,1.4,3.6
2011-05-29,3.29,3.64,258.5,1.4,1.2,3.0
2011-05-29,3.64,4.02,211.0,1.1,1.0,2.4
2011-05-29,4.02,4.43,176.4,0.9,0.8,2.0
2011-05-29,4.43,4.88,145.2,0.7,0.7,1.6
2011-05-29,4.88,5.37,118.0,0.6,0.5,1.3
2011-05-29,5.37,5.9,96.77,0.49,0.44,1.08
2011-05-29,5.9,6.47,78.38,0.4,0.35,0.88
2011-05-29,6.47,7.09,62.72,0.32,0.28,0.71
2011-05-29,7.09,7.76,51.08,0.26,0.23,0.58
2011-05-29,7.76,8.48,41.14,0.22,0.19,0.47
2011-05-29,8.48,9.26,32.97,0.18,0.15,0.38
2011-05-29,9.26,10.1,26.74,0.15,0.12,0.31
2011-05-29,10.1,11.0,21.68,0.13,0.1,0.25
2011-05-29,11.0,13.0,15.51,0.07,0.07,0.18
2011-05-29,13.0,16.6,9.058,0.038,0.041,0.109
2011-05-29,16.6,22.8,4.295,0.017,0.02,0.053
2011-05-29,22.8,33.5,1.651,0.007,0.008,0.021
2011-05-29,33.5,48.5,0.5791,0.0035,0.0029,0.0074
2011-05-29,48.5,69.7,0.2047,0.0018,0.0011,0.0027
2011-05-29,69.7,100.0,0.07533,0.00088,0.00052,0.00102
2011-05-30,1.0,1.16,945.3,7.0,10.0,27.9
2011-05-30,1.16,1.33,923.4,6.1,7.4,21.2
2011-05-30,1.33,1.51,856.3,5.1,5.4,16.2
2011-05-30,1.51,1.71,789.5,4.3,4.2,12.9
2011-05-30,1.71,1.92,701.5,3.6,3.5,10.3
2011-05-30,1.92,2.15,615.3,3.0,3.0,8.4
2011-05-30,2.15,2.4,524.0,2.6,2.5,6.8
2011-05-30,2.4,2.67,446.7,2.1,2.1,5.5
2011-05-30,2.67,2.97,374.2,1.7,1.7,4.5
2011-05-30,2.97,3.29,315.8,1.5,1.5,3.7
2011-05-30,3.29,3.64,263.5,1.3,1.2,3.0
2011-05-30,3.64,4.02,218.4,1.0,1.0,2.5
2011-05-30,4.02,4.43,180.1,0.8,0.8,2.0
2011-05-30,4.43,4.88,148.2,0.7,0.7,1.7
2011-05-30,4.88,5.37,120.8,0.5,0.5,1.3
2011-05-30,5.37,5.9,98.58,0.44,0.45,1.1
2011-05-30,5.9,6.47,79.28,0.36,0.36,0.89
2011-05-30,6.47,7.09,63.56,0.29,0.29,0.72
2011-05-30,7.09,7.76,51.6,0.24,0.23,0.58
2011-05-30,7.76,8.48,41.57,0.2,0.19,0.47
2011-05-30,8.48,9.26,33.49,0.17,0.15,0.39
2011-05-30,9.26,10.1,27.07,0.14,0.12,0.31
2011-05-30,10.1,11.0,21.66,0.12,0.1,0.25
2011-05-30,11.0,13.0,15.69,0.07,0.07,0.18
2011-05-30,13.0,16.6,9.155,0.034,0.042,0.11
2011-05-30,16.6,22.8,4.322,0.015,0.02,0.053
2011-05-30,22.8,33.5,1.67,0.006,0.008,0.021
2011-05-30,33.5,48.5,0.5816,0.0032,0.0029,0.0075
2011-05-30,48.5,69.7,0.2118,0.0016,0.0012,0.0027
2011-05-30,69.7,100.0,0.07657,0.0008,0.00053,0.00104
2011-05-31,1.0,1.16,958.0,6.5,10.0,28.3
2011-05-31,1.16,1.33,922.0,5.4,7.3,21.2
2011-05-31,1.33,1.51,855.5,4.7,5.3,16.2
2011-05-31,1.51,1.71,782.2,4.1,4.1,12.8
2011-05-31,1.71,1.92,690.0,3.4,3.4,10.1
2011-05-31,1.92,2.15,612.7,2.9,2.9,8.3
2011-05-31,2.15,2.4,526.4,2.5,2.5,6.8
2011-05-31,2.4,2.67,449.5,2.0,2.1,5.5
2011-05-31,2.67,2.97,375.8,1.6,1.7,4.5
2011-05-31,2.97,3.29,315.8,1.4,1.4,3.7
2011-05-31,3.29,3.64,262.0,1.1,1.2,3.0
2011-05-31,3.64,4.02,218.9,0.9,1.0,2.5
2011-05-31,4.02,4.43,178.9,0.7,0.8,2.0
2011-05-31,4.43,4.88,148.3,0.6,0.7,1.7
2011-05-31,4.88,5.37,121.0,0.5,0.5,1.3
2011-05-31,5.37,5.9,97.07,0.4,0.43,1.08
2011-05-31,5.9,6.47,78.75,0.33,0.35,0.88
2011-05-31,6.47,7.09,63.34,0.27,0.28,0.71
2011-05-31,7.09,7.76,51.08,0.22,0.23,0.57
2011-05-31,7.76,8.48,41.08,0.19,0.18,0.47
2011-05-31,8.48,9.26,33.15,0.16,0.15,0.38
2011-05-31,9.26,10.1,26.77,0.13,0.12,0.31
2011-05-31,10.1,11.0,21.39,0.11,0.09,0.25
2011-05-31,11.0,13.0,15.62,0.06,0.07,0.18
2011-05-31,13.0,16.6,9.101,0.032,0.04,0.109
2011-05-31,16.6,22.8,4.327,0.014,0.019,0.053
2011-05-31,22.8,33.5,1.658,0.006,0.008,0.021
2011-05-31,33.5,48.5,0.5851,0.0031,0.0029,0.0075
2011-05-31,48.5,69.7,0.2098,0.0016,0.0012,0.0027
2011-05-31,69.7,100.0,0.0766,0.00078,0.00052,0.00103
2011-06-01,1.0,1.16,946.5,6.0,9.4,27.7
2011-06-01,1.16,1.33,915.6,5.2,6.6,20.8
2011-06-01,1.33,1.51,864.8,4.5,4.6,16.1
2011-06-01,1.51,1.71,798.2,3.8,3.4,12.8
2011-06-01,1.71,1.92,700.2,3.2,2.7,10.1
2011-06-01,1.92,2.15,615.4,2.8,2.2,8.2
2011-06-01,2.15,2.4,526.6,2.4,1.8,6.6
2011-06-01,2.4,2.67,451.9,2.0,1.5,5.4
2011-06-01,2.67,2.97,378.9,1.6,1.2,4.3
2011-06-01,2.97,3.29,318.5,1.4,1.0,3.6
2011-06-01,3.29,3.64,265.4,1.2,0.8,2.9
2011-06-01,3.64,4.02,218.3,0.9,0.7,2.4
2011-06-01,4.02,4.43,181.3,0.7,0.6,2.0
2011-06-01,4.43,4.88,147.2,0.6,0.4,1.6
2011-06-01,4.88,5.37,120.0,0.5,0.4,1.3
2011-06-01,5.37,5.9,97.6,0.41,0.3,1.04
2011-06-01,5.9,6.47,78.98,0.34,0.24,0.85
2011-06-01,6.47,7.09,63.3,0.28,0.19,0.68
2011-06-01,7.09,7.76,51.32,0.23,0.16,0.55
2011-06-01,7.76,8.48,41.69,0.19,0.13,0.45
2011-06-01,8.48,9.26,33.1,0.16,0.1,0.36
2011-06-01,9.26,10.1,27.06,0.14,0.08,0.3
2011-06-01,10.1,11.0,21.76,0.11,0.07,0.24
2011-06-01,11.0,13.0,15.73,0.06,0.05,0.18
2011-06-01,13.0,16.6,9.169,0.033,0.028,0.106
2011-06-01,16.6,22.8,4.351,0.015,0.014,0.052
2011-06-01,22.8,33.5,1.688,0.006,0.006,0.021
2011-06-01,33.5,48.5,0.5947,0.0032,0.0021,0.0073
2011-06-01,48.5,69.7,0.2091,0.0016,0.0009,0.0026
2011-06-01,69.7,100.0,0.07767,0.00079,0.00043,0.001
2011-06-02,1.0,1.16,979.8,6.2,10.0,28.8
2011-06-02,1.16,1.33,949.5,5.2,7.2,21.7
2011-06-02,1.33,1.51,888.7,4.5,5.2,16.7
2011-06-02,1.51,1.71,807.4,3.9,4.0,13.1
2011-06-02,1.71,1.92,712.5,3.3,3.2,10.4
2011-06-02,1.92,2.15,618.5,2.7,2.7,8.3
2011-06-02,2.15,2.4,533.7,2.3,2.3,6.8
2011-06-02,2.4,2.67,456.8,1.9,1.9,5.5
2011-06-02,2.67,2.97,382.4,1.6,1.5,4.5
2011-06-02,2.97,3.29,320.2,1.3,1.3,3.7
2011-06-02,3.29,3.64,268.5,1.1,1.1,3.0
2011-06-02,3.64,4.02,220.1,0.9,0.9,2.4
2011-06-02,4.02,4.43,181.4,0.7,0.7,2.0
2011-06-02,4.43,4.88,148.9,0.6,0.6,1.6
2011-06-02,4.88,5.37,121.0,0.5,0.5,1.3
2011-06-02,5.37,5.9,97.74,0.39,0.38,1.07
2011-06-02,5.9,6.47,79.43,0.32,0.31,0.87
2011-06-02,6.47,7.09,63.89,0.26,0.25,0.7
2011-06-02,7.09,7.76,51.67,0.22,0.2,0.57
2011-06-02,7.76,8.48,41.79,0.18,0.16,0.47
2011-06-02,8.48,9.26,33.4,0.15,0.13,0.38
2011-06-02,9.26,10.1,26.86,0.13,0.1,0.3
2011-06-02,10.1,11.0,21.35,0.11,0.08,0.24
2011-06-02,11.0,13.0,15.71,0.06,0.06,0.18
2011-06-02,13.0,16.6,9.203,0.032,0.036,0.108
2011-06-02,16.6,22.8,4.389,0.014,0.017,0.053
2011-06-02,22.8,33.5,1.694,0.006,0.007,0.021
2011-06-02,33.5,48.5,0.5919,0.0031,0.0026,0.0075
2011-06-02,48.5,69.7,0.2099,0.0015,0.0011,0.0027
2011-06-02,69.7,100.0,0.07676,0.00076,0.00049,0.00102
2011-06-03,1.0,1.16,959.5,6.1,9.7,28.2
2011-06-03,1.16,1.33,930.2,5.3,6.9,21.2
2011-06-03,1.33,1.51,874.1,4.5,5.0,16.4
2011-06-03,1.51,1.71,800.6,3.9,3.7,12.9
2011-06-03,1.71,1.92,709.7,3.3,3.0,10.3
2011-06-03,1.92,2.15,618.5,2.8,2.5,8.3
2011-06-03,2.15,2.4,536.6,2.4,2.1,6.8
2011-06-03,2.4,2.67,453.0,2.0,1.7,5.5
2011-06-03,2.67,2.97,381.9,1.6,1.4,4.4
2011-06-03,2.97,3.29,318.4,1.4,1.2,3.6
2011-06-03,3.29,3.64,266.4,1.2,1.0,3.0
2011-06-03,3.64,4.02,222.3,0.9,0.8,2.4
2011-06-03,4.02,4.43,182.8,0.8,0.6,2.0
2011-06-03,4.43,4.88,148.8,0.6,0.5,1.6
2011-06-03,4.88,5.37,121.3,0.5,0.4,1.3
2011-06-03,5.37,5.9,98.49,0.45,0.35,1.06
2011-06-03,5.9,6.47,80.14,0.37,0.28,0.87
2011-06-03,6.47,7.09,64.84,0.31,0.23,0.71
2011-06-03,7.09,7.76,51.93,0.26,0.18,0.57
2011-06-03,7.76,8.48,41.93,0.22,0.15,0.46
2011-06-03,8.48,9.26,33.86,0.18,0.12,0.38
2011-06-03,9.26,10.1,27.26,0.15,0.1,0.3
2011-06-03,10.1,11.0,21.63,0.13,0.08,0.24
2011-06-03,11.0,13.0,15.68,0.07,0.06,0.18
2011-06-03,13.0,16.6,9.258,0.038,0.033,0.108
