date,rigidity_min_GV,rigidity_max_GV,flux,err_stat,err_time,err_sys
2014-04-01,5.9,6.47,74.52,0.27,0.17,0.79
2014-04-01,6.47,7.09,60.81,0.23,0.14,0.64
2014-04-01,7.09,7.76,49.22,0.19,0.11,0.52
2014-04-01,7.76,8.48,40.24,0.16,0.09,0.43
2014-04-01,8.48,9.26,32.52,0.13,0.08,0.35
2014-04-01,9.26,10.1,26.13,0.11,0.06,0.28
2014-04-01,10.1,11.0,21.26,0.1,0.05,0.23
2014-04-01,11.0,13.0,15.55,0.05,0.04,0.17
2014-04-01,13.0,16.6,9.09,0.028,0.021,0.103
2014-04-01,16.6,22.8,4.325,0.013,0.01,0.05
2014-04-01,22.8,33.5,1.672,0.006,0.004,0.02
2014-04-01,33.5,48.5,0.5804,0.0028,0.0015,0.007
2014-04-01,48.5,69.7,0.2056,0.0014,0.0006,0.0025
2014-04-01,69.7,100.0,0.077,0.0007,0.00024,0.00093
2014-04-02,1.0,1.16,424.0,3.4,8.0,14.2
2014-04-02,1.16,1.33,445.7,3.1,5.3,11.0
2014-04-02,1.33,1.51,453.5,2.8,3.2,8.7
2014-04-02,1.51,1.71,445.3,2.4,1.9,7.1
2014-04-02,1.71,1.92,429.8,2.1,1.4,6.1
2014-04-02,1.92,2.15,401.2,1.9,1.2,5.3
2014-04-02,2.15,2.4,364.6,1.7,1.0,4.5
2014-04-02,2.4,2.67,326.8,1.4,0.9,3.8
2014-04-02,2.67,2.97,288.7,1.1,0.7,3.3
2014-04-02,2.97,3.29,254.6,1.0,0.6,2.8
2014-04-02,3.29,3.64,217.0,0.8,0.5,2.3
2014-04-02,3.64,4.02,185.8,0.7,0.4,2.0
2014-04-02,4.02,4.43,156.3,0.6,0.4,1.7
2014-04-02,4.43,4.88,131.4,0.5,0.3,1.4
2014-04-02,4.88,5.37,109.5,0.4,0.3,1.1
2014-04-02,5.37,5.9,91.51,0.33,0.21,0.96
2014-04-02,5.9,6.47,74.59,0.27,0.17,0.79
2014-04-02,6.47,7.09,61.0,0.23,0.14,0.64
2014-04-02,7.09,7.76,49.48,0.19,0.11,0.52
2014-04-02,7.76,8.48,40.06,0.16,0.09,0.43
2014-04-02,8.48,9.26,32.45,0.13,0.08,0.35
2014-04-02,9.26,10.1,26.18,0.11,0.06,0.28
2014-04-02,10.1,11.0,21.26,0.1,0.05,0.23
2014-04-02,11.0,13.0,15.52,0.05,0.04,0.17
2014-04-02,13.0,16.6,9.077,0.028,0.021,0.103
2014-04-02,16.6,22.8,4.329,0.013,0.01,0.05
2014-04-02,22.8,33.5,1.672,0.006,0.004,0.02
2014-04-02,33.5,48.5,0.5864,0.0028,0.0015,0.0071
2014-04-02,48.5,69.7,0.2111,0.0014,0.0006,0.0025
2014-04-02,69.7,100.0,0.07518,0.00068,0.00023,0.0009
2014-04-03,1.0,1.16,419.4,3.4,7.9,14.0
2014-04-03,1.16,1.33,450.2,3.1,5.3,11.1
2014-04-03,1.33,1.51,452.4,2.8,3.2,8.7
2014-04-03,1.51,1.71,453.6,2.5,1.9,7.3
2014-04-03,1.71,1.92,433.1,2.2,1.4,6.2
2014-04-03,1.92,2.15,400.5,1.9,1.2,5.2
2014-04-03,2.15,2.4,366.8,1.7,1.0,4.5
2014-04-03,2.4,2.67,327.9,1.4,0.9,3.8
2014-04-03,2.67,2.97,289.1,1.2,0.7,3.3
2014-04-03,2.97,3.29,251.7,1.0,0.6,2.8
2014-04-03,3.29,3.64,218.6,0.9,0.5,2.4
2014-04-03,3.64,4.02,186.3,0.7,0.4,2.0
2014-04-03,4.02,4.43,157.3,0.6,0.4,1.7
2014-04-03,4.43,4.88,132.0,0.5,0.3,1.4
2014-04-03,4.88,5.37,109.3,0.4,0.3,1.1
2014-04-03,5.37,5.9,90.18,0.33,0.21,0.94
2014-04-03,5.9,6.47,74.65,0.27,0.17,0.79
2014-04-03,6.47,7.09,60.92,0.23,0.14,0.64
2014-04-03,7.09,7.76,49.49,0.19,0.11,0.52
2014-04-03,7.76,8.48,40.47,0.16,0.09,0.43
2014-04-03,8.48,9.26,32.56,0.13,0.07,0.35
2014-04-03,9.26,10.1,26.47,0.11,0.06,0.29
2014-04-03,10.1,11.0,21.37,0.1,0.05,0.23
2014-04-03,11.0,13.0,15.52,0.05,0.04,0.17
2014-04-03,13.0,16.6,9.122,0.028,0.021,0.104
2014-04-03,16.6,22.8,4.315,0.013,0.01,0.05
2014-04-03,22.8,33.5,1.674,0.006,0.004,0.02
2014-04-03,33.5,48.5,0.5858,0.0028,0.0015,0.0071
2014-04-03,48.5,69.7,0.208,0.0014,0.0006,0.0025
2014-04-03,69.7,100.0,0.07572,0.00069,0.00023,0.00091
2014-04-04,1.0,1.16,419.1,3.5,7.9,14.0
2014-04-04,1.16,1.33,437.5,2.9,5.2,10.8
2014-04-04,1.33,1.51,454.0,2.7,3.2,8.7
2014-04-04,1.51,1.71,451.4,2.4,1.9,7.2
2014-04-04,1.71,1.92,424.6,2.1,1.3,6.0
2014-04-04,1.92,2.15,399.4,1.8,1.1,5.2
2014-04-04,2.15,2.4,365.6,1.6,1.0,4.5
2014-04-04,2.4,2.67,326.6,1.4,0.8,3.8
2014-04-04,2.67,2.97,287.2,1.2,0.7,3.2
2014-04-04,2.97,3.29,251.5,1.0,0.6,2.8
2014-04-04,3.29,3.64,217.6,0.8,0.5,2.3
2014-04-04,3.64,4.02,185.6,0.7,0.4,2.0
2014-04-04,4.02,4.43,157.2,0.6,0.4,1.7
2014-04-04,4.43,4.88,131.3,0.5,0.3,1.4
2014-04-04,4.88,5.37,109.1,0.4,0.2,1.1
2014-04-04,5.37,5.9,89.94,0.32,0.2,0.94
2014-04-04,5.9,6.47,74.58,0.27,0.17,0.79
2014-04-04,6.47,7.09,60.58,0.22,0.14,0.64
2014-04-04,7.09,7.76,49.29,0.19,0.11,0.52
2014-04-04,7.76,8.48,40.4,0.16,0.09,0.43
2014-04-04,8.48,9.26,32.4,0.13,0.07,0.35
2014-04-04,9.26,10.1,26.38,0.11,0.06,0.29
2014-04-04,10.1,11.0,21.43,0.1,0.05,0.23
2014-04-04,11.0,13.0,15.56,0.05,0.04,0.17
2014-04-04,13.0,16.6,9.118,0.028,0.021,0.103
2014-04-04,16.6,22.8,4.331,0.013,0.01,0.05
2014-04-04,22.8,33.5,1.664,0.006,0.004,0.02
2014-04-04,33.5,48.5,0.5844,0.0028,0.0015,0.0071
2014-04-04,48.5,69.7,0.206,0.0014,0.0006,0.0025
2014-04-04,69.7,100.0,0.07461,0.00068,0.00023,0.0009
2014-04-05,1.0,1.16,417.4,3.4,7.9,14.0
2014-04-05,1.16,1.33,447.1,3.1,5.3,11.0
2014-04-05,1.33,1.51,452.1,2.8,3.2,8.7
2014-04-05,1.51,1.71,452.8,2.5,1.9,7.3
2014-04-05,1.71,1.92,430.9,2.2,1.4,6.1
2014-04-05,1.92,2.15,401.5,1.9,1.2,5.3
2014-04-05,2.15,2.4,367.2,1.7,1.0,4.5
2014-04-05,2.4,2.67,328.2,1.4,0.8,3.8
2014-04-05,2.67,2.97,288.1,1.2,0.7,3.3
2014-04-05,2.97,3.29,252.2,1.0,0.6,2.8
2014-04-05,3.29,3.64,216.7,0.9,0.5,2.3
2014-04-05,3.64,4.02,186.1,0.7,0.4,2.0
2014-04-05,4.02,4.43,156.9,0.6,0.4,1.7
2014-04-05,4.43,4.88,130.6,0.5,0.3,1.4
2014-04-05,4.88,5.37,109.5,0.4,0.2,1.1
2014-04-05,5.37,5.9,90.01,0.32,0.2,0.94
2014-04-05,5.9,6.47,74.02,0.27,0.17,0.78
2014-04-05,6.47,7.09,60.62,0.22,0.14,0.64
2014-04-05,7.09,7.76,49.25,0.19,0.11,0.52
2014-04-05,7.76,8.48,39.88,0.16,0.09,0.43
2014-04-05,8.48,9.26,32.54,0.13,0.07,0.35
2014-04-05,9.26,10.1,26.19,0.11,0.06,0.28
2014-04-05,10.1,11.0,21.05,0.09,0.05,0.23
2014-04-05,11.0,13.0,15.38,0.05,0.03,0.17
2014-04-05,13.0,16.6,9.093,0.028,0.021,0.103
2014-04-05,16.6,22.8,4.335,0.013,0.01,0.051
2014-04-05,22.8,33.5,1.677,0.006,0.004,0.02
2014-04-05,33.5,48.5,0.5814,0.0027,0.0015,0.007
2014-04-05,48.5,69.7,0.2102,0.0014,0.0006,0.0025
2014-04-05,69.7,100.0,0.075,0.00068,0.00023,0.0009
2014-04-06,1.0,1.16,398.1,3.2,7.5,13.3
2014-04-06,1.16,1.33,416.4,2.9,4.9,10.2
2014-04-06,1.33,1.51,423.8,2.6,3.0,8.1
2014-04-06,1.51,1.71,421.0,2.3,1.8,6.7
2014-04-06,1.71,1.92,404.2,2.0,1.3,5.8
2014-04-06,1.92,2.15,377.2,1.8,1.1,4.9
2014-04-06,2.15,2.4,343.5,1.6,0.9,4.2
2014-04-06,2.4,2.67,306.7,1.3,0.8,3.6
2014-04-06,2.67,2.97,271.7,1.1,0.7,3.1
2014-04-06,2.97,3.29,240.0,1.0,0.6,2.6
2014-04-06,3.29,3.64,207.3,0.8,0.5,2.2
2014-04-06,3.64,4.02,176.6,0.7,0.4,1.9
2014-04-06,4.02,4.43,150.4,0.6,0.3,1.6
2014-04-06,4.43,4.88,126.4,0.5,0.3,1.3
2014-04-06,4.88,5.37,104.9,0.4,0.2,1.1
2014-04-06,5.37,5.9,87.39,0.31,0.2,0.91
2014-04-06,5.9,6.47,71.98,0.26,0.16,0.76
2014-04-06,6.47,7.09,58.67,0.22,0.13,0.62
2014-04-06,7.09,7.76,47.98,0.18,0.11,0.51
2014-04-06,7.76,8.48,39.3,0.16,0.09,0.42
2014-04-06,8.48,9.26,32.0,0.13,0.07,0.35
2014-04-06,9.26,10.1,25.91,0.11,0.06,0.28
2014-04-06,10.1,11.0,20.99,0.09,0.05,0.23
2014-04-06,11.0,13.0,15.14,0.05,0.03,0.17
2014-04-06,13.0,16.6,8.985,0.027,0.02,0.102
2014-04-06,16.6,22.8,4.27,0.012,0.01,0.05
2014-04-06,22.8,33.5,1.641,0.005,0.004,0.02
2014-04-06,33.5,48.5,0.5792,0.0027,0.0015,0.007
2014-04-06,48.5,69.7,0.2081,0.0014,0.0006,0.0025
2014-04-06,69.7,100.0,0.07455,0.00068,0.00023,0.0009
2014-04-07,1.0,1.16,402.4,3.4,7.6,13.5
2014-04-07,1.16,1.33,417.6,3.0,4.9,10.3
2014-04-07,1.33,1.51,423.1,2.6,3.0,8.1
2014-04-07,1.51,1.71,425.7,2.4,1.8,6.8
2014-04-07,1.71,1.92,407.5,2.1,1.3,5.8
2014-04-07,1.92,2.15,379.6,1.8,1.1,5.0
2014-04-07,2.15,2.4,347.5,1.6,0.9,4.3
2014-04-07,2.4,2.67,311.1,1.4,0.8,3.6
2014-04-07,2.67,2.97,275.8,1.1,0.7,3.1
2014-04-07,2.97,3.29,240.0,1.0,0.6,2.6
2014-04-07,3.29,3.64,207.7,0.8,0.5,2.2
2014-04-07,3.64,4.02,177.6,0.7,0.4,1.9
2014-04-07,4.02,4.43,149.4,0.6,0.3,1.6
2014-04-07,4.43,4.88,126.3,0.5,0.3,1.3
2014-04-07,4.88,5.37,105.7,0.4,0.2,1.1
2014-04-07,5.37,5.9,87.4,0.32,0.2,0.91
2014-04-07,5.9,6.47,71.99,0.27,0.16,0.76
2014-04-07,6.47,7.09,58.69,0.22,0.13,0.62
2014-04-07,7.09,7.76,47.84,0.19,0.11,0.51
2014-04-07,7.76,8.48,38.92,0.16,0.09,0.42
2014-04-07,8.48,9.26,31.75,0.14,0.07,0.34
2014-04-07,9.26,10.1,25.73,0.11,0.06,0.28
2014-04-07,10.1,11.0,20.77,0.1,0.05,0.23
2014-04-07,11.0,13.0,15.12,0.05,0.03,0.17
2014-04-07,13.0,16.6,8.933,0.028,0.02,0.101
2014-04-07,16.6,22.8,4.298,0.013,0.01,0.05
2014-04-07,22.8,33.5,1.664,0.006,0.004,0.02
2014-04-07,33.5,48.5,0.5878,0.0028,0.0015,0.0071
2014-04-07,48.5,69.7,0.2065,0.0014,0.0006,0.0025
2014-04-07,69.7,100.0,0.07565,0.0007,0.00023,0.00091
2014-04-08,1.0,1.16,390.4,3.2,7.4,13.1
2014-04-08,1.16,1.33,417.4,2.8,4.9,10.3
2014-04-08,1.33,1.51,422.9,2.6,3.0,8.1
2014-04-08,1.51,1.71,418.6,2.3,1.8,6.7
2014-04-08,1.71,1.92,401.0,2.1,1.3,5.7
2014-04-08,1.92,2.15,374.1,1.8,1.1,4.9
2014-04-08,2.15,2.4,342.2,1.6,0.9,4.2
2014-04-08,2.4,2.67,308.6,1.3,0.8,3.6
2014-04-08,2.67,2.97,270.9,1.1,0.7,3.1
2014-04-08,2.97,3.29,238.8,1.0,0.6,2.6
2014-04-08,3.29,3.64,205.0,0.8,0.5,2.2
2014-04-08,3.64,4.02,176.6,0.7,0.4,1.9
2014-04-08,4.02,4.43,150.6,0.6,0.3,1.6
2014-04-08,4.43,4.88,125.7,0.5,0.3,1.3
2014-04-08,4.88,5.37,105.2,0.4,0.2,1.1
2014-04-08,5.37,5.9,87.18,0.32,0.2,0.91
2014-04-08,5.9,6.47,71.66,0.26,0.16,0.76
2014-04-08,6.47,7.09,58.71,0.22,0.13,0.62
2014-04-08,7.09,7.76,47.59,0.18,0.11,0.5
2014-04-08,7.76,8.48,38.87,0.16,0.09,0.42
2014-04-08,8.48,9.26,31.64,0.13,0.07,0.34
2014-04-08,9.26,10.1,25.72,0.11,0.06,0.28
2014-04-08,10.1,11.0,20.68,0.09,0.05,0.22
2014-04-08,11.0,13.0,15.05,0.05,0.03,0.17
2014-04-08,13.0,16.6,8.919,0.027,0.02,0.101
2014-04-08,16.6,22.8,4.26,0.012,0.01,0.05
2014-04-08,22.8,33.5,1.652,0.006,0.004,0.02
2014-04-08,33.5,48.5,0.5777,0.0028,0.0015,0.007
2014-04-08,48.5,69.7,0.2105,0.0014,0.0006,0.0025
2014-04-08,69.7,100.0,0.07583,0.00069,0.00023,0.00091
2014-04-09,1.0,1.16,396.8,3.2,7.5,13.3
2014-04-09,1.16,1.33,418.9,2.9,5.0,10.3
2014-04-09,1.33,1.51,422.7,2.7,3.0,8.1
2014-04-09,1.51,1.71,419.8,2.4,1.8,6.7
2014-04-09,1.71,1.92,397.9,2.1,1.2,5.7
2014-04-09,1.92,2.15,373.8,1.8,1.1,4.9
2014-04-09,2.15,2.4,342.9,1.6,0.9,4.2
2014-04-09,2.4,2.67,307.8,1.3,0.8,3.6
2014-04-09,2.67,2.97,271.8,1.1,0.7,3.1
2014-04-09,2.97,3.29,239.9,1.0,0.6,2.6
2014-04-09,3.29,3.64,206.1,0.8,0.5,2.2
2014-04-09,3.64,4.02,175.9,0.7,0.4,1.9
2014-04-09,4.02,4.43,150.1,0.6,0.3,1.6
2014-04-09,4.43,4.88,126.1,0.5,0.3,1.3
2014-04-09,4.88,5.37,105.5,0.4,0.2,1.1
2014-04-09,5.37,5.9,87.07,0.31,0.19,0.91
2014-04-09,5.9,6.47,71.75,0.26,0.16,0.76
2014-04-09,6.47,7.09,58.64,0.22,0.13,0.62
2014-04-09,7.09,7.76,48.16,0.18,0.11,0.51
2014-04-09,7.76,8.48,38.83,0.15,0.09,0.42
2014-04-09,8.48,9.26,31.44,0.13,0.07,0.34
2014-04-09,9.26,10.1,25.5,0.11,0.06,0.28
2014-04-09,10.1,11.0,20.49,0.09,0.05,0.22
2014-04-09,11.0,13.0,15.06,0.05,0.03,0.17
2014-04-09,13.0,16.6,8.854,0.027,0.02,0.1
2014-04-09,16.6,22.8,4.258,0.012,0.01,0.05
2014-04-09,22.8,33.5,1.653,0.005,0.004,0.02
2014-04-09,33.5,48.5,0.582,0.0027,0.0015,0.007
2014-04-09,48.5,69.7,0.2055,0.0014,0.0006,0.0025
2014-04-09,69.7,100.0,0.07617,0.00068,0.00023,0.00091
2014-04-10,1.0,1.16,397.4,3.3,7.6,13.3
2014-04-10,1.16,1.33,414.6,2.8,4.9,10.2
2014-04-10,1.33,1.51,421.6,2.6,2.9,8.1
2014-04-10,1.51,1.71,423.1,2.3,1.8,6.8
2014-04-10,1.71,1.92,404.6,2.0,1.3,5.8
2014-04-10,1.92,2.15,380.6,1.8,1.1,5.0
2014-04-10,2.15,2.4,346.0,1.6,0.9,4.3
2014-04-10,2.4,2.67,311.2,1.3,0.8,3.6
2014-04-10,2.67,2.97,276.2,1.1,0.7,3.1
2014-04-10,2.97,3.29,239.0,1.0,0.6,2.6
2014-04-10,3.29,3.64,206.2,0.8,0.5,2.2
2014-04-10,3.64,4.02,175.4,0.7,0.4,1.9
2014-04-10,4.02,4.43,149.5,0.6,0.3,1.6
2014-04-10,4.43,4.88,125.9,0.5,0.3,1.3
2014-04-10,4.88,5.37,104.8,0.4,0.2,1.1
2014-04-10,5.37,5.9,86.84,0.31,0.19,0.91
2014-04-10,5.9,6.47,71.12,0.26,0.16,0.75
2014-04-10,6.47,7.09,58.71,0.22,0.13,0.62
2014-04-10,7.09,7.76,47.88,0.18,0.11,0.51
2014-04-10,7.76,8.48,38.78,0.15,0.09,0.41
2014-04-10,8.48,9.26,31.43,0.13,0.07,0.34
2014-04-10,9.26,10.1,25.53,0.11,0.06,0.28
2014-04-10,10.1,11.0,20.79,0.09,0.05,0.23
2014-04-10,11.0,13.0,15.06,0.05,0.03,0.17
2014-04-10,13.0,16.6,8.916,0.027,0.02,0.101
2014-04-10,16.6,22.8,4.253,0.012,0.009,0.05
2014-04-10,22.8,33.5,1.656,0.006,0.004,0.02
2014-04-10,33.5,48.5,0.5799,0.0027,0.0015,0.007
2014-04-10,48.5,69.7,0.2073,0.0014,0.0006,0.0025
2014-04-10,69.7,100.0,0.07418,0.00067,0.00022,0.00089
2014-04-11,1.0,1.16,399.6,3.3,7.6,13.4
2014-04-11,1.16,1.33,419.3,2.9,5.0,10.3
2014-04-11,1.33,1.51,423.0,2.6,3.0,8.1
2014-04-11,1.51,1.71,424.3,2.4,1.8,6.8
2014-04-11,1.71,1.92,407.1,2.1,1.3,5.8
2014-04-11,1.92,2.15,381.0,1.8,1.1,5.0
2014-04-11,2.15,2.4,348.8,1.6,0.9,4.3
2014-04-11,2.4,2.67,311.4,1.3,0.8,3.6
2014-04-11,2.67,2.97,273.2,1.1,0.6,3.1
2014-04-11,2.97,3.29,242.0,1.0,0.6,2.6
2014-04-11,3.29,3.64,208.1,0.8,0.5,2.2
2014-04-11,3.64,4.02,177.9,0.7,0.4,1.9
2014-04-11,4.02,4.43,151.0,0.6,0.3,1.6
2014-04-11,4.43,4.88,127.0,0.5,0.3,1.3
2014-04-11,4.88,5.37,105.8,0.4,0.2,1.1
2014-04-11,5.37,5.9,87.68,0.32,0.19,0.92
2014-04-11,5.9,6.47,72.03,0.27,0.16,0.76
2014-04-11,6.47,7.09,58.89,0.22,0.13,0.62
2014-04-11,7.09,7.76,47.98,0.18,0.1,0.51
2014-04-11,7.76,8.48,38.74,0.15,0.08,0.41
2014-04-11,8.48,9.26,31.64,0.13,0.07,0.34
2014-04-11,9.26,10.1,25.61,0.11,0.06,0.28
2014-04-11,10.1,11.0,20.76,0.09,0.05,0.23
2014-04-11,11.0,13.0,15.15,0.05,0.03,0.17
2014-04-11,13.0,16.6,8.928,0.028,0.019,0.101
2014-04-11,16.6,22.8,4.288,0.013,0.009,0.05
2014-04-11,22.8,33.5,1.66,0.006,0.004,0.02
2014-04-11,33.5,48.5,0.5847,0.0028,0.0015,0.0071
2014-04-11,48.5,69.7,0.2076,0.0014,0.0006,0.0025
2014-04-11,69.7,100.0,0.07443,0.00068,0.00022,0.00089
2014-04-12,1.0,1.16,397.6,3.5,7.6,13.3
2014-04-12,1.16,1.33,418.0,3.0,5.0,10.3
2014-04-12,1.33,1.51,430.2,2.7,3.0,8.2
2014-04-12,1.51,1.71,426.4,2.4,1.8,6.8
2014-04-12,1.71,1.92,410.5,2.1,1.3,5.8
2014-04-12,1.92,2.15,380.7,1.8,1.1,5.0
2014-04-12,2.15,2.4,348.5,1.6,0.9,4.3
2014-04-12,2.4,2.67,310.8,1.3,0.8,3.6
2014-04-12,2.67,2.97,276.5,1.1,0.6,3.1
2014-04-12,2.97,3.29,243.2,1.0,0.5,2.7
2014-04-12,3.29,3.64,207.7,0.8,0.5,2.2
2014-04-12,3.64,4.02,178.2,0.7,0.4,1.9
2014-04-12,4.02,4.43,150.9,0.6,0.3,1.6
2014-04-12,4.43,4.88,127.3,0.5,0.3,1.3
2014-04-12,4.88,5.37,105.7,0.4,0.2,1.1
2014-04-12,5.37,5.9,87.39,0.32,0.19,0.91
2014-04-12,5.9,6.47,71.75,0.27,0.15,0.76
2014-04-12,6.47,7.09,58.8,0.22,0.13,0.62
2014-04-12,7.09,7.76,47.77,0.19,0.1,0.5
2014-04-12,7.76,8.48,38.99,0.16,0.08,0.42
2014-04-12,8.48,9.26,31.64,0.13,0.07,0.34
2014-04-12,9.26,10.1,25.66,0.11,0.05,0.28
2014-04-12,10.1,11.0,20.63,0.09,0.04,0.22
2014-04-12,11.0,13.0,15.18,0.05,0.03,0.17
2014-04-12,13.0,16.6,8.995,0.028,0.019,0.102
2014-04-12,16.6,22.8,4.289,0.013,0.009,0.05
2014-04-12,22.8,33.5,1.666,0.006,0.004,0.02
2014-04-12,33.5,48.5,0.5799,0.0028,0.0014,0.007
2014-04-12,48.5,69.7,0.2092,0.0014,0.0006,0.0025
2014-04-12,69.7,100.0,0.07471,0.00068,0.00022,0.0009
2014-04-13,1.0,1.16,400.8,3.5,7.6,13.4
2014-04-13,1.16,1.33,430.5,3.2,5.1,10.6
2014-04-13,1.33,1.51,434.6,3.0,3.0,8.3
2014-04-13,1.51,1.71,433.6,2.7,1.8,6.9
2014-04-13,1.71,1.92,412.3,2.3,1.2,5.9
2014-04-13,1.92,2.15,389.0,2.0,1.1,5.1
2014-04-13,2.15,2.4,351.3,1.8,0.9,4.3
2014-04-13,2.4,2.67,317.9,1.5,0.8,3.7
2014-04-13,2.67,2.97,282.2,1.2,0.6,3.2
2014-04-13,2.97,3.29,245.5,1.1,0.5,2.7
2014-04-13,3.29,3.64,212.2,0.9,0.5,2.3
2014-04-13,3.64,4.02,179.7,0.7,0.4,1.9
2014-04-13,4.02,4.43,153.6,0.6,0.3,1.6
2014-04-13,4.43,4.88,128.9,0.5,0.3,1.3
2014-04-13,4.88,5.37,106.7,0.4,0.2,1.1
2014-04-13,5.37,5.9,89.06,0.34,0.19,0.93
2014-04-13,5.9,6.47,72.87,0.28,0.15,0.77
2014-04-13,6.47,7.09,58.92,0.23,0.12,0.62
2014-04-13,7.09,7.76,48.29,0.19,0.1,0.51
2014-04-13,7.76,8.48,39.51,0.16,0.08,0.42
2014-04-13,8.48,9.26,31.89,0.14,0.07,0.34
2014-04-13,9.26,10.1,25.88,0.12,0.05,0.28
2014-04-13,10.1,11.0,20.84,0.1,0.04,0.23
2014-04-13,11.0,13.0,15.28,0.05,0.03,0.17
2014-04-13,13.0,16.6,9.014,0.029,0.019,0.102
2014-04-13,16.6,22.8,4.276,0.013,0.009,0.05
2014-04-13,22.8,33.5,1.649,0.006,0.004,0.02
2014-04-13,33.5,48.5,0.579,0.0028,0.0014,0.007
2014-04-13,48.5,69.7,0.2067,0.0014,0.0005,0.0025
2014-04-13,69.7,100.0,0.07551,0.00071,0.00021,0.0009
2014-04-14,1.0,1.16,410.1,3.4,7.8,13.7
2014-04-14,1.16,1.33,429.8,3.1,5.1,10.6
2014-04-14,1.33,1.51,438.1,2.8,3.0,8.4
2014-04-14,1.51,1.71,433.4,2.5,1.8,6.9
2014-04-14,1.71,1.92,417.9,2.2,1.2,5.9
2014-04-14,1.92,2.15,390.5,1.9,1.0,5.1
2014-04-14,2.15,2.4,359.4,1.7,0.9,4.4
2014-04-14,2.4,2.67,319.9,1.4,0.7,3.7
2014-04-14,2.67,2.97,284.3,1.2,0.6,3.2
2014-04-14,2.97,3.29,246.9,1.0,0.5,2.7
2014-04-14,3.29,3.64,213.9,0.9,0.4,2.3
2014-04-14,3.64,4.02,184.0,0.7,0.4,2.0
2014-04-14,4.02,4.43,156.0,0.6,0.3,1.6
2014-04-14,4.43,4.88,129.8,0.5,0.3,1.4
2014-04-14,4.88,5.37,107.7,0.4,0.2,1.1
2014-04-14,5.37,5.9,89.8,0.33,0.18,0.94
2014-04-14,5.9,6.47,73.99,0.28,0.15,0.78
2014-04-14,6.47,7.09,60.5,0.23,0.12,0.64
2014-04-14,7.09,7.76,48.83,0.19,0.1,0.51
2014-04-14,7.76,8.48,39.88,0.16,0.08,0.43
2014-04-14,8.48,9.26,32.64,0.14,0.07,0.35
2014-04-14,9.26,10.1,26.18,0.12,0.05,0.28
2014-04-14,10.1,11.0,20.93,0.1,0.04,0.23
2014-04-14,11.0,13.0,15.44,0.05,0.03,0.17
2014-04-14,13.0,16.6,9.068,0.028,0.018,0.102
2014-04-14,16.6,22.8,4.315,0.013,0.009,0.05
2014-04-14,22.8,33.5,1.654,0.006,0.004,0.02
2014-04-14,33.5,48.5,0.5752,0.0028,0.0013,0.0069
2014-04-14,48.5,69.7,0.2078,0.0014,0.0005,0.0025
2014-04-14,69.7,100.0,0.07541,0.0007,0.00021,0.0009
2014-04-15,1.0,1.16,408.8,3.5,7.8,13.7
2014-04-15,1.16,1.33,431.8,3.1,5.1,10.6
2014-04-15,1.33,1.51,441.0,2.8,3.1,8.4
2014-04-15,1.51,1.71,440.3,2.5,1.8,7.0
2014-04-15,1.71,1.92,421.0,2.3,1.2,6.0
2014-04-15,1.92,2.15,393.6,2.0,1.0,5.1
2014-04-15,2.15,2.4,361.0,1.7,0.9,4.4
2014-04-15,2.4,2.67,322.7,1.4,0.7,3.8
2014-04-15,2.67,2.97,287.4,1.2,0.6,3.2
2014-04-15,2.97,3.29,251.2,1.1,0.5,2.7
2014-04-15,3.29,3.64,218.1,0.9,0.4,2.3
2014-04-15,3.64,4.02,185.0,0.7,0.4,2.0
2014-04-15,4.02,4.43,157.8,0.6,0.3,1.7
2014-04-15,4.43,4.88,131.2,0.5,0.3,1.4
2014-04-15,4.88,5.37,108.3,0.4,0.2,1.1
2014-04-15,5.37,5.9,90.43,0.34,0.17,0.94
2014-04-15,5.9,6.47,74.71,0.28,0.14,0.78
2014-04-15,6.47,7.09,60.19,0.23,0.12,0.63
2014-04-15,7.09,7.76,49.25,0.19,0.1,0.52
2014-04-15,7.76,8.48,39.65,0.16,0.08,0.42
2014-04-15,8.48,9.26,32.63,0.14,0.06,0.35
2014-04-15,9.26,10.1,26.28,0.12,0.05,0.28
2014-04-15,10.1,11.0,21.4,0.1,0.04,0.23
2014-04-15,11.0,13.0,15.47,0.05,0.03,0.17
2014-04-15,13.0,16.6,9.08,0.029,0.018,0.102
2014-04-15,16.6,22.8,4.321,0.013,0.008,0.05
2014-04-15,22.8,33.5,1.67,0.006,0.003,0.02
2014-04-15,33.5,48.5,0.5794,0.0028,0.0013,0.007
2014-04-15,48.5,69.7,0.2047,0.0014,0.0005,0.0024
2014-04-15,69.7,100.0,0.07583,0.00071,0.0002,0.0009
2014-04-16,1.0,1.16,411.4,3.3,7.8,13.8
2014-04-16,1.16,1.33,431.5,2.9,5.1,10.6
2014-04-16,1.33,1.51,444.1,2.6,3.1,8.5
2014-04-16,1.51,1.71,448.5,2.4,1.8,7.2
2014-04-16,1.71,1.92,427.2,2.1,1.2,6.1
2014-04-16,1.92,2.15,399.8,1.8,1.0,5.2
2014-04-16,2.15,2.4,366.5,1.6,0.9,4.5
2014-04-16,2.4,2.67,328.3,1.4,0.7,3.8
2014-04-16,2.67,2.97,290.9,1.2,0.6,3.3
2014-04-16,2.97,3.29,251.9,1.0,0.5,2.7
2014-04-16,3.29,3.64,217.2,0.8,0.4,2.3
