NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB190707285                  ,152.87,-30.98,58671.284781558,36.353,2.429,1.1372e-05,4.8668e-08,12.544,0.81,"bn190707285
"
GRB141209131                  ,90.2,-30.57,57000.130550251,78.081,4.971,5.5484e-06,5.9198e-08,46.849,1.493,"bn141209131
"
GRB211219622                  ,60.48,-30.54,59567.621788974,31.741,0.571,6.4637e-06,4.2807e-08,8.96,1.056,"bn211219622
"
GRB130701761                  ,325.94,-30.89,56474.760772139,1.6,0.143,4.9175e-06,2.6378e-08,0.704,0.143,"bn130701761
"
GRB190719113                  ,123.93,-30.81,58683.112749267,84.738,3.114,9.1711e-06,4.7389e-08,38.401,0.724,"bn190719113
"
GRB251208536                  ,312.79,-30.74,61017.536487828,0.096,0.045,7.9e-07,1.2287e-08,0.064,0.045,"bn251208536
"
GRB151218857                  ,9.45,-30.73,57374.856619241,3.328,2.064,6.6057e-07,1.986e-08,0.768,0.572,"bn151218857
"
GRB191213254                  ,196.06,-30.45,58830.25385442,18.944,2.919,3.2597e-06,4.5256e-08,1.536,0.572,"bn191213254
"
GRB170711019                  ,66.69,-30.69,57945.018666389,15.104,2.769,7.4943e-07,1.9982e-08,4.864,0.81,"bn170711019
"
GRB230111797                  ,320.188,-30.577,59955.79702429,7.936,1.448,9.9546e-07,2.1919e-08,3.072,0.81,"bn230111797
"
GRB090112332                  ,110.9,-30.4,54843.331517487,58.369,4.783,3.919e-06,6.8364e-08,24.32,2.064,"bn090112332
"
GRB140223495                  ,141.12,-30.4,56711.495209714,17.408,2.064,1.9792e-06,3.349e-08,4.352,0.362,"bn140223495
"
GRB171023097                  ,325.36,-30.4,58049.097063883,64.257,23.83,3.6446e-06,9.2623e-08,29.441,3.727,"bn171023097
"
GRB250320969                  ,244.66,-30.37,60754.969004891,86.018,0.724,7.4681e-05,5.8789e-08,67.073,0.362,"bn250320969
"
GRB220513865                  ,83.91,-29.21,59712.865376845,1.856,0.898,4.377e-07,1.9132e-08,0.96,0.362,"bn220513865
"
GRB170127634                  ,19.9766,-30.3588,57780.634360758,1.728,1.346,3.0558e-07,1.2706e-08,0.256,0.091,"bn170127634
"
GRB150511362                  ,91.18,-30.35,57153.36247109,31.232,4.419,3.3516e-06,5.6793e-08,9.472,1.305,"bn150511362
"
GRB240628817                  ,198.67,-30.3,60489.817078744,0.225,0.228,3.5529e-07,6.2648e-09,0.064,0.046,"bn240628817
"
GRB080904886                  ,214.2,-30.3,54713.886166102,17.344,1.385,5.2448e-06,7.0695e-08,4.608,0.373,"bn080904886
"
GRB220306306                  ,184.85,-29.97,59644.305561594,4.925,0.889,1.7222e-06,3.3049e-08,2.56,0.923,"bn220306306
"
GRB160625240                  ,127.13,-30.26,57564.24023039,10.752,2.611,1.2778e-06,3.0144e-08,3.328,0.572,"bn160625240
"
GRB150426594                  ,17.64,-30.23,57138.594111379,22.528,3.167,1.0847e-05,8.1284e-08,2.304,0.572,"bn150426594
"
GRB150318521                  ,269.05,-30.22,57099.520752597,94.72,7.534,4.3291e-06,6.0206e-08,34.048,2.202,"bn150318521
"
GRB250620558                  ,67.06,-30.17,60846.557603433,23.296,5.976,1.2685e-06,4.48e-08,8.448,1.28,"bn250620558
"
GRB200224212                  ,177.9,-28.87,58903.212375913,299.525,2.862,3.6841e-05,5.7831e-08,68.353,0.724,"bn200224212
"
GRB210815100                  ,351.76,-30.16,59441.099880034,7.168,1.305,3.777e-06,3.4016e-08,3.072,0.362,"bn210815100
"
GRB140511095                  ,329.76,-30.06,56788.095272689,1.408,0.889,3.7066e-07,3.2128e-08,0.256,0.181,"bn140511095
"
GRB230911132                  ,57.5027,-29.8259,60198.131630506,35.84,1.448,4.4447e-06,2.8252e-08,12.8,0.724,"bn230911132
"
GRB230217912                  ,280.771,-28.856,59992.911929276,0.896,0.143,1.7254e-05,7.6256e-08,0.384,0.091,"bn230217912
"
GRB150227702                  ,190.3,-29.93,57080.702425234,17.408,1.379,2.4563e-06,4.3628e-08,5.888,1.864,"bn150227702
"
GRB180703949                  ,96.92,-29.88,58302.949205061,1.536,0.091,8.8488e-06,1.8159e-08,0.32,0.091,"bn180703949
"
GRB111221739                  ,10.16,-29.77,55916.738550996,27.136,7.186,3.0585e-06,5.7239e-08,12.288,11.779,"bn111221739
"
GRB170730133                  ,323.91,-29.75,57964.133154942,6.656,0.923,2.4063e-06,2.7336e-08,2.048,0.362,"bn170730133
"
GRB120703726                  ,339.356,-29.7244,56111.725891577,8.96,1.379,8.3292e-06,9.8273e-08,1.536,0.362,"bn120703726
"
GRB170910368                  ,197.65,-29.71,58006.368059704,27.392,2.985,2.5834e-06,9.6307e-08,11.264,2.29,"bn170910368
"
GRB181126413                  ,152.348,-29.6875,58448.412615078,2.112,0.405,6.2075e-07,2.8261e-08,1.28,0.653,"bn181126413
"
GRB250920643                  ,51.4644,-29.6566,60938.642558596,36.609,0.362,2.9633e-05,1.6409e-08,29.441,0.362,"bn250920643
"
GRB161117066                  ,322.05,-29.61,57709.066335148,122.178,0.659,3.1218e-05,1.0679e-07,77.249,0.429,"bn161117066
"
GRB250202047                  ,295.17,-29.06,60708.04726232,111.874,1.448,1.8784e-05,3.8957e-08,25.6,0.923,"bn250202047
"
GRB260104243                  ,72.48,-29.51,61044.243028041,31.488,4.672,1.3609e-06,2.485e-08,15.872,1.717,"bn260104243
"
GRB240715239                  ,8.39,-29.42,60506.238926575,0.16,0.045,1.4955e-06,1.4371e-08,0.112,0.023,"bn240715239
"
GRB100306199                  ,216.04,-29.37,55261.198909048,7.168,2.064,5.6784e-07,2.2441e-08,3.328,0.572,"bn100306199
"
GRB110703557                  ,155.39,-29.3,55745.557124784,6.72,1.619,9.7388e-07,2.2273e-08,1.344,0.232,"bn110703557
"
GRB140901262                  ,112.184,-29.209,56901.262069295,65.025,14.083,2.9293e-06,3.2713e-08,16.896,1.056,"bn140901262
"
GRB091123298                  ,297.11,-29.18,55158.297653475,624.459,3.367,3.4809e-05,1.2476e-07,514.313,2.636,"bn091123298
"
GRB101101899                  ,266.04,-29.0,55501.898714156,31.232,1.619,2.5972e-06,2.7188e-08,13.824,1.145,"bn101101899
"
GRB161220605                  ,138.0,-29.16,57742.605282742,41.729,2.611,8.9475e-06,4.202e-08,12.8,1.379,"bn161220605
"
GRB170130302                  ,271.05,-29.11,57783.301906026,50.177,4.382,4.0892e-06,4.0813e-08,19.456,0.362,"bn170130302
"
GRB160401065                  ,290.19,-28.9,57479.065306817,20.992,0.923,9.3138e-06,4.5139e-08,6.656,0.572,"bn160401065
"
GRB110904163                  ,190.4,-28.85,55808.162916892,51.457,4.128,3.464e-06,2.6843e-08,7.424,0.362,"bn110904163
"
GRB201208252                  ,158.3,-28.8,59191.25235241,44.801,5.971,6.6853e-06,6.2048e-08,7.68,0.724,"bn201208252
"
GRB100517072                  ,100.93,-28.99,55333.071621622,55.808,1.81,6.5888e-06,1.7362e-08,36.352,0.572,"bn100517072
"
GRB220309253                  ,147.03,-0.55,59647.253286856,62.208,7.03,1.3062e-06,5.7626e-08,33.792,4.471,"bn220309253
"
GRB170114833                  ,137.92,-28.46,57767.832783423,29.184,0.572,1.3898e-05,3.7066e-08,8.448,0.362,"bn170114833
"
GRB250113273                  ,106.22,-28.78,60688.273398041,39.169,1.864,4.497e-06,2.8486e-08,15.616,1.619,"bn250113273
"
GRB180516229                  ,267.89,-28.75,58254.229017831,13.824,4.672,1.7834e-06,6.817e-08,5.888,0.572,"bn180516229
"
GRB240824640                  ,152.58,-28.44,60546.640462335,13.056,1.28,1.1295e-06,1.7543e-08,3.584,0.923,"bn240824640
"
GRB231020790                  ,317.55,-28.71,60237.789563661,9.344,0.181,3.7536e-05,2.7578e-08,2.24,0.091,"bn231020790
"
GRB120830297                  ,88.5017,-28.7013,56169.296568672,0.896,0.231,3.0693e-06,2.7188e-08,0.576,0.181,"bn120830297
"
GRB140701567                  ,351.45,-28.66,56839.566794836,25.088,3.328,2.6478e-06,3.9289e-08,8.704,1.056,"bn140701567
"
GRB200405394                  ,59.78,-28.63,58944.393999479,14.848,3.114,2.1665e-06,5.3272e-08,3.584,0.81,"bn200405394
"
GRB201213746                  ,239.84,-28.55,59196.745899902,46.336,5.655,2.0446e-06,6.4367e-08,16.384,2.534,"bn201213746
"
GRB090621417                  ,257.49,-28.46,55003.417269633,27.009,6.136,3.8211e-06,1.0975e-07,17.344,2.862,"bn090621417
"
GRB110731465                  ,280.504,-28.5371,55773.464930023,7.485,0.572,2.2892e-05,5.7035e-08,4.352,0.362,"bn110731465
"
GRB160709826                  ,236.11,-28.5,57578.825735096,5.44,0.453,2.2817e-06,1.1337e-08,0.384,0.091,"bn160709826
"
GRB250321908                  ,89.35,-28.48,60755.908057591,8.96,1.619,8.8998e-07,3.2976e-08,4.096,0.923,"bn250321908
"
GRB160221993                  ,232.082,-28.4337,57439.992884464,11.52,0.923,1.7522e-06,2.5175e-08,4.608,0.724,"bn160221993
"
GRB090509215                  ,241.4,-28.4,54960.215343937,282.372,3.167,3.5842e-06,4.2737e-08,242.691,2.36,"bn090509215
"
GRB180420031                  ,93.51,-28.32,58228.031364807,59.392,1.28,3.0334e-06,4.064e-08,34.56,2.187,"bn180420031
"
GRB101214748                  ,0.69,-28.27,55544.747962643,2.24,2.084,2.3712e-07,3.0126e-08,0.128,0.202,"bn101214748
"
GRB170906039                  ,232.204,-28.2563,58002.03866726,11.52,1.379,3.0308e-06,5.4518e-08,5.376,0.572,"bn170906039
"
GRB251126665                  ,321.15,-28.24,61005.664615727,15.104,1.864,3.6924e-07,1.951e-08,6.912,8.463,"bn251126665
"
GRB170829414                  ,340.08,-28.23,57994.414242816,51.457,2.064,7.778e-06,5.0183e-08,32.001,1.379,"bn170829414
"
GRB241024337                  ,117.27,-27.61,60607.337361689,31.233,0.572,6.1263e-06,3.3764e-08,15.104,0.724,"bn241024337
"
GRB121029350                  ,226.77,-28.2,56229.350230715,15.808,0.572,7.8146e-06,5.8005e-08,2.816,0.572,"bn121029350
"
GRB090418816                  ,262.8,-28.2,54939.816260628,0.32,0.405,1.8202e-07,3.2589e-08,0.256,0.202,"bn090418816
"
GRB100326294                  ,131.24,-28.18,55281.293813691,5.632,2.064,3.8185e-07,5.8574e-08,3.584,2.111,"bn100326294
"
GRB210731931                  ,300.304,-28.0595,59426.931333366,25.857,5.278,3.0532e-06,6.3118e-08,8.96,1.493,"bn210731931
"
GRB100311518                  ,303.41,-27.77,55266.517987408,9.024,1.042,2.5687e-06,9.8579e-08,3.968,0.572,"bn100311518
"
GRB131102622                  ,74.1,-28.01,56598.622044245,62.976,7.886,1.422e-06,4.6356e-08,29.952,3.238,"bn131102622
"
GRB081101532                  ,207.5,-28.0,54771.531528727,8.256,0.889,1.5075e-05,3.4615e-07,4.416,0.32,"bn081101532
"
GRB201121062                  ,210.83,-27.93,59174.06237276,59.649,6.149,1.1026e-05,9.4094e-08,18.432,1.056,"bn201121062
"
GRB150430015                  ,326.48,-27.9021,57142.014648688,111.618,2.36,1.5615e-05,6.5411e-08,18.176,3.367,"bn150430015
"
GRB130406334                  ,109.66,-27.86,56388.333758868,88.832,3.444,3.211e-06,1.0552e-07,25.088,25.876,"bn130406334
"
GRB191011192                  ,44.7268,-27.8459,58767.191650258,25.088,4.352,8.5225e-07,4.5496e-08,12.032,3.62,"bn191011192
"
GRB110921912                  ,17.97,-27.75,55825.911633009,17.664,0.345,3.6311e-05,7.8966e-08,5.376,0.143,"bn110921912
"
GRB171230955                  ,89.53,-27.75,58117.955205492,70.401,0.923,1.5006e-05,3.0709e-08,18.176,0.724,"bn171230955
"
GRB180402481                  ,338.63,-27.82,58210.480690118,0.256,0.181,5.3497e-07,1.9738e-08,0.128,0.143,"bn180402481
"
GRB200308941                  ,327.44,-27.75,58916.941154989,43.008,2.56,1.2521e-06,2.8799e-08,30.72,1.28,"bn200308941
"
GRB100207665                  ,307.86,-27.73,55234.665217185,15.36,3.874,2.0797e-06,3.7258e-08,8.192,0.724,"bn100207665
"
GRB250215105                  ,156.331,-27.6983,60721.105497004,13.374,0.462,4.9688e-06,3.9336e-08,7.424,0.81,"bn250215105
"
GRB250331949                  ,196.64,-27.67,60765.948990598,69.888,15.924,9.8821e-07,3.3982e-08,36.864,15.635,"bn250331949
"
GRB240602419                  ,196.99,-27.64,60463.418832802,25.374,0.819,4.4949e-06,2.8145e-08,12.544,1.305,"bn240602419
"
GRB130209961                  ,33.59,-27.58,56332.960900386,9.79,0.408,6.1237e-06,1.8749e-08,5.12,0.572,"bn130209961
"
GRB210411146                  ,259.39,-27.41,59315.146486518,42.497,0.81,4.0725e-06,4.1995e-08,38.145,0.572,"bn210411146
"
GRB110920546                  ,209.82,-27.56,55824.545645975,160.771,5.221,0.00017233,2.4062e-07,58.369,2.29,"bn110920546
"
GRB150118927                  ,160.077,-27.555,57040.926766913,0.288,0.097,6.9773e-07,1.0975e-08,0.048,0.023,"bn150118927
"
GRB240513307                  ,163.4,-27.5,60443.306973966,6.941,1.063,8.4832e-07,3.1595e-08,2.304,0.724,"bn240513307
"
GRB220927234                  ,96.91,-27.49,59849.233575815,76.801,1.056,8.4762e-06,2.7542e-08,5.888,0.362,"bn220927234
"
GRB101002279                  ,323.35,-27.47,55471.278784098,7.168,2.29,4.3956e-07,3.3155e-08,5.632,1.086,"bn101002279
"
GRB180210991                  ,112.76,-27.44,58159.990606315,48.129,0.572,1.1605e-05,2.905e-08,20.48,0.572,"bn180210991
"
GRB160419637                  ,16.424,-27.343,57497.636520706,24.32,6.964,1.5154e-06,6.1084e-08,5.888,2.673,"bn160419637
"
GRB230702527                  ,92.63,-27.42,60127.527003029,2.432,0.286,1.8713e-06,3.7268e-08,0.768,0.231,"bn230702527
"
GRB180423266                  ,81.3,-27.26,58231.266443991,3.328,1.619,5.7854e-07,2.3336e-08,1.28,0.572,"bn180423266
"
GRB150831930                  ,271.021,-27.252,57265.93017544,13.76,2.064,2.7153e-06,3.4493e-08,3.645,0.602,"bn150831930
"
GRB081028538                  ,16.0,-27.2,54767.538289126,13.312,1.28,2.2658e-06,2.5879e-08,2.816,0.362,"bn081028538
"
GRB140304849                  ,354.18,-27.03,56720.848959996,232.708,1.145,8.3213e-06,5.2375e-08,182.531,1.717,"bn140304849
"
GRB240420190                  ,256.09,-27.02,60420.190110786,18.688,2.111,1.7458e-06,3.7542e-08,9.472,0.923,"bn240420190
"
GRB231210553                  ,137.91,10.34,60288.552667947,79.616,4.36,2.3635e-06,4.2757e-08,39.936,1.999,"bn231210553
"
GRB100619015                  ,84.618,-27.012,55366.014664652,96.002,1.319,1.129e-05,7.3924e-08,80.641,0.231,"bn100619015
"
GRB240404110                  ,256.95,-27.34,60404.109775826,0.704,0.516,1.9106e-07,1.3671e-08,0.192,0.181,"bn240404110
"
GRB101117496                  ,57.19,-26.87,55517.496362892,50.177,1.639,8.2414e-06,7.6907e-08,24.064,1.086,"bn101117496
"
GRB200824594                  ,117.68,10.47,59085.594199283,3.584,4.104,5.6679e-07,5.0827e-08,1.024,0.81,"bn200824594
"
GRB140907429                  ,163.82,-27.0,56907.42936215,27.392,7.322,1.3461e-06,1.76e-07,15.616,6.582,"bn140907429
"
GRB100101028                  ,307.32,-27.0,55197.027654349,2.816,0.32,1.1873e-06,5.5146e-08,1.344,0.091,"bn100101028
"
GRB110509475                  ,74.65,-26.98,55690.475180318,0.64,0.779,5.2569e-07,1.4622e-08,0.384,0.143,"bn110509475
"
GRB210602865                  ,210.93,-26.94,59367.865304851,14.592,1.95,1.1488e-06,3.8601e-08,7.68,1.145,"bn210602865
"
GRB190114873                  ,54.51,-26.939,58497.872947059,116.354,2.563,0.00044325,4.9926e-07,6.912,0.345,"bn190114873
"
GRB140405033                  ,119.1,-26.89,56752.032668067,39.936,3.874,2.5992e-06,3.3001e-08,12.288,1.379,"bn140405033
"
GRB220905433                  ,252.35,11.55,59827.433193399,144.64,3.093,2.1458e-06,2.6168e-08,124.928,0.724,"bn220905433
"
GRB110522633                  ,180.57,-26.81,55703.633294055,58.112,2.828,3.0438e-06,2.4797e-08,20.736,0.572,"bn110522633
"
GRB210502295                  ,354.7,-26.69,59336.295345896,4.992,0.73,1.1873e-06,2.7649e-08,1.664,0.487,"bn210502295
"
GRB100816009                  ,102.12,-26.66,55424.008812676,62.401,5.278,2.5297e-05,2.3384e-07,22.72,0.923,"bn100816009
"
GRB180709099                  ,329.19,-26.66,58308.098651217,11.008,1.28,3.8771e-06,2.7546e-08,2.048,0.362,"bn180709099
"
GRB171013350                  ,171.28,-26.64,58039.350487365,39.425,1.716,1.559e-05,4.1146e-08,13.568,0.362,"bn171013350
"
GRB180720933                  ,265.635,-26.6304,58319.933254072,23.296,1.493,2.8286e-06,4.8621e-08,11.008,1.086,"bn180720933
"
GRB131006367                  ,325.38,-26.63,56571.366913941,0.128,0.389,1.2686e-07,1.4835e-08,0.064,0.143,"bn131006367
"
GRB250510279                  ,128.48,-26.76,60805.279097868,35.584,7.748,2.9003e-06,7.1449e-08,16.64,1.81,"bn250510279
"
GRB250612519                  ,229.654,-26.757,60838.519400346,10.752,0.923,5.5282e-06,2.7531e-08,4.096,0.362,"bn250612519
"
GRB150629564                  ,307.65,-26.45,57202.564359819,1.92,1.223,3.6879e-07,1.4798e-08,0.192,0.091,"bn150629564
"
GRB230608468                  ,297.63,11.57,60103.467735497,15.872,5.184,8.5521e-07,5.3646e-08,4.608,1.086,"bn230608468
"
GRB090510016                  ,333.6,-26.6,54961.015971888,0.96,0.138,3.3732e-06,4.0576e-08,0.256,0.143,"bn090510016
"
GRB101017619                  ,27.47,-26.55,55486.619091245,47.872,1.95,1.7755e-06,1.8141e-08,20.224,2.36,"bn101017619
"
GRB180313978                  ,317.51,-26.55,58190.977980654,0.08,0.41,1.8732e-07,1.0567e-08,0.032,0.036,"bn180313978
"
GRB160428412                  ,28.19,-26.52,57506.412011138,0.576,1.27,1.7793e-07,3.3479e-08,0.192,0.202,"bn160428412
"
GRB100325275                  ,330.24,-26.47,55280.275092861,7.104,1.619,3.352e-06,4.1664e-08,4.096,0.724,"bn100325275
"
GRB160218711                  ,33.33,-26.45,57436.710872909,20.224,3.482,1.2715e-06,2.5985e-08,4.352,0.724,"bn160218711
"
GRB170621784                  ,76.06,-26.44,57925.78435625,32.0,5.894,1.6691e-06,6.4928e-08,12.288,1.493,"bn170621784
"
GRB241130968                  ,100.29,-26.38,60644.967886295,4.608,0.771,9.6071e-06,3.9225e-08,1.28,0.091,"bn241130968
"
GRB200809211                  ,205.12,-26.37,59070.211476447,64.512,7.907,2.2935e-06,5.2674e-08,22.272,2.919,"bn200809211
"
GRB191227723                  ,258.17,-26.01,58844.723427594,0.208,0.066,2.8361e-06,1.7183e-08,0.08,0.023,"bn191227723
"
GRB170926782                  ,344.12,-26.25,58022.782004217,0.896,0.181,4.5632e-07,1.0066e-08,0.32,0.091,"bn170926782
"
GRB180912274                  ,202.0,-26.23,58373.273770908,41.217,0.81,1.6271e-05,3.3081e-08,15.616,0.724,"bn180912274
"
GRB210622064                  ,233.117,-26.213,59387.064304861,40.704,1.379,3.142e-06,5.3653e-08,19.712,2.415,"bn210622064
"
GRB250117849                  ,252.55,-26.18,60692.848586732,0.832,0.41,1.4799e-06,1.2098e-08,0.192,0.202,"bn250117849
"
GRB170825307                  ,274.44,-26.17,57990.306960864,6.656,0.923,2.2479e-06,2.2048e-08,3.328,0.362,"bn170825307
"
GRB120817168                  ,8.31,-26.428,56156.168399573,0.16,0.113,1.7866e-06,1.0167e-08,0.032,0.023,"bn120817168
"
GRB090828099                  ,124.38,-26.14,55071.099168975,68.417,3.167,2.3746e-05,1.8558e-07,10.752,0.32,"bn090828099
"
GRB130925164                  ,41.183,-26.134,56560.164158407,6.4,2.429,6.3406e-07,2.748e-08,3.328,1.379,"bn130925164
"
GRB130925173                  ,41.183,-26.134,56560.173226083,215.555,1.81,8.4767e-05,2.6184e-07,94.977,1.846,"bn130925173
"
GRB120920003                  ,27.12,-26.12,56190.003156571,28.16,4.382,1.0033e-06,3.1506e-08,12.288,1.999,"bn120920003
"
GRB120608489                  ,229.98,-26.12,56086.488794343,0.96,1.611,4.8345e-07,2.1445e-08,0.448,0.326,"bn120608489
"
GRB260104999                  ,312.74,-26.12,61044.998581226,35.0,8.246,1.848e-06,1.1678e-07,12.0,5.831,"bn260104999
"
GRB180128215                  ,12.26,-26.1,58146.215238402,0.208,0.4,3.7752e-07,1.2982e-08,0.048,0.051,"bn180128215
"
GRB230222404                  ,292.5,-26.01,59997.404046371,27.904,2.636,2.5409e-06,4.4278e-08,19.968,0.923,"bn230222404
"
GRB140905454                  ,340.5,-25.94,56905.454001358,110.082,1.086,2.7462e-05,5.6012e-08,56.833,0.724,"bn140905454
"
GRB220101930                  ,30.8,-26.07,59580.929521198,34.56,7.684,6.1199e-06,7.7596e-08,19.712,0.81,"bn220101930
"
GRB210117458                  ,226.12,-26.03,59231.457546662,12.544,1.639,4.087e-06,3.9427e-08,2.816,0.724,"bn210117458
"
GRB220606025                  ,258.23,-26.0,59736.024760203,19.712,1.619,8.6772e-07,4.1238e-08,9.728,1.95,"bn220606025
"
GRB131008858                  ,328.0,-25.98,56573.858365655,36.349,3.367,8.2276e-06,7.0163e-08,10.496,1.056,"bn131008858
"
GRB251009666                  ,72.05,-25.84,60957.665932955,0.32,0.547,3.2368e-08,1.021e-08,0.128,0.231,"bn251009666
"
