CLASS,DEC_Counterpart,Energy_Flux100,Flux1000,Frac_Variability,LP_Index,PL_Index,RAJ2000,RA_Counterpart,Redshift,SED_class,Source_Name,Unc_Energy_Flux100,Unc_Flux1000,Unc_Frac_Variability,Unc_LP_Index,Unc_PL_Index,Variability_Index
b'bll',61.345970153808594,1.1236115e-12,1.5481291e-10,0.38357997,1.7349323,2.032759,194.5879,194.5866241455078,0.224,b'ISP',b'4FGL J1258.3+6121',2.3499236e-13,2.4830972e-11,0.24526092,0.23206149,0.108263396,17.250336
b'fsrq',-18.0008679111,9.671394e-12,1.0323405e-09,0.82127357,2.182561,2.3652723,194.6635,194.659590417,1.956,b'LSP',b'4FGL J1258.6-1759',6.731128e-13,6.304162e-11,0.182019,0.0743779,0.039575525,250.5242
b'bll',-4.7958598136901855,2.0668116e-12,1.6733676e-10,0.7983919,1.6835172,1.8011385,194.6847,194.70016479492188,0.586,,b'4FGL J1258.7-0452',4.300312e-13,3.865706e-11,0.31039596,0.21059872,0.13224667,19.86408
b'bcu',51.70725631713867,1.5866365e-12,1.2940968e-10,0.0,2.346844,2.3139505,194.6946,194.60580444335938,-inf,,b'4FGL J1258.7+5143',3.282462e-13,2.230347e-11,10.0,0.10956851,0.16095528,8.985389
b'fsrq',-22.3253125,1.9810405e-11,1.8479819e-09,0.92600363,2.3234549,2.381779,194.7172,194.726994875,1.303,b'LSP',b'4FGL J1258.8-2219',9.652934e-13,7.827396e-11,0.20039906,0.04029531,0.027507694,579.76953
b'bll',-23.1774040444,9.30676e-12,8.3712426e-10,0.67459804,1.993312,2.0383446,194.7798,194.785258467,0.481,b'LSP',b'4FGL J1259.1-2311',6.428976e-13,5.7948205e-11,0.16068257,0.070797354,0.054656886,105.0388
b'bcu',23.513099670410156,1.9038278e-12,7.904938e-11,0.0,2.861188,2.8371003,194.8872,194.9011688232422,-inf,,b'4FGL J1259.5+2332',4.9517736e-13,2.4059364e-11,10.0,0.16723989,0.20471281,9.738023
b'bll',-32.3913781917,7.995822e-12,8.362436e-10,0.73782206,2.2973866,2.3814375,194.9449,194.957638308,0.01375,b'LSP',b'4FGL J1259.7-3223',6.753267e-13,6.019367e-11,0.17058367,0.0720665,0.046414938,130.7703
b'bll',-37.8161568806,6.9236192e-12,6.227723e-10,0.32871348,2.0703032,2.0849597,194.9646,194.957506108,-inf,b'HSP',b'4FGL J1259.8-3749',5.212342e-13,4.7133818e-11,0.11991436,0.06838678,0.057965245,25.332678
b'bll',17.92711067199707,2.6362406e-12,1.7866815e-10,0.1041103,2.5038805,2.5015597,195.0153,195.03550720214844,-inf,,b'4FGL J1300.0+1753',3.9560786e-13,3.054778e-11,0.5902443,0.13114896,0.12313049,11.0583725
b'bll',53.85350036621094,6.0511356e-13,1.1595686e-10,0.2540464,2.0623496,2.4931495,195.0868,195.13658142089844,0.643511,b'ISP',b'4FGL J1300.3+5353',2.4169235e-13,2.5392629e-11,0.69604194,0.6038201,0.17296562,15.133654
b'fsrq',14.2884810111,6.94035e-12,4.0174203e-10,0.44091162,2.520974,2.653706,195.1195,195.08716175,1.108552,b'LSP',b'4FGL J1300.4+1416',5.1222145e-13,4.0892553e-11,0.11611943,0.08490179,0.05376684,55.930813
b'bll',44.2720040722,1.719532e-12,1.54437e-10,0.45121387,2.1121461,2.100191,195.3982,195.442983833,0.435,b'ISP',b'4FGL J1301.5+4413',2.7460505e-13,2.457015e-11,0.23114279,0.12384928,0.121967934,23.66419
b'bll',40.9401779528,1.6351301e-12,1.4529936e-10,0.5960776,1.8388314,1.9715917,195.4014,195.440202579,0.652,b'LSP',b'4FGL J1301.6+4056',2.718366e-13,2.391644e-11,0.2835938,0.18421185,0.110569544,22.198612
b'fsrq',33.6167733389,3.0184516e-12,1.9070182e-10,0.629681,2.4917936,2.5578847,195.4176,195.371478042,1.0084,b'LSP',b'4FGL J1301.6+3336',3.9413668e-13,2.6398727e-11,0.18601178,0.15658931,0.103628635,39.586395
b'bcu',69.04766725,1.7639588e-12,8.6262435e-11,0.801782,2.6788995,2.7360368,195.5882,195.658020704,0.567,,b'4FGL J1302.3+6901',2.7829735e-13,1.754837e-11,0.25308147,0.17108569,0.12525013,35.860893
b'bll',47.91963195800781,1.6867315e-12,7.009525e-11,0.0,2.8602498,2.8365884,195.687,195.7029266357422,0.14,,b'4FGL J1302.7+4750',3.7021016e-13,2.2228924e-11,10.0,0.14847991,0.21872799,8.432811
b'bll',57.8104470222,3.7524536e-12,3.199252e-10,0.44242293,2.2571385,2.247641,195.7209,195.718605329,1.088,b'LSP',b'4FGL J1302.8+5748',2.9954454e-13,2.7013948e-11,0.12738004,0.07546744,0.07024279,41.866257
b'bll',24.565480525,1.6189534e-11,1.7390461e-09,0.5345164,2.0807223,2.186331,195.7571,195.763404621,0.993,b'LSP',b'4FGL J1303.0+2434',7.810899e-13,6.71408e-11,0.11881581,0.045859184,0.025826955,264.0485
b'fsrq',-46.3506737667,3.3704842e-12,4.5139345e-10,0.8999967,2.0974817,2.2154686,195.9238,195.917835137,1.664,b'LSP',b'4FGL J1303.6-4622',5.173143e-13,5.0475582e-11,0.2266229,0.12281863,0.076573916,69.66454
b'bll',37.1522830083,2.8355796e-12,1.9647127e-10,0.42741853,2.4544337,2.4827483,196.0075,196.030517092,0.425,b'LSP',b'4FGL J1304.0+3704',3.711727e-13,2.7575645e-11,0.17891724,0.12913601,0.103466675,24.188059
b'bll',-24.2046521556,5.487456e-12,6.1047106e-10,0.0,1.8570014,1.9969305,196.0517,196.069551558,-inf,,b'4FGL J1304.2-2412',6.5085264e-13,5.425576e-11,10.0,0.10758046,0.061218098,7.9895144
b'bll',-43.8861626639,2.3550283e-11,2.4492341e-09,0.3618383,1.7504214,1.8871831,196.0883,196.087526158,-inf,b'HSP',b'4FGL J1304.3-4353',1.0900003e-12,8.5882725e-11,0.08537886,0.041221216,0.023661012,109.63452
b'fsrq',-3.76737534167,7.072764e-13,1.4531301e-10,1.6615753,1.8922684,2.1895556,196.1718,196.181842517,1.25,b'LSP',b'4FGL J1304.6-0348',2.1883247e-13,3.7096434e-11,0.58328646,0.41362116,0.18831334,33.063316
b'bcu',-21.1117938806,3.9825105e-12,3.2678796e-10,0.0,2.2919927,2.3058887,196.2262,196.246122179,-inf,,b'4FGL J1304.9-2107',5.432254e-13,4.14284e-11,10.0,0.112786986,0.099290654,2.919446
b'nlsy1',51.2778353528,1.8591003e-12,8.0479685e-11,0.5378914,2.8037026,2.8119774,196.3258,196.344771912,0.787552,b'LSP',b'4FGL J1305.3+5118',3.5393924e-13,2.0762071e-11,0.2674039,0.23572317,0.1460386,17.960268
b'bll',78.9099434472,3.8123285e-12,3.2695865e-10,0.07780685,2.1909285,2.2370713,196.4126,196.250059092,-inf,b'LSP',b'4FGL J1305.6+7853',3.1145334e-13,2.73709e-11,0.22867748,0.09629819,0.06943137,12.42509
b'bll',38.92250061035156,1.0463066e-12,9.21405e-11,0.30301765,2.1355553,2.179418,196.4776,196.3800048828125,-inf,b'HSP',b'4FGL J1305.9+3858',2.4896654e-13,2.1521904e-11,0.5540384,0.2175178,0.17080052,17.81698
b'rdg',11.2277209889,1.6229254e-12,1.372808e-10,0.0,1.8615328,1.8633472,196.5992,196.580198221,0.085704,,b'4FGL J1306.3+1113',3.4112033e-13,3.1657794e-11,10.0,0.14857185,0.14503245,14.378947
b'rdg',-21.7974979778,3.470846e-12,5.2203847e-10,0.27384537,1.8556293,2.126639,196.6988,196.675206487,0.126,b'LSP',b'4FGL J1306.7-2148',5.186699e-13,5.4729436e-11,0.15371278,0.1470052,0.07568524,16.954947
b'bll',-42.9941630417,1.9184628e-11,1.6771611e-09,0.18054658,1.8923177,1.9261792,196.9096,196.908265217,-inf,b'HSP',b'4FGL J1307.6-4259',8.286004e-13,6.9083975e-11,0.06136651,0.03852916,0.03054694,29.009914
b'fsrq',35.7769900028,8.463848e-12,9.396103e-10,0.8273898,2.1571,2.333917,197.1286,197.09878805,1.055,b'LSP',b'4FGL J1308.5+3547',4.843907e-13,4.944632e-11,0.18181135,0.060596958,0.0334588,326.32715
b'bll',43.0848828917,1.4571792e-11,1.5966605e-09,0.18465349,1.7641357,1.9079357,197.3626,197.356359621,0.691,b'ISP',b'4FGL J1309.4+4305',7.4826224e-13,6.0672356e-11,0.056750983,0.043686368,0.024675824,37.28269
b'bcu',37.2810514694,8.600591e-13,7.016932e-11,0.0,1.8068625,1.8110223,197.4205,197.453659433,-inf,,b'4FGL J1309.6+3718',2.3790738e-13,2.2067487e-11,10.0,0.16586496,0.185976,6.501697
b'bll',11.9068203083,6.0729737e-12,5.2691246e-10,0.0,2.1744852,2.2143896,197.4377,197.391385208,-inf,b'LSP',b'4FGL J1309.7+1153',4.707748e-13,4.3269735e-11,10.0,0.07750764,0.06039489,10.891691
b'bcu',-4.869076728820801,1.9017435e-12,1.2741831e-10,0.46512628,2.5149856,2.5111,197.5428,197.5543212890625,-inf,b'LSP',b'4FGL J1310.1-0450',6.6192613e-13,3.0662684e-11,0.42328098,0.2464417,0.23019907,19.72884
b'bll',-11.9629686889,4.7986576e-12,4.310923e-10,0.0,1.9984311,2.025376,197.5732,197.551907987,0.14,b'HSP',b'4FGL J1310.2-1158',4.6232045e-13,4.1320693e-11,10.0,0.0845042,0.07024226,9.264915
b'fsrq',32.3454952306,3.5853445e-11,3.3516097e-09,0.76263285,2.4003425,2.3017867,197.6324,197.619432712,0.997,b'LSP',b'4FGL J1310.5+3221',1.3714683e-12,1.2258368e-10,0.16440342,0.03183023,0.019166743,897.96747
b'bll',24.8061512111,2.8171493e-12,2.490274e-10,0.22257484,1.9743565,1.9549481,197.6525,197.660474746,0.226,,b'4FGL J1310.6+2449',3.5538982e-13,3.1609614e-11,0.23056056,0.119462945,0.09571364,13.812729
b'fsrq',55.2317562222,3.2000988e-12,2.1775116e-10,0.31309924,2.481083,2.498202,197.7291,197.763378321,0.9245,,b'4FGL J1310.9+5514',3.1282575e-13,2.45397e-11,0.13413145,0.09199434,0.07980514,21.629261
b'bll',0.586124222222,4.4444977e-12,3.9998369e-10,0.26380002,2.0866644,2.0765436,197.751,197.776983408,0.002307,b'ISP',b'4FGL J1311.0+0034',5.8250936e-13,5.18503e-11,0.20992766,0.09222934,0.10065077,16.32512
b'fsrq',32.5595693167,5.8245487e-12,8.717132e-10,0.8843892,2.2472072,2.4578788,197.7598,197.747511371,1.639,b'LSP',b'4FGL J1311.0+3233',1.2005853e-12,1.028911e-10,0.21625602,0.14177293,0.07290607,88.06266
b'bll',39.888099670410156,1.1074868e-12,9.956508e-11,0.0,1.9984474,2.0322993,197.9598,197.9420928955078,-inf,b'LSP',b'4FGL J1311.8+3954',2.4818217e-13,2.2551414e-11,10.0,0.1923409,0.15684684,8.772559
b'bcu',20.869037628173828,1.9104473e-12,4.4966433e-11,0.3391501,3.2011342,3.152549,197.9666,197.9310302734375,-inf,,b'4FGL J1311.8+2057',4.1358686e-13,2.2369512e-11,0.29573524,0.19407009,0.2376907,14.082189
b'bll',-21.9398303917,1.7319837e-11,2.1897255e-09,0.6903063,1.8674401,2.0417125,198.1108,198.131478092,1.491,b'HSP',b'4FGL J1312.4-2156',9.0167424e-13,8.593339e-11,0.15214363,0.046185218,0.026295725,289.9716
b'bcu',-18.983722686767578,1.6644683e-12,1.4394633e-10,0.0,1.9051366,1.9029381,198.1587,198.1445770263672,0.63,,b'4FGL J1312.6-1900',3.817154e-13,3.5305828e-11,10.0,0.1510455,0.14800374,14.55418
b'bcu',48.4752613167,1.906449e-11,1.9908144e-09,2.291977,2.0695424,2.1601832,198.1694,198.1806401,0.501,b'LSP',b'4FGL J1312.6+4828',7.390368e-13,6.3790605e-11,0.4893227,0.03534921,0.021652238,3892.9688
b'bll',-23.8463758806,5.977167e-12,5.683832e-10,0.013833928,1.6798275,1.8382043,198.2043,198.203158783,0.46,b'HSP',b'4FGL J1312.8-2350',6.475684e-13,5.411694e-11,1.6043046,0.10772528,0.058740675,10.764534
b'fsrq',-4.41385894444,1.5570234e-11,1.6546534e-09,0.82578754,2.267123,2.3649096,198.217,198.212088446,0.8249,b'LSP',b'4FGL J1312.8-0425',8.6684533e-13,7.171002e-11,0.17955302,0.05027395,0.028315235,544.1315
b'bcu',-9.03005599975586,1.2989695e-12,1.08126334e-10,0.546802,1.7090852,1.8387039,198.6865,198.66929626464844,-inf,b'HSP',b'4FGL J1314.7-0901',3.3541648e-13,3.0394933e-11,0.35664162,0.27096292,0.15637827,21.204617
b'bll',23.8074392417,1.179874e-11,1.3264831e-09,0.23154698,1.9096957,2.0362117,198.6879,198.682525671,-inf,b'ISP',b'4FGL J1314.7+2348',7.154199e-13,6.080792e-11,0.068399355,0.051227164,0.031196678,37.45344
b'bll',-42.61389923095703,4.9071003e-12,3.8539028e-10,0.3271756,1.72222,1.7647128,198.7678,198.7642059326172,0.105,b'HSP',b'4FGL J1315.0-4236',5.3951694e-13,4.726655e-11,0.16408323,0.10057047,0.074965686,16.414032
b'bcu',84.83643341064453,1.9704917e-12,1.2784752e-10,0.18649192,2.458023,2.5371032,198.8673,200.2216033935547,-inf,b'LSP',b'4FGL J1315.4+8453',3.8593935e-13,2.5082169e-11,0.39067802,0.24825698,0.145199,12.28687
b'bll',11.5588002389,2.388391e-12,2.55274e-10,0.19372877,1.6363956,1.8773526,198.891,198.885898962,0.73,b'HSP',b'4FGL J1315.5+1135',4.2599737e-13,3.9992416e-11,0.3294457,0.18553658,0.09315627,14.0096855
b'bll',-7.55057693889,4.3538905e-12,5.3349286e-10,0.8358144,1.7501317,1.9429656,198.9866,198.970727467,-inf,b'HSP',b'4FGL J1315.9-0732',5.195854e-13,5.0234913e-11,0.20572384,0.10756254,0.061159443,70.68979
b'fsrq',-33.6497702111,2.324384e-11,2.1796933e-09,0.88829917,2.2587929,2.3241017,199.0252,199.033274746,1.21,b'LSP',b'4FGL J1316.1-3338',1.0277073e-12,8.0882516e-11,0.19193487,0.03558667,0.026217125,677.63403
b'bcu',30.248388290405273,8.7747713e-13,7.8931764e-11,0.0,1.3274745,2.0391107,199.1447,199.2273712158203,0.375,,b'4FGL J1316.5+3013',2.3083567e-13,2.0885528e-11,10.0,0.9454759,0.19161087,5.959256
b'bcu',66.26539611816406,1.1916978e-12,8.0757324e-11,0.0,2.5066466,2.501649,199.2822,199.4715576171875,-inf,b'LSP',b'4FGL J1317.1+6613',2.9269298e-13,1.7964807e-11,10.0,0.1436926,0.16533552,11.337759
b'fsrq',34.4210923472,5.677143e-12,3.817591e-10,0.82928675,2.4725385,2.508091,199.4008,199.402059079,1.05,b'LSP',b'4FGL J1317.6+3428',4.1014428e-13,3.303413e-11,0.190344,0.0785226,0.061857898,142.31038
b'bcu',74.80978393554688,1.2533206e-12,1.0895163e-10,0.09862577,2.0057375,2.2103145,199.4106,199.59552001953125,-inf,b'ISP',b'4FGL J1317.6+7450',2.2364051e-13,1.9134494e-11,0.728404,0.24170846,0.12987562,12.013063
b'bcu',-17.5935116167,1.7613013e-12,2.502655e-10,0.258352,2.1366322,2.218831,199.5372,199.53388435,-inf,,b'4FGL J1318.1-1740',4.0838744e-13,4.3929336e-11,0.40624827,0.19366527,0.116063416,15.2268915
b'bcu',67.9066816639,1.3443208e-12,1.9034947e-10,1.0520401,1.9713173,2.1647806,199.5558,199.66793335,-inf,b'LSP',b'4FGL J1318.2+6754',2.60902e-13,2.4385235e-11,0.25693622,0.19629972,0.09361569,88.06897
b'bcu',-12.5844015028,5.3642555e-12,6.215184e-10,0.20927453,2.0166352,2.115933,199.6936,199.678555446,-inf,b'LSP',b'4FGL J1318.7-1234',6.125851e-13,5.2526854e-11,0.12303364,0.0875894,0.059054308,18.834553
b'bcu',-0.827760844444,3.7442384e-12,2.7732122e-10,0.6946251,2.3938398,2.4216313,199.8773,199.911525721,0.890996,b'LSP',b'4FGL J1319.5-0045',4.2890106e-13,3.564337e-11,0.19243106,0.1041398,0.08675947,51.715122
b'bll',14.0925326472,2.641031e-12,2.368729e-10,0.567346,1.8233677,2.013389,199.8979,199.882260637,0.573,b'ISP',b'4FGL J1319.5+1404',3.7218053e-13,3.3688913e-11,0.23300914,0.23427406,0.10628551,22.931824
b'bll',77.9728556861,3.9745963e-12,3.5773687e-10,0.4214771,2.0556457,2.0496154,199.9658,199.838604479,-inf,b'ISP',b'4FGL J1319.8+7759',3.1100044e-13,2.7909949e-11,0.12742528,0.068233185,0.062099546,35.318623
b'fsrq',33.1950714306,2.4065392e-12,1.4454571e-10,0.98437804,2.5065699,2.5958824,200.1854,200.1384002,0.923783,b'ISP',b'4FGL J1320.7+3314',4.1425647e-13,2.5388719e-11,0.2706116,0.21656664,0.124540195,49.919716
b'fsrq',22.2700300667,2.1130889e-11,1.930576e-09,0.57659274,2.2720602,2.3481383,200.2958,200.296677317,0.943,b'LSP',b'4FGL J1321.1+2216',8.46621e-13,6.9873676e-11,0.1259572,0.036046218,0.024274938,366.49
b'fsrq',-26.6029070222,2.4767306e-12,1.6268385e-10,0.0,2.5483136,2.5272639,200.3318,200.308487108,2.027,b'LSP',b'4FGL J1321.3-2641',4.852389e-13,3.16834e-11,10.0,0.11876995,0.1514656,10.874801
b'bll',32.3174734667,2.1426324e-12,1.8934741e-10,0.84802383,2.1555147,2.1696088,200.4801,200.500408525,-inf,,b'4FGL J1321.9+3219',3.3231566e-13,2.911837e-11,0.25865272,0.1345137,0.12076047,36.76794
b'fsrq',83.2703954694,2.89813e-12,2.1860862e-10,1.1547818,2.2817385,2.403438,200.5015,200.440037287,1.024,b'LSP',b'4FGL J1322.0+8317',3.4766696e-13,2.6762965e-11,0.2726449,0.1483039,0.0895327,109.10944
b'fsrq',8.70912489444,3.2474932e-12,2.8887068e-10,0.6099185,2.0450866,2.1484103,200.551,200.5424103,0.32549,b'LSP',b'4FGL J1322.2+0842',3.8362437e-13,3.477401e-11,0.19527215,0.13712382,0.088054515,34.532482
b'bcu',-6.10489995,1.9886519e-12,3.1705608e-10,0.0,1.7635505,2.026203,200.5867,200.583659833,-inf,b'LSP',b'4FGL J1322.3-0606',3.2625703e-13,4.2224124e-11,10.0,0.1879311,0.088973984,10.5542
b'fsrq',-9.62716671667,8.804577e-12,5.886084e-10,1.0314845,2.4359677,2.60988,200.6637,200.653802579,1.864,b'LSP',b'4FGL J1322.6-0936',6.068999e-13,4.750893e-11,0.22553174,0.0786392,0.046205804,429.5244
b'bcu',-14.3151366028,1.3387799e-12,1.204925e-10,0.0,2.023639,2.0749464,200.6681,200.627432504,-inf,,b'4FGL J1322.6-1418',3.5016827e-13,3.1334157e-11,10.0,0.23411825,0.16559713,7.212368
b'bcu',-16.2902279444,2.2074634e-12,1.9872251e-10,0.28417927,1.9190097,2.066998,200.6738,200.681892679,-inf,b'LSP',b'4FGL J1322.6-1617',3.7958403e-13,3.4123534e-11,0.35378563,0.22296509,0.12200093,13.142626
b'bll',4.66428148889,1.1568384e-12,1.5051047e-10,0.18717112,1.4604847,1.8959392,200.7372,200.754168367,0.224,b'HSP',b'4FGL J1322.9+0437',2.652775e-13,3.9341107e-11,0.9389145,0.39535674,0.12482299,14.167965
b'bcu',29.6957812861,1.3283966e-11,1.3433912e-09,0.09531115,2.132108,2.1846976,200.7616,200.753639346,1.143,b'LSP',b'4FGL J1323.0+2941',7.193687e-13,5.9606535e-11,0.05960031,0.042644903,0.030004306,16.506138
b'bll',14.0998506806,4.7747552e-12,5.196757e-10,0.42172167,1.6675606,1.87747,200.9762,200.993179308,0.47,b'HSP',b'4FGL J1323.9+1405',5.6561396e-13,4.728986e-11,0.14313927,0.11547368,0.059587263,27.918558
b'RDG',-43.5,5.2736263e-11,3.7002106e-09,0.036074355,2.5431106,2.5172162,201.0,201.0,-inf,,b'4FGL J1324.0-4330e',2.2299298e-12,1.7694883e-10,0.059326064,0.036285367,0.026346788,12.9651
b'fsrq',47.7223957278,4.252095e-12,2.2292354e-10,0.8871819,2.6661239,2.6906402,201.2398,201.122260238,2.26,,b'4FGL J1324.9+4748',4.1347988e-13,2.6456221e-11,0.2093646,0.098879464,0.08058168,100.888916
b'bll',66.3499984741211,6.7716075e-13,6.096259e-11,0.0,2.1084626,2.0631251,201.3416,201.38330078125,0.21,b'HSP',b'4FGL J1325.3+6621',2.1697065e-13,1.9496406e-11,10.0,0.20655441,0.2463892,8.403669
b'RDG',-43.0191126528,5.931336e-11,3.5856744e-09,0.07729713,2.6025746,2.5911267,201.3813,201.365063196,0.0018,b'LSP',b'4FGL J1325.5-4300',1.3014862e-12,9.4194e-11,0.024497814,0.017039405,0.019683829,33.402985
b'bll',-2.4694199562072754,1.0892539e-12,1.5365803e-10,0.0,1.7155548,1.8829904,201.4144,201.42462158203125,0.8,,b'4FGL J1325.6-0227',2.7523922e-13,3.568894e-11,10.0,0.27764675,0.12674572,11.862303
b'bll',29.558300018310547,1.6347436e-12,1.4448537e-10,0.29754242,2.1752903,2.1691866,201.538,201.5625,0.431,b'HSP',b'4FGL J1326.1+2933',3.8314274e-13,3.0710087e-11,0.44741404,0.18751308,0.17597958,16.177794
b'bll',12.49965055,1.1566137e-12,1.0202131e-10,0.0,1.4193317,1.9488044,201.5493,201.573765317,0.204153,b'HSP',b'4FGL J1326.1+1232',2.917343e-13,2.674559e-11,10.0,0.55103993,0.17309292,9.973842
b'bll',41.25008010864258,1.6156435e-12,1.0555643e-10,0.0,2.5284743,2.5315619,201.559,201.49559020996094,0.3096,b'LSP',b'4FGL J1326.2+4115',2.9580442e-13,2.19102e-11,10.0,0.14610615,0.1536287,3.4389088
b'bcu',1.8647427558898926,1.128903e-12,9.309331e-11,0.76190937,1.7622724,1.8254118,201.6598,201.66954040527344,-inf,,b'4FGL J1326.6+0152',3.0759054e-13,2.7854177e-11,0.572348,0.26465932,0.17821664,21.233597
b'fsrq',-5.01638148889,8.8586674e-13,6.572648e-11,0.0,1.613626,1.704938,201.6993,201.727558058,1.882,b'LSP',b'4FGL J1326.7-0503',2.8578537e-13,2.6514757e-11,10.0,0.29952887,0.20893368,8.199522
b'fsrq',22.1806007833,1.4119755e-11,1.1804163e-09,0.5205173,2.3642218,2.487208,201.7295,201.753588796,1.398,b'LSP',b'4FGL J1326.9+2210',7.3666745e-13,5.7460252e-11,0.116994835,0.043605473,0.030667601,209.83745
b'bcu',31.85755157470703,1.0724349e-12,9.052732e-11,0.3962482,2.2614114,2.2642686,201.7683,201.8821563720703,0.239005,b'LSP',b'4FGL J1327.0+3154',3.30629e-13,2.3393166e-11,0.5824257,0.1982824,0.24469602,16.227152
b'bll',25.462890625,9.476791e-13,7.6981546e-11,0.0,1.4939352,1.8053584,201.9546,201.99563598632812,-inf,,b'4FGL J1327.8+2522',2.6097714e-13,2.2981197e-11,10.0,0.42162988,0.18362613,13.189946
b'bll',-47.4637375917,8.350727e-12,7.4067963e-10,0.25597522,1.9210644,1.9653744,202.1342,202.169265721,-inf,b'HSP',b'4FGL J1328.5-4727',7.977487e-13,7.642078e-11,0.13732778,0.09209598,0.06621445,18.191383
b'bll',11.75568962097168,1.3487989e-12,9.7062566e-11,0.0,0.5141078,1.6758314,202.1667,202.13983154296875,0.49,b'HSP',b'4FGL J1328.6+1145',3.2751715e-13,2.8555946e-11,10.0,1.3214954,0.15478817,11.895357
b'bcu',-5.526700019836426,2.3299231e-12,4.6057608e-10,0.0,2.0772007,2.3791604,202.3738,202.36920166015625,0.575868,,b'4FGL J1329.4-0530',4.098418e-13,5.6202855e-11,10.0,0.21428286,0.10145527,9.073717
b'bll',70.0274088194,3.571099e-12,3.0897565e-10,0.39738616,1.8106827,1.9038485,202.5727,202.607535721,-inf,b'HSP',b'4FGL J1330.2+7002',3.1456933e-13,2.6075798e-11,0.13034716,0.09439739,0.06209217,32.79175
b'bll',44.6889660528,2.4893228e-12,3.3411976e-10,0.13639942,1.8133126,2.0794628,202.5793,202.589690933,-inf,b'HSP',b'4FGL J1330.3+4441',3.8163336e-13,3.4264303e-11,0.21546611,0.17041546,0.073907845,12.139494
b'bll',31.9030706861,1.1327089e-12,7.830166e-11,0.6947936,2.4398038,2.4847465,202.6002,202.47027045,-inf,b'LSP',b'4FGL J1330.4+3157',3.665342e-13,2.1987334e-11,0.3518464,0.31500462,0.20027076,22.872593
b'bcu',52.0376263361,4.164212e-12,3.0683667e-10,0.39277092,2.4011347,2.4266503,202.6823,202.677496983,0.688,b'LSP',b'4FGL J1330.7+5200',3.6709326e-13,2.8321949e-11,0.12662815,0.08597838,0.07110218,29.777742
b'bcu',29.5379200111,1.47318e-12,1.8836731e-10,1.3164562,2.6291099,2.4649086,202.6935,202.757635787,-inf,b'LSP',b'4FGL J1330.7+2933',3.5902333e-13,3.1803133e-11,0.3189778,0.24319933,0.11281523,77.12215
b'css',30.5091553083,2.3658074e-12,1.5945664e-10,0.0,2.4677167,2.5061717,202.7544,202.784533658,0.849934,b'LSP',b'4FGL J1331.0+3032',3.8730016e-13,2.5387602e-11,10.0,0.15824346,0.117761664,4.69451
b'bll',56.92829895019531,1.5003547e-12,1.3097352e-10,0.16191155,1.8166791,1.9228348,202.7577,202.76210021972656,0.7,,b'4FGL J1331.0+5653',2.534104e-13,2.385863e-11,0.608217,0.37658,0.13752392,12.246956
b'bll',-13.4348852167,4.594338e-12,4.8327686e-10,0.82357085,2.6416523,2.5538073,202.8192,202.834829583,0.25,b'LSP',b'4FGL J1331.2-1325',1.0763739e-12,5.978096e-11,0.21803075,0.14968829,0.09112292,62.391518
b'bll',17.2140542611,3.839078e-12,3.2191796e-10,0.35057154,2.2429788,2.2747133,202.9052,202.889351708,-inf,b'LSP',b'4FGL J1331.6+1711',4.0301608e-13,3.5448346e-11,0.16004048,0.099158935,0.080500714,21.001177
b'fsrq',-3.68725389722,1.6850166e-12,1.9515585e-10,0.795023,2.2804837,2.7994266,202.9373,202.871506104,1.352,b'LSP',b'4FGL J1331.7-0343',5.3297324e-13,4.221312e-11,0.25112703,0.47814468,0.13167936,35.0808
b'bcu',-6.77585708889,1.6293335e-12,2.3254704e-10,0.84104127,1.6529777,1.9480146,202.945,202.945280208,0.126187,b'ISP',b'4FGL J1331.7-0647',3.331128e-13,3.992313e-11,0.2526428,0.214066,0.10394331,25.743532
b'fsrq',-5.16202948333,3.2244825e-11,2.3545528e-09,1.2824053,2.4086459,2.5140712,203.0196,203.018602825,2.15,b'LSP',b'4FGL J1332.0-0509',9.144804e-13,8.256748e-11,0.2742118,0.029730855,0.01936138,2709.0525
b'fsrq',47.3729632444,2.89056e-12,1.7312898e-10,0.8086973,2.495209,2.5979493,203.0595,203.188526783,0.6687,b'LSP',b'4FGL J1332.2+4722',4.1033163e-13,2.5571184e-11,0.21338212,0.17871952,0.106634505,55.804783
b'fsrq',-12.9375953,3.4745387e-11,2.991286e-09,0.75146556,2.4336975,2.4311616,203.1543,203.163547479,1.492,b'LSP',b'4FGL J1332.6-1256',1.497062e-12,9.731131e-11,0.16210663,0.032201745,0.020700153,858.3483
b'fsrq',27.4217730056,5.1325008e-12,4.1199863e-10,0.53631264,2.3099065,2.3342357,203.3227,203.281211325,0.731,b'LSP',b'4FGL J1333.2+2725',3.724099e-13,3.502617e-11,0.13966562,0.07271295,0.06073677,58.564056
b'fsrq',50.9599764778,9.055662e-12,8.9763497e-10,0.79219836,2.239042,2.3384829,203.4395,203.474099625,1.362,b'LSP',b'4FGL J1333.7+5056',5.108907e-13,4.4484257e-11,0.17339861,0.04917107,0.033121135,379.9662
b'bcu',-35.3372292333,1.1539911e-12,8.617704e-11,0.0,1.6848881,1.7113473,203.5496,203.550105133,-inf,b'HSP',b'4FGL J1334.1-3521',3.143586e-13,2.6972192e-11,10.0,0.18899727,0.16224611,7.5103807
