CLASS,DEC_Counterpart,Energy_Flux100,Flux1000,Frac_Variability,LP_Index,PL_Index,RAJ2000,RA_Counterpart,Redshift,SED_class,Source_Name,Unc_Energy_Flux100,Unc_Flux1000,Unc_Frac_Variability,Unc_LP_Index,Unc_PL_Index,Variability_Index
b'bcu',47.7002009361,1.4994537e-12,1.2597956e-10,0.67588246,2.2540812,2.2716956,0.3126,0.3293408,-inf,b'ISP',b'4FGL J0001.2+4741',3.9684922e-13,2.8771974e-11,0.31285,0.22635077,0.17905669,25.313953
b'bll',-7.774144975,8.339171e-12,7.471219e-10,0.40656525,2.0789266,2.1166923,0.3151,0.3251038,-inf,b'LSP',b'4FGL J0001.2-0747',5.4994545e-13,5.041939e-11,0.11186972,0.06597397,0.049792346,46.780693
b'bll',-0.1944199949502945,1.2313846e-12,1.0822458e-10,0.0,1.6612232,1.9391596,0.3717,0.3395400047302246,0.461516,b'LSP',b'4FGL J0001.4-0010',3.138318e-13,2.9144395e-11,10.0,0.6733028,0.19264403,9.272764
b'fsrq',21.2267429583,2.555889e-11,1.3473536e-09,0.9961379,2.5141594,2.65406,0.3815,0.3848771,1.106,b'ISP',b'4FGL J0001.5+2113',6.6523176e-13,6.172809e-11,0.21347848,0.034550626,0.020943115,1910.9358
b'bcu',-41.9237053972,3.5604755e-12,2.8218167e-10,0.49097705,1.6938646,1.7751755,0.4165,0.386479595833,-inf,b'HSP',b'4FGL J0001.6-4156',4.1687758e-13,3.0908824e-11,0.17578249,0.10737491,0.07331966,26.393343
b'bcu',-21.88607406616211,1.0611143e-12,9.04753e-11,0.90285075,1.7166204,1.8766632,0.4647,0.5499226450920105,-inf,b'LSP',b'4FGL J0001.8-2153',2.7682162e-13,2.4425273e-11,0.38010666,0.36620802,0.1721119,24.557972
b'bll',-67.4481760667,2.3898186e-12,2.5888083e-10,0.17425367,1.593436,1.8477732,0.5378,0.563303229167,-inf,,b'4FGL J0002.1-6728',3.4951173e-13,3.210022e-11,0.23628621,0.13869484,0.07591386,12.5307255
b'bcu',-8.258999824523926,1.3253205e-12,1.1913824e-10,0.09686208,2.0607266,2.0920746,0.5937,0.6502500176429749,-inf,b'LSP',b'4FGL J0002.3-0815',3.542956e-13,3.133722e-11,1.9647523,0.24492237,0.1723951,13.0142145
b'bcu',-51.874305725097656,8.9724745e-13,7.802861e-11,0.5716937,1.535265,1.9144565,0.6131,0.6216830015182495,-inf,,b'4FGL J0002.4-5156',2.3626985e-13,2.1195904e-11,0.62483436,0.41477796,0.18030497,17.68631
b'bcu',-52.7909124778,3.957909e-12,3.4436592e-10,0.0,1.8593991,1.9155122,0.7817,0.831668583333,-inf,,b'4FGL J0003.1-5248',3.9440939e-13,3.4032673e-11,10.0,0.09829333,0.072900385,7.9984255
b'bll',22.0821530694,6.386718e-13,9.928427e-11,0.0,1.8975306,2.1164167,0.8058,0.852178433333,0.09983,b'LSP',b'4FGL J0003.2+2207',1.609938e-13,3.0247315e-11,10.0,0.48901185,0.17688376,12.451856
b'bcu',-19.4562098556,3.218208e-12,4.2482515e-10,0.5918794,2.1029518,2.28195,0.8465,0.827812570833,-inf,b'LSP',b'4FGL J0003.3-1928',4.3248348e-13,4.1030183e-11,0.15997198,0.13645579,0.06562985,49.879936
b'bcu',-59.096580505371094,1.447419e-12,1.2143381e-10,0.0,2.2789261,2.2739096,0.8483,0.8055400252342224,-inf,,b'4FGL J0003.3-5905',2.7034405e-13,2.1709416e-11,10.0,0.15518579,0.14445864,10.1481495
b'bcu',7.287184238433838,8.080546e-13,1.5356723e-10,0.0,1.9643838,2.2172673,0.8796,0.8468390703201294,-inf,b'LSP',b'4FGL J0003.5+0717',2.494424e-13,3.6670483e-11,10.0,0.39768988,0.15857996,10.951773
b'bll',-11.8162183194,2.3655015e-12,3.3126035e-10,0.0,2.0099006,2.1779604,0.9986,1.02047914167,1.30999,b'LSP',b'4FGL J0003.9-1149',3.7448685e-13,4.0111917e-11,10.0,0.14327441,0.08374477,7.3579965
b'bll',8.6939406,1.1514595e-12,1.7724999e-10,0.35787228,1.5944289,2.002625,1.0073,0.996792179167,2.057129,b'ISP',b'4FGL J0004.0+0840',2.6705008e-13,3.7600967e-11,0.4966698,0.34303802,0.12605168,15.3058
b'fsrq',46.2549934387207,5.1593144e-12,3.8481487e-10,1.0162235,2.490068,2.5879583,1.0757,1.0671985149383545,1.81,b'LSP',b'4FGL J0004.3+4614',6.537774e-13,4.1954978e-11,0.2342373,0.10728824,0.06640998,139.03676
b'fsrq',-47.6054455472,5.355802e-12,3.898786e-10,0.82349813,2.393472,2.4382217,1.1091,1.1485645375,0.88,b'LSP',b'4FGL J0004.4-4737',3.7047367e-13,3.2763084e-11,0.18814608,0.07404519,0.057656277,153.28648
b'fsrq',38.3375414,6.475134e-12,4.0120826e-10,0.36480123,2.5237925,2.6222498,1.4986,1.48823080417,0.229,b'LSP',b'4FGL J0005.9+3824',5.3962504e-13,4.2493797e-11,0.107505776,0.084620945,0.05475791,41.211475
b'bll',-6.39314870278,1.4257431e-12,1.2675634e-10,0.4856095,2.1237488,2.1502833,1.5992,1.55788704167,0.347,b'LSP',b'4FGL J0006.3-0620',3.1776128e-13,2.7863328e-11,0.33241215,0.21172261,0.15317643,23.379368
b'bll',1.60288485,1.0386839e-12,1.6665398e-10,0.0,1.7125118,2.0807567,1.6094,1.61218634167,0.787,b'ISP',b'4FGL J0006.4+0135',2.647862e-13,3.528146e-11,10.0,0.3037899,0.14748973,4.8810477
b'bll',-56.47541809082031,1.2930864e-12,8.951057e-11,0.0,2.4229586,2.4835656,1.6103,1.490208387374878,0.2912,b'LSP',b'4FGL J0006.4-5621',2.865618e-13,2.0917573e-11,10.0,0.24696884,0.15804005,11.135396
b'bcu',40.1416492417,3.4317308e-12,4.4584436e-10,0.51003826,1.9320873,2.1395662,1.9275,1.92361052083,-inf,,b'4FGL J0007.7+4008',5.357193e-13,4.3823185e-11,0.15463914,0.14680359,0.071487576,35.662487
b'bll',47.20215795,1.8770312e-11,2.0905304e-09,0.0,1.9260442,2.0533266,2.0024,1.99988861667,0.28,b'LSP',b'4FGL J0008.0+4711',9.191192e-13,7.382693e-11,10.0,0.042937554,0.02554075,5.7724886
b'bcu',-39.7563796333,2.0887955e-12,1.203355e-10,0.4244896,2.603963,2.6259644,2.0048,2.03834353333,-inf,b'LSP',b'4FGL J0008.0-3937',4.052439e-13,2.5553238e-11,0.24760127,0.21494788,0.12768282,16.605425
b'bll',-23.6577799306,2.1522857e-12,1.8154193e-10,0.0,1.4628757,1.7175813,2.111,2.14749853333,0.147,,b'4FGL J0008.4-2339',4.1601854e-13,3.407117e-11,10.0,0.20652138,0.09430257,12.519338
b'bcu',14.9432751944,4.330457e-12,5.1733334e-10,0.65726656,1.9379028,2.0788698,2.1246,2.10583264167,-inf,,b'4FGL J0008.4+1455',5.471011e-13,4.8089196e-11,0.17291215,0.10817546,0.06378936,51.85556
b'bll',6.47256675278,5.8245175e-12,5.179052e-10,0.1701378,2.1215103,2.1497757,2.2973,2.26638275,1.562629,b'LSP',b'4FGL J0009.1+0628',4.858285e-13,4.4573036e-11,0.14786963,0.0753307,0.06206914,14.957571
b'bll',50.5080106194,2.2921384e-11,2.489704e-09,0.40872404,1.8838742,1.9903688,2.3466,2.344833625,-inf,b'HSP',b'4FGL J0009.3+5030',9.183164e-13,7.7208656e-11,0.092225395,0.03269161,0.020850431,204.73532
b'rdg',-32.2769248667,2.3561897e-12,2.0176022e-10,0.5739513,2.2020462,2.2399142,2.4443,2.39815735417,0.02542,b'ISP',b'4FGL J0009.7-3217',3.2718893e-13,2.8551576e-11,0.19835517,0.13000943,0.10419278,27.936226
b'bll',-43.280582427978516,2.7330816e-12,2.4143737e-10,0.19140024,2.1687417,2.1706803,2.4533,2.457291603088379,0.56,,b'4FGL J0009.8-4317',3.0896482e-13,2.8082647e-11,0.22269396,0.09713317,0.090566225,13.812
b'bcu',13.683028221130371,1.227029e-12,1.1033495e-10,0.0,1.51148,2.0345724,2.4653,2.4884166717529297,-inf,b'HSP',b'4FGL J0009.8+1340',3.1831498e-13,2.8988405e-11,10.0,0.62715816,0.20356315,11.894109
b'bcu',-63.95940017700195,1.5062799e-12,5.3257607e-11,0.10057781,2.9301896,2.930749,2.4743,2.4062867164611816,-inf,b'LSP',b'4FGL J0009.8-6358',3.2772052e-13,1.8023315e-11,0.6127402,0.18450542,0.19470964,12.618604
b'fsrq',20.7971634917,1.9530738e-12,1.492397e-10,0.82655686,2.3289845,2.3900635,2.6502,2.61976269167,0.6,b'LSP',b'4FGL J0010.6+2043',4.0425603e-13,3.018916e-11,0.2866108,0.21912503,0.15723218,30.502176
b'fsrq',-30.4631718333,5.36659e-12,4.989193e-10,0.8408478,2.2681289,2.4249508,2.6675,2.64892584167,1.19,b'LSP',b'4FGL J0010.6-3025',4.4699975e-13,4.080262e-11,0.1900444,0.08695464,0.05000419,168.7764
b'bcu',-21.9511722639,1.5752479e-12,1.216718e-10,0.06835933,2.3885586,2.3785787,2.7174,2.7235416,-inf,,b'4FGL J0010.8-2154',3.0647937e-13,2.4581252e-11,1.1985316,0.15407774,0.15330236,11.98323
b'bcu',-41.09587860107422,1.3458987e-12,9.1315996e-11,0.0,2.4800832,2.5006473,2.8502,2.9683470726013184,0.091,b'ISP',b'4FGL J0011.4-4110',3.1606713e-13,2.21247e-11,10.0,0.21388805,0.16880704,7.678005
b'fsrq',0.964410311111,7.4363736e-12,7.1480244e-10,0.9843933,2.2449186,2.353539,2.8551,2.87668005833,1.492,b'LSP',b'4FGL J0011.4+0057',6.615349e-13,5.3551368e-11,0.2190029,0.078660615,0.0505667,231.06699
b'bcu',-31.705778121948242,1.2671117e-12,1.1150496e-10,0.7701824,1.8673143,1.9424331,2.9547,2.9239165782928467,-inf,,b'4FGL J0011.8-3142',2.7627732e-13,2.5472093e-11,0.33865628,0.23649056,0.16467747,24.585592
b'fsrq',33.894020080566406,1.7927968e-12,1.5181205e-10,1.2553804,2.1887255,2.2591548,3.2636,3.197425603866577,1.682,b'LSP',b'4FGL J0013.0+3355',3.4264968e-13,2.7713184e-11,0.3307244,0.20014702,0.13564682,59.59149
b'bll',-39.9072375472,4.1265546e-12,5.226114e-10,0.29586396,1.897792,2.0539155,3.2802,3.24962430417,-inf,b'LSP',b'4FGL J0013.1-3955',4.5135748e-13,4.1846717e-11,0.11354885,0.092025414,0.056649126,24.301222
b'bcu',9.825139045715332,2.0115164e-12,1.7787763e-10,0.32545438,2.018278,1.9560379,3.3544,3.369999885559082,-inf,b'HSP',b'4FGL J0013.4+0950',4.2393357e-13,4.1354514e-11,0.3576465,0.11059783,0.15678205,18.240509
b'agn',40.8603178333,2.016667e-12,1.6788426e-10,0.0,2.3133092,2.2855616,3.4014,3.37970918333,0.2555,b'LSP',b'4FGL J0013.6+4051',3.8091709e-13,2.8472318e-11,10.0,0.10544815,0.14241414,10.474953
b'fsrq',-4.39785967222,2.1614006e-12,1.9312094e-10,0.0,2.144674,2.1303787,3.4208,3.4755456625,1.075,b'LSP',b'4FGL J0013.6-0424',4.2649966e-13,3.6193493e-11,10.0,0.14204952,0.16890033,12.135636
b'bll',-18.9018600611,3.0871711e-12,2.707388e-10,0.0,1.9128351,1.9337118,3.4804,3.48351326667,0.094846,b'HSP',b'4FGL J0013.9-1854',3.8190867e-13,3.2815733e-11,10.0,0.104565725,0.08670264,8.941787
b'bll',19.1783099694,3.2189256e-12,2.4721702e-10,0.8344805,2.2974215,2.3846972,3.5368,3.48490050417,0.477,b'LSP',b'4FGL J0014.1+1910',4.1203315e-13,3.3079615e-11,0.22594748,0.1496139,0.09697924,47.450222
b'bll',-50.3763770917,3.3300027e-12,2.9863176e-10,0.16137516,2.1057856,2.1108487,3.5479,3.54776027917,0.01,b'HSP',b'4FGL J0014.1-5022',3.5393417e-13,3.174024e-11,0.19770908,0.09447419,0.08644091,11.309005
b'bll',8.90056895556,2.1929125e-12,1.5047691e-10,0.2622031,2.4932685,2.4910736,3.5695,3.58224983333,0.163,,b'4FGL J0014.2+0854',5.3498254e-13,3.5046382e-11,0.41945058,0.15371959,0.15890321,12.518306
b'bcu',-4.99133922222,5.2041947e-12,4.03784e-10,0.3875091,2.3620024,2.373674,3.5864,3.5851388375,0.791,b'LSP',b'4FGL J0014.3-0500',6.2950816e-13,4.323432e-11,0.14616913,0.10309724,0.08638218,24.513874
b'bcu',32.2703638194,4.8431268e-12,3.522233e-10,0.5126944,2.4529133,2.5560217,3.7268,3.77561423333,-inf,b'LSP',b'4FGL J0014.9+3212',4.7903787e-13,3.8753122e-11,0.14218675,0.09889877,0.06031879,42.14543
b'bll',35.610801696777344,1.129644e-12,1.0141965e-10,0.0,2.0326061,2.020398,3.8247,3.8661999702453613,0.57,b'ISP',b'4FGL J0015.2+3537',2.9858313e-13,2.7854361e-11,10.0,0.14677496,0.1893453,14.718567
b'bll',24.6707497861,2.7089858e-12,2.416601e-10,0.19712903,2.145758,2.1373396,3.9917,4.01507039167,-inf,,b'4FGL J0015.9+2440',3.6503014e-13,3.2036672e-11,0.23963511,0.12629606,0.1118942,14.983067
b'fsrq',-0.253457036111,8.140275e-12,4.017602e-10,0.5474806,2.6355696,2.7242568,4.061,4.04620230417,1.57631,b'LSP',b'4FGL J0016.2-0016',5.782521e-13,3.9902835e-11,0.13025038,0.07360033,0.048281856,101.33365
b'fsrq',17.0112784,2.5199875e-12,1.2434209e-10,0.59349287,2.6466584,2.7302923,4.1396,3.9166116,1.709,,b'4FGL J0016.5+1702',4.5865715e-13,3.0343797e-11,0.24580024,0.21605167,0.13963884,25.678347
b'bcu',-6.84262073611,5.474359e-12,4.6184587e-10,0.39170718,2.2327504,2.265173,4.2635,4.28907083333,-inf,b'LSP',b'4FGL J0017.0-0649',4.4499422e-13,4.0399534e-11,0.12806079,0.07870389,0.06452679,40.29398
b'FSRQ',-5.21160222222,9.933278e-12,7.1459705e-10,0.9674734,2.5720809,2.5351584,4.3949,4.39923841667,0.227,b'LSP',b'4FGL J0017.5-0514',7.1106684e-13,5.0225817e-11,0.21379916,0.058408767,0.042604893,277.9689
b'bll',14.8505221083,2.8365092e-12,2.419702e-10,0.22008005,2.173127,2.2466593,4.4711,4.40376599583,0.302712,b'ISP',b'4FGL J0017.8+1455',3.88924e-13,3.3955158e-11,0.294947,0.16221996,0.10931261,12.494833
b'bll',29.7919899722,3.4085096e-12,2.5970287e-10,0.058889806,1.6288027,1.7317922,4.6151,4.615790275,0.1,,b'4FGL J0018.4+2946',4.3880904e-13,3.3237593e-11,0.71441317,0.12314378,0.07927863,11.574172
b'fsrq',26.047889709472656,2.0651857e-12,1.0069916e-10,0.57802415,2.5621738,2.794101,4.719,4.915750026702881,0.28,b'LSP',b'4FGL J0018.8+2611',4.8812885e-13,3.0016392e-11,0.23811322,0.25950274,0.13187656,27.890223
b'bcu',-56.6951271778,3.070022e-12,2.584545e-10,1.0706934,2.24366,2.2685406,4.8106,4.86088295833,-inf,b'LSP',b'4FGL J0019.2-5640',3.1140596e-13,2.7733763e-11,0.25392365,0.098613225,0.08381388,109.07163
b'bll',-81.8809475222,7.0560034e-12,6.342404e-10,0.28919077,2.0849953,2.0928946,4.8327,4.83601874167,-inf,b'ISP',b'4FGL J0019.3-8152',4.7743764e-13,4.3094344e-11,0.10314947,0.061326127,0.053326447,27.177048
b'fsrq',73.4583382333,1.3229447e-11,9.607424e-10,1.2626213,2.6461496,2.609616,4.9031,4.94077657083,1.781,b'LSP',b'4FGL J0019.6+7327',1.5325075e-12,6.470253e-11,0.2755288,0.068212636,0.048633665,428.9323
b'bll',20.3626790694,3.941609e-12,3.4667358e-10,0.2808846,2.1545336,2.1827435,4.907,4.90772707083,-inf,b'LSP',b'4FGL J0019.6+2022',4.0536495e-13,3.634139e-11,0.1646398,0.09937443,0.08188971,16.716976
b'bll',3.39946661111,1.8290885e-12,1.586066e-10,0.6074746,1.7370398,1.9083709,5.2565,5.2093648875,-inf,,b'4FGL J0021.0+0322',3.4458487e-13,3.0753667e-11,0.2923467,0.25065535,0.1307978,24.845884
b'bll',-25.8470519611,6.9688222e-12,7.305103e-10,0.28834793,2.0350888,2.1197062,5.3912,5.3856229,-inf,b'ISP',b'4FGL J0021.5-2552',5.5613045e-13,4.8156028e-11,0.09045195,0.05951061,0.04382612,34.189217
b'bll',-9.012310028076172,1.8371507e-12,1.5993341e-10,0.45691302,2.069937,2.2072017,5.4115,5.426040172576904,0.648,,b'4FGL J0021.6-0855',3.5045152e-13,3.0305227e-11,0.33017525,0.27535677,0.13853623,17.615793
b'bll',-51.67338943481445,6.755768e-12,6.0604877e-10,0.2602695,1.9763952,2.0147567,5.4985,5.500329971313477,0.25,b'ISP',b'4FGL J0021.9-5140',4.379058e-13,3.804508e-11,0.09101473,0.05768546,0.045723274,29.640602
b'bll',0.11611111462116241,1.6859885e-12,1.0982354e-10,0.0,1.6291296,1.5898169,5.5154,5.503958225250244,0.306,b'HSP',b'4FGL J0022.0+0006',3.7046893e-13,2.9742504e-11,10.0,0.11937881,0.14505698,12.256892
b'bll',-18.8930185972,7.6052975e-12,8.445892e-10,0.12170427,1.8035328,1.9504867,5.5353,5.53862082917,-inf,b'LSP',b'4FGL J0022.1-1854',6.3741574e-13,5.3754348e-11,0.10003997,0.07280881,0.041648854,17.099775
b'bll',6.13451915833,2.232965e-11,2.2814748e-09,0.45973346,2.0767956,2.150342,5.6376,5.6351717375,-inf,b'LSP',b'4FGL J0022.5+0608',9.037926e-13,8.088515e-11,0.10273961,0.032882515,0.022994163,218.54457
b'fsrq',-68.3484964083,4.8024714e-12,1.8997479e-10,0.39624077,2.7388694,2.827933,5.9347,6.028012125,0.354,b'LSP',b'4FGL J0023.7-6820',3.8942322e-13,2.6723361e-11,0.113331325,0.08667853,0.064188406,41.90163
b'fsrq',44.9432661806,7.6443765e-12,6.8465267e-10,0.59952384,2.328013,2.4455876,5.9477,5.89767695833,1.062,,b'4FGL J0023.7+4457',5.7929535e-13,4.6587362e-11,0.1400515,0.07269444,0.043865006,118.54512
b'bll',16.0427651639,2.7410405e-12,2.4609714e-10,0.0,1.9982151,2.1028962,5.9819,6.005336625,-inf,b'LSP',b'4FGL J0023.9+1603',3.8468575e-13,3.4620046e-11,10.0,0.17175348,0.10390863,10.850666
b'bcu',46.7350638083,2.3130597e-12,1.0754979e-10,0.60275215,2.7713895,2.767957,6.1212,6.08974019167,-inf,,b'4FGL J0024.4+4647',4.9372274e-13,2.7057126e-11,0.21110031,0.13978532,0.16888358,31.768759
b'bcu',-8.186124801635742,1.426174e-12,1.2154198e-10,1.0520772,2.6543486,2.5710845,6.1376,6.002803325653076,-inf,b'LSP',b'4FGL J0024.5-0810',4.3364626e-13,3.3314004e-11,0.29047233,0.31248873,0.1420237,49.196495
b'fsrq',3.81766335278,2.004139e-12,1.4114486e-10,1.9864906,2.4556198,2.4684598,6.1975,6.188405075,0.545,,b'4FGL J0024.7+0349',4.1361413e-13,2.8752643e-11,0.4791569,0.1724501,0.13924596,105.34175
b'fsrq',-22.4632213139,1.3253717e-12,1.00749645e-10,0.0,2.3873777,2.3954978,6.3034,6.351030875,0.834,b'LSP',b'4FGL J0025.2-2231',3.734873e-13,2.37387e-11,10.0,0.16363111,0.20023066,13.625898
b'bcu',-48.0653061722,2.1213118e-12,3.2178693e-10,1.2823898,1.9286892,2.265428,6.4351,6.44092530833,-inf,b'LSP',b'4FGL J0025.7-4801',4.4637734e-13,3.6603224e-11,0.30014652,0.23210345,0.08710721,96.9369
b'bll',-46.01969909667969,2.4742502e-12,2.206774e-10,0.47775307,1.9941013,1.9854406,6.6521,6.647500038146973,-inf,,b'4FGL J0026.6-4600',3.1385606e-13,2.770954e-11,0.2075031,0.10669037,0.095908985,21.299532
b'bcu',75.1036241833,2.2062883e-12,3.5285525e-10,0.20687476,1.9114623,2.1817756,7.0444,7.054392475,-inf,b'LSP',b'4FGL J0028.1+7505',3.904228e-13,4.735643e-11,0.26354855,0.1852654,0.0879682,13.452959
b'fsrq',20.007429122924805,3.131582e-11,3.375403e-09,2.0663962,2.0915904,2.2213824,7.1262,7.12424373626709,1.552007,b'LSP',b'4FGL J0028.5+2001',8.673011e-13,9.257409e-11,0.44101533,0.025744159,0.016678857,5813.5693
b'bll',-1.2282664775848389,1.078499e-12,9.520815e-11,0.23988026,2.192873,2.1726487,7.2174,7.254108428955078,0.082,b'ISP',b'4FGL J0028.8-0112',3.6641268e-13,2.8628475e-11,1.1480312,0.23105985,0.24917673,16.563648
b'bll',35.84334945678711,2.9062263e-12,2.5119817e-10,0.34001747,2.197992,2.2221577,7.2251,7.2165422439575195,-inf,b'LSP',b'4FGL J0028.9+3553',3.8813286e-13,3.37847e-11,0.19439176,0.12058174,0.10053701,17.531336
b'bll',-70.7544244639,4.9358642e-12,4.0472245e-10,0.5186039,2.3006523,2.3068705,7.2509,7.1731794,-inf,b'LSP',b'4FGL J0029.0-7044',3.9081854e-13,3.3294416e-11,0.1371657,0.07579951,0.06828928,58.97206
b'bcu',20.8926944732666,1.2272661e-12,9.9407545e-11,0.0,1.4561627,1.7444988,7.3665,7.369166851043701,-inf,b'HSP',b'4FGL J0029.4+2051',3.158229e-13,2.8219324e-11,10.0,0.27820504,0.13582154,11.580673
b'bll',-16.7869713833,2.8318335e-12,2.7826705e-10,0.7573207,1.5146242,1.7859209,7.5643,7.58519942917,0.237,b'HSP',b'4FGL J0030.2-1647',4.4131455e-13,3.6164637e-11,0.22829282,0.16263469,0.07769765,40.59725
b'fsrq',-42.4129118778,1.3736502e-11,1.0162055e-09,0.37055287,2.447011,2.485549,7.5958,7.57288592917,0.495,b'LSP',b'4FGL J0030.3-4224',5.855769e-13,4.854586e-11,0.08603619,0.03735403,0.029299222,138.98315
b'fsrq',-2.1989259,1.8451872e-11,1.6784072e-09,0.86677736,2.2964163,2.3880467,7.6558,7.63259895,1.804,b'LSP',b'4FGL J0030.6-0212',7.4055226e-13,6.888576e-11,0.18714087,0.0403608,0.025038792,821.95544
b'bll',7.41487718889,1.8760087e-12,1.6521957e-10,0.31832558,1.8599973,1.9445581,7.83,7.83212394167,-inf,b'ISP',b'4FGL J0031.3+0726',3.4011284e-13,3.0433177e-11,0.46046907,0.18137346,0.12817654,15.970873
b'bcu',-55.3744364833,3.235444e-12,4.1482567e-10,1.4966433,2.100499,2.2502794,8.0778,8.04550094583,-inf,,b'4FGL J0032.3-5522',3.5223525e-13,3.76077e-11,0.32826984,0.10289007,0.059405696,308.65665
b'bll',-28.8223311722,1.7535397e-12,1.410717e-10,0.60683495,2.2491806,2.3315094,8.1076,8.13790435833,0.323888,b'LSP',b'4FGL J0032.4-2849',2.9281384e-13,2.5250645e-11,0.27984756,0.1788799,0.12348791,21.886372
b'bcu',-47.426692962646484,9.097153e-13,6.670163e-11,0.0,1.4650178,1.6934592,8.1497,8.09404182434082,-inf,b'HSP',b'4FGL J0032.5-4724',2.4139767e-13,1.9044662e-11,10.0,0.29291373,0.16091949,13.090327
b'bll',-20.65227699279785,8.8742886e-13,6.536962e-11,0.0,1.6652689,1.6979182,8.3457,8.34362506866455,0.073,,b'4FGL J0033.3-2040',2.6651627e-13,2.120534e-11,10.0,0.20940475,0.16964777,7.806382
b'bll',-19.3592032028,2.8945778e-11,2.6887634e-09,0.2741329,1.5974872,1.7474272,8.3954,8.39325065417,0.61,b'HSP',b'4FGL J0033.5-1921',1.2362037e-12,8.437654e-11,0.0667558,0.03434321,0.0189216,92.86173
b'bcu',39.0104198222,2.1678761e-12,3.0243283e-10,0.68494487,2.0448852,2.2903154,8.483,8.50998734167,-inf,b'LSP',b'4FGL J0033.9+3858',4.3029014e-13,4.0156756e-11,0.20850971,0.2094856,0.089453585,33.331326
b'bcu',-41.2720757111,3.0075133e-12,1.7354138e-10,0.74232674,2.6248665,2.6248245,8.5142,8.51836992083,-inf,b'LSP',b'4FGL J0034.0-4116',4.432219e-13,2.5858522e-11,0.2096706,0.10448462,0.107242554,39.682926
b'bcu',-57.435569763183594,1.4900786e-12,1.4442579e-10,0.0,2.3827949,2.5204248,8.7521,8.764370918273926,-inf,b'ISP',b'4FGL J0035.0-5728',3.5521648e-13,2.7251621e-11,10.0,0.22068366,0.118343346,8.399244
b'bll',15.251153775,1.07148726e-11,1.1152091e-09,0.28743574,1.6441551,1.8347769,8.8123,8.81135048333,1.09026,b'ISP',b'4FGL J0035.2+1514',8.0617614e-13,6.308245e-11,0.08924297,0.07253675,0.036557883,35.077538
b'bll',-8.598344802856445,1.4609446e-12,2.3239735e-10,1.036215,1.8425844,2.075824,8.9577,8.942709922790527,0.032,b'LSP',b'4FGL J0035.8-0837',3.162815e-13,3.788643e-11,0.28649467,0.2209337,0.11129248,45.245453
b'bcu',14.567671775817871,1.6476485e-12,1.3746768e-10,0.0,2.2794378,2.282298,9.2162,9.14628791809082,-inf,b'LSP',b'4FGL J0036.8+1431',4.2619264e-13,3.166778e-11,10.0,0.18026595,0.17988864,6.9001756
b'bcu',18.5343487917,3.7829215e-12,2.7692235e-10,1.1231472,2.3850846,2.43293,9.234,9.2475465,1.595,,b'4FGL J0036.9+1832',4.3481999e-13,3.6234182e-11,0.27078244,0.11722299,0.08733315,97.43484
b'fsrq',36.9863565306,2.4474403e-12,1.9085547e-10,0.21417415,2.2985911,2.3680823,9.4045,9.44226244167,0.366,b'LSP',b'4FGL J0037.6+3653',4.0608676e-13,3.1279573e-11,0.30712414,0.17304796,0.116137415,14.622583
b'bll',12.6388553694,8.12612e-12,7.063995e-10,0.5054583,2.1960049,2.2103362,9.4695,9.46200105417,0.089,b'HSP',b'4FGL J0037.8+1239',5.3012374e-13,4.925017e-11,0.1291106,0.05765807,0.050927468,64.20117
b'bll',26.2200656639,2.0320425e-12,1.5320697e-10,0.0,2.3549535,2.4039152,9.4823,9.32982629583,0.14767,,b'4FGL J0037.9+2612',3.641897e-13,2.9181667e-11,10.0,0.18437588,0.13164753,3.9234543
b'bll',0.226807130556,4.8474627e-12,4.3611564e-10,0.05327145,2.0854409,2.0819557,9.5394,9.535455025,0.7395,b'LSP',b'4FGL J0038.1+0012',4.3013778e-13,3.896452e-11,0.4214249,0.07852736,0.07105292,11.019728
b'fsrq',-24.98395347595215,2.4838532e-11,2.524795e-09,1.3562248,2.149747,2.238115,9.5589,9.561397552490234,1.196,b'LSP',b'4FGL J0038.2-2459',7.666138e-13,7.689771e-11,0.28996694,0.02842714,0.018453576,2709.9248
b'rdg',-2.12792973056,4.28681e-12,1.7722061e-10,0.24282672,2.7862332,2.839701,9.6899,9.5855389875,0.22043,,b'4FGL J0038.7-0204',4.882599e-13,3.047888e-11,0.14586997,0.12991227,0.09423154,17.594738
b'fsrq',-9.71302482222,4.325999e-12,2.1664505e-10,0.32650566,2.6615899,2.720712,9.7556,9.77621527083,2.1015,b'LSP',b'4FGL J0039.0-0946',4.143976e-13,3.1022525e-11,0.13534571,0.1058896,0.0785721,22.938513
b'bll',-22.3337442694,2.9555887e-12,2.3885857e-10,0.0,1.7724652,1.79883,9.7782,9.7842046875,0.0615,,b'4FGL J0039.1-2219',3.9556642e-13,3.068558e-11,10.0,0.10974024,0.08723533,6.9080434
b'bcu',43.5040607806,1.5884226e-12,2.1667312e-10,0.65184945,1.9240924,2.0564995,9.7994,9.78399802917,-inf,b'ISP',b'4FGL J0039.1+4330',3.4401057e-13,3.478585e-11,0.23183614,0.17874463,0.10547883,31.704056
b'bll',40.8346463778,2.1476165e-12,1.8710554e-10,0.4897092,1.987719,1.9184054,10.0989,10.0575411875,-inf,b'LSP',b'4FGL J0040.3+4050',3.7227166e-13,3.6993034e-11,0.2766042,0.09332645,0.14543115,18.322449
