bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,nitrogen_flux m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_statistical m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,nitrogen_to_helium_ratio,nitrogen_to_helium_ratio_error_statistical,nitrogen_to_helium_ratio_error_time_dependent,nitrogen_to_helium_ratio_error_time_independent
2454,22.8,24.7,3.705E-03,0.137E-03,0.019E-03,0.077E-03,7.456E-03,0.277E-03,0.044E-03,0.179E-03
2454,24.7,26.7,2.937E-03,0.116E-03,0.015E-03,0.061E-03,7.259E-03,0.287E-03,0.044E-03,0.174E-03
2454,26.7,28.8,2.269E-03,0.098E-03,0.012E-03,0.047E-03,6.868E-03,0.297E-03,0.042E-03,0.165E-03
2454,28.8,31.1,1.926E-03,0.085E-03,0.010E-03,0.040E-03,7.103E-03,0.314E-03,0.044E-03,0.171E-03
2454,31.1,33.5,1.664E-03,0.077E-03,0.009E-03,0.034E-03,7.519E-03,0.349E-03,0.048E-03,0.181E-03
2454,33.5,36.1,1.290E-03,0.065E-03,0.007E-03,0.027E-03,7.147E-03,0.361E-03,0.046E-03,0.173E-03
2454,36.1,38.9,1.030E-03,0.056E-03,0.006E-03,0.021E-03,6.966E-03,0.380E-03,0.046E-03,0.169E-03
2454,38.9,41.9,7.945E-04,0.474E-04,0.047E-04,0.164E-04,6.538E-03,0.392E-03,0.044E-03,0.159E-03
2454,41.9,45.1,6.946E-04,0.429E-04,0.042E-04,0.143E-04,6.987E-03,0.433E-03,0.047E-03,0.170E-03
2454,45.1,48.5,5.453E-04,0.369E-04,0.033E-04,0.113E-04,6.747E-03,0.458E-03,0.046E-03,0.165E-03
2454,48.5,52.2,4.541E-04,0.323E-04,0.028E-04,0.094E-04,6.837E-03,0.487E-03,0.047E-03,0.168E-03
2454,52.2,56.1,3.267E-04,0.266E-04,0.021E-04,0.068E-04,5.972E-03,0.488E-03,0.042E-03,0.148E-03
2454,56.1,60.3,2.943E-04,0.243E-04,0.019E-04,0.061E-04,6.565E-03,0.545E-03,0.047E-03,0.164E-03
2455,1.92,2.15,3.394E-01,0.143E-01,0.080E-01,0.075E-01,7.023E-03,0.297E-03,0.176E-03,0.187E-03
2455,2.15,2.40,3.092E-01,0.122E-01,0.021E-01,0.069E-01,6.670E-03,0.264E-03,0.065E-03,0.171E-03
2455,2.40,2.67,3.106E-01,0.108E-01,0.017E-01,0.065E-01,7.129E-03,0.248E-03,0.059E-03,0.170E-03
2455,2.67,2.97,2.939E-01,0.094E-01,0.010E-01,0.060E-01,7.311E-03,0.234E-03,0.048E-03,0.170E-03
2455,2.97,3.29,2.602E-01,0.079E-01,0.007E-01,0.053E-01,7.174E-03,0.218E-03,0.042E-03,0.166E-03
2455,3.29,3.64,2.471E-01,0.069E-01,0.005E-01,0.050E-01,7.651E-03,0.215E-03,0.042E-03,0.176E-03
2455,3.64,4.02,2.175E-01,0.059E-01,0.004E-01,0.044E-01,7.688E-03,0.210E-03,0.039E-03,0.177E-03
2455,4.02,4.43,1.935E-01,0.050E-01,0.004E-01,0.040E-01,7.881E-03,0.204E-03,0.039E-03,0.182E-03
2455,4.43,4.88,1.591E-01,0.039E-01,0.003E-01,0.033E-01,7.568E-03,0.187E-03,0.038E-03,0.176E-03
2455,4.88,5.37,1.343E-01,0.032E-01,0.003E-01,0.028E-01,7.547E-03,0.183E-03,0.038E-03,0.177E-03
2455,5.37,5.90,1.104E-01,0.027E-01,0.003E-01,0.023E-01,7.382E-03,0.180E-03,0.037E-03,0.174E-03
2455,5.90,6.47,9.520E-02,0.226E-02,0.025E-02,0.200E-02,7.648E-03,0.182E-03,0.039E-03,0.181E-03
2455,6.47,7.09,8.165E-02,0.189E-02,0.023E-02,0.172E-02,7.899E-03,0.183E-03,0.041E-03,0.188E-03
2455,7.09,7.76,6.342E-02,0.151E-02,0.020E-02,0.134E-02,7.446E-03,0.177E-03,0.040E-03,0.178E-03
2455,7.76,8.48,5.168E-02,0.125E-02,0.017E-02,0.109E-02,7.375E-03,0.179E-03,0.040E-03,0.177E-03
2455,8.48,9.26,4.520E-02,0.109E-02,0.016E-02,0.096E-02,7.867E-03,0.190E-03,0.044E-03,0.189E-03
2455,9.26,10.1,3.662E-02,0.092E-02,0.014E-02,0.077E-02,7.777E-03,0.197E-03,0.044E-03,0.186E-03
2455,10.1,11.0,2.843E-02,0.077E-02,0.012E-02,0.060E-02,7.404E-03,0.201E-03,0.044E-03,0.177E-03
2455,11.0,12.0,2.380E-02,0.066E-02,0.011E-02,0.050E-02,7.583E-03,0.210E-03,0.047E-03,0.181E-03
2455,12.0,13.0,1.814E-02,0.056E-02,0.009E-02,0.038E-02,7.107E-03,0.220E-03,0.045E-03,0.170E-03
2455,13.0,14.1,1.614E-02,0.049E-02,0.008E-02,0.034E-02,7.705E-03,0.237E-03,0.049E-03,0.184E-03
2455,14.1,15.3,1.280E-02,0.041E-02,0.006E-02,0.027E-02,7.475E-03,0.241E-03,0.046E-03,0.178E-03
2455,15.3,16.6,1.060E-02,0.035E-02,0.005E-02,0.022E-02,7.615E-03,0.252E-03,0.047E-03,0.182E-03
2455,16.6,18.0,8.894E-03,0.298E-03,0.043E-03,0.184E-03,7.872E-03,0.265E-03,0.050E-03,0.188E-03
2455,18.0,19.5,6.755E-03,0.239E-03,0.032E-03,0.140E-03,7.354E-03,0.261E-03,0.047E-03,0.176E-03
2455,19.5,21.1,5.487E-03,0.199E-03,0.026E-03,0.114E-03,7.348E-03,0.267E-03,0.047E-03,0.176E-03
2455,21.1,22.8,4.539E-03,0.168E-03,0.023E-03,0.094E-03,7.459E-03,0.277E-03,0.049E-03,0.179E-03
2455,22.8,24.7,3.594E-03,0.136E-03,0.019E-03,0.074E-03,7.234E-03,0.274E-03,0.049E-03,0.174E-03
2455,24.7,26.7,3.081E-03,0.119E-03,0.016E-03,0.064E-03,7.642E-03,0.296E-03,0.052E-03,0.184E-03
2455,26.7,28.8,2.342E-03,0.099E-03,0.013E-03,0.048E-03,7.159E-03,0.305E-03,0.049E-03,0.172E-03
2455,28.8,31.1,1.900E-03,0.085E-03,0.010E-03,0.039E-03,7.091E-03,0.317E-03,0.049E-03,0.171E-03
2455,31.1,33.5,1.528E-03,0.074E-03,0.009E-03,0.031E-03,6.930E-03,0.336E-03,0.049E-03,0.167E-03
2455,33.5,36.1,1.367E-03,0.067E-03,0.008E-03,0.028E-03,7.567E-03,0.372E-03,0.054E-03,0.183E-03
2455,36.1,38.9,9.973E-04,0.552E-04,0.058E-04,0.205E-04,6.817E-03,0.378E-03,0.049E-03,0.165E-03
2455,38.9,41.9,7.832E-04,0.472E-04,0.046E-04,0.162E-04,6.465E-03,0.391E-03,0.047E-03,0.157E-03
2455,41.9,45.1,6.364E-04,0.412E-04,0.038E-04,0.131E-04,6.432E-03,0.417E-03,0.047E-03,0.157E-03
2455,45.1,48.5,5.770E-04,0.380E-04,0.035E-04,0.119E-04,7.196E-03,0.476E-03,0.053E-03,0.176E-03
2455,48.5,52.2,4.354E-04,0.316E-04,0.027E-04,0.090E-04,6.502E-03,0.474E-03,0.049E-03,0.160E-03
2455,52.2,56.1,3.278E-04,0.267E-04,0.021E-04,0.068E-04,5.999E-03,0.490E-03,0.046E-03,0.149E-03
2455,56.1,60.3,2.834E-04,0.239E-04,0.018E-04,0.059E-04,6.320E-03,0.535E-03,0.048E-03,0.158E-03
2456,1.92,2.15,2.639E-01,0.118E-01,0.100E-01,0.058E-01,5.502E-03,0.246E-03,0.215E-03,0.147E-03
2456,2.15,2.40,2.846E-01,0.111E-01,0.048E-01,0.063E-01,6.149E-03,0.240E-03,0.111E-03,0.158E-03
2456,2.40,2.67,2.905E-01,0.100E-01,0.043E-01,0.061E-01,6.682E-03,0.231E-03,0.106E-03,0.159E-03
2456,2.67,2.97,3.003E-01,0.093E-01,0.020E-01,0.061E-01,7.491E-03,0.232E-03,0.063E-03,0.174E-03
2456,2.97,3.29,2.929E-01,0.082E-01,0.015E-01,0.060E-01,8.054E-03,0.227E-03,0.056E-03,0.187E-03
2456,3.29,3.64,2.545E-01,0.069E-01,0.008E-01,0.052E-01,7.843E-03,0.214E-03,0.044E-03,0.181E-03
2456,3.64,4.02,2.193E-01,0.059E-01,0.005E-01,0.045E-01,7.675E-03,0.206E-03,0.037E-03,0.177E-03
2456,4.02,4.43,1.953E-01,0.049E-01,0.004E-01,0.040E-01,7.917E-03,0.201E-03,0.037E-03,0.183E-03
2456,4.43,4.88,1.638E-01,0.039E-01,0.004E-01,0.034E-01,7.739E-03,0.187E-03,0.037E-03,0.180E-03
2456,4.88,5.37,1.417E-01,0.033E-01,0.004E-01,0.029E-01,7.888E-03,0.185E-03,0.038E-03,0.185E-03
2456,5.37,5.90,1.163E-01,0.027E-01,0.003E-01,0.024E-01,7.711E-03,0.182E-03,0.037E-03,0.182E-03
2456,5.90,6.47,9.419E-02,0.224E-02,0.029E-02,0.198E-02,7.513E-03,0.179E-03,0.037E-03,0.178E-03
2456,6.47,7.09,7.753E-02,0.183E-02,0.026E-02,0.164E-02,7.426E-03,0.176E-03,0.038E-03,0.177E-03
2456,7.09,7.76,6.571E-02,0.152E-02,0.023E-02,0.139E-02,7.665E-03,0.178E-03,0.039E-03,0.183E-03
2456,7.76,8.48,5.301E-02,0.126E-02,0.018E-02,0.112E-02,7.514E-03,0.179E-03,0.039E-03,0.180E-03
2456,8.48,9.26,4.268E-02,0.105E-02,0.016E-02,0.090E-02,7.404E-03,0.183E-03,0.039E-03,0.177E-03
2456,9.26,10.1,3.595E-02,0.091E-02,0.015E-02,0.076E-02,7.614E-03,0.194E-03,0.043E-03,0.182E-03
2456,10.1,11.0,3.055E-02,0.080E-02,0.013E-02,0.064E-02,7.873E-03,0.206E-03,0.045E-03,0.188E-03
2456,11.0,12.0,2.261E-02,0.064E-02,0.009E-02,0.047E-02,7.133E-03,0.203E-03,0.040E-03,0.170E-03
2456,12.0,13.0,2.011E-02,0.059E-02,0.008E-02,0.042E-02,7.787E-03,0.230E-03,0.044E-03,0.186E-03
2456,13.0,14.1,1.648E-02,0.050E-02,0.007E-02,0.034E-02,7.842E-03,0.239E-03,0.046E-03,0.187E-03
2456,14.1,15.3,1.304E-02,0.042E-02,0.006E-02,0.027E-02,7.578E-03,0.242E-03,0.045E-03,0.181E-03
2456,15.3,16.6,1.079E-02,0.035E-02,0.005E-02,0.022E-02,7.682E-03,0.252E-03,0.047E-03,0.183E-03
2456,16.6,18.0,8.934E-03,0.298E-03,0.043E-03,0.185E-03,7.821E-03,0.262E-03,0.048E-03,0.187E-03
2456,18.0,19.5,6.957E-03,0.242E-03,0.034E-03,0.144E-03,7.506E-03,0.262E-03,0.047E-03,0.179E-03
2456,19.5,21.1,5.825E-03,0.204E-03,0.029E-03,0.121E-03,7.732E-03,0.272E-03,0.049E-03,0.185E-03
2456,21.1,22.8,4.258E-03,0.162E-03,0.022E-03,0.088E-03,6.927E-03,0.265E-03,0.044E-03,0.166E-03
2456,22.8,24.7,3.509E-03,0.134E-03,0.018E-03,0.073E-03,7.026E-03,0.269E-03,0.045E-03,0.169E-03
2456,24.7,26.7,2.805E-03,0.113E-03,0.015E-03,0.058E-03,6.942E-03,0.282E-03,0.045E-03,0.167E-03
2456,26.7,28.8,2.532E-03,0.104E-03,0.013E-03,0.052E-03,7.597E-03,0.312E-03,0.050E-03,0.183E-03
2456,28.8,31.1,1.896E-03,0.085E-03,0.010E-03,0.039E-03,6.978E-03,0.312E-03,0.046E-03,0.168E-03
2456,31.1,33.5,1.568E-03,0.075E-03,0.009E-03,0.032E-03,7.100E-03,0.341E-03,0.048E-03,0.171E-03
2456,33.5,36.1,1.312E-03,0.066E-03,0.007E-03,0.027E-03,7.236E-03,0.365E-03,0.050E-03,0.175E-03
2456,36.1,38.9,1.033E-03,0.056E-03,0.006E-03,0.021E-03,6.969E-03,0.381E-03,0.048E-03,0.169E-03
2456,38.9,41.9,8.075E-04,0.481E-04,0.048E-04,0.167E-04,6.688E-03,0.399E-03,0.047E-03,0.162E-03
2456,41.9,45.1,7.356E-04,0.444E-04,0.044E-04,0.152E-04,7.391E-03,0.448E-03,0.052E-03,0.180E-03
2456,45.1,48.5,5.230E-04,0.363E-04,0.032E-04,0.108E-04,6.418E-03,0.447E-03,0.046E-03,0.157E-03
2456,48.5,52.2,4.355E-04,0.317E-04,0.027E-04,0.090E-04,6.574E-03,0.480E-03,0.048E-03,0.162E-03
2456,52.2,56.1,3.491E-04,0.277E-04,0.022E-04,0.073E-04,6.420E-03,0.510E-03,0.047E-03,0.159E-03
2456,56.1,60.3,2.890E-04,0.242E-04,0.018E-04,0.060E-04,6.487E-03,0.546E-03,0.048E-03,0.162E-03
2457,1.92,2.15,3.304E-01,0.146E-01,0.046E-01,0.073E-01,7.280E-03,0.323E-03,0.123E-03,0.194E-03
2457,2.15,2.40,3.067E-01,0.126E-01,0.024E-01,0.068E-01,6.953E-03,0.286E-03,0.077E-03,0.179E-03
2457,2.40,2.67,3.046E-01,0.110E-01,0.013E-01,0.063E-01,7.247E-03,0.262E-03,0.058E-03,0.173E-03
2457,2.67,2.97,2.945E-01,0.097E-01,0.011E-01,0.060E-01,7.576E-03,0.249E-03,0.056E-03,0.176E-03
2457,2.97,3.29,2.829E-01,0.085E-01,0.009E-01,0.058E-01,7.967E-03,0.239E-03,0.054E-03,0.185E-03
2457,3.29,3.64,2.407E-01,0.070E-01,0.005E-01,0.049E-01,7.587E-03,0.222E-03,0.048E-03,0.175E-03
2457,3.64,4.02,2.179E-01,0.061E-01,0.004E-01,0.045E-01,7.792E-03,0.219E-03,0.047E-03,0.180E-03
2457,4.02,4.43,1.856E-01,0.050E-01,0.004E-01,0.038E-01,7.619E-03,0.207E-03,0.045E-03,0.176E-03
2457,4.43,4.88,1.632E-01,0.041E-01,0.004E-01,0.034E-01,7.806E-03,0.197E-03,0.046E-03,0.181E-03
2457,4.88,5.37,1.441E-01,0.035E-01,0.003E-01,0.030E-01,8.112E-03,0.195E-03,0.048E-03,0.190E-03
2457,5.37,5.90,1.187E-01,0.029E-01,0.003E-01,0.025E-01,7.878E-03,0.191E-03,0.046E-03,0.186E-03
2457,5.90,6.47,9.966E-02,0.239E-02,0.028E-02,0.209E-02,7.939E-03,0.191E-03,0.048E-03,0.188E-03
2457,6.47,7.09,8.087E-02,0.194E-02,0.025E-02,0.171E-02,7.809E-03,0.188E-03,0.048E-03,0.186E-03
2457,7.09,7.76,6.764E-02,0.161E-02,0.022E-02,0.143E-02,7.856E-03,0.187E-03,0.048E-03,0.188E-03
2457,7.76,8.48,5.576E-02,0.134E-02,0.020E-02,0.118E-02,7.890E-03,0.190E-03,0.050E-03,0.189E-03
2457,8.48,9.26,4.519E-02,0.112E-02,0.017E-02,0.096E-02,7.793E-03,0.194E-03,0.050E-03,0.187E-03
2457,9.26,10.1,3.650E-02,0.095E-02,0.015E-02,0.077E-02,7.661E-03,0.200E-03,0.051E-03,0.184E-03
2457,10.1,11.0,2.906E-02,0.080E-02,0.012E-02,0.061E-02,7.479E-03,0.207E-03,0.050E-03,0.179E-03
2457,11.0,12.0,2.426E-02,0.068E-02,0.011E-02,0.051E-02,7.678E-03,0.217E-03,0.052E-03,0.183E-03
2457,12.0,13.0,1.912E-02,0.059E-02,0.009E-02,0.040E-02,7.373E-03,0.229E-03,0.051E-03,0.176E-03
2457,13.0,14.1,1.639E-02,0.051E-02,0.008E-02,0.034E-02,7.764E-03,0.244E-03,0.054E-03,0.185E-03
2457,14.1,15.3,1.324E-02,0.043E-02,0.006E-02,0.028E-02,7.617E-03,0.249E-03,0.052E-03,0.182E-03
2457,15.3,16.6,1.023E-02,0.035E-02,0.005E-02,0.021E-02,7.248E-03,0.251E-03,0.050E-03,0.173E-03
2457,16.6,18.0,8.981E-03,0.309E-03,0.043E-03,0.186E-03,7.860E-03,0.271E-03,0.055E-03,0.188E-03
2457,18.0,19.5,6.782E-03,0.247E-03,0.032E-03,0.140E-03,7.306E-03,0.267E-03,0.051E-03,0.175E-03
2457,19.5,21.1,5.596E-03,0.207E-03,0.027E-03,0.116E-03,7.407E-03,0.275E-03,0.053E-03,0.177E-03
2457,21.1,22.8,4.628E-03,0.175E-03,0.023E-03,0.096E-03,7.489E-03,0.284E-03,0.054E-03,0.180E-03
2457,22.8,24.7,3.520E-03,0.139E-03,0.018E-03,0.073E-03,7.031E-03,0.278E-03,0.052E-03,0.169E-03
2457,24.7,26.7,3.070E-03,0.122E-03,0.016E-03,0.063E-03,7.540E-03,0.302E-03,0.056E-03,0.181E-03
2457,26.7,28.8,2.236E-03,0.100E-03,0.012E-03,0.046E-03,6.730E-03,0.303E-03,0.050E-03,0.162E-03
2457,28.8,31.1,1.977E-03,0.089E-03,0.011E-03,0.041E-03,7.318E-03,0.330E-03,0.055E-03,0.176E-03
2457,31.1,33.5,1.555E-03,0.077E-03,0.009E-03,0.032E-03,7.030E-03,0.348E-03,0.054E-03,0.169E-03
2457,33.5,36.1,1.257E-03,0.066E-03,0.007E-03,0.026E-03,6.966E-03,0.369E-03,0.054E-03,0.168E-03
2457,36.1,38.9,1.111E-03,0.060E-03,0.006E-03,0.023E-03,7.485E-03,0.406E-03,0.058E-03,0.181E-03
2457,38.9,41.9,8.533E-04,0.508E-04,0.050E-04,0.176E-04,7.004E-03,0.418E-03,0.055E-03,0.170E-03
2457,41.9,45.1,6.959E-04,0.444E-04,0.042E-04,0.144E-04,6.943E-03,0.444E-03,0.055E-03,0.169E-03
2457,45.1,48.5,5.026E-04,0.366E-04,0.031E-04,0.104E-04,6.155E-03,0.449E-03,0.049E-03,0.151E-03
2457,48.5,52.2,4.723E-04,0.340E-04,0.029E-04,0.098E-04,7.062E-03,0.510E-03,0.057E-03,0.174E-03
2457,52.2,56.1,3.529E-04,0.286E-04,0.022E-04,0.073E-04,6.458E-03,0.525E-03,0.053E-03,0.160E-03
2457,56.1,60.3,2.885E-04,0.249E-04,0.018E-04,0.060E-04,6.424E-03,0.556E-03,0.053E-03,0.160E-03
2458,1.92,2.15,3.354E-01,0.147E-01,0.110E-01,0.074E-01,7.197E-03,0.316E-03,0.246E-03,0.192E-03
2458,2.15,2.40,3.339E-01,0.129E-01,0.024E-01,0.075E-01,7.312E-03,0.283E-03,0.078E-03,0.188E-03
2458,2.40,2.67,2.985E-01,0.106E-01,0.029E-01,0.062E-01,6.880E-03,0.245E-03,0.083E-03,0.164E-03
2458,2.67,2.97,2.758E-01,0.091E-01,0.019E-01,0.056E-01,6.851E-03,0.226E-03,0.066E-03,0.159E-03
2458,2.97,3.29,2.693E-01,0.080E-01,0.018E-01,0.055E-01,7.284E-03,0.216E-03,0.065E-03,0.169E-03
2458,3.29,3.64,2.386E-01,0.068E-01,0.008E-01,0.049E-01,7.216E-03,0.206E-03,0.050E-03,0.166E-03
2458,3.64,4.02,2.271E-01,0.061E-01,0.007E-01,0.046E-01,7.815E-03,0.209E-03,0.052E-03,0.180E-03
2458,4.02,4.43,1.945E-01,0.050E-01,0.005E-01,0.040E-01,7.698E-03,0.199E-03,0.049E-03,0.178E-03
2458,4.43,4.88,1.616E-01,0.040E-01,0.004E-01,0.033E-01,7.449E-03,0.184E-03,0.046E-03,0.173E-03
2458,4.88,5.37,1.436E-01,0.034E-01,0.004E-01,0.030E-01,7.843E-03,0.185E-03,0.048E-03,0.184E-03
2458,5.37,5.90,1.246E-01,0.029E-01,0.003E-01,0.026E-01,8.046E-03,0.187E-03,0.049E-03,0.189E-03
2458,5.90,6.47,1.029E-01,0.024E-01,0.004E-01,0.022E-01,7.990E-03,0.186E-03,0.052E-03,0.189E-03
2458,6.47,7.09,8.742E-02,0.198E-02,0.032E-02,0.184E-02,8.173E-03,0.186E-03,0.054E-03,0.195E-03
2458,7.09,7.76,6.878E-02,0.159E-02,0.024E-02,0.145E-02,7.806E-03,0.181E-03,0.051E-03,0.186E-03
2458,7.76,8.48,5.578E-02,0.131E-02,0.021E-02,0.118E-02,7.715E-03,0.182E-03,0.051E-03,0.185E-03
2458,8.48,9.26,4.694E-02,0.112E-02,0.019E-02,0.099E-02,7.935E-03,0.190E-03,0.054E-03,0.190E-03
2458,9.26,10.1,3.743E-02,0.094E-02,0.016E-02,0.079E-02,7.736E-03,0.196E-03,0.053E-03,0.185E-03
2458,10.1,11.0,3.074E-02,0.081E-02,0.014E-02,0.065E-02,7.802E-03,0.207E-03,0.056E-03,0.187E-03
2458,11.0,12.0,2.283E-02,0.065E-02,0.012E-02,0.048E-02,7.099E-03,0.203E-03,0.053E-03,0.170E-03
2458,12.0,13.0,1.993E-02,0.060E-02,0.011E-02,0.042E-02,7.605E-03,0.228E-03,0.058E-03,0.182E-03
2458,13.0,14.1,1.558E-02,0.049E-02,0.008E-02,0.032E-02,7.264E-03,0.230E-03,0.054E-03,0.173E-03
2458,14.1,15.3,1.319E-02,0.042E-02,0.006E-02,0.027E-02,7.528E-03,0.242E-03,0.053E-03,0.179E-03
2458,15.3,16.6,1.061E-02,0.035E-02,0.005E-02,0.022E-02,7.492E-03,0.251E-03,0.053E-03,0.179E-03
2458,16.6,18.0,9.345E-03,0.309E-03,0.045E-03,0.194E-03,8.121E-03,0.270E-03,0.059E-03,0.194E-03
2458,18.0,19.5,7.389E-03,0.253E-03,0.036E-03,0.153E-03,7.932E-03,0.273E-03,0.058E-03,0.190E-03
2458,19.5,21.1,5.620E-03,0.204E-03,0.027E-03,0.116E-03,7.381E-03,0.268E-03,0.054E-03,0.177E-03
2458,21.1,22.8,4.488E-03,0.169E-03,0.023E-03,0.093E-03,7.224E-03,0.273E-03,0.054E-03,0.173E-03
2458,22.8,24.7,3.678E-03,0.139E-03,0.019E-03,0.076E-03,7.314E-03,0.278E-03,0.055E-03,0.176E-03
2458,24.7,26.7,2.935E-03,0.118E-03,0.015E-03,0.061E-03,7.177E-03,0.289E-03,0.054E-03,0.172E-03
2458,26.7,28.8,2.351E-03,0.101E-03,0.013E-03,0.048E-03,7.020E-03,0.303E-03,0.054E-03,0.169E-03
2458,28.8,31.1,1.840E-03,0.084E-03,0.010E-03,0.038E-03,6.755E-03,0.311E-03,0.052E-03,0.163E-03
2458,31.1,33.5,1.583E-03,0.076E-03,0.009E-03,0.033E-03,7.108E-03,0.344E-03,0.055E-03,0.171E-03
2458,33.5,36.1,1.278E-03,0.066E-03,0.007E-03,0.026E-03,6.984E-03,0.361E-03,0.055E-03,0.169E-03
2458,36.1,38.9,9.983E-04,0.560E-04,0.058E-04,0.206E-04,6.662E-03,0.375E-03,0.053E-03,0.161E-03
2458,38.9,41.9,8.789E-04,0.507E-04,0.052E-04,0.181E-04,7.265E-03,0.421E-03,0.058E-03,0.176E-03
2458,41.9,45.1,6.822E-04,0.432E-04,0.041E-04,0.141E-04,6.879E-03,0.438E-03,0.056E-03,0.168E-03
2458,45.1,48.5,4.639E-04,0.346E-04,0.028E-04,0.096E-04,5.705E-03,0.426E-03,0.047E-03,0.140E-03
2458,48.5,52.2,4.528E-04,0.327E-04,0.028E-04,0.094E-04,6.769E-03,0.491E-03,0.056E-03,0.167E-03
2458,52.2,56.1,3.815E-04,0.293E-04,0.024E-04,0.079E-04,6.992E-03,0.538E-03,0.058E-03,0.173E-03
2458,56.1,60.3,2.917E-04,0.246E-04,0.019E-04,0.061E-04,6.408E-03,0.543E-03,0.054E-03,0.160E-03
2459,1.92,2.15,3.125E-01,0.148E-01,0.053E-01,0.069E-01,6.634E-03,0.314E-03,0.129E-03,0.177E-03
2459,2.15,2.40,3.157E-01,0.133E-01,0.026E-01,0.070E-01,6.873E-03,0.290E-03,0.078E-03,0.177E-03
2459,2.40,2.67,3.115E-01,0.117E-01,0.022E-01,0.065E-01,7.137E-03,0.267E-03,0.069E-03,0.170E-03
2459,2.67,2.97,2.969E-01,0.102E-01,0.011E-01,0.061E-01,7.335E-03,0.253E-03,0.053E-03,0.171E-03
2459,2.97,3.29,2.881E-01,0.090E-01,0.011E-01,0.059E-01,7.773E-03,0.244E-03,0.053E-03,0.180E-03
2459,3.29,3.64,2.449E-01,0.075E-01,0.007E-01,0.050E-01,7.440E-03,0.228E-03,0.047E-03,0.171E-03
2459,3.64,4.02,2.199E-01,0.065E-01,0.006E-01,0.045E-01,7.558E-03,0.222E-03,0.045E-03,0.174E-03
2459,4.02,4.43,1.936E-01,0.054E-01,0.005E-01,0.040E-01,7.644E-03,0.215E-03,0.044E-03,0.177E-03
2459,4.43,4.88,1.620E-01,0.043E-01,0.004E-01,0.033E-01,7.471E-03,0.199E-03,0.043E-03,0.174E-03
2459,4.88,5.37,1.378E-01,0.036E-01,0.004E-01,0.029E-01,7.482E-03,0.195E-03,0.045E-03,0.175E-03
2459,5.37,5.90,1.191E-01,0.030E-01,0.003E-01,0.025E-01,7.730E-03,0.198E-03,0.044E-03,0.182E-03
2459,5.90,6.47,9.813E-02,0.251E-02,0.030E-02,0.206E-02,7.622E-03,0.195E-03,0.044E-03,0.181E-03
2459,6.47,7.09,8.276E-02,0.208E-02,0.030E-02,0.175E-02,7.792E-03,0.196E-03,0.048E-03,0.186E-03
2459,7.09,7.76,7.086E-02,0.174E-02,0.024E-02,0.150E-02,8.103E-03,0.200E-03,0.048E-03,0.194E-03
2459,7.76,8.48,5.629E-02,0.142E-02,0.020E-02,0.119E-02,7.822E-03,0.199E-03,0.048E-03,0.187E-03
2459,8.48,9.26,4.416E-02,0.117E-02,0.017E-02,0.094E-02,7.461E-03,0.199E-03,0.047E-03,0.179E-03
2459,9.26,10.1,3.631E-02,0.100E-02,0.015E-02,0.077E-02,7.528E-03,0.209E-03,0.048E-03,0.180E-03
2459,10.1,11.0,3.091E-02,0.088E-02,0.013E-02,0.065E-02,7.840E-03,0.223E-03,0.051E-03,0.188E-03
2459,11.0,12.0,2.440E-02,0.073E-02,0.011E-02,0.051E-02,7.602E-03,0.227E-03,0.050E-03,0.182E-03
2459,12.0,13.0,1.925E-02,0.063E-02,0.009E-02,0.040E-02,7.388E-03,0.243E-03,0.050E-03,0.176E-03
2459,13.0,14.1,1.562E-02,0.053E-02,0.007E-02,0.033E-02,7.288E-03,0.249E-03,0.049E-03,0.174E-03
2459,14.1,15.3,1.384E-02,0.047E-02,0.006E-02,0.029E-02,7.968E-03,0.270E-03,0.053E-03,0.190E-03
2459,15.3,16.6,1.053E-02,0.038E-02,0.005E-02,0.022E-02,7.413E-03,0.269E-03,0.050E-03,0.177E-03
2459,16.6,18.0,8.710E-03,0.322E-03,0.041E-03,0.180E-03,7.562E-03,0.281E-03,0.051E-03,0.181E-03
2459,18.0,19.5,6.816E-03,0.263E-03,0.032E-03,0.141E-03,7.263E-03,0.281E-03,0.050E-03,0.174E-03
2459,19.5,21.1,5.805E-03,0.224E-03,0.028E-03,0.120E-03,7.614E-03,0.294E-03,0.053E-03,0.182E-03
2459,21.1,22.8,4.612E-03,0.185E-03,0.023E-03,0.095E-03,7.452E-03,0.300E-03,0.052E-03,0.179E-03
2459,22.8,24.7,3.639E-03,0.149E-03,0.019E-03,0.075E-03,7.223E-03,0.297E-03,0.051E-03,0.173E-03
2459,24.7,26.7,2.851E-03,0.125E-03,0.015E-03,0.059E-03,6.952E-03,0.306E-03,0.050E-03,0.167E-03
2459,26.7,28.8,2.277E-03,0.107E-03,0.012E-03,0.047E-03,6.766E-03,0.319E-03,0.049E-03,0.163E-03
2459,28.8,31.1,1.980E-03,0.094E-03,0.011E-03,0.041E-03,7.260E-03,0.347E-03,0.053E-03,0.175E-03
2459,31.1,33.5,1.447E-03,0.078E-03,0.008E-03,0.030E-03,6.504E-03,0.354E-03,0.048E-03,0.157E-03
