bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,nitrogen_flux m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_statistical m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,nitrogen_to_helium_ratio,nitrogen_to_helium_ratio_error_statistical,nitrogen_to_helium_ratio_error_time_dependent,nitrogen_to_helium_ratio_error_time_independent
2426,1.92,2.15,4.882E-01,0.265E-01,0.136E-01,0.107E-01,6.495E-03,0.353E-03,0.186E-03,0.173E-03
2426,2.15,2.40,4.768E-01,0.230E-01,0.069E-01,0.106E-01,7.001E-03,0.338E-03,0.110E-03,0.180E-03
2426,2.40,2.67,4.215E-01,0.186E-01,0.047E-01,0.088E-01,6.899E-03,0.306E-03,0.086E-03,0.165E-03
2426,2.67,2.97,3.687E-01,0.154E-01,0.033E-01,0.075E-01,6.836E-03,0.287E-03,0.072E-03,0.159E-03
2426,2.97,3.29,3.310E-01,0.131E-01,0.037E-01,0.068E-01,7.050E-03,0.281E-03,0.087E-03,0.163E-03
2426,3.29,3.64,2.907E-01,0.110E-01,0.024E-01,0.059E-01,7.196E-03,0.274E-03,0.072E-03,0.166E-03
2426,3.64,4.02,2.665E-01,0.096E-01,0.021E-01,0.054E-01,7.794E-03,0.281E-03,0.074E-03,0.180E-03
2426,4.02,4.43,2.269E-01,0.079E-01,0.018E-01,0.046E-01,7.840E-03,0.275E-03,0.073E-03,0.181E-03
2426,4.43,4.88,1.914E-01,0.063E-01,0.015E-01,0.039E-01,7.957E-03,0.262E-03,0.074E-03,0.185E-03
2426,4.88,5.37,1.505E-01,0.050E-01,0.013E-01,0.031E-01,7.493E-03,0.249E-03,0.073E-03,0.175E-03
2426,5.37,5.90,1.248E-01,0.041E-01,0.010E-01,0.026E-01,7.543E-03,0.251E-03,0.073E-03,0.178E-03
2426,5.90,6.47,1.053E-01,0.035E-01,0.008E-01,0.022E-01,7.761E-03,0.257E-03,0.074E-03,0.184E-03
2426,6.47,7.09,8.225E-02,0.275E-02,0.069E-02,0.173E-02,7.404E-03,0.248E-03,0.072E-03,0.176E-03
2426,7.09,7.76,6.582E-02,0.221E-02,0.055E-02,0.139E-02,7.271E-03,0.245E-03,0.071E-03,0.174E-03
2426,7.76,8.48,5.369E-02,0.182E-02,0.044E-02,0.114E-02,7.276E-03,0.248E-03,0.070E-03,0.174E-03
2426,8.48,9.26,4.731E-02,0.158E-02,0.039E-02,0.100E-02,7.905E-03,0.265E-03,0.076E-03,0.189E-03
2426,9.26,10.1,3.880E-02,0.135E-02,0.032E-02,0.082E-02,7.984E-03,0.278E-03,0.077E-03,0.191E-03
2426,10.1,11.0,2.970E-02,0.112E-02,0.025E-02,0.063E-02,7.503E-03,0.283E-03,0.072E-03,0.180E-03
2426,11.0,12.0,2.434E-02,0.094E-02,0.020E-02,0.051E-02,7.609E-03,0.295E-03,0.074E-03,0.182E-03
2426,12.0,13.0,1.941E-02,0.082E-02,0.016E-02,0.041E-02,7.416E-03,0.315E-03,0.072E-03,0.177E-03
2426,13.0,14.1,1.620E-02,0.070E-02,0.014E-02,0.034E-02,7.603E-03,0.331E-03,0.074E-03,0.181E-03
2426,14.1,15.3,1.300E-02,0.059E-02,0.011E-02,0.027E-02,7.466E-03,0.339E-03,0.073E-03,0.178E-03
2426,15.3,16.6,1.041E-02,0.049E-02,0.009E-02,0.022E-02,7.364E-03,0.349E-03,0.072E-03,0.176E-03
2426,16.6,18.0,8.324E-03,0.411E-03,0.071E-03,0.172E-03,7.232E-03,0.358E-03,0.071E-03,0.173E-03
2426,18.0,19.5,7.573E-03,0.362E-03,0.065E-03,0.157E-03,8.108E-03,0.389E-03,0.080E-03,0.194E-03
2426,19.5,21.1,5.020E-03,0.271E-03,0.043E-03,0.104E-03,6.620E-03,0.359E-03,0.066E-03,0.158E-03
2426,21.1,22.8,4.695E-03,0.243E-03,0.041E-03,0.097E-03,7.566E-03,0.393E-03,0.076E-03,0.181E-03
2426,22.8,24.7,3.679E-03,0.195E-03,0.032E-03,0.076E-03,7.332E-03,0.390E-03,0.074E-03,0.176E-03
2426,24.7,26.7,2.948E-03,0.163E-03,0.026E-03,0.061E-03,7.204E-03,0.400E-03,0.073E-03,0.173E-03
2426,26.7,28.8,2.550E-03,0.144E-03,0.023E-03,0.053E-03,7.641E-03,0.434E-03,0.078E-03,0.184E-03
2426,28.8,31.1,1.945E-03,0.118E-03,0.017E-03,0.040E-03,7.143E-03,0.436E-03,0.073E-03,0.172E-03
2426,31.1,33.5,1.586E-03,0.103E-03,0.014E-03,0.033E-03,7.180E-03,0.470E-03,0.074E-03,0.173E-03
2426,33.5,36.1,1.209E-03,0.086E-03,0.011E-03,0.025E-03,6.650E-03,0.477E-03,0.069E-03,0.161E-03
2426,36.1,38.9,1.026E-03,0.077E-03,0.009E-03,0.021E-03,6.911E-03,0.518E-03,0.072E-03,0.167E-03
2426,38.9,41.9,8.692E-04,0.681E-04,0.080E-04,0.179E-04,7.183E-03,0.564E-03,0.075E-03,0.174E-03
2426,41.9,45.1,5.990E-04,0.547E-04,0.055E-04,0.124E-04,6.027E-03,0.552E-03,0.063E-03,0.147E-03
2426,45.1,48.5,5.896E-04,0.526E-04,0.055E-04,0.122E-04,7.216E-03,0.646E-03,0.076E-03,0.177E-03
2426,48.5,52.2,4.761E-04,0.453E-04,0.045E-04,0.099E-04,7.200E-03,0.687E-03,0.077E-03,0.177E-03
2426,52.2,56.1,2.972E-04,0.348E-04,0.028E-04,0.062E-04,5.489E-03,0.645E-03,0.059E-03,0.136E-03
2426,56.1,60.3,2.601E-04,0.314E-04,0.025E-04,0.054E-04,5.943E-03,0.719E-03,0.064E-03,0.148E-03
2427,1.92,2.15,4.471E-01,0.187E-01,0.168E-01,0.098E-01,6.457E-03,0.270E-03,0.246E-03,0.172E-03
2427,2.15,2.40,4.592E-01,0.170E-01,0.050E-01,0.102E-01,7.260E-03,0.269E-03,0.090E-03,0.187E-03
2427,2.40,2.67,4.104E-01,0.140E-01,0.044E-01,0.086E-01,7.200E-03,0.246E-03,0.086E-03,0.172E-03
2427,2.67,2.97,3.675E-01,0.118E-01,0.032E-01,0.075E-01,7.257E-03,0.233E-03,0.074E-03,0.169E-03
2427,2.97,3.29,3.160E-01,0.097E-01,0.022E-01,0.065E-01,7.136E-03,0.221E-03,0.062E-03,0.165E-03
2427,3.29,3.64,2.818E-01,0.082E-01,0.019E-01,0.057E-01,7.348E-03,0.215E-03,0.061E-03,0.169E-03
2427,3.64,4.02,2.488E-01,0.070E-01,0.016E-01,0.051E-01,7.613E-03,0.215E-03,0.061E-03,0.176E-03
2427,4.02,4.43,2.051E-01,0.057E-01,0.013E-01,0.042E-01,7.424E-03,0.207E-03,0.060E-03,0.172E-03
2427,4.43,4.88,1.792E-01,0.046E-01,0.011E-01,0.037E-01,7.727E-03,0.200E-03,0.062E-03,0.180E-03
2427,4.88,5.37,1.434E-01,0.037E-01,0.010E-01,0.030E-01,7.453E-03,0.193E-03,0.061E-03,0.174E-03
2427,5.37,5.90,1.209E-01,0.031E-01,0.008E-01,0.025E-01,7.564E-03,0.196E-03,0.061E-03,0.178E-03
2427,5.90,6.47,1.049E-01,0.026E-01,0.007E-01,0.022E-01,7.996E-03,0.202E-03,0.067E-03,0.189E-03
2427,6.47,7.09,8.083E-02,0.209E-02,0.058E-02,0.170E-02,7.488E-03,0.194E-03,0.064E-03,0.178E-03
2427,7.09,7.76,6.737E-02,0.173E-02,0.046E-02,0.143E-02,7.652E-03,0.197E-03,0.064E-03,0.183E-03
2427,7.76,8.48,5.581E-02,0.144E-02,0.039E-02,0.118E-02,7.778E-03,0.202E-03,0.066E-03,0.186E-03
2427,8.48,9.26,4.691E-02,0.123E-02,0.037E-02,0.099E-02,8.030E-03,0.211E-03,0.074E-03,0.192E-03
2427,9.26,10.1,3.594E-02,0.101E-02,0.031E-02,0.076E-02,7.551E-03,0.213E-03,0.074E-03,0.181E-03
2427,10.1,11.0,2.953E-02,0.087E-02,0.027E-02,0.062E-02,7.612E-03,0.224E-03,0.078E-03,0.182E-03
2427,11.0,12.0,2.378E-02,0.072E-02,0.021E-02,0.050E-02,7.557E-03,0.230E-03,0.077E-03,0.181E-03
2427,12.0,13.0,1.820E-02,0.062E-02,0.016E-02,0.038E-02,7.087E-03,0.242E-03,0.070E-03,0.169E-03
2427,13.0,14.1,1.502E-02,0.053E-02,0.013E-02,0.031E-02,7.104E-03,0.249E-03,0.072E-03,0.169E-03
2427,14.1,15.3,1.220E-02,0.044E-02,0.011E-02,0.025E-02,7.085E-03,0.258E-03,0.070E-03,0.169E-03
2427,15.3,16.6,9.104E-03,0.358E-03,0.094E-03,0.189E-03,6.550E-03,0.258E-03,0.074E-03,0.156E-03
2427,16.6,18.0,8.042E-03,0.314E-03,0.088E-03,0.167E-03,7.061E-03,0.277E-03,0.084E-03,0.169E-03
2427,18.0,19.5,7.074E-03,0.272E-03,0.070E-03,0.146E-03,7.672E-03,0.296E-03,0.084E-03,0.183E-03
2427,19.5,21.1,5.433E-03,0.220E-03,0.044E-03,0.112E-03,7.258E-03,0.294E-03,0.068E-03,0.174E-03
2427,21.1,22.8,4.504E-03,0.186E-03,0.034E-03,0.093E-03,7.288E-03,0.301E-03,0.064E-03,0.175E-03
2427,22.8,24.7,3.542E-03,0.149E-03,0.028E-03,0.073E-03,7.082E-03,0.300E-03,0.065E-03,0.170E-03
2427,24.7,26.7,3.062E-03,0.131E-03,0.024E-03,0.063E-03,7.594E-03,0.326E-03,0.070E-03,0.182E-03
2427,26.7,28.8,2.442E-03,0.112E-03,0.019E-03,0.050E-03,7.381E-03,0.339E-03,0.066E-03,0.177E-03
2427,28.8,31.1,1.932E-03,0.094E-03,0.015E-03,0.040E-03,7.174E-03,0.349E-03,0.064E-03,0.173E-03
2427,31.1,33.5,1.400E-03,0.078E-03,0.011E-03,0.029E-03,6.325E-03,0.351E-03,0.057E-03,0.152E-03
2427,33.5,36.1,1.351E-03,0.073E-03,0.011E-03,0.028E-03,7.516E-03,0.408E-03,0.068E-03,0.181E-03
2427,36.1,38.9,1.060E-03,0.062E-03,0.008E-03,0.022E-03,7.207E-03,0.425E-03,0.066E-03,0.174E-03
2427,38.9,41.9,8.228E-04,0.530E-04,0.066E-04,0.170E-04,6.798E-03,0.440E-03,0.063E-03,0.165E-03
2427,41.9,45.1,6.700E-04,0.463E-04,0.054E-04,0.138E-04,6.740E-03,0.467E-03,0.063E-03,0.164E-03
2427,45.1,48.5,5.389E-04,0.403E-04,0.044E-04,0.111E-04,6.605E-03,0.495E-03,0.062E-03,0.162E-03
2427,48.5,52.2,3.926E-04,0.329E-04,0.032E-04,0.081E-04,5.921E-03,0.498E-03,0.056E-03,0.146E-03
2427,52.2,56.1,2.885E-04,0.275E-04,0.024E-04,0.060E-04,5.289E-03,0.505E-03,0.050E-03,0.131E-03
2427,56.1,60.3,3.122E-04,0.275E-04,0.026E-04,0.065E-04,6.985E-03,0.618E-03,0.067E-03,0.174E-03
2428,1.92,2.15,3.761E-01,0.157E-01,0.102E-01,0.083E-01,5.237E-03,0.219E-03,0.145E-03,0.140E-03
2428,2.15,2.40,4.267E-01,0.157E-01,0.127E-01,0.095E-01,6.492E-03,0.239E-03,0.197E-03,0.167E-03
2428,2.40,2.67,4.055E-01,0.137E-01,0.096E-01,0.085E-01,6.869E-03,0.232E-03,0.167E-03,0.164E-03
2428,2.67,2.97,3.761E-01,0.118E-01,0.035E-01,0.077E-01,7.184E-03,0.225E-03,0.075E-03,0.167E-03
2428,2.97,3.29,3.601E-01,0.103E-01,0.047E-01,0.074E-01,7.825E-03,0.224E-03,0.109E-03,0.181E-03
2428,3.29,3.64,2.898E-01,0.082E-01,0.021E-01,0.059E-01,7.311E-03,0.208E-03,0.064E-03,0.168E-03
2428,3.64,4.02,2.525E-01,0.070E-01,0.017E-01,0.052E-01,7.486E-03,0.207E-03,0.061E-03,0.173E-03
2428,4.02,4.43,2.137E-01,0.057E-01,0.013E-01,0.044E-01,7.481E-03,0.201E-03,0.059E-03,0.173E-03
2428,4.43,4.88,1.786E-01,0.045E-01,0.011E-01,0.037E-01,7.478E-03,0.191E-03,0.057E-03,0.174E-03
2428,4.88,5.37,1.537E-01,0.037E-01,0.010E-01,0.032E-01,7.727E-03,0.189E-03,0.063E-03,0.181E-03
2428,5.37,5.90,1.200E-01,0.030E-01,0.008E-01,0.025E-01,7.295E-03,0.184E-03,0.059E-03,0.172E-03
2428,5.90,6.47,1.056E-01,0.026E-01,0.007E-01,0.022E-01,7.807E-03,0.192E-03,0.062E-03,0.185E-03
2428,6.47,7.09,8.890E-02,0.213E-02,0.062E-02,0.188E-02,8.005E-03,0.193E-03,0.066E-03,0.191E-03
2428,7.09,7.76,7.025E-02,0.171E-02,0.046E-02,0.149E-02,7.752E-03,0.189E-03,0.062E-03,0.185E-03
2428,7.76,8.48,5.520E-02,0.138E-02,0.036E-02,0.117E-02,7.518E-03,0.189E-03,0.059E-03,0.180E-03
2428,8.48,9.26,4.870E-02,0.120E-02,0.034E-02,0.103E-02,8.110E-03,0.201E-03,0.067E-03,0.194E-03
2428,9.26,10.1,3.593E-02,0.097E-02,0.027E-02,0.076E-02,7.382E-03,0.200E-03,0.064E-03,0.177E-03
2428,10.1,11.0,2.906E-02,0.082E-02,0.022E-02,0.061E-02,7.316E-03,0.208E-03,0.064E-03,0.175E-03
2428,11.0,12.0,2.495E-02,0.071E-02,0.019E-02,0.052E-02,7.727E-03,0.221E-03,0.068E-03,0.185E-03
2428,12.0,13.0,1.910E-02,0.061E-02,0.014E-02,0.040E-02,7.286E-03,0.233E-03,0.062E-03,0.174E-03
2428,13.0,14.1,1.598E-02,0.052E-02,0.012E-02,0.033E-02,7.446E-03,0.244E-03,0.064E-03,0.178E-03
2428,14.1,15.3,1.276E-02,0.044E-02,0.010E-02,0.027E-02,7.280E-03,0.250E-03,0.063E-03,0.174E-03
2428,15.3,16.6,1.038E-02,0.037E-02,0.009E-02,0.022E-02,7.313E-03,0.261E-03,0.068E-03,0.174E-03
2428,16.6,18.0,8.055E-03,0.304E-03,0.069E-03,0.167E-03,6.988E-03,0.265E-03,0.068E-03,0.167E-03
2428,18.0,19.5,6.416E-03,0.252E-03,0.052E-03,0.133E-03,6.857E-03,0.270E-03,0.063E-03,0.164E-03
2428,19.5,21.1,5.501E-03,0.216E-03,0.040E-03,0.114E-03,7.260E-03,0.285E-03,0.062E-03,0.174E-03
2428,21.1,22.8,4.606E-03,0.183E-03,0.032E-03,0.095E-03,7.443E-03,0.297E-03,0.061E-03,0.178E-03
2428,22.8,24.7,3.623E-03,0.148E-03,0.026E-03,0.075E-03,7.204E-03,0.294E-03,0.060E-03,0.173E-03
2428,24.7,26.7,2.850E-03,0.123E-03,0.021E-03,0.059E-03,7.013E-03,0.303E-03,0.059E-03,0.169E-03
2428,26.7,28.8,2.396E-03,0.107E-03,0.017E-03,0.049E-03,7.197E-03,0.322E-03,0.061E-03,0.173E-03
2428,28.8,31.1,1.852E-03,0.088E-03,0.014E-03,0.038E-03,6.864E-03,0.328E-03,0.059E-03,0.165E-03
2428,31.1,33.5,1.521E-03,0.077E-03,0.011E-03,0.031E-03,6.807E-03,0.348E-03,0.059E-03,0.164E-03
2428,33.5,36.1,1.256E-03,0.067E-03,0.009E-03,0.026E-03,6.908E-03,0.371E-03,0.061E-03,0.167E-03
2428,36.1,38.9,9.860E-04,0.573E-04,0.075E-04,0.203E-04,6.588E-03,0.384E-03,0.058E-03,0.159E-03
2428,38.9,41.9,8.026E-04,0.499E-04,0.062E-04,0.166E-04,6.610E-03,0.412E-03,0.059E-03,0.160E-03
2428,41.9,45.1,6.747E-04,0.443E-04,0.053E-04,0.139E-04,6.775E-03,0.446E-03,0.061E-03,0.165E-03
2428,45.1,48.5,5.651E-04,0.393E-04,0.044E-04,0.117E-04,6.857E-03,0.479E-03,0.062E-03,0.168E-03
2428,48.5,52.2,4.258E-04,0.327E-04,0.034E-04,0.088E-04,6.364E-03,0.490E-03,0.058E-03,0.157E-03
2428,52.2,56.1,3.322E-04,0.281E-04,0.027E-04,0.069E-04,6.084E-03,0.516E-03,0.056E-03,0.151E-03
2428,56.1,60.3,3.181E-04,0.265E-04,0.026E-04,0.066E-04,7.051E-03,0.589E-03,0.065E-03,0.176E-03
2429,1.92,2.15,4.687E-01,0.183E-01,0.085E-01,0.103E-01,6.540E-03,0.256E-03,0.125E-03,0.174E-03
2429,2.15,2.40,4.293E-01,0.155E-01,0.048E-01,0.096E-01,6.529E-03,0.236E-03,0.080E-03,0.168E-03
2429,2.40,2.67,3.998E-01,0.129E-01,0.025E-01,0.083E-01,6.763E-03,0.219E-03,0.053E-03,0.161E-03
2429,2.67,2.97,3.620E-01,0.109E-01,0.023E-01,0.074E-01,6.903E-03,0.208E-03,0.055E-03,0.161E-03
2429,2.97,3.29,3.246E-01,0.092E-01,0.031E-01,0.066E-01,7.042E-03,0.200E-03,0.075E-03,0.163E-03
2429,3.29,3.64,2.948E-01,0.079E-01,0.015E-01,0.060E-01,7.415E-03,0.198E-03,0.051E-03,0.171E-03
2429,3.64,4.02,2.704E-01,0.069E-01,0.011E-01,0.055E-01,7.980E-03,0.203E-03,0.049E-03,0.184E-03
2429,4.02,4.43,2.201E-01,0.055E-01,0.008E-01,0.045E-01,7.702E-03,0.195E-03,0.043E-03,0.178E-03
2429,4.43,4.88,1.900E-01,0.045E-01,0.007E-01,0.039E-01,7.920E-03,0.187E-03,0.045E-03,0.184E-03
2429,4.88,5.37,1.508E-01,0.036E-01,0.006E-01,0.031E-01,7.553E-03,0.179E-03,0.044E-03,0.177E-03
2429,5.37,5.90,1.291E-01,0.030E-01,0.005E-01,0.027E-01,7.807E-03,0.182E-03,0.045E-03,0.184E-03
2429,5.90,6.47,1.018E-01,0.024E-01,0.004E-01,0.021E-01,7.485E-03,0.179E-03,0.044E-03,0.177E-03
2429,6.47,7.09,8.504E-02,0.199E-02,0.035E-02,0.179E-02,7.629E-03,0.179E-03,0.046E-03,0.182E-03
2429,7.09,7.76,6.784E-02,0.160E-02,0.030E-02,0.144E-02,7.465E-03,0.177E-03,0.046E-03,0.178E-03
2429,7.76,8.48,5.797E-02,0.136E-02,0.025E-02,0.123E-02,7.809E-03,0.184E-03,0.048E-03,0.187E-03
2429,8.48,9.26,4.644E-02,0.113E-02,0.021E-02,0.098E-02,7.700E-03,0.188E-03,0.048E-03,0.185E-03
2429,9.26,10.1,3.890E-02,0.097E-02,0.019E-02,0.082E-02,7.945E-03,0.199E-03,0.051E-03,0.190E-03
2429,10.1,11.0,3.034E-02,0.081E-02,0.015E-02,0.064E-02,7.616E-03,0.205E-03,0.049E-03,0.182E-03
2429,11.0,12.0,2.493E-02,0.069E-02,0.012E-02,0.052E-02,7.687E-03,0.212E-03,0.050E-03,0.184E-03
2429,12.0,13.0,1.982E-02,0.060E-02,0.010E-02,0.041E-02,7.487E-03,0.227E-03,0.049E-03,0.179E-03
2429,13.0,14.1,1.571E-02,0.050E-02,0.008E-02,0.033E-02,7.295E-03,0.232E-03,0.048E-03,0.174E-03
2429,14.1,15.3,1.276E-02,0.042E-02,0.007E-02,0.027E-02,7.243E-03,0.239E-03,0.048E-03,0.173E-03
2429,15.3,16.6,1.036E-02,0.035E-02,0.005E-02,0.021E-02,7.282E-03,0.249E-03,0.050E-03,0.174E-03
2429,16.6,18.0,8.913E-03,0.306E-03,0.048E-03,0.185E-03,7.704E-03,0.265E-03,0.053E-03,0.184E-03
2429,18.0,19.5,6.464E-03,0.241E-03,0.035E-03,0.134E-03,6.888E-03,0.257E-03,0.047E-03,0.165E-03
2429,19.5,21.1,5.677E-03,0.208E-03,0.031E-03,0.117E-03,7.450E-03,0.274E-03,0.052E-03,0.178E-03
2429,21.1,22.8,4.568E-03,0.174E-03,0.025E-03,0.094E-03,7.338E-03,0.280E-03,0.051E-03,0.176E-03
2429,22.8,24.7,3.721E-03,0.142E-03,0.021E-03,0.077E-03,7.348E-03,0.281E-03,0.052E-03,0.176E-03
2429,24.7,26.7,2.952E-03,0.119E-03,0.017E-03,0.061E-03,7.206E-03,0.292E-03,0.052E-03,0.173E-03
2429,26.7,28.8,2.265E-03,0.100E-03,0.013E-03,0.047E-03,6.744E-03,0.298E-03,0.048E-03,0.162E-03
2429,28.8,31.1,1.967E-03,0.088E-03,0.012E-03,0.041E-03,7.236E-03,0.324E-03,0.052E-03,0.174E-03
2429,31.1,33.5,1.470E-03,0.074E-03,0.009E-03,0.030E-03,6.576E-03,0.331E-03,0.048E-03,0.158E-03
2429,33.5,36.1,1.180E-03,0.063E-03,0.007E-03,0.024E-03,6.473E-03,0.349E-03,0.048E-03,0.156E-03
2429,36.1,38.9,1.060E-03,0.058E-03,0.007E-03,0.022E-03,7.067E-03,0.387E-03,0.053E-03,0.171E-03
2429,38.9,41.9,7.051E-04,0.456E-04,0.044E-04,0.145E-04,5.734E-03,0.371E-03,0.044E-03,0.139E-03
2429,41.9,45.1,6.012E-04,0.407E-04,0.038E-04,0.124E-04,6.003E-03,0.408E-03,0.046E-03,0.146E-03
2429,45.1,48.5,5.766E-04,0.387E-04,0.037E-04,0.119E-04,7.030E-03,0.473E-03,0.054E-03,0.172E-03
2429,48.5,52.2,4.458E-04,0.326E-04,0.029E-04,0.092E-04,6.682E-03,0.490E-03,0.052E-03,0.164E-03
2429,52.2,56.1,3.104E-04,0.265E-04,0.021E-04,0.065E-04,5.654E-03,0.483E-03,0.045E-03,0.140E-03
2429,56.1,60.3,2.830E-04,0.243E-04,0.019E-04,0.059E-04,6.264E-03,0.540E-03,0.050E-03,0.156E-03
2430,1.92,2.15,4.595E-01,0.178E-01,0.058E-01,0.101E-01,6.305E-03,0.245E-03,0.086E-03,0.168E-03
2430,2.15,2.40,4.263E-01,0.152E-01,0.035E-01,0.095E-01,6.441E-03,0.230E-03,0.061E-03,0.166E-03
2430,2.40,2.67,4.201E-01,0.131E-01,0.018E-01,0.088E-01,7.064E-03,0.221E-03,0.044E-03,0.168E-03
2430,2.67,2.97,3.796E-01,0.111E-01,0.018E-01,0.078E-01,7.208E-03,0.211E-03,0.047E-03,0.168E-03
2430,2.97,3.29,3.339E-01,0.093E-01,0.017E-01,0.068E-01,7.204E-03,0.201E-03,0.048E-03,0.167E-03
2430,3.29,3.64,3.023E-01,0.079E-01,0.012E-01,0.062E-01,7.578E-03,0.199E-03,0.044E-03,0.175E-03
2430,3.64,4.02,2.643E-01,0.067E-01,0.009E-01,0.054E-01,7.770E-03,0.199E-03,0.041E-03,0.179E-03
2430,4.02,4.43,2.332E-01,0.057E-01,0.008E-01,0.048E-01,8.153E-03,0.199E-03,0.043E-03,0.189E-03
2430,4.43,4.88,1.815E-01,0.043E-01,0.006E-01,0.037E-01,7.550E-03,0.181E-03,0.041E-03,0.176E-03
2430,4.88,5.37,1.572E-01,0.036E-01,0.006E-01,0.033E-01,7.866E-03,0.181E-03,0.044E-03,0.184E-03
2430,5.37,5.90,1.276E-01,0.030E-01,0.005E-01,0.027E-01,7.708E-03,0.179E-03,0.043E-03,0.182E-03
2430,5.90,6.47,1.063E-01,0.025E-01,0.004E-01,0.022E-01,7.819E-03,0.181E-03,0.045E-03,0.185E-03
2430,6.47,7.09,8.114E-02,0.192E-02,0.036E-02,0.171E-02,7.265E-03,0.172E-03,0.043E-03,0.173E-03
2430,7.09,7.76,7.071E-02,0.162E-02,0.033E-02,0.150E-02,7.803E-03,0.179E-03,0.047E-03,0.186E-03
2430,7.76,8.48,5.634E-02,0.132E-02,0.026E-02,0.119E-02,7.632E-03,0.179E-03,0.046E-03,0.183E-03
2430,8.48,9.26,4.663E-02,0.111E-02,0.023E-02,0.099E-02,7.746E-03,0.185E-03,0.049E-03,0.186E-03
2430,9.26,10.1,3.667E-02,0.093E-02,0.019E-02,0.078E-02,7.502E-03,0.191E-03,0.049E-03,0.180E-03
2430,10.1,11.0,2.991E-02,0.080E-02,0.016E-02,0.063E-02,7.527E-03,0.201E-03,0.049E-03,0.180E-03
2430,11.0,12.0,2.526E-02,0.068E-02,0.013E-02,0.053E-02,7.801E-03,0.211E-03,0.051E-03,0.186E-03
2430,12.0,13.0,2.101E-02,0.061E-02,0.011E-02,0.044E-02,7.975E-03,0.232E-03,0.051E-03,0.190E-03
2430,13.0,14.1,1.648E-02,0.050E-02,0.009E-02,0.034E-02,7.663E-03,0.235E-03,0.050E-03,0.183E-03
2430,14.1,15.3,1.346E-02,0.043E-02,0.007E-02,0.028E-02,7.699E-03,0.244E-03,0.051E-03,0.184E-03
2430,15.3,16.6,1.081E-02,0.036E-02,0.006E-02,0.022E-02,7.587E-03,0.250E-03,0.050E-03,0.181E-03
2430,16.6,18.0,8.243E-03,0.290E-03,0.044E-03,0.171E-03,7.152E-03,0.252E-03,0.047E-03,0.171E-03
2430,18.0,19.5,7.064E-03,0.248E-03,0.038E-03,0.146E-03,7.518E-03,0.264E-03,0.050E-03,0.180E-03
2430,19.5,21.1,5.652E-03,0.204E-03,0.031E-03,0.117E-03,7.438E-03,0.269E-03,0.050E-03,0.178E-03
2430,21.1,22.8,4.160E-03,0.163E-03,0.023E-03,0.086E-03,6.705E-03,0.263E-03,0.046E-03,0.161E-03
2430,22.8,24.7,3.554E-03,0.136E-03,0.020E-03,0.073E-03,6.997E-03,0.269E-03,0.048E-03,0.168E-03
2430,24.7,26.7,3.024E-03,0.118E-03,0.017E-03,0.062E-03,7.382E-03,0.290E-03,0.051E-03,0.177E-03
2430,26.7,28.8,2.487E-03,0.103E-03,0.014E-03,0.051E-03,7.494E-03,0.311E-03,0.052E-03,0.180E-03
2430,28.8,31.1,1.876E-03,0.084E-03,0.011E-03,0.039E-03,6.836E-03,0.308E-03,0.048E-03,0.165E-03
2430,31.1,33.5,1.493E-03,0.073E-03,0.009E-03,0.031E-03,6.729E-03,0.329E-03,0.048E-03,0.162E-03
2430,33.5,36.1,1.257E-03,0.064E-03,0.008E-03,0.026E-03,6.942E-03,0.356E-03,0.050E-03,0.168E-03
2430,36.1,38.9,9.633E-04,0.541E-04,0.060E-04,0.198E-04,6.510E-03,0.367E-03,0.048E-03,0.158E-03
2430,38.9,41.9,7.662E-04,0.466E-04,0.048E-04,0.158E-04,6.339E-03,0.387E-03,0.047E-03,0.154E-03
2430,41.9,45.1,6.735E-04,0.423E-04,0.043E-04,0.139E-04,6.759E-03,0.426E-03,0.051E-03,0.165E-03
2430,45.1,48.5,5.576E-04,0.373E-04,0.036E-04,0.115E-04,6.883E-03,0.462E-03,0.052E-03,0.168E-03
2430,48.5,52.2,3.840E-04,0.297E-04,0.025E-04,0.080E-04,5.766E-03,0.447E-03,0.044E-03,0.142E-03
2430,52.2,56.1,3.565E-04,0.278E-04,0.024E-04,0.074E-04,6.573E-03,0.514E-03,0.051E-03,0.163E-03
2430,56.1,60.3,2.488E-04,0.224E-04,0.017E-04,0.052E-04,5.528E-03,0.499E-03,0.043E-03,0.138E-03
2431,1.92,2.15,4.193E-01,0.169E-01,0.078E-01,0.092E-01,6.354E-03,0.257E-03,0.124E-03,0.169E-03
2431,2.15,2.40,4.371E-01,0.153E-01,0.033E-01,0.098E-01,7.175E-03,0.251E-03,0.067E-03,0.184E-03
2431,2.40,2.67,3.859E-01,0.124E-01,0.024E-01,0.080E-01,7.002E-03,0.226E-03,0.055E-03,0.167E-03
2431,2.67,2.97,3.448E-01,0.104E-01,0.019E-01,0.071E-01,6.983E-03,0.212E-03,0.049E-03,0.162E-03
2431,2.97,3.29,3.193E-01,0.090E-01,0.026E-01,0.065E-01,7.345E-03,0.207E-03,0.068E-03,0.170E-03
