bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,carbon_flux m^-2sr^-1s^-1GV^-1,carbon_flux_error_statistical m^-2sr^-1s^-1GV^-1,carbon_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,carbon_flux_error_time_independent m^-2sr^-1s^-1GV^-1,carbon_to_helium_ratio,carbon_to_helium_ratio_error_statistical,carbon_to_helium_ratio_error_time_dependent,carbon_to_helium_ratio_error_time_independent
2426,1.92,2.15,1.936,0.052,0.028,0.046,2.575E-02,0.069E-02,0.041E-02,0.073E-02
2426,2.15,2.40,1.910,0.046,0.016,0.043,2.805E-02,0.068E-02,0.028E-02,0.073E-02
2426,2.40,2.67,1.592,0.036,0.009,0.034,2.606E-02,0.059E-02,0.021E-02,0.063E-02
2426,2.67,2.97,1.418,0.030,0.009,0.029,2.629E-02,0.056E-02,0.022E-02,0.062E-02
2426,2.97,3.29,1.292,0.026,0.007,0.027,2.752E-02,0.056E-02,0.021E-02,0.066E-02
2426,3.29,3.64,1.092,0.021,0.005,0.023,2.703E-02,0.053E-02,0.019E-02,0.063E-02
2426,3.64,4.02,9.559E-01,0.180E-01,0.041E-01,0.195E-01,2.795E-02,0.053E-02,0.019E-02,0.064E-02
2426,4.02,4.43,8.103E-01,0.149E-01,0.035E-01,0.163E-01,2.800E-02,0.052E-02,0.019E-02,0.064E-02
2426,4.43,4.88,6.537E-01,0.115E-01,0.029E-01,0.131E-01,2.717E-02,0.048E-02,0.018E-02,0.062E-02
2426,4.88,5.37,5.548E-01,0.095E-01,0.025E-01,0.111E-01,2.763E-02,0.048E-02,0.019E-02,0.063E-02
2426,5.37,5.90,4.750E-01,0.080E-01,0.022E-01,0.096E-01,2.871E-02,0.049E-02,0.020E-02,0.066E-02
2426,5.90,6.47,3.977E-01,0.067E-01,0.019E-01,0.080E-01,2.930E-02,0.050E-02,0.020E-02,0.067E-02
2426,6.47,7.09,3.179E-01,0.054E-01,0.015E-01,0.064E-01,2.861E-02,0.049E-02,0.020E-02,0.066E-02
2426,7.09,7.76,2.651E-01,0.044E-01,0.013E-01,0.053E-01,2.928E-02,0.050E-02,0.020E-02,0.067E-02
2426,7.76,8.48,2.126E-01,0.036E-01,0.010E-01,0.043E-01,2.881E-02,0.050E-02,0.020E-02,0.066E-02
2426,8.48,9.26,1.707E-01,0.030E-01,0.009E-01,0.034E-01,2.852E-02,0.051E-02,0.020E-02,0.066E-02
2426,9.26,10.1,1.455E-01,0.026E-01,0.008E-01,0.029E-01,2.993E-02,0.054E-02,0.022E-02,0.069E-02
2426,10.1,11.0,1.189E-01,0.022E-01,0.006E-01,0.024E-01,3.003E-02,0.057E-02,0.022E-02,0.070E-02
2426,11.0,12.0,9.170E-02,0.182E-02,0.049E-02,0.185E-02,2.866E-02,0.058E-02,0.021E-02,0.066E-02
2426,12.0,13.0,7.962E-02,0.167E-02,0.043E-02,0.161E-02,3.042E-02,0.064E-02,0.022E-02,0.071E-02
2426,13.0,14.1,6.627E-02,0.142E-02,0.036E-02,0.134E-02,3.109E-02,0.068E-02,0.023E-02,0.072E-02
2426,14.1,15.3,5.167E-02,0.118E-02,0.028E-02,0.104E-02,2.968E-02,0.068E-02,0.022E-02,0.069E-02
2426,15.3,16.6,4.424E-02,0.102E-02,0.025E-02,0.089E-02,3.128E-02,0.073E-02,0.023E-02,0.073E-02
2426,16.6,18.0,3.485E-02,0.084E-02,0.020E-02,0.070E-02,3.027E-02,0.074E-02,0.023E-02,0.071E-02
2426,18.0,19.5,2.881E-02,0.071E-02,0.016E-02,0.058E-02,3.084E-02,0.077E-02,0.023E-02,0.072E-02
2426,19.5,21.1,2.329E-02,0.059E-02,0.013E-02,0.047E-02,3.071E-02,0.078E-02,0.023E-02,0.072E-02
2426,21.1,22.8,1.893E-02,0.049E-02,0.011E-02,0.038E-02,3.050E-02,0.080E-02,0.023E-02,0.072E-02
2426,22.8,24.7,1.504E-02,0.040E-02,0.009E-02,0.031E-02,2.998E-02,0.080E-02,0.023E-02,0.071E-02
2426,24.7,26.7,1.290E-02,0.034E-02,0.008E-02,0.026E-02,3.153E-02,0.085E-02,0.024E-02,0.075E-02
2426,26.7,28.8,1.072E-02,0.030E-02,0.006E-02,0.022E-02,3.212E-02,0.090E-02,0.025E-02,0.076E-02
2426,28.8,31.1,8.002E-03,0.241E-03,0.048E-03,0.163E-03,2.939E-02,0.090E-02,0.023E-02,0.070E-02
2426,31.1,33.5,6.892E-03,0.217E-03,0.042E-03,0.140E-03,3.121E-02,0.100E-02,0.024E-02,0.075E-02
2426,33.5,36.1,6.098E-03,0.195E-03,0.037E-03,0.124E-03,3.353E-02,0.109E-02,0.026E-02,0.080E-02
2426,36.1,38.9,4.700E-03,0.165E-03,0.029E-03,0.096E-03,3.166E-02,0.113E-02,0.025E-02,0.076E-02
2426,38.9,41.9,3.824E-03,0.144E-03,0.024E-03,0.078E-03,3.160E-02,0.120E-02,0.025E-02,0.076E-02
2426,41.9,45.1,3.155E-03,0.126E-03,0.020E-03,0.064E-03,3.174E-02,0.129E-02,0.025E-02,0.077E-02
2426,45.1,48.5,2.509E-03,0.109E-03,0.016E-03,0.051E-03,3.072E-02,0.136E-02,0.025E-02,0.074E-02
2426,48.5,52.2,2.141E-03,0.097E-03,0.014E-03,0.044E-03,3.238E-02,0.148E-02,0.026E-02,0.079E-02
2426,52.2,56.1,1.708E-03,0.084E-03,0.011E-03,0.035E-03,3.154E-02,0.158E-02,0.026E-02,0.077E-02
2426,56.1,60.3,1.345E-03,0.072E-03,0.009E-03,0.027E-03,3.073E-02,0.167E-02,0.025E-02,0.076E-02
2427,1.92,2.15,1.725,0.037,0.017,0.041,2.491E-02,0.053E-02,0.029E-02,0.070E-02
2427,2.15,2.40,1.707,0.033,0.012,0.039,2.699E-02,0.052E-02,0.024E-02,0.070E-02
2427,2.40,2.67,1.514,0.027,0.005,0.032,2.656E-02,0.047E-02,0.017E-02,0.064E-02
2427,2.67,2.97,1.345,0.022,0.006,0.028,2.656E-02,0.044E-02,0.019E-02,0.062E-02
2427,2.97,3.29,1.248,0.019,0.006,0.026,2.818E-02,0.044E-02,0.020E-02,0.067E-02
2427,3.29,3.64,1.059,0.016,0.004,0.022,2.761E-02,0.042E-02,0.018E-02,0.064E-02
2427,3.64,4.02,8.992E-01,0.133E-01,0.032E-01,0.183E-01,2.752E-02,0.041E-02,0.017E-02,0.063E-02
2427,4.02,4.43,7.773E-01,0.110E-01,0.027E-01,0.156E-01,2.813E-02,0.040E-02,0.017E-02,0.064E-02
2427,4.43,4.88,6.582E-01,0.088E-01,0.024E-01,0.132E-01,2.838E-02,0.038E-02,0.017E-02,0.065E-02
2427,4.88,5.37,5.355E-01,0.071E-01,0.020E-01,0.108E-01,2.782E-02,0.037E-02,0.017E-02,0.064E-02
2427,5.37,5.90,4.440E-01,0.059E-01,0.018E-01,0.089E-01,2.779E-02,0.038E-02,0.017E-02,0.064E-02
2427,5.90,6.47,3.620E-01,0.049E-01,0.015E-01,0.073E-01,2.760E-02,0.038E-02,0.018E-02,0.063E-02
2427,6.47,7.09,3.098E-01,0.041E-01,0.013E-01,0.062E-01,2.870E-02,0.038E-02,0.018E-02,0.066E-02
2427,7.09,7.76,2.538E-01,0.033E-01,0.010E-01,0.051E-01,2.883E-02,0.038E-02,0.018E-02,0.066E-02
2427,7.76,8.48,2.086E-01,0.028E-01,0.009E-01,0.042E-01,2.908E-02,0.039E-02,0.019E-02,0.067E-02
2427,8.48,9.26,1.729E-01,0.024E-01,0.008E-01,0.035E-01,2.959E-02,0.041E-02,0.019E-02,0.068E-02
2427,9.26,10.1,1.439E-01,0.020E-01,0.006E-01,0.029E-01,3.024E-02,0.043E-02,0.020E-02,0.070E-02
2427,10.1,11.0,1.144E-01,0.017E-01,0.005E-01,0.023E-01,2.950E-02,0.045E-02,0.020E-02,0.068E-02
2427,11.0,12.0,9.433E-02,0.144E-02,0.048E-02,0.190E-02,2.997E-02,0.046E-02,0.021E-02,0.070E-02
2427,12.0,13.0,7.536E-02,0.127E-02,0.039E-02,0.152E-02,2.935E-02,0.050E-02,0.021E-02,0.068E-02
2427,13.0,14.1,6.449E-02,0.109E-02,0.033E-02,0.130E-02,3.051E-02,0.052E-02,0.021E-02,0.071E-02
2427,14.1,15.3,5.072E-02,0.091E-02,0.026E-02,0.102E-02,2.945E-02,0.053E-02,0.020E-02,0.069E-02
2427,15.3,16.6,4.213E-02,0.077E-02,0.022E-02,0.085E-02,3.031E-02,0.056E-02,0.022E-02,0.071E-02
2427,16.6,18.0,3.458E-02,0.065E-02,0.019E-02,0.070E-02,3.037E-02,0.058E-02,0.022E-02,0.071E-02
2427,18.0,19.5,2.817E-02,0.054E-02,0.015E-02,0.057E-02,3.055E-02,0.060E-02,0.022E-02,0.072E-02
2427,19.5,21.1,2.347E-02,0.046E-02,0.012E-02,0.048E-02,3.135E-02,0.062E-02,0.022E-02,0.074E-02
2427,21.1,22.8,1.895E-02,0.038E-02,0.010E-02,0.038E-02,3.065E-02,0.063E-02,0.022E-02,0.072E-02
2427,22.8,24.7,1.615E-02,0.032E-02,0.009E-02,0.033E-02,3.228E-02,0.065E-02,0.023E-02,0.076E-02
2427,24.7,26.7,1.249E-02,0.027E-02,0.007E-02,0.025E-02,3.098E-02,0.067E-02,0.022E-02,0.074E-02
2427,26.7,28.8,1.030E-02,0.023E-02,0.006E-02,0.021E-02,3.113E-02,0.071E-02,0.022E-02,0.074E-02
2427,28.8,31.1,8.686E-03,0.200E-03,0.048E-03,0.177E-03,3.226E-02,0.075E-02,0.023E-02,0.077E-02
2427,31.1,33.5,6.774E-03,0.171E-03,0.038E-03,0.138E-03,3.061E-02,0.079E-02,0.022E-02,0.073E-02
2427,33.5,36.1,5.674E-03,0.151E-03,0.032E-03,0.116E-03,3.156E-02,0.085E-02,0.023E-02,0.076E-02
2427,36.1,38.9,4.877E-03,0.135E-03,0.028E-03,0.099E-03,3.314E-02,0.093E-02,0.024E-02,0.080E-02
2427,38.9,41.9,3.755E-03,0.114E-03,0.021E-03,0.077E-03,3.102E-02,0.096E-02,0.023E-02,0.075E-02
2427,41.9,45.1,3.024E-03,0.099E-03,0.017E-03,0.062E-03,3.043E-02,0.101E-02,0.023E-02,0.073E-02
2427,45.1,48.5,2.476E-03,0.087E-03,0.014E-03,0.050E-03,3.035E-02,0.108E-02,0.023E-02,0.074E-02
2427,48.5,52.2,2.104E-03,0.077E-03,0.012E-03,0.043E-03,3.173E-02,0.118E-02,0.024E-02,0.077E-02
2427,52.2,56.1,1.658E-03,0.066E-03,0.010E-03,0.034E-03,3.039E-02,0.123E-02,0.023E-02,0.074E-02
2427,56.1,60.3,1.418E-03,0.059E-03,0.008E-03,0.029E-03,3.173E-02,0.134E-02,0.024E-02,0.078E-02
2428,1.92,2.15,1.758,0.036,0.024,0.042,2.448E-02,0.051E-02,0.037E-02,0.069E-02
2428,2.15,2.40,1.767,0.033,0.016,0.040,2.688E-02,0.050E-02,0.028E-02,0.070E-02
2428,2.40,2.67,1.540,0.026,0.006,0.033,2.609E-02,0.045E-02,0.016E-02,0.063E-02
2428,2.67,2.97,1.357,0.022,0.006,0.028,2.592E-02,0.042E-02,0.017E-02,0.061E-02
2428,2.97,3.29,1.253,0.019,0.007,0.027,2.722E-02,0.042E-02,0.020E-02,0.065E-02
2428,3.29,3.64,1.076,0.016,0.005,0.022,2.713E-02,0.040E-02,0.018E-02,0.063E-02
2428,3.64,4.02,9.367E-01,0.133E-01,0.034E-01,0.191E-01,2.777E-02,0.040E-02,0.016E-02,0.064E-02
2428,4.02,4.43,8.132E-01,0.111E-01,0.026E-01,0.164E-01,2.846E-02,0.039E-02,0.016E-02,0.065E-02
2428,4.43,4.88,6.686E-01,0.087E-01,0.023E-01,0.134E-01,2.800E-02,0.037E-02,0.016E-02,0.064E-02
2428,4.88,5.37,5.618E-01,0.071E-01,0.020E-01,0.113E-01,2.824E-02,0.036E-02,0.017E-02,0.064E-02
2428,5.37,5.90,4.618E-01,0.059E-01,0.017E-01,0.093E-01,2.807E-02,0.036E-02,0.016E-02,0.064E-02
2428,5.90,6.47,3.765E-01,0.049E-01,0.014E-01,0.076E-01,2.782E-02,0.036E-02,0.016E-02,0.064E-02
2428,6.47,7.09,3.124E-01,0.040E-01,0.012E-01,0.063E-01,2.813E-02,0.036E-02,0.017E-02,0.065E-02
2428,7.09,7.76,2.638E-01,0.033E-01,0.010E-01,0.053E-01,2.911E-02,0.037E-02,0.017E-02,0.067E-02
2428,7.76,8.48,2.135E-01,0.027E-01,0.009E-01,0.043E-01,2.908E-02,0.037E-02,0.018E-02,0.067E-02
2428,8.48,9.26,1.758E-01,0.023E-01,0.008E-01,0.035E-01,2.928E-02,0.038E-02,0.018E-02,0.068E-02
2428,9.26,10.1,1.454E-01,0.019E-01,0.006E-01,0.029E-01,2.987E-02,0.040E-02,0.019E-02,0.069E-02
2428,10.1,11.0,1.153E-01,0.016E-01,0.005E-01,0.023E-01,2.903E-02,0.042E-02,0.019E-02,0.067E-02
2428,11.0,12.0,9.318E-02,0.137E-02,0.044E-02,0.188E-02,2.886E-02,0.043E-02,0.019E-02,0.067E-02
2428,12.0,13.0,7.846E-02,0.124E-02,0.038E-02,0.158E-02,2.993E-02,0.048E-02,0.020E-02,0.069E-02
2428,13.0,14.1,6.317E-02,0.104E-02,0.031E-02,0.127E-02,2.944E-02,0.049E-02,0.019E-02,0.068E-02
2428,14.1,15.3,5.206E-02,0.088E-02,0.025E-02,0.105E-02,2.969E-02,0.051E-02,0.020E-02,0.069E-02
2428,15.3,16.6,4.330E-02,0.076E-02,0.022E-02,0.087E-02,3.051E-02,0.054E-02,0.021E-02,0.071E-02
2428,16.6,18.0,3.453E-02,0.063E-02,0.019E-02,0.070E-02,2.995E-02,0.055E-02,0.021E-02,0.070E-02
2428,18.0,19.5,2.904E-02,0.054E-02,0.016E-02,0.059E-02,3.104E-02,0.058E-02,0.022E-02,0.073E-02
2428,19.5,21.1,2.370E-02,0.045E-02,0.012E-02,0.048E-02,3.128E-02,0.060E-02,0.021E-02,0.074E-02
2428,21.1,22.8,1.856E-02,0.037E-02,0.010E-02,0.038E-02,2.999E-02,0.060E-02,0.020E-02,0.071E-02
2428,22.8,24.7,1.568E-02,0.031E-02,0.008E-02,0.032E-02,3.117E-02,0.062E-02,0.021E-02,0.074E-02
2428,24.7,26.7,1.233E-02,0.026E-02,0.006E-02,0.025E-02,3.034E-02,0.064E-02,0.021E-02,0.072E-02
2428,26.7,28.8,1.054E-02,0.022E-02,0.005E-02,0.021E-02,3.165E-02,0.068E-02,0.022E-02,0.075E-02
2428,28.8,31.1,8.262E-03,0.187E-03,0.044E-03,0.168E-03,3.062E-02,0.070E-02,0.021E-02,0.073E-02
2428,31.1,33.5,6.873E-03,0.165E-03,0.037E-03,0.140E-03,3.076E-02,0.075E-02,0.022E-02,0.073E-02
2428,33.5,36.1,5.691E-03,0.144E-03,0.031E-03,0.116E-03,3.130E-02,0.080E-02,0.022E-02,0.075E-02
2428,36.1,38.9,4.795E-03,0.127E-03,0.027E-03,0.098E-03,3.204E-02,0.086E-02,0.023E-02,0.077E-02
2428,38.9,41.9,3.649E-03,0.107E-03,0.020E-03,0.074E-03,3.005E-02,0.089E-02,0.022E-02,0.072E-02
2428,41.9,45.1,3.124E-03,0.096E-03,0.018E-03,0.064E-03,3.137E-02,0.098E-02,0.023E-02,0.076E-02
2428,45.1,48.5,2.539E-03,0.084E-03,0.014E-03,0.052E-03,3.081E-02,0.103E-02,0.022E-02,0.075E-02
2428,48.5,52.2,2.142E-03,0.074E-03,0.012E-03,0.044E-03,3.202E-02,0.112E-02,0.023E-02,0.078E-02
2428,52.2,56.1,1.727E-03,0.064E-03,0.010E-03,0.035E-03,3.162E-02,0.120E-02,0.023E-02,0.077E-02
2428,56.1,60.3,1.421E-03,0.056E-03,0.008E-03,0.029E-03,3.149E-02,0.127E-02,0.023E-02,0.078E-02
2429,1.92,2.15,1.777,0.035,0.018,0.042,2.479E-02,0.049E-02,0.029E-02,0.070E-02
2429,2.15,2.40,1.740,0.031,0.009,0.039,2.647E-02,0.048E-02,0.019E-02,0.069E-02
2429,2.40,2.67,1.518,0.025,0.003,0.032,2.567E-02,0.043E-02,0.013E-02,0.062E-02
2429,2.67,2.97,1.395,0.021,0.005,0.029,2.661E-02,0.041E-02,0.016E-02,0.063E-02
2429,2.97,3.29,1.269,0.018,0.005,0.027,2.752E-02,0.040E-02,0.017E-02,0.066E-02
2429,3.29,3.64,1.095,0.015,0.003,0.023,2.754E-02,0.038E-02,0.015E-02,0.064E-02
2429,3.64,4.02,9.392E-01,0.127E-01,0.022E-01,0.191E-01,2.771E-02,0.038E-02,0.014E-02,0.064E-02
2429,4.02,4.43,8.033E-01,0.105E-01,0.018E-01,0.162E-01,2.811E-02,0.037E-02,0.014E-02,0.064E-02
2429,4.43,4.88,6.781E-01,0.084E-01,0.017E-01,0.136E-01,2.827E-02,0.035E-02,0.014E-02,0.064E-02
2429,4.88,5.37,5.505E-01,0.067E-01,0.015E-01,0.111E-01,2.758E-02,0.034E-02,0.014E-02,0.063E-02
2429,5.37,5.90,4.692E-01,0.057E-01,0.014E-01,0.094E-01,2.838E-02,0.035E-02,0.015E-02,0.065E-02
2429,5.90,6.47,3.787E-01,0.047E-01,0.012E-01,0.076E-01,2.784E-02,0.035E-02,0.015E-02,0.064E-02
2429,6.47,7.09,3.142E-01,0.038E-01,0.010E-01,0.063E-01,2.819E-02,0.035E-02,0.015E-02,0.065E-02
2429,7.09,7.76,2.614E-01,0.031E-01,0.008E-01,0.053E-01,2.877E-02,0.035E-02,0.015E-02,0.066E-02
2429,7.76,8.48,2.151E-01,0.026E-01,0.007E-01,0.043E-01,2.897E-02,0.036E-02,0.016E-02,0.067E-02
2429,8.48,9.26,1.765E-01,0.022E-01,0.006E-01,0.036E-01,2.926E-02,0.037E-02,0.016E-02,0.068E-02
2429,9.26,10.1,1.430E-01,0.019E-01,0.005E-01,0.029E-01,2.920E-02,0.039E-02,0.017E-02,0.068E-02
2429,10.1,11.0,1.174E-01,0.016E-01,0.005E-01,0.024E-01,2.947E-02,0.041E-02,0.017E-02,0.068E-02
2429,11.0,12.0,9.426E-02,0.134E-02,0.038E-02,0.190E-02,2.906E-02,0.042E-02,0.017E-02,0.067E-02
2429,12.0,13.0,7.727E-02,0.118E-02,0.033E-02,0.156E-02,2.918E-02,0.045E-02,0.018E-02,0.068E-02
2429,13.0,14.1,6.281E-02,0.100E-02,0.027E-02,0.127E-02,2.917E-02,0.047E-02,0.018E-02,0.068E-02
2429,14.1,15.3,5.482E-02,0.087E-02,0.023E-02,0.111E-02,3.112E-02,0.050E-02,0.019E-02,0.073E-02
2429,15.3,16.6,4.394E-02,0.073E-02,0.018E-02,0.089E-02,3.088E-02,0.052E-02,0.018E-02,0.072E-02
2429,16.6,18.0,3.549E-02,0.061E-02,0.015E-02,0.072E-02,3.068E-02,0.054E-02,0.019E-02,0.072E-02
2429,18.0,19.5,2.864E-02,0.051E-02,0.013E-02,0.058E-02,3.052E-02,0.055E-02,0.019E-02,0.072E-02
2429,19.5,21.1,2.435E-02,0.043E-02,0.011E-02,0.049E-02,3.196E-02,0.057E-02,0.020E-02,0.075E-02
2429,21.1,22.8,1.941E-02,0.036E-02,0.009E-02,0.039E-02,3.118E-02,0.058E-02,0.020E-02,0.074E-02
2429,22.8,24.7,1.535E-02,0.029E-02,0.007E-02,0.031E-02,3.032E-02,0.058E-02,0.019E-02,0.072E-02
2429,24.7,26.7,1.306E-02,0.025E-02,0.006E-02,0.027E-02,3.187E-02,0.062E-02,0.020E-02,0.076E-02
2429,26.7,28.8,1.020E-02,0.021E-02,0.005E-02,0.021E-02,3.036E-02,0.064E-02,0.020E-02,0.072E-02
2429,28.8,31.1,8.235E-03,0.180E-03,0.040E-03,0.167E-03,3.030E-02,0.067E-02,0.020E-02,0.072E-02
2429,31.1,33.5,6.895E-03,0.160E-03,0.034E-03,0.140E-03,3.085E-02,0.073E-02,0.020E-02,0.074E-02
2429,33.5,36.1,5.698E-03,0.140E-03,0.028E-03,0.116E-03,3.126E-02,0.078E-02,0.021E-02,0.075E-02
2429,36.1,38.9,4.682E-03,0.122E-03,0.024E-03,0.095E-03,3.120E-02,0.083E-02,0.021E-02,0.075E-02
2429,38.9,41.9,3.657E-03,0.104E-03,0.019E-03,0.075E-03,2.974E-02,0.086E-02,0.020E-02,0.072E-02
2429,41.9,45.1,3.240E-03,0.095E-03,0.017E-03,0.066E-03,3.235E-02,0.096E-02,0.022E-02,0.078E-02
2429,45.1,48.5,2.459E-03,0.080E-03,0.013E-03,0.050E-03,2.998E-02,0.099E-02,0.020E-02,0.073E-02
2429,48.5,52.2,2.164E-03,0.072E-03,0.011E-03,0.044E-03,3.243E-02,0.110E-02,0.022E-02,0.079E-02
2429,52.2,56.1,1.665E-03,0.062E-03,0.009E-03,0.034E-03,3.033E-02,0.114E-02,0.021E-02,0.074E-02
2429,56.1,60.3,1.479E-03,0.056E-03,0.008E-03,0.030E-03,3.274E-02,0.126E-02,0.023E-02,0.081E-02
2430,1.92,2.15,1.867,0.036,0.021,0.045,2.561E-02,0.049E-02,0.032E-02,0.072E-02
2430,2.15,2.40,1.820,0.032,0.010,0.041,2.749E-02,0.048E-02,0.020E-02,0.071E-02
2430,2.40,2.67,1.552,0.025,0.004,0.033,2.610E-02,0.043E-02,0.013E-02,0.063E-02
2430,2.67,2.97,1.404,0.021,0.005,0.029,2.665E-02,0.041E-02,0.014E-02,0.063E-02
2430,2.97,3.29,1.249,0.018,0.005,0.026,2.694E-02,0.039E-02,0.015E-02,0.064E-02
2430,3.29,3.64,1.111,0.015,0.003,0.023,2.784E-02,0.038E-02,0.015E-02,0.065E-02
2430,3.64,4.02,9.371E-01,0.126E-01,0.023E-01,0.191E-01,2.755E-02,0.037E-02,0.013E-02,0.063E-02
2430,4.02,4.43,7.995E-01,0.104E-01,0.019E-01,0.161E-01,2.795E-02,0.037E-02,0.013E-02,0.064E-02
2430,4.43,4.88,6.693E-01,0.082E-01,0.017E-01,0.135E-01,2.785E-02,0.035E-02,0.013E-02,0.064E-02
2430,4.88,5.37,5.540E-01,0.067E-01,0.015E-01,0.111E-01,2.772E-02,0.034E-02,0.013E-02,0.063E-02
2430,5.37,5.90,4.651E-01,0.056E-01,0.013E-01,0.094E-01,2.809E-02,0.034E-02,0.014E-02,0.064E-02
2430,5.90,6.47,3.816E-01,0.046E-01,0.011E-01,0.077E-01,2.807E-02,0.034E-02,0.014E-02,0.064E-02
2430,6.47,7.09,3.216E-01,0.038E-01,0.010E-01,0.065E-01,2.880E-02,0.034E-02,0.014E-02,0.066E-02
2430,7.09,7.76,2.594E-01,0.031E-01,0.008E-01,0.052E-01,2.863E-02,0.034E-02,0.014E-02,0.066E-02
2430,7.76,8.48,2.152E-01,0.026E-01,0.007E-01,0.043E-01,2.915E-02,0.035E-02,0.015E-02,0.067E-02
2430,8.48,9.26,1.769E-01,0.022E-01,0.006E-01,0.036E-01,2.938E-02,0.036E-02,0.015E-02,0.068E-02
2430,9.26,10.1,1.457E-01,0.019E-01,0.005E-01,0.029E-01,2.981E-02,0.038E-02,0.016E-02,0.069E-02
2430,10.1,11.0,1.147E-01,0.016E-01,0.004E-01,0.023E-01,2.885E-02,0.040E-02,0.016E-02,0.067E-02
2430,11.0,12.0,9.798E-02,0.134E-02,0.040E-02,0.198E-02,3.026E-02,0.042E-02,0.017E-02,0.070E-02
2430,12.0,13.0,7.941E-02,0.118E-02,0.033E-02,0.160E-02,3.014E-02,0.045E-02,0.017E-02,0.070E-02
2430,13.0,14.1,6.475E-02,0.100E-02,0.027E-02,0.131E-02,3.010E-02,0.047E-02,0.017E-02,0.070E-02
2430,14.1,15.3,5.264E-02,0.084E-02,0.022E-02,0.106E-02,3.012E-02,0.049E-02,0.017E-02,0.070E-02
2430,15.3,16.6,4.375E-02,0.072E-02,0.019E-02,0.088E-02,3.070E-02,0.051E-02,0.018E-02,0.072E-02
2430,16.6,18.0,3.527E-02,0.060E-02,0.016E-02,0.071E-02,3.060E-02,0.053E-02,0.018E-02,0.072E-02
2430,18.0,19.5,2.932E-02,0.051E-02,0.013E-02,0.059E-02,3.120E-02,0.055E-02,0.019E-02,0.073E-02
2430,19.5,21.1,2.390E-02,0.042E-02,0.011E-02,0.048E-02,3.146E-02,0.056E-02,0.019E-02,0.074E-02
2430,21.1,22.8,1.918E-02,0.035E-02,0.009E-02,0.039E-02,3.091E-02,0.057E-02,0.019E-02,0.073E-02
2430,22.8,24.7,1.547E-02,0.029E-02,0.007E-02,0.031E-02,3.046E-02,0.057E-02,0.019E-02,0.072E-02
2430,24.7,26.7,1.312E-02,0.025E-02,0.006E-02,0.027E-02,3.202E-02,0.061E-02,0.020E-02,0.076E-02
2430,26.7,28.8,1.028E-02,0.021E-02,0.005E-02,0.021E-02,3.099E-02,0.064E-02,0.019E-02,0.074E-02
2430,28.8,31.1,8.348E-03,0.178E-03,0.041E-03,0.170E-03,3.042E-02,0.066E-02,0.019E-02,0.073E-02
2430,31.1,33.5,6.943E-03,0.158E-03,0.034E-03,0.141E-03,3.129E-02,0.072E-02,0.020E-02,0.075E-02
2430,33.5,36.1,5.724E-03,0.138E-03,0.029E-03,0.117E-03,3.161E-02,0.077E-02,0.020E-02,0.076E-02
2430,36.1,38.9,4.627E-03,0.119E-03,0.023E-03,0.094E-03,3.127E-02,0.082E-02,0.020E-02,0.075E-02
2430,38.9,41.9,3.724E-03,0.103E-03,0.019E-03,0.076E-03,3.081E-02,0.087E-02,0.020E-02,0.074E-02
2430,41.9,45.1,3.104E-03,0.091E-03,0.016E-03,0.063E-03,3.115E-02,0.093E-02,0.020E-02,0.075E-02
2430,45.1,48.5,2.473E-03,0.079E-03,0.013E-03,0.050E-03,3.053E-02,0.099E-02,0.020E-02,0.074E-02
2430,48.5,52.2,1.982E-03,0.068E-03,0.010E-03,0.040E-03,2.976E-02,0.103E-02,0.020E-02,0.072E-02
2430,52.2,56.1,1.755E-03,0.062E-03,0.009E-03,0.036E-03,3.236E-02,0.116E-02,0.021E-02,0.079E-02
2430,56.1,60.3,1.426E-03,0.054E-03,0.008E-03,0.029E-03,3.169E-02,0.122E-02,0.021E-02,0.078E-02
2431,1.92,2.15,1.652,0.033,0.017,0.039,2.503E-02,0.051E-02,0.031E-02,0.071E-02
2431,2.15,2.40,1.635,0.029,0.008,0.037,2.683E-02,0.049E-02,0.020E-02,0.070E-02
2431,2.40,2.67,1.462,0.024,0.003,0.031,2.652E-02,0.044E-02,0.014E-02,0.064E-02
2431,2.67,2.97,1.303,0.020,0.005,0.027,2.638E-02,0.041E-02,0.016E-02,0.062E-02
2431,2.97,3.29,1.184,0.017,0.005,0.025,2.724E-02,0.040E-02,0.016E-02,0.065E-02
2431,3.29,3.64,1.045,0.015,0.003,0.022,2.764E-02,0.039E-02,0.014E-02,0.064E-02
2431,3.64,4.02,8.887E-01,0.121E-01,0.020E-01,0.181E-01,2.743E-02,0.038E-02,0.013E-02,0.063E-02
2431,4.02,4.43,7.828E-01,0.102E-01,0.017E-01,0.157E-01,2.854E-02,0.038E-02,0.013E-02,0.065E-02
2431,4.43,4.88,6.473E-01,0.080E-01,0.015E-01,0.130E-01,2.808E-02,0.035E-02,0.013E-02,0.064E-02
2431,4.88,5.37,5.319E-01,0.065E-01,0.014E-01,0.107E-01,2.764E-02,0.034E-02,0.013E-02,0.063E-02
2431,5.37,5.90,4.494E-01,0.055E-01,0.013E-01,0.090E-01,2.809E-02,0.035E-02,0.014E-02,0.064E-02
2431,5.90,6.47,3.649E-01,0.045E-01,0.011E-01,0.073E-01,2.773E-02,0.035E-02,0.014E-02,0.064E-02
