bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,oxygen_flux m^-2sr^-1s^-1GV^-1,oxygen_flux_error_statistical m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,oxygen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,oxygen_to_helium_ratio,oxygen_to_helium_ratio_error_statistical,oxygen_to_helium_ratio_error_time_dependent,oxygen_to_helium_ratio_error_time_independent
2426,1.92,2.15,1.702,0.052,0.037,0.048,2.264E-02,0.069E-02,0.052E-02,0.072E-02
2426,2.15,2.40,1.667,0.046,0.023,0.038,2.447E-02,0.068E-02,0.037E-02,0.064E-02
2426,2.40,2.67,1.472,0.038,0.014,0.034,2.409E-02,0.062E-02,0.026E-02,0.062E-02
2426,2.67,2.97,1.275,0.031,0.007,0.027,2.364E-02,0.058E-02,0.019E-02,0.056E-02
2426,2.97,3.29,1.099,0.026,0.008,0.023,2.341E-02,0.055E-02,0.021E-02,0.055E-02
2426,3.29,3.64,9.869E-01,0.216E-01,0.050E-01,0.202E-01,2.443E-02,0.054E-02,0.018E-02,0.057E-02
2426,3.64,4.02,8.677E-01,0.183E-01,0.041E-01,0.177E-01,2.538E-02,0.054E-02,0.018E-02,0.058E-02
2426,4.02,4.43,7.515E-01,0.153E-01,0.034E-01,0.153E-01,2.596E-02,0.053E-02,0.018E-02,0.060E-02
2426,4.43,4.88,6.282E-01,0.121E-01,0.029E-01,0.128E-01,2.611E-02,0.051E-02,0.018E-02,0.060E-02
2426,4.88,5.37,5.155E-01,0.098E-01,0.025E-01,0.105E-01,2.567E-02,0.049E-02,0.018E-02,0.059E-02
2426,5.37,5.90,4.363E-01,0.082E-01,0.022E-01,0.089E-01,2.637E-02,0.050E-02,0.019E-02,0.061E-02
2426,5.90,6.47,3.765E-01,0.070E-01,0.019E-01,0.077E-01,2.774E-02,0.052E-02,0.020E-02,0.064E-02
2426,6.47,7.09,2.968E-01,0.055E-01,0.015E-01,0.060E-01,2.672E-02,0.050E-02,0.019E-02,0.062E-02
2426,7.09,7.76,2.437E-01,0.045E-01,0.012E-01,0.050E-01,2.693E-02,0.050E-02,0.019E-02,0.063E-02
2426,7.76,8.48,2.011E-01,0.037E-01,0.010E-01,0.041E-01,2.724E-02,0.051E-02,0.020E-02,0.063E-02
2426,8.48,9.26,1.649E-01,0.031E-01,0.009E-01,0.034E-01,2.756E-02,0.053E-02,0.020E-02,0.064E-02
2426,9.26,10.1,1.383E-01,0.027E-01,0.007E-01,0.028E-01,2.847E-02,0.056E-02,0.021E-02,0.067E-02
2426,10.1,11.0,1.147E-01,0.023E-01,0.006E-01,0.023E-01,2.897E-02,0.059E-02,0.021E-02,0.068E-02
2426,11.0,12.0,9.243E-02,0.195E-02,0.051E-02,0.189E-02,2.889E-02,0.061E-02,0.021E-02,0.068E-02
2426,12.0,13.0,7.963E-02,0.177E-02,0.045E-02,0.162E-02,3.043E-02,0.068E-02,0.023E-02,0.071E-02
2426,13.0,14.1,6.372E-02,0.148E-02,0.036E-02,0.130E-02,2.990E-02,0.070E-02,0.023E-02,0.070E-02
2426,14.1,15.3,5.031E-02,0.123E-02,0.029E-02,0.103E-02,2.890E-02,0.071E-02,0.022E-02,0.068E-02
2426,15.3,16.6,4.409E-02,0.108E-02,0.026E-02,0.090E-02,3.118E-02,0.077E-02,0.024E-02,0.073E-02
2426,16.6,18.0,3.359E-02,0.088E-02,0.020E-02,0.069E-02,2.918E-02,0.077E-02,0.023E-02,0.069E-02
2426,18.0,19.5,2.813E-02,0.074E-02,0.017E-02,0.057E-02,3.012E-02,0.080E-02,0.024E-02,0.071E-02
2426,19.5,21.1,2.346E-02,0.062E-02,0.014E-02,0.048E-02,3.094E-02,0.083E-02,0.024E-02,0.073E-02
2426,21.1,22.8,1.911E-02,0.052E-02,0.011E-02,0.039E-02,3.079E-02,0.085E-02,0.024E-02,0.073E-02
2426,22.8,24.7,1.614E-02,0.043E-02,0.009E-02,0.033E-02,3.216E-02,0.088E-02,0.025E-02,0.077E-02
2426,24.7,26.7,1.364E-02,0.037E-02,0.008E-02,0.028E-02,3.334E-02,0.092E-02,0.026E-02,0.079E-02
2426,26.7,28.8,1.017E-02,0.031E-02,0.006E-02,0.021E-02,3.048E-02,0.093E-02,0.024E-02,0.073E-02
2426,28.8,31.1,9.161E-03,0.273E-03,0.055E-03,0.187E-03,3.365E-02,0.102E-02,0.026E-02,0.080E-02
2426,31.1,33.5,7.194E-03,0.235E-03,0.044E-03,0.147E-03,3.257E-02,0.108E-02,0.026E-02,0.078E-02
2426,33.5,36.1,5.828E-03,0.202E-03,0.036E-03,0.119E-03,3.205E-02,0.113E-02,0.025E-02,0.077E-02
2426,36.1,38.9,4.685E-03,0.174E-03,0.029E-03,0.096E-03,3.155E-02,0.119E-02,0.025E-02,0.076E-02
2426,38.9,41.9,3.802E-03,0.151E-03,0.024E-03,0.078E-03,3.142E-02,0.127E-02,0.025E-02,0.076E-02
2426,41.9,45.1,3.404E-03,0.139E-03,0.022E-03,0.070E-03,3.425E-02,0.142E-02,0.028E-02,0.083E-02
2426,45.1,48.5,2.683E-03,0.119E-03,0.017E-03,0.055E-03,3.283E-02,0.148E-02,0.027E-02,0.080E-02
2426,48.5,52.2,2.309E-03,0.106E-03,0.015E-03,0.047E-03,3.492E-02,0.163E-02,0.029E-02,0.085E-02
2426,52.2,56.1,1.703E-03,0.089E-03,0.011E-03,0.035E-03,3.145E-02,0.166E-02,0.026E-02,0.077E-02
2426,56.1,60.3,1.463E-03,0.079E-03,0.010E-03,0.030E-03,3.344E-02,0.184E-02,0.028E-02,0.083E-02
2427,1.92,2.15,1.520,0.036,0.037,0.043,2.194E-02,0.052E-02,0.055E-02,0.070E-02
2427,2.15,2.40,1.535,0.033,0.011,0.035,2.426E-02,0.052E-02,0.023E-02,0.064E-02
2427,2.40,2.67,1.463,0.028,0.010,0.034,2.567E-02,0.050E-02,0.022E-02,0.067E-02
2427,2.67,2.97,1.275,0.023,0.006,0.027,2.518E-02,0.047E-02,0.018E-02,0.060E-02
2427,2.97,3.29,1.094,0.019,0.005,0.023,2.471E-02,0.044E-02,0.017E-02,0.058E-02
2427,3.29,3.64,9.840E-01,0.163E-01,0.039E-01,0.202E-01,2.565E-02,0.043E-02,0.017E-02,0.059E-02
2427,3.64,4.02,8.313E-01,0.136E-01,0.032E-01,0.170E-01,2.544E-02,0.042E-02,0.016E-02,0.059E-02
2427,4.02,4.43,7.093E-01,0.112E-01,0.027E-01,0.144E-01,2.567E-02,0.041E-02,0.016E-02,0.059E-02
2427,4.43,4.88,5.801E-01,0.088E-01,0.022E-01,0.118E-01,2.501E-02,0.038E-02,0.015E-02,0.058E-02
2427,4.88,5.37,5.075E-01,0.074E-01,0.020E-01,0.103E-01,2.637E-02,0.039E-02,0.017E-02,0.061E-02
2427,5.37,5.90,4.108E-01,0.061E-01,0.017E-01,0.084E-01,2.571E-02,0.038E-02,0.016E-02,0.059E-02
2427,5.90,6.47,3.519E-01,0.051E-01,0.015E-01,0.072E-01,2.683E-02,0.039E-02,0.017E-02,0.062E-02
2427,6.47,7.09,2.888E-01,0.042E-01,0.012E-01,0.059E-01,2.675E-02,0.039E-02,0.017E-02,0.062E-02
2427,7.09,7.76,2.374E-01,0.034E-01,0.010E-01,0.048E-01,2.696E-02,0.039E-02,0.017E-02,0.063E-02
2427,7.76,8.48,1.960E-01,0.029E-01,0.008E-01,0.040E-01,2.732E-02,0.040E-02,0.017E-02,0.064E-02
2427,8.48,9.26,1.615E-01,0.024E-01,0.007E-01,0.033E-01,2.764E-02,0.042E-02,0.018E-02,0.065E-02
2427,9.26,10.1,1.383E-01,0.021E-01,0.006E-01,0.028E-01,2.906E-02,0.045E-02,0.019E-02,0.068E-02
2427,10.1,11.0,1.107E-01,0.018E-01,0.005E-01,0.023E-01,2.855E-02,0.046E-02,0.019E-02,0.067E-02
2427,11.0,12.0,9.338E-02,0.152E-02,0.045E-02,0.190E-02,2.967E-02,0.049E-02,0.020E-02,0.069E-02
2427,12.0,13.0,7.577E-02,0.134E-02,0.037E-02,0.154E-02,2.951E-02,0.053E-02,0.020E-02,0.069E-02
2427,13.0,14.1,6.203E-02,0.114E-02,0.031E-02,0.126E-02,2.935E-02,0.054E-02,0.020E-02,0.069E-02
2427,14.1,15.3,5.142E-02,0.097E-02,0.026E-02,0.105E-02,2.986E-02,0.057E-02,0.021E-02,0.070E-02
2427,15.3,16.6,4.248E-02,0.082E-02,0.023E-02,0.087E-02,3.056E-02,0.060E-02,0.022E-02,0.072E-02
2427,16.6,18.0,3.484E-02,0.069E-02,0.020E-02,0.071E-02,3.060E-02,0.062E-02,0.023E-02,0.072E-02
2427,18.0,19.5,2.748E-02,0.057E-02,0.015E-02,0.056E-02,2.980E-02,0.062E-02,0.022E-02,0.070E-02
2427,19.5,21.1,2.267E-02,0.048E-02,0.012E-02,0.046E-02,3.028E-02,0.064E-02,0.022E-02,0.072E-02
2427,21.1,22.8,1.929E-02,0.041E-02,0.010E-02,0.039E-02,3.121E-02,0.067E-02,0.022E-02,0.074E-02
2427,22.8,24.7,1.590E-02,0.034E-02,0.008E-02,0.032E-02,3.179E-02,0.068E-02,0.022E-02,0.076E-02
2427,24.7,26.7,1.273E-02,0.028E-02,0.007E-02,0.026E-02,3.157E-02,0.071E-02,0.022E-02,0.075E-02
2427,26.7,28.8,1.037E-02,0.024E-02,0.006E-02,0.021E-02,3.136E-02,0.075E-02,0.022E-02,0.075E-02
2427,28.8,31.1,8.945E-03,0.214E-03,0.048E-03,0.183E-03,3.321E-02,0.081E-02,0.024E-02,0.079E-02
2427,31.1,33.5,7.070E-03,0.185E-03,0.039E-03,0.145E-03,3.195E-02,0.085E-02,0.023E-02,0.077E-02
2427,33.5,36.1,5.826E-03,0.161E-03,0.033E-03,0.119E-03,3.240E-02,0.091E-02,0.024E-02,0.078E-02
2427,36.1,38.9,4.835E-03,0.141E-03,0.027E-03,0.099E-03,3.286E-02,0.097E-02,0.024E-02,0.079E-02
2427,38.9,41.9,3.802E-03,0.121E-03,0.022E-03,0.078E-03,3.141E-02,0.101E-02,0.023E-02,0.076E-02
2427,41.9,45.1,3.361E-03,0.110E-03,0.020E-03,0.069E-03,3.381E-02,0.112E-02,0.025E-02,0.082E-02
2427,45.1,48.5,2.726E-03,0.096E-03,0.016E-03,0.056E-03,3.341E-02,0.120E-02,0.025E-02,0.081E-02
2427,48.5,52.2,2.201E-03,0.083E-03,0.013E-03,0.045E-03,3.320E-02,0.127E-02,0.025E-02,0.081E-02
2427,52.2,56.1,1.893E-03,0.075E-03,0.011E-03,0.039E-03,3.470E-02,0.139E-02,0.026E-02,0.085E-02
2427,56.1,60.3,1.517E-03,0.065E-03,0.009E-03,0.031E-03,3.395E-02,0.146E-02,0.026E-02,0.084E-02
2428,1.92,2.15,1.551,0.037,0.015,0.044,2.160E-02,0.051E-02,0.024E-02,0.069E-02
2428,2.15,2.40,1.646,0.034,0.014,0.038,2.504E-02,0.052E-02,0.026E-02,0.066E-02
2428,2.40,2.67,1.453,0.028,0.008,0.034,2.461E-02,0.048E-02,0.019E-02,0.064E-02
2428,2.67,2.97,1.243,0.023,0.005,0.026,2.374E-02,0.044E-02,0.015E-02,0.056E-02
2428,2.97,3.29,1.140,0.019,0.006,0.024,2.478E-02,0.043E-02,0.018E-02,0.058E-02
2428,3.29,3.64,9.969E-01,0.162E-01,0.039E-01,0.204E-01,2.515E-02,0.041E-02,0.015E-02,0.058E-02
2428,3.64,4.02,8.552E-01,0.136E-01,0.032E-01,0.175E-01,2.536E-02,0.041E-02,0.015E-02,0.058E-02
2428,4.02,4.43,7.458E-01,0.114E-01,0.026E-01,0.152E-01,2.610E-02,0.040E-02,0.015E-02,0.060E-02
2428,4.43,4.88,6.215E-01,0.090E-01,0.022E-01,0.126E-01,2.602E-02,0.038E-02,0.015E-02,0.060E-02
2428,4.88,5.37,5.283E-01,0.074E-01,0.020E-01,0.107E-01,2.656E-02,0.038E-02,0.016E-02,0.061E-02
2428,5.37,5.90,4.441E-01,0.062E-01,0.018E-01,0.090E-01,2.700E-02,0.038E-02,0.016E-02,0.062E-02
2428,5.90,6.47,3.628E-01,0.051E-01,0.015E-01,0.074E-01,2.681E-02,0.038E-02,0.016E-02,0.062E-02
2428,6.47,7.09,2.991E-01,0.041E-01,0.012E-01,0.061E-01,2.694E-02,0.038E-02,0.017E-02,0.062E-02
2428,7.09,7.76,2.445E-01,0.034E-01,0.011E-01,0.050E-01,2.698E-02,0.038E-02,0.017E-02,0.063E-02
2428,7.76,8.48,2.031E-01,0.028E-01,0.009E-01,0.042E-01,2.767E-02,0.039E-02,0.017E-02,0.064E-02
2428,8.48,9.26,1.652E-01,0.023E-01,0.007E-01,0.034E-01,2.751E-02,0.039E-02,0.017E-02,0.064E-02
2428,9.26,10.1,1.415E-01,0.020E-01,0.006E-01,0.029E-01,2.906E-02,0.042E-02,0.019E-02,0.068E-02
2428,10.1,11.0,1.167E-01,0.018E-01,0.005E-01,0.024E-01,2.938E-02,0.045E-02,0.019E-02,0.069E-02
2428,11.0,12.0,9.553E-02,0.148E-02,0.046E-02,0.195E-02,2.958E-02,0.046E-02,0.019E-02,0.069E-02
2428,12.0,13.0,7.664E-02,0.130E-02,0.037E-02,0.156E-02,2.924E-02,0.050E-02,0.019E-02,0.068E-02
2428,13.0,14.1,6.376E-02,0.111E-02,0.031E-02,0.130E-02,2.971E-02,0.052E-02,0.020E-02,0.070E-02
2428,14.1,15.3,5.242E-02,0.094E-02,0.026E-02,0.107E-02,2.990E-02,0.054E-02,0.020E-02,0.070E-02
2428,15.3,16.6,4.216E-02,0.079E-02,0.022E-02,0.086E-02,2.971E-02,0.056E-02,0.020E-02,0.070E-02
2428,16.6,18.0,3.413E-02,0.067E-02,0.018E-02,0.070E-02,2.960E-02,0.058E-02,0.020E-02,0.070E-02
2428,18.0,19.5,2.858E-02,0.057E-02,0.015E-02,0.058E-02,3.055E-02,0.061E-02,0.021E-02,0.072E-02
2428,19.5,21.1,2.268E-02,0.047E-02,0.012E-02,0.046E-02,2.993E-02,0.062E-02,0.020E-02,0.071E-02
2428,21.1,22.8,1.919E-02,0.040E-02,0.010E-02,0.039E-02,3.102E-02,0.065E-02,0.021E-02,0.074E-02
2428,22.8,24.7,1.560E-02,0.033E-02,0.008E-02,0.032E-02,3.103E-02,0.066E-02,0.021E-02,0.074E-02
2428,24.7,26.7,1.339E-02,0.028E-02,0.007E-02,0.027E-02,3.294E-02,0.071E-02,0.023E-02,0.078E-02
2428,26.7,28.8,1.030E-02,0.024E-02,0.005E-02,0.021E-02,3.094E-02,0.072E-02,0.021E-02,0.074E-02
2428,28.8,31.1,8.743E-03,0.204E-03,0.047E-03,0.179E-03,3.240E-02,0.077E-02,0.023E-02,0.077E-02
2428,31.1,33.5,7.271E-03,0.181E-03,0.040E-03,0.149E-03,3.255E-02,0.082E-02,0.023E-02,0.078E-02
2428,33.5,36.1,5.968E-03,0.156E-03,0.033E-03,0.122E-03,3.283E-02,0.087E-02,0.023E-02,0.079E-02
2428,36.1,38.9,4.978E-03,0.137E-03,0.028E-03,0.102E-03,3.326E-02,0.093E-02,0.024E-02,0.080E-02
2428,38.9,41.9,4.037E-03,0.119E-03,0.023E-03,0.083E-03,3.324E-02,0.100E-02,0.024E-02,0.080E-02
2428,41.9,45.1,3.337E-03,0.105E-03,0.019E-03,0.068E-03,3.351E-02,0.107E-02,0.024E-02,0.081E-02
2428,45.1,48.5,2.662E-03,0.091E-03,0.015E-03,0.055E-03,3.231E-02,0.112E-02,0.024E-02,0.079E-02
2428,48.5,52.2,2.197E-03,0.079E-03,0.013E-03,0.045E-03,3.283E-02,0.120E-02,0.024E-02,0.080E-02
2428,52.2,56.1,1.862E-03,0.071E-03,0.011E-03,0.038E-03,3.409E-02,0.132E-02,0.025E-02,0.084E-02
2428,56.1,60.3,1.481E-03,0.061E-03,0.009E-03,0.030E-03,3.283E-02,0.137E-02,0.024E-02,0.081E-02
2429,1.92,2.15,1.433,0.032,0.051,0.040,2.000E-02,0.045E-02,0.072E-02,0.064E-02
2429,2.15,2.40,1.543,0.031,0.021,0.035,2.347E-02,0.047E-02,0.035E-02,0.061E-02
2429,2.40,2.67,1.478,0.027,0.016,0.034,2.500E-02,0.046E-02,0.029E-02,0.065E-02
2429,2.67,2.97,1.338,0.023,0.005,0.028,2.552E-02,0.044E-02,0.015E-02,0.060E-02
2429,2.97,3.29,1.164,0.019,0.006,0.024,2.524E-02,0.041E-02,0.017E-02,0.059E-02
2429,3.29,3.64,1.020,0.016,0.003,0.021,2.566E-02,0.040E-02,0.015E-02,0.059E-02
2429,3.64,4.02,8.713E-01,0.131E-01,0.026E-01,0.178E-01,2.571E-02,0.039E-02,0.014E-02,0.059E-02
2429,4.02,4.43,7.332E-01,0.107E-01,0.019E-01,0.149E-01,2.566E-02,0.038E-02,0.013E-02,0.059E-02
2429,4.43,4.88,6.140E-01,0.085E-01,0.015E-01,0.125E-01,2.559E-02,0.036E-02,0.013E-02,0.059E-02
2429,4.88,5.37,5.142E-01,0.070E-01,0.016E-01,0.104E-01,2.576E-02,0.035E-02,0.014E-02,0.059E-02
2429,5.37,5.90,4.236E-01,0.058E-01,0.014E-01,0.086E-01,2.562E-02,0.035E-02,0.014E-02,0.059E-02
2429,5.90,6.47,3.569E-01,0.048E-01,0.012E-01,0.073E-01,2.623E-02,0.036E-02,0.015E-02,0.061E-02
2429,6.47,7.09,3.043E-01,0.040E-01,0.010E-01,0.062E-01,2.730E-02,0.036E-02,0.015E-02,0.063E-02
2429,7.09,7.76,2.424E-01,0.032E-01,0.008E-01,0.049E-01,2.667E-02,0.036E-02,0.014E-02,0.062E-02
2429,7.76,8.48,2.045E-01,0.027E-01,0.007E-01,0.042E-01,2.754E-02,0.037E-02,0.015E-02,0.064E-02
2429,8.48,9.26,1.702E-01,0.023E-01,0.006E-01,0.035E-01,2.822E-02,0.038E-02,0.015E-02,0.066E-02
2429,9.26,10.1,1.402E-01,0.020E-01,0.005E-01,0.029E-01,2.863E-02,0.040E-02,0.016E-02,0.067E-02
2429,10.1,11.0,1.144E-01,0.017E-01,0.004E-01,0.023E-01,2.872E-02,0.043E-02,0.016E-02,0.067E-02
2429,11.0,12.0,9.155E-02,0.140E-02,0.038E-02,0.187E-02,2.823E-02,0.044E-02,0.017E-02,0.066E-02
2429,12.0,13.0,7.799E-02,0.126E-02,0.033E-02,0.159E-02,2.945E-02,0.048E-02,0.018E-02,0.069E-02
2429,13.0,14.1,6.258E-02,0.106E-02,0.027E-02,0.127E-02,2.906E-02,0.050E-02,0.017E-02,0.068E-02
2429,14.1,15.3,5.334E-02,0.091E-02,0.023E-02,0.109E-02,3.028E-02,0.052E-02,0.018E-02,0.071E-02
2429,15.3,16.6,4.280E-02,0.076E-02,0.018E-02,0.087E-02,3.008E-02,0.054E-02,0.018E-02,0.071E-02
2429,16.6,18.0,3.551E-02,0.065E-02,0.016E-02,0.072E-02,3.069E-02,0.057E-02,0.019E-02,0.072E-02
2429,18.0,19.5,2.855E-02,0.054E-02,0.013E-02,0.058E-02,3.042E-02,0.058E-02,0.019E-02,0.072E-02
2429,19.5,21.1,2.409E-02,0.046E-02,0.011E-02,0.049E-02,3.162E-02,0.061E-02,0.019E-02,0.075E-02
2429,21.1,22.8,1.944E-02,0.038E-02,0.009E-02,0.040E-02,3.123E-02,0.062E-02,0.019E-02,0.074E-02
2429,22.8,24.7,1.564E-02,0.031E-02,0.007E-02,0.032E-02,3.088E-02,0.062E-02,0.019E-02,0.073E-02
2429,24.7,26.7,1.352E-02,0.027E-02,0.006E-02,0.028E-02,3.301E-02,0.067E-02,0.020E-02,0.079E-02
2429,26.7,28.8,1.059E-02,0.023E-02,0.005E-02,0.022E-02,3.153E-02,0.069E-02,0.020E-02,0.075E-02
2429,28.8,31.1,8.942E-03,0.199E-03,0.042E-03,0.183E-03,3.290E-02,0.074E-02,0.021E-02,0.079E-02
2429,31.1,33.5,7.021E-03,0.171E-03,0.033E-03,0.143E-03,3.141E-02,0.078E-02,0.020E-02,0.075E-02
2429,33.5,36.1,5.925E-03,0.151E-03,0.029E-03,0.121E-03,3.251E-02,0.084E-02,0.021E-02,0.078E-02
2429,36.1,38.9,5.161E-03,0.136E-03,0.025E-03,0.106E-03,3.440E-02,0.092E-02,0.022E-02,0.083E-02
2429,38.9,41.9,4.247E-03,0.119E-03,0.021E-03,0.087E-03,3.454E-02,0.098E-02,0.023E-02,0.083E-02
2429,41.9,45.1,3.123E-03,0.099E-03,0.016E-03,0.064E-03,3.119E-02,0.100E-02,0.021E-02,0.076E-02
2429,45.1,48.5,2.620E-03,0.088E-03,0.013E-03,0.054E-03,3.194E-02,0.108E-02,0.021E-02,0.078E-02
2429,48.5,52.2,2.300E-03,0.079E-03,0.012E-03,0.047E-03,3.447E-02,0.120E-02,0.023E-02,0.084E-02
2429,52.2,56.1,1.741E-03,0.067E-03,0.009E-03,0.036E-03,3.171E-02,0.123E-02,0.022E-02,0.078E-02
2429,56.1,60.3,1.508E-03,0.060E-03,0.008E-03,0.031E-03,3.337E-02,0.134E-02,0.023E-02,0.082E-02
2430,1.92,2.15,1.597,0.036,0.043,0.045,2.192E-02,0.049E-02,0.060E-02,0.070E-02
2430,2.15,2.40,1.547,0.031,0.014,0.035,2.338E-02,0.047E-02,0.024E-02,0.061E-02
2430,2.40,2.67,1.501,0.027,0.011,0.035,2.523E-02,0.045E-02,0.022E-02,0.065E-02
2430,2.67,2.97,1.240,0.022,0.004,0.026,2.354E-02,0.041E-02,0.013E-02,0.056E-02
2430,2.97,3.29,1.133,0.018,0.005,0.023,2.444E-02,0.040E-02,0.015E-02,0.057E-02
2430,3.29,3.64,9.986E-01,0.153E-01,0.028E-01,0.205E-01,2.503E-02,0.039E-02,0.013E-02,0.058E-02
2430,3.64,4.02,8.620E-01,0.129E-01,0.022E-01,0.176E-01,2.534E-02,0.038E-02,0.012E-02,0.058E-02
2430,4.02,4.43,7.328E-01,0.106E-01,0.016E-01,0.149E-01,2.562E-02,0.037E-02,0.012E-02,0.059E-02
2430,4.43,4.88,6.194E-01,0.085E-01,0.014E-01,0.126E-01,2.577E-02,0.036E-02,0.012E-02,0.059E-02
2430,4.88,5.37,5.395E-01,0.071E-01,0.014E-01,0.110E-01,2.700E-02,0.036E-02,0.013E-02,0.062E-02
2430,5.37,5.90,4.434E-01,0.058E-01,0.013E-01,0.090E-01,2.678E-02,0.036E-02,0.013E-02,0.062E-02
2430,5.90,6.47,3.642E-01,0.048E-01,0.011E-01,0.074E-01,2.680E-02,0.036E-02,0.013E-02,0.062E-02
2430,6.47,7.09,3.011E-01,0.039E-01,0.009E-01,0.061E-01,2.696E-02,0.035E-02,0.014E-02,0.062E-02
2430,7.09,7.76,2.465E-01,0.032E-01,0.008E-01,0.050E-01,2.720E-02,0.036E-02,0.014E-02,0.063E-02
2430,7.76,8.48,2.076E-01,0.027E-01,0.007E-01,0.042E-01,2.812E-02,0.037E-02,0.014E-02,0.065E-02
2430,8.48,9.26,1.668E-01,0.022E-01,0.006E-01,0.034E-01,2.771E-02,0.037E-02,0.014E-02,0.065E-02
2430,9.26,10.1,1.406E-01,0.019E-01,0.005E-01,0.029E-01,2.877E-02,0.040E-02,0.015E-02,0.067E-02
2430,10.1,11.0,1.133E-01,0.016E-01,0.004E-01,0.023E-01,2.852E-02,0.042E-02,0.016E-02,0.067E-02
2430,11.0,12.0,9.511E-02,0.140E-02,0.037E-02,0.194E-02,2.937E-02,0.044E-02,0.016E-02,0.069E-02
2430,12.0,13.0,7.680E-02,0.124E-02,0.031E-02,0.156E-02,2.915E-02,0.047E-02,0.016E-02,0.068E-02
2430,13.0,14.1,6.299E-02,0.105E-02,0.026E-02,0.128E-02,2.929E-02,0.049E-02,0.017E-02,0.069E-02
2430,14.1,15.3,5.265E-02,0.089E-02,0.022E-02,0.107E-02,3.013E-02,0.052E-02,0.017E-02,0.071E-02
2430,15.3,16.6,4.247E-02,0.075E-02,0.018E-02,0.087E-02,2.980E-02,0.053E-02,0.017E-02,0.070E-02
2430,16.6,18.0,3.596E-02,0.064E-02,0.016E-02,0.073E-02,3.120E-02,0.056E-02,0.018E-02,0.074E-02
2430,18.0,19.5,2.968E-02,0.054E-02,0.013E-02,0.061E-02,3.159E-02,0.058E-02,0.019E-02,0.075E-02
2430,19.5,21.1,2.303E-02,0.044E-02,0.010E-02,0.047E-02,3.030E-02,0.058E-02,0.018E-02,0.072E-02
2430,21.1,22.8,1.917E-02,0.037E-02,0.009E-02,0.039E-02,3.090E-02,0.060E-02,0.018E-02,0.073E-02
2430,22.8,24.7,1.651E-02,0.031E-02,0.007E-02,0.034E-02,3.250E-02,0.062E-02,0.019E-02,0.077E-02
2430,24.7,26.7,1.296E-02,0.026E-02,0.006E-02,0.026E-02,3.164E-02,0.064E-02,0.019E-02,0.075E-02
2430,26.7,28.8,1.057E-02,0.023E-02,0.005E-02,0.022E-02,3.185E-02,0.069E-02,0.019E-02,0.076E-02
2430,28.8,31.1,8.820E-03,0.194E-03,0.041E-03,0.180E-03,3.214E-02,0.072E-02,0.020E-02,0.077E-02
2430,31.1,33.5,7.086E-03,0.169E-03,0.034E-03,0.145E-03,3.193E-02,0.077E-02,0.020E-02,0.077E-02
2430,33.5,36.1,5.971E-03,0.149E-03,0.029E-03,0.122E-03,3.298E-02,0.083E-02,0.021E-02,0.079E-02
2430,36.1,38.9,4.814E-03,0.129E-03,0.024E-03,0.098E-03,3.253E-02,0.088E-02,0.020E-02,0.078E-02
2430,38.9,41.9,3.919E-03,0.112E-03,0.020E-03,0.080E-03,3.243E-02,0.094E-02,0.021E-02,0.078E-02
2430,41.9,45.1,3.411E-03,0.101E-03,0.017E-03,0.070E-03,3.423E-02,0.103E-02,0.022E-02,0.083E-02
2430,45.1,48.5,2.655E-03,0.087E-03,0.014E-03,0.054E-03,3.277E-02,0.108E-02,0.021E-02,0.080E-02
2430,48.5,52.2,2.243E-03,0.076E-03,0.012E-03,0.046E-03,3.367E-02,0.116E-02,0.022E-02,0.082E-02
2430,52.2,56.1,1.745E-03,0.066E-03,0.009E-03,0.036E-03,3.216E-02,0.122E-02,0.021E-02,0.079E-02
2430,56.1,60.3,1.533E-03,0.059E-03,0.008E-03,0.031E-03,3.406E-02,0.133E-02,0.023E-02,0.084E-02
2431,1.92,2.15,1.434,0.032,0.013,0.040,2.173E-02,0.049E-02,0.024E-02,0.069E-02
2431,2.15,2.40,1.466,0.030,0.008,0.034,2.407E-02,0.049E-02,0.019E-02,0.063E-02
2431,2.40,2.67,1.341,0.025,0.006,0.031,2.434E-02,0.046E-02,0.016E-02,0.063E-02
2431,2.67,2.97,1.212,0.021,0.003,0.025,2.454E-02,0.043E-02,0.013E-02,0.058E-02
2431,2.97,3.29,1.115,0.018,0.003,0.023,2.566E-02,0.042E-02,0.013E-02,0.060E-02
2431,3.29,3.64,9.532E-01,0.148E-01,0.021E-01,0.195E-01,2.522E-02,0.039E-02,0.012E-02,0.058E-02
2431,3.64,4.02,8.107E-01,0.124E-01,0.018E-01,0.165E-01,2.502E-02,0.038E-02,0.012E-02,0.058E-02
2431,4.02,4.43,7.050E-01,0.103E-01,0.016E-01,0.143E-01,2.570E-02,0.038E-02,0.012E-02,0.059E-02
2431,4.43,4.88,6.019E-01,0.083E-01,0.014E-01,0.122E-01,2.611E-02,0.036E-02,0.012E-02,0.060E-02
2431,4.88,5.37,4.925E-01,0.067E-01,0.013E-01,0.100E-01,2.559E-02,0.035E-02,0.012E-02,0.059E-02
2431,5.37,5.90,4.106E-01,0.056E-01,0.012E-01,0.083E-01,2.566E-02,0.035E-02,0.013E-02,0.059E-02
