bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,boron_flux m^-2sr^-1s^-1GV^-1,boron_flux_error_statistical m^-2sr^-1s^-1GV^-1,boron_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,boron_flux_error_time_independent m^-2sr^-1s^-1GV^-1,boron_to_helium_ratio,boron_to_helium_ratio_error_statistical,boron_to_helium_ratio_error_time_dependent,boron_to_helium_ratio_error_time_independent
2426,1.92,2.15,5.750E-01,0.271E-01,0.124E-01,0.181E-01,7.649E-03,0.362E-03,0.172E-03,0.267E-03
2426,2.15,2.40,5.181E-01,0.224E-01,0.095E-01,0.147E-01,7.608E-03,0.329E-03,0.146E-03,0.237E-03
2426,2.40,2.67,4.534E-01,0.181E-01,0.049E-01,0.123E-01,7.422E-03,0.296E-03,0.090E-03,0.219E-03
2426,2.67,2.97,4.381E-01,0.158E-01,0.044E-01,0.120E-01,8.124E-03,0.294E-03,0.093E-03,0.239E-03
2426,2.97,3.29,4.116E-01,0.139E-01,0.040E-01,0.109E-01,8.768E-03,0.297E-03,0.098E-03,0.251E-03
2426,3.29,3.64,3.224E-01,0.110E-01,0.029E-01,0.083E-01,7.982E-03,0.274E-03,0.083E-03,0.222E-03
2426,3.64,4.02,2.921E-01,0.095E-01,0.025E-01,0.073E-01,8.544E-03,0.279E-03,0.086E-03,0.232E-03
2426,4.02,4.43,2.481E-01,0.079E-01,0.021E-01,0.061E-01,8.571E-03,0.272E-03,0.086E-03,0.231E-03
2426,4.43,4.88,2.058E-01,0.062E-01,0.018E-01,0.050E-01,8.553E-03,0.257E-03,0.086E-03,0.229E-03
2426,4.88,5.37,1.750E-01,0.051E-01,0.016E-01,0.042E-01,8.714E-03,0.253E-03,0.089E-03,0.231E-03
2426,5.37,5.90,1.405E-01,0.041E-01,0.012E-01,0.034E-01,8.492E-03,0.251E-03,0.087E-03,0.224E-03
2426,5.90,6.47,1.162E-01,0.035E-01,0.010E-01,0.028E-01,8.562E-03,0.255E-03,0.087E-03,0.224E-03
2426,6.47,7.09,8.734E-02,0.269E-02,0.078E-02,0.206E-02,7.862E-03,0.242E-03,0.081E-03,0.205E-03
2426,7.09,7.76,7.896E-02,0.230E-02,0.071E-02,0.185E-02,8.723E-03,0.255E-03,0.090E-03,0.227E-03
2426,7.76,8.48,6.038E-02,0.183E-02,0.055E-02,0.141E-02,8.182E-03,0.250E-03,0.085E-03,0.212E-03
2426,8.48,9.26,4.828E-02,0.152E-02,0.045E-02,0.112E-02,8.067E-03,0.254E-03,0.085E-03,0.208E-03
2426,9.26,10.1,3.891E-02,0.128E-02,0.037E-02,0.090E-02,8.006E-03,0.264E-03,0.085E-03,0.206E-03
2426,10.1,11.0,3.119E-02,0.108E-02,0.030E-02,0.072E-02,7.878E-03,0.274E-03,0.085E-03,0.202E-03
2426,11.0,12.0,2.458E-02,0.089E-02,0.024E-02,0.056E-02,7.681E-03,0.281E-03,0.083E-03,0.196E-03
2426,12.0,13.0,2.014E-02,0.079E-02,0.020E-02,0.046E-02,7.695E-03,0.304E-03,0.084E-03,0.197E-03
2426,13.0,14.1,1.609E-02,0.066E-02,0.016E-02,0.037E-02,7.550E-03,0.312E-03,0.082E-03,0.193E-03
2426,14.1,15.3,1.308E-02,0.056E-02,0.013E-02,0.030E-02,7.515E-03,0.323E-03,0.081E-03,0.192E-03
2426,15.3,16.6,1.135E-02,0.049E-02,0.011E-02,0.026E-02,8.026E-03,0.346E-03,0.088E-03,0.205E-03
2426,16.6,18.0,8.107E-03,0.384E-03,0.083E-03,0.184E-03,7.043E-03,0.335E-03,0.080E-03,0.180E-03
2426,18.0,19.5,7.071E-03,0.331E-03,0.071E-03,0.160E-03,7.570E-03,0.356E-03,0.085E-03,0.194E-03
2426,19.5,21.1,5.254E-03,0.263E-03,0.051E-03,0.119E-03,6.929E-03,0.348E-03,0.076E-03,0.178E-03
2426,21.1,22.8,4.025E-03,0.213E-03,0.040E-03,0.092E-03,6.486E-03,0.344E-03,0.071E-03,0.167E-03
2426,22.8,24.7,3.161E-03,0.171E-03,0.031E-03,0.072E-03,6.300E-03,0.342E-03,0.070E-03,0.163E-03
2426,24.7,26.7,2.682E-03,0.148E-03,0.027E-03,0.062E-03,6.554E-03,0.362E-03,0.073E-03,0.171E-03
2426,26.7,28.8,2.164E-03,0.126E-03,0.022E-03,0.050E-03,6.486E-03,0.379E-03,0.073E-03,0.170E-03
2426,28.8,31.1,1.801E-03,0.108E-03,0.018E-03,0.042E-03,6.615E-03,0.398E-03,0.075E-03,0.174E-03
2426,31.1,33.5,1.450E-03,0.094E-03,0.015E-03,0.034E-03,6.567E-03,0.426E-03,0.075E-03,0.174E-03
2426,33.5,36.1,1.040E-03,0.076E-03,0.011E-03,0.025E-03,5.717E-03,0.419E-03,0.066E-03,0.153E-03
2426,36.1,38.9,9.286E-04,0.691E-04,0.097E-04,0.221E-04,6.255E-03,0.467E-03,0.073E-03,0.169E-03
2426,38.9,41.9,7.686E-04,0.607E-04,0.082E-04,0.184E-04,6.351E-03,0.503E-03,0.074E-03,0.173E-03
2426,41.9,45.1,5.289E-04,0.487E-04,0.057E-04,0.128E-04,5.322E-03,0.491E-03,0.063E-03,0.146E-03
2426,45.1,48.5,4.790E-04,0.449E-04,0.052E-04,0.117E-04,5.863E-03,0.551E-03,0.070E-03,0.162E-03
2426,48.5,52.2,4.195E-04,0.403E-04,0.046E-04,0.103E-04,6.345E-03,0.611E-03,0.076E-03,0.177E-03
2426,52.2,56.1,2.656E-04,0.312E-04,0.029E-04,0.066E-04,4.905E-03,0.577E-03,0.059E-03,0.138E-03
2426,56.1,60.3,1.937E-04,0.256E-04,0.021E-04,0.048E-04,4.425E-03,0.587E-03,0.053E-03,0.126E-03
2427,1.92,2.15,5.239E-01,0.196E-01,0.059E-01,0.165E-01,7.565E-03,0.284E-03,0.098E-03,0.264E-03
2427,2.15,2.40,4.984E-01,0.168E-01,0.043E-01,0.141E-01,7.880E-03,0.267E-03,0.083E-03,0.245E-03
2427,2.40,2.67,4.581E-01,0.140E-01,0.032E-01,0.124E-01,8.037E-03,0.246E-03,0.071E-03,0.237E-03
2427,2.67,2.97,4.010E-01,0.117E-01,0.032E-01,0.109E-01,7.920E-03,0.232E-03,0.075E-03,0.233E-03
2427,2.97,3.29,3.773E-01,0.102E-01,0.032E-01,0.100E-01,8.521E-03,0.231E-03,0.085E-03,0.244E-03
2427,3.29,3.64,3.413E-01,0.087E-01,0.024E-01,0.087E-01,8.899E-03,0.228E-03,0.077E-03,0.247E-03
2427,3.64,4.02,2.934E-01,0.074E-01,0.020E-01,0.073E-01,8.979E-03,0.226E-03,0.075E-03,0.244E-03
2427,4.02,4.43,2.438E-01,0.060E-01,0.016E-01,0.060E-01,8.825E-03,0.218E-03,0.073E-03,0.237E-03
2427,4.43,4.88,2.032E-01,0.048E-01,0.014E-01,0.050E-01,8.764E-03,0.206E-03,0.073E-03,0.234E-03
2427,4.88,5.37,1.683E-01,0.039E-01,0.012E-01,0.041E-01,8.742E-03,0.203E-03,0.074E-03,0.232E-03
2427,5.37,5.90,1.386E-01,0.032E-01,0.010E-01,0.033E-01,8.675E-03,0.202E-03,0.074E-03,0.229E-03
2427,5.90,6.47,1.114E-01,0.026E-01,0.008E-01,0.027E-01,8.492E-03,0.201E-03,0.073E-03,0.223E-03
2427,6.47,7.09,9.704E-02,0.221E-02,0.071E-02,0.229E-02,8.990E-03,0.205E-03,0.079E-03,0.235E-03
2427,7.09,7.76,7.621E-02,0.177E-02,0.056E-02,0.179E-02,8.656E-03,0.202E-03,0.076E-03,0.225E-03
2427,7.76,8.48,5.864E-02,0.143E-02,0.044E-02,0.137E-02,8.172E-03,0.199E-03,0.072E-03,0.211E-03
2427,8.48,9.26,4.756E-02,0.119E-02,0.036E-02,0.110E-02,8.142E-03,0.205E-03,0.073E-03,0.210E-03
2427,9.26,10.1,3.748E-02,0.100E-02,0.029E-02,0.087E-02,7.874E-03,0.210E-03,0.072E-03,0.202E-03
2427,10.1,11.0,3.095E-02,0.086E-02,0.025E-02,0.071E-02,7.979E-03,0.222E-03,0.074E-03,0.205E-03
2427,11.0,12.0,2.556E-02,0.072E-02,0.021E-02,0.059E-02,8.123E-03,0.231E-03,0.076E-03,0.208E-03
2427,12.0,13.0,2.072E-02,0.064E-02,0.017E-02,0.047E-02,8.071E-03,0.250E-03,0.076E-03,0.206E-03
2427,13.0,14.1,1.603E-02,0.053E-02,0.013E-02,0.036E-02,7.584E-03,0.249E-03,0.073E-03,0.194E-03
2427,14.1,15.3,1.284E-02,0.044E-02,0.011E-02,0.029E-02,7.454E-03,0.256E-03,0.073E-03,0.190E-03
2427,15.3,16.6,9.612E-03,0.356E-03,0.091E-03,0.218E-03,6.915E-03,0.257E-03,0.073E-03,0.177E-03
2427,16.6,18.0,7.920E-03,0.301E-03,0.080E-03,0.179E-03,6.954E-03,0.265E-03,0.077E-03,0.178E-03
2427,18.0,19.5,6.269E-03,0.247E-03,0.060E-03,0.142E-03,6.799E-03,0.269E-03,0.073E-03,0.174E-03
2427,19.5,21.1,5.674E-03,0.216E-03,0.049E-03,0.129E-03,7.579E-03,0.290E-03,0.074E-03,0.195E-03
2427,21.1,22.8,4.206E-03,0.173E-03,0.035E-03,0.096E-03,6.804E-03,0.280E-03,0.065E-03,0.176E-03
2427,22.8,24.7,3.286E-03,0.139E-03,0.028E-03,0.075E-03,6.569E-03,0.278E-03,0.064E-03,0.170E-03
2427,24.7,26.7,2.941E-03,0.124E-03,0.025E-03,0.068E-03,7.295E-03,0.308E-03,0.071E-03,0.190E-03
2427,26.7,28.8,2.290E-03,0.105E-03,0.020E-03,0.053E-03,6.922E-03,0.317E-03,0.068E-03,0.181E-03
2427,28.8,31.1,1.732E-03,0.086E-03,0.015E-03,0.040E-03,6.433E-03,0.319E-03,0.063E-03,0.170E-03
2427,31.1,33.5,1.278E-03,0.072E-03,0.011E-03,0.030E-03,5.775E-03,0.324E-03,0.057E-03,0.153E-03
2427,33.5,36.1,9.526E-04,0.593E-04,0.085E-04,0.225E-04,5.298E-03,0.331E-03,0.053E-03,0.142E-03
2427,36.1,38.9,9.474E-04,0.569E-04,0.086E-04,0.225E-04,6.439E-03,0.388E-03,0.066E-03,0.173E-03
2427,38.9,41.9,6.895E-04,0.469E-04,0.063E-04,0.165E-04,5.697E-03,0.388E-03,0.059E-03,0.155E-03
2427,41.9,45.1,5.616E-04,0.409E-04,0.052E-04,0.136E-04,5.650E-03,0.413E-03,0.059E-03,0.155E-03
2427,45.1,48.5,4.115E-04,0.340E-04,0.039E-04,0.100E-04,5.043E-03,0.417E-03,0.053E-03,0.140E-03
2427,48.5,52.2,4.064E-04,0.323E-04,0.039E-04,0.100E-04,6.129E-03,0.489E-03,0.065E-03,0.171E-03
2427,52.2,56.1,2.428E-04,0.243E-04,0.023E-04,0.060E-04,4.451E-03,0.447E-03,0.048E-03,0.126E-03
2427,56.1,60.3,2.557E-04,0.240E-04,0.025E-04,0.064E-04,5.720E-03,0.539E-03,0.061E-03,0.163E-03
2428,1.92,2.15,5.218E-01,0.192E-01,0.063E-01,0.165E-01,7.266E-03,0.267E-03,0.098E-03,0.254E-03
2428,2.15,2.40,5.243E-01,0.169E-01,0.046E-01,0.149E-01,7.977E-03,0.258E-03,0.082E-03,0.248E-03
2428,2.40,2.67,4.535E-01,0.138E-01,0.027E-01,0.123E-01,7.681E-03,0.234E-03,0.059E-03,0.226E-03
2428,2.67,2.97,4.205E-01,0.118E-01,0.031E-01,0.115E-01,8.032E-03,0.226E-03,0.071E-03,0.237E-03
2428,2.97,3.29,4.070E-01,0.105E-01,0.030E-01,0.108E-01,8.845E-03,0.228E-03,0.078E-03,0.253E-03
2428,3.29,3.64,3.430E-01,0.086E-01,0.022E-01,0.088E-01,8.650E-03,0.218E-03,0.068E-03,0.240E-03
2428,3.64,4.02,2.998E-01,0.073E-01,0.018E-01,0.075E-01,8.888E-03,0.217E-03,0.066E-03,0.242E-03
2428,4.02,4.43,2.511E-01,0.060E-01,0.015E-01,0.062E-01,8.787E-03,0.210E-03,0.065E-03,0.236E-03
2428,4.43,4.88,2.102E-01,0.047E-01,0.012E-01,0.051E-01,8.802E-03,0.200E-03,0.066E-03,0.235E-03
2428,4.88,5.37,1.760E-01,0.039E-01,0.011E-01,0.043E-01,8.850E-03,0.195E-03,0.067E-03,0.235E-03
2428,5.37,5.90,1.426E-01,0.032E-01,0.009E-01,0.034E-01,8.667E-03,0.194E-03,0.067E-03,0.228E-03
2428,5.90,6.47,1.142E-01,0.026E-01,0.007E-01,0.027E-01,8.437E-03,0.192E-03,0.066E-03,0.221E-03
2428,6.47,7.09,9.638E-02,0.213E-02,0.062E-02,0.228E-02,8.679E-03,0.193E-03,0.068E-03,0.226E-03
2428,7.09,7.76,7.677E-02,0.172E-02,0.050E-02,0.180E-02,8.472E-03,0.190E-03,0.067E-03,0.220E-03
2428,7.76,8.48,6.086E-02,0.140E-02,0.040E-02,0.142E-02,8.289E-03,0.191E-03,0.066E-03,0.214E-03
2428,8.48,9.26,5.151E-02,0.119E-02,0.035E-02,0.120E-02,8.579E-03,0.199E-03,0.070E-03,0.221E-03
2428,9.26,10.1,3.985E-02,0.098E-02,0.028E-02,0.092E-02,8.186E-03,0.203E-03,0.068E-03,0.210E-03
2428,10.1,11.0,3.215E-02,0.084E-02,0.024E-02,0.074E-02,8.094E-03,0.211E-03,0.069E-03,0.208E-03
2428,11.0,12.0,2.485E-02,0.068E-02,0.019E-02,0.057E-02,7.696E-03,0.212E-03,0.068E-03,0.197E-03
2428,12.0,13.0,2.013E-02,0.060E-02,0.015E-02,0.046E-02,7.677E-03,0.231E-03,0.068E-03,0.196E-03
2428,13.0,14.1,1.627E-02,0.051E-02,0.012E-02,0.037E-02,7.584E-03,0.238E-03,0.067E-03,0.194E-03
2428,14.1,15.3,1.386E-02,0.044E-02,0.010E-02,0.031E-02,7.905E-03,0.251E-03,0.069E-03,0.202E-03
2428,15.3,16.6,1.050E-02,0.036E-02,0.008E-02,0.024E-02,7.395E-03,0.253E-03,0.066E-03,0.189E-03
2428,16.6,18.0,7.959E-03,0.291E-03,0.063E-03,0.180E-03,6.904E-03,0.253E-03,0.063E-03,0.177E-03
2428,18.0,19.5,6.863E-03,0.251E-03,0.054E-03,0.156E-03,7.334E-03,0.269E-03,0.066E-03,0.188E-03
2428,19.5,21.1,5.505E-03,0.207E-03,0.042E-03,0.125E-03,7.265E-03,0.275E-03,0.064E-03,0.187E-03
2428,21.1,22.8,4.342E-03,0.171E-03,0.033E-03,0.099E-03,7.017E-03,0.277E-03,0.062E-03,0.181E-03
2428,22.8,24.7,3.364E-03,0.137E-03,0.026E-03,0.077E-03,6.689E-03,0.273E-03,0.060E-03,0.173E-03
2428,24.7,26.7,2.602E-03,0.113E-03,0.020E-03,0.060E-03,6.403E-03,0.279E-03,0.057E-03,0.167E-03
2428,26.7,28.8,2.219E-03,0.099E-03,0.017E-03,0.051E-03,6.663E-03,0.299E-03,0.060E-03,0.175E-03
2428,28.8,31.1,1.775E-03,0.083E-03,0.014E-03,0.041E-03,6.580E-03,0.309E-03,0.060E-03,0.173E-03
2428,31.1,33.5,1.396E-03,0.071E-03,0.011E-03,0.033E-03,6.247E-03,0.321E-03,0.058E-03,0.166E-03
2428,33.5,36.1,1.164E-03,0.062E-03,0.010E-03,0.027E-03,6.403E-03,0.344E-03,0.060E-03,0.171E-03
2428,36.1,38.9,8.567E-04,0.515E-04,0.072E-04,0.204E-04,5.724E-03,0.345E-03,0.055E-03,0.154E-03
2428,38.9,41.9,7.447E-04,0.463E-04,0.064E-04,0.179E-04,6.133E-03,0.383E-03,0.059E-03,0.167E-03
2428,41.9,45.1,5.184E-04,0.374E-04,0.045E-04,0.125E-04,5.206E-03,0.377E-03,0.051E-03,0.143E-03
2428,45.1,48.5,4.855E-04,0.351E-04,0.043E-04,0.118E-04,5.891E-03,0.427E-03,0.059E-03,0.163E-03
2428,48.5,52.2,3.720E-04,0.294E-04,0.033E-04,0.091E-04,5.560E-03,0.441E-03,0.056E-03,0.155E-03
2428,52.2,56.1,3.262E-04,0.268E-04,0.029E-04,0.081E-04,5.973E-03,0.492E-03,0.060E-03,0.169E-03
2428,56.1,60.3,2.134E-04,0.209E-04,0.019E-04,0.053E-04,4.731E-03,0.464E-03,0.048E-03,0.135E-03
2429,1.92,2.15,5.486E-01,0.189E-01,0.080E-01,0.173E-01,7.655E-03,0.264E-03,0.119E-03,0.267E-03
2429,2.15,2.40,5.250E-01,0.163E-01,0.037E-01,0.149E-01,7.985E-03,0.248E-03,0.069E-03,0.248E-03
2429,2.40,2.67,4.403E-01,0.129E-01,0.016E-01,0.119E-01,7.448E-03,0.219E-03,0.044E-03,0.219E-03
2429,2.67,2.97,4.053E-01,0.110E-01,0.024E-01,0.111E-01,7.728E-03,0.211E-03,0.058E-03,0.228E-03
2429,2.97,3.29,3.894E-01,0.097E-01,0.025E-01,0.103E-01,8.446E-03,0.211E-03,0.067E-03,0.242E-03
2429,3.29,3.64,3.509E-01,0.083E-01,0.013E-01,0.090E-01,8.826E-03,0.209E-03,0.052E-03,0.245E-03
2429,3.64,4.02,2.922E-01,0.069E-01,0.009E-01,0.073E-01,8.622E-03,0.203E-03,0.047E-03,0.234E-03
2429,4.02,4.43,2.461E-01,0.056E-01,0.008E-01,0.061E-01,8.612E-03,0.198E-03,0.047E-03,0.232E-03
2429,4.43,4.88,2.102E-01,0.045E-01,0.007E-01,0.051E-01,8.763E-03,0.188E-03,0.048E-03,0.234E-03
2429,4.88,5.37,1.723E-01,0.036E-01,0.006E-01,0.042E-01,8.631E-03,0.183E-03,0.049E-03,0.229E-03
2429,5.37,5.90,1.388E-01,0.030E-01,0.005E-01,0.033E-01,8.394E-03,0.181E-03,0.049E-03,0.221E-03
2429,5.90,6.47,1.156E-01,0.025E-01,0.005E-01,0.028E-01,8.494E-03,0.183E-03,0.051E-03,0.223E-03
2429,6.47,7.09,9.491E-02,0.202E-02,0.039E-02,0.224E-02,8.515E-03,0.182E-03,0.051E-03,0.222E-03
2429,7.09,7.76,7.412E-02,0.161E-02,0.031E-02,0.174E-02,8.155E-03,0.178E-03,0.049E-03,0.212E-03
2429,7.76,8.48,6.425E-02,0.138E-02,0.028E-02,0.150E-02,8.655E-03,0.186E-03,0.053E-03,0.224E-03
2429,8.48,9.26,5.150E-02,0.114E-02,0.024E-02,0.120E-02,8.539E-03,0.190E-03,0.054E-03,0.220E-03
2429,9.26,10.1,4.268E-02,0.098E-02,0.021E-02,0.099E-02,8.718E-03,0.201E-03,0.057E-03,0.224E-03
2429,10.1,11.0,3.215E-02,0.081E-02,0.016E-02,0.074E-02,8.069E-03,0.203E-03,0.053E-03,0.207E-03
2429,11.0,12.0,2.634E-02,0.068E-02,0.014E-02,0.060E-02,8.121E-03,0.210E-03,0.055E-03,0.208E-03
2429,12.0,13.0,2.060E-02,0.059E-02,0.011E-02,0.047E-02,7.781E-03,0.223E-03,0.052E-03,0.199E-03
2429,13.0,14.1,1.666E-02,0.049E-02,0.009E-02,0.038E-02,7.739E-03,0.230E-03,0.053E-03,0.198E-03
2429,14.1,15.3,1.357E-02,0.042E-02,0.007E-02,0.031E-02,7.705E-03,0.238E-03,0.053E-03,0.197E-03
2429,15.3,16.6,1.095E-02,0.035E-02,0.006E-02,0.025E-02,7.696E-03,0.247E-03,0.054E-03,0.196E-03
2429,16.6,18.0,8.730E-03,0.291E-03,0.050E-03,0.198E-03,7.546E-03,0.252E-03,0.054E-03,0.193E-03
2429,18.0,19.5,7.136E-03,0.243E-03,0.041E-03,0.162E-03,7.605E-03,0.260E-03,0.055E-03,0.195E-03
2429,19.5,21.1,5.677E-03,0.200E-03,0.033E-03,0.129E-03,7.451E-03,0.263E-03,0.054E-03,0.191E-03
2429,21.1,22.8,4.447E-03,0.164E-03,0.026E-03,0.101E-03,7.144E-03,0.265E-03,0.052E-03,0.184E-03
2429,22.8,24.7,3.400E-03,0.130E-03,0.020E-03,0.078E-03,6.715E-03,0.258E-03,0.050E-03,0.174E-03
2429,24.7,26.7,2.814E-03,0.112E-03,0.017E-03,0.065E-03,6.867E-03,0.274E-03,0.051E-03,0.179E-03
2429,26.7,28.8,2.277E-03,0.096E-03,0.014E-03,0.053E-03,6.780E-03,0.288E-03,0.051E-03,0.178E-03
2429,28.8,31.1,1.617E-03,0.077E-03,0.010E-03,0.038E-03,5.948E-03,0.282E-03,0.046E-03,0.157E-03
2429,31.1,33.5,1.488E-03,0.071E-03,0.010E-03,0.035E-03,6.659E-03,0.320E-03,0.052E-03,0.177E-03
2429,33.5,36.1,1.160E-03,0.060E-03,0.008E-03,0.027E-03,6.366E-03,0.333E-03,0.050E-03,0.170E-03
2429,36.1,38.9,8.802E-04,0.507E-04,0.060E-04,0.209E-04,5.866E-03,0.339E-03,0.047E-03,0.158E-03
2429,38.9,41.9,7.561E-04,0.454E-04,0.053E-04,0.181E-04,6.149E-03,0.370E-03,0.051E-03,0.167E-03
2429,41.9,45.1,6.233E-04,0.398E-04,0.045E-04,0.151E-04,6.224E-03,0.399E-03,0.052E-03,0.171E-03
2429,45.1,48.5,3.931E-04,0.307E-04,0.029E-04,0.096E-04,4.793E-03,0.375E-03,0.041E-03,0.133E-03
2429,48.5,52.2,3.511E-04,0.278E-04,0.026E-04,0.086E-04,5.262E-03,0.417E-03,0.045E-03,0.147E-03
2429,52.2,56.1,3.340E-04,0.264E-04,0.025E-04,0.083E-04,6.083E-03,0.481E-03,0.053E-03,0.172E-03
2429,56.1,60.3,2.126E-04,0.202E-04,0.016E-04,0.053E-04,4.705E-03,0.449E-03,0.041E-03,0.134E-03
2430,1.92,2.15,5.502E-01,0.187E-01,0.069E-01,0.173E-01,7.549E-03,0.257E-03,0.102E-03,0.264E-03
2430,2.15,2.40,5.309E-01,0.162E-01,0.038E-01,0.151E-01,8.020E-03,0.246E-03,0.069E-03,0.249E-03
2430,2.40,2.67,4.703E-01,0.133E-01,0.014E-01,0.127E-01,7.908E-03,0.223E-03,0.042E-03,0.233E-03
2430,2.67,2.97,4.358E-01,0.114E-01,0.021E-01,0.119E-01,8.275E-03,0.217E-03,0.054E-03,0.244E-03
2430,2.97,3.29,3.948E-01,0.097E-01,0.022E-01,0.105E-01,8.516E-03,0.210E-03,0.060E-03,0.244E-03
2430,3.29,3.64,3.410E-01,0.081E-01,0.014E-01,0.087E-01,8.548E-03,0.203E-03,0.050E-03,0.238E-03
2430,3.64,4.02,3.052E-01,0.070E-01,0.010E-01,0.076E-01,8.970E-03,0.205E-03,0.047E-03,0.244E-03
2430,4.02,4.43,2.570E-01,0.057E-01,0.008E-01,0.063E-01,8.988E-03,0.201E-03,0.046E-03,0.242E-03
2430,4.43,4.88,2.183E-01,0.046E-01,0.007E-01,0.053E-01,9.085E-03,0.190E-03,0.048E-03,0.243E-03
2430,4.88,5.37,1.791E-01,0.037E-01,0.007E-01,0.043E-01,8.960E-03,0.185E-03,0.049E-03,0.238E-03
2430,5.37,5.90,1.402E-01,0.030E-01,0.006E-01,0.034E-01,8.467E-03,0.180E-03,0.047E-03,0.223E-03
2430,5.90,6.47,1.216E-01,0.025E-01,0.005E-01,0.029E-01,8.942E-03,0.186E-03,0.051E-03,0.234E-03
2430,6.47,7.09,9.640E-02,0.201E-02,0.040E-02,0.228E-02,8.632E-03,0.181E-03,0.050E-03,0.225E-03
2430,7.09,7.76,7.704E-02,0.162E-02,0.033E-02,0.181E-02,8.502E-03,0.180E-03,0.049E-03,0.221E-03
2430,7.76,8.48,6.188E-02,0.133E-02,0.028E-02,0.144E-02,8.383E-03,0.181E-03,0.050E-03,0.217E-03
2430,8.48,9.26,4.852E-02,0.109E-02,0.023E-02,0.113E-02,8.061E-03,0.182E-03,0.049E-03,0.208E-03
2430,9.26,10.1,4.071E-02,0.094E-02,0.020E-02,0.094E-02,8.330E-03,0.193E-03,0.052E-03,0.214E-03
2430,10.1,11.0,3.276E-02,0.080E-02,0.016E-02,0.075E-02,8.243E-03,0.202E-03,0.053E-03,0.211E-03
2430,11.0,12.0,2.630E-02,0.067E-02,0.014E-02,0.060E-02,8.122E-03,0.207E-03,0.054E-03,0.208E-03
2430,12.0,13.0,2.057E-02,0.058E-02,0.011E-02,0.047E-02,7.805E-03,0.220E-03,0.051E-03,0.199E-03
2430,13.0,14.1,1.668E-02,0.049E-02,0.009E-02,0.038E-02,7.755E-03,0.227E-03,0.051E-03,0.198E-03
2430,14.1,15.3,1.335E-02,0.041E-02,0.007E-02,0.030E-02,7.641E-03,0.234E-03,0.050E-03,0.195E-03
2430,15.3,16.6,1.047E-02,0.034E-02,0.006E-02,0.024E-02,7.344E-03,0.237E-03,0.049E-03,0.188E-03
2430,16.6,18.0,8.502E-03,0.283E-03,0.047E-03,0.193E-03,7.377E-03,0.246E-03,0.050E-03,0.189E-03
2430,18.0,19.5,7.036E-03,0.238E-03,0.040E-03,0.159E-03,7.488E-03,0.254E-03,0.052E-03,0.192E-03
2430,19.5,21.1,5.746E-03,0.198E-03,0.033E-03,0.130E-03,7.562E-03,0.261E-03,0.053E-03,0.194E-03
2430,21.1,22.8,4.592E-03,0.164E-03,0.027E-03,0.105E-03,7.402E-03,0.265E-03,0.052E-03,0.191E-03
2430,22.8,24.7,3.283E-03,0.126E-03,0.020E-03,0.075E-03,6.464E-03,0.249E-03,0.046E-03,0.168E-03
2430,24.7,26.7,2.574E-03,0.105E-03,0.016E-03,0.059E-03,6.284E-03,0.257E-03,0.045E-03,0.164E-03
2430,26.7,28.8,2.234E-03,0.094E-03,0.014E-03,0.052E-03,6.733E-03,0.283E-03,0.049E-03,0.176E-03
2430,28.8,31.1,1.590E-03,0.074E-03,0.010E-03,0.037E-03,5.793E-03,0.272E-03,0.043E-03,0.153E-03
2430,31.1,33.5,1.446E-03,0.069E-03,0.009E-03,0.034E-03,6.517E-03,0.312E-03,0.049E-03,0.173E-03
2430,33.5,36.1,1.177E-03,0.060E-03,0.008E-03,0.028E-03,6.500E-03,0.331E-03,0.050E-03,0.174E-03
2430,36.1,38.9,8.198E-04,0.480E-04,0.056E-04,0.195E-04,5.540E-03,0.325E-03,0.044E-03,0.149E-03
2430,38.9,41.9,7.741E-04,0.450E-04,0.054E-04,0.186E-04,6.405E-03,0.374E-03,0.051E-03,0.174E-03
2430,41.9,45.1,5.954E-04,0.382E-04,0.043E-04,0.144E-04,5.974E-03,0.385E-03,0.049E-03,0.164E-03
2430,45.1,48.5,4.524E-04,0.323E-04,0.033E-04,0.110E-04,5.584E-03,0.400E-03,0.047E-03,0.155E-03
2430,48.5,52.2,3.913E-04,0.288E-04,0.029E-04,0.096E-04,5.875E-03,0.433E-03,0.050E-03,0.164E-03
2430,52.2,56.1,2.673E-04,0.231E-04,0.020E-04,0.066E-04,4.928E-03,0.428E-03,0.042E-03,0.139E-03
2430,56.1,60.3,2.244E-04,0.204E-04,0.017E-04,0.056E-04,4.987E-03,0.455E-03,0.043E-03,0.142E-03
2431,1.92,2.15,4.552E-01,0.165E-01,0.061E-01,0.144E-01,6.897E-03,0.251E-03,0.102E-03,0.241E-03
2431,2.15,2.40,4.532E-01,0.146E-01,0.047E-01,0.129E-01,7.439E-03,0.241E-03,0.087E-03,0.231E-03
2431,2.40,2.67,4.369E-01,0.126E-01,0.022E-01,0.118E-01,7.926E-03,0.229E-03,0.054E-03,0.233E-03
2431,2.67,2.97,4.329E-01,0.112E-01,0.026E-01,0.118E-01,8.767E-03,0.227E-03,0.066E-03,0.258E-03
2431,2.97,3.29,3.676E-01,0.093E-01,0.030E-01,0.097E-01,8.456E-03,0.215E-03,0.077E-03,0.242E-03
