bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,boron_flux m^-2sr^-1s^-1GV^-1,boron_flux_error_statistical m^-2sr^-1s^-1GV^-1,boron_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,boron_flux_error_time_independent m^-2sr^-1s^-1GV^-1,boron_to_helium_ratio,boron_to_helium_ratio_error_statistical,boron_to_helium_ratio_error_time_dependent,boron_to_helium_ratio_error_time_independent
2495,10.1,11.0,3.204E-02,0.080E-02,0.016E-02,0.074E-02,8.026E-03,0.200E-03,0.054E-03,0.206E-03
2495,11.0,12.0,2.710E-02,0.068E-02,0.014E-02,0.062E-02,8.418E-03,0.212E-03,0.058E-03,0.215E-03
2495,12.0,13.0,2.034E-02,0.058E-02,0.011E-02,0.046E-02,7.774E-03,0.222E-03,0.054E-03,0.199E-03
2495,13.0,14.1,1.671E-02,0.049E-02,0.009E-02,0.038E-02,7.825E-03,0.230E-03,0.054E-03,0.200E-03
2495,14.1,15.3,1.358E-02,0.041E-02,0.007E-02,0.031E-02,7.816E-03,0.237E-03,0.053E-03,0.199E-03
2495,15.3,16.6,1.076E-02,0.034E-02,0.005E-02,0.024E-02,7.667E-03,0.244E-03,0.052E-03,0.196E-03
2495,16.6,18.0,8.711E-03,0.285E-03,0.044E-03,0.197E-03,7.650E-03,0.251E-03,0.052E-03,0.196E-03
2495,18.0,19.5,6.865E-03,0.232E-03,0.036E-03,0.156E-03,7.458E-03,0.253E-03,0.052E-03,0.191E-03
2495,19.5,21.1,5.431E-03,0.190E-03,0.030E-03,0.123E-03,7.253E-03,0.255E-03,0.051E-03,0.186E-03
2495,21.1,22.8,4.346E-03,0.158E-03,0.024E-03,0.099E-03,7.110E-03,0.260E-03,0.051E-03,0.183E-03
2495,22.8,24.7,3.428E-03,0.128E-03,0.020E-03,0.078E-03,6.943E-03,0.259E-03,0.051E-03,0.180E-03
2495,24.7,26.7,2.690E-03,0.107E-03,0.016E-03,0.062E-03,6.690E-03,0.267E-03,0.049E-03,0.174E-03
2495,26.7,28.8,2.141E-03,0.092E-03,0.013E-03,0.049E-03,6.504E-03,0.279E-03,0.049E-03,0.170E-03
2495,28.8,31.1,1.721E-03,0.078E-03,0.010E-03,0.040E-03,6.387E-03,0.289E-03,0.049E-03,0.168E-03
2495,31.1,33.5,1.406E-03,0.068E-03,0.009E-03,0.033E-03,6.414E-03,0.313E-03,0.050E-03,0.170E-03
2495,33.5,36.1,1.116E-03,0.059E-03,0.007E-03,0.026E-03,6.207E-03,0.327E-03,0.049E-03,0.166E-03
2495,36.1,38.9,8.612E-04,0.495E-04,0.057E-04,0.205E-04,5.865E-03,0.338E-03,0.047E-03,0.158E-03
2495,38.9,41.9,7.348E-04,0.442E-04,0.050E-04,0.176E-04,6.065E-03,0.366E-03,0.049E-03,0.165E-03
2495,41.9,45.1,5.377E-04,0.365E-04,0.037E-04,0.130E-04,5.433E-03,0.370E-03,0.045E-03,0.149E-03
2495,45.1,48.5,4.469E-04,0.323E-04,0.032E-04,0.109E-04,5.534E-03,0.401E-03,0.047E-03,0.153E-03
2495,48.5,52.2,3.300E-04,0.266E-04,0.024E-04,0.081E-04,4.968E-03,0.401E-03,0.043E-03,0.139E-03
2495,52.2,56.1,3.022E-04,0.248E-04,0.022E-04,0.075E-04,5.565E-03,0.457E-03,0.048E-03,0.157E-03
2495,56.1,60.3,2.437E-04,0.214E-04,0.018E-04,0.061E-04,5.466E-03,0.481E-03,0.047E-03,0.156E-03
2496,1.92,2.15,5.740E-01,0.192E-01,0.088E-01,0.181E-01,6.905E-03,0.231E-03,0.111E-03,0.241E-03
2496,2.15,2.40,5.704E-01,0.169E-01,0.052E-01,0.162E-01,7.573E-03,0.225E-03,0.077E-03,0.236E-03
2496,2.40,2.67,5.259E-01,0.141E-01,0.029E-01,0.142E-01,7.856E-03,0.212E-03,0.055E-03,0.231E-03
2496,2.67,2.97,4.842E-01,0.121E-01,0.025E-01,0.132E-01,8.233E-03,0.206E-03,0.054E-03,0.242E-03
2496,2.97,3.29,4.024E-01,0.099E-01,0.023E-01,0.107E-01,7.880E-03,0.194E-03,0.055E-03,0.226E-03
2496,3.29,3.64,3.726E-01,0.085E-01,0.014E-01,0.095E-01,8.540E-03,0.196E-03,0.046E-03,0.237E-03
2496,3.64,4.02,3.318E-01,0.073E-01,0.009E-01,0.083E-01,9.027E-03,0.199E-03,0.041E-03,0.245E-03
2496,4.02,4.43,2.587E-01,0.057E-01,0.007E-01,0.064E-01,8.414E-03,0.187E-03,0.037E-03,0.226E-03
2496,4.43,4.88,2.288E-01,0.046E-01,0.006E-01,0.056E-01,8.960E-03,0.182E-03,0.040E-03,0.239E-03
2496,4.88,5.37,1.791E-01,0.037E-01,0.005E-01,0.043E-01,8.517E-03,0.176E-03,0.039E-03,0.226E-03
2496,5.37,5.90,1.565E-01,0.031E-01,0.005E-01,0.038E-01,9.076E-03,0.182E-03,0.043E-03,0.239E-03
2496,5.90,6.47,1.267E-01,0.026E-01,0.004E-01,0.030E-01,9.005E-03,0.182E-03,0.044E-03,0.236E-03
2496,6.47,7.09,9.945E-02,0.204E-02,0.037E-02,0.235E-02,8.675E-03,0.178E-03,0.043E-03,0.226E-03
2496,7.09,7.76,7.990E-02,0.165E-02,0.031E-02,0.188E-02,8.578E-03,0.178E-03,0.044E-03,0.223E-03
2496,7.76,8.48,6.422E-02,0.136E-02,0.025E-02,0.150E-02,8.539E-03,0.182E-03,0.044E-03,0.221E-03
2496,8.48,9.26,5.287E-02,0.115E-02,0.024E-02,0.123E-02,8.649E-03,0.189E-03,0.048E-03,0.223E-03
2496,9.26,10.1,4.125E-02,0.096E-02,0.021E-02,0.095E-02,8.308E-03,0.193E-03,0.050E-03,0.214E-03
2496,10.1,11.0,3.401E-02,0.082E-02,0.019E-02,0.078E-02,8.484E-03,0.206E-03,0.054E-03,0.218E-03
2496,11.0,12.0,2.625E-02,0.067E-02,0.015E-02,0.060E-02,8.104E-03,0.208E-03,0.052E-03,0.207E-03
2496,12.0,13.0,2.105E-02,0.059E-02,0.011E-02,0.048E-02,8.045E-03,0.226E-03,0.050E-03,0.205E-03
2496,13.0,14.1,1.628E-02,0.048E-02,0.009E-02,0.037E-02,7.608E-03,0.227E-03,0.048E-03,0.194E-03
2496,14.1,15.3,1.376E-02,0.041E-02,0.007E-02,0.031E-02,7.926E-03,0.240E-03,0.050E-03,0.202E-03
2496,15.3,16.6,1.092E-02,0.034E-02,0.006E-02,0.025E-02,7.759E-03,0.246E-03,0.049E-03,0.198E-03
2496,16.6,18.0,8.765E-03,0.287E-03,0.047E-03,0.198E-03,7.674E-03,0.252E-03,0.048E-03,0.196E-03
2496,18.0,19.5,6.804E-03,0.232E-03,0.037E-03,0.154E-03,7.321E-03,0.251E-03,0.046E-03,0.188E-03
2496,19.5,21.1,5.436E-03,0.191E-03,0.030E-03,0.123E-03,7.251E-03,0.256E-03,0.046E-03,0.186E-03
2496,21.1,22.8,4.135E-03,0.155E-03,0.023E-03,0.094E-03,6.735E-03,0.253E-03,0.043E-03,0.174E-03
2496,22.8,24.7,3.501E-03,0.130E-03,0.020E-03,0.080E-03,7.052E-03,0.262E-03,0.045E-03,0.183E-03
2496,24.7,26.7,2.714E-03,0.108E-03,0.015E-03,0.062E-03,6.760E-03,0.270E-03,0.044E-03,0.176E-03
2496,26.7,28.8,2.164E-03,0.092E-03,0.013E-03,0.050E-03,6.571E-03,0.281E-03,0.044E-03,0.172E-03
2496,28.8,31.1,1.685E-03,0.077E-03,0.010E-03,0.039E-03,6.252E-03,0.287E-03,0.043E-03,0.165E-03
2496,31.1,33.5,1.360E-03,0.067E-03,0.008E-03,0.032E-03,6.206E-03,0.308E-03,0.043E-03,0.165E-03
2496,33.5,36.1,1.111E-03,0.058E-03,0.007E-03,0.026E-03,6.152E-03,0.325E-03,0.044E-03,0.164E-03
2496,36.1,38.9,8.671E-04,0.497E-04,0.057E-04,0.206E-04,5.887E-03,0.338E-03,0.043E-03,0.159E-03
2496,38.9,41.9,7.429E-04,0.444E-04,0.050E-04,0.178E-04,6.156E-03,0.369E-03,0.046E-03,0.167E-03
2496,41.9,45.1,5.621E-04,0.374E-04,0.039E-04,0.136E-04,5.674E-03,0.378E-03,0.043E-03,0.156E-03
2496,45.1,48.5,4.470E-04,0.323E-04,0.032E-04,0.109E-04,5.503E-03,0.399E-03,0.043E-03,0.152E-03
2496,48.5,52.2,3.612E-04,0.278E-04,0.026E-04,0.089E-04,5.444E-03,0.420E-03,0.043E-03,0.152E-03
2496,52.2,56.1,3.062E-04,0.249E-04,0.022E-04,0.076E-04,5.648E-03,0.461E-03,0.045E-03,0.159E-03
2496,56.1,60.3,2.820E-04,0.230E-04,0.021E-04,0.070E-04,6.278E-03,0.514E-03,0.050E-03,0.179E-03
2497,1.92,2.15,6.239E-01,0.207E-01,0.074E-01,0.197E-01,7.323E-03,0.244E-03,0.097E-03,0.256E-03
2497,2.15,2.40,5.752E-01,0.174E-01,0.045E-01,0.163E-01,7.466E-03,0.226E-03,0.071E-03,0.232E-03
2497,2.40,2.67,5.360E-01,0.145E-01,0.024E-01,0.145E-01,7.810E-03,0.212E-03,0.056E-03,0.230E-03
2497,2.67,2.97,4.643E-01,0.120E-01,0.023E-01,0.127E-01,7.710E-03,0.200E-03,0.056E-03,0.227E-03
2497,2.97,3.29,4.820E-01,0.109E-01,0.026E-01,0.128E-01,9.205E-03,0.210E-03,0.069E-03,0.264E-03
2497,3.29,3.64,3.873E-01,0.088E-01,0.013E-01,0.099E-01,8.716E-03,0.199E-03,0.053E-03,0.242E-03
2497,3.64,4.02,3.404E-01,0.075E-01,0.010E-01,0.085E-01,9.151E-03,0.202E-03,0.053E-03,0.249E-03
2497,4.02,4.43,2.746E-01,0.060E-01,0.008E-01,0.068E-01,8.854E-03,0.194E-03,0.050E-03,0.238E-03
2497,4.43,4.88,2.306E-01,0.047E-01,0.007E-01,0.056E-01,8.937E-03,0.184E-03,0.051E-03,0.239E-03
2497,4.88,5.37,1.860E-01,0.038E-01,0.007E-01,0.045E-01,8.750E-03,0.180E-03,0.052E-03,0.232E-03
2497,5.37,5.90,1.526E-01,0.031E-01,0.006E-01,0.037E-01,8.748E-03,0.181E-03,0.055E-03,0.231E-03
2497,5.90,6.47,1.280E-01,0.026E-01,0.006E-01,0.030E-01,9.000E-03,0.184E-03,0.058E-03,0.236E-03
2497,6.47,7.09,9.653E-02,0.203E-02,0.043E-02,0.228E-02,8.337E-03,0.176E-03,0.054E-03,0.217E-03
2497,7.09,7.76,8.046E-02,0.167E-02,0.036E-02,0.189E-02,8.608E-03,0.180E-03,0.056E-03,0.224E-03
2497,7.76,8.48,6.228E-02,0.135E-02,0.029E-02,0.145E-02,8.240E-03,0.179E-03,0.054E-03,0.213E-03
2497,8.48,9.26,4.987E-02,0.113E-02,0.024E-02,0.116E-02,8.153E-03,0.185E-03,0.055E-03,0.210E-03
2497,9.26,10.1,3.992E-02,0.095E-02,0.021E-02,0.092E-02,8.055E-03,0.192E-03,0.056E-03,0.207E-03
2497,10.1,11.0,3.160E-02,0.080E-02,0.016E-02,0.073E-02,7.898E-03,0.200E-03,0.055E-03,0.203E-03
2497,11.0,12.0,2.645E-02,0.068E-02,0.014E-02,0.061E-02,8.191E-03,0.212E-03,0.056E-03,0.210E-03
2497,12.0,13.0,2.108E-02,0.060E-02,0.011E-02,0.048E-02,8.025E-03,0.227E-03,0.055E-03,0.205E-03
2497,13.0,14.1,1.647E-02,0.049E-02,0.009E-02,0.037E-02,7.690E-03,0.230E-03,0.054E-03,0.196E-03
2497,14.1,15.3,1.350E-02,0.042E-02,0.007E-02,0.031E-02,7.757E-03,0.240E-03,0.055E-03,0.198E-03
2497,15.3,16.6,1.169E-02,0.036E-02,0.006E-02,0.026E-02,8.285E-03,0.256E-03,0.059E-03,0.212E-03
2497,16.6,18.0,8.919E-03,0.293E-03,0.049E-03,0.202E-03,7.825E-03,0.258E-03,0.056E-03,0.200E-03
2497,18.0,19.5,7.505E-03,0.247E-03,0.042E-03,0.170E-03,8.098E-03,0.267E-03,0.059E-03,0.207E-03
2497,19.5,21.1,5.444E-03,0.193E-03,0.031E-03,0.124E-03,7.204E-03,0.257E-03,0.053E-03,0.185E-03
2497,21.1,22.8,4.367E-03,0.161E-03,0.025E-03,0.099E-03,7.139E-03,0.264E-03,0.053E-03,0.184E-03
2497,22.8,24.7,3.502E-03,0.131E-03,0.021E-03,0.080E-03,7.022E-03,0.263E-03,0.053E-03,0.182E-03
2497,24.7,26.7,2.626E-03,0.107E-03,0.016E-03,0.060E-03,6.515E-03,0.266E-03,0.049E-03,0.170E-03
2497,26.7,28.8,2.234E-03,0.095E-03,0.013E-03,0.052E-03,6.780E-03,0.288E-03,0.052E-03,0.178E-03
2497,28.8,31.1,1.710E-03,0.078E-03,0.010E-03,0.040E-03,6.406E-03,0.294E-03,0.049E-03,0.169E-03
2497,31.1,33.5,1.411E-03,0.069E-03,0.009E-03,0.033E-03,6.422E-03,0.316E-03,0.050E-03,0.170E-03
2497,33.5,36.1,1.051E-03,0.057E-03,0.007E-03,0.025E-03,5.842E-03,0.319E-03,0.046E-03,0.156E-03
2497,36.1,38.9,8.717E-04,0.502E-04,0.057E-04,0.207E-04,5.923E-03,0.342E-03,0.048E-03,0.160E-03
2497,38.9,41.9,6.830E-04,0.429E-04,0.046E-04,0.164E-04,5.662E-03,0.357E-03,0.046E-03,0.154E-03
2497,41.9,45.1,6.469E-04,0.404E-04,0.045E-04,0.156E-04,6.566E-03,0.411E-03,0.055E-03,0.180E-03
2497,45.1,48.5,4.331E-04,0.320E-04,0.031E-04,0.106E-04,5.343E-03,0.396E-03,0.045E-03,0.148E-03
2497,48.5,52.2,3.246E-04,0.266E-04,0.024E-04,0.080E-04,4.882E-03,0.401E-03,0.042E-03,0.136E-03
2497,52.2,56.1,2.770E-04,0.239E-04,0.020E-04,0.069E-04,5.071E-03,0.438E-03,0.044E-03,0.143E-03
2497,56.1,60.3,2.401E-04,0.214E-04,0.018E-04,0.060E-04,5.411E-03,0.484E-03,0.047E-03,0.154E-03
2498,1.92,2.15,6.391E-01,0.213E-01,0.079E-01,0.201E-01,7.220E-03,0.241E-03,0.100E-03,0.252E-03
2498,2.15,2.40,5.999E-01,0.179E-01,0.058E-01,0.170E-01,7.504E-03,0.225E-03,0.082E-03,0.233E-03
2498,2.40,2.67,5.275E-01,0.145E-01,0.023E-01,0.143E-01,7.500E-03,0.207E-03,0.051E-03,0.221E-03
2498,2.67,2.97,5.060E-01,0.126E-01,0.024E-01,0.138E-01,8.193E-03,0.205E-03,0.056E-03,0.241E-03
2498,2.97,3.29,4.391E-01,0.105E-01,0.021E-01,0.116E-01,8.225E-03,0.197E-03,0.056E-03,0.236E-03
2498,3.29,3.64,3.951E-01,0.089E-01,0.012E-01,0.101E-01,8.726E-03,0.198E-03,0.049E-03,0.242E-03
2498,3.64,4.02,3.321E-01,0.074E-01,0.008E-01,0.083E-01,8.741E-03,0.196E-03,0.045E-03,0.238E-03
2498,4.02,4.43,2.808E-01,0.061E-01,0.007E-01,0.069E-01,8.866E-03,0.193E-03,0.046E-03,0.239E-03
2498,4.43,4.88,2.303E-01,0.047E-01,0.007E-01,0.056E-01,8.767E-03,0.181E-03,0.046E-03,0.234E-03
2498,4.88,5.37,1.958E-01,0.039E-01,0.006E-01,0.047E-01,9.086E-03,0.182E-03,0.049E-03,0.241E-03
2498,5.37,5.90,1.488E-01,0.031E-01,0.005E-01,0.036E-01,8.422E-03,0.176E-03,0.047E-03,0.222E-03
2498,5.90,6.47,1.281E-01,0.026E-01,0.005E-01,0.030E-01,8.905E-03,0.182E-03,0.051E-03,0.233E-03
2498,6.47,7.09,9.993E-02,0.207E-02,0.039E-02,0.236E-02,8.539E-03,0.177E-03,0.049E-03,0.223E-03
2498,7.09,7.76,8.125E-02,0.168E-02,0.033E-02,0.191E-02,8.592E-03,0.178E-03,0.049E-03,0.223E-03
2498,7.76,8.48,6.560E-02,0.138E-02,0.027E-02,0.153E-02,8.582E-03,0.182E-03,0.050E-03,0.222E-03
2498,8.48,9.26,5.050E-02,0.113E-02,0.022E-02,0.117E-02,8.183E-03,0.184E-03,0.049E-03,0.211E-03
2498,9.26,10.1,4.189E-02,0.097E-02,0.019E-02,0.097E-02,8.371E-03,0.194E-03,0.051E-03,0.215E-03
2498,10.1,11.0,3.358E-02,0.082E-02,0.015E-02,0.077E-02,8.288E-03,0.203E-03,0.051E-03,0.213E-03
2498,11.0,12.0,2.602E-02,0.067E-02,0.012E-02,0.060E-02,7.922E-03,0.205E-03,0.049E-03,0.203E-03
2498,12.0,13.0,2.176E-02,0.060E-02,0.011E-02,0.050E-02,8.204E-03,0.228E-03,0.052E-03,0.210E-03
2498,13.0,14.1,1.672E-02,0.049E-02,0.008E-02,0.038E-02,7.717E-03,0.229E-03,0.050E-03,0.197E-03
2498,14.1,15.3,1.399E-02,0.042E-02,0.007E-02,0.032E-02,7.945E-03,0.240E-03,0.052E-03,0.203E-03
2498,15.3,16.6,1.121E-02,0.035E-02,0.006E-02,0.025E-02,7.903E-03,0.249E-03,0.053E-03,0.202E-03
2498,16.6,18.0,8.519E-03,0.286E-03,0.047E-03,0.193E-03,7.363E-03,0.248E-03,0.051E-03,0.188E-03
2498,18.0,19.5,6.881E-03,0.237E-03,0.038E-03,0.156E-03,7.392E-03,0.255E-03,0.051E-03,0.189E-03
2498,19.5,21.1,5.500E-03,0.195E-03,0.031E-03,0.125E-03,7.235E-03,0.257E-03,0.050E-03,0.186E-03
2498,21.1,22.8,4.689E-03,0.167E-03,0.026E-03,0.107E-03,7.576E-03,0.271E-03,0.052E-03,0.195E-03
2498,22.8,24.7,3.577E-03,0.132E-03,0.020E-03,0.082E-03,7.158E-03,0.266E-03,0.050E-03,0.185E-03
2498,24.7,26.7,2.807E-03,0.110E-03,0.016E-03,0.064E-03,6.887E-03,0.272E-03,0.048E-03,0.179E-03
2498,26.7,28.8,2.293E-03,0.096E-03,0.014E-03,0.053E-03,6.859E-03,0.287E-03,0.049E-03,0.180E-03
2498,28.8,31.1,1.794E-03,0.080E-03,0.011E-03,0.042E-03,6.597E-03,0.294E-03,0.048E-03,0.174E-03
2498,31.1,33.5,1.418E-03,0.069E-03,0.009E-03,0.033E-03,6.452E-03,0.314E-03,0.048E-03,0.171E-03
2498,33.5,36.1,1.173E-03,0.060E-03,0.008E-03,0.028E-03,6.474E-03,0.333E-03,0.049E-03,0.173E-03
2498,36.1,38.9,9.020E-04,0.507E-04,0.059E-04,0.214E-04,6.036E-03,0.341E-03,0.046E-03,0.163E-03
2498,38.9,41.9,6.400E-04,0.412E-04,0.043E-04,0.153E-04,5.290E-03,0.342E-03,0.042E-03,0.144E-03
2498,41.9,45.1,5.023E-04,0.354E-04,0.035E-04,0.121E-04,5.047E-03,0.356E-03,0.040E-03,0.138E-03
2498,45.1,48.5,4.045E-04,0.308E-04,0.029E-04,0.099E-04,4.983E-03,0.380E-03,0.041E-03,0.138E-03
2498,48.5,52.2,3.389E-04,0.270E-04,0.025E-04,0.083E-04,5.088E-03,0.406E-03,0.042E-03,0.142E-03
2498,52.2,56.1,3.086E-04,0.250E-04,0.023E-04,0.076E-04,5.621E-03,0.457E-03,0.047E-03,0.159E-03
2498,56.1,60.3,2.460E-04,0.215E-04,0.018E-04,0.061E-04,5.447E-03,0.478E-03,0.046E-03,0.155E-03
2499,1.92,2.15,6.777E-01,0.223E-01,0.091E-01,0.214E-01,7.399E-03,0.244E-03,0.116E-03,0.259E-03
2499,2.15,2.40,6.182E-01,0.186E-01,0.055E-01,0.175E-01,7.554E-03,0.228E-03,0.087E-03,0.235E-03
2499,2.40,2.67,5.518E-01,0.151E-01,0.020E-01,0.149E-01,7.614E-03,0.209E-03,0.061E-03,0.224E-03
2499,2.67,2.97,4.948E-01,0.127E-01,0.031E-01,0.135E-01,7.878E-03,0.203E-03,0.074E-03,0.232E-03
2499,2.97,3.29,4.402E-01,0.106E-01,0.028E-01,0.117E-01,8.108E-03,0.197E-03,0.076E-03,0.232E-03
2499,3.29,3.64,4.152E-01,0.093E-01,0.016E-01,0.106E-01,9.053E-03,0.203E-03,0.071E-03,0.252E-03
2499,3.64,4.02,3.448E-01,0.077E-01,0.011E-01,0.086E-01,8.993E-03,0.200E-03,0.066E-03,0.244E-03
2499,4.02,4.43,2.816E-01,0.062E-01,0.009E-01,0.069E-01,8.806E-03,0.193E-03,0.064E-03,0.237E-03
2499,4.43,4.88,2.360E-01,0.048E-01,0.008E-01,0.058E-01,8.974E-03,0.185E-03,0.065E-03,0.240E-03
2499,4.88,5.37,1.989E-01,0.040E-01,0.009E-01,0.048E-01,9.170E-03,0.184E-03,0.072E-03,0.243E-03
2499,5.37,5.90,1.530E-01,0.032E-01,0.007E-01,0.037E-01,8.658E-03,0.180E-03,0.069E-03,0.228E-03
2499,5.90,6.47,1.236E-01,0.026E-01,0.006E-01,0.029E-01,8.578E-03,0.179E-03,0.069E-03,0.225E-03
2499,6.47,7.09,9.855E-02,0.206E-02,0.053E-02,0.233E-02,8.406E-03,0.176E-03,0.069E-03,0.219E-03
2499,7.09,7.76,7.667E-02,0.164E-02,0.035E-02,0.180E-02,8.115E-03,0.174E-03,0.063E-03,0.211E-03
2499,7.76,8.48,6.528E-02,0.139E-02,0.028E-02,0.152E-02,8.552E-03,0.182E-03,0.065E-03,0.221E-03
2499,8.48,9.26,5.205E-02,0.115E-02,0.023E-02,0.121E-02,8.420E-03,0.187E-03,0.065E-03,0.217E-03
2499,9.26,10.1,4.028E-02,0.095E-02,0.018E-02,0.093E-02,8.072E-03,0.192E-03,0.062E-03,0.207E-03
2499,10.1,11.0,3.372E-02,0.083E-02,0.016E-02,0.078E-02,8.341E-03,0.206E-03,0.065E-03,0.214E-03
2499,11.0,12.0,2.668E-02,0.069E-02,0.013E-02,0.061E-02,8.175E-03,0.211E-03,0.064E-03,0.209E-03
2499,12.0,13.0,2.214E-02,0.061E-02,0.011E-02,0.050E-02,8.357E-03,0.232E-03,0.067E-03,0.213E-03
2499,13.0,14.1,1.603E-02,0.049E-02,0.008E-02,0.036E-02,7.453E-03,0.227E-03,0.060E-03,0.190E-03
2499,14.1,15.3,1.322E-02,0.041E-02,0.007E-02,0.030E-02,7.598E-03,0.238E-03,0.061E-03,0.194E-03
2499,15.3,16.6,1.089E-02,0.035E-02,0.006E-02,0.025E-02,7.716E-03,0.248E-03,0.062E-03,0.197E-03
2499,16.6,18.0,8.554E-03,0.287E-03,0.045E-03,0.194E-03,7.488E-03,0.252E-03,0.061E-03,0.191E-03
2499,18.0,19.5,7.212E-03,0.243E-03,0.039E-03,0.163E-03,7.757E-03,0.262E-03,0.064E-03,0.199E-03
2499,19.5,21.1,5.734E-03,0.199E-03,0.032E-03,0.130E-03,7.621E-03,0.266E-03,0.064E-03,0.196E-03
2499,21.1,22.8,4.446E-03,0.163E-03,0.025E-03,0.101E-03,7.281E-03,0.267E-03,0.061E-03,0.188E-03
2499,22.8,24.7,3.512E-03,0.131E-03,0.020E-03,0.080E-03,7.024E-03,0.263E-03,0.060E-03,0.182E-03
2499,24.7,26.7,2.901E-03,0.112E-03,0.017E-03,0.067E-03,7.217E-03,0.281E-03,0.062E-03,0.188E-03
2499,26.7,28.8,2.190E-03,0.094E-03,0.013E-03,0.051E-03,6.637E-03,0.285E-03,0.057E-03,0.174E-03
2499,28.8,31.1,1.679E-03,0.077E-03,0.010E-03,0.039E-03,6.297E-03,0.291E-03,0.055E-03,0.166E-03
2499,31.1,33.5,1.405E-03,0.069E-03,0.009E-03,0.033E-03,6.441E-03,0.317E-03,0.057E-03,0.171E-03
2499,33.5,36.1,1.227E-03,0.062E-03,0.008E-03,0.029E-03,6.886E-03,0.348E-03,0.062E-03,0.184E-03
2499,36.1,38.9,8.673E-04,0.500E-04,0.057E-04,0.206E-04,5.922E-03,0.343E-03,0.054E-03,0.160E-03
2499,38.9,41.9,7.107E-04,0.437E-04,0.048E-04,0.170E-04,5.883E-03,0.363E-03,0.054E-03,0.160E-03
2499,41.9,45.1,6.310E-04,0.399E-04,0.044E-04,0.153E-04,6.378E-03,0.404E-03,0.060E-03,0.175E-03
2499,45.1,48.5,4.737E-04,0.335E-04,0.034E-04,0.116E-04,5.812E-03,0.412E-03,0.055E-03,0.161E-03
2499,48.5,52.2,3.850E-04,0.289E-04,0.028E-04,0.095E-04,5.810E-03,0.438E-03,0.055E-03,0.162E-03
2499,52.2,56.1,2.844E-04,0.242E-04,0.021E-04,0.070E-04,5.278E-03,0.450E-03,0.051E-03,0.149E-03
2499,56.1,60.3,2.157E-04,0.203E-04,0.016E-04,0.054E-04,4.903E-03,0.462E-03,0.047E-03,0.140E-03
2500,1.92,2.15,6.911E-01,0.224E-01,0.083E-01,0.218E-01,7.282E-03,0.236E-03,0.102E-03,0.254E-03
2500,2.15,2.40,6.303E-01,0.186E-01,0.043E-01,0.179E-01,7.440E-03,0.220E-03,0.067E-03,0.231E-03
2500,2.40,2.67,5.761E-01,0.153E-01,0.022E-01,0.156E-01,7.749E-03,0.207E-03,0.053E-03,0.228E-03
2500,2.67,2.97,4.949E-01,0.126E-01,0.023E-01,0.135E-01,7.658E-03,0.196E-03,0.054E-03,0.226E-03
2500,2.97,3.29,4.851E-01,0.111E-01,0.022E-01,0.129E-01,8.774E-03,0.201E-03,0.060E-03,0.251E-03
2500,3.29,3.64,3.919E-01,0.090E-01,0.013E-01,0.100E-01,8.386E-03,0.192E-03,0.050E-03,0.233E-03
2500,3.64,4.02,3.404E-01,0.076E-01,0.009E-01,0.085E-01,8.715E-03,0.194E-03,0.048E-03,0.237E-03
2500,4.02,4.43,2.811E-01,0.061E-01,0.007E-01,0.069E-01,8.667E-03,0.188E-03,0.047E-03,0.233E-03
2500,4.43,4.88,2.417E-01,0.048E-01,0.007E-01,0.059E-01,9.077E-03,0.183E-03,0.049E-03,0.243E-03
2500,4.88,5.37,1.838E-01,0.038E-01,0.006E-01,0.044E-01,8.382E-03,0.173E-03,0.046E-03,0.222E-03
2500,5.37,5.90,1.607E-01,0.032E-01,0.006E-01,0.039E-01,8.948E-03,0.180E-03,0.050E-03,0.236E-03
2500,5.90,6.47,1.310E-01,0.026E-01,0.005E-01,0.031E-01,8.962E-03,0.180E-03,0.051E-03,0.235E-03
2500,6.47,7.09,1.048E-01,0.021E-01,0.004E-01,0.025E-01,8.900E-03,0.180E-03,0.051E-03,0.232E-03
2500,7.09,7.76,8.327E-02,0.170E-02,0.033E-02,0.195E-02,8.730E-03,0.179E-03,0.051E-03,0.227E-03
2500,7.76,8.48,6.658E-02,0.139E-02,0.028E-02,0.155E-02,8.647E-03,0.182E-03,0.051E-03,0.224E-03
2500,8.48,9.26,5.198E-02,0.115E-02,0.025E-02,0.121E-02,8.353E-03,0.185E-03,0.054E-03,0.215E-03
2500,9.26,10.1,4.125E-02,0.096E-02,0.023E-02,0.095E-02,8.188E-03,0.191E-03,0.058E-03,0.210E-03
2500,10.1,11.0,3.446E-02,0.083E-02,0.020E-02,0.079E-02,8.462E-03,0.205E-03,0.060E-03,0.217E-03
2500,11.0,12.0,2.620E-02,0.067E-02,0.014E-02,0.060E-02,7.988E-03,0.206E-03,0.054E-03,0.204E-03
2500,12.0,13.0,2.056E-02,0.058E-02,0.010E-02,0.047E-02,7.737E-03,0.221E-03,0.051E-03,0.198E-03
2500,13.0,14.1,1.712E-02,0.050E-02,0.009E-02,0.039E-02,7.931E-03,0.232E-03,0.052E-03,0.202E-03
2500,14.1,15.3,1.363E-02,0.041E-02,0.007E-02,0.031E-02,7.743E-03,0.236E-03,0.051E-03,0.198E-03
