date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2011-05-20,1.00,1.16,9.998e+2,0.157e+2,0.100e+2,0.293e+2
2011-05-20,1.16,1.33,9.749e+2,0.075e+2,0.071e+2,0.222e+2
2011-05-20,1.33,1.51,9.144e+2,0.067e+2,0.050e+2,0.171e+2
2011-05-20,1.51,1.71,8.404e+2,0.058e+2,0.038e+2,0.135e+2
2011-05-20,1.71,1.92,7.394e+2,0.049e+2,0.031e+2,0.107e+2
2011-05-20,1.92,2.15,6.302e+2,0.041e+2,0.025e+2,0.084e+2
2011-05-20,2.15,2.40,5.489e+2,0.036e+2,0.022e+2,0.069e+2
2011-05-20,2.40,2.67,4.628e+2,0.030e+2,0.018e+2,0.056e+2
2011-05-20,2.67,2.97,3.927e+2,0.025e+2,0.015e+2,0.046e+2
2011-05-20,2.97,3.29,3.278e+2,0.021e+2,0.012e+2,0.037e+2
2011-05-20,3.29,3.64,2.749e+2,0.018e+2,0.010e+2,0.031e+2
2011-05-20,3.64,4.02,2.249e+2,0.014e+2,0.008e+2,0.025e+2
2011-05-20,4.02,4.43,1.844e+2,0.011e+2,0.007e+2,0.020e+2
2011-05-20,4.43,4.88,1.500e+2,0.009e+2,0.006e+2,0.016e+2
2011-05-20,4.88,5.37,1.218e+2,0.008e+2,0.005e+2,0.013e+2
2011-05-20,5.37,5.90,9.897e+1,0.063e+1,0.037e+1,0.108e+1
2011-05-20,5.90,6.47,7.975e+1,0.052e+1,0.030e+1,0.087e+1
2011-05-20,6.47,7.09,6.481e+1,0.042e+1,0.024e+1,0.071e+1
2011-05-20,7.09,7.76,5.183e+1,0.035e+1,0.019e+1,0.057e+1
2011-05-20,7.76,8.48,4.123e+1,0.029e+1,0.015e+1,0.046e+1
2011-05-20,8.48,9.26,3.392e+1,0.025e+1,0.013e+1,0.038e+1
2011-05-20,9.26,10.1,2.669e+1,0.021e+1,0.010e+1,0.030e+1
2011-05-20,10.1,11.0,2.129e+1,0.017e+1,0.008e+1,0.024e+1
2011-05-20,11.0,13.0,1.559e+1,0.010e+1,0.006e+1,0.018e+1
2011-05-20,13.0,16.6,9.228e+0,0.052e+0,0.034e+0,0.108e+0
2011-05-20,16.6,22.8,4.333e+0,0.023e+0,0.016e+0,0.052e+0
2011-05-20,22.8,33.5,1.661e+0,0.009e+0,0.006e+0,0.021e+0
2011-05-20,33.5,48.5,5.846e-1,0.047e-1,0.025e-1,0.073e-1
2011-05-20,48.5,69.7,2.080e-1,0.023e-1,0.010e-1,0.026e-1
2011-05-20,69.7,100.0,7.630e-2,0.117e-2,0.049e-2,0.101e-2
2011-05-21,1.00,1.16,1.012e+3,0.012e+3,0.010e+3,0.030e+3
2011-05-21,1.16,1.33,1.005e+3,0.007e+3,0.007e+3,0.023e+3
2011-05-21,1.33,1.51,9.277e+2,0.064e+2,0.046e+2,0.172e+2
2011-05-21,1.51,1.71,8.396e+2,0.055e+2,0.033e+2,0.134e+2
2011-05-21,1.71,1.92,7.477e+2,0.047e+2,0.026e+2,0.107e+2
2011-05-21,1.92,2.15,6.483e+2,0.039e+2,0.022e+2,0.086e+2
2011-05-21,2.15,2.40,5.540e+2,0.033e+2,0.018e+2,0.069e+2
2011-05-21,2.40,2.67,4.686e+2,0.027e+2,0.015e+2,0.056e+2
2011-05-21,2.67,2.97,3.946e+2,0.022e+2,0.012e+2,0.045e+2
2011-05-21,2.97,3.29,3.257e+2,0.018e+2,0.010e+2,0.036e+2
2011-05-21,3.29,3.64,2.720e+2,0.015e+2,0.008e+2,0.030e+2
2011-05-21,3.64,4.02,2.250e+2,0.012e+2,0.007e+2,0.024e+2
2011-05-21,4.02,4.43,1.846e+2,0.009e+2,0.005e+2,0.020e+2
2011-05-21,4.43,4.88,1.496e+2,0.008e+2,0.004e+2,0.016e+2
2011-05-21,4.88,5.37,1.221e+2,0.006e+2,0.004e+2,0.013e+2
2011-05-21,5.37,5.90,9.774e+1,0.052e+1,0.029e+1,0.104e+1
2011-05-21,5.90,6.47,7.828e+1,0.043e+1,0.023e+1,0.084e+1
2011-05-21,6.47,7.09,6.301e+1,0.035e+1,0.018e+1,0.068e+1
2011-05-21,7.09,7.76,5.056e+1,0.028e+1,0.015e+1,0.054e+1
2011-05-21,7.76,8.48,4.095e+1,0.024e+1,0.012e+1,0.045e+1
2011-05-21,8.48,9.26,3.260e+1,0.020e+1,0.010e+1,0.036e+1
2011-05-21,9.26,10.1,2.628e+1,0.017e+1,0.008e+1,0.029e+1
2011-05-21,10.1,11.0,2.133e+1,0.014e+1,0.006e+1,0.024e+1
2011-05-21,11.0,13.0,1.530e+1,0.008e+1,0.005e+1,0.017e+1
2011-05-21,13.0,16.6,8.960e+0,0.042e+0,0.027e+0,0.103e+0
2011-05-21,16.6,22.8,4.286e+0,0.019e+0,0.013e+0,0.051e+0
2011-05-21,22.8,33.5,1.638e+0,0.008e+0,0.005e+0,0.020e+0
2011-05-21,33.5,48.5,5.710e-1,0.039e-1,0.020e-1,0.070e-1
2011-05-21,48.5,69.7,2.056e-1,0.019e-1,0.009e-1,0.026e-1
2011-05-21,69.7,100.0,7.426e-2,0.096e-2,0.043e-2,0.096e-2
2011-05-22,1.00,1.16,9.919e+2,0.125e+2,0.096e+2,0.290e+2
2011-05-22,1.16,1.33,9.736e+2,0.068e+2,0.066e+2,0.220e+2
2011-05-22,1.33,1.51,8.883e+2,0.058e+2,0.043e+2,0.164e+2
2011-05-22,1.51,1.71,8.184e+2,0.050e+2,0.031e+2,0.130e+2
2011-05-22,1.71,1.92,7.256e+2,0.043e+2,0.024e+2,0.104e+2
2011-05-22,1.92,2.15,6.265e+2,0.036e+2,0.020e+2,0.082e+2
2011-05-22,2.15,2.40,5.469e+2,0.032e+2,0.017e+2,0.068e+2
2011-05-22,2.40,2.67,4.574e+2,0.026e+2,0.013e+2,0.054e+2
2011-05-22,2.67,2.97,3.879e+2,0.021e+2,0.011e+2,0.044e+2
2011-05-22,2.97,3.29,3.203e+2,0.018e+2,0.009e+2,0.035e+2
2011-05-22,3.29,3.64,2.660e+2,0.015e+2,0.007e+2,0.029e+2
2011-05-22,3.64,4.02,2.215e+2,0.012e+2,0.006e+2,0.024e+2
2011-05-22,4.02,4.43,1.815e+2,0.010e+2,0.005e+2,0.019e+2
2011-05-22,4.43,4.88,1.486e+2,0.008e+2,0.004e+2,0.016e+2
2011-05-22,4.88,5.37,1.210e+2,0.006e+2,0.003e+2,0.013e+2
2011-05-22,5.37,5.90,9.881e+1,0.053e+1,0.027e+1,0.104e+1
2011-05-22,5.90,6.47,7.900e+1,0.044e+1,0.021e+1,0.084e+1
2011-05-22,6.47,7.09,6.489e+1,0.035e+1,0.018e+1,0.069e+1
2011-05-22,7.09,7.76,5.160e+1,0.029e+1,0.014e+1,0.055e+1
2011-05-22,7.76,8.48,4.173e+1,0.024e+1,0.011e+1,0.045e+1
2011-05-22,8.48,9.26,3.323e+1,0.020e+1,0.009e+1,0.036e+1
2011-05-22,9.26,10.1,2.675e+1,0.017e+1,0.007e+1,0.029e+1
2011-05-22,10.1,11.0,2.171e+1,0.014e+1,0.006e+1,0.024e+1
2011-05-22,11.0,13.0,1.547e+1,0.008e+1,0.004e+1,0.017e+1
2011-05-22,13.0,16.6,9.114e+0,0.041e+0,0.025e+0,0.104e+0
2011-05-22,16.6,22.8,4.311e+0,0.018e+0,0.012e+0,0.051e+0
2011-05-22,22.8,33.5,1.655e+0,0.007e+0,0.005e+0,0.020e+0
2011-05-22,33.5,48.5,5.773e-1,0.037e-1,0.019e-1,0.071e-1
2011-05-22,48.5,69.7,2.085e-1,0.018e-1,0.008e-1,0.026e-1
2011-05-22,69.7,100.0,7.271e-2,0.089e-2,0.040e-2,0.094e-2
2011-05-23,1.00,1.16,1.009e+3,0.012e+3,0.010e+3,0.029e+3
2011-05-23,1.16,1.33,9.872e+2,0.060e+2,0.067e+2,0.223e+2
2011-05-23,1.33,1.51,9.054e+2,0.052e+2,0.044e+2,0.168e+2
2011-05-23,1.51,1.71,8.332e+2,0.045e+2,0.032e+2,0.133e+2
2011-05-23,1.71,1.92,7.311e+2,0.037e+2,0.025e+2,0.104e+2
2011-05-23,1.92,2.15,6.522e+2,0.031e+2,0.021e+2,0.086e+2
2011-05-23,2.15,2.40,5.515e+2,0.027e+2,0.017e+2,0.068e+2
2011-05-23,2.40,2.67,4.701e+2,0.022e+2,0.014e+2,0.055e+2
2011-05-23,2.67,2.97,3.940e+2,0.018e+2,0.011e+2,0.045e+2
2011-05-23,2.97,3.29,3.273e+2,0.015e+2,0.009e+2,0.036e+2
2011-05-23,3.29,3.64,2.721e+2,0.013e+2,0.007e+2,0.030e+2
2011-05-23,3.64,4.02,2.256e+2,0.010e+2,0.006e+2,0.024e+2
2011-05-23,4.02,4.43,1.845e+2,0.008e+2,0.005e+2,0.020e+2
2011-05-23,4.43,4.88,1.494e+2,0.007e+2,0.004e+2,0.016e+2
2011-05-23,4.88,5.37,1.217e+2,0.006e+2,0.003e+2,0.013e+2
2011-05-23,5.37,5.90,9.934e+1,0.048e+1,0.027e+1,0.105e+1
2011-05-23,5.90,6.47,7.974e+1,0.040e+1,0.021e+1,0.085e+1
2011-05-23,6.47,7.09,6.399e+1,0.033e+1,0.017e+1,0.068e+1
2011-05-23,7.09,7.76,5.185e+1,0.027e+1,0.014e+1,0.055e+1
2011-05-23,7.76,8.48,4.141e+1,0.022e+1,0.011e+1,0.045e+1
2011-05-23,8.48,9.26,3.301e+1,0.019e+1,0.009e+1,0.036e+1
2011-05-23,9.26,10.1,2.701e+1,0.016e+1,0.007e+1,0.029e+1
2011-05-23,10.1,11.0,2.165e+1,0.014e+1,0.006e+1,0.024e+1
2011-05-23,11.0,13.0,1.560e+1,0.008e+1,0.004e+1,0.017e+1
2011-05-23,13.0,16.6,9.088e+0,0.040e+0,0.025e+0,0.104e+0
2011-05-23,16.6,22.8,4.248e+0,0.018e+0,0.012e+0,0.050e+0
2011-05-23,22.8,33.5,1.644e+0,0.008e+0,0.005e+0,0.020e+0
2011-05-23,33.5,48.5,5.721e-1,0.037e-1,0.019e-1,0.070e-1
2011-05-23,48.5,69.7,2.066e-1,0.019e-1,0.008e-1,0.025e-1
2011-05-23,69.7,100.0,7.524e-2,0.092e-2,0.042e-2,0.097e-2
2011-05-24,1.00,1.16,1.046e+3,0.012e+3,0.010e+3,0.031e+3
2011-05-24,1.16,1.33,9.997e+2,0.076e+2,0.069e+2,0.226e+2
2011-05-24,1.33,1.51,9.242e+2,0.064e+2,0.046e+2,0.171e+2
2011-05-24,1.51,1.71,8.352e+2,0.055e+2,0.033e+2,0.133e+2
2011-05-24,1.71,1.92,7.482e+2,0.048e+2,0.026e+2,0.107e+2
2011-05-24,1.92,2.15,6.501e+2,0.041e+2,0.021e+2,0.086e+2
2011-05-24,2.15,2.40,5.492e+2,0.035e+2,0.017e+2,0.068e+2
2011-05-24,2.40,2.67,4.708e+2,0.029e+2,0.014e+2,0.056e+2
2011-05-24,2.67,2.97,3.908e+2,0.023e+2,0.012e+2,0.045e+2
2011-05-24,2.97,3.29,3.281e+2,0.020e+2,0.010e+2,0.036e+2
2011-05-24,3.29,3.64,2.688e+2,0.016e+2,0.008e+2,0.029e+2
2011-05-24,3.64,4.02,2.235e+2,0.013e+2,0.006e+2,0.024e+2
2011-05-24,4.02,4.43,1.850e+2,0.010e+2,0.005e+2,0.020e+2
2011-05-24,4.43,4.88,1.510e+2,0.008e+2,0.004e+2,0.016e+2
2011-05-24,4.88,5.37,1.222e+2,0.007e+2,0.003e+2,0.013e+2
2011-05-24,5.37,5.90,9.879e+1,0.056e+1,0.028e+1,0.105e+1
2011-05-24,5.90,6.47,7.981e+1,0.046e+1,0.023e+1,0.085e+1
2011-05-24,6.47,7.09,6.434e+1,0.038e+1,0.018e+1,0.069e+1
2011-05-24,7.09,7.76,5.186e+1,0.031e+1,0.015e+1,0.056e+1
2011-05-24,7.76,8.48,4.175e+1,0.026e+1,0.012e+1,0.045e+1
2011-05-24,8.48,9.26,3.306e+1,0.021e+1,0.009e+1,0.036e+1
2011-05-24,9.26,10.1,2.672e+1,0.018e+1,0.008e+1,0.029e+1
2011-05-24,10.1,11.0,2.188e+1,0.015e+1,0.006e+1,0.024e+1
2011-05-24,11.0,13.0,1.572e+1,0.008e+1,0.004e+1,0.018e+1
2011-05-24,13.0,16.6,9.091e+0,0.044e+0,0.026e+0,0.104e+0
2011-05-24,16.6,22.8,4.345e+0,0.020e+0,0.013e+0,0.051e+0
2011-05-24,22.8,33.5,1.672e+0,0.008e+0,0.005e+0,0.020e+0
2011-05-24,33.5,48.5,5.803e-1,0.039e-1,0.020e-1,0.071e-1
2011-05-24,48.5,69.7,2.109e-1,0.020e-1,0.009e-1,0.026e-1
2011-05-24,69.7,100.0,7.645e-2,0.098e-2,0.043e-2,0.099e-2
2011-05-25,1.00,1.16,9.862e+2,0.107e+2,0.097e+2,0.289e+2
2011-05-25,1.16,1.33,9.861e+2,0.060e+2,0.070e+2,0.224e+2
2011-05-25,1.33,1.51,9.172e+2,0.052e+2,0.048e+2,0.171e+2
2011-05-25,1.51,1.71,8.321e+2,0.045e+2,0.035e+2,0.133e+2
2011-05-25,1.71,1.92,7.344e+2,0.038e+2,0.027e+2,0.106e+2
2011-05-25,1.92,2.15,6.390e+2,0.032e+2,0.023e+2,0.085e+2
2011-05-25,2.15,2.40,5.467e+2,0.028e+2,0.019e+2,0.068e+2
2011-05-25,2.40,2.67,4.666e+2,0.023e+2,0.016e+2,0.056e+2
2011-05-25,2.67,2.97,3.890e+2,0.018e+2,0.013e+2,0.045e+2
2011-05-25,2.97,3.29,3.279e+2,0.016e+2,0.011e+2,0.037e+2
2011-05-25,3.29,3.64,2.701e+2,0.013e+2,0.009e+2,0.030e+2
2011-05-25,3.64,4.02,2.239e+2,0.010e+2,0.007e+2,0.024e+2
2011-05-25,4.02,4.43,1.846e+2,0.008e+2,0.006e+2,0.020e+2
2011-05-25,4.43,4.88,1.504e+2,0.007e+2,0.005e+2,0.016e+2
2011-05-25,4.88,5.37,1.220e+2,0.005e+2,0.004e+2,0.013e+2
2011-05-25,5.37,5.90,9.947e+1,0.045e+1,0.031e+1,0.106e+1
2011-05-25,5.90,6.47,7.947e+1,0.037e+1,0.025e+1,0.086e+1
2011-05-25,6.47,7.09,6.407e+1,0.030e+1,0.020e+1,0.069e+1
2011-05-25,7.09,7.76,5.180e+1,0.025e+1,0.016e+1,0.056e+1
2011-05-25,7.76,8.48,4.154e+1,0.020e+1,0.013e+1,0.045e+1
2011-05-25,8.48,9.26,3.369e+1,0.017e+1,0.011e+1,0.037e+1
2011-05-25,9.26,10.1,2.682e+1,0.014e+1,0.008e+1,0.030e+1
2011-05-25,10.1,11.0,2.153e+1,0.012e+1,0.007e+1,0.024e+1
2011-05-25,11.0,13.0,1.571e+1,0.007e+1,0.005e+1,0.018e+1
2011-05-25,13.0,16.6,9.118e+0,0.035e+0,0.029e+0,0.105e+0
2011-05-25,16.6,22.8,4.325e+0,0.016e+0,0.014e+0,0.051e+0
2011-05-25,22.8,33.5,1.655e+0,0.007e+0,0.006e+0,0.020e+0
2011-05-25,33.5,48.5,5.817e-1,0.033e-1,0.022e-1,0.072e-1
2011-05-25,48.5,69.7,2.061e-1,0.016e-1,0.009e-1,0.026e-1
2011-05-25,69.7,100.0,7.556e-2,0.081e-2,0.045e-2,0.099e-2
2011-05-26,1.00,1.16,1.012e+3,0.012e+3,0.010e+3,0.030e+3
2011-05-26,1.16,1.33,9.912e+2,0.064e+2,0.072e+2,0.226e+2
2011-05-26,1.33,1.51,9.289e+2,0.056e+2,0.051e+2,0.173e+2
2011-05-26,1.51,1.71,8.469e+2,0.049e+2,0.038e+2,0.136e+2
2011-05-26,1.71,1.92,7.477e+2,0.041e+2,0.030e+2,0.108e+2
2011-05-26,1.92,2.15,6.356e+2,0.035e+2,0.025e+2,0.085e+2
2011-05-26,2.15,2.40,5.571e+2,0.030e+2,0.021e+2,0.070e+2
2011-05-26,2.40,2.67,4.642e+2,0.025e+2,0.017e+2,0.056e+2
2011-05-26,2.67,2.97,3.905e+2,0.020e+2,0.014e+2,0.045e+2
2011-05-26,2.97,3.29,3.256e+2,0.017e+2,0.012e+2,0.037e+2
2011-05-26,3.29,3.64,2.698e+2,0.014e+2,0.010e+2,0.030e+2
2011-05-26,3.64,4.02,2.253e+2,0.011e+2,0.008e+2,0.025e+2
2011-05-26,4.02,4.43,1.861e+2,0.009e+2,0.007e+2,0.020e+2
2011-05-26,4.43,4.88,1.511e+2,0.008e+2,0.005e+2,0.016e+2
2011-05-26,4.88,5.37,1.232e+2,0.006e+2,0.004e+2,0.013e+2
2011-05-26,5.37,5.90,9.877e+1,0.050e+1,0.035e+1,0.107e+1
2011-05-26,5.90,6.47,8.032e+1,0.041e+1,0.028e+1,0.087e+1
2011-05-26,6.47,7.09,6.401e+1,0.033e+1,0.022e+1,0.070e+1
2011-05-26,7.09,7.76,5.172e+1,0.027e+1,0.018e+1,0.057e+1
2011-05-26,7.76,8.48,4.135e+1,0.022e+1,0.014e+1,0.046e+1
2011-05-26,8.48,9.26,3.352e+1,0.019e+1,0.012e+1,0.037e+1
2011-05-26,9.26,10.1,2.697e+1,0.016e+1,0.009e+1,0.030e+1
2011-05-26,10.1,11.0,2.161e+1,0.013e+1,0.008e+1,0.024e+1
2011-05-26,11.0,13.0,1.565e+1,0.007e+1,0.005e+1,0.018e+1
2011-05-26,13.0,16.6,9.098e+0,0.038e+0,0.032e+0,0.106e+0
2011-05-26,16.6,22.8,4.287e+0,0.017e+0,0.015e+0,0.051e+0
2011-05-26,22.8,33.5,1.645e+0,0.007e+0,0.006e+0,0.020e+0
2011-05-26,33.5,48.5,5.742e-1,0.035e-1,0.023e-1,0.072e-1
2011-05-26,48.5,69.7,2.064e-1,0.018e-1,0.010e-1,0.026e-1
2011-05-26,69.7,100.0,7.378e-2,0.087e-2,0.046e-2,0.097e-2
2011-05-27,1.00,1.16,1.029e+3,0.012e+3,0.011e+3,0.030e+3
2011-05-27,1.16,1.33,1.012e+3,0.007e+3,0.008e+3,0.023e+3
2011-05-27,1.33,1.51,9.352e+2,0.063e+2,0.056e+2,0.176e+2
2011-05-27,1.51,1.71,8.364e+2,0.054e+2,0.042e+2,0.136e+2
2011-05-27,1.71,1.92,7.421e+2,0.045e+2,0.034e+2,0.108e+2
2011-05-27,1.92,2.15,6.422e+2,0.037e+2,0.029e+2,0.087e+2
2011-05-27,2.15,2.40,5.474e+2,0.032e+2,0.024e+2,0.070e+2
2011-05-27,2.40,2.67,4.602e+2,0.026e+2,0.020e+2,0.056e+2
2011-05-27,2.67,2.97,3.875e+2,0.021e+2,0.016e+2,0.046e+2
2011-05-27,2.97,3.29,3.244e+2,0.018e+2,0.014e+2,0.037e+2
2011-05-27,3.29,3.64,2.664e+2,0.015e+2,0.011e+2,0.030e+2
2011-05-27,3.64,4.02,2.245e+2,0.012e+2,0.009e+2,0.025e+2
2011-05-27,4.02,4.43,1.857e+2,0.010e+2,0.008e+2,0.021e+2
2011-05-27,4.43,4.88,1.491e+2,0.008e+2,0.006e+2,0.016e+2
2011-05-27,4.88,5.37,1.222e+2,0.007e+2,0.005e+2,0.013e+2
2011-05-27,5.37,5.90,9.779e+1,0.055e+1,0.040e+1,0.108e+1
2011-05-27,5.90,6.47,7.921e+1,0.045e+1,0.033e+1,0.088e+1
2011-05-27,6.47,7.09,6.469e+1,0.037e+1,0.027e+1,0.072e+1
2011-05-27,7.09,7.76,5.088e+1,0.030e+1,0.021e+1,0.057e+1
2011-05-27,7.76,8.48,4.143e+1,0.025e+1,0.017e+1,0.047e+1
2011-05-27,8.48,9.26,3.311e+1,0.021e+1,0.014e+1,0.038e+1
2011-05-27,9.26,10.1,2.666e+1,0.018e+1,0.011e+1,0.030e+1
2011-05-27,10.1,11.0,2.176e+1,0.015e+1,0.009e+1,0.025e+1
2011-05-27,11.0,13.0,1.565e+1,0.008e+1,0.006e+1,0.018e+1
2011-05-27,13.0,16.6,9.141e+0,0.043e+0,0.038e+0,0.108e+0
2011-05-27,16.6,22.8,4.309e+0,0.019e+0,0.018e+0,0.052e+0
2011-05-27,22.8,33.5,1.658e+0,0.008e+0,0.007e+0,0.021e+0
2011-05-27,33.5,48.5,5.824e-1,0.039e-1,0.027e-1,0.074e-1
2011-05-27,48.5,69.7,2.060e-1,0.019e-1,0.011e-1,0.026e-1
2011-05-27,69.7,100.0,7.381e-2,0.095e-2,0.049e-2,0.099e-2
2011-05-28,1.00,1.16,1.001e+3,0.015e+3,0.010e+3,0.030e+3
2011-05-28,1.16,1.33,9.814e+2,0.068e+2,0.077e+2,0.225e+2
2011-05-28,1.33,1.51,9.156e+2,0.058e+2,0.056e+2,0.173e+2
2011-05-28,1.51,1.71,8.124e+2,0.049e+2,0.042e+2,0.132e+2
2011-05-28,1.71,1.92,7.256e+2,0.042e+2,0.035e+2,0.107e+2
2011-05-28,1.92,2.15,6.331e+2,0.035e+2,0.030e+2,0.086e+2
2011-05-28,2.15,2.40,5.408e+2,0.030e+2,0.025e+2,0.070e+2
2011-05-28,2.40,2.67,4.543e+2,0.024e+2,0.021e+2,0.056e+2
2011-05-28,2.67,2.97,3.806e+2,0.020e+2,0.017e+2,0.045e+2
2011-05-28,2.97,3.29,3.222e+2,0.017e+2,0.014e+2,0.037e+2
2011-05-28,3.29,3.64,2.663e+2,0.014e+2,0.012e+2,0.030e+2
2011-05-28,3.64,4.02,2.202e+2,0.011e+2,0.010e+2,0.025e+2
2011-05-28,4.02,4.43,1.819e+2,0.008e+2,0.008e+2,0.020e+2
2011-05-28,4.43,4.88,1.484e+2,0.007e+2,0.006e+2,0.017e+2
2011-05-28,4.88,5.37,1.213e+2,0.006e+2,0.005e+2,0.013e+2
2011-05-28,5.37,5.90,9.692e+1,0.045e+1,0.042e+1,0.108e+1
2011-05-28,5.90,6.47,7.918e+1,0.038e+1,0.035e+1,0.089e+1
2011-05-28,6.47,7.09,6.365e+1,0.030e+1,0.028e+1,0.071e+1
2011-05-28,7.09,7.76,5.133e+1,0.025e+1,0.022e+1,0.058e+1
2011-05-28,7.76,8.48,4.136e+1,0.021e+1,0.018e+1,0.047e+1
2011-05-28,8.48,9.26,3.336e+1,0.017e+1,0.015e+1,0.038e+1
2011-05-28,9.26,10.1,2.679e+1,0.015e+1,0.012e+1,0.031e+1
2011-05-28,10.1,11.0,2.167e+1,0.012e+1,0.009e+1,0.025e+1
2011-05-28,11.0,13.0,1.557e+1,0.007e+1,0.007e+1,0.018e+1
2011-05-28,13.0,16.6,9.187e+0,0.037e+0,0.040e+0,0.110e+0
2011-05-28,16.6,22.8,4.333e+0,0.016e+0,0.019e+0,0.053e+0
2011-05-28,22.8,33.5,1.656e+0,0.007e+0,0.008e+0,0.021e+0
2011-05-28,33.5,48.5,5.860e-1,0.033e-1,0.028e-1,0.075e-1
2011-05-28,48.5,69.7,2.102e-1,0.016e-1,0.012e-1,0.027e-1
2011-05-28,69.7,100.0,7.420e-2,0.080e-2,0.050e-2,0.100e-2
2011-05-29,1.00,1.16,9.630e+2,0.169e+2,0.101e+2,0.284e+2
2011-05-29,1.16,1.33,9.351e+2,0.068e+2,0.074e+2,0.215e+2
2011-05-29,1.33,1.51,8.693e+2,0.060e+2,0.055e+2,0.164e+2
2011-05-29,1.51,1.71,7.883e+2,0.052e+2,0.042e+2,0.129e+2
2011-05-29,1.71,1.92,7.077e+2,0.046e+2,0.035e+2,0.104e+2
2011-05-29,1.92,2.15,6.156e+2,0.038e+2,0.030e+2,0.084e+2
2011-05-29,2.15,2.40,5.284e+2,0.033e+2,0.025e+2,0.068e+2
2011-05-29,2.40,2.67,4.456e+2,0.026e+2,0.021e+2,0.055e+2
2011-05-29,2.67,2.97,3.714e+2,0.021e+2,0.017e+2,0.044e+2
2011-05-29,2.97,3.29,3.132e+2,0.018e+2,0.014e+2,0.036e+2
2011-05-29,3.29,3.64,2.585e+2,0.014e+2,0.012e+2,0.030e+2
2011-05-29,3.64,4.02,2.110e+2,0.011e+2,0.010e+2,0.024e+2
2011-05-29,4.02,4.43,1.764e+2,0.009e+2,0.008e+2,0.020e+2
2011-05-29,4.43,4.88,1.452e+2,0.007e+2,0.007e+2,0.016e+2
2011-05-29,4.88,5.37,1.180e+2,0.006e+2,0.005e+2,0.013e+2
2011-05-29,5.37,5.90,9.677e+1,0.049e+1,0.044e+1,0.108e+1
2011-05-29,5.90,6.47,7.838e+1,0.040e+1,0.035e+1,0.088e+1
2011-05-29,6.47,7.09,6.272e+1,0.032e+1,0.028e+1,0.071e+1
2011-05-29,7.09,7.76,5.108e+1,0.026e+1,0.023e+1,0.058e+1
2011-05-29,7.76,8.48,4.114e+1,0.022e+1,0.019e+1,0.047e+1
2011-05-29,8.48,9.26,3.297e+1,0.018e+1,0.015e+1,0.038e+1
2011-05-29,9.26,10.1,2.674e+1,0.015e+1,0.012e+1,0.031e+1
2011-05-29,10.1,11.0,2.168e+1,0.013e+1,0.010e+1,0.025e+1
2011-05-29,11.0,13.0,1.551e+1,0.007e+1,0.007e+1,0.018e+1
2011-05-29,13.0,16.6,9.058e+0,0.038e+0,0.041e+0,0.109e+0
2011-05-29,16.6,22.8,4.295e+0,0.017e+0,0.020e+0,0.053e+0
2011-05-29,22.8,33.5,1.651e+0,0.007e+0,0.008e+0,0.021e+0
2011-05-29,33.5,48.5,5.791e-1,0.035e-1,0.029e-1,0.074e-1
2011-05-29,48.5,69.7,2.047e-1,0.018e-1,0.011e-1,0.027e-1
2011-05-29,69.7,100.0,7.533e-2,0.088e-2,0.052e-2,0.102e-2
2011-05-30,1.00,1.16,9.453e+2,0.070e+2,0.100e+2,0.279e+2
2011-05-30,1.16,1.33,9.234e+2,0.061e+2,0.074e+2,0.212e+2
2011-05-30,1.33,1.51,8.563e+2,0.051e+2,0.054e+2,0.162e+2
2011-05-30,1.51,1.71,7.895e+2,0.043e+2,0.042e+2,0.129e+2
2011-05-30,1.71,1.92,7.015e+2,0.036e+2,0.035e+2,0.103e+2
2011-05-30,1.92,2.15,6.153e+2,0.030e+2,0.030e+2,0.084e+2
2011-05-30,2.15,2.40,5.240e+2,0.026e+2,0.025e+2,0.068e+2
2011-05-30,2.40,2.67,4.467e+2,0.021e+2,0.021e+2,0.055e+2
2011-05-30,2.67,2.97,3.742e+2,0.017e+2,0.017e+2,0.045e+2
2011-05-30,2.97,3.29,3.158e+2,0.015e+2,0.015e+2,0.037e+2
2011-05-30,3.29,3.64,2.635e+2,0.013e+2,0.012e+2,0.030e+2
2011-05-30,3.64,4.02,2.184e+2,0.010e+2,0.010e+2,0.025e+2
2011-05-30,4.02,4.43,1.801e+2,0.008e+2,0.008e+2,0.020e+2
2011-05-30,4.43,4.88,1.482e+2,0.007e+2,0.007e+2,0.017e+2
2011-05-30,4.88,5.37,1.208e+2,0.005e+2,0.005e+2,0.013e+2
2011-05-30,5.37,5.90,9.858e+1,0.044e+1,0.045e+1,0.110e+1
2011-05-30,5.90,6.47,7.928e+1,0.036e+1,0.036e+1,0.089e+1
2011-05-30,6.47,7.09,6.356e+1,0.029e+1,0.029e+1,0.072e+1
2011-05-30,7.09,7.76,5.160e+1,0.024e+1,0.023e+1,0.058e+1
2011-05-30,7.76,8.48,4.157e+1,0.020e+1,0.019e+1,0.047e+1
2011-05-30,8.48,9.26,3.349e+1,0.017e+1,0.015e+1,0.039e+1
2011-05-30,9.26,10.1,2.707e+1,0.014e+1,0.012e+1,0.031e+1
