date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2018-11-30,2.40,2.67,6.045e+2,0.021e+2,0.011e+2,0.070e+2
2018-11-30,2.67,2.97,4.925e+2,0.017e+2,0.009e+2,0.055e+2
2018-11-30,2.97,3.29,4.026e+2,0.014e+2,0.007e+2,0.044e+2
2018-11-30,3.29,3.64,3.266e+2,0.011e+2,0.006e+2,0.035e+2
2018-11-30,3.64,4.02,2.646e+2,0.009e+2,0.005e+2,0.028e+2
2018-11-30,4.02,4.43,2.141e+2,0.007e+2,0.004e+2,0.022e+2
2018-11-30,4.43,4.88,1.721e+2,0.006e+2,0.003e+2,0.018e+2
2018-11-30,4.88,5.37,1.380e+2,0.005e+2,0.002e+2,0.014e+2
2018-11-30,5.37,5.90,1.098e+2,0.004e+2,0.002e+2,0.011e+2
2018-11-30,5.90,6.47,8.900e+1,0.031e+1,0.016e+1,0.093e+1
2018-11-30,6.47,7.09,7.011e+1,0.025e+1,0.012e+1,0.073e+1
2018-11-30,7.09,7.76,5.624e+1,0.021e+1,0.010e+1,0.059e+1
2018-11-30,7.76,8.48,4.466e+1,0.017e+1,0.008e+1,0.047e+1
2018-11-30,8.48,9.26,3.555e+1,0.015e+1,0.006e+1,0.038e+1
2018-11-30,9.26,10.1,2.822e+1,0.012e+1,0.005e+1,0.030e+1
2018-11-30,10.1,11.0,2.255e+1,0.010e+1,0.004e+1,0.024e+1
2018-11-30,11.0,13.0,1.623e+1,0.006e+1,0.003e+1,0.018e+1
2018-11-30,13.0,16.6,9.440e+0,0.029e+0,0.016e+0,0.106e+0
2018-11-30,16.6,22.8,4.390e+0,0.013e+0,0.008e+0,0.051e+0
2018-11-30,22.8,33.5,1.677e+0,0.006e+0,0.003e+0,0.020e+0
2018-11-30,33.5,48.5,5.822e-1,0.028e-1,0.011e-1,0.070e-1
2018-11-30,48.5,69.7,2.060e-1,0.014e-1,0.004e-1,0.024e-1
2018-11-30,69.7,100.0,7.378e-2,0.069e-2,0.016e-2,0.087e-2
2018-12-01,1.00,1.16,1.683e+3,0.008e+3,0.004e+3,0.047e+3
2018-12-01,1.16,1.33,1.530e+3,0.006e+3,0.003e+3,0.033e+3
2018-12-01,1.33,1.51,1.385e+3,0.005e+3,0.003e+3,0.025e+3
2018-12-01,1.51,1.71,1.223e+3,0.005e+3,0.002e+3,0.019e+3
2018-12-01,1.71,1.92,1.042e+3,0.004e+3,0.002e+3,0.015e+3
2018-12-01,1.92,2.15,8.807e+2,0.031e+2,0.016e+2,0.114e+2
2018-12-01,2.15,2.40,7.312e+2,0.026e+2,0.013e+2,0.089e+2
2018-12-01,2.40,2.67,6.015e+2,0.020e+2,0.011e+2,0.069e+2
2018-12-01,2.67,2.97,4.938e+2,0.016e+2,0.009e+2,0.055e+2
2018-12-01,2.97,3.29,4.005e+2,0.014e+2,0.007e+2,0.043e+2
2018-12-01,3.29,3.64,3.269e+2,0.011e+2,0.006e+2,0.035e+2
2018-12-01,3.64,4.02,2.652e+2,0.009e+2,0.005e+2,0.028e+2
2018-12-01,4.02,4.43,2.129e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-01,4.43,4.88,1.720e+2,0.006e+2,0.003e+2,0.018e+2
2018-12-01,4.88,5.37,1.389e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-01,5.37,5.90,1.107e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-01,5.90,6.47,8.798e+1,0.031e+1,0.016e+1,0.092e+1
2018-12-01,6.47,7.09,7.058e+1,0.025e+1,0.012e+1,0.074e+1
2018-12-01,7.09,7.76,5.629e+1,0.021e+1,0.010e+1,0.059e+1
2018-12-01,7.76,8.48,4.480e+1,0.017e+1,0.008e+1,0.048e+1
2018-12-01,8.48,9.26,3.551e+1,0.014e+1,0.006e+1,0.038e+1
2018-12-01,9.26,10.1,2.822e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-01,10.1,11.0,2.284e+1,0.010e+1,0.004e+1,0.025e+1
2018-12-01,11.0,13.0,1.624e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-01,13.0,16.6,9.380e+0,0.029e+0,0.017e+0,0.106e+0
2018-12-01,16.6,22.8,4.396e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-01,22.8,33.5,1.678e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-01,33.5,48.5,5.831e-1,0.028e-1,0.011e-1,0.070e-1
2018-12-01,48.5,69.7,2.089e-1,0.014e-1,0.004e-1,0.025e-1
2018-12-01,69.7,100.0,7.702e-2,0.071e-2,0.017e-2,0.091e-2
2018-12-02,1.00,1.16,1.691e+3,0.008e+3,0.004e+3,0.047e+3
2018-12-02,1.16,1.33,1.544e+3,0.007e+3,0.003e+3,0.033e+3
2018-12-02,1.33,1.51,1.384e+3,0.005e+3,0.003e+3,0.025e+3
2018-12-02,1.51,1.71,1.214e+3,0.005e+3,0.002e+3,0.019e+3
2018-12-02,1.71,1.92,1.038e+3,0.004e+3,0.002e+3,0.015e+3
2018-12-02,1.92,2.15,8.703e+2,0.031e+2,0.016e+2,0.112e+2
2018-12-02,2.15,2.40,7.288e+2,0.026e+2,0.013e+2,0.089e+2
2018-12-02,2.40,2.67,6.036e+2,0.020e+2,0.011e+2,0.070e+2
2018-12-02,2.67,2.97,4.861e+2,0.016e+2,0.009e+2,0.054e+2
2018-12-02,2.97,3.29,4.024e+2,0.014e+2,0.007e+2,0.044e+2
2018-12-02,3.29,3.64,3.252e+2,0.011e+2,0.006e+2,0.035e+2
2018-12-02,3.64,4.02,2.645e+2,0.009e+2,0.005e+2,0.028e+2
2018-12-02,4.02,4.43,2.137e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-02,4.43,4.88,1.726e+2,0.006e+2,0.003e+2,0.018e+2
2018-12-02,4.88,5.37,1.387e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-02,5.37,5.90,1.103e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-02,5.90,6.47,8.801e+1,0.031e+1,0.016e+1,0.092e+1
2018-12-02,6.47,7.09,7.082e+1,0.025e+1,0.013e+1,0.074e+1
2018-12-02,7.09,7.76,5.602e+1,0.021e+1,0.010e+1,0.059e+1
2018-12-02,7.76,8.48,4.479e+1,0.017e+1,0.008e+1,0.048e+1
2018-12-02,8.48,9.26,3.589e+1,0.015e+1,0.006e+1,0.039e+1
2018-12-02,9.26,10.1,2.841e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-02,10.1,11.0,2.288e+1,0.010e+1,0.004e+1,0.025e+1
2018-12-02,11.0,13.0,1.620e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-02,13.0,16.6,9.459e+0,0.029e+0,0.017e+0,0.106e+0
2018-12-02,16.6,22.8,4.409e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-02,22.8,33.5,1.686e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-02,33.5,48.5,5.813e-1,0.028e-1,0.012e-1,0.070e-1
2018-12-02,48.5,69.7,2.056e-1,0.014e-1,0.004e-1,0.024e-1
2018-12-02,69.7,100.0,7.302e-2,0.068e-2,0.016e-2,0.086e-2
2018-12-03,1.00,1.16,1.625e+3,0.007e+3,0.005e+3,0.045e+3
2018-12-03,1.16,1.33,1.513e+3,0.006e+3,0.005e+3,0.033e+3
2018-12-03,1.33,1.51,1.364e+3,0.005e+3,0.004e+3,0.025e+3
2018-12-03,1.51,1.71,1.201e+3,0.005e+3,0.004e+3,0.019e+3
2018-12-03,1.71,1.92,1.020e+3,0.004e+3,0.003e+3,0.015e+3
2018-12-03,1.92,2.15,8.552e+2,0.030e+2,0.027e+2,0.112e+2
2018-12-03,2.15,2.40,7.189e+2,0.026e+2,0.022e+2,0.089e+2
2018-12-03,2.40,2.67,5.920e+2,0.020e+2,0.018e+2,0.070e+2
2018-12-03,2.67,2.97,4.870e+2,0.016e+2,0.015e+2,0.056e+2
2018-12-03,2.97,3.29,3.978e+2,0.014e+2,0.012e+2,0.044e+2
2018-12-03,3.29,3.64,3.224e+2,0.011e+2,0.010e+2,0.035e+2
2018-12-03,3.64,4.02,2.625e+2,0.009e+2,0.008e+2,0.028e+2
2018-12-03,4.02,4.43,2.133e+2,0.007e+2,0.007e+2,0.023e+2
2018-12-03,4.43,4.88,1.724e+2,0.006e+2,0.005e+2,0.018e+2
2018-12-03,4.88,5.37,1.380e+2,0.005e+2,0.004e+2,0.015e+2
2018-12-03,5.37,5.90,1.095e+2,0.004e+2,0.003e+2,0.012e+2
2018-12-03,5.90,6.47,8.839e+1,0.031e+1,0.027e+1,0.095e+1
2018-12-03,6.47,7.09,6.950e+1,0.025e+1,0.021e+1,0.075e+1
2018-12-03,7.09,7.76,5.569e+1,0.021e+1,0.017e+1,0.060e+1
2018-12-03,7.76,8.48,4.474e+1,0.017e+1,0.014e+1,0.049e+1
2018-12-03,8.48,9.26,3.556e+1,0.015e+1,0.011e+1,0.039e+1
2018-12-03,9.26,10.1,2.842e+1,0.012e+1,0.009e+1,0.031e+1
2018-12-03,10.1,11.0,2.290e+1,0.010e+1,0.007e+1,0.025e+1
2018-12-03,11.0,13.0,1.624e+1,0.006e+1,0.005e+1,0.018e+1
2018-12-03,13.0,16.6,9.431e+0,0.029e+0,0.029e+0,0.109e+0
2018-12-03,16.6,22.8,4.376e+0,0.013e+0,0.014e+0,0.052e+0
2018-12-03,22.8,33.5,1.682e+0,0.006e+0,0.005e+0,0.020e+0
2018-12-03,33.5,48.5,5.846e-1,0.028e-1,0.019e-1,0.072e-1
2018-12-03,48.5,69.7,2.077e-1,0.014e-1,0.007e-1,0.025e-1
2018-12-03,69.7,100.0,7.509e-2,0.070e-2,0.025e-2,0.091e-2
2018-12-04,1.00,1.16,1.641e+3,0.008e+3,0.004e+3,0.045e+3
2018-12-04,1.16,1.33,1.508e+3,0.006e+3,0.003e+3,0.033e+3
2018-12-04,1.33,1.51,1.366e+3,0.006e+3,0.003e+3,0.025e+3
2018-12-04,1.51,1.71,1.193e+3,0.005e+3,0.002e+3,0.019e+3
2018-12-04,1.71,1.92,1.017e+3,0.004e+3,0.002e+3,0.014e+3
2018-12-04,1.92,2.15,8.531e+2,0.030e+2,0.016e+2,0.110e+2
2018-12-04,2.15,2.40,7.120e+2,0.026e+2,0.013e+2,0.087e+2
2018-12-04,2.40,2.67,5.890e+2,0.020e+2,0.011e+2,0.068e+2
2018-12-04,2.67,2.97,4.844e+2,0.016e+2,0.009e+2,0.054e+2
2018-12-04,2.97,3.29,3.940e+2,0.014e+2,0.007e+2,0.043e+2
2018-12-04,3.29,3.64,3.210e+2,0.011e+2,0.006e+2,0.034e+2
2018-12-04,3.64,4.02,2.599e+2,0.009e+2,0.005e+2,0.027e+2
2018-12-04,4.02,4.43,2.102e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-04,4.43,4.88,1.691e+2,0.006e+2,0.003e+2,0.018e+2
2018-12-04,4.88,5.37,1.360e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-04,5.37,5.90,1.077e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-04,5.90,6.47,8.674e+1,0.031e+1,0.016e+1,0.091e+1
2018-12-04,6.47,7.09,6.893e+1,0.025e+1,0.013e+1,0.072e+1
2018-12-04,7.09,7.76,5.489e+1,0.021e+1,0.010e+1,0.058e+1
2018-12-04,7.76,8.48,4.389e+1,0.017e+1,0.008e+1,0.047e+1
2018-12-04,8.48,9.26,3.525e+1,0.015e+1,0.006e+1,0.038e+1
2018-12-04,9.26,10.1,2.783e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-04,10.1,11.0,2.241e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-04,11.0,13.0,1.609e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-04,13.0,16.6,9.317e+0,0.029e+0,0.017e+0,0.105e+0
2018-12-04,16.6,22.8,4.368e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-04,22.8,33.5,1.673e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-04,33.5,48.5,5.811e-1,0.029e-1,0.012e-1,0.070e-1
2018-12-04,48.5,69.7,2.075e-1,0.014e-1,0.004e-1,0.025e-1
2018-12-04,69.7,100.0,7.404e-2,0.070e-2,0.017e-2,0.088e-2
2018-12-05,1.00,1.16,1.651e+3,0.008e+3,0.004e+3,0.046e+3
2018-12-05,1.16,1.33,1.515e+3,0.007e+3,0.003e+3,0.033e+3
2018-12-05,1.33,1.51,1.365e+3,0.005e+3,0.003e+3,0.025e+3
2018-12-05,1.51,1.71,1.189e+3,0.005e+3,0.002e+3,0.019e+3
2018-12-05,1.71,1.92,1.018e+3,0.004e+3,0.002e+3,0.014e+3
2018-12-05,1.92,2.15,8.455e+2,0.031e+2,0.016e+2,0.109e+2
2018-12-05,2.15,2.40,7.080e+2,0.026e+2,0.013e+2,0.086e+2
2018-12-05,2.40,2.67,5.891e+2,0.020e+2,0.011e+2,0.068e+2
2018-12-05,2.67,2.97,4.845e+2,0.017e+2,0.009e+2,0.054e+2
2018-12-05,2.97,3.29,3.937e+2,0.014e+2,0.007e+2,0.043e+2
2018-12-05,3.29,3.64,3.192e+2,0.011e+2,0.006e+2,0.034e+2
2018-12-05,3.64,4.02,2.589e+2,0.009e+2,0.005e+2,0.027e+2
2018-12-05,4.02,4.43,2.083e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-05,4.43,4.88,1.677e+2,0.006e+2,0.003e+2,0.017e+2
2018-12-05,4.88,5.37,1.343e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-05,5.37,5.90,1.076e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-05,5.90,6.47,8.642e+1,0.031e+1,0.016e+1,0.091e+1
2018-12-05,6.47,7.09,6.974e+1,0.025e+1,0.013e+1,0.073e+1
2018-12-05,7.09,7.76,5.510e+1,0.021e+1,0.010e+1,0.058e+1
2018-12-05,7.76,8.48,4.398e+1,0.017e+1,0.008e+1,0.047e+1
2018-12-05,8.48,9.26,3.503e+1,0.015e+1,0.006e+1,0.038e+1
2018-12-05,9.26,10.1,2.817e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-05,10.1,11.0,2.247e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-05,11.0,13.0,1.620e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-05,13.0,16.6,9.392e+0,0.030e+0,0.017e+0,0.106e+0
2018-12-05,16.6,22.8,4.380e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-05,22.8,33.5,1.679e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-05,33.5,48.5,5.769e-1,0.028e-1,0.012e-1,0.069e-1
2018-12-05,48.5,69.7,2.040e-1,0.014e-1,0.004e-1,0.024e-1
2018-12-05,69.7,100.0,7.585e-2,0.071e-2,0.017e-2,0.090e-2
2018-12-06,1.00,1.16,1.639e+3,0.008e+3,0.004e+3,0.045e+3
2018-12-06,1.16,1.33,1.512e+3,0.006e+3,0.003e+3,0.033e+3
2018-12-06,1.33,1.51,1.351e+3,0.005e+3,0.003e+3,0.024e+3
2018-12-06,1.51,1.71,1.196e+3,0.005e+3,0.002e+3,0.019e+3
2018-12-06,1.71,1.92,1.018e+3,0.004e+3,0.002e+3,0.014e+3
2018-12-06,1.92,2.15,8.543e+2,0.031e+2,0.016e+2,0.110e+2
2018-12-06,2.15,2.40,7.130e+2,0.026e+2,0.013e+2,0.087e+2
2018-12-06,2.40,2.67,5.861e+2,0.020e+2,0.011e+2,0.068e+2
2018-12-06,2.67,2.97,4.781e+2,0.016e+2,0.009e+2,0.053e+2
2018-12-06,2.97,3.29,3.925e+2,0.014e+2,0.007e+2,0.043e+2
2018-12-06,3.29,3.64,3.172e+2,0.011e+2,0.006e+2,0.034e+2
2018-12-06,3.64,4.02,2.581e+2,0.009e+2,0.005e+2,0.027e+2
2018-12-06,4.02,4.43,2.109e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-06,4.43,4.88,1.685e+2,0.006e+2,0.003e+2,0.018e+2
2018-12-06,4.88,5.37,1.350e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-06,5.37,5.90,1.083e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-06,5.90,6.47,8.637e+1,0.031e+1,0.016e+1,0.090e+1
2018-12-06,6.47,7.09,6.917e+1,0.025e+1,0.013e+1,0.072e+1
2018-12-06,7.09,7.76,5.527e+1,0.021e+1,0.010e+1,0.058e+1
2018-12-06,7.76,8.48,4.421e+1,0.018e+1,0.008e+1,0.047e+1
2018-12-06,8.48,9.26,3.518e+1,0.015e+1,0.007e+1,0.038e+1
2018-12-06,9.26,10.1,2.818e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-06,10.1,11.0,2.238e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-06,11.0,13.0,1.609e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-06,13.0,16.6,9.309e+0,0.029e+0,0.017e+0,0.105e+0
2018-12-06,16.6,22.8,4.364e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-06,22.8,33.5,1.686e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-06,33.5,48.5,5.800e-1,0.029e-1,0.012e-1,0.070e-1
2018-12-06,48.5,69.7,2.086e-1,0.014e-1,0.004e-1,0.025e-1
2018-12-06,69.7,100.0,7.414e-2,0.071e-2,0.017e-2,0.088e-2
2018-12-07,1.00,1.16,1.614e+3,0.008e+3,0.004e+3,0.045e+3
2018-12-07,1.16,1.33,1.484e+3,0.007e+3,0.003e+3,0.032e+3
2018-12-07,1.33,1.51,1.326e+3,0.006e+3,0.003e+3,0.024e+3
2018-12-07,1.51,1.71,1.169e+3,0.005e+3,0.002e+3,0.018e+3
2018-12-07,1.71,1.92,1.003e+3,0.004e+3,0.002e+3,0.014e+3
2018-12-07,1.92,2.15,8.386e+2,0.031e+2,0.016e+2,0.108e+2
2018-12-07,2.15,2.40,7.050e+2,0.026e+2,0.013e+2,0.086e+2
2018-12-07,2.40,2.67,5.861e+2,0.021e+2,0.011e+2,0.068e+2
2018-12-07,2.67,2.97,4.787e+2,0.017e+2,0.009e+2,0.053e+2
2018-12-07,2.97,3.29,3.913e+2,0.014e+2,0.007e+2,0.042e+2
2018-12-07,3.29,3.64,3.187e+2,0.011e+2,0.006e+2,0.034e+2
2018-12-07,3.64,4.02,2.576e+2,0.009e+2,0.005e+2,0.027e+2
2018-12-07,4.02,4.43,2.085e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-07,4.43,4.88,1.680e+2,0.006e+2,0.003e+2,0.017e+2
2018-12-07,4.88,5.37,1.354e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-07,5.37,5.90,1.080e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-07,5.90,6.47,8.606e+1,0.031e+1,0.016e+1,0.090e+1
2018-12-07,6.47,7.09,6.922e+1,0.025e+1,0.013e+1,0.073e+1
2018-12-07,7.09,7.76,5.541e+1,0.021e+1,0.010e+1,0.058e+1
2018-12-07,7.76,8.48,4.384e+1,0.018e+1,0.008e+1,0.047e+1
2018-12-07,8.48,9.26,3.568e+1,0.015e+1,0.007e+1,0.038e+1
2018-12-07,9.26,10.1,2.810e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-07,10.1,11.0,2.261e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-07,11.0,13.0,1.615e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-07,13.0,16.6,9.392e+0,0.030e+0,0.017e+0,0.106e+0
2018-12-07,16.6,22.8,4.408e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-07,22.8,33.5,1.673e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-07,33.5,48.5,5.821e-1,0.029e-1,0.012e-1,0.070e-1
2018-12-07,48.5,69.7,2.058e-1,0.014e-1,0.004e-1,0.024e-1
2018-12-07,69.7,100.0,7.580e-2,0.071e-2,0.017e-2,0.090e-2
2018-12-08,1.00,1.16,1.578e+3,0.008e+3,0.004e+3,0.044e+3
2018-12-08,1.16,1.33,1.470e+3,0.006e+3,0.003e+3,0.032e+3
2018-12-08,1.33,1.51,1.312e+3,0.005e+3,0.003e+3,0.024e+3
2018-12-08,1.51,1.71,1.153e+3,0.004e+3,0.002e+3,0.018e+3
2018-12-08,1.71,1.92,9.866e+2,0.038e+2,0.019e+2,0.138e+2
2018-12-08,1.92,2.15,8.339e+2,0.030e+2,0.015e+2,0.108e+2
2018-12-08,2.15,2.40,6.919e+2,0.026e+2,0.013e+2,0.084e+2
2018-12-08,2.40,2.67,5.741e+2,0.020e+2,0.010e+2,0.066e+2
2018-12-08,2.67,2.97,4.733e+2,0.016e+2,0.009e+2,0.053e+2
2018-12-08,2.97,3.29,3.844e+2,0.014e+2,0.007e+2,0.042e+2
2018-12-08,3.29,3.64,3.134e+2,0.011e+2,0.006e+2,0.033e+2
2018-12-08,3.64,4.02,2.553e+2,0.009e+2,0.005e+2,0.027e+2
2018-12-08,4.02,4.43,2.076e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-08,4.43,4.88,1.669e+2,0.006e+2,0.003e+2,0.017e+2
2018-12-08,4.88,5.37,1.347e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-08,5.37,5.90,1.074e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-08,5.90,6.47,8.627e+1,0.031e+1,0.016e+1,0.090e+1
2018-12-08,6.47,7.09,6.880e+1,0.025e+1,0.013e+1,0.072e+1
2018-12-08,7.09,7.76,5.492e+1,0.021e+1,0.010e+1,0.058e+1
2018-12-08,7.76,8.48,4.411e+1,0.017e+1,0.008e+1,0.047e+1
2018-12-08,8.48,9.26,3.507e+1,0.015e+1,0.006e+1,0.038e+1
2018-12-08,9.26,10.1,2.818e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-08,10.1,11.0,2.233e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-08,11.0,13.0,1.607e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-08,13.0,16.6,9.320e+0,0.029e+0,0.017e+0,0.105e+0
2018-12-08,16.6,22.8,4.385e+0,0.013e+0,0.008e+0,0.051e+0
2018-12-08,22.8,33.5,1.683e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-08,33.5,48.5,5.812e-1,0.029e-1,0.012e-1,0.070e-1
2018-12-08,48.5,69.7,2.066e-1,0.014e-1,0.004e-1,0.025e-1
2018-12-08,69.7,100.0,7.501e-2,0.071e-2,0.017e-2,0.089e-2
2018-12-09,1.00,1.16,1.548e+3,0.008e+3,0.003e+3,0.043e+3
2018-12-09,1.16,1.33,1.445e+3,0.006e+3,0.003e+3,0.031e+3
2018-12-09,1.33,1.51,1.291e+3,0.005e+3,0.003e+3,0.023e+3
2018-12-09,1.51,1.71,1.129e+3,0.005e+3,0.002e+3,0.018e+3
2018-12-09,1.71,1.92,9.750e+2,0.037e+2,0.018e+2,0.136e+2
2018-12-09,1.92,2.15,8.267e+2,0.031e+2,0.015e+2,0.107e+2
2018-12-09,2.15,2.40,6.880e+2,0.026e+2,0.012e+2,0.084e+2
2018-12-09,2.40,2.67,5.657e+2,0.020e+2,0.010e+2,0.065e+2
2018-12-09,2.67,2.97,4.655e+2,0.016e+2,0.008e+2,0.052e+2
2018-12-09,2.97,3.29,3.819e+2,0.014e+2,0.007e+2,0.041e+2
2018-12-09,3.29,3.64,3.104e+2,0.011e+2,0.006e+2,0.033e+2
2018-12-09,3.64,4.02,2.526e+2,0.009e+2,0.004e+2,0.027e+2
2018-12-09,4.02,4.43,2.064e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-09,4.43,4.88,1.666e+2,0.006e+2,0.003e+2,0.017e+2
2018-12-09,4.88,5.37,1.339e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-09,5.37,5.90,1.069e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-09,5.90,6.47,8.522e+1,0.031e+1,0.015e+1,0.089e+1
2018-12-09,6.47,7.09,6.859e+1,0.025e+1,0.012e+1,0.072e+1
2018-12-09,7.09,7.76,5.457e+1,0.021e+1,0.010e+1,0.057e+1
2018-12-09,7.76,8.48,4.390e+1,0.017e+1,0.008e+1,0.047e+1
2018-12-09,8.48,9.26,3.507e+1,0.015e+1,0.006e+1,0.038e+1
2018-12-09,9.26,10.1,2.795e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-09,10.1,11.0,2.234e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-09,11.0,13.0,1.608e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-09,13.0,16.6,9.283e+0,0.029e+0,0.017e+0,0.104e+0
2018-12-09,16.6,22.8,4.359e+0,0.013e+0,0.008e+0,0.050e+0
2018-12-09,22.8,33.5,1.671e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-09,33.5,48.5,5.754e-1,0.028e-1,0.011e-1,0.069e-1
2018-12-09,48.5,69.7,2.062e-1,0.014e-1,0.004e-1,0.024e-1
2018-12-09,69.7,100.0,7.562e-2,0.071e-2,0.017e-2,0.090e-2
2018-12-10,1.00,1.16,1.540e+3,0.008e+3,0.003e+3,0.043e+3
2018-12-10,1.16,1.33,1.436e+3,0.006e+3,0.003e+3,0.031e+3
2018-12-10,1.33,1.51,1.294e+3,0.005e+3,0.003e+3,0.023e+3
2018-12-10,1.51,1.71,1.126e+3,0.004e+3,0.002e+3,0.018e+3
2018-12-10,1.71,1.92,9.657e+2,0.036e+2,0.017e+2,0.135e+2
2018-12-10,1.92,2.15,8.230e+2,0.030e+2,0.015e+2,0.106e+2
2018-12-10,2.15,2.40,6.856e+2,0.025e+2,0.012e+2,0.083e+2
2018-12-10,2.40,2.67,5.699e+2,0.020e+2,0.010e+2,0.066e+2
2018-12-10,2.67,2.97,4.689e+2,0.016e+2,0.008e+2,0.052e+2
2018-12-10,2.97,3.29,3.820e+2,0.013e+2,0.007e+2,0.041e+2
2018-12-10,3.29,3.64,3.131e+2,0.011e+2,0.005e+2,0.033e+2
2018-12-10,3.64,4.02,2.553e+2,0.009e+2,0.004e+2,0.027e+2
2018-12-10,4.02,4.43,2.069e+2,0.007e+2,0.004e+2,0.022e+2
2018-12-10,4.43,4.88,1.658e+2,0.006e+2,0.003e+2,0.017e+2
2018-12-10,4.88,5.37,1.339e+2,0.005e+2,0.002e+2,0.014e+2
2018-12-10,5.37,5.90,1.069e+2,0.004e+2,0.002e+2,0.011e+2
2018-12-10,5.90,6.47,8.545e+1,0.031e+1,0.015e+1,0.089e+1
2018-12-10,6.47,7.09,6.873e+1,0.025e+1,0.012e+1,0.072e+1
2018-12-10,7.09,7.76,5.442e+1,0.021e+1,0.009e+1,0.057e+1
2018-12-10,7.76,8.48,4.366e+1,0.017e+1,0.008e+1,0.046e+1
2018-12-10,8.48,9.26,3.483e+1,0.015e+1,0.006e+1,0.037e+1
2018-12-10,9.26,10.1,2.801e+1,0.012e+1,0.005e+1,0.030e+1
2018-12-10,10.1,11.0,2.224e+1,0.010e+1,0.004e+1,0.024e+1
2018-12-10,11.0,13.0,1.604e+1,0.006e+1,0.003e+1,0.018e+1
2018-12-10,13.0,16.6,9.286e+0,0.029e+0,0.016e+0,0.104e+0
2018-12-10,16.6,22.8,4.355e+0,0.013e+0,0.008e+0,0.050e+0
2018-12-10,22.8,33.5,1.673e+0,0.006e+0,0.003e+0,0.020e+0
2018-12-10,33.5,48.5,5.786e-1,0.029e-1,0.011e-1,0.069e-1
2018-12-10,48.5,69.7,2.068e-1,0.014e-1,0.004e-1,0.025e-1
