bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,lithium_flux m^-2sr^-1s^-1GV^-1,lithium_flux_error_statistical m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,lithium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,lithium_to_helium_ratio,lithium_to_helium_ratio_error_statistical,lithium_to_helium_ratio_error_time_dependent,lithium_to_helium_ratio_error_time_independent
2426,1.92,2.15,2.998E-01,0.181E-01,0.060E-01,0.071E-01,3.988E-03,0.242E-03,0.084E-03,0.112E-03
2426,2.15,2.40,2.953E-01,0.159E-01,0.037E-01,0.062E-01,4.336E-03,0.234E-03,0.060E-03,0.106E-03
2426,2.40,2.67,2.760E-01,0.137E-01,0.028E-01,0.057E-01,4.518E-03,0.224E-03,0.053E-03,0.107E-03
2426,2.67,2.97,2.532E-01,0.118E-01,0.028E-01,0.052E-01,4.695E-03,0.219E-03,0.057E-03,0.109E-03
2426,2.97,3.29,2.551E-01,0.107E-01,0.030E-01,0.052E-01,5.434E-03,0.229E-03,0.070E-03,0.125E-03
2426,3.29,3.64,2.273E-01,0.091E-01,0.023E-01,0.046E-01,5.626E-03,0.226E-03,0.065E-03,0.130E-03
2426,3.64,4.02,2.055E-01,0.079E-01,0.019E-01,0.042E-01,6.012E-03,0.231E-03,0.065E-03,0.139E-03
2426,4.02,4.43,1.661E-01,0.064E-01,0.015E-01,0.034E-01,5.739E-03,0.220E-03,0.061E-03,0.133E-03
2426,4.43,4.88,1.371E-01,0.050E-01,0.013E-01,0.028E-01,5.698E-03,0.208E-03,0.061E-03,0.133E-03
2426,4.88,5.37,1.245E-01,0.042E-01,0.012E-01,0.026E-01,6.199E-03,0.212E-03,0.067E-03,0.147E-03
2426,5.37,5.90,9.977E-02,0.347E-02,0.095E-02,0.216E-02,6.031E-03,0.210E-03,0.065E-03,0.146E-03
2426,5.90,6.47,8.388E-02,0.292E-02,0.081E-02,0.187E-02,6.181E-03,0.216E-03,0.067E-03,0.153E-03
2426,6.47,7.09,7.128E-02,0.242E-02,0.070E-02,0.161E-02,6.416E-03,0.219E-03,0.070E-03,0.162E-03
2426,7.09,7.76,5.200E-02,0.186E-02,0.051E-02,0.119E-02,5.745E-03,0.206E-03,0.064E-03,0.146E-03
2426,7.76,8.48,4.650E-02,0.161E-02,0.046E-02,0.106E-02,6.301E-03,0.219E-03,0.070E-03,0.160E-03
2426,8.48,9.26,3.404E-02,0.127E-02,0.034E-02,0.078E-02,5.687E-03,0.213E-03,0.064E-03,0.145E-03
2426,9.26,10.1,2.773E-02,0.108E-02,0.028E-02,0.063E-02,5.706E-03,0.223E-03,0.065E-03,0.145E-03
2426,10.1,11.0,2.343E-02,0.094E-02,0.024E-02,0.053E-02,5.918E-03,0.238E-03,0.068E-03,0.149E-03
2426,11.0,12.0,1.787E-02,0.076E-02,0.019E-02,0.040E-02,5.587E-03,0.239E-03,0.064E-03,0.139E-03
2426,12.0,13.0,1.474E-02,0.068E-02,0.016E-02,0.032E-02,5.630E-03,0.260E-03,0.066E-03,0.139E-03
2426,13.0,14.1,1.193E-02,0.057E-02,0.013E-02,0.026E-02,5.600E-03,0.270E-03,0.066E-03,0.137E-03
2426,14.1,15.3,9.545E-03,0.480E-03,0.101E-03,0.203E-03,5.483E-03,0.276E-03,0.064E-03,0.133E-03
2426,15.3,16.6,6.797E-03,0.379E-03,0.075E-03,0.143E-03,4.806E-03,0.268E-03,0.058E-03,0.116E-03
2426,16.6,18.0,6.531E-03,0.347E-03,0.075E-03,0.136E-03,5.674E-03,0.302E-03,0.071E-03,0.136E-03
2426,18.0,19.5,5.101E-03,0.283E-03,0.057E-03,0.106E-03,5.461E-03,0.304E-03,0.067E-03,0.131E-03
2426,19.5,21.1,3.493E-03,0.216E-03,0.037E-03,0.072E-03,4.607E-03,0.286E-03,0.054E-03,0.110E-03
2426,21.1,22.8,2.996E-03,0.186E-03,0.032E-03,0.062E-03,4.827E-03,0.300E-03,0.056E-03,0.116E-03
2426,22.8,24.7,2.571E-03,0.156E-03,0.028E-03,0.053E-03,5.124E-03,0.311E-03,0.060E-03,0.123E-03
2426,24.7,26.7,1.984E-03,0.128E-03,0.021E-03,0.041E-03,4.849E-03,0.314E-03,0.057E-03,0.116E-03
2426,26.7,28.8,1.479E-03,0.105E-03,0.016E-03,0.031E-03,4.431E-03,0.316E-03,0.053E-03,0.107E-03
2426,28.8,31.1,1.294E-03,0.092E-03,0.014E-03,0.027E-03,4.753E-03,0.340E-03,0.057E-03,0.115E-03
2426,31.1,33.5,9.191E-04,0.755E-04,0.101E-04,0.190E-04,4.161E-03,0.343E-03,0.050E-03,0.100E-03
2426,33.5,36.1,8.800E-04,0.707E-04,0.098E-04,0.182E-04,4.839E-03,0.390E-03,0.059E-03,0.117E-03
2426,36.1,38.9,6.908E-04,0.603E-04,0.078E-04,0.143E-04,4.653E-03,0.407E-03,0.057E-03,0.113E-03
2426,38.9,41.9,5.481E-04,0.519E-04,0.063E-04,0.114E-04,4.529E-03,0.430E-03,0.056E-03,0.111E-03
2426,41.9,45.1,3.694E-04,0.412E-04,0.043E-04,0.077E-04,3.717E-03,0.416E-03,0.047E-03,0.092E-03
2426,45.1,48.5,3.093E-04,0.366E-04,0.037E-04,0.065E-04,3.786E-03,0.449E-03,0.049E-03,0.094E-03
2426,48.5,52.2,2.723E-04,0.329E-04,0.032E-04,0.058E-04,4.118E-03,0.499E-03,0.053E-03,0.103E-03
2426,52.2,56.1,2.137E-04,0.284E-04,0.026E-04,0.045E-04,3.947E-03,0.526E-03,0.051E-03,0.099E-03
2426,56.1,60.3,1.914E-04,0.259E-04,0.023E-04,0.040E-04,4.374E-03,0.594E-03,0.056E-03,0.110E-03
2427,1.92,2.15,2.741E-01,0.132E-01,0.029E-01,0.065E-01,3.958E-03,0.191E-03,0.049E-03,0.111E-03
2427,2.15,2.40,2.455E-01,0.111E-01,0.020E-01,0.051E-01,3.882E-03,0.176E-03,0.039E-03,0.095E-03
2427,2.40,2.67,2.914E-01,0.108E-01,0.022E-01,0.060E-01,5.112E-03,0.189E-03,0.048E-03,0.121E-03
2427,2.67,2.97,2.782E-01,0.095E-01,0.021E-01,0.057E-01,5.494E-03,0.188E-03,0.051E-03,0.128E-03
2427,2.97,3.29,2.422E-01,0.080E-01,0.019E-01,0.049E-01,5.471E-03,0.181E-03,0.051E-03,0.126E-03
2427,3.29,3.64,2.135E-01,0.067E-01,0.016E-01,0.044E-01,5.566E-03,0.176E-03,0.049E-03,0.128E-03
2427,3.64,4.02,1.898E-01,0.058E-01,0.014E-01,0.039E-01,5.809E-03,0.178E-03,0.051E-03,0.134E-03
2427,4.02,4.43,1.645E-01,0.048E-01,0.012E-01,0.034E-01,5.953E-03,0.176E-03,0.052E-03,0.138E-03
2427,4.43,4.88,1.445E-01,0.039E-01,0.010E-01,0.030E-01,6.230E-03,0.171E-03,0.054E-03,0.146E-03
2427,4.88,5.37,1.143E-01,0.032E-01,0.008E-01,0.024E-01,5.940E-03,0.164E-03,0.052E-03,0.141E-03
2427,5.37,5.90,9.379E-02,0.261E-02,0.070E-02,0.203E-02,5.870E-03,0.164E-03,0.052E-03,0.142E-03
2427,5.90,6.47,7.906E-02,0.219E-02,0.060E-02,0.176E-02,6.028E-03,0.167E-03,0.054E-03,0.150E-03
2427,6.47,7.09,6.421E-02,0.178E-02,0.049E-02,0.145E-02,5.949E-03,0.165E-03,0.054E-03,0.150E-03
2427,7.09,7.76,5.505E-02,0.149E-02,0.043E-02,0.126E-02,6.252E-03,0.170E-03,0.057E-03,0.159E-03
2427,7.76,8.48,4.249E-02,0.120E-02,0.033E-02,0.097E-02,5.921E-03,0.168E-03,0.054E-03,0.151E-03
2427,8.48,9.26,3.378E-02,0.100E-02,0.027E-02,0.077E-02,5.783E-03,0.171E-03,0.053E-03,0.147E-03
2427,9.26,10.1,2.852E-02,0.086E-02,0.023E-02,0.065E-02,5.992E-03,0.182E-03,0.056E-03,0.152E-03
2427,10.1,11.0,2.484E-02,0.076E-02,0.020E-02,0.056E-02,6.403E-03,0.197E-03,0.060E-03,0.161E-03
2427,11.0,12.0,1.784E-02,0.060E-02,0.015E-02,0.040E-02,5.670E-03,0.192E-03,0.055E-03,0.141E-03
2427,12.0,13.0,1.434E-02,0.053E-02,0.012E-02,0.031E-02,5.585E-03,0.207E-03,0.054E-03,0.138E-03
2427,13.0,14.1,1.185E-02,0.045E-02,0.010E-02,0.025E-02,5.605E-03,0.213E-03,0.055E-03,0.137E-03
2427,14.1,15.3,9.401E-03,0.375E-03,0.081E-03,0.200E-03,5.458E-03,0.218E-03,0.054E-03,0.132E-03
2427,15.3,16.6,7.586E-03,0.315E-03,0.067E-03,0.160E-03,5.457E-03,0.227E-03,0.055E-03,0.132E-03
2427,16.6,18.0,6.407E-03,0.270E-03,0.057E-03,0.134E-03,5.627E-03,0.238E-03,0.057E-03,0.135E-03
2427,18.0,19.5,4.433E-03,0.207E-03,0.039E-03,0.092E-03,4.808E-03,0.225E-03,0.048E-03,0.115E-03
2427,19.5,21.1,3.743E-03,0.176E-03,0.033E-03,0.077E-03,4.999E-03,0.235E-03,0.050E-03,0.120E-03
2427,21.1,22.8,3.137E-03,0.149E-03,0.028E-03,0.065E-03,5.076E-03,0.242E-03,0.051E-03,0.121E-03
2427,22.8,24.7,2.288E-03,0.116E-03,0.021E-03,0.047E-03,4.576E-03,0.232E-03,0.046E-03,0.110E-03
2427,24.7,26.7,2.103E-03,0.105E-03,0.019E-03,0.043E-03,5.217E-03,0.261E-03,0.053E-03,0.125E-03
2427,26.7,28.8,1.467E-03,0.084E-03,0.013E-03,0.030E-03,4.434E-03,0.254E-03,0.045E-03,0.107E-03
2427,28.8,31.1,1.285E-03,0.074E-03,0.012E-03,0.027E-03,4.772E-03,0.276E-03,0.049E-03,0.115E-03
2427,31.1,33.5,9.654E-04,0.624E-04,0.090E-04,0.199E-04,4.362E-03,0.282E-03,0.045E-03,0.105E-03
2427,33.5,36.1,9.111E-04,0.582E-04,0.086E-04,0.188E-04,5.067E-03,0.325E-03,0.053E-03,0.123E-03
2427,36.1,38.9,5.982E-04,0.454E-04,0.057E-04,0.124E-04,4.066E-03,0.309E-03,0.043E-03,0.099E-03
2427,38.9,41.9,5.170E-04,0.408E-04,0.051E-04,0.108E-04,4.271E-03,0.338E-03,0.046E-03,0.104E-03
2427,41.9,45.1,3.722E-04,0.335E-04,0.037E-04,0.078E-04,3.744E-03,0.338E-03,0.041E-03,0.092E-03
2427,45.1,48.5,3.695E-04,0.324E-04,0.038E-04,0.078E-04,4.528E-03,0.398E-03,0.051E-03,0.112E-03
2427,48.5,52.2,2.652E-04,0.263E-04,0.027E-04,0.056E-04,3.999E-03,0.398E-03,0.046E-03,0.100E-03
2427,52.2,56.1,2.078E-04,0.227E-04,0.022E-04,0.044E-04,3.809E-03,0.417E-03,0.043E-03,0.096E-03
2427,56.1,60.3,1.524E-04,0.187E-04,0.016E-04,0.032E-04,3.410E-03,0.420E-03,0.039E-03,0.086E-03
2428,1.92,2.15,2.800E-01,0.131E-01,0.026E-01,0.066E-01,3.899E-03,0.182E-03,0.043E-03,0.109E-03
2428,2.15,2.40,3.062E-01,0.121E-01,0.022E-01,0.064E-01,4.659E-03,0.185E-03,0.041E-03,0.114E-03
2428,2.40,2.67,2.814E-01,0.104E-01,0.020E-01,0.058E-01,4.767E-03,0.176E-03,0.041E-03,0.113E-03
2428,2.67,2.97,2.727E-01,0.092E-01,0.019E-01,0.056E-01,5.210E-03,0.177E-03,0.044E-03,0.121E-03
2428,2.97,3.29,2.628E-01,0.082E-01,0.019E-01,0.053E-01,5.712E-03,0.178E-03,0.049E-03,0.132E-03
2428,3.29,3.64,2.205E-01,0.067E-01,0.015E-01,0.045E-01,5.562E-03,0.169E-03,0.045E-03,0.128E-03
2428,3.64,4.02,1.912E-01,0.057E-01,0.012E-01,0.039E-01,5.670E-03,0.168E-03,0.045E-03,0.131E-03
2428,4.02,4.43,1.642E-01,0.047E-01,0.010E-01,0.034E-01,5.748E-03,0.166E-03,0.045E-03,0.133E-03
2428,4.43,4.88,1.420E-01,0.038E-01,0.009E-01,0.029E-01,5.944E-03,0.160E-03,0.047E-03,0.139E-03
2428,4.88,5.37,1.207E-01,0.031E-01,0.008E-01,0.025E-01,6.069E-03,0.158E-03,0.048E-03,0.144E-03
2428,5.37,5.90,9.750E-02,0.257E-02,0.064E-02,0.211E-02,5.927E-03,0.157E-03,0.047E-03,0.144E-03
2428,5.90,6.47,8.038E-02,0.213E-02,0.054E-02,0.179E-02,5.940E-03,0.158E-03,0.048E-03,0.147E-03
2428,6.47,7.09,6.729E-02,0.176E-02,0.046E-02,0.152E-02,6.059E-03,0.158E-03,0.050E-03,0.153E-03
2428,7.09,7.76,5.524E-02,0.144E-02,0.038E-02,0.126E-02,6.096E-03,0.159E-03,0.050E-03,0.155E-03
2428,7.76,8.48,4.474E-02,0.118E-02,0.032E-02,0.102E-02,6.093E-03,0.161E-03,0.051E-03,0.155E-03
2428,8.48,9.26,3.451E-02,0.096E-02,0.025E-02,0.079E-02,5.747E-03,0.160E-03,0.049E-03,0.146E-03
2428,9.26,10.1,2.838E-02,0.082E-02,0.021E-02,0.064E-02,5.831E-03,0.169E-03,0.050E-03,0.148E-03
2428,10.1,11.0,2.268E-02,0.069E-02,0.017E-02,0.051E-02,5.710E-03,0.175E-03,0.049E-03,0.144E-03
2428,11.0,12.0,1.920E-02,0.059E-02,0.015E-02,0.043E-02,5.947E-03,0.185E-03,0.052E-03,0.148E-03
2428,12.0,13.0,1.496E-02,0.052E-02,0.012E-02,0.033E-02,5.707E-03,0.197E-03,0.051E-03,0.141E-03
2428,13.0,14.1,1.201E-02,0.043E-02,0.009E-02,0.026E-02,5.598E-03,0.202E-03,0.050E-03,0.137E-03
2428,14.1,15.3,9.163E-03,0.354E-03,0.072E-03,0.195E-03,5.227E-03,0.202E-03,0.047E-03,0.127E-03
2428,15.3,16.6,8.531E-03,0.320E-03,0.069E-03,0.180E-03,6.011E-03,0.226E-03,0.055E-03,0.145E-03
2428,16.6,18.0,6.188E-03,0.255E-03,0.050E-03,0.129E-03,5.368E-03,0.221E-03,0.050E-03,0.129E-03
2428,18.0,19.5,4.470E-03,0.201E-03,0.036E-03,0.093E-03,4.777E-03,0.215E-03,0.044E-03,0.114E-03
2428,19.5,21.1,4.085E-03,0.178E-03,0.033E-03,0.084E-03,5.391E-03,0.235E-03,0.049E-03,0.129E-03
2428,21.1,22.8,2.917E-03,0.140E-03,0.023E-03,0.060E-03,4.713E-03,0.226E-03,0.043E-03,0.113E-03
2428,22.8,24.7,2.329E-03,0.113E-03,0.019E-03,0.048E-03,4.630E-03,0.226E-03,0.043E-03,0.111E-03
2428,24.7,26.7,1.893E-03,0.096E-03,0.016E-03,0.039E-03,4.657E-03,0.237E-03,0.044E-03,0.112E-03
2428,26.7,28.8,1.473E-03,0.080E-03,0.012E-03,0.030E-03,4.425E-03,0.242E-03,0.042E-03,0.106E-03
2428,28.8,31.1,1.215E-03,0.069E-03,0.010E-03,0.025E-03,4.502E-03,0.255E-03,0.043E-03,0.108E-03
2428,31.1,33.5,9.964E-04,0.602E-04,0.086E-04,0.206E-04,4.461E-03,0.270E-03,0.043E-03,0.108E-03
2428,33.5,36.1,7.804E-04,0.510E-04,0.069E-04,0.161E-04,4.293E-03,0.281E-03,0.042E-03,0.104E-03
2428,36.1,38.9,6.520E-04,0.448E-04,0.058E-04,0.135E-04,4.357E-03,0.300E-03,0.044E-03,0.106E-03
2428,38.9,41.9,4.477E-04,0.359E-04,0.041E-04,0.093E-04,3.687E-03,0.296E-03,0.038E-03,0.090E-03
2428,41.9,45.1,4.063E-04,0.331E-04,0.038E-04,0.085E-04,4.080E-03,0.333E-03,0.043E-03,0.100E-03
2428,45.1,48.5,3.474E-04,0.297E-04,0.033E-04,0.073E-04,4.215E-03,0.361E-03,0.045E-03,0.105E-03
2428,48.5,52.2,2.938E-04,0.262E-04,0.029E-04,0.062E-04,4.391E-03,0.392E-03,0.047E-03,0.110E-03
2428,52.2,56.1,1.619E-04,0.189E-04,0.016E-04,0.034E-04,2.964E-03,0.347E-03,0.032E-03,0.074E-03
2428,56.1,60.3,1.622E-04,0.183E-04,0.016E-04,0.034E-04,3.594E-03,0.405E-03,0.039E-03,0.091E-03
2429,1.92,2.15,2.661E-01,0.122E-01,0.022E-01,0.063E-01,3.713E-03,0.170E-03,0.038E-03,0.104E-03
2429,2.15,2.40,2.853E-01,0.112E-01,0.014E-01,0.060E-01,4.340E-03,0.171E-03,0.031E-03,0.106E-03
2429,2.40,2.67,2.781E-01,0.098E-01,0.014E-01,0.057E-01,4.703E-03,0.166E-03,0.033E-03,0.112E-03
2429,2.67,2.97,2.713E-01,0.088E-01,0.016E-01,0.055E-01,5.174E-03,0.167E-03,0.038E-03,0.120E-03
2429,2.97,3.29,2.662E-01,0.078E-01,0.015E-01,0.054E-01,5.774E-03,0.169E-03,0.042E-03,0.133E-03
2429,3.29,3.64,2.332E-01,0.065E-01,0.010E-01,0.048E-01,5.866E-03,0.165E-03,0.037E-03,0.135E-03
2429,3.64,4.02,1.904E-01,0.054E-01,0.006E-01,0.039E-01,5.619E-03,0.159E-03,0.032E-03,0.130E-03
2429,4.02,4.43,1.664E-01,0.045E-01,0.005E-01,0.034E-01,5.821E-03,0.158E-03,0.032E-03,0.135E-03
2429,4.43,4.88,1.373E-01,0.036E-01,0.005E-01,0.028E-01,5.724E-03,0.149E-03,0.033E-03,0.134E-03
2429,4.88,5.37,1.175E-01,0.029E-01,0.006E-01,0.025E-01,5.886E-03,0.148E-03,0.038E-03,0.139E-03
2429,5.37,5.90,1.007E-01,0.025E-01,0.005E-01,0.022E-01,6.094E-03,0.151E-03,0.038E-03,0.148E-03
2429,5.90,6.47,8.583E-02,0.210E-02,0.035E-02,0.191E-02,6.308E-03,0.155E-03,0.038E-03,0.156E-03
2429,6.47,7.09,6.600E-02,0.166E-02,0.029E-02,0.149E-02,5.921E-03,0.149E-03,0.037E-03,0.149E-03
2429,7.09,7.76,5.523E-02,0.137E-02,0.024E-02,0.126E-02,6.077E-03,0.151E-03,0.037E-03,0.154E-03
2429,7.76,8.48,4.586E-02,0.115E-02,0.020E-02,0.105E-02,6.178E-03,0.155E-03,0.038E-03,0.157E-03
2429,8.48,9.26,3.575E-02,0.094E-02,0.017E-02,0.082E-02,5.927E-03,0.156E-03,0.038E-03,0.151E-03
2429,9.26,10.1,2.869E-02,0.079E-02,0.014E-02,0.065E-02,5.859E-03,0.162E-03,0.038E-03,0.148E-03
2429,10.1,11.0,2.292E-02,0.067E-02,0.012E-02,0.052E-02,5.753E-03,0.169E-03,0.039E-03,0.145E-03
2429,11.0,12.0,1.931E-02,0.057E-02,0.010E-02,0.043E-02,5.953E-03,0.177E-03,0.041E-03,0.148E-03
2429,12.0,13.0,1.445E-02,0.049E-02,0.008E-02,0.032E-02,5.456E-03,0.184E-03,0.038E-03,0.135E-03
2429,13.0,14.1,1.193E-02,0.041E-02,0.007E-02,0.026E-02,5.539E-03,0.192E-03,0.039E-03,0.135E-03
2429,14.1,15.3,1.015E-02,0.036E-02,0.006E-02,0.022E-02,5.761E-03,0.203E-03,0.041E-03,0.140E-03
2429,15.3,16.6,7.438E-03,0.285E-03,0.046E-03,0.157E-03,5.228E-03,0.201E-03,0.039E-03,0.126E-03
2429,16.6,18.0,6.182E-03,0.243E-03,0.039E-03,0.129E-03,5.343E-03,0.210E-03,0.041E-03,0.128E-03
2429,18.0,19.5,4.514E-03,0.192E-03,0.028E-03,0.094E-03,4.811E-03,0.205E-03,0.036E-03,0.115E-03
2429,19.5,21.1,4.057E-03,0.168E-03,0.024E-03,0.084E-03,5.325E-03,0.221E-03,0.039E-03,0.127E-03
2429,21.1,22.8,3.160E-03,0.138E-03,0.019E-03,0.065E-03,5.076E-03,0.222E-03,0.037E-03,0.121E-03
2429,22.8,24.7,2.545E-03,0.112E-03,0.015E-03,0.052E-03,5.025E-03,0.222E-03,0.037E-03,0.120E-03
2429,24.7,26.7,1.905E-03,0.092E-03,0.012E-03,0.039E-03,4.650E-03,0.224E-03,0.035E-03,0.112E-03
2429,26.7,28.8,1.628E-03,0.081E-03,0.010E-03,0.034E-03,4.846E-03,0.242E-03,0.037E-03,0.117E-03
2429,28.8,31.1,1.289E-03,0.068E-03,0.008E-03,0.027E-03,4.743E-03,0.251E-03,0.037E-03,0.114E-03
2429,31.1,33.5,9.285E-04,0.561E-04,0.062E-04,0.192E-04,4.154E-03,0.252E-03,0.033E-03,0.100E-03
2429,33.5,36.1,8.369E-04,0.512E-04,0.057E-04,0.173E-04,4.592E-03,0.281E-03,0.037E-03,0.111E-03
2429,36.1,38.9,6.426E-04,0.432E-04,0.046E-04,0.133E-04,4.283E-03,0.289E-03,0.035E-03,0.104E-03
2429,38.9,41.9,5.436E-04,0.384E-04,0.040E-04,0.113E-04,4.421E-03,0.313E-03,0.038E-03,0.108E-03
2429,41.9,45.1,4.050E-04,0.321E-04,0.031E-04,0.085E-04,4.044E-03,0.321E-03,0.035E-03,0.100E-03
2429,45.1,48.5,3.319E-04,0.282E-04,0.026E-04,0.070E-04,4.046E-03,0.344E-03,0.036E-03,0.100E-03
2429,48.5,52.2,2.574E-04,0.238E-04,0.021E-04,0.054E-04,3.858E-03,0.357E-03,0.035E-03,0.096E-03
2429,52.2,56.1,2.399E-04,0.224E-04,0.020E-04,0.051E-04,4.369E-03,0.408E-03,0.040E-03,0.110E-03
2429,56.1,60.3,1.697E-04,0.181E-04,0.014E-04,0.036E-04,3.756E-03,0.402E-03,0.034E-03,0.095E-03
2430,1.92,2.15,3.034E-01,0.129E-01,0.047E-01,0.072E-01,4.163E-03,0.177E-03,0.068E-03,0.116E-03
2430,2.15,2.40,2.883E-01,0.112E-01,0.024E-01,0.060E-01,4.356E-03,0.169E-03,0.042E-03,0.107E-03
2430,2.40,2.67,2.916E-01,0.100E-01,0.016E-01,0.060E-01,4.904E-03,0.169E-03,0.035E-03,0.116E-03
2430,2.67,2.97,2.874E-01,0.090E-01,0.016E-01,0.059E-01,5.457E-03,0.170E-03,0.039E-03,0.127E-03
2430,2.97,3.29,2.646E-01,0.077E-01,0.018E-01,0.054E-01,5.709E-03,0.167E-03,0.045E-03,0.132E-03
2430,3.29,3.64,2.237E-01,0.063E-01,0.010E-01,0.046E-01,5.608E-03,0.159E-03,0.035E-03,0.129E-03
2430,3.64,4.02,1.934E-01,0.054E-01,0.007E-01,0.040E-01,5.684E-03,0.158E-03,0.031E-03,0.132E-03
2430,4.02,4.43,1.753E-01,0.046E-01,0.006E-01,0.036E-01,6.129E-03,0.161E-03,0.032E-03,0.142E-03
2430,4.43,4.88,1.408E-01,0.036E-01,0.005E-01,0.029E-01,5.857E-03,0.149E-03,0.031E-03,0.137E-03
2430,4.88,5.37,1.221E-01,0.030E-01,0.004E-01,0.026E-01,6.110E-03,0.149E-03,0.033E-03,0.145E-03
2430,5.37,5.90,1.029E-01,0.025E-01,0.004E-01,0.022E-01,6.217E-03,0.151E-03,0.034E-03,0.151E-03
2430,5.90,6.47,8.616E-02,0.208E-02,0.034E-02,0.192E-02,6.339E-03,0.153E-03,0.036E-03,0.157E-03
2430,6.47,7.09,6.960E-02,0.168E-02,0.029E-02,0.158E-02,6.232E-03,0.151E-03,0.036E-03,0.157E-03
2430,7.09,7.76,5.471E-02,0.135E-02,0.024E-02,0.125E-02,6.038E-03,0.149E-03,0.035E-03,0.153E-03
2430,7.76,8.48,4.432E-02,0.111E-02,0.020E-02,0.101E-02,6.004E-03,0.151E-03,0.036E-03,0.153E-03
2430,8.48,9.26,3.752E-02,0.095E-02,0.018E-02,0.086E-02,6.234E-03,0.158E-03,0.039E-03,0.159E-03
2430,9.26,10.1,2.877E-02,0.078E-02,0.015E-02,0.065E-02,5.886E-03,0.160E-03,0.038E-03,0.149E-03
2430,10.1,11.0,2.317E-02,0.066E-02,0.012E-02,0.052E-02,5.830E-03,0.167E-03,0.038E-03,0.147E-03
2430,11.0,12.0,1.895E-02,0.056E-02,0.011E-02,0.042E-02,5.853E-03,0.173E-03,0.040E-03,0.146E-03
2430,12.0,13.0,1.616E-02,0.051E-02,0.009E-02,0.035E-02,6.132E-03,0.193E-03,0.042E-03,0.151E-03
2430,13.0,14.1,1.273E-02,0.042E-02,0.007E-02,0.027E-02,5.920E-03,0.196E-03,0.041E-03,0.145E-03
2430,14.1,15.3,9.398E-03,0.338E-03,0.055E-03,0.200E-03,5.378E-03,0.194E-03,0.038E-03,0.130E-03
2430,15.3,16.6,7.997E-03,0.291E-03,0.048E-03,0.168E-03,5.611E-03,0.205E-03,0.040E-03,0.135E-03
2430,16.6,18.0,6.190E-03,0.239E-03,0.038E-03,0.129E-03,5.370E-03,0.208E-03,0.039E-03,0.129E-03
2430,18.0,19.5,5.134E-03,0.201E-03,0.031E-03,0.107E-03,5.463E-03,0.215E-03,0.039E-03,0.131E-03
2430,19.5,21.1,4.175E-03,0.168E-03,0.025E-03,0.086E-03,5.494E-03,0.221E-03,0.040E-03,0.131E-03
2430,21.1,22.8,3.334E-03,0.139E-03,0.021E-03,0.069E-03,5.374E-03,0.225E-03,0.039E-03,0.129E-03
2430,22.8,24.7,2.454E-03,0.108E-03,0.015E-03,0.051E-03,4.832E-03,0.214E-03,0.036E-03,0.116E-03
2430,24.7,26.7,1.938E-03,0.091E-03,0.012E-03,0.040E-03,4.731E-03,0.222E-03,0.035E-03,0.114E-03
2430,26.7,28.8,1.502E-03,0.076E-03,0.010E-03,0.031E-03,4.525E-03,0.231E-03,0.034E-03,0.109E-03
2430,28.8,31.1,1.174E-03,0.064E-03,0.008E-03,0.024E-03,4.277E-03,0.233E-03,0.033E-03,0.103E-03
2430,31.1,33.5,9.866E-04,0.568E-04,0.067E-04,0.204E-04,4.446E-03,0.256E-03,0.035E-03,0.107E-03
2430,33.5,36.1,6.847E-04,0.454E-04,0.047E-04,0.142E-04,3.782E-03,0.251E-03,0.030E-03,0.092E-03
2430,36.1,38.9,6.241E-04,0.418E-04,0.044E-04,0.130E-04,4.217E-03,0.283E-03,0.034E-03,0.103E-03
2430,38.9,41.9,4.851E-04,0.356E-04,0.036E-04,0.101E-04,4.013E-03,0.295E-03,0.034E-03,0.098E-03
2430,41.9,45.1,4.067E-04,0.315E-04,0.031E-04,0.085E-04,4.081E-03,0.317E-03,0.035E-03,0.100E-03
2430,45.1,48.5,2.722E-04,0.250E-04,0.022E-04,0.057E-04,3.361E-03,0.309E-03,0.030E-03,0.083E-03
2430,48.5,52.2,2.169E-04,0.214E-04,0.018E-04,0.046E-04,3.256E-03,0.322E-03,0.029E-03,0.081E-03
2430,52.2,56.1,2.016E-04,0.201E-04,0.016E-04,0.043E-04,3.716E-03,0.371E-03,0.034E-03,0.093E-03
2430,56.1,60.3,1.833E-04,0.185E-04,0.015E-04,0.039E-04,4.074E-03,0.412E-03,0.036E-03,0.103E-03
2431,1.92,2.15,2.436E-01,0.113E-01,0.028E-01,0.057E-01,3.692E-03,0.172E-03,0.049E-03,0.103E-03
2431,2.15,2.40,2.801E-01,0.108E-01,0.018E-01,0.059E-01,4.598E-03,0.178E-03,0.038E-03,0.113E-03
2431,2.40,2.67,2.672E-01,0.094E-01,0.013E-01,0.055E-01,4.848E-03,0.172E-03,0.033E-03,0.115E-03
2431,2.67,2.97,2.623E-01,0.084E-01,0.012E-01,0.054E-01,5.313E-03,0.171E-03,0.034E-03,0.124E-03
2431,2.97,3.29,2.393E-01,0.073E-01,0.009E-01,0.049E-01,5.505E-03,0.168E-03,0.032E-03,0.127E-03
