date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
2.97,4.02,4.818,0.045,0.048,0.079
4.02,5.9,2.043,0.017,0.02,0.03
5.9,7.09,0.8992,0.0117,0.009,0.0134
7.09,8.48,0.5316,0.0078,0.0053,0.0079
8.48,11.0,0.2583,0.0039,0.0026,0.0038
11.0,16.6,0.09054,0.00144,0.00091,0.00135
16.6,22.8,0.02707,0.00064,0.00027,0.0004
22.8,41.9,0.005826,0.000142,5.8e-05,8.7e-05
1.0,1.71,22.82,0.43,0.46,0.66
1.71,2.97,10.93,0.08,0.16,0.23
2.97,4.02,4.761,0.045,0.048,0.078
4.02,5.9,2.059,0.017,0.021,0.031
5.9,7.09,0.9391,0.012,0.0094,0.014
7.09,8.48,0.5197,0.0077,0.0052,0.0077
8.48,11.0,0.2667,0.0039,0.0027,0.004
11.0,16.6,0.09369,0.00147,0.00094,0.00139
16.6,22.8,0.02693,0.00064,0.00027,0.0004
22.8,41.9,0.006157,0.000147,6.2e-05,9.2e-05
1.0,1.71,22.98,0.51,0.46,0.67
1.71,2.97,10.94,0.09,0.16,0.23
2.97,4.02,4.811,0.048,0.048,0.079
4.02,5.9,2.036,0.018,0.02,0.03
5.9,7.09,0.8798,0.0121,0.0088,0.0131
7.09,8.48,0.5145,0.008,0.0051,0.0076
8.48,11.0,0.2651,0.0041,0.0027,0.0039
11.0,16.6,0.08828,0.00146,0.00088,0.00131
16.6,22.8,0.02592,0.00065,0.00026,0.00039
22.8,41.9,0.006123,0.000149,6.1e-05,9.1e-05
1.0,1.71,23.23,0.47,0.46,0.67
1.71,2.97,10.92,0.08,0.16,0.23
2.97,4.02,4.713,0.045,0.047,0.077
4.02,5.9,2.057,0.017,0.021,0.031
5.9,7.09,0.8888,0.0117,0.0089,0.0132
7.09,8.48,0.5329,0.0078,0.0053,0.0079
8.48,11.0,0.2748,0.004,0.0027,0.0041
11.0,16.6,0.09038,0.00145,0.0009,0.00134
16.6,22.8,0.02683,0.00064,0.00027,0.0004
22.8,41.9,0.005801,0.000143,5.8e-05,8.6e-05
1.0,1.71,23.65,0.43,0.47,0.69
1.71,2.97,11.01,0.08,0.17,0.23
2.97,4.02,4.804,0.045,0.048,0.079
4.02,5.9,2.105,0.018,0.021,0.031
5.9,7.09,0.9198,0.0119,0.0092,0.0137
7.09,8.48,0.5212,0.0077,0.0052,0.0077
8.48,11.0,0.2723,0.004,0.0027,0.004
11.0,16.6,0.09134,0.00145,0.00091,0.00136
16.6,22.8,0.02806,0.00066,0.00028,0.00042
22.8,41.9,0.006061,0.000146,6.1e-05,9e-05
1.0,1.71,23.05,0.41,0.46,0.67
1.71,2.97,11.16,0.08,0.17,0.24
2.97,4.02,4.811,0.045,0.048,0.079
4.02,5.9,2.085,0.017,0.021,0.031
5.9,7.09,0.9214,0.0119,0.0092,0.0137
7.09,8.48,0.5347,0.0078,0.0053,0.0079
8.48,11.0,0.2726,0.004,0.0027,0.0041
11.0,16.6,0.08856,0.00142,0.00089,0.00132
16.6,22.8,0.02637,0.00063,0.00026,0.00039
22.8,41.9,0.006379,0.000149,6.4e-05,9.5e-05
1.0,1.71,22.69,0.51,0.45,0.66
1.71,2.97,11.12,0.08,0.17,0.24
2.97,4.02,4.875,0.045,0.049,0.08
4.02,5.9,2.096,0.018,0.021,0.031
5.9,7.09,0.9264,0.0119,0.0093,0.0138
7.09,8.48,0.5254,0.0078,0.0053,0.0078
8.48,11.0,0.2712,0.004,0.0027,0.004
11.0,16.6,0.09213,0.00145,0.00092,0.00137
16.6,22.8,0.02673,0.00064,0.00027,0.0004
22.8,41.9,0.006404,0.000149,6.4e-05,9.5e-05
1.0,1.71,23.27,0.47,0.47,0.67
1.71,2.97,11.01,0.08,0.17,0.23
2.97,4.02,4.726,0.044,0.047,0.078
4.02,5.9,2.029,0.017,0.02,0.03
5.9,7.09,0.9172,0.0118,0.0092,0.0136
7.09,8.48,0.5312,0.0078,0.0053,0.0079
8.48,11.0,0.2661,0.0039,0.0027,0.004
11.0,16.6,0.09007,0.00144,0.0009,0.00134
16.6,22.8,0.02714,0.00065,0.00027,0.0004
22.8,41.9,0.006265,0.000148,6.3e-05,9.3e-05
1.0,1.71,23.08,0.42,0.46,0.67
1.71,2.97,11.14,0.08,0.17,0.24
2.97,4.02,4.747,0.045,0.047,0.078
4.02,5.9,2.051,0.017,0.021,0.03
5.9,7.09,0.9182,0.0118,0.0092,0.0136
7.09,8.48,0.5369,0.0078,0.0054,0.008
8.48,11.0,0.2721,0.004,0.0027,0.004
11.0,16.6,0.0909,0.00144,0.00091,0.00135
16.6,22.8,0.02673,0.00064,0.00027,0.0004
22.8,41.9,0.006407,0.000149,6.4e-05,9.5e-05
1.0,1.71,22.73,0.41,0.45,0.66
1.71,2.97,10.96,0.08,0.16,0.23
2.97,4.02,4.826,0.045,0.048,0.079
4.02,5.9,2.069,0.017,0.021,0.031
5.9,7.09,0.9087,0.0118,0.0091,0.0135
7.09,8.48,0.5217,0.0077,0.0052,0.0078
8.48,11.0,0.2658,0.0039,0.0027,0.004
11.0,16.6,0.09421,0.00147,0.00094,0.0014
16.6,22.8,0.02733,0.00064,0.00027,0.00041
22.8,41.9,0.005768,0.000142,5.8e-05,8.6e-05
1.0,1.71,22.48,0.55,0.45,0.65
1.71,2.97,11.06,0.08,0.17,0.23
2.97,4.02,4.758,0.045,0.048,0.078
4.02,5.9,2.091,0.017,0.021,0.031
5.9,7.09,0.9316,0.0119,0.0093,0.0138
7.09,8.48,0.53,0.0078,0.0053,0.0079
8.48,11.0,0.2681,0.0039,0.0027,0.004
11.0,16.6,0.09006,0.00144,0.0009,0.00134
16.6,22.8,0.02581,0.00063,0.00026,0.00038
22.8,41.9,0.006167,0.000147,6.2e-05,9.2e-05
1.0,1.71,24.27,0.48,0.49,0.7
1.71,2.97,11.21,0.08,0.17,0.24
2.97,4.02,4.796,0.045,0.048,0.079
4.02,5.9,2.076,0.017,0.021,0.031
5.9,7.09,0.9507,0.012,0.0095,0.0141
7.09,8.48,0.5224,0.0077,0.0052,0.0078
8.48,11.0,0.2718,0.004,0.0027,0.004
11.0,16.6,0.09198,0.00145,0.00092,0.00137
16.6,22.8,0.02644,0.00063,0.00026,0.00039
22.8,41.9,0.005902,0.000144,5.9e-05,8.8e-05
1.0,1.71,22.41,0.78,0.45,0.65
1.71,2.97,11.05,0.15,0.17,0.23
2.97,4.02,4.842,0.073,0.048,0.079
4.02,5.9,2.027,0.026,0.02,0.03
5.9,7.09,0.9026,0.0169,0.009,0.0134
7.09,8.48,0.5386,0.0112,0.0054,0.008
8.48,11.0,0.2621,0.0055,0.0026,0.0039
11.0,16.6,0.08961,0.0011,0.0009,0.00133
16.6,22.8,0.02781,0.0009,0.00028,0.00041
22.8,41.9,0.005914,0.0002,5.9e-05,8.8e-05
1.0,1.71,21.95,0.47,0.44,0.64
1.71,2.97,11.22,0.09,0.17,0.24
2.97,4.02,4.813,0.048,0.048,0.079
4.02,5.9,2.046,0.018,0.02,0.03
5.9,7.09,0.9159,0.0121,0.0092,0.0136
7.09,8.48,0.5283,0.0079,0.0053,0.0079
8.48,11.0,0.2642,0.004,0.0026,0.0039
11.0,16.6,0.09111,0.00146,0.00091,0.00136
16.6,22.8,0.02686,0.00064,0.00027,0.0004
22.8,41.9,0.00638,0.00015,6.4e-05,9.5e-05
1.0,1.71,21.28,0.6,0.43,0.62
1.71,2.97,10.99,0.09,0.16,0.23
2.97,4.02,4.824,0.047,0.048,0.079
4.02,5.9,2.079,0.018,0.021,0.031
5.9,7.09,0.9194,0.012,0.0092,0.0137
7.09,8.48,0.539,0.008,0.0054,0.008
8.48,11.0,0.2644,0.004,0.0026,0.0039
11.0,16.6,0.09194,0.00147,0.00092,0.00137
16.6,22.8,0.02777,0.00065,0.00028,0.00041
22.8,41.9,0.005985,0.000145,6e-05,8.9e-05
1.0,1.71,21.79,0.67,0.44,0.63
1.71,2.97,10.82,0.09,0.16,0.23
2.97,4.02,4.833,0.047,0.048,0.079
4.02,5.9,2.063,0.018,0.021,0.031
5.9,7.09,0.9407,0.0122,0.0094,0.014
7.09,8.48,0.5328,0.0079,0.0053,0.0079
8.48,11.0,0.2771,0.0041,0.0028,0.0041
11.0,16.6,0.08969,0.00145,0.0009,0.00133
16.6,22.8,0.02623,0.00064,0.00026,0.00039
22.8,41.9,0.006121,0.000147,6.1e-05,9.1e-05
1.0,1.71,21.68,0.64,0.43,0.63
1.71,2.97,11.04,0.09,0.17,0.23
2.97,4.02,4.8,0.047,0.048,0.079
4.02,5.9,2.074,0.018,0.021,0.031
5.9,7.09,0.9187,0.012,0.0092,0.0137
7.09,8.48,0.5401,0.0079,0.0054,0.008
8.48,11.0,0.2765,0.004,0.0028,0.0041
11.0,16.6,0.08941,0.00144,0.00089,0.00133
16.6,22.8,0.02569,0.00063,0.00026,0.00038
22.8,41.9,0.005962,0.000145,6e-05,8.9e-05
1.0,1.71,23.47,0.55,0.47,0.68
1.71,2.97,11.17,0.09,0.17,0.24
2.97,4.02,4.801,0.046,0.048,0.079
4.02,5.9,2.059,0.017,0.021,0.031
5.9,7.09,0.94,0.0121,0.0094,0.014
7.09,8.48,0.5472,0.0079,0.0055,0.0081
8.48,11.0,0.2703,0.004,0.0027,0.004
11.0,16.6,0.09071,0.00144,0.00091,0.00135
16.6,22.8,0.02653,0.00064,0.00027,0.00039
22.8,41.9,0.006016,0.000145,6e-05,8.9e-05
1.0,1.71,23.29,0.58,0.47,0.68
1.71,2.97,11.1,0.08,0.17,0.24
2.97,4.02,4.804,0.046,0.048,0.079
4.02,5.9,2.059,0.017,0.021,0.031
5.9,7.09,0.9059,0.0118,0.0091,0.0135
7.09,8.48,0.5472,0.0079,0.0055,0.0081
8.48,11.0,0.2629,0.0039,0.0026,0.0039
11.0,16.6,0.0903,0.00144,0.0009,0.00134
16.6,22.8,0.02554,0.00062,0.00026,0.00038
22.8,41.9,0.006246,0.000147,6.2e-05,9.3e-05
1.0,1.71,22.89,0.56,0.46,0.66
1.71,2.97,11.06,0.08,0.17,0.23
2.97,4.02,4.709,0.045,0.047,0.077
4.02,5.9,2.062,0.017,0.021,0.031
5.9,7.09,0.9198,0.0119,0.0092,0.0137
7.09,8.48,0.52,0.0077,0.0052,0.0077
8.48,11.0,0.2647,0.0039,0.0026,0.0039
11.0,16.6,0.09241,0.00145,0.00092,0.00137
16.6,22.8,0.02601,0.00063,0.00026,0.00039
22.8,41.9,0.006075,0.000146,6.1e-05,9e-05
1.0,1.71,22.07,0.54,0.44,0.64
1.71,2.97,11.07,0.08,0.17,0.23
2.97,4.02,4.779,0.045,0.048,0.078
4.02,5.9,2.045,0.017,0.02,0.03
5.9,7.09,0.9027,0.0117,0.009,0.0134
7.09,8.48,0.5254,0.0077,0.0053,0.0078
8.48,11.0,0.2613,0.0039,0.0026,0.0039
11.0,16.6,0.09218,0.00145,0.00092,0.00137
16.6,22.8,0.02577,0.00063,0.00026,0.00038
22.8,41.9,0.006605,0.000152,6.6e-05,9.8e-05
1.0,1.71,25.33,0.84,0.51,0.73
1.71,2.97,10.92,0.12,0.16,0.23
2.97,4.02,4.763,0.069,0.048,0.078
4.02,5.9,2.058,0.028,0.021,0.031
5.9,7.09,0.9126,0.0205,0.0091,0.0136
7.09,8.48,0.5203,0.0135,0.0052,0.0077
8.48,11.0,0.2611,0.0069,0.0026,0.0039
11.0,16.6,0.09053,0.00257,0.00091,0.00135
16.6,22.8,0.02629,0.00115,0.00026,0.00039
22.8,41.9,0.006181,0.000263,6.2e-05,9.2e-05
1.0,1.71,20.71,0.85,0.41,0.6
1.71,2.97,10.89,0.16,0.16,0.23
2.97,4.02,4.701,0.071,0.047,0.077
4.02,5.9,2.041,0.024,0.02,0.03
5.9,7.09,0.9297,0.0158,0.0093,0.0138
7.09,8.48,0.5488,0.0104,0.0055,0.0082
8.48,11.0,0.2678,0.0051,0.0027,0.004
11.0,16.6,0.08839,0.00184,0.00088,0.00131
16.6,22.8,0.02668,0.00082,0.00027,0.0004
22.8,41.9,0.005985,0.000188,6e-05,8.9e-05
1.0,1.71,22.59,0.52,0.45,0.66
1.71,2.97,11.15,0.09,0.17,0.24
2.97,4.02,4.807,0.046,0.048,0.079
4.02,5.9,2.093,0.017,0.021,0.031
5.9,7.09,0.9137,0.0118,0.0091,0.0136
7.09,8.48,0.5249,0.0077,0.0052,0.0078
8.48,11.0,0.2707,0.004,0.0027,0.004
11.0,16.6,0.09308,0.00145,0.00093,0.00138
16.6,22.8,0.0264,0.00063,0.00026,0.00039
22.8,41.9,0.006298,0.000148,6.3e-05,9.4e-05
1.0,1.71,24.05,0.62,0.48,0.7
1.71,2.97,11.22,0.08,0.17,0.24
2.97,4.02,4.783,0.045,0.048,0.078
4.02,5.9,2.085,0.017,0.021,0.031
5.9,7.09,0.9209,0.0119,0.0092,0.0137
7.09,8.48,0.5223,0.0078,0.0052,0.0078
8.48,11.0,0.2637,0.0039,0.0026,0.0039
11.0,16.6,0.08936,0.00143,0.00089,0.00133
16.6,22.8,0.02673,0.00064,0.00027,0.0004
22.8,41.9,0.006004,0.000145,6e-05,8.9e-05
1.0,1.71,22.96,0.55,0.46,0.67
1.71,2.97,11.05,0.08,0.17,0.23
2.97,4.02,4.837,0.046,0.048,0.079
4.02,5.9,2.083,0.017,0.021,0.031
5.9,7.09,0.9186,0.0118,0.0092,0.0137
7.09,8.48,0.5203,0.0077,0.0052,0.0077
8.48,11.0,0.2675,0.0039,0.0027,0.004
11.0,16.6,0.08882,0.00143,0.00089,0.00132
16.6,22.8,0.02721,0.00064,0.00027,0.00041
22.8,41.9,0.006097,0.000145,6.1e-05,9.1e-05
1.0,1.71,24.04,0.6,0.48,0.7
1.71,2.97,11.16,0.08,0.17,0.24
2.97,4.02,4.823,0.045,0.048,0.079
4.02,5.9,2.069,0.017,0.021,0.031
5.9,7.09,0.9176,0.0118,0.0092,0.0136
7.09,8.48,0.5379,0.0078,0.0054,0.008
8.48,11.0,0.2741,0.004,0.0027,0.0041
11.0,16.6,0.09019,0.00144,0.0009,0.00134
16.6,22.8,0.02678,0.00064,0.00027,0.0004
22.8,41.9,0.006241,0.000147,6.2e-05,9.3e-05
1.0,1.71,24.07,0.58,0.48,0.7
1.71,2.97,11.15,0.09,0.17,0.24
2.97,4.02,4.889,0.046,0.049,0.08
4.02,5.9,2.073,0.017,0.021,0.031
5.9,7.09,0.9109,0.0118,0.0091,0.0135
7.09,8.48,0.5281,0.0078,0.0053,0.0079
8.48,11.0,0.2655,0.0039,0.0027,0.0039
11.0,16.6,0.09038,0.00144,0.0009,0.00134
16.6,22.8,0.02878,0.00066,0.00029,0.00043
22.8,41.9,0.006167,0.000147,6.2e-05,9.2e-05
1.0,1.71,22.57,0.47,0.45,0.65
1.71,2.97,11.21,0.08,0.17,0.24
2.97,4.02,4.782,0.045,0.048,0.078
4.02,5.9,2.078,0.017,0.021,0.031
5.9,7.09,0.9342,0.0119,0.0093,0.0139
7.09,8.48,0.5301,0.0078,0.0053,0.0079
8.48,11.0,0.2593,0.0039,0.0026,0.0039
11.0,16.6,0.09336,0.00146,0.00093,0.00139
16.6,22.8,0.0268,0.00064,0.00027,0.0004
22.8,41.9,0.006081,0.000145,6.1e-05,9e-05
1.0,1.71,22.73,0.53,0.45,0.66
1.71,2.97,11.16,0.09,0.17,0.24
2.97,4.02,4.799,0.045,0.048,0.079
4.02,5.9,2.05,0.017,0.021,0.03
5.9,7.09,0.9363,0.0119,0.0094,0.0139
7.09,8.48,0.5359,0.0078,0.0054,0.008
8.48,11.0,0.2625,0.0039,0.0026,0.0039
11.0,16.6,0.09328,0.00146,0.00093,0.00139
16.6,22.8,0.02688,0.00064,0.00027,0.0004
22.8,41.9,0.005741,0.000142,5.7e-05,8.5e-05
1.0,1.71,23.84,0.49,0.48,0.69
1.71,2.97,11.24,0.08,0.17,0.24
2.97,4.02,4.871,0.045,0.049,0.08
4.02,5.9,2.098,0.017,0.021,0.031
5.9,7.09,0.9237,0.0119,0.0092,0.0137
7.09,8.48,0.5231,0.0077,0.0052,0.0078
8.48,11.0,0.268,0.0039,0.0027,0.004
11.0,16.6,0.09445,0.00147,0.00094,0.0014
16.6,22.8,0.02672,0.00064,0.00027,0.0004
22.8,41.9,0.006141,0.000147,6.1e-05,9.1e-05
1.0,1.71,23.23,0.53,0.46,0.67
1.71,2.97,11.29,0.08,0.17,0.24
2.97,4.02,4.797,0.045,0.048,0.079
4.02,5.9,2.1,0.017,0.021,0.031
5.9,7.09,0.9615,0.0121,0.0096,0.0143
7.09,8.48,0.5384,0.0078,0.0054,0.008
8.48,11.0,0.2731,0.004,0.0027,0.0041
11.0,16.6,0.09063,0.00144,0.00091,0.00135
16.6,22.8,0.02735,0.00064,0.00027,0.00041
22.8,41.9,0.006008,0.000145,6e-05,8.9e-05
1.0,1.71,24.36,0.58,0.49,0.71
1.71,2.97,11.48,0.08,0.17,0.24
2.97,4.02,4.922,0.045,0.049,0.081
4.02,5.9,2.081,0.017,0.021,0.031
5.9,7.09,0.9529,0.012,0.0095,0.0142
7.09,8.48,0.5487,0.0079,0.0055,0.0082
8.48,11.0,0.2739,0.004,0.0027,0.0041
11.0,16.6,0.09285,0.00146,0.00093,0.00138
16.6,22.8,0.02747,0.00065,0.00027,0.00041
22.8,41.9,0.005836,0.000143,5.8e-05,8.7e-05
1.0,1.71,24.12,0.53,0.48,0.7
1.71,2.97,11.17,0.08,0.17,0.24
2.97,4.02,4.864,0.045,0.049,0.08
4.02,5.9,2.096,0.017,0.021,0.031
5.9,7.09,0.9481,0.012,0.0095,0.0141
7.09,8.48,0.5488,0.0079,0.0055,0.0082
8.48,11.0,0.2654,0.0039,0.0027,0.0039
11.0,16.6,0.08943,0.00143,0.00089,0.00133
16.6,22.8,0.02673,0.00064,0.00027,0.0004
22.8,41.9,0.005997,0.000145,6e-05,8.9e-05
1.0,1.71,23.28,0.67,0.47,0.67
1.71,2.97,11.28,0.11,0.17,0.24
2.97,4.02,4.881,0.063,0.049,0.08
4.02,5.9,2.119,0.024,0.021,0.031
5.9,7.09,0.9557,0.0167,0.0096,0.0142
7.09,8.48,0.5391,0.0108,0.0054,0.008
8.48,11.0,0.2692,0.0054,0.0027,0.004
11.0,16.6,0.08868,0.00197,0.00089,0.00132
16.6,22.8,0.02621,0.00088,0.00026,0.00039
22.8,41.9,0.005885,0.000195,5.9e-05,8.7e-05
1.0,1.71,23.15,0.73,0.46,0.67
1.71,2.97,11.11,0.08,0.17,0.24
2.97,4.02,4.91,0.045,0.049,0.081
4.02,5.9,2.122,0.018,0.021,0.032
5.9,7.09,0.9493,0.012,0.0095,0.0141
7.09,8.48,0.5357,0.0078,0.0054,0.008
8.48,11.0,0.2742,0.004,0.0027,0.0041
11.0,16.6,0.09424,0.00147,0.00094,0.0014
16.6,22.8,0.02507,0.00062,0.00025,0.00037
22.8,41.9,0.006312,0.000148,6.3e-05,9.4e-05
1.0,1.71,23.68,0.51,0.47,0.69
1.71,2.97,11.28,0.08,0.17,0.24
2.97,4.02,4.875,0.046,0.049,0.08
4.02,5.9,2.118,0.018,0.021,0.031
5.9,7.09,0.928,0.0119,0.0093,0.0138
7.09,8.48,0.5477,0.0079,0.0055,0.0081
8.48,11.0,0.2737,0.004,0.0027,0.0041
11.0,16.6,0.08973,0.00144,0.0009,0.00133
16.6,22.8,0.02751,0.00065,0.00028,0.00041
22.8,41.9,0.006273,0.000148,6.3e-05,9.3e-05
1.0,1.71,24.01,0.43,0.48,0.7
1.71,2.97,11.25,0.08,0.17,0.24
2.97,4.02,5.002,0.046,0.05,0.082
4.02,5.9,2.106,0.017,0.021,0.031
5.9,7.09,0.9419,0.012,0.0094,0.014
7.09,8.48,0.5385,0.0078,0.0054,0.008
8.48,11.0,0.2737,0.004,0.0027,0.0041
11.0,16.6,0.09343,0.00146,0.00093,0.00139
16.6,22.8,0.02542,0.00063,0.00025,0.00038
22.8,41.9,0.00643,0.00015,6.4e-05,9.6e-05
1.0,1.71,23.47,0.56,0.47,0.68
1.71,2.97,11.54,0.09,0.17,0.24
2.97,4.02,4.977,0.046,0.05,0.082
4.02,5.9,2.104,0.018,0.021,0.031
5.9,7.09,0.9345,0.012,0.0093,0.0139
7.09,8.48,0.5373,0.0079,0.0054,0.008
8.48,11.0,0.2687,0.004,0.0027,0.004
11.0,16.6,0.09305,0.00146,0.00093,0.00138
16.6,22.8,0.02679,0.00064,0.00027,0.0004
22.8,41.9,0.006232,0.000147,6.2e-05,9.3e-05
1.0,1.71,25.23,0.55,0.5,0.73
1.71,2.97,11.62,0.08,0.17,0.25
2.97,4.02,4.987,0.046,0.05,0.082
4.02,5.9,2.094,0.017,0.021,0.031
5.9,7.09,0.9262,0.0118,0.0093,0.0138
7.09,8.48,0.5403,0.0078,0.0054,0.008
8.48,11.0,0.2716,0.004,0.0027,0.004
11.0,16.6,0.09251,0.00145,0.00093,0.00138
16.6,22.8,0.02765,0.00065,0.00028,0.00041
22.8,41.9,0.006398,0.000149,6.4e-05,9.5e-05
1.0,1.71,23.62,0.52,0.47,0.68
1.71,2.97,11.55,0.09,0.17,0.25
2.97,4.02,4.962,0.046,0.05,0.081
4.02,5.9,2.095,0.017,0.021,0.031
5.9,7.09,0.9257,0.0119,0.0093,0.0138
7.09,8.48,0.5429,0.0079,0.0054,0.0081
8.48,11.0,0.2695,0.004,0.0027,0.004
11.0,16.6,0.09131,0.00145,0.00091,0.00136
16.6,22.8,0.02685,0.00064,0.00027,0.0004
22.8,41.9,0.006216,0.000147,6.2e-05,9.2e-05
1.0,1.71,23.03,0.41,0.46,0.67
1.71,2.97,11.37,0.08,0.17,0.24
2.97,4.02,4.877,0.045,0.049,0.08
4.02,5.9,2.075,0.017,0.021,0.031
5.9,7.09,0.9344,0.012,0.0093,0.0139
7.09,8.48,0.5368,0.0079,0.0054,0.008
8.48,11.0,0.2672,0.004,0.0027,0.004
11.0,16.6,0.09083,0.00145,0.00091,0.00135
16.6,22.8,0.02661,0.00064,0.00027,0.0004
22.8,41.9,0.00592,0.000144,5.9e-05,8.8e-05
1.0,1.71,23.91,0.53,0.48,0.69
1.71,2.97,11.3,0.08,0.17,0.24
2.97,4.02,4.838,0.045,0.048,0.079
4.02,5.9,2.053,0.017,0.021,0.031
5.9,7.09,0.9229,0.0118,0.0092,0.0137
7.09,8.48,0.5176,0.0077,0.0052,0.0077
8.48,11.0,0.264,0.0039,0.0026,0.0039
11.0,16.6,0.09013,0.00143,0.0009,0.00134
16.6,22.8,0.0274,0.00064,0.00027,0.00041
22.8,41.9,0.005997,0.000145,6e-05,8.9e-05
1.0,1.71,23.68,0.45,0.47,0.69
1.71,2.97,11.09,0.08,0.17,0.24
2.97,4.02,4.749,0.045,0.047,0.078
4.02,5.9,2.038,0.017,0.02,0.03
5.9,7.09,0.9115,0.0118,0.0091,0.0136
7.09,8.48,0.5198,0.0077,0.0052,0.0077
8.48,11.0,0.2634,0.0039,0.0026,0.0039
11.0,16.6,0.09075,0.00144,0.00091,0.00135
16.6,22.8,0.02707,0.00064,0.00027,0.0004
22.8,41.9,0.005948,0.000144,5.9e-05,8.8e-05
1.0,1.71,23.34,0.44,0.47,0.68
1.71,2.97,11.01,0.08,0.17,0.24
2.97,4.02,4.789,0.045,0.048,0.079
4.02,5.9,2.061,0.017,0.021,0.031
5.9,7.09,0.9084,0.0118,0.0091,0.0135
7.09,8.48,0.5108,0.0076,0.0051,0.0076
8.48,11.0,0.2601,0.0039,0.0026,0.0039
11.0,16.6,0.09129,0.00144,0.00091,0.00136
16.6,22.8,0.02576,0.00062,0.00026,0.00038
22.8,41.9,0.006052,0.000145,6.1e-05,9e-05
1.0,1.71,23.87,0.9,0.48,0.69
1.71,2.97,11.01,0.08,0.17,0.24
2.97,4.02,4.792,0.045,0.048,0.079
4.02,5.9,2.036,0.017,0.02,0.03
5.9,7.09,0.9237,0.0119,0.0092,0.0137
7.09,8.48,0.5343,0.0078,0.0053,0.0079
8.48,11.0,0.2565,0.0039,0.0026,0.0038
11.0,16.6,0.09046,0.00145,0.0009,0.00134
16.6,22.8,0.02561,0.00063,0.00026,0.00038
22.8,41.9,0.006399,0.000149,6.4e-05,9.5e-05
1.0,1.71,23.89,0.37,0.48,0.69
1.71,2.97,11.07,0.08,0.17,0.23
2.97,4.02,4.769,0.045,0.048,0.078
4.02,5.9,2.028,0.017,0.02,0.03
5.9,7.09,0.9221,0.0118,0.0092,0.0137
7.09,8.48,0.5239,0.0077,0.0052,0.0078
8.48,11.0,0.2669,0.0039,0.0027,0.004
11.0,16.6,0.08949,0.00142,0.00089,0.00133
16.6,22.8,0.02785,0.00065,0.00028,0.00041
22.8,41.9,0.006661,0.000152,6.7e-05,9.9e-05
1.0,1.71,22.63,0.51,0.45,0.66
1.71,2.97,10.88,0.08,0.16,0.23
2.97,4.02,4.721,0.045,0.047,0.077
4.02,5.9,2.059,0.017,0.021,0.031
5.9,7.09,0.9181,0.0119,0.0092,0.0137
7.09,8.48,0.5253,0.0078,0.0053,0.0078
8.48,11.0,0.2639,0.0039,0.0026,0.0039
11.0,16.6,0.0912,0.00144,0.00091,0.00136
16.6,22.8,0.02655,0.00063,0.00027,0.00039
22.8,41.9,0.006352,0.000148,6.4e-05,9.4e-05
1.0,1.71,22.41,0.82,0.45,0.65
1.71,2.97,10.9,0.2,0.16,0.23
2.97,4.02,4.695,0.083,0.047,0.077
4.02,5.9,2.055,0.029,0.021,0.031
5.9,7.09,0.9502,0.0196,0.0095,0.0141
7.09,8.48,0.5323,0.0127,0.0053,0.0079
8.48,11.0,0.2704,0.0064,0.0027,0.004
11.0,16.6,0.0882,0.00227,0.00088,0.00131
16.6,22.8,0.02746,0.00103,0.00027,0.00041
22.8,41.9,0.005903,0.000233,5.9e-05,8.8e-05
1.0,1.71,23.38,0.45,0.47,0.68
1.71,2.97,10.91,0.09,0.16,0.23
2.97,4.02,4.779,0.052,0.048,0.078
4.02,5.9,2.091,0.021,0.021,0.031
5.9,7.09,0.8807,0.0144,0.0088,0.0131
7.09,8.48,0.5382,0.0098,0.0054,0.008
8.48,11.0,0.2644,0.0049,0.0026,0.0039
11.0,16.6,0.09258,0.00185,0.00093,0.00138
16.6,22.8,0.02587,0.0008,0.00026,0.00038
22.8,41.9,0.005916,0.000181,5.9e-05,8.8e-05
1.0,1.71,23.69,0.44,0.47,0.69
1.71,2.97,11.15,0.08,0.17,0.24
2.97,4.02,4.81,0.045,0.048,0.079
4.02,5.9,2.037,0.017,0.02,0.03
5.9,7.09,0.9175,0.0118,0.0092,0.0136
7.09,8.48,0.5434,0.0078,0.0054,0.0081
8.48,11.0,0.2687,0.0039,0.0027,0.004
11.0,16.6,0.09142,0.00144,0.00091,0.00136
16.6,22.8,0.02666,0.00063,0.00027,0.0004
22.8,41.9,0.005999,0.000144,6e-05,8.9e-05
1.0,1.71,24.88,0.56,0.5,0.72
1.71,2.97,11.44,0.08,0.17,0.24
2.97,4.02,4.898,0.045,0.049,0.08
4.02,5.9,2.072,0.017,0.021,0.031
5.9,7.09,0.9399,0.0119,0.0094,0.014
7.09,8.48,0.5316,0.0078,0.0053,0.0079
8.48,11.0,0.2702,0.0039,0.0027,0.004
11.0,16.6,0.09021,0.00143,0.0009,0.00134
16.6,22.8,0.02712,0.00064,0.00027,0.0004
22.8,41.9,0.006082,0.000146,6.1e-05,9e-05
1.0,1.71,23.42,0.44,0.47,0.68
1.71,2.97,11.36,0.08,0.17,0.24
2.97,4.02,4.873,0.045,0.049,0.08
4.02,5.9,2.113,0.017,0.021,0.031
