date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
2.15,2.97,0.5101,0.04578,0.005101,0.0102016
2.97,4.02,0.2695,0.02414,0.002695,0.004042953
4.02,5.9,0.1146,0.009522,0.001146,0.001719345
5.9,7.09,0.05542,0.007124,0.0005542,0.0008313491
7.09,8.48,0.0283,0.004522,0.000283,0.0004244339
8.48,11.0,0.01173,0.002097,0.0001173,0.0001760193
11.0,16.6,0.00444,0.0008083,4.44e-05,6.660222e-05
16.6,22.8,0.002494,0.000459,2.494e-05,3.74148e-05
22.8,41.9,0.0006079,0.0001187,6.079e-06,9.119156e-06
1.0,1.33,1.78,0.2414,0.0267,0.0516262
1.33,1.71,1.377,0.1614,0.0179,0.03717814
1.71,2.15,0.7835,0.0931,0.008618,0.01880387
2.15,2.97,0.539,0.04712,0.00539,0.01078057
2.97,4.02,0.2465,0.02357,0.002465,0.003697238
4.02,5.9,0.1075,0.009721,0.001075,0.001612676
5.9,7.09,0.05078,0.007154,0.0005078,0.0007616828
7.09,8.48,0.02789,0.004675,0.0002789,0.0004184189
8.48,11.0,0.01494,0.002439,0.0001494,0.0002241743
11.0,16.6,0.004972,0.0008866,4.972e-05,7.457404e-05
16.6,22.8,0.001503,0.0004022,1.503e-05,2.255e-05
22.8,41.9,0.0002889,0.0001228,2.889e-06,4.333685e-06
1.0,1.33,2.514,0.2829,0.03771,0.07290154
1.33,1.71,1.406,0.1435,0.01828,0.03797086
1.71,2.15,0.9687,0.09299,0.01066,0.02324928
2.15,2.97,0.5102,0.03962,0.005102,0.01020461
2.97,4.02,0.2724,0.02116,0.002724,0.004085728
4.02,5.9,0.1083,0.008219,0.001083,0.001623972
5.9,7.09,0.04981,0.005993,0.0004981,0.0007471943
7.09,8.48,0.02515,0.003905,0.0002515,0.0003772697
8.48,11.0,0.01308,0.001997,0.0001308,0.0001961424
11.0,16.6,0.005253,0.0007796,5.253e-05,7.879167e-05
16.6,22.8,0.001491,0.0003284,1.491e-05,2.236215e-05
22.8,41.9,0.0003817,8.855e-05,3.817e-06,5.725198e-06
1.0,1.33,2.247,0.2619,0.03371,0.06517681
1.33,1.71,1.675,0.1629,0.02178,0.04522822
1.71,2.15,0.8488,0.08444,0.009337,0.02037117
2.15,2.97,0.522,0.04066,0.00522,0.01044071
2.97,4.02,0.2438,0.0202,0.002438,0.00365759
4.02,5.9,0.09444,0.007666,0.0009444,0.001416652
5.9,7.09,0.04746,0.00577,0.0004746,0.0007118365
7.09,8.48,0.01814,0.003211,0.0001814,0.0002721463
8.48,11.0,0.01249,0.001879,0.0001249,0.0001872795
11.0,16.6,0.006929,0.0008864,6.929e-05,0.0001039417
16.6,22.8,0.001269,0.0002989,1.269e-05,1.903212e-05
22.8,41.9,0.0004813,9.455e-05,4.813e-06,7.220096e-06
1.0,1.33,2.261,0.5451,0.03391,0.06556324
1.33,1.71,1.775,0.1943,0.02307,0.04791337
1.71,2.15,0.7834,0.101,0.008617,0.01880082
2.15,2.97,0.5431,0.04816,0.005431,0.01086206
2.97,4.02,0.2936,0.02501,0.002936,0.004404035
4.02,5.9,0.09748,0.008595,0.0009748,0.00146216
5.9,7.09,0.03749,0.005628,0.0003749,0.000562292
7.09,8.48,0.02002,0.003576,0.0002002,0.0003003698
8.48,11.0,0.01144,0.001912,0.0001144,0.0001715913
11.0,16.6,0.005648,0.0008242,5.648e-05,8.471583e-05
16.6,22.8,0.001886,0.0003769,1.886e-05,2.828614e-05
22.8,41.9,0.0003794,8.937e-05,3.794e-06,5.691299e-06
1.0,1.33,1.762,0.4033,0.02644,0.05111013
1.33,1.71,1.442,0.1512,0.01874,0.038926
1.71,2.15,1.077,0.09804,0.01184,0.02584257
2.15,2.97,0.5694,0.043,0.005694,0.01138773
2.97,4.02,0.2508,0.02095,0.002508,0.003761702
4.02,5.9,0.1085,0.008373,0.001085,0.001628035
5.9,7.09,0.05466,0.006304,0.0005466,0.0008199238
7.09,8.48,0.0151,0.002961,0.000151,0.0002264276
8.48,11.0,0.01061,0.001756,0.0001061,0.0001591455
11.0,16.6,0.005108,0.0007659,5.108e-05,7.662071e-05
16.6,22.8,0.001136,0.0002849,1.136e-05,1.704159e-05
22.8,41.9,0.0003295,7.873e-05,3.295e-06,4.94303e-06
1.0,1.33,2.46,0.4697,0.0369,0.07134406
1.33,1.71,1.395,0.1496,0.01813,0.03766148
1.71,2.15,0.7725,0.08631,0.008497,0.01853893
2.15,2.97,0.5275,0.04278,0.005275,0.01054987
2.97,4.02,0.26,0.02135,0.0026,0.00390024
4.02,5.9,0.08706,0.007662,0.0008706,0.001305959
5.9,7.09,0.04625,0.005907,0.0004625,0.0006936929
7.09,8.48,0.03066,0.004253,0.0003066,0.0004599314
8.48,11.0,0.01311,0.001985,0.0001311,0.0001965995
11.0,16.6,0.003426,0.0006428,3.426e-05,5.138776e-05
16.6,22.8,0.001549,0.000347,1.549e-05,2.323305e-05
22.8,41.9,0.0003162,7.892e-05,3.162e-06,4.74319e-06
1.0,1.33,1.662,0.418,0.02493,0.04818958
1.33,1.71,1.422,0.1612,0.01848,0.03838679
1.71,2.15,0.7249,0.09014,0.007973,0.01739645
2.15,2.97,0.5995,0.04663,0.005995,0.01199038
2.97,4.02,0.1964,0.02001,0.001964,0.002946541
4.02,5.9,0.1177,0.009099,0.001177,0.001764807
5.9,7.09,0.03822,0.005388,0.0003822,0.0005733119
7.09,8.48,0.01604,0.003078,0.0001604,0.0002406296
8.48,11.0,0.013,0.001962,0.00013,0.0001949597
11.0,16.6,0.004584,0.0007302,4.584e-05,6.875787e-05
16.6,22.8,0.001497,0.0003367,1.497e-05,2.245998e-05
22.8,41.9,0.000541,0.0001025,5.41e-06,8.114515e-06
1.0,1.33,1.813,0.3891,0.0272,0.05257932
1.33,1.71,1.548,0.155,0.02013,0.04180578
1.71,2.15,0.8996,0.09004,0.009896,0.02159086
2.15,2.97,0.5767,0.04358,0.005767,0.01153401
2.97,4.02,0.2527,0.0204,0.002527,0.003791169
4.02,5.9,0.09691,0.007977,0.0009691,0.001453681
5.9,7.09,0.04296,0.005635,0.0004296,0.0006443804
7.09,8.48,0.02852,0.004006,0.0002852,0.0004277421
8.48,11.0,0.01299,0.001939,0.0001299,0.0001948603
11.0,16.6,0.005792,0.0008015,5.792e-05,8.688388e-05
16.6,22.8,0.001756,0.0003492,1.756e-05,2.634134e-05
22.8,41.9,0.0003456,7.936e-05,3.456e-06,5.183939e-06
1.0,1.33,1.896,0.4418,0.02843,0.05497389
1.33,1.71,1.301,0.1504,0.01692,0.03513271
1.71,2.15,1.107,0.1044,0.01218,0.02656603
2.15,2.97,0.4627,0.04064,0.004627,0.009253546
2.97,4.02,0.2524,0.02173,0.002524,0.003786093
4.02,5.9,0.09842,0.008134,0.0009842,0.001476348
5.9,7.09,0.04139,0.005556,0.0004139,0.0006208056
7.09,8.48,0.02582,0.00384,0.0002582,0.0003872947
8.48,11.0,0.01687,0.002196,0.0001687,0.0002530433
11.0,16.6,0.004675,0.0007534,4.675e-05,7.01237e-05
16.6,22.8,0.001233,0.0002968,1.233e-05,1.849297e-05
22.8,41.9,0.000335,7.962e-05,3.35e-06,5.025358e-06
1.0,1.33,2.454,0.6309,0.03681,0.07116781
1.33,1.71,1.413,0.2167,0.01837,0.03816285
1.71,2.15,0.8743,0.1374,0.009618,0.02098393
2.15,2.97,0.6403,0.06859,0.006403,0.01280696
2.97,4.02,0.2123,0.02775,0.002123,0.003184157
4.02,5.9,0.1014,0.01089,0.001014,0.001521547
5.9,7.09,0.03733,0.006697,0.0003733,0.0005599839
7.09,8.48,0.03106,0.005174,0.0003106,0.0004658808
8.48,11.0,0.0126,0.002341,0.000126,0.0001889647
11.0,16.6,0.005026,0.0009184,5.026e-05,7.538803e-05
16.6,22.8,0.001803,0.0004427,1.803e-05,2.704226e-05
22.8,41.9,0.000418,0.0001064,4.18e-06,6.269638e-06
1.0,1.33,2.405,0.6007,0.03608,0.06975714
1.33,1.71,1.375,0.2093,0.01788,0.03713777
1.71,2.15,1.217,0.1379,0.01339,0.02921137
2.15,2.97,0.5625,0.05661,0.005625,0.0112504
2.97,4.02,0.299,0.02889,0.00299,0.004485447
4.02,5.9,0.09262,0.01032,0.0009262,0.001389281
5.9,7.09,0.03287,0.006841,0.0003287,0.0004930637
7.09,8.48,0.03003,0.005797,0.0003003,0.000450505
8.48,11.0,0.01854,0.003259,0.0001854,0.0002780768
11.0,16.6,0.004819,0.001034,4.819e-05,7.228153e-05
16.6,22.8,0.00202,0.0005661,2.02e-05,3.029893e-05
22.8,41.9,0.0006145,0.0001596,6.145e-06,9.21797e-06
1.0,1.33,2.556,0.4791,0.03834,0.07413307
1.33,1.71,1.54,0.1549,0.02002,0.04158789
1.71,2.15,0.9829,0.09453,0.01081,0.02359019
2.15,2.97,0.4888,0.04021,0.004888,0.009775018
2.97,4.02,0.2712,0.02191,0.002712,0.004067316
4.02,5.9,0.1018,0.008189,0.001018,0.001526819
5.9,7.09,0.04172,0.005561,0.0004172,0.0006258007
7.09,8.48,0.02795,0.003935,0.0002795,0.000419292
8.48,11.0,0.01187,0.001843,0.0001187,0.0001781139
11.0,16.6,0.00394,0.0006624,3.94e-05,5.910131e-05
16.6,22.8,0.001709,0.0003527,1.709e-05,2.563499e-05
22.8,41.9,0.0003961,8.711e-05,3.961e-06,5.940889e-06
1.0,1.33,2.145,0.255,0.03218,0.06221307
1.33,1.71,1.542,0.1535,0.02005,0.04163903
1.71,2.15,1.043,0.09754,0.01147,0.02502772
2.15,2.97,0.5736,0.04382,0.005736,0.01147297
2.97,4.02,0.2123,0.0196,0.002123,0.003184896
4.02,5.9,0.1041,0.00849,0.001041,0.001561895
5.9,7.09,0.04631,0.006118,0.0004631,0.0006945946
7.09,8.48,0.02458,0.003868,0.0002458,0.0003686625
8.48,11.0,0.01724,0.002314,0.0001724,0.0002586421
11.0,16.6,0.004742,0.000767,4.742e-05,7.113291e-05
16.6,22.8,0.001933,0.0003884,1.933e-05,2.900061e-05
22.8,41.9,0.000396,8.87e-05,3.96e-06,5.940291e-06
1.0,1.33,2.016,0.2634,0.03024,0.05846402
1.33,1.71,1.382,0.1506,0.01796,0.03730172
1.71,2.15,0.8942,0.09059,0.009836,0.02146116
2.15,2.97,0.4973,0.04145,0.004973,0.009946816
2.97,4.02,0.2375,0.0207,0.002375,0.003563077
4.02,5.9,0.1081,0.008528,0.001081,0.001622028
5.9,7.09,0.05334,0.006291,0.0005334,0.0008001369
7.09,8.48,0.02798,0.004046,0.0002798,0.0004196718
8.48,11.0,0.01379,0.002018,0.0001379,0.0002068453
11.0,16.6,0.006413,0.00085,6.413e-05,9.619782e-05
16.6,22.8,0.00153,0.0003291,1.53e-05,2.295408e-05
22.8,41.9,0.0003128,8.531e-05,3.128e-06,4.692344e-06
1.0,1.33,1.625,0.2699,0.02438,0.04713246
1.33,1.71,1.125,0.1614,0.01462,0.03036914
1.71,2.15,0.9362,0.1095,0.0103,0.02246911
2.15,2.97,0.473,0.04554,0.00473,0.009459502
2.97,4.02,0.2682,0.02417,0.002682,0.004022803
4.02,5.9,0.1062,0.009093,0.001062,0.00159367
5.9,7.09,0.04695,0.006138,0.0004695,0.0007043022
7.09,8.48,0.02568,0.004006,0.0002568,0.0003851929
8.48,11.0,0.01157,0.001928,0.0001157,0.0001735291
11.0,16.6,0.003858,0.0006816,3.858e-05,5.786987e-05
16.6,22.8,0.001626,0.0003569,1.626e-05,2.438404e-05
22.8,41.9,0.0002965,8.093e-05,2.965e-06,4.447963e-06
1.0,1.33,1.473,0.2187,0.0221,0.04272028
1.33,1.71,1.3,0.1427,0.0169,0.03510388
1.71,2.15,0.8236,0.08531,0.00906,0.01976636
2.15,2.97,0.5759,0.044,0.005759,0.01151735
2.97,4.02,0.2665,0.02178,0.002665,0.00399703
4.02,5.9,0.1171,0.008822,0.001171,0.001756217
5.9,7.09,0.04104,0.005606,0.0004104,0.0006155976
7.09,8.48,0.02358,0.003714,0.0002358,0.0003537072
8.48,11.0,0.01456,0.00212,0.0001456,0.000218362
11.0,16.6,0.005306,0.0007706,5.306e-05,7.958288e-05
16.6,22.8,0.001193,0.0002943,1.193e-05,1.789786e-05
22.8,41.9,0.0004956,9.795e-05,4.956e-06,7.433917e-06
1.0,1.33,2.38,0.2736,0.03569,0.06900982
1.33,1.71,1.461,0.1539,0.019,0.03945797
1.71,2.15,1.131,0.09962,0.01244,0.02714505
2.15,2.97,0.6625,0.04661,0.006625,0.01325078
2.97,4.02,0.2939,0.02264,0.002939,0.004408811
4.02,5.9,0.1002,0.008211,0.001002,0.001502484
5.9,7.09,0.04283,0.005708,0.0004283,0.0006424986
7.09,8.48,0.03331,0.004378,0.0003331,0.0004995981
8.48,11.0,0.01219,0.001923,0.0001219,0.0001829204
11.0,16.6,0.005039,0.0007643,5.039e-05,7.558195e-05
16.6,22.8,0.001736,0.000362,1.736e-05,2.604412e-05
22.8,41.9,0.0004566,9.345e-05,4.566e-06,6.848303e-06
1.0,1.33,1.972,0.2515,0.02957,0.05717593
1.33,1.71,1.44,0.1469,0.01873,0.03889217
1.71,2.15,0.8821,0.08884,0.009704,0.02117144
2.15,2.97,0.5772,0.04274,0.005772,0.01154435
2.97,4.02,0.2323,0.01982,0.002323,0.00348523
4.02,5.9,0.1053,0.008182,0.001053,0.001578979
5.9,7.09,0.03604,0.005134,0.0003604,0.0005405849
7.09,8.48,0.02755,0.00385,0.0002755,0.0004132532
8.48,11.0,0.01721,0.002198,0.0001721,0.0002581831
11.0,16.6,0.004127,0.0006626,4.127e-05,6.190104e-05
16.6,22.8,0.001116,0.0002843,1.116e-05,1.67416e-05
22.8,41.9,0.0005139,9.716e-05,5.139e-06,7.708863e-06
1.0,1.33,2.488,0.2793,0.03732,0.07215165
1.33,1.71,1.841,0.1675,0.02394,0.04971174
1.71,2.15,1.133,0.1017,0.01247,0.02720022
2.15,2.97,0.5611,0.04351,0.005611,0.01122121
2.97,4.02,0.2806,0.0221,0.002806,0.004209671
4.02,5.9,0.1141,0.008548,0.001141,0.001710947
5.9,7.09,0.04364,0.00562,0.0004364,0.0006545461
7.09,8.48,0.0274,0.003887,0.000274,0.0004110647
8.48,11.0,0.01241,0.001867,0.0001241,0.0001861835
11.0,16.6,0.004738,0.0007335,4.738e-05,7.107721e-05
16.6,22.8,0.00148,0.0003214,1.48e-05,2.219765e-05
22.8,41.9,0.0006909,0.0001125,6.909e-06,1.036385e-05
1.0,1.33,1.971,0.2602,0.02957,0.05716423
1.33,1.71,1.353,0.1467,0.01759,0.036535
1.71,2.15,0.9635,0.09316,0.0106,0.02312406
2.15,2.97,0.5575,0.04287,0.005575,0.01114922
2.97,4.02,0.2757,0.02155,0.002757,0.004135789
4.02,5.9,0.1026,0.008027,0.001026,0.001538738
5.9,7.09,0.03529,0.005018,0.0003529,0.0005294181
7.09,8.48,0.03307,0.004226,0.0003307,0.0004960626
8.48,11.0,0.01199,0.001826,0.0001199,0.000179784
11.0,16.6,0.004644,0.0007016,4.644e-05,6.966638e-05
16.6,22.8,0.001283,0.0006344,1.283e-05,1.925249e-05
22.8,41.9,0.0003384,8.032e-05,3.384e-06,5.076649e-06
1.0,1.33,2.184,0.2742,0.03277,0.06334837
1.33,1.71,1.445,0.1474,0.01879,0.03902472
1.71,2.15,1.121,0.1021,0.01233,0.02689773
2.15,2.97,0.5743,0.04419,0.005743,0.01148633
2.97,4.02,0.2888,0.02281,0.002888,0.004331435
4.02,5.9,0.1066,0.00847,0.001066,0.001598406
5.9,7.09,0.05376,0.006312,0.0005376,0.0008063632
7.09,8.48,0.03067,0.004187,0.0003067,0.0004600435
8.48,11.0,0.01063,0.001787,0.0001063,0.0001595157
11.0,16.6,0.003569,0.0006288,3.569e-05,5.353476e-05
16.6,22.8,0.001713,0.000351,1.713e-05,2.569436e-05
22.8,41.9,0.0005391,0.0001079,5.391e-06,8.086942e-06
1.0,1.33,2.42,0.2869,0.0363,0.07017867
1.33,1.71,1.658,0.1633,0.02155,0.04476048
1.71,2.15,0.9713,0.09422,0.01068,0.02331121
2.15,2.97,0.5875,0.04339,0.005875,0.01174915
2.97,4.02,0.2631,0.02129,0.002631,0.003946063
4.02,5.9,0.1139,0.008572,0.001139,0.001708677
5.9,7.09,0.04232,0.005468,0.0004232,0.0006347478
7.09,8.48,0.02669,0.003838,0.0002669,0.0004002844
8.48,11.0,0.01581,0.002085,0.0001581,0.0002371806
11.0,16.6,0.004168,0.0006665,4.168e-05,6.252436e-05
16.6,22.8,0.001373,0.0003072,1.373e-05,2.060191e-05
22.8,41.9,0.0005008,9.56e-05,5.008e-06,7.511363e-06
1.0,1.33,2.234,0.2684,0.03351,0.06479556
1.33,1.71,1.673,0.1667,0.02175,0.04517871
1.71,2.15,0.9572,0.0939,0.01053,0.02297175
2.15,2.97,0.5498,0.04293,0.005498,0.01099543
2.97,4.02,0.2421,0.02079,0.002421,0.003630968
4.02,5.9,0.1082,0.008506,0.001082,0.001622908
5.9,7.09,0.04663,0.005817,0.0004663,0.0006994165
7.09,8.48,0.03357,0.004319,0.0003357,0.000503554
8.48,11.0,0.01133,0.001844,0.0001133,0.0001699672
11.0,16.6,0.004751,0.0007233,4.751e-05,7.126703e-05
16.6,22.8,0.001688,0.0003582,1.688e-05,2.531609e-05
22.8,41.9,0.0004537,9.262e-05,4.537e-06,6.8052e-06
1.0,1.33,2.552,0.2818,0.03828,0.07400316
1.33,1.71,1.694,0.16,0.02202,0.04573865
1.71,2.15,1.104,0.09888,0.01215,0.02650404
2.15,2.97,0.5359,0.04111,0.005359,0.01071885
2.97,4.02,0.2728,0.0216,0.002728,0.004092198
4.02,5.9,0.1153,0.00846,0.001153,0.001729336
5.9,7.09,0.05042,0.005889,0.0005042,0.0007562479
7.09,8.48,0.02677,0.003759,0.0002677,0.0004015482
8.48,11.0,0.01555,0.00209,0.0001555,0.0002331793
11.0,16.6,0.005694,0.0007757,5.694e-05,8.541456e-05
16.6,22.8,0.001478,0.0003132,1.478e-05,2.216828e-05
22.8,41.9,0.0004852,9.962e-05,4.852e-06,7.277696e-06
1.0,1.33,2.09,0.2669,0.03135,0.0606175
1.33,1.71,1.496,0.1548,0.01945,0.04040307
1.71,2.15,1.088,0.1036,0.01196,0.02610076
2.15,2.97,0.4714,0.04179,0.004714,0.009428797
2.97,4.02,0.2642,0.02251,0.002642,0.003962314
4.02,5.9,0.1052,0.008596,0.001052,0.001577562
5.9,7.09,0.03702,0.005378,0.0003702,0.0005553586
7.09,8.48,0.023,0.003765,0.00023,0.0003449333
8.48,11.0,0.01602,0.002202,0.0001602,0.0002402336
11.0,16.6,0.006126,0.0008432,6.126e-05,9.188444e-05
16.6,22.8,0.001425,0.0003185,1.425e-05,2.138174e-05
22.8,41.9,0.0005108,0.0001013,5.108e-06,7.661963e-06
1.0,1.33,2.509,0.3275,0.03763,0.07275959
1.33,1.71,1.765,0.1928,0.02295,0.04765893
1.71,2.15,0.9334,0.1105,0.01027,0.02240166
2.15,2.97,0.4586,0.04912,0.004586,0.009172052
2.97,4.02,0.2579,0.02686,0.002579,0.003868432
4.02,5.9,0.1028,0.01056,0.001028,0.001541677
5.9,7.09,0.05717,0.008391,0.0005717,0.0008575176
7.09,8.48,0.02649,0.005079,0.0002649,0.0003973175
8.48,11.0,0.009001,0.002133,9.001e-05,0.0001350085
11.0,16.6,0.006218,0.001098,6.218e-05,9.326509e-05
16.6,22.8,0.001477,0.0004229,1.477e-05,2.214911e-05
22.8,41.9,0.0005181,0.0001319,5.181e-06,7.772004e-06
1.0,1.33,2.537,0.3445,0.03805,0.07357288
1.33,1.71,1.098,0.1607,0.01427,0.02964768
1.71,2.15,0.9533,0.1092,0.01049,0.02288021
2.15,2.97,0.509,0.04621,0.00509,0.01018096
2.97,4.02,0.2337,0.02154,0.002337,0.003505499
4.02,5.9,0.09737,0.008499,0.0009737,0.001460604
5.9,7.09,0.05541,0.006855,0.0005541,0.000831224
7.09,8.48,0.02762,0.004113,0.0002762,0.0004142947
8.48,11.0,0.01822,0.002382,0.0001822,0.0002732828
11.0,16.6,0.005014,0.0007801,5.014e-05,7.521686e-05
16.6,22.8,0.002435,0.0004419,2.435e-05,3.652935e-05
22.8,41.9,0.0003356,8.499e-05,3.356e-06,5.034514e-06
1.0,1.33,2.023,0.2729,0.03035,0.05867185
1.33,1.71,1.489,0.1515,0.01935,0.04019586
1.71,2.15,1.052,0.09747,0.01157,0.0252419
2.15,2.97,0.5354,0.04168,0.005354,0.0107079
2.97,4.02,0.2488,0.0203,0.002488,0.003731937
4.02,5.9,0.08931,0.007603,0.0008931,0.001339592
5.9,7.09,0.03745,0.005192,0.0003745,0.0005617044
7.09,8.48,0.0218,0.003564,0.000218,0.0003270038
8.48,11.0,0.01163,0.001837,0.0001163,0.000174492
11.0,16.6,0.005154,0.0007591,5.154e-05,7.731667e-05
16.6,22.8,0.002089,0.0003839,2.089e-05,3.134209e-05
22.8,41.9,0.0004576,9.423e-05,4.576e-06,6.864648e-06
1.0,1.33,1.764,0.2597,0.02647,0.05116614
1.33,1.71,1.302,0.1508,0.01693,0.03516665
1.71,2.15,0.7781,0.08516,0.00856,0.01867536
2.15,2.97,0.4805,0.04111,0.004805,0.009609139
2.97,4.02,0.2379,0.02072,0.002379,0.003568424
4.02,5.9,0.07995,0.007476,0.0007995,0.001199247
5.9,7.09,0.048,0.006068,0.00048,0.0007200159
7.09,8.48,0.02279,0.003703,0.0002279,0.0003418187
8.48,11.0,0.0126,0.001959,0.000126,0.0001889838
11.0,16.6,0.004533,0.0007159,4.533e-05,6.800141e-05
16.6,22.8,0.00142,0.0003212,1.42e-05,2.129269e-05
22.8,41.9,0.000319,8.012e-05,3.19e-06,4.785557e-06
1.0,1.33,1.921,0.6666,0.02882,0.05571673
1.33,1.71,1.826,0.3333,0.02374,0.04930447
1.71,2.15,0.9318,0.1634,0.01025,0.02236425
2.15,2.97,0.5256,0.06379,0.005256,0.01051125
2.97,4.02,0.2428,0.02895,0.002428,0.003641772
4.02,5.9,0.1181,0.01111,0.001181,0.001772096
5.9,7.09,0.04736,0.007044,0.0004736,0.0007103999
7.09,8.48,0.02593,0.004563,0.0002593,0.0003889199
8.48,11.0,0.01535,0.002466,0.0001535,0.0002302765
11.0,16.6,0.004543,0.0008372,4.543e-05,6.814554e-05
16.6,22.8,0.001337,0.0003522,1.337e-05,2.005151e-05
22.8,41.9,0.0005125,0.0001159,5.125e-06,7.688034e-06
1.0,1.33,2.085,0.2643,0.03127,0.0604599
1.33,1.71,1.377,0.1453,0.0179,0.03717484
1.71,2.15,1.118,0.1016,0.0123,0.02683174
2.15,2.97,0.5581,0.04267,0.005581,0.01116224
2.97,4.02,0.2308,0.02007,0.002308,0.003462435
4.02,5.9,0.1171,0.008749,0.001171,0.001756155
5.9,7.09,0.04361,0.00572,0.0004361,0.0006541085
7.09,8.48,0.02514,0.003784,0.0002514,0.0003770881
8.48,11.0,0.01273,0.001943,0.0001273,0.0001909857
11.0,16.6,0.004809,0.0007282,4.809e-05,7.213216e-05
16.6,22.8,0.001947,0.0003696,1.947e-05,2.920632e-05
22.8,41.9,0.0004875,0.0001211,4.875e-06,7.312699e-06
1.0,1.33,2.138,0.2907,0.03206,0.06198881
1.33,1.71,1.49,0.1633,0.01937,0.0402362
1.71,2.15,0.8096,0.08929,0.008906,0.01943156
2.15,2.97,0.5286,0.04197,0.005286,0.01057157
2.97,4.02,0.2431,0.02036,0.002431,0.003646755
4.02,5.9,0.09985,0.008218,0.0009985,0.001497704
5.9,7.09,0.04147,0.005697,0.0004147,0.0006220948
7.09,8.48,0.02293,0.003735,0.0002293,0.0003440068
8.48,11.0,0.01256,0.001999,0.0001256,0.0001883389
11.0,16.6,0.005296,0.0007831,5.296e-05,7.94359e-05
16.6,22.8,0.001519,0.000339,1.519e-05,2.279072e-05
22.8,41.9,0.0003533,8.523e-05,3.533e-06,5.299932e-06
1.0,1.33,2.321,0.3113,0.03482,0.06731285
1.33,1.71,1.25,0.1558,0.01624,0.03373878
1.71,2.15,0.9257,0.09882,0.01018,0.02221682
2.15,2.97,0.597,0.04717,0.00597,0.01194031
2.97,4.02,0.3504,0.02582,0.003504,0.005256587
4.02,5.9,0.1196,0.009311,0.001196,0.001793522
5.9,7.09,0.04546,0.006048,0.0004546,0.0006818418
7.09,8.48,0.02826,0.004169,0.0002826,0.0004239269
8.48,11.0,0.01288,0.002032,0.0001288,0.0001931677
11.0,16.6,0.004574,0.000755,4.574e-05,6.860334e-05
16.6,22.8,0.002299,0.0004258,2.299e-05,3.448792e-05
22.8,41.9,0.0002689,8.678e-05,2.689e-06,4.034134e-06
1.0,1.33,2.266,0.2729,0.034,0.06572839
1.33,1.71,1.43,0.151,0.01859,0.03860284
1.71,2.15,0.9189,0.09037,0.01011,0.02205267
2.15,2.97,0.5485,0.04157,0.005485,0.01097096
2.97,4.02,0.2342,0.02008,0.002342,0.003512928
4.02,5.9,0.104,0.008249,0.00104,0.001560109
5.9,7.09,0.05071,0.006212,0.0005071,0.0007605979
7.09,8.48,0.02907,0.004124,0.0002907,0.0004360722
8.48,11.0,0.01582,0.002189,0.0001582,0.0002373019
11.0,16.6,0.005434,0.0007856,5.434e-05,8.151287e-05
16.6,22.8,0.002111,0.0003867,2.111e-05,3.166934e-05
22.8,41.9,0.0004445,9.342e-05,4.445e-06,6.666833e-06
1.0,1.33,1.468,0.2357,0.02202,0.04258145
1.33,1.71,1.365,0.1508,0.01774,0.03684273
1.71,2.15,1.061,0.0986,0.01167,0.02545324
2.15,2.97,0.629,0.04536,0.00629,0.01258045
2.97,4.02,0.246,0.02029,0.00246,0.003690023
4.02,5.9,0.1068,0.008127,0.001068,0.001601802
5.9,7.09,0.04995,0.0059,0.0004995,0.0007492762
7.09,8.48,0.02887,0.003942,0.0002887,0.0004330793
8.48,11.0,0.01605,0.002104,0.0001605,0.0002407953
11.0,16.6,0.005618,0.0007836,5.618e-05,8.427424e-05
16.6,22.8,0.001595,0.0003311,1.595e-05,2.392645e-05
22.8,41.9,0.0004831,9.673e-05,4.831e-06,7.246896e-06
1.0,1.33,2.173,0.2714,0.0326,0.0630288
1.33,1.71,1.592,0.1602,0.0207,0.04299538
1.71,2.15,1.094,0.09917,0.01203,0.02624759
2.15,2.97,0.5394,0.04197,0.005394,0.01078845
2.97,4.02,0.2343,0.0199,0.002343,0.003514339
4.02,5.9,0.1013,0.008035,0.001013,0.001518838
5.9,7.09,0.04615,0.005695,0.0004615,0.0006922631
7.09,8.48,0.0296,0.004008,0.000296,0.0004440258
8.48,11.0,0.01274,0.001871,0.0001274,0.0001911409
11.0,16.6,0.005644,0.0007948,5.644e-05,8.465794e-05
16.6,22.8,0.001792,0.0003482,1.792e-05,2.687614e-05
22.8,41.9,0.0003563,8.231e-05,3.563e-06,5.344363e-06
1.0,1.33,2.192,0.2727,0.03288,0.06357474
1.33,1.71,1.478,0.1595,0.01921,0.03989852
1.71,2.15,0.936,0.09557,0.0103,0.02246409
2.15,2.97,0.5449,0.04351,0.005449,0.01089853
2.97,4.02,0.2795,0.02218,0.002795,0.004192429
4.02,5.9,0.09826,0.008131,0.0009826,0.001473905
5.9,7.09,0.05072,0.006114,0.0005072,0.0007607531
7.09,8.48,0.02838,0.004052,0.0002838,0.0004256952
8.48,11.0,0.01435,0.002079,0.0001435,0.0002152023
11.0,16.6,0.004446,0.0007184,4.446e-05,6.669169e-05
16.6,22.8,0.002286,0.0004083,2.286e-05,3.428639e-05
22.8,41.9,0.0005248,0.0001059,5.248e-06,7.872449e-06
